Date,yr,dir,entry_px,net,prior_hvl_es,above,pO,pH,pL,pC,sma10,sma20,sma50,slope20,ret1,ret5,ret10,ret20,adr10,er10,rvol10,hi20,lo20,vix_prev,px_vs_pC,px_vs_sma20,px_vs_sma50,px_vs_pH,px_vs_pL,pos_prangeD,dist_hi20,above_sma20,above_sma50
2021-08-27,2021,L,5298.75,232.5,5205.22021484375,True,5289.0,5291.5,5264.5,5267.25,5250.15,5205.2,,31.537499999999454,-0.004817911293750865,0.012202738409800684,0.007700401760091902,0.017629443585780447,33.475,0.16083916083916083,0.005724453960899216,5297.5,5023.5,18.84,31.5,93.55000000000018,,7.25,34.25,1.2685185185185186,-0.037341299477221805,1,0
2021-08-27,2021,L,5306.25,-142.5,5205.22021484375,True,5289.0,5291.5,5264.5,5267.25,5250.15,5205.2,,31.537499999999454,-0.004817911293750865,0.012202738409800684,0.007700401760091902,0.017629443585780447,33.475,0.16083916083916083,0.005724453960899216,5297.5,5023.5,18.84,39.0,101.05000000000018,,14.75,41.75,1.5462962962962963,-0.26138909634055263,1,0
2021-08-30,2021,L,5330.25,-205.0,5191.5,True,5274.0,5309.5,5273.25,5303.75,5256.575,5212.3625,,33.5,0.006929612226493909,0.013374731311201371,0.012262620479053243,0.027758938087394602,35.85,0.23427529626253418,0.006037534961758438,5309.5,5023.5,16.39,26.5,117.88749999999982,,20.75,57.0,1.5724137931034483,-0.5788005578800558,1,0
2021-08-31,2021,L,5321.5,195.0,5189.77978515625,True,5312.75,5334.0,5310.0,5326.5,5261.875,5220.3,,34.98750000000018,0.00428941786471837,0.009141287358499506,0.01005025125628145,0.0307193652943738,33.85,0.20152091254752852,0.005862403353449342,5334.0,5023.5,16.19,-5.0,101.19999999999982,,-12.5,11.5,0.4791666666666667,0.3692762186115214,1,0
2021-09-08,2021,S,5297.25,-330.0,5192.83984375,True,5330.25,5331.5,5310.25,5315.5,5316.775,5278.1,,48.88750000000073,-0.005333083832335328,-0.0019246115570576983,0.006532853626207258,0.025564344973953324,20.5,0.23,0.0037539247102888946,5347.5,5164.0,18.14,-18.25,19.149999999999636,,-34.25,-13.0,-0.611764705882353,2.451219512195122,1,0
2021-09-16,2021,S,5250.5,-505.0,5266.27978515625,False,5248.5,5286.75,5236.5,5282.25,5302.6,5286.6375,5192.385,8.537499999999454,0.006766093295849762,-0.006255291129715013,-0.008167863681171617,0.008496014510047223,32.6,0.24033149171270718,0.004665561936025974,5347.5,5164.0,18.18,-31.75,-36.13749999999982,58.11499999999978,-36.25,14.0,0.27860696517412936,2.975460122699386,0,1
2021-09-16,2021,L,5271.0,7.5,5266.27978515625,True,5248.5,5286.75,5236.5,5282.25,5302.6,5286.6375,5192.385,8.537499999999454,0.006766093295849762,-0.006255291129715013,-0.008167863681171617,0.008496014510047223,32.6,0.24033149171270718,0.004665561936025974,5347.5,5164.0,18.18,-11.25,-15.637499999999818,78.61499999999978,-15.75,34.5,0.6865671641791045,2.3466257668711656,0,1
2021-09-17,2021,S,5231.0,332.5,5262.56005859375,False,5275.25,5285.5,5242.25,5271.5,5297.325,5290.5125,5198.8,8.137499999999818,-0.0020351176108666102,-0.0074841139091550435,-0.009907498708738305,0.014921062764728488,35.35,0.27726675427069647,0.004676436704040646,5347.5,5164.0,18.69,-40.5,-59.51249999999982,32.19999999999982,-54.5,-11.25,-0.26011560693641617,3.2956152758132955,0,1
2021-09-27,2021,L,5248.25,-367.5,5192.58984375,True,5229.25,5262.0,5226.75,5254.75,5228.9,5273.45,5217.185,-18.074999999999818,0.0011431293165038436,0.00588629402756502,-0.0011879870747005805,-0.002373154872087002,51.3,0.019305019305019305,0.008005837710562468,5347.5,5102.75,17.75,-6.5,-25.199999999999818,31.0649999999996,-13.75,21.5,0.6099290780141844,1.9346978557504875,0,1
2021-10-01,2021,L,5125.75,1507.5,5212.47021484375,False,5175.0,5182.5,5103.25,5111.5,5188.925,5243.125,5222.2,-30.949999999999818,-0.01054974835462641,-0.026149083115027394,-0.030351892250782497,-0.03995867962623845,52.3,0.39555006180469715,0.009416327157005753,5347.5,5102.75,23.14,14.25,-117.375,-96.44999999999982,-56.75,22.5,0.28391167192429023,4.2399617590822185,0,0
2021-10-04,2021,S,5087.75,-867.5,5216.81982421875,False,5124.0,5174.75,5086.0,5156.25,5182.15,5234.2,5222.505,-39.25,0.008754768658906453,-0.01874494504971691,-0.012968989280245036,-0.03345986222409669,56.3,0.1686372121966397,0.009830904148751709,5347.5,5086.0,21.15,-68.5,-146.44999999999982,-134.7550000000001,-87.0,1.75,0.01971830985915493,4.613676731793961,0,0
2021-10-05,2021,L,5161.0,-867.5,5218.759765625,False,5143.75,5153.5,5076.5,5103.25,5177.575,5222.7,5221.975,-47.625,-0.010278787878787887,-0.026329596947293088,-0.008885220431151697,-0.04312567383865373,56.25,0.12047399605003292,0.00929740921984608,5347.5,5076.5,22.96,57.75,-61.69999999999982,-60.975000000000364,7.5,84.5,1.0974025974025974,3.3155555555555556,0,0
2021-10-18,2021,L,5279.75,282.5,5182.39990234375,True,5261.0,5276.5,5254.0,5272.25,5165.175,5185.05,5226.225,-20.087499999999636,0.006154580152671674,0.02101186153473744,0.020567169957413922,-0.001893132661271224,59.1,0.2893124574540504,0.008336150990521882,5285.5,5076.5,16.3,7.5,94.69999999999982,53.524999999999636,3.25,25.75,1.1444444444444444,0.09729272419627749,1,1
2021-10-19,2021,L,5302.75,1007.5,5194.47998046875,True,5252.75,5288.75,5245.75,5285.75,5182.6,5185.7625,5229.655,-11.6875,0.002560576603916731,0.02486669898206495,0.03408979751540642,0.002703215403585313,55.475,0.5340996168582376,0.007065085377004312,5288.75,5076.5,16.31,17.0,116.98750000000018,73.09500000000025,14.0,57.0,1.3255813953488371,-0.25236593059936907,1,1
2021-10-19,2021,L,5307.25,782.5,5194.47998046875,True,5252.75,5288.75,5245.75,5285.75,5182.6,5185.7625,5229.655,-11.6875,0.002560576603916731,0.02486669898206495,0.03408979751540642,0.002703215403585313,55.475,0.5340996168582376,0.007065085377004312,5288.75,5076.5,16.31,21.5,121.48750000000018,77.59500000000025,18.5,61.5,1.430232558139535,-0.3334835511491663,1,1
2021-10-19,2021,L,5315.75,357.5,5194.47998046875,True,5252.75,5288.75,5245.75,5285.75,5182.6,5185.7625,5229.655,-11.6875,0.002560576603916731,0.02486669898206495,0.03408979751540642,0.002703215403585313,55.475,0.5340996168582376,0.007065085377004312,5288.75,5076.5,16.31,30.0,129.98750000000018,86.09500000000025,27.0,70.0,1.627906976744186,-0.4867057232987832,1,1
2021-10-20,2021,L,5334.5,-42.5,5229.1298828125,True,5302.5,5324.75,5296.25,5323.25,5199.3,5190.725,5235.04,-0.7124999999996362,0.007094546658468426,0.03550065651899037,0.032387878787878854,0.01899885145482383,49.45,0.5235109717868338,0.006943211389255021,5324.75,5076.5,15.7,11.25,143.77499999999964,99.46000000000004,9.75,38.25,1.3421052631578947,-0.19716885743174922,1,1
2021-10-22,2021,S,5351.25,357.5,5224.7099609375,True,5331.0,5352.25,5326.75,5348.75,5242.8,5210.2375,5242.24,24.6875,0.002765279340082527,0.02075381679389321,0.039702595004373675,0.03990473413045592,39.95,0.8161838161838162,0.004998482380268111,5352.25,5076.5,15.01,2.5,141.01249999999982,109.01000000000022,-1.0,24.5,0.9607843137254902,0.025031289111389236,1,1
2021-10-22,2021,S,5334.0,-617.5,5224.7099609375,True,5331.0,5352.25,5326.75,5348.75,5242.8,5210.2375,5242.24,24.6875,0.002765279340082527,0.02075381679389321,0.039702595004373675,0.03990473413045592,39.95,0.8161838161838162,0.004998482380268111,5352.25,5076.5,15.01,-14.75,123.76249999999982,91.76000000000022,-18.25,7.25,0.28431372549019607,0.45682102628285354,1,1
2021-10-27,2021,S,5373.25,-505.0,5214.06005859375,True,5385.5,5399.0,5369.75,5374.75,5305.325,5229.65,5251.27,38.92499999999927,0.0011175785797439275,0.00967454092894382,0.045518650002431604,0.022836481278842857,32.525,0.9590163934426229,0.004423535109638312,5399.0,5076.5,15.98,-1.5,143.60000000000036,121.97999999999956,-25.75,3.5,0.11965811965811966,0.7916986933128363,1,1
2021-10-27,2021,L,5381.0,-505.0,5214.06005859375,True,5385.5,5399.0,5369.75,5374.75,5305.325,5229.65,5251.27,38.92499999999927,0.0011175785797439275,0.00967454092894382,0.045518650002431604,0.022836481278842857,32.525,0.9590163934426229,0.004423535109638312,5399.0,5076.5,15.98,6.25,151.35000000000036,129.72999999999956,-18.0,11.25,0.38461538461538464,0.5534204458109147,1,1
2021-10-28,2021,L,5389.25,-480.0,5231.89990234375,True,5378.0,5385.75,5352.75,5356.25,5324.75,5235.4,5253.605,35.42499999999927,-0.0034420205590958153,0.004171353580802339,0.03763076327005033,0.021941330789410962,31.225,0.805181347150259,0.005086542964808091,5399.0,5076.5,16.98,33.0,153.85000000000036,135.64500000000044,3.5,36.5,1.106060606060606,0.3122497998398719,1,1
2021-10-29,2021,S,5382.75,-467.5,5246.490234375,True,5368.75,5398.75,5368.0,5391.75,5339.925,5247.2375,5255.97,37.0,0.006627771295215856,0.00803926150969847,0.028959923664122034,0.04592628516003883,30.175,0.7635220125786164,0.003403350713567414,5399.0,5076.5,16.53,-9.0,135.51249999999982,126.77999999999975,-16.0,14.75,0.4796747967479675,0.5385252692626347,1,1
2021-11-04,2021,L,5481.75,-505.0,5239.759765625,True,5427.0,5466.0,5422.0,5460.5,5389.675,5306.025,5272.84,70.625,0.00557064591869616,0.01946324387397902,0.023715785526809086,0.07000440895507776,32.175,0.729106628242075,0.003057542742426818,5466.0,5088.5,15.1,21.25,175.72500000000036,208.90999999999985,15.75,59.75,1.3579545454545454,-0.48951048951048953,1,1
2021-11-04,2021,S,5469.25,-505.0,5239.759765625,True,5427.0,5466.0,5422.0,5460.5,5389.675,5306.025,5272.84,70.625,0.00557064591869616,0.01946324387397902,0.023715785526809086,0.07000440895507776,32.175,0.729106628242075,0.003057542742426818,5466.0,5088.5,15.1,8.75,163.22500000000036,196.40999999999985,3.25,47.25,1.0738636363636365,-0.10101010101010102,1,1
2021-11-05,2021,S,5500.5,332.5,5260.419921875,True,5467.0,5483.75,5463.5,5481.75,5402.975,5322.8875,5276.91,75.64999999999964,0.003891585019686783,0.016692168590902723,0.024865622809067567,0.06555544756536102,31.65,0.7388888888888889,0.0030950207339647514,5483.75,5088.5,15.44,18.75,177.61250000000018,223.59000000000015,16.75,37.0,1.8271604938271604,-0.5292259083728278,1,1
2021-11-09,2021,S,5478.25,-467.5,5239.83984375,True,5510.75,5516.0,5495.75,5501.75,5431.25,5356.5875,5285.34,82.125,0.0015017748247929674,0.0163957140217994,0.02477299185098958,0.06674745516238478,30.275,0.7823529411764706,0.002804454680803042,5520.75,5127.75,17.22,-23.5,121.66250000000036,192.90999999999985,-37.75,-17.5,-0.8641975308641975,1.4037985136251032,1,1
2021-11-15,2021,S,5491.25,7.5,5388.85986328125,True,5465.0,5492.5,5454.75,5490.75,5466.175,5409.8875,5298.495,70.51249999999982,0.006738173817381732,-0.0005005916082643225,0.0151136993899057,0.04144340651524492,31.3,0.4473324213406293,0.0038554341409538485,5520.75,5245.75,16.29,0.5,81.36250000000018,192.7550000000001,-1.25,36.5,0.9668874172185431,0.9424920127795527,1,1
2021-11-16,2021,L,5510.25,-205.0,5407.10986328125,True,5500.25,5501.75,5476.0,5490.75,5473.95,5420.1375,5301.825,63.55000000000018,0.0,-0.001999363838778523,0.014363569185294578,0.03878352173296129,31.325,0.43496503496503497,0.003878830981204389,5520.75,5296.25,16.49,19.5,90.11250000000018,208.42500000000018,8.5,34.25,1.3300970873786409,0.335195530726257,1,1
2021-11-16,2021,L,5514.5,-492.5,5407.10986328125,True,5500.25,5501.75,5476.0,5490.75,5473.95,5420.1375,5301.825,63.55000000000018,0.0,-0.001999363838778523,0.014363569185294578,0.03878352173296129,31.325,0.43496503496503497,0.003878830981204389,5520.75,5296.25,16.49,23.75,94.36250000000018,212.67500000000018,12.75,38.5,1.4951456310679612,0.19952114924181963,1,1
2021-11-17,2021,S,5494.5,-505.0,5419.25,True,5485.25,5518.75,5484.5,5506.5,5481.575,5429.3,5305.26,55.5,0.002868460592815092,0.003919781221513263,0.01404171078679628,0.034424458742309705,32.6,0.4301833568406206,0.0038641263881261803,5520.75,5323.5,16.37,-12.0,65.19999999999982,189.23999999999978,-24.25,10.0,0.291970802919708,0.8052147239263804,1,1
2021-11-30,2021,S,5393.25,-555.0,5436.259765625,False,5454.0,5478.75,5430.25,5461.75,5482.825,5450.3875,5314.37,40.5,-0.0055985434683659685,-0.005281609980421598,-0.005779557659051582,0.022081871345029258,35.65,0.2,0.0038953414985981876,5549.5,5337.75,22.96,-68.5,-57.13749999999982,78.88000000000011,-85.5,-37.0,-0.7628865979381443,4.38288920056101,0,1
2021-12-06,2021,L,5375.0,-642.5,5463.330078125,False,5433.0,5453.25,5371.0,5398.5,5472.5,5451.875,5316.115,31.737500000000182,-0.011580537373552469,-0.016800983472203268,-0.018766756032171594,0.0055413271245634554,41.85,0.4830409356725146,0.0051242255060572565,5549.5,5352.75,30.67,-23.5,-76.875,58.88500000000022,-78.25,4.0,0.0486322188449848,4.169653524492234,0,1
2021-12-06,2021,L,5416.0,-642.5,5463.330078125,False,5433.0,5453.25,5371.0,5398.5,5472.5,5451.875,5316.115,31.737500000000182,-0.011580537373552469,-0.016800983472203268,-0.018766756032171594,0.0055413271245634554,41.85,0.4830409356725146,0.0051242255060572565,5549.5,5352.75,30.67,17.5,-35.875,99.88500000000022,-37.25,45.0,0.547112462006079,3.189964157706093,0,1
2021-12-06,2021,L,5415.5,-642.5,5463.330078125,False,5433.0,5453.25,5371.0,5398.5,5472.5,5451.875,5316.115,31.737500000000182,-0.011580537373552469,-0.016800983472203268,-0.018766756032171594,0.0055413271245634554,41.85,0.4830409356725146,0.0051242255060572565,5549.5,5352.75,30.67,17.0,-36.375,99.38500000000022,-37.75,44.5,0.541033434650456,3.201911589008363,0,1
2021-12-13,2021,S,5486.0,357.5,5412.9501953125,True,5499.25,5505.5,5480.75,5491.75,5472.625,5465.3125,5328.33,20.824999999999818,-0.0015453843007136037,-0.0001365498406918908,0.006921525485881874,0.018546853989891865,45.5,0.1394275161588181,0.007956387050601584,5549.5,5348.25,18.69,-5.75,20.6875,157.67000000000007,-19.5,5.25,0.21212121212121213,1.3956043956043955,1,1
2021-12-15,2021,S,5424.5,-755.0,5477.7099609375,False,5441.0,5468.25,5412.5,5441.25,5466.45,5470.2,5335.65,18.324999999999818,-0.00679930637948345,0.00791886635176442,-0.009015161863133447,0.005218917421023539,49.325,0.17398945518453426,0.007985127110219752,5549.5,5348.25,21.89,-16.75,-45.69999999999982,88.85000000000036,-43.75,12.0,0.21524663677130046,2.534211860111505,0,1
2021-12-15,2021,L,5432.25,4245.0,5477.7099609375,False,5441.0,5468.25,5412.5,5441.25,5466.45,5470.2,5335.65,18.324999999999818,-0.00679930637948345,0.00791886635176442,-0.009015161863133447,0.005218917421023539,49.325,0.17398945518453426,0.007985127110219752,5549.5,5348.25,21.89,-9.0,-37.94999999999982,96.60000000000036,-36.0,19.75,0.3542600896860987,2.377090724784592,0,1
2021-12-16,2021,S,5526.75,2270.0,5445.6298828125,True,5445.0,5522.0,5418.25,5517.5,5467.55,5474.5625,5341.52,21.449999999999818,0.014013324144268369,0.021853875358829544,0.001997639153727304,0.01606740021177666,56.275,0.03188405797101449,0.009244370422859385,5549.5,5348.25,19.29,9.25,52.1875,185.22999999999956,4.75,108.5,1.0457831325301206,0.4042647712127943,1,1
2021-12-16,2021,S,5511.0,1482.5,5445.6298828125,True,5445.0,5522.0,5418.25,5517.5,5467.55,5474.5625,5341.52,21.449999999999818,0.014013324144268369,0.021853875358829544,0.001997639153727304,0.01606740021177666,56.275,0.03188405797101449,0.009244370422859385,5549.5,5348.25,19.29,-6.5,36.4375,169.47999999999956,-11.0,92.75,0.8939759036144578,0.6841403820524211,1,1
2021-12-27,2021,L,5576.25,1045.0,5419.41015625,True,5512.75,5547.5,5511.75,5532.5,5472.375,5470.6125,5372.76,-4.974999999999454,0.004858556963174943,0.00939609560299215,0.005863369846825117,0.01490483833983025,58.95,0.07851491174680462,0.008865122130726946,5549.5,5336.5,17.96,43.75,105.63749999999982,203.48999999999978,28.75,64.5,1.8041958041958042,-0.453774385072095,1,1
2021-12-29,2021,S,5599.5,-17.5,5440.6201171875,True,5603.5,5614.25,5586.75,5600.0,5495.1,5483.25,5390.29,15.425000000000182,0.0004466279589101507,0.039491391711912405,0.022177603358583653,0.019897099667622875,60.1,0.2661555312157722,0.009376158972206542,5614.25,5336.5,17.54,-0.5,116.25,209.21000000000004,-14.75,12.75,0.4636363636363636,0.2454242928452579,1,1
2021-12-31,2021,S,5583.5,145.0,5524.39013671875,True,5604.75,5616.0,5583.5,5590.5,5518.225,5492.8875,5408.735,26.337499999999636,-0.001607286364853966,0.0153929982291241,0.013230629814227512,0.015254698992100302,50.0,0.20709219858156028,0.008049130059798036,5616.0,5336.5,17.33,-7.0,90.61250000000018,174.76500000000033,-32.5,0.0,0.0,0.65,1,1
2022-01-04,2022,S,5616.0,882.5,5535.64013671875,True,5589.25,5603.75,5563.75,5601.0,5544.975,5502.625,5427.405,24.837499999999636,0.0037184713946507575,0.0006252791424743442,0.03096958262390137,0.019754210286754725,41.3,0.5631799163179916,0.00668798902855321,5616.0,5336.5,16.6,15.0,113.375,188.59500000000025,12.25,52.25,1.30625,0.0,1,1
2022-01-04,2022,S,5589.25,-642.5,5535.64013671875,True,5589.25,5603.75,5563.75,5601.0,5544.975,5502.625,5427.405,24.837499999999636,0.0037184713946507575,0.0006252791424743442,0.03096958262390137,0.019754210286754725,41.3,0.5631799163179916,0.00668798902855321,5616.0,5336.5,16.6,-11.75,86.625,161.84500000000025,-14.5,25.5,0.6375,0.6476997578692495,1,1
2022-01-05,2022,S,5584.25,3457.5,5520.10009765625,True,5617.5,5624.5,5580.75,5598.0,5566.05,5509.4375,5436.09,26.1875,-0.0005356186395286677,-0.00035714285714283367,0.03912014478630099,0.0249462168718817,40.6,0.8224390243902439,0.00556130307073252,5624.5,5336.5,16.91,-13.75,74.8125,148.15999999999985,-40.25,3.5,0.08,0.9913793103448275,1,1
2022-01-20,2022,S,5398.5,5757.5,5456.27978515625,False,5404.25,5419.25,5337.5,5341.25,5467.225,5519.6,5480.295,-6.5,-0.008768674028022616,-0.03548372533971378,-0.0314610816446802,-0.020942168453853882,60.15,0.5623987034035657,0.0071203875507533975,5624.5,5337.5,23.85,57.25,-121.10000000000036,-81.79500000000007,-20.75,61.0,0.746177370030581,3.7572734829592687,0,0
2022-01-20,2022,S,5381.5,4907.5,5456.27978515625,False,5404.25,5419.25,5337.5,5341.25,5467.225,5519.6,5480.295,-6.5,-0.008768674028022616,-0.03548372533971378,-0.0314610816446802,-0.020942168453853882,60.15,0.5623987034035657,0.0071203875507533975,5624.5,5337.5,23.85,40.25,-138.10000000000036,-98.79500000000007,-37.75,44.0,0.5382262996941896,4.039900249376559,0,0
2022-01-21,2022,S,5251.0,2445.0,5428.77001953125,False,5360.0,5410.5,5281.25,5283.0,5444.775,5508.4625,5478.46,-15.162500000000364,-0.010905686871050757,-0.033833211411850805,-0.040762596459373635,-0.04045770331017573,67.7,0.6244784422809457,0.007479788989111571,5624.5,5281.25,25.59,-32.0,-257.46249999999964,-227.46000000000004,-159.5,-30.25,-0.23404255319148937,5.51698670605613,0,0
2022-02-01,2022,S,5301.5,-1830.0,5296.16015625,True,5233.25,5324.0,5219.0,5307.25,5240.925,5373.225,5447.54,-99.91249999999945,0.014867578162348183,0.016373821037008573,-0.029886213042087495,-0.0524459917871809,120.9,0.3033395176252319,0.012008587701181454,5624.5,5029.0,24.83,-5.75,-71.72500000000036,-146.03999999999996,-22.5,82.5,0.7857142857142857,2.671629445822994,0,0
2022-02-02,2022,L,5379.75,-905.0,5328.33984375,True,5328.0,5358.0,5290.25,5357.0,5237.775,5361.175,5444.81,-89.52499999999964,0.009373969569927976,0.03994176170832331,-0.005845782685348411,-0.04305108967488391,123.025,0.06219151036525173,0.011760791577131568,5604.5,5029.0,21.96,22.75,18.574999999999818,-65.0600000000004,21.75,89.5,1.3210332103321034,1.8268644584434057,1,0
2022-02-07,2022,S,5298.0,-80.0,5335.2900390625,False,5284.0,5348.75,5258.75,5303.25,5253.35,5334.9375,5435.685,-52.975000000000364,-0.0024922411360858154,0.014102686681327192,0.019512664007305336,-0.03300360122168022,112.75,0.2646675358539765,0.009748173829676122,5555.75,5029.0,23.22,-5.25,-36.9375,-137.6850000000004,-50.75,39.25,0.4361111111111111,2.286031042128603,0,0
2022-02-16,2022,S,5248.5,-1042.5,5350.990234375,False,5257.75,5283.0,5252.25,5271.75,5303.2,5270.4875,5408.885,-46.087499999999636,0.011318401995108252,-0.011346054667354277,-0.01591375770020531,-0.021666512016331074,68.7,0.20933087783916512,0.009789064984072402,5419.25,5029.0,25.7,-23.25,-21.987500000000182,-160.38500000000022,-34.5,-3.75,-0.12195121951219512,2.485443959243086,0,0
2022-02-23,2022,S,5093.5,-1067.5,5297.0400390625,False,5138.5,5175.0,5077.75,5132.25,5229.5,5254.35,5381.04,-16.137499999999818,0.005190226705185319,-0.026461801109688432,-0.03750761873505559,-0.003688425139529272,70.125,0.3853564547206166,0.011126932836367441,5402.25,5077.75,28.81,-38.75,-160.85000000000036,-287.53999999999996,-81.5,15.75,0.16195372750642673,4.402852049910874,0,0
2022-03-01,2022,S,5160.0,1482.5,5237.85986328125,False,5139.75,5201.75,5126.25,5184.25,5165.05,5238.3875,5353.64,-16.912500000000364,-0.002117318704585869,0.015374822504039543,-0.005467363675603076,-0.023175844363841902,85.55,0.053824362606232294,0.01290995274528372,5402.25,4925.0,30.15,-24.25,-78.38749999999982,-193.64000000000033,-41.75,33.75,0.4470198675496689,2.831677381648159,0,0
2022-03-01,2022,S,5150.5,1007.5,5237.85986328125,False,5139.75,5201.75,5126.25,5184.25,5165.05,5238.3875,5353.64,-16.912500000000364,-0.002117318704585869,0.015374822504039543,-0.005467363675603076,-0.023175844363841902,85.55,0.053824362606232294,0.01290995274528372,5402.25,4925.0,30.15,-33.75,-87.88749999999982,-203.14000000000033,-51.25,24.25,0.3211920529801324,2.9427235534774985,0,0
2022-03-02,2022,L,5192.75,70.0,5256.52978515625,False,5169.5,5190.75,5091.25,5130.0,5150.875,5227.0375,5348.495,-27.3125,-0.010464387327000058,-0.0004384042086803541,-0.02688860435339313,-0.04237446331902184,92.425,0.27012863268222964,0.012531462933313886,5402.25,4925.0,33.32,62.75,-34.287500000000364,-155.7449999999999,2.0,101.5,1.020100502512563,2.2667027319448203,0,0
2022-03-02,2022,L,5210.25,-805.0,5256.52978515625,False,5169.5,5190.75,5091.25,5130.0,5150.875,5227.0375,5348.495,-27.3125,-0.010464387327000058,-0.0004384042086803541,-0.02688860435339313,-0.04237446331902184,92.425,0.27012863268222964,0.012531462933313886,5402.25,4925.0,33.32,80.25,-16.787500000000364,-138.2449999999999,19.5,119.0,1.1959798994974875,2.077360021639167,0,0
2022-03-07,2022,S,5052.5,2145.0,5222.77001953125,False,5136.25,5153.25,5097.5,5136.75,5138.25,5203.55,5328.86,-40.98750000000018,-0.008492978815808572,-0.011260285838025075,-0.005662020905923382,-0.031395842172252886,92.8,0.05611510791366906,0.012445534617322734,5398.75,4925.0,31.98,-84.25,-151.05000000000018,-276.3599999999997,-100.75,-45.0,-0.8071748878923767,3.7311422413793105,0,0
2022-03-14,2022,L,5048.75,-1367.5,5191.330078125,False,5098.5,5104.75,5012.5,5020.25,5111.5,5141.4125,5282.98,-70.46249999999964,-0.013703339882121801,-0.03098007045311968,-0.012296493040184986,-0.054299708015446924,90.375,0.09637625289128758,0.015725811940219315,5336.75,4925.0,30.75,28.5,-92.66250000000036,-234.22999999999956,-56.0,36.25,0.39295392953929537,3.1867219917012446,0,0
