Date,variant,net,stop_pts
2024-03-12,adr30,-617.5,12.0
2024-03-12,atr,-930.0,18.25
2024-03-12,hybMax,-930.0,18.25
2024-03-12,hybMax15,370.0,27.25
2024-03-12,expand,-880.0,17.25
2024-03-12,adr30,-617.5,12.0
2024-03-12,atr,-830.0,16.25
2024-03-12,hybMax,-830.0,16.25
2024-03-12,hybMax15,-1230.0,24.25
2024-03-12,expand,-892.5,17.5
2024-03-19,adr30,1282.5,13.5
2024-03-19,atr,1282.5,10.25
2024-03-19,hybMax,1282.5,13.5
2024-03-19,hybMax15,1282.5,15.25
2024-03-19,expand,1282.5,13.5
2024-03-20,adr30,2495.0,13.25
2024-03-20,atr,-442.5,8.5
2024-03-20,hybMax,2495.0,13.25
2024-03-20,hybMax15,2495.0,13.25
2024-03-20,expand,2495.0,13.25
2024-03-21,adr30,-717.5,14.0
2024-03-21,atr,-692.5,13.5
2024-03-21,hybMax,-717.5,14.0
2024-03-21,hybMax15,-517.5,20.5
2024-03-21,expand,-717.5,14.0
2024-03-21,adr30,395.0,14.0
2024-03-21,atr,395.0,8.75
2024-03-21,hybMax,395.0,14.0
2024-03-21,hybMax15,395.0,14.0
2024-03-21,expand,395.0,14.0
2024-03-22,adr30,270.0,13.5
2024-03-22,atr,-455.0,8.75
2024-03-22,hybMax,270.0,13.5
2024-03-22,hybMax15,270.0,13.5
2024-03-22,expand,270.0,13.5
2024-03-26,adr30,820.0,11.5
2024-03-26,atr,820.0,5.75
2024-03-26,hybMax,820.0,11.5
2024-03-26,hybMax15,820.0,11.5
2024-03-26,expand,820.0,11.5
2024-04-01,adr30,20.0,9.75
2024-04-01,atr,20.0,14.75
2024-04-01,hybMax,20.0,14.75
2024-04-01,hybMax15,20.0,22.0
2024-04-01,expand,20.0,9.75
2024-04-01,adr30,-505.0,9.75
2024-04-01,atr,-605.0,11.75
2024-04-01,hybMax,-605.0,11.75
2024-04-01,hybMax15,-292.5,17.75
2024-04-01,expand,-505.0,9.75
2024-04-16,adr30,-967.5,19.0
2024-04-16,atr,-1480.0,29.25
2024-04-16,hybMax,-1480.0,29.25
2024-04-16,hybMax15,32.5,44.0
2024-04-16,expand,-967.5,19.0
2024-04-18,adr30,1420.0,20.75
2024-04-18,atr,1420.0,15.5
2024-04-18,hybMax,1420.0,20.75
2024-04-18,hybMax15,1420.0,23.5
2024-04-18,expand,1420.0,20.75
2024-04-18,adr30,45.0,20.75
2024-04-18,atr,45.0,23.75
2024-04-18,hybMax,45.0,23.75
2024-04-18,hybMax15,45.0,35.75
2024-04-18,expand,45.0,20.75
2024-04-22,adr30,-967.5,19.0
2024-04-22,atr,-792.5,15.5
2024-04-22,hybMax,-967.5,19.0
2024-04-22,hybMax15,-1180.0,23.25
2024-04-22,expand,-1005.0,19.75
2024-04-24,adr30,-1017.5,20.0
2024-04-24,atr,-867.5,17.0
2024-04-24,hybMax,-1017.5,20.0
2024-04-24,hybMax15,-1292.5,25.5
2024-04-24,expand,-1017.5,20.0
2024-04-26,adr30,-180.0,21.0
2024-04-26,atr,-180.0,19.75
2024-04-26,hybMax,-180.0,21.0
2024-04-26,hybMax15,-180.0,29.75
2024-04-26,expand,-180.0,21.0
2024-04-30,adr30,3632.5,17.75
2024-04-30,atr,3632.5,14.25
2024-04-30,hybMax,3632.5,17.75
2024-04-30,hybMax15,3632.5,21.5
2024-04-30,expand,3632.5,17.75
2024-04-30,adr30,2145.0,17.75
2024-04-30,atr,2145.0,17.0
2024-04-30,hybMax,2145.0,17.75
2024-04-30,hybMax15,2145.0,25.5
2024-04-30,expand,2145.0,17.75
2024-05-01,adr30,-967.5,19.0
2024-05-01,atr,-817.5,16.0
2024-05-01,hybMax,-967.5,19.0
2024-05-01,hybMax15,-1205.0,23.75
2024-05-01,expand,-967.5,19.0
2024-05-01,adr30,-967.5,19.0
2024-05-01,atr,-667.5,13.0
2024-05-01,hybMax,-967.5,19.0
2024-05-01,hybMax15,-992.5,19.5
2024-05-01,expand,-967.5,19.0
2024-05-06,adr30,420.0,18.75
2024-05-06,atr,420.0,7.75
2024-05-06,hybMax,420.0,18.75
2024-05-06,hybMax15,420.0,18.75
2024-05-06,expand,420.0,18.75
2024-05-09,adr30,645.0,16.25
2024-05-09,atr,645.0,11.5
2024-05-09,hybMax,645.0,16.25
2024-05-09,hybMax15,645.0,17.25
2024-05-09,expand,645.0,16.25
2024-05-10,adr30,-167.5,14.25
2024-05-10,atr,-167.5,14.0
2024-05-10,hybMax,-167.5,14.25
2024-05-10,hybMax15,-167.5,21.0
2024-05-10,expand,-167.5,14.25
2024-05-10,adr30,-167.5,14.25
2024-05-10,atr,-167.5,11.75
2024-05-10,hybMax,-167.5,14.25
2024-05-10,hybMax15,-167.5,17.75
2024-05-10,expand,-167.5,14.25
2024-05-13,adr30,-17.5,14.0
2024-05-13,atr,-17.5,9.75
2024-05-13,hybMax,-17.5,14.0
2024-05-13,hybMax15,-17.5,14.5
2024-05-13,expand,-17.5,14.0
2024-05-15,adr30,195.0,12.25
2024-05-15,atr,195.0,7.0
2024-05-15,hybMax,195.0,12.25
2024-05-15,hybMax15,195.0,12.25
2024-05-15,expand,195.0,12.25
2024-05-16,adr30,1045.0,11.0
2024-05-16,atr,1045.0,9.5
2024-05-16,hybMax,1045.0,11.0
2024-05-16,hybMax15,1045.0,14.25
2024-05-16,expand,1045.0,11.0
2024-05-21,adr30,507.5,9.25
2024-05-21,atr,507.5,7.25
2024-05-21,hybMax,507.5,9.25
2024-05-21,hybMax15,507.5,11.0
2024-05-21,expand,507.5,9.25
2024-05-24,adr30,20.0,11.25
2024-05-24,atr,20.0,13.25
2024-05-24,hybMax,20.0,13.25
2024-05-24,hybMax15,20.0,19.75
2024-05-24,expand,20.0,11.25
2024-05-30,adr30,-517.5,10.0
2024-05-30,atr,-555.0,10.75
2024-05-30,hybMax,-555.0,10.75
2024-05-30,hybMax15,-830.0,16.25
2024-05-30,expand,-517.5,10.0
2024-05-31,adr30,-530.0,10.25
2024-05-31,atr,-580.0,11.25
2024-05-31,hybMax,-580.0,11.25
2024-05-31,hybMax15,-867.5,17.0
2024-05-31,expand,-992.5,19.5
2024-05-31,adr30,3370.0,10.25
2024-05-31,atr,3370.0,10.25
2024-05-31,hybMax,3370.0,10.25
2024-05-31,hybMax15,3370.0,15.5
2024-05-31,expand,3370.0,19.5
2024-06-04,adr30,-705.0,13.75
2024-06-04,atr,-780.0,15.25
2024-06-04,hybMax,-780.0,15.25
2024-06-04,hybMax15,-1167.5,23.0
2024-06-04,expand,-705.0,13.75
2024-06-04,adr30,1232.5,13.75
2024-06-04,atr,1232.5,13.5
2024-06-04,hybMax,1232.5,13.75
2024-06-04,hybMax15,1232.5,20.25
2024-06-04,expand,1232.5,13.75
2024-06-04,adr30,807.5,13.75
2024-06-04,atr,807.5,15.25
2024-06-04,hybMax,807.5,15.25
2024-06-04,hybMax15,807.5,22.75
2024-06-04,expand,807.5,13.75
2024-06-05,adr30,820.0,14.25
2024-06-05,atr,820.0,8.5
2024-06-05,hybMax,820.0,14.25
2024-06-05,hybMax15,820.0,14.25
2024-06-05,expand,820.0,14.25
2024-06-11,adr30,370.0,14.25
2024-06-11,atr,370.0,13.25
2024-06-11,hybMax,370.0,14.25
2024-06-11,hybMax15,370.0,20.0
2024-06-11,expand,370.0,14.25
2024-06-13,adr30,-780.0,15.25
2024-06-13,atr,-942.5,18.5
2024-06-13,hybMax,-942.5,18.5
2024-06-13,hybMax15,-780.0,27.75
2024-06-13,expand,-780.0,15.25
2024-06-24,adr30,595.0,11.0
2024-06-24,atr,595.0,16.75
2024-06-24,hybMax,595.0,16.75
2024-06-24,hybMax15,595.0,25.0
2024-06-24,expand,595.0,11.0
2024-06-24,adr30,407.5,11.0
2024-06-24,atr,407.5,13.25
2024-06-24,hybMax,407.5,13.25
2024-06-24,hybMax15,407.5,20.0
2024-06-24,expand,407.5,11.0
2024-06-28,adr30,-530.0,10.25
2024-06-28,atr,-867.5,17.0
2024-06-28,hybMax,-867.5,17.0
2024-06-28,hybMax15,-1305.0,25.75
2024-06-28,expand,-580.0,11.25
2024-07-01,adr30,-592.5,11.5
2024-07-01,atr,-1255.0,24.75
2024-07-01,hybMax,-1255.0,24.75
2024-07-01,hybMax15,-1130.0,37.25
2024-07-01,expand,-592.5,11.5
2024-07-01,adr30,-592.5,11.5
2024-07-01,atr,-592.5,19.5
2024-07-01,hybMax,-592.5,19.5
2024-07-01,hybMax15,-592.5,29.25
2024-07-01,expand,-592.5,11.5
2024-07-03,adr30,745.0,11.5
2024-07-03,atr,745.0,13.25
2024-07-03,hybMax,745.0,13.25
2024-07-03,hybMax15,745.0,20.0
2024-07-03,expand,745.0,11.5
2024-07-05,adr30,157.5,11.0
2024-07-05,atr,157.5,8.5
2024-07-05,hybMax,157.5,11.0
2024-07-05,hybMax15,157.5,12.75
2024-07-05,expand,157.5,11.0
2024-07-08,adr30,20.0,11.5
2024-07-08,atr,20.0,9.0
2024-07-08,hybMax,20.0,11.5
2024-07-08,hybMax15,20.0,13.25
2024-07-08,expand,20.0,11.5
2024-07-08,adr30,-142.5,11.5
2024-07-08,atr,-142.5,8.75
2024-07-08,hybMax,-142.5,11.5
2024-07-08,hybMax15,-142.5,13.0
2024-07-08,expand,-142.5,11.5
2024-07-08,adr30,-255.0,11.5
2024-07-08,atr,-255.0,7.0
2024-07-08,hybMax,-255.0,11.5
2024-07-08,hybMax15,-255.0,11.5
2024-07-08,expand,-255.0,11.5
2024-07-10,adr30,870.0,10.25
2024-07-10,atr,870.0,9.25
2024-07-10,hybMax,870.0,10.25
2024-07-10,hybMax15,870.0,14.0
2024-07-10,expand,870.0,10.25
2024-07-10,adr30,695.0,10.25
2024-07-10,atr,695.0,7.5
2024-07-10,hybMax,695.0,10.25
2024-07-10,hybMax15,695.0,11.25
2024-07-10,expand,695.0,10.25
2024-07-15,adr30,-605.0,11.75
2024-07-15,atr,-242.5,17.5
2024-07-15,hybMax,-242.5,17.5
2024-07-15,hybMax15,-242.5,26.5
2024-07-15,expand,-642.5,12.5
2024-07-16,adr30,-630.0,12.25
2024-07-16,atr,-742.5,14.5
2024-07-16,hybMax,-742.5,14.5
2024-07-16,hybMax15,-1105.0,21.75
2024-07-16,expand,-630.0,12.25
2024-07-19,adr30,1232.5,14.25
2024-07-19,atr,1232.5,21.25
2024-07-19,hybMax,1232.5,21.25
2024-07-19,hybMax15,1232.5,32.0
2024-07-19,expand,1232.5,14.75
2024-07-19,adr30,307.5,14.25
2024-07-19,atr,307.5,19.0
2024-07-19,hybMax,307.5,19.0
2024-07-19,hybMax15,307.5,28.75
2024-07-19,expand,307.5,18.75
2024-07-25,adr30,-892.5,17.5
2024-07-25,atr,-1230.0,24.25
2024-07-25,hybMax,-1230.0,24.25
2024-07-25,hybMax15,-1830.0,36.25
2024-07-25,expand,-1367.5,27.0
2024-07-25,adr30,2007.5,17.5
2024-07-25,atr,2007.5,20.75
2024-07-25,hybMax,2007.5,20.75
2024-07-25,hybMax15,2007.5,31.25
2024-07-25,expand,2007.5,30.5
2024-07-30,adr30,3045.0,18.0
2024-07-30,atr,3045.0,20.75
2024-07-30,hybMax,3045.0,20.75
2024-07-30,hybMax15,3045.0,31.0
2024-07-30,expand,3045.0,18.0
2024-08-20,adr30,-367.5,21.5
2024-08-20,atr,-367.5,17.0
2024-08-20,hybMax,-367.5,21.5
2024-08-20,hybMax15,-367.5,25.75
2024-08-20,expand,-367.5,21.5
2024-08-21,adr30,-367.5,19.0
2024-08-21,atr,-367.5,24.5
2024-08-21,hybMax,-367.5,24.5
2024-08-21,hybMax15,-367.5,37.0
2024-08-21,expand,-367.5,19.0
2024-08-22,adr30,2170.0,16.25
2024-08-22,atr,2170.0,20.25
2024-08-22,hybMax,2170.0,20.25
2024-08-22,hybMax15,2170.0,30.25
2024-08-22,expand,2170.0,16.25
2024-08-26,adr30,457.5,15.5
2024-08-26,atr,457.5,19.25
2024-08-26,hybMax,457.5,19.25
2024-08-26,hybMax15,457.5,28.75
2024-08-26,expand,457.5,15.5
2024-08-26,adr30,-392.5,15.5
2024-08-26,atr,-392.5,16.75
2024-08-26,hybMax,-392.5,16.75
2024-08-26,hybMax15,-392.5,25.0
2024-08-26,expand,-392.5,15.5
2024-08-27,adr30,107.5,15.5
2024-08-27,atr,107.5,19.0
2024-08-27,hybMax,107.5,19.0
2024-08-27,hybMax15,107.5,28.5
2024-08-27,expand,107.5,15.5
2024-08-28,adr30,-767.5,15.0
2024-08-28,atr,-867.5,17.0
2024-08-28,hybMax,-867.5,17.0
2024-08-28,hybMax15,-1280.0,25.25
2024-08-28,expand,-1030.0,20.25
2024-08-29,adr30,-792.5,15.5
2024-08-29,atr,-730.0,14.25
2024-08-29,hybMax,-792.5,15.5
2024-08-29,hybMax15,-1080.0,21.25
2024-08-29,expand,-792.5,15.5
2024-08-30,adr30,-817.5,16.0
2024-08-30,atr,-992.5,19.5
2024-08-30,hybMax,-992.5,19.5
2024-08-30,hybMax15,-1492.5,29.5
2024-08-30,expand,-817.5,16.0
2024-09-06,adr30,282.5,17.75
2024-09-06,atr,282.5,25.0
2024-09-06,hybMax,282.5,25.0
2024-09-06,hybMax15,282.5,37.5
2024-09-06,expand,282.5,34.0
2024-09-17,adr30,-292.5,22.5
2024-09-17,atr,-292.5,24.0
2024-09-17,hybMax,-292.5,24.0
2024-09-17,hybMax15,-292.5,36.0
2024-09-17,expand,-292.5,22.5
2024-09-18,adr30,-1067.5,21.0
2024-09-18,atr,-517.5,10.0
2024-09-18,hybMax,-1067.5,21.0
2024-09-18,hybMax15,-1067.5,21.0
2024-09-18,expand,-1067.5,21.0
2024-09-23,adr30,-417.5,19.0
2024-09-23,atr,-417.5,14.5
2024-09-23,hybMax,-417.5,19.0
2024-09-23,hybMax15,-417.5,22.0
2024-09-23,expand,-417.5,19.0
2024-09-24,adr30,182.5,18.0
2024-09-24,atr,-517.5,10.0
2024-09-24,hybMax,182.5,18.0
2024-09-24,hybMax15,182.5,18.0
2024-09-24,expand,182.5,18.0
2024-09-25,adr30,245.0,17.5
2024-09-25,atr,245.0,12.75
2024-09-25,hybMax,245.0,17.5
2024-09-25,hybMax15,245.0,19.0
2024-09-25,expand,245.0,17.5
2024-09-25,adr30,-355.0,17.5
2024-09-25,atr,-355.0,11.5
2024-09-25,hybMax,-355.0,17.5
2024-09-25,hybMax15,-355.0,17.5
2024-09-25,expand,-355.0,17.5
2024-09-27,adr30,520.0,13.25
2024-09-27,atr,520.0,11.25
2024-09-27,hybMax,520.0,13.25
2024-09-27,hybMax15,520.0,17.0
2024-09-27,expand,520.0,13.25
2024-10-02,adr30,945.0,14.75
2024-10-02,atr,945.0,29.5
2024-10-02,hybMax,945.0,29.5
2024-10-02,hybMax15,945.0,44.5
2024-10-02,expand,945.0,14.75
2024-10-02,adr30,-755.0,14.75
2024-10-02,atr,120.0,28.25
2024-10-02,hybMax,120.0,28.25
2024-10-02,hybMax15,120.0,42.5
2024-10-02,expand,-755.0,14.75
2024-10-02,adr30,-755.0,14.75
2024-10-02,atr,-205.0,22.25
2024-10-02,hybMax,-205.0,22.25
2024-10-02,hybMax15,-205.0,33.25
2024-10-02,expand,-755.0,14.75
2024-10-02,adr30,-755.0,14.75
2024-10-02,atr,-755.0,14.75
2024-10-02,hybMax,-755.0,14.75
2024-10-02,hybMax15,-80.0,22.0
2024-10-02,expand,-755.0,14.75
2024-10-03,adr30,-705.0,13.75
2024-10-03,atr,-830.0,16.25
2024-10-03,hybMax,-830.0,16.25
2024-10-03,hybMax15,-1242.5,24.5
2024-10-03,expand,-705.0,13.75
2024-10-08,adr30,720.0,15.0
2024-10-08,atr,720.0,15.5
2024-10-08,hybMax,720.0,15.5
2024-10-08,hybMax15,720.0,23.0
2024-10-08,expand,720.0,15.0
2024-10-09,adr30,95.0,15.25
2024-10-09,atr,-642.5,12.5
2024-10-09,hybMax,95.0,15.25
2024-10-09,hybMax15,95.0,18.75
2024-10-09,expand,95.0,15.25
2024-10-11,adr30,-30.0,15.25
2024-10-11,atr,-30.0,19.0
2024-10-11,hybMax,-30.0,19.0
2024-10-11,hybMax15,-30.0,28.5
2024-10-11,expand,-30.0,15.25
2024-10-15,adr30,1270.0,15.0
2024-10-15,atr,1270.0,20.0
2024-10-15,hybMax,1270.0,20.0
2024-10-15,hybMax15,1270.0,30.0
2024-10-15,expand,1270.0,15.0
2024-10-15,adr30,1245.0,15.0
2024-10-15,atr,1245.0,14.25
2024-10-15,hybMax,1245.0,15.0
2024-10-15,hybMax15,1245.0,21.5
2024-10-15,expand,1245.0,15.0
2024-10-18,adr30,-55.0,14.25
2024-10-18,atr,-480.0,9.25
2024-10-18,hybMax,-55.0,14.25
2024-10-18,hybMax15,-55.0,14.25
2024-10-18,expand,-55.0,14.25
2024-10-25,adr30,1682.5,13.75
2024-10-25,atr,1682.5,13.25
2024-10-25,hybMax,1682.5,13.75
2024-10-25,hybMax15,1682.5,20.0
2024-10-25,expand,1682.5,13.75
2024-10-29,adr30,782.5,13.75
2024-10-29,atr,782.5,21.75
2024-10-29,hybMax,782.5,21.75
2024-10-29,hybMax15,782.5,32.75
2024-10-29,expand,782.5,13.75
2024-10-29,adr30,407.5,13.75
2024-10-29,atr,407.5,13.25
2024-10-29,hybMax,407.5,13.75
2024-10-29,hybMax15,407.5,19.75
2024-10-29,expand,407.5,13.75
2024-10-30,adr30,1182.5,13.0
2024-10-30,atr,1182.5,15.0
2024-10-30,hybMax,1182.5,15.0
2024-10-30,hybMax15,1182.5,22.5
2024-10-30,expand,1182.5,13.0
2024-11-04,adr30,-767.5,15.0
2024-11-04,atr,-942.5,18.5
2024-11-04,hybMax,-942.5,18.5
2024-11-04,hybMax15,-1405.0,27.75
2024-11-04,expand,-767.5,15.0
2024-11-04,adr30,-767.5,15.0
2024-11-04,atr,-667.5,13.0
2024-11-04,hybMax,-767.5,15.0
2024-11-04,hybMax15,-455.0,19.5
2024-11-04,expand,-767.5,15.0
2024-11-08,adr30,-417.5,15.75
2024-11-08,atr,-480.0,9.25
2024-11-08,hybMax,-417.5,15.75
2024-11-08,hybMax15,-417.5,15.75
2024-11-08,expand,-417.5,15.75
2024-11-12,adr30,357.5,15.25
2024-11-12,atr,357.5,12.0
2024-11-12,hybMax,357.5,15.25
2024-11-12,hybMax15,357.5,18.25
2024-11-12,expand,357.5,15.25
2024-11-13,adr30,-780.0,15.25
2024-11-13,atr,-792.5,15.5
2024-11-13,hybMax,-792.5,15.5
2024-11-13,hybMax15,-530.0,23.25
2024-11-13,expand,-780.0,15.25
2024-11-13,adr30,-780.0,15.25
2024-11-13,atr,-567.5,11.0
2024-11-13,hybMax,-780.0,15.25
2024-11-13,hybMax15,-842.5,16.5
2024-11-13,expand,-780.0,15.25
2024-11-14,adr30,-780.0,15.25
2024-11-14,atr,-655.0,12.75
2024-11-14,hybMax,-780.0,15.25
2024-11-14,hybMax15,-967.5,19.0
2024-11-14,expand,-780.0,15.25
2024-11-21,adr30,-405.0,15.0
2024-11-21,atr,-405.0,14.25
2024-11-21,hybMax,-405.0,15.0
2024-11-21,hybMax15,-405.0,21.5
2024-11-21,expand,-405.0,22.75
2024-11-22,adr30,-817.5,16.0
2024-11-22,atr,-655.0,23.0
2024-11-22,hybMax,-655.0,23.0
2024-11-22,hybMax15,-655.0,34.5
2024-11-22,expand,-817.5,16.0
2024-11-26,adr30,-855.0,16.75
2024-11-26,atr,-955.0,18.75
2024-11-26,hybMax,-955.0,18.75
2024-11-26,hybMax15,-1417.5,28.0
2024-11-26,expand,-855.0,16.75
2024-12-03,adr30,370.0,13.25
2024-12-03,atr,370.0,6.75
2024-12-03,hybMax,370.0,13.25
2024-12-03,hybMax15,370.0,13.25
2024-12-03,expand,370.0,13.25
2024-12-09,adr30,-455.0,8.75
2024-12-09,atr,-467.5,9.0
2024-12-09,hybMax,-467.5,9.0
2024-12-09,hybMax15,-705.0,13.75
2024-12-09,expand,-505.0,9.75
2024-12-10,adr30,-417.5,8.0
2024-12-10,atr,-592.5,11.5
2024-12-10,hybMax,-592.5,11.5
2024-12-10,hybMax15,-867.5,17.0
2024-12-10,expand,-417.5,8.0
2024-12-10,adr30,582.5,8.0
2024-12-10,atr,582.5,9.75
2024-12-10,hybMax,582.5,9.75
2024-12-10,hybMax15,582.5,14.5
2024-12-10,expand,582.5,8.0
2024-12-11,adr30,82.5,8.25
2024-12-11,atr,82.5,10.25
2024-12-11,hybMax,82.5,10.25
2024-12-11,hybMax15,82.5,15.25
2024-12-11,expand,82.5,8.25
2024-12-16,adr30,-230.0,8.75
2024-12-16,atr,-230.0,12.0
2024-12-16,hybMax,-230.0,12.0
2024-12-16,hybMax15,-230.0,17.75
2024-12-16,expand,-230.0,8.75
2024-12-17,adr30,-467.5,9.0
2024-12-17,atr,-605.0,11.75
2024-12-17,hybMax,-605.0,11.75
2024-12-17,hybMax15,-330.0,17.75
2024-12-17,expand,-467.5,9.0
2024-12-18,adr30,10470.0,9.25
2024-12-18,atr,10470.0,11.25
2024-12-18,hybMax,10470.0,11.25
2024-12-18,hybMax15,10470.0,16.75
2024-12-18,expand,10470.0,9.25
2024-12-31,adr30,357.5,25.5
2024-12-31,atr,357.5,21.5
2024-12-31,hybMax,357.5,25.5
2024-12-31,hybMax15,357.5,32.25
2024-12-31,expand,357.5,25.5
2025-01-03,adr30,-1467.5,29.0
2025-01-03,atr,-1805.0,35.75
2025-01-03,hybMax,-1805.0,35.75
2025-01-03,hybMax15,-1430.0,53.5
2025-01-03,expand,-1467.5,29.0
2025-01-03,adr30,-505.0,29.0
2025-01-03,atr,-742.5,14.5
2025-01-03,hybMax,-505.0,29.0
2025-01-03,hybMax15,-505.0,29.0
2025-01-03,expand,-505.0,29.0
2025-01-14,adr30,-1155.0,22.75
2025-01-14,atr,-1117.5,30.25
2025-01-14,hybMax,-1117.5,30.25
2025-01-14,hybMax15,-1117.5,45.25
2025-01-14,expand,-1155.0,22.75
2025-01-14,adr30,-1155.0,22.75
2025-01-14,atr,-830.0,16.25
2025-01-14,hybMax,-1155.0,22.75
2025-01-14,hybMax15,-1230.0,24.25
2025-01-14,expand,-1155.0,22.75
2025-01-21,adr30,220.0,18.25
2025-01-21,atr,-467.5,9.0
2025-01-21,hybMax,220.0,18.25
2025-01-21,hybMax15,220.0,18.25
2025-01-21,expand,220.0,18.25
2025-01-24,adr30,395.0,15.0
2025-01-24,atr,395.0,10.5
2025-01-24,hybMax,395.0,15.0
2025-01-24,hybMax15,395.0,15.75
2025-01-24,expand,395.0,15.0
2025-01-28,adr30,-705.0,13.75
2025-01-28,atr,-1080.0,21.25
2025-01-28,hybMax,-1080.0,21.25
2025-01-28,hybMax15,-1605.0,31.75
2025-01-28,expand,-980.0,19.25
2025-02-05,adr30,-917.5,18.0
2025-02-05,atr,-1205.0,23.75
2025-02-05,hybMax,-1205.0,23.75
2025-02-05,hybMax15,-1805.0,35.75
2025-02-05,expand,-917.5,18.0
2025-02-10,adr30,-155.0,20.0
2025-02-10,atr,-155.0,15.25
2025-02-10,hybMax,-155.0,20.0
2025-02-10,hybMax15,-155.0,22.75
2025-02-10,expand,-155.0,20.0
2025-02-10,adr30,-292.5,20.0
2025-02-10,atr,-742.5,14.5
2025-02-10,hybMax,-292.5,20.0
2025-02-10,hybMax15,-292.5,21.75
2025-02-10,expand,-292.5,20.0
2025-02-11,adr30,295.0,19.25
2025-02-11,atr,-530.0,10.25
2025-02-11,hybMax,295.0,19.25
2025-02-11,hybMax15,295.0,19.25
2025-02-11,expand,295.0,19.25
2025-02-11,adr30,257.5,19.25
2025-02-11,atr,257.5,11.25
2025-02-11,hybMax,257.5,19.25
2025-02-11,hybMax15,257.5,19.25
2025-02-11,expand,257.5,19.25
2025-02-13,adr30,1345.0,18.0
2025-02-13,atr,-705.0,13.75
2025-02-13,hybMax,1345.0,18.0
2025-02-13,hybMax15,1345.0,20.5
2025-02-13,expand,1345.0,18.0
2025-02-14,adr30,-380.0,18.25
2025-02-14,atr,-530.0,10.25
2025-02-14,hybMax,-380.0,18.25
2025-02-14,hybMax15,-380.0,18.25
2025-02-14,expand,-380.0,18.25
2025-02-14,adr30,-192.5,18.25
2025-02-14,atr,-567.5,11.0
2025-02-14,hybMax,-192.5,18.25
2025-02-14,hybMax15,-192.5,18.25
2025-02-14,expand,-192.5,18.25
2025-02-14,adr30,-155.0,18.25
2025-02-14,atr,-155.0,7.75
2025-02-14,hybMax,-155.0,18.25
2025-02-14,hybMax15,-155.0,18.25
2025-02-14,expand,-155.0,18.25
2025-02-18,adr30,-692.5,13.5
2025-02-18,atr,-605.0,11.75
2025-02-18,hybMax,-692.5,13.5
2025-02-18,hybMax15,-667.5,17.5
2025-02-18,expand,-692.5,13.5
2025-02-18,adr30,-692.5,13.5
2025-02-18,atr,-680.0,13.25
2025-02-18,hybMax,-692.5,13.5
2025-02-18,hybMax15,-1017.5,20.0
2025-02-18,expand,-692.5,13.5
2025-02-21,adr30,3095.0,12.5
2025-02-21,atr,3095.0,23.25
2025-02-21,hybMax,3095.0,23.25
2025-02-21,hybMax15,3095.0,35.0
2025-02-21,expand,3095.0,13.5
2025-02-21,adr30,782.5,12.5
2025-02-21,atr,782.5,20.75
2025-02-21,hybMax,782.5,20.75
2025-02-21,hybMax15,782.5,31.25
2025-02-21,expand,782.5,26.0
2025-02-25,adr30,-742.5,14.5
2025-02-25,atr,-1742.5,34.5
2025-02-25,hybMax,-1742.5,34.5
2025-02-25,hybMax15,-1592.5,51.5
2025-02-25,expand,-1130.0,22.25
2025-02-26,adr30,-817.5,16.0
2025-02-26,atr,-1342.5,26.5
2025-02-26,hybMax,-1342.5,26.5
2025-02-26,hybMax15,-2005.0,39.75
2025-02-26,expand,-817.5,16.0
2025-02-26,adr30,-817.5,16.0
2025-02-26,atr,-917.5,18.0
2025-02-26,hybMax,-917.5,18.0
2025-02-26,hybMax15,-1367.5,27.0
2025-02-26,expand,-817.5,16.0
2025-03-03,adr30,-1092.5,21.5
2025-03-03,atr,-2230.0,44.25
2025-03-03,hybMax,-2230.0,44.25
2025-03-03,hybMax15,-3342.5,66.5
2025-03-03,expand,-1092.5,21.5
2025-03-03,adr30,2357.5,21.5
2025-03-03,atr,2357.5,35.5
2025-03-03,hybMax,2357.5,35.5
2025-03-03,hybMax15,2357.5,53.5
2025-03-03,expand,2357.5,29.75
2025-03-05,adr30,-1492.5,29.5
2025-03-05,atr,-2030.0,40.25
2025-03-05,hybMax,-2030.0,40.25
2025-03-05,hybMax15,-3030.0,60.25
2025-03-05,expand,-1492.5,29.5
2025-03-07,adr30,-1692.5,33.5
2025-03-07,atr,-2480.0,49.25
2025-03-07,hybMax,-2480.0,49.25
2025-03-07,hybMax15,-2780.0,73.75
2025-03-07,expand,-1692.5,33.5
2025-03-13,adr30,-242.5,37.5
2025-03-13,atr,-242.5,34.5
2025-03-13,hybMax,-242.5,37.5
2025-03-13,hybMax15,-242.5,52.0
2025-03-13,expand,-242.5,37.5
2025-03-18,adr30,-705.0,32.0
2025-03-18,atr,-705.0,25.0
2025-03-18,hybMax,-705.0,32.0
2025-03-18,hybMax15,-705.0,37.5
2025-03-18,expand,-705.0,32.0
2025-03-19,adr30,-1517.5,30.0
2025-03-19,atr,-917.5,18.0
2025-03-19,hybMax,-1517.5,30.0
2025-03-19,hybMax15,-1517.5,30.0
2025-03-19,expand,-1517.5,30.0
2025-03-26,adr30,2482.5,22.0
2025-03-26,atr,2482.5,17.5
2025-03-26,hybMax,2482.5,22.0
2025-03-26,hybMax15,2482.5,26.0
2025-03-26,expand,2482.5,22.0
2025-03-26,adr30,970.0,22.0
2025-03-26,atr,970.0,19.75
2025-03-26,hybMax,970.0,22.0
2025-03-26,hybMax15,970.0,29.5
