Date,variant,net,stop_pts
2023-01-12,hybMax15,-742.5,38.25
2023-01-12,expand,-917.5,18.0
2023-01-17,adr30,-855.0,16.75
2023-01-17,atr,-1005.0,19.75
2023-01-17,hybMax,-1005.0,19.75
2023-01-17,hybMax15,-1130.0,29.75
2023-01-17,expand,-855.0,16.75
2023-01-18,adr30,982.5,15.25
2023-01-18,atr,982.5,12.5
2023-01-18,hybMax,982.5,15.25
2023-01-18,hybMax15,982.5,18.75
2023-01-18,expand,982.5,23.25
2023-01-19,adr30,-480.0,16.0
2023-01-19,atr,-480.0,17.25
2023-01-19,hybMax,-480.0,17.25
2023-01-19,hybMax15,-480.0,25.75
2023-01-19,expand,-480.0,16.0
2023-01-20,adr30,2482.5,16.25
2023-01-20,atr,2482.5,17.0
2023-01-20,hybMax,2482.5,17.0
2023-01-20,hybMax15,2482.5,25.75
2023-01-20,expand,2482.5,16.25
2023-01-20,adr30,1895.0,16.25
2023-01-20,atr,1895.0,13.25
2023-01-20,hybMax,1895.0,16.25
2023-01-20,hybMax15,1895.0,19.75
2023-01-20,expand,1895.0,16.25
2023-01-31,adr30,1295.0,15.75
2023-01-31,atr,1295.0,13.25
2023-01-31,hybMax,1295.0,15.75
2023-01-31,hybMax15,1295.0,20.0
2023-01-31,expand,1295.0,15.75
2023-01-31,adr30,1057.5,15.75
2023-01-31,atr,1057.5,10.0
2023-01-31,hybMax,1057.5,15.75
2023-01-31,hybMax15,1057.5,15.75
2023-01-31,expand,1057.5,15.75
2023-02-07,adr30,-892.5,17.5
2023-02-07,atr,-642.5,12.5
2023-02-07,hybMax,-892.5,17.5
2023-02-07,hybMax15,-955.0,18.75
2023-02-07,expand,-892.5,17.5
2023-02-15,adr30,445.0,19.0
2023-02-15,atr,445.0,10.0
2023-02-15,hybMax,445.0,19.0
2023-02-15,hybMax15,445.0,19.0
2023-02-15,expand,445.0,19.0
2023-02-17,adr30,-867.5,17.0
2023-02-17,atr,-667.5,13.0
2023-02-17,hybMax,-867.5,17.0
2023-02-17,hybMax15,-1005.0,19.75
2023-02-17,expand,-867.5,17.0
2023-03-01,adr30,-105.0,12.5
2023-03-01,atr,-105.0,12.0
2023-03-01,hybMax,-105.0,12.5
2023-03-01,hybMax15,-105.0,17.75
2023-03-01,expand,-105.0,12.5
2023-03-02,adr30,2032.5,12.0
2023-03-02,atr,2032.5,13.25
2023-03-02,hybMax,2032.5,13.25
2023-03-02,hybMax15,2032.5,19.75
2023-03-02,expand,2032.5,12.0
2023-03-03,adr30,1632.5,12.5
2023-03-03,atr,1632.5,20.0
2023-03-03,hybMax,1632.5,20.0
2023-03-03,hybMax15,1632.5,30.0
2023-03-03,expand,1632.5,12.5
2023-03-03,adr30,745.0,12.5
2023-03-03,atr,745.0,8.25
2023-03-03,hybMax,745.0,12.5
2023-03-03,hybMax15,745.0,12.5
2023-03-03,expand,745.0,12.75
2023-03-06,adr30,-680.0,13.25
2023-03-06,atr,-817.5,16.0
2023-03-06,hybMax,-817.5,16.0
2023-03-06,hybMax15,-1217.5,24.0
2023-03-06,expand,-680.0,13.25
2023-03-06,adr30,-680.0,13.25
2023-03-06,atr,-630.0,12.25
2023-03-06,hybMax,-680.0,13.25
2023-03-06,hybMax15,-930.0,18.25
2023-03-06,expand,-680.0,13.25
2023-03-07,adr30,-717.5,14.0
2023-03-07,atr,1132.5,30.25
2023-03-07,hybMax,1132.5,30.25
2023-03-07,hybMax15,1132.5,45.25
2023-03-07,expand,-717.5,14.0
2023-03-20,adr30,-192.5,21.75
2023-03-20,atr,-192.5,13.75
2023-03-20,hybMax,-192.5,21.75
2023-03-20,hybMax15,-192.5,21.75
2023-03-20,expand,-192.5,21.75
2023-03-28,adr30,-1030.0,20.25
2023-03-28,atr,-517.5,10.0
2023-03-28,hybMax,-1030.0,20.25
2023-03-28,hybMax15,-1030.0,20.25
2023-03-28,expand,-1030.0,20.25
2023-04-06,adr30,1245.0,13.0
2023-04-06,atr,1245.0,14.25
2023-04-06,hybMax,1245.0,14.25
2023-04-06,hybMax15,1245.0,21.5
2023-04-06,expand,1245.0,13.0
2023-04-06,adr30,132.5,13.0
2023-04-06,atr,132.5,9.25
2023-04-06,hybMax,132.5,13.0
2023-04-06,hybMax15,132.5,13.75
2023-04-06,expand,132.5,13.0
2023-04-06,adr30,132.5,13.0
2023-04-06,atr,132.5,8.75
2023-04-06,hybMax,132.5,13.0
2023-04-06,hybMax15,132.5,13.25
2023-04-06,expand,132.5,13.0
2023-04-11,adr30,-555.0,10.75
2023-04-11,atr,-567.5,11.0
2023-04-11,hybMax,-567.5,11.0
2023-04-11,hybMax15,-192.5,16.5
2023-04-11,expand,-555.0,10.75
2023-04-11,adr30,-130.0,10.75
2023-04-11,atr,-430.0,8.25
2023-04-11,hybMax,-130.0,10.75
2023-04-11,hybMax15,-130.0,12.5
2023-04-11,expand,-130.0,10.75
2023-04-12,adr30,-542.5,10.5
2023-04-12,atr,-580.0,11.25
2023-04-12,hybMax,-580.0,11.25
2023-04-12,hybMax15,-855.0,16.75
2023-04-12,expand,-617.5,12.0
2023-04-13,adr30,1420.0,11.0
2023-04-13,atr,1420.0,14.75
2023-04-13,hybMax,1420.0,14.75
2023-04-13,hybMax15,1420.0,22.25
2023-04-13,expand,1420.0,11.0
2023-04-17,adr30,-642.5,12.5
2023-04-17,atr,-667.5,13.0
2023-04-17,hybMax,-667.5,13.0
2023-04-17,hybMax15,-992.5,19.5
2023-04-17,expand,-642.5,12.5
2023-04-17,adr30,-642.5,12.5
2023-04-17,atr,-617.5,12.0
2023-04-17,hybMax,-642.5,12.5
2023-04-17,hybMax15,-917.5,18.0
2023-04-17,expand,-642.5,12.5
2023-04-24,adr30,-567.5,11.0
2023-04-24,atr,-505.0,9.75
2023-04-24,hybMax,-567.5,11.0
2023-04-24,hybMax15,-742.5,14.5
2023-04-24,expand,-567.5,11.0
2023-04-24,adr30,495.0,11.0
2023-04-24,atr,495.0,7.75
2023-04-24,hybMax,495.0,11.0
2023-04-24,hybMax15,495.0,11.5
2023-04-24,expand,495.0,11.0
2023-04-24,adr30,295.0,11.0
2023-04-24,atr,295.0,7.25
2023-04-24,hybMax,295.0,11.0
2023-04-24,hybMax15,295.0,11.0
2023-04-24,expand,295.0,11.0
2023-04-25,adr30,-167.5,10.5
2023-04-25,atr,-167.5,12.5
2023-04-25,hybMax,-167.5,12.5
2023-04-25,hybMax15,-167.5,18.75
2023-04-25,expand,-167.5,12.75
2023-04-27,adr30,1557.5,11.25
2023-04-27,atr,1557.5,10.0
2023-04-27,hybMax,1557.5,11.25
2023-04-27,hybMax15,1557.5,15.0
2023-04-27,expand,1557.5,11.25
2023-04-27,adr30,1520.0,11.25
2023-04-27,atr,1520.0,8.0
2023-04-27,hybMax,1520.0,11.25
2023-04-27,hybMax15,1520.0,12.0
2023-04-27,expand,1520.0,11.25
2023-04-28,adr30,-605.0,11.75
2023-04-28,atr,-542.5,10.5
2023-04-28,hybMax,-605.0,11.75
2023-04-28,hybMax15,407.5,15.75
2023-04-28,expand,407.5,12.5
2023-05-02,adr30,-592.5,11.5
2023-05-02,atr,-1017.5,20.0
2023-05-02,hybMax,-1017.5,20.0
2023-05-02,hybMax15,-1517.5,30.0
2023-05-02,expand,-1042.5,20.5
2023-05-08,adr30,-492.5,14.5
2023-05-08,atr,-605.0,11.75
2023-05-08,hybMax,-492.5,14.5
2023-05-08,hybMax15,-492.5,17.75
2023-05-08,expand,-492.5,14.5
2023-05-11,adr30,-505.0,13.75
2023-05-11,atr,-505.0,14.0
2023-05-11,hybMax,-505.0,14.0
2023-05-11,hybMax15,-505.0,21.0
2023-05-11,expand,-505.0,13.75
2023-05-12,adr30,-630.0,12.25
2023-05-12,atr,-655.0,12.75
2023-05-12,hybMax,-655.0,12.75
2023-05-12,hybMax15,-980.0,19.25
2023-05-12,expand,-705.0,13.75
2023-05-19,adr30,95.0,11.5
2023-05-19,atr,95.0,21.5
2023-05-19,hybMax,95.0,21.5
2023-05-19,hybMax15,95.0,32.5
2023-05-19,expand,95.0,11.5
2023-05-22,adr30,195.0,11.0
2023-05-22,atr,195.0,11.0
2023-05-22,hybMax,195.0,11.0
2023-05-22,hybMax15,195.0,16.5
2023-05-22,expand,195.0,11.0
2023-05-24,adr30,-630.0,12.25
2023-05-24,atr,-767.5,15.0
2023-05-24,hybMax,-767.5,15.0
2023-05-24,hybMax15,-380.0,22.5
2023-05-24,expand,-630.0,12.25
2023-05-26,adr30,-605.0,11.75
2023-05-26,atr,-505.0,9.75
2023-05-26,hybMax,-605.0,11.75
2023-05-26,hybMax15,-605.0,14.75
2023-05-26,expand,-605.0,14.5
2023-06-05,adr30,707.5,11.5
2023-06-05,atr,707.5,17.25
2023-06-05,hybMax,707.5,17.25
2023-06-05,hybMax15,707.5,25.75
2023-06-05,expand,707.5,11.5
2023-06-06,adr30,-605.0,11.75
2023-06-06,atr,-605.0,11.75
2023-06-06,hybMax,-605.0,11.75
2023-06-06,hybMax15,-555.0,17.75
2023-06-06,expand,-605.0,11.75
2023-06-07,adr30,1095.0,11.0
2023-06-07,atr,1095.0,14.25
2023-06-07,hybMax,1095.0,14.25
2023-06-07,hybMax15,1095.0,21.5
2023-06-07,expand,1095.0,11.0
2023-06-07,adr30,270.0,11.0
2023-06-07,atr,270.0,13.0
2023-06-07,hybMax,270.0,13.0
2023-06-07,hybMax15,270.0,19.75
2023-06-07,expand,270.0,11.0
2023-06-09,adr30,-580.0,11.25
2023-06-09,atr,-717.5,14.0
2023-06-09,hybMax,-717.5,14.0
2023-06-09,hybMax15,-480.0,21.0
2023-06-09,expand,-580.0,11.25
2023-06-13,adr30,-592.5,11.5
2023-06-13,atr,-530.0,21.75
2023-06-13,hybMax,-530.0,21.75
2023-06-13,hybMax15,-530.0,32.5
2023-06-13,expand,-592.5,11.5
2023-06-13,adr30,-592.5,11.5
2023-06-13,atr,-492.5,9.5
2023-06-13,hybMax,-592.5,11.5
2023-06-13,hybMax15,-730.0,14.25
2023-06-13,expand,-592.5,11.5
2023-06-15,adr30,670.0,12.0
2023-06-15,atr,670.0,14.5
2023-06-15,hybMax,670.0,14.5
2023-06-15,hybMax15,670.0,21.5
2023-06-15,expand,670.0,15.25
2023-06-20,adr30,-592.5,11.5
2023-06-20,atr,-805.0,15.75
2023-06-20,hybMax,-805.0,15.75
2023-06-20,hybMax15,-1192.5,23.5
2023-06-20,expand,-592.5,11.5
2023-06-26,adr30,245.0,11.0
2023-06-26,atr,245.0,12.0
2023-06-26,hybMax,245.0,12.0
2023-06-26,hybMax15,245.0,18.0
2023-06-26,expand,245.0,11.0
2023-06-28,adr30,-592.5,11.5
2023-06-28,atr,-792.5,15.5
2023-06-28,hybMax,-792.5,15.5
2023-06-28,hybMax15,245.0,23.25
2023-06-28,expand,-592.5,11.5
2023-06-29,adr30,-555.0,10.75
2023-06-29,atr,-505.0,9.75
2023-06-29,hybMax,-555.0,10.75
2023-06-29,hybMax15,-492.5,14.75
2023-06-29,expand,-555.0,10.75
2023-07-17,adr30,-180.0,7.75
2023-07-17,atr,-180.0,5.75
2023-07-17,hybMax,-180.0,7.75
2023-07-17,hybMax15,-180.0,8.5
2023-07-17,expand,-180.0,7.75
2023-07-25,adr30,307.5,9.25
2023-07-25,atr,307.5,7.0
2023-07-25,hybMax,307.5,9.25
2023-07-25,hybMax15,307.5,10.5
2023-07-25,expand,307.5,9.25
2023-07-25,adr30,132.5,9.25
2023-07-25,atr,-355.0,6.75
2023-07-25,hybMax,132.5,9.25
2023-07-25,hybMax15,132.5,10.25
2023-07-25,expand,132.5,9.25
2023-08-01,adr30,-80.0,10.5
2023-08-01,atr,-80.0,13.25
2023-08-01,hybMax,-80.0,13.25
2023-08-01,hybMax15,-80.0,20.0
2023-08-01,expand,-80.0,10.5
2023-08-07,adr30,595.0,11.5
2023-08-07,atr,595.0,9.25
2023-08-07,hybMax,595.0,11.5
2023-08-07,hybMax15,595.0,14.0
2023-08-07,expand,595.0,11.5
2023-08-14,adr30,507.5,12.0
2023-08-14,atr,507.5,12.0
2023-08-14,hybMax,507.5,12.0
2023-08-14,hybMax15,507.5,18.0
2023-08-14,expand,507.5,12.0
2023-08-22,adr30,-730.0,14.25
2023-08-22,atr,-705.0,13.75
2023-08-22,hybMax,-730.0,14.25
2023-08-22,hybMax15,-17.5,20.5
2023-08-22,expand,-730.0,14.25
2023-08-23,adr30,445.0,14.0
2023-08-23,atr,445.0,9.25
2023-08-23,hybMax,445.0,14.0
2023-08-23,hybMax15,445.0,14.0
2023-08-23,expand,445.0,14.0
2023-08-25,adr30,1070.0,14.75
2023-08-25,atr,1070.0,24.5
2023-08-25,hybMax,1070.0,24.5
2023-08-25,hybMax15,1070.0,36.75
2023-08-25,expand,1070.0,18.75
2023-08-28,adr30,-217.5,15.5
2023-08-28,atr,-217.5,16.5
2023-08-28,hybMax,-217.5,16.5
2023-08-28,hybMax15,-217.5,24.75
2023-08-28,expand,-217.5,15.5
2023-08-28,adr30,-792.5,15.5
2023-08-28,atr,-567.5,11.0
2023-08-28,hybMax,-792.5,15.5
2023-08-28,hybMax15,-842.5,16.5
2023-08-28,expand,-792.5,15.5
2023-08-31,adr30,257.5,15.5
2023-08-31,atr,257.5,11.75
2023-08-31,hybMax,257.5,15.5
2023-08-31,hybMax15,257.5,17.75
2023-08-31,expand,257.5,15.5
2023-09-12,adr30,-505.0,9.75
2023-09-12,atr,-655.0,12.75
2023-09-12,hybMax,-655.0,12.75
2023-09-12,hybMax15,282.5,19.0
2023-09-12,expand,-505.0,9.75
2023-09-13,adr30,-455.0,8.75
2023-09-13,atr,-242.5,17.5
2023-09-13,hybMax,-242.5,17.5
2023-09-13,hybMax15,-242.5,26.0
2023-09-13,expand,-455.0,8.75
2023-09-15,adr30,545.0,8.75
2023-09-15,atr,545.0,14.0
2023-09-15,hybMax,545.0,14.0
2023-09-15,hybMax15,545.0,21.0
2023-09-15,expand,545.0,9.75
2023-09-15,adr30,-155.0,8.75
2023-09-15,atr,-155.0,10.75
2023-09-15,hybMax,-155.0,10.75
2023-09-15,hybMax15,-155.0,16.0
2023-09-15,expand,-155.0,13.5
2023-09-19,adr30,345.0,9.25
2023-09-19,atr,345.0,9.0
2023-09-19,hybMax,345.0,9.25
2023-09-19,hybMax15,345.0,13.5
2023-09-19,expand,345.0,10.0
2023-09-20,adr30,2757.5,9.75
2023-09-20,atr,2757.5,11.0
2023-09-20,hybMax,2757.5,11.0
2023-09-20,hybMax15,2757.5,16.5
2023-09-20,expand,2757.5,9.75
2023-09-20,adr30,-505.0,9.75
2023-09-20,atr,-317.5,6.0
2023-09-20,hybMax,-505.0,9.75
2023-09-20,hybMax15,-505.0,9.75
2023-09-20,expand,-505.0,9.75
2023-09-20,adr30,2370.0,9.75
2023-09-20,atr,2370.0,22.25
2023-09-20,hybMax,2370.0,22.25
2023-09-20,hybMax15,2370.0,33.25
2023-09-20,expand,2370.0,9.75
2023-09-22,adr30,-555.0,10.75
2023-09-22,atr,-730.0,14.25
2023-09-22,hybMax,-730.0,14.25
2023-09-22,hybMax15,-1092.5,21.5
2023-09-22,expand,-555.0,10.75
2023-10-03,adr30,-755.0,14.75
2023-10-03,atr,-842.5,16.5
2023-10-03,hybMax,-842.5,16.5
2023-10-03,hybMax15,-267.5,24.75
2023-10-03,expand,-930.0,18.25
2023-10-04,adr30,-792.5,15.5
2023-10-04,atr,-717.5,14.0
2023-10-04,hybMax,-792.5,15.5
2023-10-04,hybMax15,-1080.0,21.25
2023-10-04,expand,-792.5,15.5
2023-10-05,adr30,-780.0,15.25
2023-10-05,atr,-1030.0,20.25
2023-10-05,hybMax,-1030.0,20.25
2023-10-05,hybMax15,-1542.5,30.5
2023-10-05,expand,-780.0,15.25
2023-10-06,adr30,82.5,15.0
2023-10-06,atr,82.5,14.25
2023-10-06,hybMax,82.5,15.0
2023-10-06,hybMax15,82.5,21.25
2023-10-06,expand,82.5,28.25
2023-10-11,adr30,-892.5,17.5
2023-10-11,atr,-680.0,13.25
2023-10-11,hybMax,-892.5,17.5
2023-10-11,hybMax15,-1005.0,19.75
2023-10-11,expand,-892.5,17.5
2023-10-13,adr30,-330.0,17.25
2023-10-13,atr,-330.0,18.75
2023-10-13,hybMax,-330.0,18.75
2023-10-13,hybMax15,-330.0,28.0
2023-10-13,expand,-330.0,20.0
2023-10-19,adr30,-892.5,17.5
2023-10-19,atr,-1280.0,25.25
2023-10-19,hybMax,-1280.0,25.25
2023-10-19,hybMax15,-1905.0,37.75
2023-10-19,expand,-892.5,17.5
2023-10-25,adr30,45.0,17.25
2023-10-25,atr,45.0,16.75
2023-10-25,hybMax,45.0,17.25
2023-10-25,hybMax15,45.0,25.25
2023-10-25,expand,45.0,17.25
2023-10-27,adr30,-880.0,17.25
2023-10-27,atr,-892.5,17.5
2023-10-27,hybMax,-892.5,17.5
2023-10-27,hybMax15,-1330.0,26.25
2023-10-27,expand,-880.0,17.25
2023-10-31,adr30,120.0,17.25
2023-10-31,atr,120.0,11.25
2023-10-31,hybMax,120.0,17.25
2023-10-31,hybMax15,120.0,17.25
2023-10-31,expand,120.0,17.25
2023-11-06,adr30,-517.5,14.75
2023-11-06,atr,-505.0,9.75
2023-11-06,hybMax,-517.5,14.75
2023-11-06,hybMax15,-517.5,14.75
2023-11-06,expand,-517.5,14.75
2023-11-07,adr30,-105.0,13.5
2023-11-07,atr,-517.5,10.0
2023-11-07,hybMax,-105.0,13.5
2023-11-07,hybMax15,-105.0,15.0
2023-11-07,expand,-105.0,13.5
2023-11-10,adr30,582.5,12.25
2023-11-10,atr,582.5,9.0
2023-11-10,hybMax,582.5,12.25
2023-11-10,hybMax15,582.5,13.5
2023-11-10,expand,582.5,16.25
2023-11-10,adr30,520.0,12.25
2023-11-10,atr,520.0,7.5
2023-11-10,hybMax,520.0,12.25
2023-11-10,hybMax15,520.0,12.25
2023-11-10,expand,520.0,16.75
2023-11-13,adr30,-105.0,12.75
2023-11-13,atr,-105.0,11.5
2023-11-13,hybMax,-105.0,12.75
2023-11-13,hybMax15,-105.0,17.0
2023-11-13,expand,-105.0,12.75
2023-11-17,adr30,95.0,11.0
2023-11-17,atr,95.0,7.75
2023-11-17,hybMax,95.0,11.0
2023-11-17,hybMax15,95.0,11.75
2023-11-17,expand,95.0,11.0
2023-11-29,adr30,-342.5,6.5
2023-11-29,atr,307.5,10.75
2023-11-29,hybMax,307.5,10.75
2023-11-29,hybMax15,307.5,16.25
2023-11-29,expand,307.5,10.25
2023-11-30,adr30,-367.5,7.0
2023-11-30,atr,-880.0,17.25
2023-11-30,hybMax,-880.0,17.25
2023-11-30,hybMax15,557.5,25.75
2023-11-30,expand,-367.5,7.0
2023-12-01,adr30,-380.0,7.25
2023-12-01,atr,-430.0,11.25
2023-12-01,hybMax,-430.0,11.25
2023-12-01,hybMax15,-430.0,16.75
2023-12-01,expand,-430.0,13.5
2023-12-01,adr30,195.0,7.25
2023-12-01,atr,195.0,10.25
2023-12-01,hybMax,195.0,10.25
2023-12-01,hybMax15,195.0,15.5
2023-12-01,expand,195.0,13.5
2023-12-05,adr30,-392.5,7.5
2023-12-05,atr,-317.5,13.25
2023-12-05,hybMax,-317.5,13.25
2023-12-05,hybMax15,-317.5,19.75
2023-12-05,expand,-430.0,8.25
2023-12-06,adr30,945.0,7.75
2023-12-06,atr,945.0,12.25
2023-12-06,hybMax,945.0,12.25
2023-12-06,hybMax15,945.0,18.25
2023-12-06,expand,945.0,8.75
2023-12-06,adr30,782.5,7.75
2023-12-06,atr,782.5,9.75
2023-12-06,hybMax,782.5,9.75
2023-12-06,hybMax15,782.5,14.5
2023-12-06,expand,782.5,10.0
2023-12-07,adr30,-180.0,8.25
2023-12-07,atr,-180.0,7.75
2023-12-07,hybMax,-180.0,8.25
2023-12-07,hybMax15,-180.0,11.75
2023-12-07,expand,-180.0,8.25
2023-12-08,adr30,820.0,9.0
2023-12-08,atr,820.0,15.5
2023-12-08,hybMax,820.0,15.5
2023-12-08,hybMax15,820.0,23.5
2023-12-08,expand,820.0,9.75
2023-12-12,adr30,882.5,10.0
2023-12-12,atr,882.5,8.25
2023-12-12,hybMax,882.5,10.0
2023-12-12,hybMax15,882.5,12.25
2023-12-12,expand,882.5,10.0
2023-12-12,adr30,732.5,10.0
2023-12-12,atr,732.5,7.5
2023-12-12,hybMax,732.5,10.0
2023-12-12,hybMax15,732.5,11.5
2023-12-12,expand,732.5,10.0
2023-12-15,adr30,-592.5,11.5
2023-12-15,atr,57.5,15.75
2023-12-15,hybMax,57.5,15.75
2023-12-15,hybMax15,57.5,23.75
2023-12-15,expand,-592.5,11.5
2023-12-15,adr30,-592.5,11.5
2023-12-15,atr,-742.5,14.5
2023-12-15,hybMax,-742.5,14.5
2023-12-15,hybMax15,-92.5,21.75
2023-12-15,expand,-592.5,11.5
2023-12-19,adr30,132.5,10.75
2023-12-19,atr,132.5,7.0
2023-12-19,hybMax,132.5,10.75
2023-12-19,hybMax15,132.5,10.75
2023-12-19,expand,132.5,10.75
2023-12-19,adr30,170.0,10.75
2023-12-19,atr,170.0,6.25
2023-12-19,hybMax,170.0,10.75
2023-12-19,hybMax15,170.0,10.75
2023-12-19,expand,170.0,10.75
2023-12-28,adr30,32.5,12.0
2023-12-28,atr,32.5,7.75
2023-12-28,hybMax,32.5,12.0
2023-12-28,hybMax15,32.5,12.0
2023-12-28,expand,32.5,12.0
2023-12-29,adr30,-55.0,10.25
2023-12-29,atr,-55.0,9.5
2023-12-29,hybMax,-55.0,10.25
2023-12-29,hybMax15,-55.0,14.25
2023-12-29,expand,-55.0,11.5
2024-01-05,adr30,-567.5,11.0
2024-01-05,atr,-292.5,14.5
2024-01-05,hybMax,-292.5,14.5
2024-01-05,hybMax15,-292.5,22.0
2024-01-05,expand,-567.5,11.0
2024-01-11,adr30,732.5,10.5
2024-01-11,atr,732.5,12.0
2024-01-11,hybMax,732.5,12.0
2024-01-11,hybMax15,732.5,18.0
2024-01-11,expand,732.5,17.75
2024-01-16,adr30,-580.0,11.25
2024-01-16,atr,-892.5,17.5
2024-01-16,hybMax,-892.5,17.5
2024-01-16,hybMax15,-1317.5,26.0
2024-01-16,expand,-580.0,11.25
2024-01-16,adr30,-417.5,11.25
2024-01-16,atr,-417.5,14.0
2024-01-16,hybMax,-417.5,14.0
2024-01-16,hybMax15,-417.5,21.0
2024-01-16,expand,-417.5,11.25
2024-01-18,adr30,-592.5,11.5
2024-01-18,atr,-830.0,16.25
2024-01-18,hybMax,-830.0,16.25
2024-01-18,hybMax15,-1230.0,24.25
2024-01-18,expand,-592.5,11.5
2024-01-18,adr30,-592.5,11.5
2024-01-18,atr,-705.0,13.75
2024-01-18,hybMax,-705.0,13.75
2024-01-18,hybMax15,-1055.0,20.75
2024-01-18,expand,-592.5,11.5
2024-01-19,adr30,2082.5,11.75
2024-01-19,atr,2082.5,12.0
2024-01-19,hybMax,2082.5,12.0
2024-01-19,hybMax15,2082.5,18.0
2024-01-19,expand,2082.5,11.75
2024-01-22,adr30,270.0,12.25
2024-01-22,atr,270.0,12.25
2024-01-22,hybMax,270.0,12.25
2024-01-22,hybMax15,270.0,18.25
2024-01-22,expand,270.0,12.25
2024-01-22,adr30,70.0,12.25
2024-01-22,atr,70.0,9.75
2024-01-22,hybMax,70.0,12.25
2024-01-22,hybMax15,70.0,14.75
2024-01-22,expand,70.0,12.25
2024-01-23,adr30,-567.5,11.0
2024-01-23,atr,-405.0,7.75
2024-01-23,hybMax,-567.5,11.0
2024-01-23,hybMax15,-605.0,11.75
2024-01-23,expand,-567.5,11.0
2024-02-01,adr30,1795.0,11.5
2024-02-01,atr,1795.0,16.5
2024-02-01,hybMax,1795.0,16.5
2024-02-01,hybMax15,1795.0,24.5
2024-02-01,expand,1795.0,13.5
2024-02-02,adr30,982.5,12.25
2024-02-02,atr,982.5,18.0
2024-02-02,hybMax,982.5,18.0
2024-02-02,hybMax15,982.5,27.25
2024-02-02,expand,982.5,12.25
2024-02-02,adr30,-630.0,12.25
2024-02-02,atr,-705.0,13.75
2024-02-02,hybMax,-705.0,13.75
2024-02-02,hybMax15,245.0,20.75
2024-02-02,expand,-742.5,14.5
2024-02-08,adr30,-205.0,12.5
2024-02-08,atr,-205.0,9.5
2024-02-08,hybMax,-205.0,12.5
2024-02-08,hybMax15,-205.0,14.25
2024-02-08,expand,-205.0,12.5
2024-02-08,adr30,170.0,12.5
2024-02-08,atr,170.0,7.5
2024-02-08,hybMax,170.0,12.5
2024-02-08,hybMax15,170.0,12.5
2024-02-08,expand,170.0,12.5
2024-02-14,adr30,-667.5,13.0
2024-02-14,atr,-830.0,16.25
2024-02-14,hybMax,-830.0,16.25
2024-02-14,hybMax15,-1242.5,24.5
2024-02-14,expand,-667.5,13.0
2024-02-15,adr30,-642.5,12.5
2024-02-15,atr,-755.0,14.75
2024-02-15,hybMax,-755.0,14.75
2024-02-15,hybMax15,-1130.0,22.25
2024-02-15,expand,-642.5,12.5
2024-02-15,adr30,495.0,12.5
2024-02-15,atr,495.0,12.25
2024-02-15,hybMax,495.0,12.5
2024-02-15,hybMax15,495.0,18.5
2024-02-15,expand,495.0,12.5
2024-02-21,adr30,-530.0,10.25
2024-02-21,atr,-517.5,10.0
2024-02-21,hybMax,-530.0,10.25
2024-02-21,hybMax15,-755.0,14.75
2024-02-21,expand,-530.0,10.25
2024-02-26,adr30,607.5,11.5
2024-02-26,atr,607.5,11.0
2024-02-26,hybMax,607.5,11.5
2024-02-26,hybMax15,607.5,16.5
2024-02-26,expand,607.5,11.5
2024-02-27,adr30,-592.5,11.5
2024-02-27,atr,-592.5,11.5
2024-02-27,hybMax,-592.5,11.5
2024-02-27,hybMax15,645.0,17.25
2024-02-27,expand,-592.5,11.5
2024-02-29,adr30,-505.0,9.75
2024-02-29,atr,-717.5,14.0
2024-02-29,hybMax,-717.5,14.0
2024-02-29,hybMax15,-1067.5,21.0
2024-02-29,expand,-505.0,9.75
2024-02-29,adr30,-505.0,9.75
2024-02-29,atr,-730.0,14.25
2024-02-29,hybMax,-730.0,14.25
2024-02-29,hybMax15,-1092.5,21.5
2024-02-29,expand,-542.5,10.5
2024-03-01,adr30,332.5,10.0
2024-03-01,atr,332.5,9.25
2024-03-01,hybMax,332.5,10.0
2024-03-01,hybMax15,332.5,13.75
2024-03-01,expand,332.5,10.25
2024-03-04,adr30,-330.0,10.25
2024-03-04,atr,-330.0,8.25
2024-03-04,hybMax,-330.0,10.25
2024-03-04,hybMax15,-330.0,12.25
2024-03-04,expand,-330.0,10.25
2024-03-04,adr30,-530.0,10.25
2024-03-04,atr,-317.5,6.0
2024-03-04,hybMax,-530.0,10.25
2024-03-04,hybMax15,-530.0,10.25
2024-03-04,expand,-530.0,10.25
2024-03-06,adr30,-580.0,11.25
2024-03-06,atr,-917.5,18.0
2024-03-06,hybMax,-917.5,18.0
2024-03-06,hybMax15,-105.0,26.75
2024-03-06,expand,-580.0,11.25
2024-03-06,adr30,-192.5,11.25
2024-03-06,atr,-192.5,24.75
2024-03-06,hybMax,-192.5,24.75
2024-03-06,hybMax15,-192.5,37.25
2024-03-06,expand,-192.5,11.25
2024-03-06,adr30,-242.5,11.25
2024-03-06,atr,-242.5,27.0
2024-03-06,hybMax,-242.5,27.0
2024-03-06,hybMax15,-242.5,40.5
2024-03-06,expand,-242.5,11.25
2024-03-07,adr30,-30.0,11.25
2024-03-07,atr,-30.0,10.5
2024-03-07,hybMax,-30.0,11.25
2024-03-07,hybMax15,-30.0,15.5
2024-03-07,expand,-30.0,11.25
2024-03-07,adr30,-580.0,11.25
2024-03-07,atr,-480.0,9.25
2024-03-07,hybMax,-580.0,11.25
2024-03-07,hybMax15,-405.0,14.0
2024-03-07,expand,-580.0,11.25
