Date,dir,count,book,regime,fire_bar,sig_bar,fill,stop,R,net,Rpts
2021-06-18,L,1,T1,NEUTRAL,3,2,4976.75,4969.75,-1.0,-355.0,7.0
2021-06-18,L,1,T2,NEUTRAL,3,2,4976.75,4969.75,-1.0,-355.0,7.0
2021-06-18,L,1,T1,NEUTRAL,8,7,4976.75,4971.75,1.0,245.0,5.0
2021-06-18,L,1,T2,NEUTRAL,8,7,4976.75,4971.75,-1.0,-255.0,5.0
2021-06-18,L,2,T1,NEUTRAL,12,11,4977.25,4972.75,1.0,220.0,4.5
2021-06-18,L,2,T2,NEUTRAL,12,11,4977.25,4972.75,-1.0,-230.0,4.5
2021-06-18,L,1,T1,BULL,17,16,4983.25,4978.5,-1.0,-242.5,4.75
2021-06-18,L,1,T2,BULL,17,16,4983.25,4978.5,-1.0,-242.5,4.75
2021-06-18,S,1,T1,NEUTRAL,19,18,4977.75,4980.5,-1.0,-142.5,2.75
2021-06-18,S,1,T2,NEUTRAL,19,18,4977.75,4980.5,-1.0,-142.5,2.75
2021-06-18,S,2,T1,NEUTRAL,21,20,4978.5,4981.25,1.0,132.5,2.75
2021-06-18,S,2,T2,NEUTRAL,21,20,4978.5,4981.25,2.0,270.0,2.75
2021-06-18,S,1,T1,BEAR,24,23,4968.5,4973.0,-1.0,-230.0,4.5
2021-06-18,S,1,T2,BEAR,24,23,4968.5,4973.0,-1.0,-230.0,4.5
2021-06-18,S,1,T1,BEAR,26,25,4967.75,4971.25,-1.0,-180.0,3.5
2021-06-18,S,1,T2,BEAR,26,25,4967.75,4971.25,-1.0,-180.0,3.5
2021-06-18,S,2,T1,BEAR,30,29,4975.5,4979.75,1.0,207.5,4.25
2021-06-18,S,2,T2,BEAR,30,29,4975.5,4979.75,2.0,420.0,4.25
2021-06-18,S,1,T1,BEAR,41,40,4972.75,4977.5,1.0,232.5,4.75
2021-06-18,S,1,T2,BEAR,41,40,4972.75,4977.5,2.0,470.0,4.75
2021-06-18,S,2,T1,BEAR,42,41,4971.75,4977.75,1.0,295.0,6.0
2021-06-18,S,2,T2,BEAR,42,41,4971.75,4977.75,2.0,595.0,6.0
2021-06-18,S,1,T1,BEAR,54,53,4971.0,4974.75,1.0,182.5,3.75
2021-06-18,S,1,T2,BEAR,54,53,4971.0,4974.75,2.0,370.0,3.75
2021-06-18,S,2,T1,BEAR,56,55,4969.75,4973.75,1.0,195.0,4.0
