Date,dir,count,book,regime,fire_bar,sig_bar,fill,stop,R,net,Rpts,sb_ibs_o,sb_body,sb_dirok,sb_rngx,ema_dist,ema_side_ok,ema_touch,warm
2022-01-25,L,2,T1,NEUTRAL,32,31,5131.5,5115.75,1.0,782.5,15.75,0.9666666666666667,0.75,True,0.9983361064891847,-0.056310389984003735,False,False,True
2022-01-25,L,2,T2,NEUTRAL,32,31,5131.5,5115.75,2.0,1570.0,15.75,0.9666666666666667,0.75,True,0.9983361064891847,-0.056310389984003735,False,False,True
2022-01-26,L,2,T1,BEAR,17,16,5206.5,5197.0,1.0,470.0,9.5,0.6857142857142857,0.14285714285714285,True,0.6445672191528545,-0.952636180172,False,False,True
2022-01-26,L,2,T2,BEAR,17,16,5206.5,5197.0,2.0,945.0,9.5,0.6857142857142857,0.14285714285714285,True,0.6445672191528545,-0.952636180172,False,False,True
2022-01-26,S,2,T1,BEAR,47,46,5228.5,5236.25,-1.0,-392.5,7.75,0.75,0.5714285714285714,True,1.0408921933085502,0.6800761520518798,True,True,True
2022-01-26,S,2,T2,BEAR,47,46,5228.5,5236.25,-1.0,-392.5,7.75,0.75,0.5714285714285714,True,1.0408921933085502,0.6800761520518798,True,True,True
2022-01-26,S,2,T1,BULL,80,79,5149.0,5159.75,-1.0,-542.5,10.75,0.4,0.075,True,0.43956043956043955,0.6872937384506148,True,False,True
2022-01-26,S,2,T2,BULL,80,79,5149.0,5159.75,-1.0,-542.5,10.75,0.4,0.075,True,0.43956043956043955,0.6872937384506148,True,False,True
2022-01-27,S,2,T1,NEUTRAL,22,21,5209.25,5223.0,1.0,682.5,13.75,0.21153846153846156,0.7307692307692307,False,0.8360128617363344,0.009265824341408626,True,False,True
2022-01-27,S,2,T2,NEUTRAL,22,21,5209.25,5223.0,2.0,1370.0,13.75,0.21153846153846156,0.7307692307692307,False,0.8360128617363344,0.009265824341408626,True,False,True
2022-01-27,L,2,T1,BEAR,63,62,5135.5,5122.25,1.0,657.5,13.25,0.9,0.78,True,0.8802816901408451,-0.4681963565674227,False,False,True
2022-01-27,L,2,T2,BEAR,63,62,5135.5,5122.25,-1.0,-667.5,13.25,0.9,0.78,True,0.8802816901408451,-0.4681963565674227,False,False,True
2022-01-28,S,2,T1,NEUTRAL,15,14,5115.5,5135.25,-1.0,-992.5,19.75,0.42105263157894735,0.5394736842105263,False,1.2317666126418152,0.31556986088484457,True,True,True
2022-01-28,S,2,T2,NEUTRAL,15,14,5115.5,5135.25,-1.0,-992.5,19.75,0.42105263157894735,0.5394736842105263,False,1.2317666126418152,0.31556986088484457,True,True,True
2022-01-28,S,2,T1,BULL,73,72,5189.25,5200.0,-1.0,-542.5,10.75,0.6,0.4,True,0.89086859688196,-1.0012121817970119,False,False,True
2022-01-28,S,2,T2,BULL,73,72,5189.25,5200.0,-1.0,-542.5,10.75,0.6,0.4,True,0.89086859688196,-1.0012121817970119,False,False,True
2022-01-31,S,2,T1,BULL,15,14,5264.0,5272.75,-1.0,-442.5,8.75,0.9375,0.53125,True,0.7766990291262136,-0.8107979482651589,False,False,True
2022-01-31,S,2,T2,BULL,15,14,5264.0,5272.75,-1.0,-442.5,8.75,0.9375,0.53125,True,0.7766990291262136,-0.8107979482651589,False,False,True
2022-02-01,S,2,T1,BEAR,16,15,5299.75,5316.5,-1.0,-842.5,16.75,0.78125,0.390625,True,1.1367673179396094,0.9713782621083883,True,True,True
2022-02-01,S,2,T2,BEAR,16,15,5299.75,5316.5,-1.0,-842.5,16.75,0.78125,0.390625,True,1.1367673179396094,0.9713782621083883,True,True,True
2022-02-01,L,2,T1,NEUTRAL,26,25,5324.5,5310.5,1.0,695.0,14.0,0.9811320754716981,0.3018867924528302,True,1.4887640449438202,0.7351575376796564,True,True,True
2022-02-01,L,2,T2,NEUTRAL,26,25,5324.5,5310.5,2.0,1395.0,14.0,0.9811320754716981,0.3018867924528302,True,1.4887640449438202,0.7351575376796564,True,True,True
2022-02-01,S,2,T1,NEUTRAL,36,35,5319.0,5326.0,1.0,345.0,7.0,0.31999999999999995,0.04,True,0.9765625,0.40812179496072076,True,True,True
2022-02-01,S,2,T2,NEUTRAL,36,35,5319.0,5326.0,-1.0,-355.0,7.0,0.31999999999999995,0.04,True,0.9765625,0.40812179496072076,True,True,True
2022-02-01,S,2,T1,BULL,44,43,5318.0,5326.0,-1.0,-405.0,8.0,0.896551724137931,0.8275862068965517,True,1.0507246376811594,0.2674387688075776,True,True,True
2022-02-01,S,2,T2,BULL,44,43,5318.0,5326.0,-1.0,-405.0,8.0,0.896551724137931,0.8275862068965517,True,1.0507246376811594,0.2674387688075776,True,True,True
2022-02-01,L,2,T1,NEUTRAL,64,63,5325.5,5320.25,-1.0,-267.5,5.25,0.8888888888888888,0.2222222222222222,True,0.8256880733944953,0.44051351617789963,True,True,True
2022-02-01,L,2,T2,NEUTRAL,64,63,5325.5,5320.25,-1.0,-267.5,5.25,0.8888888888888888,0.2222222222222222,True,0.8256880733944953,0.44051351617789963,True,True,True
2022-02-02,S,2,T1,NEUTRAL,9,8,5373.0,5381.0,1.0,395.0,8.0,0.3793103448275862,0.20689655172413793,False,0.6685878962536023,0.05940448112385911,True,True,False
2022-02-02,S,2,T2,NEUTRAL,9,8,5373.0,5381.0,2.0,795.0,8.0,0.3793103448275862,0.20689655172413793,False,0.6685878962536023,0.05940448112385911,True,True,False
2022-02-02,L,2,T1,BEAR,23,22,5361.0,5351.25,1.0,482.5,9.75,0.7222222222222222,0.4444444444444444,True,0.8571428571428571,-0.553232019091887,False,False,True
2022-02-02,L,2,T2,BEAR,23,22,5361.0,5351.25,2.0,970.0,9.75,0.7222222222222222,0.4444444444444444,True,0.8571428571428571,-0.553232019091887,False,False,True
2022-02-02,L,2,T1,BULL,49,48,5381.5,5373.25,1.0,407.5,8.25,0.6,0.16666666666666666,False,1.3574660633484161,0.6726442035323175,True,True,True
2022-02-02,L,2,T2,BULL,49,48,5381.5,5373.25,2.0,820.0,8.25,0.6,0.16666666666666666,False,1.3574660633484161,0.6726442035323175,True,True,True
2022-02-02,L,2,T1,BULL,70,69,5394.75,5389.25,1.0,270.0,5.5,0.5263157894736842,0.0,False,0.6785714285714286,0.9120106638660478,True,False,True
2022-02-02,L,2,T2,BULL,70,69,5394.75,5389.25,-1.0,-280.0,5.5,0.5263157894736842,0.0,False,0.6785714285714286,0.9120106638660478,True,False,True
2022-02-02,L,2,T1,BULL,76,75,5398.75,5393.5,-1.0,-267.5,5.25,0.8888888888888888,0.6111111111111112,True,0.6405693950177935,0.9123915284269523,True,False,True
2022-02-02,L,2,T2,BULL,76,75,5398.75,5393.5,-1.0,-267.5,5.25,0.8888888888888888,0.6111111111111112,True,0.6405693950177935,0.9123915284269523,True,False,True
2022-02-03,S,2,T1,NEUTRAL,16,15,5342.25,5349.5,1.0,357.5,7.25,0.7307692307692308,0.0,False,0.6860158311345647,-0.7286440747892785,False,False,True
2022-02-03,S,2,T2,NEUTRAL,16,15,5342.25,5349.5,-1.0,-367.5,7.25,0.7307692307692308,0.0,False,0.6860158311345647,-0.7286440747892785,False,False,True
2022-02-03,S,2,T1,NEUTRAL,39,38,5320.0,5327.25,1.0,357.5,7.25,0.3846153846153846,0.5769230769230769,False,0.7761194029850746,0.8448297170289695,True,False,True
2022-02-03,S,2,T2,NEUTRAL,39,38,5320.0,5327.25,-1.0,-367.5,7.25,0.3846153846153846,0.5769230769230769,False,0.7761194029850746,0.8448297170289695,True,False,True
2022-02-03,S,2,T1,NEUTRAL,59,58,5320.25,5324.5,1.0,207.5,4.25,0.5,0.35714285714285715,False,0.6572769953051643,0.29977228273775597,True,True,True
2022-02-03,S,2,T2,NEUTRAL,59,58,5320.25,5324.5,2.0,420.0,4.25,0.5,0.35714285714285715,False,0.6572769953051643,0.29977228273775597,True,True,True
2022-02-03,L,2,T1,BEAR,78,77,5289.25,5278.0,1.0,557.5,11.25,0.2857142857142857,0.7142857142857143,False,1.390728476821192,-1.6650823521752722,False,False,True
2022-02-03,L,2,T2,BEAR,78,77,5289.25,5278.0,2.0,1120.0,11.25,0.2857142857142857,0.7142857142857143,False,1.390728476821192,-1.6650823521752722,False,False,True
2022-02-04,L,2,T1,NEUTRAL,9,8,5300.25,5290.0,-1.0,-517.5,10.25,0.10526315789473684,0.47368421052631576,False,0.7069767441860465,1.1969937897373943,True,False,False
2022-02-04,L,2,T2,NEUTRAL,9,8,5300.25,5290.0,-1.0,-517.5,10.25,0.10526315789473684,0.47368421052631576,False,0.7069767441860465,1.1969937897373943,True,False,False
2022-02-04,S,2,T1,NEUTRAL,21,20,5265.75,5273.75,-1.0,-405.0,8.0,0.8275862068965517,0.5517241379310345,True,0.6502242152466368,1.153318664987331,True,False,True
2022-02-04,S,2,T2,NEUTRAL,21,20,5265.75,5273.75,-1.0,-405.0,8.0,0.8275862068965517,0.5517241379310345,True,0.6502242152466368,1.153318664987331,True,False,True
2022-02-04,L,2,T1,NEUTRAL,36,35,5296.25,5290.75,-1.0,-280.0,5.5,0.5263157894736842,0.05263157894736842,False,0.6397306397306397,1.3686097076016737,True,False,True
2022-02-04,L,2,T2,NEUTRAL,36,35,5296.25,5290.75,-1.0,-280.0,5.5,0.5263157894736842,0.05263157894736842,False,0.6397306397306397,1.3686097076016737,True,False,True
2022-02-04,L,2,T1,BULL,55,54,5328.75,5323.0,-1.0,-292.5,5.75,0.75,0.0,False,0.7434944237918216,2.1813469048848915,True,False,True
2022-02-04,L,2,T2,BULL,55,54,5328.75,5323.0,-1.0,-292.5,5.75,0.75,0.0,False,0.7434944237918216,2.1813469048848915,True,False,True
2022-02-04,L,2,T1,BULL,73,72,5345.5,5336.75,-1.0,-442.5,8.75,0.3125,0.375,False,1.1552346570397112,2.209228966664607,True,False,True
2022-02-04,L,2,T2,BULL,73,72,5345.5,5336.75,-1.0,-442.5,8.75,0.3125,0.375,False,1.1552346570397112,2.209228966664607,True,False,True
2022-02-07,L,2,T1,NEUTRAL,11,10,5311.75,5306.0,1.0,282.5,5.75,0.2,0.05,True,0.43956043956043955,0.15744723153177773,True,True,False
2022-02-07,L,2,T2,NEUTRAL,11,10,5311.75,5306.0,2.0,570.0,5.75,0.2,0.05,True,0.43956043956043955,0.15744723153177773,True,True,False
2022-02-07,L,2,T1,NEUTRAL,19,18,5320.25,5314.25,-1.0,-305.0,6.0,0.7142857142857143,0.3333333333333333,True,0.5753424657534246,0.5856254529709288,True,True,True
2022-02-07,L,2,T2,NEUTRAL,19,18,5320.25,5314.25,-1.0,-305.0,6.0,0.7142857142857143,0.3333333333333333,True,0.5753424657534246,0.5856254529709288,True,True,True
2022-02-07,S,2,T1,BEAR,36,35,5296.25,5302.5,1.0,307.5,6.25,0.2727272727272727,0.5454545454545454,False,0.7885304659498208,1.021358931662872,True,False,True
2022-02-07,S,2,T2,BEAR,36,35,5296.25,5302.5,-1.0,-317.5,6.25,0.2727272727272727,0.5454545454545454,False,0.7885304659498208,1.021358931662872,True,False,True
2022-02-07,L,2,T1,BULL,60,59,5316.75,5310.75,1.0,295.0,6.0,0.3333333333333333,0.19047619047619047,False,1.024390243902439,1.4877188095928342,True,False,True
2022-02-07,L,2,T2,BULL,60,59,5316.75,5310.75,2.0,595.0,6.0,0.3333333333333333,0.19047619047619047,False,1.024390243902439,1.4877188095928342,True,False,True
2022-02-07,L,2,T1,BULL,68,67,5324.25,5315.25,-1.0,-455.0,9.0,0.9696969696969697,0.42424242424242425,True,1.3865546218487395,1.3835613686383075,True,True,True
2022-02-07,L,2,T2,BULL,68,67,5324.25,5315.25,-1.0,-455.0,9.0,0.9696969696969697,0.42424242424242425,True,1.3865546218487395,1.3835613686383075,True,True,True
2022-02-08,S,2,T1,NEUTRAL,14,13,5281.5,5288.0,-1.0,-330.0,6.5,0.7391304347826086,0.043478260869565216,True,0.6948640483383686,0.4419143606409502,True,True,True
2022-02-08,S,2,T2,NEUTRAL,14,13,5281.5,5288.0,-1.0,-330.0,6.5,0.7391304347826086,0.043478260869565216,True,0.6948640483383686,0.4419143606409502,True,True,True
2022-02-09,S,2,T1,NEUTRAL,15,14,5383.25,5387.75,-1.0,-230.0,4.5,0.8666666666666667,0.7333333333333333,True,0.5033557046979865,-0.6103471843390015,False,False,True
2022-02-09,S,2,T2,NEUTRAL,15,14,5383.25,5387.75,-1.0,-230.0,4.5,0.8666666666666667,0.7333333333333333,True,0.5033557046979865,-0.6103471843390015,False,False,True
2022-02-09,S,2,T1,BULL,50,49,5385.25,5388.75,-1.0,-180.0,3.5,0.4545454545454546,0.2727272727272727,False,0.859375,-0.2720815450427949,False,False,True
2022-02-09,S,2,T2,BULL,50,49,5385.25,5388.75,-1.0,-180.0,3.5,0.4545454545454546,0.2727272727272727,False,0.859375,-0.2720815450427949,False,False,True
2022-02-09,S,2,T1,BULL,75,74,5393.25,5398.75,1.0,270.0,5.5,0.7894736842105263,0.10526315789473684,True,0.8755760368663594,-0.6691145042794668,False,False,True
2022-02-09,S,2,T2,BULL,75,74,5393.25,5398.75,-1.0,-280.0,5.5,0.7894736842105263,0.10526315789473684,True,0.8755760368663594,-0.6691145042794668,False,False,True
2022-02-10,L,2,T1,NEUTRAL,20,19,5381.5,5368.5,-1.0,-655.0,13.0,0.7551020408163265,0.1836734693877551,True,1.2373737373737372,0.6823022368556886,True,True,True
2022-02-10,L,2,T2,NEUTRAL,20,19,5381.5,5368.5,-1.0,-655.0,13.0,0.7551020408163265,0.1836734693877551,True,1.2373737373737372,0.6823022368556886,True,True,True
2022-02-10,S,2,T1,BEAR,56,55,5330.5,5343.25,1.0,632.5,12.75,0.9791666666666666,0.8125,True,1.170731707317073,1.6899385911735696,True,False,True
2022-02-10,S,2,T2,BEAR,56,55,5330.5,5343.25,2.0,1270.0,12.75,0.9791666666666666,0.8125,True,1.170731707317073,1.6899385911735696,True,False,True
2022-02-10,S,2,T1,BEAR,71,70,5319.0,5332.25,1.0,657.5,13.25,0.8200000000000001,0.4,True,1.3020833333333335,1.0855335889601747,True,True,True
2022-02-10,S,2,T2,BEAR,71,70,5319.0,5332.25,2.0,1320.0,13.25,0.8200000000000001,0.4,True,1.3020833333333335,1.0855335889601747,True,True,True
2022-02-11,L,2,T1,BEAR,11,10,5314.0,5302.75,1.0,557.5,11.25,0.7857142857142857,0.047619047619047616,True,0.8108108108108109,-0.1791183570288831,False,False,False
2022-02-11,L,2,T2,BEAR,11,10,5314.0,5302.75,-1.0,-567.5,11.25,0.7857142857142857,0.047619047619047616,True,0.8108108108108109,-0.1791183570288831,False,False,False
2022-02-14,L,2,T1,BEAR,11,10,5216.0,5196.25,-1.0,-992.5,19.75,0.5263157894736842,0.3684210526315789,False,1.2816188870151772,-0.08247317689834671,False,False,False
2022-02-14,L,2,T2,BEAR,11,10,5216.0,5196.25,-1.0,-992.5,19.75,0.5263157894736842,0.3684210526315789,False,1.2816188870151772,-0.08247317689834671,False,False,False
2022-02-14,L,2,T1,NEUTRAL,59,58,5185.0,5177.0,-1.0,-405.0,8.0,0.6206896551724138,0.13793103448275862,False,0.675990675990676,-1.6659604909753374,False,False,True
2022-02-14,L,2,T2,NEUTRAL,59,58,5185.0,5177.0,-1.0,-405.0,8.0,0.6206896551724138,0.13793103448275862,False,0.675990675990676,-1.6659604909753374,False,False,True
2022-02-14,L,2,T1,NEUTRAL,80,79,5214.75,5208.75,-1.0,-305.0,6.0,0.8095238095238095,0.47619047619047616,True,0.43032786885245905,0.5749364613374099,True,False,True
2022-02-14,L,2,T2,NEUTRAL,80,79,5214.75,5208.75,-1.0,-305.0,6.0,0.8095238095238095,0.47619047619047616,True,0.43032786885245905,0.5749364613374099,True,False,True
2022-02-15,S,2,T1,NEUTRAL,11,10,5259.5,5266.5,-1.0,-355.0,7.0,0.56,0.36,False,0.6702412868632708,0.7781488158339906,True,False,False
2022-02-15,S,2,T2,NEUTRAL,11,10,5259.5,5266.5,-1.0,-355.0,7.0,0.56,0.36,False,0.6702412868632708,0.7781488158339906,True,False,False
2022-02-15,L,2,T1,NEUTRAL,58,57,5271.5,5267.25,1.0,207.5,4.25,0.7857142857142857,0.42857142857142855,True,0.9210526315789475,0.35314413378943615,True,True,True
2022-02-15,L,2,T2,NEUTRAL,58,57,5271.5,5267.25,-1.0,-217.5,4.25,0.7857142857142857,0.42857142857142855,True,0.9210526315789475,0.35314413378943615,True,True,True
2022-02-16,S,2,T1,BEAR,10,9,5246.75,5254.25,-1.0,-380.0,7.5,0.6666666666666667,0.037037037037037035,True,0.8617021276595745,1.4305524401763174,True,False,False
2022-02-16,S,2,T2,BEAR,10,9,5246.75,5254.25,-1.0,-380.0,7.5,0.6666666666666667,0.037037037037037035,True,0.8617021276595745,1.4305524401763174,True,False,False
2022-02-16,S,2,T1,NEUTRAL,18,17,5250.25,5256.0,-1.0,-292.5,5.75,0.44999999999999996,0.5,False,0.881057268722467,0.762551682169293,True,True,True
2022-02-16,S,2,T2,NEUTRAL,18,17,5250.25,5256.0,-1.0,-292.5,5.75,0.44999999999999996,0.5,False,0.881057268722467,0.762551682169293,True,True,True
2022-02-16,L,2,T1,NEUTRAL,24,23,5253.5,5247.25,-1.0,-317.5,6.25,0.9545454545454546,0.6363636363636364,True,0.990990990990991,-0.011599116501570647,False,False,True
2022-02-16,L,2,T2,NEUTRAL,24,23,5253.5,5247.25,-1.0,-317.5,6.25,0.9545454545454546,0.6363636363636364,True,0.990990990990991,-0.011599116501570647,False,False,True
2022-02-16,S,2,T1,BULL,48,47,5248.75,5253.75,-1.0,-255.0,5.0,0.5294117647058824,0.29411764705882354,False,1.069182389937107,0.4336128624455118,True,True,True
2022-02-16,S,2,T2,BULL,48,47,5248.75,5253.75,-1.0,-255.0,5.0,0.5294117647058824,0.29411764705882354,False,1.069182389937107,0.4336128624455118,True,True,True
2022-02-16,L,2,T1,BULL,72,71,5293.5,5285.75,-1.0,-392.5,7.75,0.4642857142857143,0.42857142857142855,False,0.9003215434083601,2.0353526335866174,True,False,True
2022-02-16,L,2,T2,BULL,72,71,5293.5,5285.75,-1.0,-392.5,7.75,0.4642857142857143,0.42857142857142855,False,0.9003215434083601,2.0353526335866174,True,False,True
2022-02-17,S,2,T1,BEAR,17,16,5218.5,5231.5,-1.0,-655.0,13.0,0.6938775510204082,0.20408163265306123,True,1.6013071895424835,1.9768633132297229,True,False,True
2022-02-17,S,2,T2,BEAR,17,16,5218.5,5231.5,-1.0,-655.0,13.0,0.6938775510204082,0.20408163265306123,True,1.6013071895424835,1.9768633132297229,True,False,True
2022-02-17,L,2,T1,BEAR,34,33,5232.25,5226.5,1.0,282.5,5.75,0.85,0.15,True,0.8333333333333334,-0.049407783258326766,False,False,True
2022-02-17,L,2,T2,BEAR,34,33,5232.25,5226.5,-1.0,-292.5,5.75,0.85,0.15,True,0.8333333333333334,-0.049407783258326766,False,False,True
2022-02-17,S,2,T1,BEAR,44,43,5228.0,5232.75,1.0,232.5,4.75,0.9375,0.5625,True,1.0,1.0360952019568686,True,True,True
2022-02-17,S,2,T2,BEAR,44,43,5228.0,5232.75,2.0,470.0,4.75,0.9375,0.5625,True,1.0,1.0360952019568686,True,True,True
2022-02-17,S,2,T1,BEAR,76,75,5197.5,5202.5,1.0,245.0,5.0,0.5294117647058824,0.5294117647058824,True,0.6319702602230484,0.972037113827196,True,False,True
2022-02-17,S,2,T2,BEAR,76,75,5197.5,5202.5,2.0,495.0,5.0,0.5294117647058824,0.5294117647058824,True,0.6319702602230484,0.972037113827196,True,False,True
2022-02-18,L,2,T1,BEAR,16,15,5181.5,5173.5,-1.0,-405.0,8.0,1.0,0.2413793103448276,True,0.838150289017341,-0.8862627968160347,False,False,True
2022-02-18,L,2,T2,BEAR,16,15,5181.5,5173.5,-1.0,-405.0,8.0,1.0,0.2413793103448276,True,0.838150289017341,-0.8862627968160347,False,False,True
2022-02-22,L,2,T1,NEUTRAL,10,9,5164.0,5148.25,-1.0,-792.5,15.75,0.9,0.38333333333333336,True,0.9712230215827338,1.2164020151754262,True,False,False
2022-02-22,L,2,T2,NEUTRAL,10,9,5164.0,5148.25,-1.0,-792.5,15.75,0.9,0.38333333333333336,True,0.9712230215827338,1.2164020151754262,True,False,False
2022-02-22,S,2,T1,BEAR,36,35,5123.25,5130.5,1.0,357.5,7.25,0.9230769230769231,0.038461538461538464,True,0.7492795389048991,1.348607332846865,True,False,True
2022-02-22,S,2,T2,BEAR,36,35,5123.25,5130.5,2.0,720.0,7.25,0.9230769230769231,0.038461538461538464,True,0.7492795389048991,1.348607332846865,True,False,True
2022-02-22,S,2,T1,BEAR,50,49,5104.0,5112.5,1.0,420.0,8.5,0.3548387096774194,0.22580645161290322,False,1.0616438356164384,1.9133646963920712,True,False,True
2022-02-22,S,2,T2,BEAR,50,49,5104.0,5112.5,2.0,845.0,8.5,0.3548387096774194,0.22580645161290322,False,1.0616438356164384,1.9133646963920712,True,False,True
2022-02-22,S,2,T1,NEUTRAL,63,62,5100.75,5112.0,-1.0,-567.5,11.25,0.7619047619047619,0.11904761904761904,False,0.9271523178807948,0.023064582389590506,True,False,True
2022-02-22,S,2,T2,NEUTRAL,63,62,5100.75,5112.0,-1.0,-567.5,11.25,0.7619047619047619,0.11904761904761904,False,0.9271523178807948,0.023064582389590506,True,False,True
2022-02-22,L,2,T1,BEAR,74,73,5137.0,5126.0,-1.0,-555.0,11.0,0.7073170731707317,0.24390243902439024,False,0.6890756302521008,1.0437745635824873,True,False,True
2022-02-22,L,2,T2,BEAR,74,73,5137.0,5126.0,-1.0,-555.0,11.0,0.7073170731707317,0.24390243902439024,False,0.6890756302521008,1.0437745635824873,True,False,True
2022-02-23,S,2,T1,BEAR,28,27,5091.75,5101.25,-1.0,-480.0,9.5,0.8857142857142857,0.42857142857142855,True,0.9831460674157303,1.2903425131720765,True,False,True
2022-02-23,S,2,T2,BEAR,28,27,5091.75,5101.25,-1.0,-480.0,9.5,0.8857142857142857,0.42857142857142855,True,0.9831460674157303,1.2903425131720765,True,False,True
2022-02-23,L,2,T1,BEAR,57,56,5082.0,5071.75,-1.0,-517.5,10.25,0.6052631578947368,0.42105263157894735,True,0.926829268292683,-0.4644798466940368,False,False,True
2022-02-23,L,2,T2,BEAR,57,56,5082.0,5071.75,-1.0,-517.5,10.25,0.6052631578947368,0.42105263157894735,True,0.926829268292683,-0.4644798466940368,False,False,True
2022-02-24,L,2,T1,BULL,20,19,4998.5,4980.5,-1.0,-905.0,18.0,0.18840579710144928,0.2898550724637681,False,0.9857142857142858,1.4378454188248724,True,False,True
2022-02-24,L,2,T2,BULL,20,19,4998.5,4980.5,-1.0,-905.0,18.0,0.18840579710144928,0.2898550724637681,False,0.9857142857142858,1.4378454188248724,True,False,True
2022-02-24,S,2,T1,BULL,40,39,4990.75,4998.25,1.0,370.0,7.5,0.7037037037037037,0.2962962962962963,False,0.5660377358490566,-0.24279942998536108,False,False,True
2022-02-24,S,2,T2,BULL,40,39,4990.75,4998.25,2.0,745.0,7.5,0.7037037037037037,0.2962962962962963,False,0.5660377358490566,-0.24279942998536108,False,False,True
2022-02-24,L,2,T1,BULL,57,56,5016.0,4996.5,1.0,970.0,19.5,0.16,0.52,False,1.1503067484662577,1.0259729172781153,True,True,True
2022-02-24,L,2,T2,BULL,57,56,5016.0,4996.5,2.0,1945.0,19.5,0.16,0.52,False,1.1503067484662577,1.0259729172781153,True,True,True
2022-02-24,S,2,T1,NEUTRAL,76,75,5079.25,5090.25,-1.0,-555.0,11.0,0.926829268292683,0.7804878048780488,True,0.8686440677966101,-2.1858451798099416,False,False,True
2022-02-24,S,2,T2,NEUTRAL,76,75,5079.25,5090.25,-1.0,-555.0,11.0,0.926829268292683,0.7804878048780488,True,0.8686440677966101,-2.1858451798099416,False,False,True
2022-02-25,S,2,T1,NEUTRAL,14,13,5132.0,5141.25,-1.0,-467.5,9.25,0.6470588235294117,0.23529411764705882,True,0.5752961082910322,-0.5099005144625838,False,False,True
2022-02-25,S,2,T2,NEUTRAL,14,13,5132.0,5141.25,-1.0,-467.5,9.25,0.6470588235294117,0.23529411764705882,True,0.5752961082910322,-0.5099005144625838,False,False,True
2022-02-25,L,2,T1,NEUTRAL,59,58,5185.25,5181.25,1.0,195.0,4.0,0.38461538461538464,0.3076923076923077,True,0.41009463722397477,0.21566804127543848,True,True,True
2022-02-25,L,2,T2,NEUTRAL,59,58,5185.25,5181.25,2.0,395.0,4.0,0.38461538461538464,0.3076923076923077,True,0.41009463722397477,0.21566804127543848,True,True,True
2022-02-25,S,2,T1,NEUTRAL,69,68,5171.75,5179.25,-1.0,-380.0,7.5,0.2962962962962963,0.5185185185185185,False,0.7161803713527851,1.0224020803034073,True,False,True
2022-02-25,S,2,T2,NEUTRAL,69,68,5171.75,5179.25,-1.0,-380.0,7.5,0.2962962962962963,0.5185185185185185,False,0.7161803713527851,1.0224020803034073,True,False,True
2022-02-28,S,2,T1,BULL,8,7,5150.5,5165.0,-1.0,-730.0,14.5,0.8545454545454545,0.6363636363636364,True,1.0405405405405406,-0.013898195081954426,False,False,False
2022-02-28,S,2,T2,BULL,8,7,5150.5,5165.0,-1.0,-730.0,14.5,0.8545454545454545,0.6363636363636364,True,1.0405405405405406,-0.013898195081954426,False,False,False
2022-02-28,S,2,T1,BULL,55,54,5160.75,5168.75,1.0,395.0,8.0,0.4482758620689655,0.2413793103448276,True,0.7323232323232323,0.1765780844975366,True,True,True
2022-02-28,S,2,T2,BULL,55,54,5160.75,5168.75,2.0,795.0,8.0,0.4482758620689655,0.2413793103448276,True,0.7323232323232323,0.1765780844975366,True,True,True
2022-02-28,S,2,T1,NEUTRAL,61,60,5127.75,5136.5,-1.0,-442.5,8.75,0.5625,0.28125,False,0.7032967032967034,1.9380503592224008,True,False,True
2022-02-28,S,2,T2,NEUTRAL,61,60,5127.75,5136.5,-1.0,-442.5,8.75,0.5625,0.28125,False,0.7032967032967034,1.9380503592224008,True,False,True
2022-03-01,S,2,T1,BEAR,14,13,5158.25,5171.5,1.0,657.5,13.25,0.88,0.52,True,0.9208103130755065,0.9568194540348406,True,True,True
2022-03-01,S,2,T2,BEAR,14,13,5158.25,5171.5,2.0,1320.0,13.25,0.88,0.52,True,0.9208103130755065,0.9568194540348406,True,True,True
2022-03-01,S,2,T1,BEAR,22,21,5148.75,5160.5,1.0,582.5,11.75,0.18181818181818177,0.7045454545454546,False,1.0526315789473686,1.1319631786127025,True,False,True
2022-03-01,S,2,T2,BEAR,22,21,5148.75,5160.5,2.0,1170.0,11.75,0.18181818181818177,0.7045454545454546,False,1.0526315789473686,1.1319631786127025,True,False,True
2022-03-01,S,2,T1,BULL,44,43,5129.5,5140.0,1.0,520.0,10.5,0.6923076923076923,0.10256410256410256,False,1.0743801652892562,0.1168843791609447,True,True,True
2022-03-01,S,2,T2,BULL,44,43,5129.5,5140.0,2.0,1045.0,10.5,0.6923076923076923,0.10256410256410256,False,1.0743801652892562,0.1168843791609447,True,True,True
2022-03-01,S,2,T1,NEUTRAL,55,54,5106.0,5114.0,1.0,395.0,8.0,0.5517241379310345,0.10344827586206896,False,0.807799442896936,1.191702416858244,True,False,True
2022-03-01,S,2,T2,NEUTRAL,55,54,5106.0,5114.0,-1.0,-405.0,8.0,0.5517241379310345,0.10344827586206896,False,0.807799442896936,1.191702416858244,True,False,True
2022-03-01,S,2,T1,NEUTRAL,76,75,5105.0,5120.0,-1.0,-755.0,15.0,0.8947368421052632,0.5263157894736842,True,1.2837837837837838,1.2593558102733302,True,True,True
2022-03-01,S,2,T2,NEUTRAL,76,75,5105.0,5120.0,-1.0,-755.0,15.0,0.8947368421052632,0.5263157894736842,True,1.2837837837837838,1.2593558102733302,True,True,True
