Date,dir,count,gate,exit,net
2021-06-18,L,1,base,eod,-205.0
2021-06-18,L,1,base,term,-205.0
2021-06-18,L,1,base,oppo,-205.0
2021-06-18,L,1,base,t4p,-205.0
2021-06-18,L,1,base,t8p,-205.0
2021-06-18,L,1,sticky,eod,-205.0
2021-06-18,L,1,sticky,term,-205.0
2021-06-18,L,1,sticky,oppo,-205.0
2021-06-18,L,1,sticky,t4p,-205.0
2021-06-18,L,1,sticky,t8p,-205.0
2021-06-18,L,1,closec,eod,-205.0
2021-06-18,L,1,closec,term,-205.0
2021-06-18,L,1,closec,oppo,-205.0
2021-06-18,L,1,closec,t4p,-205.0
2021-06-18,L,1,closec,t8p,-205.0
2021-06-21,L,1,base,eod,732.5
2021-06-21,L,1,base,term,-205.0
2021-06-21,L,1,base,oppo,-205.0
2021-06-21,L,1,base,t4p,195.0
2021-06-21,L,1,base,t8p,395.0
2021-06-21,L,1,sticky,eod,732.5
2021-06-21,L,1,sticky,term,-205.0
2021-06-21,L,1,sticky,oppo,-205.0
2021-06-21,L,1,sticky,t4p,195.0
2021-06-21,L,1,sticky,t8p,395.0
2021-06-21,L,1,closec,eod,732.5
2021-06-21,L,1,closec,term,-205.0
2021-06-21,L,1,closec,oppo,-205.0
2021-06-21,L,1,closec,t4p,195.0
2021-06-21,L,1,closec,t8p,395.0
2021-06-21,L,2,base,eod,657.5
2021-06-21,L,2,base,term,-205.0
2021-06-21,L,2,base,oppo,-205.0
2021-06-21,L,2,base,t4p,195.0
2021-06-21,L,2,base,t8p,395.0
2021-06-21,L,2,sticky,eod,657.5
2021-06-21,L,2,sticky,term,-205.0
2021-06-21,L,2,sticky,oppo,-205.0
2021-06-21,L,2,sticky,t4p,195.0
2021-06-21,L,2,sticky,t8p,395.0
2021-06-21,L,2,closec,eod,657.5
2021-06-21,L,2,closec,term,-205.0
2021-06-21,L,2,closec,oppo,-205.0
2021-06-21,L,2,closec,t4p,195.0
2021-06-21,L,2,closec,t8p,395.0
2021-06-21,L,1,base,eod,607.5
2021-06-21,L,1,base,term,-205.0
2021-06-21,L,1,base,oppo,-205.0
2021-06-21,L,1,base,t4p,195.0
2021-06-21,L,1,base,t8p,395.0
2021-06-21,L,1,sticky,eod,607.5
2021-06-21,L,1,sticky,term,-205.0
2021-06-21,L,1,sticky,oppo,-205.0
2021-06-21,L,1,sticky,t4p,195.0
2021-06-21,L,1,sticky,t8p,395.0
2021-06-21,L,1,closec,eod,607.5
2021-06-21,L,1,closec,term,-205.0
2021-06-21,L,1,closec,oppo,-205.0
2021-06-21,L,1,closec,t4p,195.0
2021-06-21,L,1,closec,t8p,395.0
2021-06-21,L,2,base,eod,657.5
2021-06-21,L,2,base,term,-205.0
2021-06-21,L,2,base,oppo,-205.0
2021-06-21,L,2,base,t4p,195.0
2021-06-21,L,2,base,t8p,395.0
2021-06-21,L,2,sticky,eod,657.5
2021-06-21,L,2,sticky,term,-205.0
2021-06-21,L,2,sticky,oppo,-205.0
2021-06-21,L,2,sticky,t4p,195.0
2021-06-21,L,2,sticky,t8p,395.0
2021-06-21,L,2,closec,eod,657.5
2021-06-21,L,2,closec,term,-205.0
2021-06-21,L,2,closec,oppo,-205.0
2021-06-21,L,2,closec,t4p,195.0
2021-06-21,L,2,closec,t8p,395.0
2021-06-21,L,1,base,eod,320.0
2021-06-21,L,1,base,term,-205.0
2021-06-21,L,1,base,oppo,-205.0
2021-06-21,L,1,base,t4p,195.0
2021-06-21,L,1,base,t8p,-205.0
2021-06-21,L,1,sticky,eod,320.0
2021-06-21,L,1,sticky,term,-205.0
2021-06-21,L,1,sticky,oppo,-205.0
2021-06-21,L,1,sticky,t4p,195.0
2021-06-21,L,1,sticky,t8p,-205.0
2021-06-21,L,1,closec,eod,320.0
2021-06-21,L,1,closec,term,-205.0
2021-06-21,L,1,closec,oppo,-205.0
2021-06-21,L,1,closec,t4p,195.0
2021-06-21,L,1,closec,t8p,-205.0
2021-06-21,L,2,base,eod,382.5
2021-06-21,L,2,base,term,-205.0
2021-06-21,L,2,base,oppo,-205.0
2021-06-21,L,2,base,t4p,195.0
2021-06-21,L,2,base,t8p,-205.0
2021-06-21,L,2,sticky,eod,382.5
2021-06-21,L,2,sticky,term,-205.0
2021-06-21,L,2,sticky,oppo,-205.0
2021-06-21,L,2,sticky,t4p,195.0
2021-06-21,L,2,sticky,t8p,-205.0
2021-06-21,L,2,closec,eod,382.5
2021-06-21,L,2,closec,term,-205.0
2021-06-21,L,2,closec,oppo,-205.0
2021-06-21,L,2,closec,t4p,195.0
2021-06-21,L,2,closec,t8p,-205.0
2021-06-22,L,1,base,eod,870.0
2021-06-22,L,1,base,term,-205.0
2021-06-22,L,1,base,oppo,-205.0
2021-06-22,L,1,base,t4p,195.0
2021-06-22,L,1,base,t8p,395.0
2021-06-22,L,1,sticky,eod,870.0
2021-06-22,L,1,sticky,term,-205.0
2021-06-22,L,1,sticky,oppo,-205.0
2021-06-22,L,1,sticky,t4p,195.0
2021-06-22,L,1,sticky,t8p,395.0
2021-06-22,L,1,closec,eod,870.0
2021-06-22,L,1,closec,term,-205.0
2021-06-22,L,1,closec,oppo,-205.0
2021-06-22,L,1,closec,t4p,195.0
2021-06-22,L,1,closec,t8p,395.0
2021-06-22,L,1,base,eod,-205.0
2021-06-22,L,1,base,term,-205.0
2021-06-22,L,1,base,oppo,-205.0
2021-06-22,L,1,base,t4p,-205.0
2021-06-22,L,1,base,t8p,-205.0
2021-06-22,L,1,sticky,eod,-205.0
2021-06-22,L,1,sticky,term,-205.0
2021-06-22,L,1,sticky,oppo,-205.0
2021-06-22,L,1,sticky,t4p,-205.0
2021-06-22,L,1,sticky,t8p,-205.0
2021-06-22,L,1,closec,eod,-205.0
2021-06-22,L,1,closec,term,-205.0
2021-06-22,L,1,closec,oppo,-205.0
2021-06-22,L,1,closec,t4p,-205.0
2021-06-22,L,1,closec,t8p,-205.0
2021-06-23,S,2,sticky,eod,520.0
2021-06-23,S,2,sticky,term,157.5
2021-06-23,S,2,sticky,oppo,-205.0
2021-06-23,S,2,sticky,t4p,195.0
2021-06-23,S,2,sticky,t8p,395.0
2021-06-23,S,1,sticky,eod,-205.0
2021-06-23,S,1,sticky,term,-80.0
2021-06-23,S,1,sticky,oppo,-205.0
2021-06-23,S,1,sticky,t4p,195.0
2021-06-23,S,1,sticky,t8p,-205.0
2021-06-23,S,1,sticky,eod,-205.0
2021-06-23,S,1,sticky,term,-80.0
2021-06-23,S,1,sticky,oppo,-205.0
2021-06-23,S,1,sticky,t4p,195.0
2021-06-23,S,1,sticky,t8p,-205.0
2021-06-23,L,1,closec,eod,-205.0
2021-06-23,L,1,closec,term,-205.0
2021-06-23,L,1,closec,oppo,-205.0
2021-06-23,L,1,closec,t4p,-205.0
2021-06-23,L,1,closec,t8p,-205.0
2021-06-23,S,1,base,eod,-205.0
2021-06-23,S,1,base,term,-155.0
2021-06-23,S,1,base,oppo,-205.0
2021-06-23,S,1,base,t4p,-205.0
2021-06-23,S,1,base,t8p,-205.0
2021-06-23,S,1,sticky,eod,-205.0
2021-06-23,S,1,sticky,term,-155.0
2021-06-23,S,1,sticky,oppo,-205.0
2021-06-23,S,1,sticky,t4p,-205.0
2021-06-23,S,1,sticky,t8p,-205.0
2021-06-23,L,1,closec,eod,-205.0
2021-06-23,L,1,closec,term,-205.0
2021-06-23,L,1,closec,oppo,-205.0
2021-06-23,L,1,closec,t4p,195.0
2021-06-23,L,1,closec,t8p,-205.0
2021-06-23,L,2,closec,eod,-205.0
2021-06-23,L,2,closec,term,-205.0
2021-06-23,L,2,closec,oppo,-205.0
2021-06-23,L,2,closec,t4p,195.0
2021-06-23,L,2,closec,t8p,-205.0
2021-06-24,L,1,base,eod,-205.0
2021-06-24,L,1,base,term,-205.0
2021-06-24,L,1,base,oppo,-205.0
2021-06-24,L,1,base,t4p,-205.0
2021-06-24,L,1,base,t8p,-205.0
2021-06-24,L,1,sticky,eod,-205.0
2021-06-24,L,1,sticky,term,-205.0
2021-06-24,L,1,sticky,oppo,-205.0
2021-06-24,L,1,sticky,t4p,-205.0
2021-06-24,L,1,sticky,t8p,-205.0
2021-06-24,L,1,closec,eod,-205.0
2021-06-24,L,1,closec,term,-205.0
2021-06-24,L,1,closec,oppo,-205.0
2021-06-24,L,1,closec,t4p,-205.0
2021-06-24,L,1,closec,t8p,-205.0
2021-06-24,L,1,base,eod,-205.0
2021-06-24,L,1,base,term,-205.0
2021-06-24,L,1,base,oppo,-205.0
2021-06-24,L,1,base,t4p,-205.0
2021-06-24,L,1,base,t8p,-205.0
2021-06-24,L,1,sticky,eod,-205.0
2021-06-24,L,1,sticky,term,-205.0
2021-06-24,L,1,sticky,oppo,-205.0
2021-06-24,L,1,sticky,t4p,-205.0
2021-06-24,L,1,sticky,t8p,-205.0
2021-06-24,L,1,closec,eod,-205.0
2021-06-24,L,1,closec,term,-205.0
2021-06-24,L,1,closec,oppo,-205.0
2021-06-24,L,1,closec,t4p,-205.0
2021-06-24,L,1,closec,t8p,-205.0
2021-06-24,L,2,base,eod,-205.0
2021-06-24,L,2,base,term,-130.0
2021-06-24,L,2,base,oppo,-205.0
2021-06-24,L,2,base,t4p,-205.0
2021-06-24,L,2,base,t8p,-205.0
2021-06-24,L,2,sticky,eod,-205.0
2021-06-24,L,2,sticky,term,-130.0
2021-06-24,L,2,sticky,oppo,-205.0
2021-06-24,L,2,sticky,t4p,-205.0
2021-06-24,L,2,sticky,t8p,-205.0
2021-06-24,L,2,closec,eod,-205.0
2021-06-24,L,2,closec,term,-205.0
2021-06-24,L,2,closec,oppo,-205.0
2021-06-24,L,2,closec,t4p,-205.0
2021-06-24,L,2,closec,t8p,-205.0
2021-06-24,L,1,base,eod,182.5
2021-06-24,L,1,base,term,82.5
2021-06-24,L,1,base,oppo,-205.0
2021-06-24,L,1,base,t4p,195.0
2021-06-24,L,1,base,t8p,-205.0
2021-06-24,L,1,sticky,eod,182.5
2021-06-24,L,1,sticky,term,82.5
2021-06-24,L,1,sticky,oppo,-205.0
2021-06-24,L,1,sticky,t4p,195.0
2021-06-24,L,1,sticky,t8p,-205.0
2021-06-24,L,1,closec,eod,182.5
2021-06-24,L,1,closec,term,82.5
2021-06-24,L,1,closec,oppo,-205.0
2021-06-24,L,1,closec,t4p,195.0
2021-06-24,L,1,closec,t8p,-205.0
2021-06-24,L,1,base,eod,-205.0
2021-06-24,L,1,base,term,20.0
2021-06-24,L,1,base,oppo,-205.0
2021-06-24,L,1,base,t4p,-205.0
2021-06-24,L,1,base,t8p,-205.0
2021-06-24,L,1,sticky,eod,-205.0
2021-06-24,L,1,sticky,term,20.0
2021-06-24,L,1,sticky,oppo,-205.0
2021-06-24,L,1,sticky,t4p,-205.0
2021-06-24,L,1,sticky,t8p,-205.0
2021-06-24,L,1,closec,eod,-205.0
2021-06-24,L,1,closec,term,-30.0
2021-06-24,L,1,closec,oppo,-205.0
2021-06-24,L,1,closec,t4p,-205.0
2021-06-24,L,1,closec,t8p,-205.0
2021-06-24,L,1,base,eod,-205.0
2021-06-24,L,1,base,term,-105.0
2021-06-24,L,1,base,oppo,-205.0
2021-06-24,L,1,base,t4p,-205.0
2021-06-24,L,1,base,t8p,-205.0
2021-06-24,L,1,sticky,eod,-205.0
2021-06-24,L,1,sticky,term,-105.0
2021-06-24,L,1,sticky,oppo,-205.0
2021-06-24,L,1,sticky,t4p,-205.0
2021-06-24,L,1,sticky,t8p,-205.0
2021-06-24,L,1,closec,eod,-205.0
2021-06-24,L,1,closec,term,-155.0
2021-06-24,L,1,closec,oppo,-205.0
2021-06-24,L,1,closec,t4p,-205.0
2021-06-24,L,1,closec,t8p,-205.0
2021-06-25,L,1,base,eod,257.5
2021-06-25,L,1,base,term,-205.0
2021-06-25,L,1,base,oppo,-205.0
2021-06-25,L,1,base,t4p,195.0
2021-06-25,L,1,base,t8p,395.0
2021-06-25,L,1,sticky,eod,257.5
2021-06-25,L,1,sticky,term,-205.0
2021-06-25,L,1,sticky,oppo,-205.0
2021-06-25,L,1,sticky,t4p,195.0
2021-06-25,L,1,sticky,t8p,395.0
2021-06-25,L,1,closec,eod,257.5
2021-06-25,L,1,closec,term,-205.0
2021-06-25,L,1,closec,oppo,-205.0
2021-06-25,L,1,closec,t4p,195.0
2021-06-25,L,1,closec,t8p,395.0
2021-06-25,L,1,base,eod,357.5
2021-06-25,L,1,base,term,-205.0
2021-06-25,L,1,base,oppo,-205.0
2021-06-25,L,1,base,t4p,195.0
2021-06-25,L,1,base,t8p,395.0
2021-06-25,L,1,sticky,eod,357.5
2021-06-25,L,1,sticky,term,-205.0
2021-06-25,L,1,sticky,oppo,-205.0
2021-06-25,L,1,sticky,t4p,195.0
2021-06-25,L,1,sticky,t8p,395.0
2021-06-25,L,1,closec,eod,357.5
2021-06-25,L,1,closec,term,-205.0
2021-06-25,L,1,closec,oppo,-205.0
2021-06-25,L,1,closec,t4p,195.0
2021-06-25,L,1,closec,t8p,395.0
2021-06-25,L,2,base,eod,245.0
2021-06-25,L,2,base,term,-205.0
2021-06-25,L,2,base,oppo,-205.0
2021-06-25,L,2,base,t4p,195.0
2021-06-25,L,2,base,t8p,395.0
2021-06-25,L,2,sticky,eod,245.0
2021-06-25,L,2,sticky,term,-205.0
2021-06-25,L,2,sticky,oppo,-205.0
2021-06-25,L,2,sticky,t4p,195.0
2021-06-25,L,2,sticky,t8p,395.0
2021-06-25,L,2,closec,eod,245.0
2021-06-25,L,2,closec,term,-205.0
2021-06-25,L,2,closec,oppo,-205.0
2021-06-25,L,2,closec,t4p,195.0
2021-06-25,L,2,closec,t8p,395.0
2021-06-25,L,1,base,eod,70.0
2021-06-25,L,1,base,term,-205.0
2021-06-25,L,1,base,oppo,-205.0
2021-06-25,L,1,base,t4p,195.0
2021-06-25,L,1,base,t8p,-205.0
2021-06-25,L,1,sticky,eod,70.0
2021-06-25,L,1,sticky,term,-205.0
2021-06-25,L,1,sticky,oppo,-205.0
2021-06-25,L,1,sticky,t4p,195.0
2021-06-25,L,1,sticky,t8p,-205.0
2021-06-25,L,1,closec,eod,70.0
2021-06-25,L,1,closec,term,-205.0
2021-06-25,L,1,closec,oppo,-205.0
2021-06-25,L,1,closec,t4p,195.0
2021-06-25,L,1,closec,t8p,-205.0
2021-06-28,L,2,base,eod,-205.0
2021-06-28,L,2,base,term,-130.0
2021-06-28,L,2,base,oppo,-205.0
2021-06-28,L,2,base,t4p,-205.0
2021-06-28,L,2,base,t8p,-205.0
2021-06-28,L,2,sticky,eod,-205.0
2021-06-28,L,2,sticky,term,-130.0
2021-06-28,L,2,sticky,oppo,-205.0
2021-06-28,L,2,sticky,t4p,-205.0
2021-06-28,L,2,sticky,t8p,-205.0
2021-06-28,L,2,closec,eod,-205.0
2021-06-28,L,2,closec,term,-155.0
2021-06-28,L,2,closec,oppo,-205.0
2021-06-28,L,2,closec,t4p,-205.0
2021-06-28,L,2,closec,t8p,-205.0
2021-06-28,S,2,base,eod,-205.0
2021-06-28,S,2,base,term,57.5
2021-06-28,S,2,base,oppo,-67.5
2021-06-28,S,2,base,t4p,195.0
2021-06-28,S,2,base,t8p,-205.0
2021-06-28,S,2,sticky,eod,-205.0
2021-06-28,S,2,sticky,term,57.5
2021-06-28,S,2,sticky,oppo,-67.5
2021-06-28,S,2,sticky,t4p,195.0
2021-06-28,S,2,sticky,t8p,-205.0
2021-06-28,S,1,base,eod,-205.0
2021-06-28,S,1,base,term,-80.0
2021-06-28,S,1,base,oppo,-205.0
2021-06-28,S,1,base,t4p,-205.0
2021-06-28,S,1,base,t8p,-205.0
2021-06-28,S,1,sticky,eod,-205.0
2021-06-28,S,1,sticky,term,-80.0
2021-06-28,S,1,sticky,oppo,-205.0
2021-06-28,S,1,sticky,t4p,-205.0
2021-06-28,S,1,sticky,t8p,-205.0
2021-06-28,S,1,closec,eod,-205.0
2021-06-28,S,1,closec,term,-80.0
2021-06-28,S,1,closec,oppo,-205.0
2021-06-28,S,1,closec,t4p,-205.0
2021-06-28,S,1,closec,t8p,-205.0
2021-06-28,S,1,base,eod,-205.0
2021-06-28,S,1,base,term,-105.0
2021-06-28,S,1,base,oppo,-205.0
2021-06-28,S,1,base,t4p,-205.0
2021-06-28,S,1,base,t8p,-205.0
2021-06-28,S,1,sticky,eod,-205.0
2021-06-28,S,1,sticky,term,-105.0
2021-06-28,S,1,sticky,oppo,-205.0
2021-06-28,S,1,sticky,t4p,-205.0
2021-06-28,S,1,sticky,t8p,-205.0
2021-06-28,S,1,closec,eod,-205.0
2021-06-28,S,1,closec,term,-105.0
2021-06-28,S,1,closec,oppo,-205.0
2021-06-28,S,1,closec,t4p,-205.0
2021-06-28,S,1,closec,t8p,-205.0
2021-06-28,L,1,base,eod,370.0
2021-06-28,L,1,base,term,-205.0
2021-06-28,L,1,base,oppo,-205.0
2021-06-28,L,1,base,t4p,195.0
2021-06-28,L,1,base,t8p,395.0
2021-06-28,L,1,sticky,eod,370.0
2021-06-28,L,1,sticky,term,-205.0
2021-06-28,L,1,sticky,oppo,-205.0
2021-06-28,L,1,sticky,t4p,195.0
2021-06-28,L,1,sticky,t8p,395.0
2021-06-28,L,1,closec,eod,370.0
2021-06-28,L,1,closec,term,-205.0
2021-06-28,L,1,closec,oppo,-205.0
2021-06-28,L,1,closec,t4p,195.0
2021-06-28,L,1,closec,t8p,395.0
2021-06-29,S,1,base,eod,-55.0
2021-06-29,S,1,base,term,-55.0
2021-06-29,S,1,base,oppo,145.0
2021-06-29,S,1,base,t4p,195.0
2021-06-29,S,1,base,t8p,-205.0
2021-06-29,S,1,sticky,eod,-55.0
2021-06-29,S,1,sticky,term,-55.0
2021-06-29,S,1,sticky,oppo,145.0
2021-06-29,S,1,sticky,t4p,195.0
2021-06-29,S,1,sticky,t8p,-205.0
2021-06-29,S,1,closec,eod,-55.0
2021-06-29,S,1,closec,term,-67.5
2021-06-29,S,1,closec,oppo,-80.0
2021-06-29,S,1,closec,t4p,195.0
2021-06-29,S,1,closec,t8p,-205.0
2021-06-29,S,1,sticky,eod,-105.0
2021-06-29,S,1,sticky,term,-55.0
2021-06-29,S,1,sticky,oppo,95.0
2021-06-29,S,1,sticky,t4p,195.0
2021-06-29,S,1,sticky,t8p,-205.0
2021-06-29,S,1,sticky,eod,-105.0
2021-06-29,S,1,sticky,term,-55.0
2021-06-29,S,1,sticky,oppo,95.0
2021-06-29,S,1,sticky,t4p,195.0
2021-06-29,S,1,sticky,t8p,-205.0
2021-06-29,S,1,sticky,eod,-117.5
2021-06-29,S,1,sticky,term,82.5
2021-06-29,S,1,sticky,oppo,82.5
2021-06-29,S,1,sticky,t4p,195.0
2021-06-29,S,1,sticky,t8p,-205.0
2021-06-30,L,1,base,eod,-205.0
2021-06-30,L,1,base,term,-67.5
2021-06-30,L,1,base,oppo,-142.5
2021-06-30,L,1,base,t4p,-205.0
2021-06-30,L,1,base,t8p,-205.0
2021-06-30,L,1,sticky,eod,-205.0
2021-06-30,L,1,sticky,term,-67.5
2021-06-30,L,1,sticky,oppo,-142.5
2021-06-30,L,1,sticky,t4p,-205.0
2021-06-30,L,1,sticky,t8p,-205.0
2021-06-30,S,1,base,eod,-205.0
2021-06-30,S,1,base,term,-30.0
2021-06-30,S,1,base,oppo,-192.5
2021-06-30,S,1,base,t4p,-205.0
2021-06-30,S,1,base,t8p,-205.0
2021-06-30,S,1,sticky,eod,-205.0
2021-06-30,S,1,sticky,term,-30.0
2021-06-30,S,1,sticky,oppo,-192.5
2021-06-30,S,1,sticky,t4p,-205.0
2021-06-30,S,1,sticky,t8p,-205.0
2021-06-30,S,1,base,eod,-205.0
2021-06-30,S,1,base,term,-180.0
2021-06-30,S,1,base,oppo,-180.0
2021-06-30,S,1,base,t4p,-205.0
2021-06-30,S,1,base,t8p,-205.0
2021-06-30,S,1,sticky,eod,-205.0
2021-06-30,S,1,sticky,term,-180.0
2021-06-30,S,1,sticky,oppo,-180.0
2021-06-30,S,1,sticky,t4p,-205.0
2021-06-30,S,1,sticky,t8p,-205.0
2021-06-30,S,2,base,eod,-205.0
2021-06-30,S,2,base,term,-42.5
2021-06-30,S,2,base,oppo,-205.0
2021-06-30,S,2,base,t4p,-205.0
2021-06-30,S,2,base,t8p,-205.0
2021-06-30,S,2,sticky,eod,-205.0
2021-06-30,S,2,sticky,term,-42.5
2021-06-30,S,2,sticky,oppo,-205.0
2021-06-30,S,2,sticky,t4p,-205.0
2021-06-30,S,2,sticky,t8p,-205.0
2021-06-30,S,1,base,eod,-205.0
2021-06-30,S,1,base,term,-55.0
2021-06-30,S,1,base,oppo,-205.0
2021-06-30,S,1,base,t4p,-205.0
2021-06-30,S,1,base,t8p,-205.0
2021-06-30,S,1,sticky,eod,-205.0
2021-06-30,S,1,sticky,term,-55.0
2021-06-30,S,1,sticky,oppo,-205.0
2021-06-30,S,1,sticky,t4p,-205.0
2021-06-30,S,1,sticky,t8p,-205.0
2021-06-30,S,1,base,eod,-205.0
2021-06-30,S,1,base,term,-42.5
2021-06-30,S,1,base,oppo,-205.0
2021-06-30,S,1,base,t4p,-205.0
2021-06-30,S,1,base,t8p,-205.0
2021-06-30,S,1,sticky,eod,-205.0
2021-06-30,S,1,sticky,term,-42.5
2021-06-30,S,1,sticky,oppo,-205.0
2021-06-30,S,1,sticky,t4p,-205.0
2021-06-30,S,1,sticky,t8p,-205.0
2021-06-30,S,1,closec,eod,-205.0
2021-06-30,S,1,closec,term,-42.5
2021-06-30,S,1,closec,oppo,-205.0
2021-06-30,S,1,closec,t4p,-205.0
2021-06-30,S,1,closec,t8p,-205.0
2021-07-01,L,2,base,eod,-205.0
2021-07-01,L,2,base,term,-105.0
2021-07-01,L,2,base,oppo,-205.0
2021-07-01,L,2,base,t4p,-205.0
2021-07-01,L,2,base,t8p,-205.0
2021-07-01,L,2,sticky,eod,-205.0
2021-07-01,L,2,sticky,term,-105.0
2021-07-01,L,2,sticky,oppo,-205.0
2021-07-01,L,2,sticky,t4p,-205.0
2021-07-01,L,2,sticky,t8p,-205.0
2021-07-01,L,1,base,eod,-205.0
2021-07-01,L,1,base,term,-167.5
2021-07-01,L,1,base,oppo,-205.0
2021-07-01,L,1,base,t4p,-205.0
2021-07-01,L,1,base,t8p,-205.0
2021-07-01,L,1,sticky,eod,-205.0
2021-07-01,L,1,sticky,term,-167.5
2021-07-01,L,1,sticky,oppo,-205.0
2021-07-01,L,1,sticky,t4p,-205.0
2021-07-01,L,1,sticky,t8p,-205.0
2021-07-01,L,1,closec,eod,-205.0
2021-07-01,L,1,closec,term,-205.0
2021-07-01,L,1,closec,oppo,-205.0
2021-07-01,L,1,closec,t4p,-205.0
2021-07-01,L,1,closec,t8p,-205.0
2021-07-01,L,1,base,eod,-205.0
2021-07-01,L,1,base,term,-67.5
2021-07-01,L,1,base,oppo,-205.0
2021-07-01,L,1,base,t4p,195.0
2021-07-01,L,1,base,t8p,-205.0
2021-07-01,L,1,sticky,eod,-205.0
2021-07-01,L,1,sticky,term,-67.5
2021-07-01,L,1,sticky,oppo,-205.0
2021-07-01,L,1,sticky,t4p,195.0
2021-07-01,L,1,sticky,t8p,-205.0
2021-07-01,L,1,closec,eod,-205.0
2021-07-01,L,1,closec,term,-130.0
2021-07-01,L,1,closec,oppo,-205.0
2021-07-01,L,1,closec,t4p,195.0
2021-07-01,L,1,closec,t8p,-205.0
2021-07-01,L,2,base,eod,-205.0
2021-07-01,L,2,base,term,-155.0
2021-07-01,L,2,base,oppo,-205.0
2021-07-01,L,2,base,t4p,-205.0
2021-07-01,L,2,base,t8p,-205.0
2021-07-01,L,2,sticky,eod,-205.0
2021-07-01,L,2,sticky,term,-155.0
2021-07-01,L,2,sticky,oppo,-205.0
2021-07-01,L,2,sticky,t4p,-205.0
2021-07-01,L,2,sticky,t8p,-205.0
2021-07-01,L,2,closec,eod,-205.0
2021-07-01,L,2,closec,term,-205.0
2021-07-01,L,2,closec,oppo,-205.0
2021-07-01,L,2,closec,t4p,-205.0
2021-07-01,L,2,closec,t8p,-205.0
2021-07-01,L,1,base,eod,-205.0
2021-07-01,L,1,base,term,-155.0
2021-07-01,L,1,base,oppo,-205.0
2021-07-01,L,1,base,t4p,-205.0
2021-07-01,L,1,base,t8p,-205.0
2021-07-01,L,1,sticky,eod,-205.0
2021-07-01,L,1,sticky,term,-155.0
2021-07-01,L,1,sticky,oppo,-205.0
2021-07-01,L,1,sticky,t4p,-205.0
2021-07-01,L,1,sticky,t8p,-205.0
2021-07-01,L,1,closec,eod,-205.0
2021-07-01,L,1,closec,term,-205.0
2021-07-01,L,1,closec,oppo,-205.0
2021-07-01,L,1,closec,t4p,-205.0
2021-07-01,L,1,closec,t8p,-205.0
2021-07-01,L,1,base,eod,145.0
2021-07-01,L,1,base,term,145.0
2021-07-01,L,1,base,oppo,157.5
2021-07-01,L,1,base,t4p,195.0
2021-07-01,L,1,base,t8p,-205.0
2021-07-01,L,1,sticky,eod,145.0
2021-07-01,L,1,sticky,term,145.0
2021-07-01,L,1,sticky,oppo,157.5
2021-07-01,L,1,sticky,t4p,195.0
2021-07-01,L,1,sticky,t8p,-205.0
2021-07-01,L,1,closec,eod,145.0
2021-07-01,L,1,closec,term,120.0
2021-07-01,L,1,closec,oppo,-205.0
2021-07-01,L,1,closec,t4p,195.0
2021-07-01,L,1,closec,t8p,-205.0
2021-07-01,L,1,base,eod,-42.5
2021-07-01,L,1,base,term,-42.5
2021-07-01,L,1,base,oppo,-30.0
2021-07-01,L,1,base,t4p,-205.0
2021-07-01,L,1,base,t8p,-205.0
2021-07-01,L,1,sticky,eod,-42.5
2021-07-01,L,1,sticky,term,-42.5
2021-07-01,L,1,sticky,oppo,-30.0
2021-07-01,L,1,sticky,t4p,-205.0
2021-07-01,L,1,sticky,t8p,-205.0
2021-07-01,L,1,closec,eod,-42.5
2021-07-01,L,1,closec,term,-67.5
2021-07-01,L,1,closec,oppo,-205.0
2021-07-01,L,1,closec,t4p,-205.0
2021-07-01,L,1,closec,t8p,-205.0
2021-07-06,S,1,base,eod,-205.0
2021-07-06,S,1,base,term,-205.0
2021-07-06,S,1,base,oppo,-205.0
2021-07-06,S,1,base,t4p,-205.0
2021-07-06,S,1,base,t8p,-205.0
2021-07-06,S,1,sticky,eod,-205.0
2021-07-06,S,1,sticky,term,-205.0
2021-07-06,S,1,sticky,oppo,-205.0
2021-07-06,S,1,sticky,t4p,-205.0
2021-07-06,S,1,sticky,t8p,-205.0
2021-07-06,S,1,closec,eod,-205.0
2021-07-06,S,1,closec,term,-205.0
2021-07-06,S,1,closec,oppo,-205.0
2021-07-06,S,1,closec,t4p,-205.0
2021-07-06,S,1,closec,t8p,-205.0
2021-07-06,S,1,base,eod,-205.0
2021-07-06,S,1,base,term,-205.0
2021-07-06,S,1,base,oppo,-205.0
2021-07-06,S,1,base,t4p,-205.0
2021-07-06,S,1,base,t8p,-205.0
2021-07-06,S,1,sticky,eod,-205.0
2021-07-06,S,1,sticky,term,-205.0
2021-07-06,S,1,sticky,oppo,-205.0
2021-07-06,S,1,sticky,t4p,-205.0
2021-07-06,S,1,sticky,t8p,-205.0
2021-07-06,S,1,closec,eod,-205.0
2021-07-06,S,1,closec,term,-205.0
2021-07-06,S,1,closec,oppo,-205.0
2021-07-06,S,1,closec,t4p,-205.0
2021-07-06,S,1,closec,t8p,-205.0
2021-07-06,S,1,base,eod,-205.0
2021-07-06,S,1,base,term,-142.5
2021-07-06,S,1,base,oppo,-205.0
2021-07-06,S,1,base,t4p,195.0
2021-07-06,S,1,base,t8p,-205.0
2021-07-06,S,1,sticky,eod,-205.0
2021-07-06,S,1,sticky,term,-142.5
2021-07-06,S,1,sticky,oppo,-205.0
2021-07-06,S,1,sticky,t4p,195.0
