Date,policy,net
2023-07-17,P3,-205.0
2023-07-25,P1,-205.0
2023-07-25,P2,-205.0
2023-07-25,P2,-205.0
2023-07-25,P3,-205.0
2023-07-25,P3,-205.0
2023-07-27,P1,-205.0
2023-07-27,P2,-205.0
2023-07-27,P3,-205.0
2023-08-01,P1,-205.0
2023-08-01,P2,-205.0
2023-08-01,P3,-205.0
2023-08-07,P1,582.5
2023-08-07,P2,582.5
2023-08-07,P3,582.5
2023-08-08,P1,-205.0
2023-08-08,P1,-205.0
2023-08-08,P1,570.0
2023-08-08,P2,-205.0
2023-08-08,P2,-205.0
2023-08-08,P2,570.0
2023-08-08,P3,-205.0
2023-08-08,P3,-205.0
2023-08-08,P3,570.0
2023-08-14,P1,-205.0
2023-08-14,P2,-205.0
2023-08-14,P3,-205.0
2023-08-18,P1,-205.0
2023-08-18,P2,-205.0
2023-08-18,P3,-205.0
2023-08-22,P1,-205.0
2023-08-22,P2,-205.0
2023-08-22,P3,-205.0
2023-08-23,P1,432.5
2023-08-23,P2,432.5
2023-08-23,P3,432.5
2023-08-25,P1,-205.0
2023-08-25,P2,-205.0
2023-08-25,P3,-205.0
2023-08-28,P1,-205.0
2023-08-28,P1,-205.0
2023-08-28,P2,-205.0
2023-08-28,P2,-205.0
2023-08-28,P3,-205.0
2023-08-28,P3,-205.0
2023-08-31,P1,-205.0
2023-08-31,P2,-205.0
2023-08-31,P3,-205.0
2023-09-07,P1,-205.0
2023-09-07,P2,-205.0
2023-09-07,P3,-205.0
2023-09-12,P1,-205.0
2023-09-12,P2,-205.0
2023-09-12,P2,-205.0
2023-09-12,P3,-205.0
2023-09-12,P3,-205.0
2023-09-13,P1,-205.0
2023-09-13,P2,-205.0
2023-09-13,P3,-205.0
2023-09-15,P1,-205.0
2023-09-15,P1,-205.0
2023-09-15,P2,-205.0
2023-09-15,P2,-205.0
2023-09-15,P3,-205.0
2023-09-15,P3,-205.0
2023-09-19,P1,-205.0
2023-09-19,P1,332.5
2023-09-19,P2,-205.0
2023-09-19,P2,332.5
2023-09-19,P3,-205.0
2023-09-19,P3,332.5
2023-09-20,P1,2745.0
2023-09-20,P2,2745.0
2023-09-20,P2,-205.0
2023-09-20,P3,-30.0
2023-09-20,P3,-205.0
2023-09-20,P3,-205.0
2023-09-20,P3,-205.0
2023-09-22,P1,-205.0
2023-09-22,P2,-205.0
2023-09-22,P3,-205.0
2023-09-26,P1,757.5
2023-09-26,P2,757.5
2023-09-26,P2,-205.0
2023-09-26,P3,757.5
2023-09-26,P3,-205.0
2023-09-29,P1,-205.0
2023-09-29,P1,-205.0
2023-09-29,P2,-205.0
2023-09-29,P2,-205.0
2023-09-29,P2,-205.0
2023-09-29,P3,-205.0
2023-09-29,P3,-205.0
2023-09-29,P3,-205.0
2023-10-03,P1,-205.0
2023-10-03,P2,-205.0
2023-10-03,P3,-205.0
2023-10-04,P1,-205.0
2023-10-04,P2,-205.0
2023-10-04,P3,-205.0
2023-10-05,P1,-205.0
2023-10-05,P2,-205.0
2023-10-05,P2,-205.0
2023-10-05,P3,-205.0
2023-10-05,P3,-205.0
2023-10-06,P1,-205.0
2023-10-06,P2,-205.0
2023-10-06,P3,-205.0
2023-10-11,P1,-205.0
2023-10-11,P2,-205.0
2023-10-11,P3,-205.0
2023-10-13,P1,-205.0
2023-10-13,P2,-205.0
2023-10-13,P3,-205.0
2023-10-19,P1,-205.0
2023-10-19,P2,-205.0
2023-10-19,P3,-205.0
2023-10-25,P1,32.5
2023-10-25,P2,32.5
2023-10-25,P2,-205.0
2023-10-25,P3,32.5
2023-10-25,P3,-205.0
2023-10-27,P1,-205.0
2023-10-27,P2,-205.0
2023-10-27,P3,-205.0
2023-10-30,P1,-205.0
2023-10-30,P2,-205.0
2023-10-30,P3,-205.0
2023-10-31,P1,107.5
2023-10-31,P2,107.5
2023-10-31,P3,107.5
2023-11-02,P1,182.5
2023-11-02,P2,182.5
2023-11-02,P3,182.5
2023-11-06,P1,-205.0
2023-11-06,P2,-205.0
2023-11-06,P2,-205.0
2023-11-06,P3,-205.0
2023-11-06,P3,-205.0
2023-11-07,P1,-205.0
2023-11-07,P2,-205.0
2023-11-07,P3,-205.0
2023-11-10,P1,570.0
2023-11-10,P2,570.0
2023-11-10,P2,507.5
2023-11-10,P3,570.0
2023-11-10,P3,507.5
2023-11-13,P1,-205.0
2023-11-13,P2,-205.0
2023-11-13,P3,-205.0
2023-11-14,P1,-205.0
2023-11-14,P2,-205.0
2023-11-14,P2,-205.0
2023-11-14,P2,-205.0
2023-11-14,P3,-205.0
2023-11-14,P3,-205.0
2023-11-14,P3,-205.0
2023-11-17,P1,82.5
2023-11-17,P2,82.5
2023-11-17,P3,82.5
2023-11-20,P1,620.0
2023-11-20,P2,620.0
2023-11-20,P3,620.0
2023-11-24,P1,-55.0
2023-11-24,P2,-55.0
2023-11-24,P3,-55.0
2023-11-28,P1,557.5
2023-11-28,P2,557.5
2023-11-28,P2,-205.0
2023-11-28,P3,557.5
2023-11-28,P3,-205.0
2023-11-29,P1,-205.0
2023-11-29,P2,-205.0
2023-11-29,P3,-205.0
2023-11-30,P1,-205.0
2023-11-30,P2,-205.0
2023-11-30,P3,-205.0
2023-12-01,P1,-205.0
2023-12-01,P1,-205.0
2023-12-01,P2,-205.0
2023-12-01,P2,-205.0
2023-12-01,P3,-205.0
2023-12-01,P3,-205.0
2023-12-04,P1,-205.0
2023-12-04,P1,-205.0
2023-12-04,P1,-205.0
2023-12-04,P2,-205.0
2023-12-04,P2,-205.0
2023-12-04,P2,-205.0
2023-12-04,P3,-205.0
2023-12-04,P3,-205.0
2023-12-04,P3,-205.0
2023-12-05,P1,-205.0
2023-12-05,P2,-205.0
2023-12-05,P3,-205.0
2023-12-06,P1,932.5
2023-12-06,P2,932.5
2023-12-06,P2,770.0
2023-12-06,P3,932.5
2023-12-06,P3,770.0
2023-12-07,P1,-205.0
2023-12-07,P2,-205.0
2023-12-07,P3,-205.0
2023-12-08,P1,-205.0
2023-12-08,P2,-205.0
2023-12-08,P3,-205.0
2023-12-12,P1,-205.0
2023-12-12,P1,720.0
2023-12-12,P2,-205.0
2023-12-12,P2,720.0
2023-12-12,P3,-205.0
2023-12-12,P3,720.0
2023-12-13,P1,-205.0
2023-12-13,P2,-205.0
2023-12-13,P3,-205.0
2023-12-15,P1,-205.0
2023-12-15,P2,-205.0
2023-12-15,P2,-205.0
2023-12-15,P3,-205.0
2023-12-15,P3,-205.0
2023-12-19,P1,-205.0
2023-12-19,P1,245.0
2023-12-19,P2,-205.0
2023-12-19,P2,245.0
2023-12-19,P2,157.5
2023-12-19,P3,-205.0
2023-12-19,P3,245.0
2023-12-19,P3,157.5
2023-12-28,P1,-205.0
2023-12-28,P2,-205.0
2023-12-28,P3,-205.0
2023-12-29,P1,282.5
2023-12-29,P2,-205.0
2023-12-29,P2,282.5
2023-12-29,P3,-205.0
2023-12-29,P3,220.0
2023-12-29,P3,-205.0
2024-01-02,P1,-205.0
2024-01-02,P2,-205.0
2024-01-02,P3,-205.0
2024-01-05,P1,-205.0
2024-01-05,P2,-205.0
2024-01-05,P3,-205.0
2024-01-11,P1,-205.0
2024-01-11,P2,-205.0
2024-01-11,P3,-67.5
2024-01-11,P3,720.0
2024-01-16,P1,-205.0
2024-01-16,P1,-205.0
2024-01-16,P2,-205.0
2024-01-16,P2,-205.0
2024-01-16,P3,-205.0
2024-01-16,P3,-205.0
2024-01-17,P1,-205.0
2024-01-17,P2,-205.0
2024-01-17,P3,-205.0
2024-01-18,P1,-205.0
2024-01-18,P1,-205.0
2024-01-18,P2,-205.0
2024-01-18,P2,-205.0
2024-01-18,P3,-205.0
2024-01-18,P3,-205.0
2024-01-19,P1,2070.0
2024-01-19,P2,2070.0
2024-01-19,P3,2070.0
2024-01-22,P1,257.5
2024-01-22,P2,257.5
2024-01-22,P2,-205.0
2024-01-22,P3,257.5
2024-01-22,P3,-205.0
2024-01-23,P1,-205.0
2024-01-23,P2,-205.0
2024-01-23,P2,-205.0
2024-01-23,P3,-205.0
2024-01-23,P3,-205.0
2024-02-01,P1,-205.0
2024-02-01,P2,-205.0
2024-02-01,P3,-205.0
2024-02-02,P1,970.0
2024-02-02,P2,970.0
2024-02-02,P2,-205.0
2024-02-02,P3,970.0
2024-02-02,P3,-205.0
2024-02-08,P1,-205.0
2024-02-08,P1,-205.0
2024-02-08,P2,-205.0
2024-02-08,P2,-205.0
2024-02-08,P3,-205.0
2024-02-08,P3,-205.0
2024-02-12,P1,395.0
2024-02-12,P2,395.0
2024-02-12,P3,395.0
2024-02-13,P1,-205.0
2024-02-13,P2,-205.0
2024-02-13,P3,-205.0
2024-02-14,P1,-205.0
2024-02-14,P2,-205.0
2024-02-14,P3,-205.0
2024-02-15,P1,-205.0
2024-02-15,P1,482.5
2024-02-15,P2,-205.0
2024-02-15,P2,482.5
2024-02-15,P2,-205.0
2024-02-15,P3,-205.0
2024-02-15,P3,482.5
2024-02-15,P3,-205.0
2024-02-21,P1,-205.0
2024-02-21,P2,-205.0
2024-02-21,P3,-205.0
2024-02-26,P1,-205.0
2024-02-26,P2,-205.0
2024-02-26,P3,-205.0
2024-02-27,P1,-205.0
2024-02-27,P2,-205.0
2024-02-27,P3,-205.0
2024-02-29,P1,-205.0
2024-02-29,P2,-205.0
2024-02-29,P2,-205.0
2024-02-29,P3,-205.0
2024-02-29,P3,-205.0
2024-03-01,P1,320.0
2024-03-01,P2,320.0
2024-03-01,P3,320.0
2024-03-04,P1,-205.0
2024-03-04,P1,-205.0
2024-03-04,P2,-205.0
2024-03-04,P2,-205.0
2024-03-04,P3,-205.0
2024-03-04,P3,-205.0
2024-03-06,P1,-205.0
2024-03-06,P1,-205.0
2024-03-06,P1,-205.0
2024-03-06,P2,-205.0
2024-03-06,P2,-205.0
2024-03-06,P2,-205.0
2024-03-06,P3,-205.0
2024-03-06,P3,-205.0
2024-03-06,P3,-205.0
2024-03-07,P1,-205.0
2024-03-07,P2,-205.0
2024-03-07,P2,-205.0
2024-03-07,P3,-205.0
2024-03-07,P3,-205.0
2024-03-11,P1,-205.0
2024-03-11,P2,-205.0
2024-03-11,P3,-205.0
2024-03-12,P1,-205.0
2024-03-12,P1,-205.0
2024-03-12,P2,-205.0
2024-03-12,P2,-205.0
2024-03-12,P3,-205.0
2024-03-12,P3,-205.0
2024-03-18,P1,-205.0
2024-03-18,P2,-205.0
2024-03-18,P3,-205.0
2024-03-19,P1,1270.0
2024-03-19,P2,1270.0
2024-03-19,P3,1270.0
2024-03-20,P1,-205.0
2024-03-20,P2,-205.0
2024-03-20,P3,-205.0
2024-03-21,P1,-205.0
2024-03-21,P1,382.5
2024-03-21,P2,-205.0
2024-03-21,P2,382.5
2024-03-21,P3,-205.0
2024-03-21,P3,382.5
2024-03-22,P1,-205.0
2024-03-22,P2,-205.0
2024-03-22,P3,-205.0
2024-03-26,P1,807.5
2024-03-26,P2,807.5
2024-03-26,P3,807.5
2024-04-01,P1,-205.0
2024-04-01,P2,-205.0
2024-04-01,P2,-205.0
2024-04-01,P3,-205.0
2024-04-01,P3,-205.0
2024-04-02,P1,-205.0
2024-04-02,P2,-205.0
2024-04-02,P3,-205.0
2024-04-16,P1,-205.0
2024-04-16,P2,-205.0
2024-04-16,P3,-205.0
2024-04-18,P1,1407.5
2024-04-18,P2,1407.5
2024-04-18,P2,-205.0
2024-04-18,P3,1407.5
2024-04-18,P3,-205.0
2024-04-22,P1,-205.0
2024-04-22,P2,-205.0
2024-04-22,P3,-205.0
2024-04-24,P1,-205.0
2024-04-24,P2,-205.0
2024-04-24,P3,-205.0
2024-04-25,P1,-205.0
2024-04-25,P2,-205.0
2024-04-25,P3,-205.0
2024-04-26,P1,-205.0
2024-04-26,P2,-205.0
2024-04-26,P3,-205.0
2024-04-30,P1,3620.0
2024-04-30,P2,3620.0
2024-04-30,P2,-205.0
2024-04-30,P3,3620.0
2024-04-30,P3,-205.0
2024-05-01,P1,-205.0
2024-05-01,P1,-205.0
2024-05-01,P2,-205.0
2024-05-01,P2,-205.0
2024-05-01,P3,-205.0
2024-05-01,P3,-205.0
2024-05-06,P1,-205.0
2024-05-06,P2,-205.0
2024-05-06,P3,-205.0
2024-05-07,P1,-205.0
2024-05-07,P2,-205.0
2024-05-07,P3,-205.0
2024-05-09,P1,-205.0
2024-05-09,P2,-205.0
2024-05-09,P3,-205.0
2024-05-10,P1,-205.0
2024-05-10,P2,-205.0
2024-05-10,P2,-205.0
2024-05-10,P3,-205.0
2024-05-10,P3,-205.0
2024-05-13,P1,-205.0
2024-05-13,P2,-205.0
2024-05-13,P3,-205.0
2024-05-15,P1,-205.0
2024-05-15,P2,-205.0
2024-05-15,P3,-205.0
2024-05-16,P1,1032.5
2024-05-16,P2,1032.5
2024-05-16,P3,1032.5
2024-05-21,P1,-205.0
2024-05-21,P2,-205.0
2024-05-21,P3,-205.0
2024-05-24,P1,-205.0
2024-05-24,P2,-205.0
2024-05-24,P3,-205.0
2024-05-28,P1,-205.0
2024-05-28,P2,-205.0
2024-05-28,P3,-205.0
2024-05-30,P1,-205.0
2024-05-30,P2,-205.0
2024-05-30,P3,-205.0
2024-05-31,P1,-205.0
2024-05-31,P1,3357.5
2024-05-31,P2,-205.0
2024-05-31,P2,3357.5
2024-05-31,P3,-205.0
2024-05-31,P3,3357.5
2024-06-04,P1,-205.0
2024-06-04,P1,1220.0
2024-06-04,P2,-205.0
2024-06-04,P2,1220.0
2024-06-04,P2,795.0
2024-06-04,P3,-205.0
2024-06-04,P3,1220.0
2024-06-04,P3,795.0
2024-06-05,P1,-205.0
2024-06-05,P2,-205.0
2024-06-05,P3,-205.0
2024-06-11,P1,-205.0
2024-06-11,P2,-205.0
2024-06-11,P3,-205.0
2024-06-13,P1,-205.0
2024-06-13,P2,-205.0
2024-06-13,P3,-205.0
2024-06-24,P1,-205.0
2024-06-24,P2,-205.0
2024-06-24,P2,-205.0
2024-06-24,P3,-205.0
2024-06-24,P3,-205.0
2024-06-25,P1,182.5
2024-06-25,P2,182.5
2024-06-25,P3,182.5
2024-06-28,P1,-205.0
2024-06-28,P2,-205.0
2024-06-28,P3,-205.0
2024-07-01,P1,-205.0
2024-07-01,P1,-205.0
2024-07-01,P2,-205.0
2024-07-01,P2,-205.0
2024-07-01,P3,-205.0
2024-07-01,P3,-205.0
2024-07-03,P1,-205.0
2024-07-03,P2,-205.0
2024-07-03,P3,-205.0
2024-07-05,P1,145.0
2024-07-05,P2,145.0
2024-07-05,P3,145.0
2024-07-08,P1,7.5
2024-07-08,P2,7.5
2024-07-08,P2,-205.0
2024-07-08,P2,-205.0
2024-07-08,P3,7.5
2024-07-08,P3,-205.0
2024-07-08,P3,-205.0
2024-07-10,P1,857.5
2024-07-10,P2,857.5
2024-07-10,P2,682.5
2024-07-10,P3,857.5
2024-07-10,P3,682.5
2024-07-15,P1,-205.0
2024-07-15,P2,-205.0
2024-07-15,P3,-205.0
2024-07-16,P1,-205.0
2024-07-16,P2,-205.0
2024-07-16,P3,-205.0
2024-07-17,P1,-205.0
2024-07-17,P2,-205.0
2024-07-17,P3,-205.0
2024-07-19,P1,-205.0
2024-07-19,P1,-205.0
2024-07-19,P2,-205.0
2024-07-19,P2,-205.0
2024-07-19,P3,-205.0
2024-07-19,P3,-205.0
2024-07-25,P1,-205.0
2024-07-25,P1,-205.0
2024-07-25,P2,-205.0
2024-07-25,P2,-205.0
2024-07-25,P2,-205.0
2024-07-25,P3,-205.0
2024-07-25,P3,-205.0
2024-07-25,P3,-205.0
2024-07-30,P1,3032.5
2024-07-30,P2,3032.5
2024-07-30,P3,3032.5
2024-08-05,P1,-205.0
2024-08-05,P1,-205.0
2024-08-05,P2,-205.0
2024-08-05,P2,-205.0
2024-08-05,P3,-205.0
2024-08-05,P3,-205.0
2024-08-13,P1,-205.0
2024-08-13,P2,-205.0
2024-08-13,P3,-205.0
2024-08-20,P1,-205.0
2024-08-20,P2,-205.0
2024-08-20,P3,-205.0
2024-08-21,P1,-205.0
2024-08-21,P2,-205.0
2024-08-21,P3,-205.0
2024-08-22,P1,-205.0
2024-08-22,P2,-205.0
2024-08-22,P3,-205.0
2024-08-26,P1,-205.0
2024-08-26,P1,-205.0
2024-08-26,P2,-205.0
2024-08-26,P2,-205.0
2024-08-26,P3,-205.0
2024-08-26,P3,-205.0
2024-08-27,P1,-205.0
2024-08-27,P2,-205.0
2024-08-27,P3,-205.0
2024-08-28,P1,-205.0
2024-08-28,P2,-205.0
2024-08-28,P3,-205.0
2024-08-29,P1,-205.0
2024-08-29,P2,-205.0
2024-08-29,P3,-205.0
2024-08-30,P1,-205.0
2024-08-30,P2,-205.0
2024-08-30,P3,-205.0
2024-09-03,P1,-205.0
2024-09-03,P1,-205.0
2024-09-03,P2,-205.0
2024-09-03,P2,-205.0
2024-09-03,P3,-205.0
2024-09-03,P3,-205.0
2024-09-06,P1,-205.0
2024-09-06,P2,-205.0
2024-09-06,P3,-205.0
2024-09-17,P1,-80.0
2024-09-17,P2,-80.0
2024-09-17,P2,-205.0
2024-09-17,P3,-80.0
2024-09-17,P3,-205.0
2024-09-18,P1,-205.0
2024-09-18,P2,-205.0
2024-09-18,P3,-205.0
2024-09-19,P1,-205.0
2024-09-19,P1,-205.0
2024-09-19,P2,-205.0
2024-09-19,P2,-205.0
2024-09-19,P3,-205.0
2024-09-19,P3,-205.0
2024-09-23,P1,-205.0
2024-09-23,P2,-205.0
2024-09-23,P3,-205.0
2024-09-24,P1,-205.0
2024-09-24,P2,-205.0
2024-09-24,P3,-205.0
2024-09-25,P1,232.5
2024-09-25,P2,232.5
2024-09-25,P2,-205.0
2024-09-25,P3,232.5
2024-09-25,P3,-205.0
2024-09-27,P1,-205.0
2024-09-27,P2,-205.0
2024-09-27,P3,-205.0
2024-10-02,P1,932.5
2024-10-02,P2,-205.0
2024-10-02,P2,-205.0
2024-10-02,P2,932.5
2024-10-02,P2,-205.0
2024-10-02,P3,-205.0
2024-10-02,P3,-205.0
2024-10-02,P3,932.5
2024-10-02,P3,-205.0
2024-10-03,P1,-205.0
2024-10-03,P2,-205.0
2024-10-03,P3,-205.0
2024-10-04,P1,-205.0
2024-10-04,P2,-205.0
2024-10-04,P3,-205.0
2024-10-08,P1,-205.0
2024-10-08,P2,-205.0
2024-10-08,P3,-205.0
2024-10-09,P1,-205.0
2024-10-09,P2,-205.0
2024-10-09,P3,-205.0
2024-10-11,P1,-205.0
2024-10-11,P2,-205.0
2024-10-11,P3,-205.0
2024-10-15,P1,-205.0
2024-10-15,P1,-205.0
2024-10-15,P2,-205.0
2024-10-15,P2,-205.0
2024-10-15,P3,-205.0
2024-10-15,P3,-205.0
2024-10-18,P1,395.0
2024-10-18,P2,395.0
2024-10-18,P2,-205.0
2024-10-18,P3,395.0
2024-10-18,P3,-205.0
2024-10-25,P1,-205.0
2024-10-25,P2,-205.0
2024-10-25,P3,-205.0
2024-10-29,P1,-205.0
2024-10-29,P1,-205.0
2024-10-29,P2,-205.0
2024-10-29,P2,-205.0
2024-10-29,P3,-205.0
2024-10-29,P3,-205.0
2024-10-30,P1,1170.0
2024-10-30,P2,1170.0
2024-10-30,P3,1170.0
2024-10-31,P1,-205.0
2024-10-31,P2,-205.0
2024-10-31,P3,-205.0
2024-11-04,P1,-205.0
2024-11-04,P1,-205.0
2024-11-04,P2,-205.0
2024-11-04,P2,-205.0
2024-11-04,P3,-205.0
2024-11-04,P3,-205.0
2024-11-07,P1,-205.0
2024-11-07,P2,-205.0
2024-11-07,P3,-205.0
2024-11-08,P1,-205.0
2024-11-08,P2,-205.0
2024-11-08,P3,-205.0
2024-11-12,P1,-205.0
2024-11-12,P2,-205.0
2024-11-12,P3,-205.0
2024-11-13,P1,-205.0
2024-11-13,P1,-205.0
2024-11-13,P2,-205.0
2024-11-13,P2,-205.0
2024-11-13,P3,-205.0
2024-11-13,P3,-205.0
2024-11-14,P1,-205.0
2024-11-14,P2,-205.0
2024-11-14,P3,-205.0
2024-11-21,P1,-205.0
2024-11-21,P2,-205.0
2024-11-21,P3,-205.0
2024-11-22,P1,-205.0
2024-11-22,P2,-205.0
2024-11-22,P3,-205.0
2024-11-25,P1,120.0
2024-11-25,P2,120.0
2024-11-25,P2,-205.0
2024-11-25,P3,120.0
2024-11-25,P3,-205.0
2024-11-26,P1,-205.0
2024-11-26,P2,-205.0
2024-11-26,P3,-205.0
2024-12-03,P1,-205.0
2024-12-03,P2,-205.0
2024-12-03,P3,-205.0
2024-12-09,P1,-205.0
2024-12-09,P2,-205.0
2024-12-09,P3,-205.0
2024-12-10,P1,-205.0
2024-12-10,P1,-205.0
2024-12-10,P2,-205.0
2024-12-10,P2,-205.0
2024-12-10,P3,-205.0
2024-12-10,P3,-205.0
2024-12-11,P1,-205.0
2024-12-11,P1,-205.0
2024-12-11,P2,-205.0
2024-12-11,P2,-205.0
2024-12-11,P3,-205.0
2024-12-11,P3,-205.0
2024-12-16,P1,-205.0
2024-12-16,P2,-205.0
2024-12-16,P3,-205.0
2024-12-17,P1,-205.0
2024-12-17,P2,-205.0
2024-12-17,P2,-205.0
2024-12-17,P3,-205.0
2024-12-17,P3,-205.0
2024-12-18,P1,-205.0
2024-12-18,P2,-205.0
2024-12-18,P3,-205.0
2024-12-19,P1,-205.0
2024-12-19,P2,-205.0
2024-12-19,P3,-205.0
2024-12-30,P1,-205.0
2024-12-30,P2,-205.0
2024-12-30,P3,-205.0
2024-12-31,P1,-205.0
2024-12-31,P2,-205.0
2024-12-31,P2,-205.0
2024-12-31,P3,-205.0
2024-12-31,P3,-205.0
2025-01-03,P1,-205.0
2025-01-03,P1,-205.0
2025-01-03,P2,-205.0
2025-01-03,P2,-205.0
2025-01-03,P3,-205.0
2025-01-03,P3,-205.0
2025-01-06,P1,-205.0
2025-01-06,P1,-205.0
2025-01-06,P2,-205.0
2025-01-06,P2,-205.0
2025-01-06,P3,-205.0
2025-01-06,P3,-205.0
2025-01-13,P1,-205.0
2025-01-13,P2,-205.0
2025-01-13,P3,-205.0
2025-01-14,P1,-205.0
2025-01-14,P1,-205.0
2025-01-14,P2,-205.0
2025-01-14,P2,-205.0
2025-01-14,P3,-205.0
2025-01-14,P3,-205.0
2025-01-15,P1,-205.0
2025-01-15,P2,-205.0
2025-01-15,P3,-205.0
2025-01-17,P1,157.5
2025-01-17,P2,157.5
2025-01-17,P2,-205.0
2025-01-17,P3,157.5
2025-01-17,P3,-205.0
2025-01-21,P1,-205.0
2025-01-21,P2,-205.0
2025-01-21,P3,-205.0
2025-01-24,P1,382.5
2025-01-24,P2,382.5
2025-01-24,P3,382.5
2025-01-27,P1,-205.0
2025-01-27,P2,-205.0
2025-01-27,P3,-205.0
2025-01-28,P1,-205.0
2025-01-28,P2,-205.0
2025-01-28,P3,-205.0
2025-02-03,P1,-205.0
2025-02-03,P2,-205.0
2025-02-03,P3,-205.0
2025-02-05,P1,-205.0
2025-02-05,P2,-205.0
2025-02-05,P3,-205.0
2025-02-10,P1,-205.0
2025-02-10,P1,-205.0
2025-02-10,P1,-205.0
2025-02-10,P2,-205.0
2025-02-10,P2,-205.0
2025-02-10,P2,-205.0
2025-02-10,P2,-205.0
2025-02-10,P3,-205.0
2025-02-10,P3,-205.0
2025-02-10,P3,-205.0
2025-02-10,P3,-205.0
2025-02-11,P1,-205.0
2025-02-11,P1,245.0
2025-02-11,P2,-205.0
2025-02-11,P2,-205.0
2025-02-11,P2,245.0
2025-02-11,P3,-205.0
2025-02-11,P3,-205.0
2025-02-11,P3,245.0
2025-02-13,P1,-205.0
2025-02-13,P2,-205.0
2025-02-13,P3,-205.0
2025-02-14,P1,-205.0
2025-02-14,P1,-205.0
2025-02-14,P1,-205.0
2025-02-14,P2,-205.0
2025-02-14,P2,-205.0
2025-02-14,P2,-205.0
2025-02-14,P3,-205.0
2025-02-14,P3,-205.0
2025-02-14,P3,-205.0
2025-02-18,P1,-205.0
2025-02-18,P1,-205.0
2025-02-18,P2,-205.0
2025-02-18,P2,-205.0
2025-02-18,P2,-205.0
2025-02-18,P3,-205.0
2025-02-18,P3,-205.0
2025-02-18,P3,-205.0
2025-02-19,P1,-205.0
2025-02-19,P2,-205.0
2025-02-19,P3,-205.0
2025-02-21,P1,-205.0
2025-02-21,P1,-205.0
2025-02-21,P2,-205.0
2025-02-21,P2,-205.0
2025-02-21,P3,-205.0
2025-02-21,P3,-205.0
2025-02-25,P1,-205.0
2025-02-25,P2,-205.0
2025-02-25,P3,-205.0
2025-02-26,P1,-205.0
2025-02-26,P1,-205.0
2025-02-26,P2,-205.0
2025-02-26,P2,-205.0
2025-02-26,P3,-205.0
2025-02-26,P3,-205.0
2025-03-03,P1,-205.0
2025-03-03,P1,-205.0
2025-03-03,P2,-205.0
2025-03-03,P2,-205.0
2025-03-03,P3,-205.0
2025-03-03,P3,-205.0
2025-03-04,P1,-205.0
2025-03-04,P2,-205.0
2025-03-04,P3,-205.0
2025-03-05,P1,-205.0
2025-03-05,P2,-205.0
2025-03-05,P3,-205.0
2025-03-06,P1,-205.0
2025-03-06,P2,-205.0
2025-03-06,P3,-205.0
2025-03-07,P1,-205.0
2025-03-07,P2,-205.0
2025-03-07,P3,-205.0
2025-03-13,P1,-205.0
2025-03-13,P2,-205.0
2025-03-13,P3,-205.0
2025-03-18,P1,-205.0
2025-03-18,P2,-205.0
2025-03-18,P3,-205.0
2025-03-19,P1,-205.0
2025-03-19,P2,-205.0
2025-03-19,P3,-205.0
2025-03-21,P1,-205.0
2025-03-21,P1,-205.0
2025-03-21,P2,-205.0
2025-03-21,P2,-205.0
2025-03-21,P3,-205.0
2025-03-21,P3,-205.0
2025-03-24,P1,-205.0
2025-03-24,P2,-205.0
2025-03-24,P3,-205.0
2025-03-26,P1,2470.0
2025-03-26,P2,2470.0
2025-03-26,P2,1695.0
2025-03-26,P2,957.5
2025-03-26,P3,2470.0
2025-03-26,P3,1695.0
2025-03-26,P3,957.5
2025-03-28,P1,-205.0
2025-03-28,P2,-205.0
2025-03-28,P3,-205.0
2025-04-01,P1,-205.0
2025-04-01,P2,-205.0
2025-04-01,P3,-205.0
2025-04-03,P1,2720.0
2025-04-03,P2,2720.0
2025-04-03,P3,2720.0
2025-04-09,P1,-205.0
2025-04-09,P1,-205.0
2025-04-09,P2,-205.0
2025-04-09,P2,-205.0
2025-04-09,P3,-205.0
2025-04-09,P3,-205.0
2025-04-11,P1,-205.0
2025-04-11,P1,-205.0
2025-04-11,P2,-205.0
2025-04-11,P2,-205.0
2025-04-11,P3,-205.0
2025-04-11,P3,-205.0
2025-04-14,P1,-205.0
2025-04-14,P2,-205.0
2025-04-14,P3,-205.0
2025-04-15,P1,-205.0
2025-04-15,P2,-205.0
2025-04-15,P3,-205.0
2025-04-21,P1,-205.0
2025-04-21,P1,-205.0
2025-04-21,P1,-205.0
2025-04-21,P2,-205.0
2025-04-21,P2,-205.0
2025-04-21,P2,-205.0
2025-04-21,P3,-205.0
2025-04-21,P3,-205.0
2025-04-21,P3,-205.0
2025-04-24,P1,-205.0
2025-04-24,P1,-205.0
2025-04-24,P2,-205.0
2025-04-24,P2,-205.0
2025-04-24,P3,-205.0
2025-04-24,P3,-205.0
2025-04-29,P1,-205.0
2025-04-29,P2,-205.0
2025-04-29,P3,-205.0
2025-05-01,P1,-205.0
2025-05-01,P2,-205.0
2025-05-01,P3,-205.0
2025-05-02,P1,-205.0
2025-05-02,P2,-205.0
2025-05-02,P3,-205.0
2025-05-05,P1,-205.0
2025-05-05,P2,-205.0
2025-05-05,P3,-205.0
2025-05-07,P1,-205.0
2025-05-07,P1,-205.0
2025-05-07,P2,-205.0
2025-05-07,P2,-205.0
2025-05-07,P3,-205.0
2025-05-07,P3,-205.0
2025-05-08,P1,-205.0
