Date,adr,short,fx2,fx3,fx4,fx5,fx6,fx8,fx10,fx12,adr0.06,adr0.08,adr0.1,adr0.12,adr0.15,adr0.2,EOD,is_tr
2024-12-03,43.85,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-149.1,-192.9,-236.8,-280.6,-346.4,-456.0,-1017.5,False
2024-12-13,29.05,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-80.0,-117.5,-133.7,-162.7,-191.8,-235.4,-308.0,-80.0,False
2024-12-20,56.575,False,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,False
2025-01-29,46.925,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,607.5,-158.3,-205.2,-252.1,-299.1,-369.4,-486.8,607.5,False
2025-01-31,48.825,True,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,3620.0,False
2025-02-06,63.3,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-207.4,-270.7,-334.0,-397.3,-492.2,-650.5,-142.5,False
2025-02-24,44.625,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-151.4,-196.0,-240.6,-285.2,-352.2,-463.8,-305.0,False
2025-02-28,61.625,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-202.4,-264.0,-325.6,-387.3,-479.7,-633.7,-4930.0,False
2025-03-13,124.65,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-391.5,-516.1,-640.8,-765.4,-952.4,-1264.0,-1555.0,False
2025-03-25,81.375,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-261.6,-343.0,-424.4,-505.8,-627.8,-580.0,-580.0,False
2025-03-27,72.85,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-236.1,-308.9,-381.7,-454.6,-563.9,-746.0,482.5,False
2025-04-15,242.2,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-744.1,-986.3,-1228.5,-1470.7,-1834.0,-2439.5,-2517.5,False
2025-05-13,77.375,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-249.6,-327.0,-404.4,-481.7,-597.8,-791.3,82.5,False
2025-05-16,62.1,False,-117.5,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,1445.0,False
2025-05-20,63.625,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-208.4,-272.0,-335.6,-399.3,-494.7,-653.8,-755.0,False
2025-05-30,62.325,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-204.5,-266.8,-329.1,-391.5,-484.9,-640.8,-192.5,False
2025-06-05,58.225,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-192.2,-250.4,-308.6,-366.9,-454.2,-599.8,-1567.5,False
2025-06-10,59.325,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-195.5,-254.8,-314.1,-373.4,-462.4,-610.7,507.5,False
2025-06-12,56.35,False,-117.5,-167.5,-217.5,-267.5,-317.5,382.5,382.5,382.5,-186.6,-242.9,-299.3,382.5,382.5,382.5,382.5,False
2025-06-26,51.0,False,-117.5,-167.5,-217.5,-267.5,-317.5,457.5,457.5,457.5,-170.5,-221.5,-272.5,-323.5,457.5,457.5,457.5,False
2025-07-01,49.775,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-166.8,-216.6,-266.4,-316.1,-390.8,-515.2,-167.5,False
2025-07-03,47.15,False,-117.5,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,False
2025-07-07,42.8,True,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,False
2025-07-15,36.35,True,-117.5,-167.5,-217.5,-267.5,-317.5,1545.0,1545.0,1545.0,-126.5,-162.9,-199.3,-235.6,-290.1,-381.0,1545.0,False
2025-07-18,42.75,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-230.0,-145.7,-188.5,-231.2,-274.0,-338.1,-445.0,-230.0,False
2025-07-21,44.425,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-150.8,-195.2,-239.6,-284.1,-350.7,-461.8,-1092.5,False
2025-07-28,41.25,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-141.3,-182.5,-223.8,-265.0,-326.9,-430.0,-542.5,False
2025-07-31,38.25,True,-117.5,-167.5,3632.5,3632.5,3632.5,3632.5,3632.5,3632.5,-132.3,-170.5,3632.5,3632.5,3632.5,3632.5,3632.5,False
2025-08-06,52.525,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-175.1,-227.6,-280.1,-332.6,-411.4,-542.8,1220.0,False
2025-08-06,52.525,False,707.5,707.5,707.5,707.5,707.5,707.5,707.5,707.5,707.5,707.5,707.5,707.5,707.5,707.5,707.5,False
2025-08-11,60.15,True,-117.5,807.5,807.5,807.5,807.5,807.5,807.5,807.5,807.5,807.5,807.5,807.5,807.5,807.5,807.5,False
2025-08-13,63.775,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-208.8,-272.6,-336.4,-400.2,-495.8,-655.3,-455.0,False
2025-08-14,60.5,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-199.0,-259.5,-320.0,-380.5,-471.2,-622.5,-55.0,False
2025-08-19,46.45,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-156.9,-203.3,-249.8,-296.2,-365.9,-482.0,-542.5,False
2025-08-22,44.15,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-150.0,-194.1,-238.2,-282.4,-348.6,-459.0,-380.0,False
2025-08-27,45.6,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,20.0,-154.3,-199.9,-245.5,-291.1,-359.5,-473.5,20.0,False
2025-09-19,41.625,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-142.4,-184.0,-225.6,-267.2,-329.7,-433.7,-1017.5,False
2025-09-29,46.6,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-157.3,-203.9,-250.5,-297.1,-367.0,-483.5,-530.0,False
2025-10-06,48.8,False,-117.5,-167.5,-217.5,382.5,382.5,382.5,382.5,382.5,-163.9,-212.7,382.5,382.5,382.5,382.5,382.5,False
2025-10-10,45.45,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-153.8,-199.3,-244.8,-290.2,-358.4,-472.0,2257.5,False
2025-10-20,88.075,False,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,False
2025-10-22,87.55,True,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,1307.5,False
2025-10-23,92.5,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-295.0,-387.5,-480.0,-572.5,-711.2,707.5,707.5,False
2025-10-29,63.55,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,732.5,732.5,-208.2,-271.7,-335.2,-398.8,732.5,732.5,732.5,False
2025-11-19,86.525,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-277.1,-363.6,-450.1,-536.6,-666.4,-882.8,-1080.0,False
2025-12-02,89.6,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,220.0,-286.3,-375.9,-465.5,-555.1,220.0,220.0,220.0,False
2025-12-04,81.4,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-261.7,-343.1,-424.5,-505.9,-628.0,-831.5,-755.0,False
2025-12-16,57.075,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-188.7,-245.8,-302.9,-360.0,-445.6,-588.2,-317.5,False
2025-12-19,65.075,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-212.7,-277.8,-342.9,-408.0,-505.6,-105.0,-105.0,False
2025-12-30,49.475,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-165.9,-215.4,-264.9,-314.3,-388.6,-512.3,-242.5,False
2026-01-02,44.225,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-150.2,-194.4,-238.6,-282.8,-349.2,-459.8,-1392.5,False
2026-01-21,49.85,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-167.0,-216.9,-266.7,-316.6,-391.4,-516.0,1332.5,False
2026-01-22,55.875,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-185.1,-241.0,-296.9,-352.7,-436.6,-576.3,-217.5,False
2026-02-04,72.0,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-233.5,-305.5,-377.5,-449.5,-557.5,-737.5,1320.0,False
2026-02-20,78.8,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-253.9,-332.7,-411.5,-490.3,-608.5,-805.5,820.0,False
2026-02-23,75.7,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-244.6,-320.3,-396.0,-471.7,-585.2,-605.0,-605.0,False
2026-03-13,92.475,True,-117.5,-167.5,-217.5,-267.5,-317.5,2245.0,2245.0,2245.0,-294.9,2245.0,2245.0,2245.0,2245.0,2245.0,2245.0,False
2026-03-17,92.625,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-295.4,-388.0,-480.6,-573.2,-712.2,-943.7,-1167.5,False
2026-04-01,97.6,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-310.3,-407.9,-505.5,-603.1,-749.5,-993.5,-155.0,False
2026-04-14,89.025,False,-117.5,-167.5,-217.5,-267.5,1332.5,1332.5,1332.5,1332.5,-284.6,1332.5,1332.5,1332.5,1332.5,1332.5,1332.5,False
2026-04-23,61.0,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-200.5,-261.5,-322.5,-383.5,-475.0,-627.5,-2242.5,False
2026-04-29,55.825,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-185.0,-240.8,-296.6,-352.4,-436.2,-575.7,-1642.5,False
2026-05-08,56.525,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-187.1,-243.6,-300.1,-356.7,-441.4,-582.8,-267.5,False
2026-05-14,61.925,False,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,907.5,False
2026-05-18,60.275,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-198.3,-258.6,-318.9,-379.2,-469.6,-620.3,382.5,False
2026-05-22,66.4,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-216.7,-283.1,-349.5,-415.9,-515.5,-681.5,695.0,False
2026-06-02,50.625,False,732.5,732.5,732.5,732.5,732.5,732.5,732.5,732.5,732.5,732.5,732.5,732.5,732.5,732.5,732.5,False
2026-06-04,45.275,False,-117.5,-167.5,-217.5,1420.0,1420.0,1420.0,1420.0,1420.0,-153.3,-198.6,1420.0,1420.0,1420.0,1420.0,1420.0,False
2026-06-12,105.425,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-333.8,-439.2,-544.6,-650.0,-808.2,-1071.8,620.0,False
2026-06-22,101.175,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-321.0,-422.2,-523.4,-624.5,-776.3,-1029.2,-2642.5,False
2026-06-25,79.175,False,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,-617.5,-255.0,-334.2,-413.4,-492.6,-611.3,-809.3,-1405.0,False
2026-07-07,78.55,True,-117.5,-167.5,-217.5,-267.5,-317.5,-417.5,-517.5,382.5,-253.1,-331.7,-410.2,-488.8,382.5,382.5,382.5,False
2026-07-09,74.25,False,957.5,957.5,957.5,957.5,957.5,957.5,957.5,957.5,957.5,957.5,957.5,957.5,957.5,957.5,957.5,False
