Date,dir,stop,target,dist_pts,net
2024-05-31,S,abr1.5,t3x,6.0,-305.0
2024-05-31,S,abr2.0,eod,8.0,-405.0
2024-05-31,S,abr2.0,t2x,8.0,-405.0
2024-05-31,S,abr2.0,t3x,8.0,-405.0
2024-05-31,S,abr3.0,eod,12.0,-605.0
2024-05-31,S,abr3.0,t2x,12.0,-605.0
2024-05-31,S,abr3.0,t3x,12.0,-605.0
2024-05-31,S,abr4.0,eod,16.0,-805.0
2024-05-31,S,abr4.0,t2x,16.0,-805.0
2024-05-31,S,abr4.0,t3x,16.0,-805.0
2024-05-31,S,adr.10,eod,3.5,-180.0
2024-05-31,S,adr.10,t2x,3.5,-180.0
2024-05-31,S,adr.10,t3x,3.5,-180.0
2024-05-31,S,adr.15,eod,5.0,-255.0
2024-05-31,S,adr.15,t2x,5.0,-255.0
2024-05-31,S,adr.15,t3x,5.0,-255.0
2024-05-31,S,adr.20,eod,6.75,-342.5
2024-05-31,S,adr.20,t2x,6.75,-342.5
2024-05-31,S,adr.20,t3x,6.75,-342.5
2024-05-31,S,adr.30,eod,10.25,-517.5
2024-05-31,S,adr.30,t2x,10.25,-517.5
2024-05-31,S,adr.30,t3x,10.25,-517.5
2024-05-31,S,fx4p,eod,4.0,-205.0
2024-05-31,S,fx4p,t2x,4.0,-205.0
2024-05-31,S,fx4p,t3x,4.0,-205.0
2024-05-31,L,abr1.0,eod,3.5,3357.5
2024-05-31,L,abr1.0,t2x,3.5,345.0
2024-05-31,L,abr1.0,t3x,3.5,520.0
2024-05-31,L,abr1.5,eod,5.25,3357.5
2024-05-31,L,abr1.5,t2x,5.25,520.0
2024-05-31,L,abr1.5,t3x,5.25,782.5
2024-05-31,L,abr2.0,eod,7.0,3357.5
2024-05-31,L,abr2.0,t2x,7.0,695.0
2024-05-31,L,abr2.0,t3x,7.0,1045.0
2024-05-31,L,abr3.0,eod,10.75,3357.5
2024-05-31,L,abr3.0,t2x,10.75,1070.0
2024-05-31,L,abr3.0,t3x,10.75,1607.5
2024-05-31,L,abr4.0,eod,14.25,3357.5
2024-05-31,L,abr4.0,t2x,14.25,1420.0
2024-05-31,L,abr4.0,t3x,14.25,2132.5
2024-05-31,L,adr.10,eod,3.5,3357.5
2024-05-31,L,adr.10,t2x,3.5,345.0
2024-05-31,L,adr.10,t3x,3.5,520.0
2024-05-31,L,adr.15,eod,5.0,3357.5
2024-05-31,L,adr.15,t2x,5.0,495.0
2024-05-31,L,adr.15,t3x,5.0,745.0
2024-05-31,L,adr.20,eod,6.75,3357.5
2024-05-31,L,adr.20,t2x,6.75,670.0
2024-05-31,L,adr.20,t3x,6.75,1007.5
2024-05-31,L,adr.30,eod,10.25,3357.5
2024-05-31,L,adr.30,t2x,10.25,1020.0
2024-05-31,L,adr.30,t3x,10.25,1532.5
2024-05-31,L,fx4p,eod,4.0,3357.5
2024-05-31,L,fx4p,t2x,4.0,395.0
2024-05-31,L,fx4p,t3x,4.0,595.0
2024-06-04,S,abr1.0,eod,5.0,-255.0
2024-06-04,S,abr1.0,t2x,5.0,-255.0
2024-06-04,S,abr1.0,t3x,5.0,-255.0
2024-06-04,S,abr1.5,eod,7.5,-380.0
2024-06-04,S,abr1.5,t2x,7.5,-380.0
2024-06-04,S,abr1.5,t3x,7.5,-380.0
2024-06-04,S,abr2.0,eod,10.0,-505.0
2024-06-04,S,abr2.0,t2x,10.0,-505.0
2024-06-04,S,abr2.0,t3x,10.0,-505.0
2024-06-04,S,abr3.0,eod,14.75,-742.5
2024-06-04,S,abr3.0,t2x,14.75,-742.5
2024-06-04,S,abr3.0,t3x,14.75,-742.5
2024-06-04,S,abr4.0,eod,19.75,-992.5
2024-06-04,S,abr4.0,t2x,19.75,-992.5
2024-06-04,S,abr4.0,t3x,19.75,-992.5
2024-06-04,S,adr.10,eod,4.5,-230.0
2024-06-04,S,adr.10,t2x,4.5,-230.0
2024-06-04,S,adr.10,t3x,4.5,-230.0
2024-06-04,S,adr.15,eod,7.0,-355.0
2024-06-04,S,adr.15,t2x,7.0,-355.0
2024-06-04,S,adr.15,t3x,7.0,-355.0
2024-06-04,S,adr.20,eod,9.25,-467.5
2024-06-04,S,adr.20,t2x,9.25,-467.5
2024-06-04,S,adr.20,t3x,9.25,-467.5
2024-06-04,S,adr.30,eod,13.75,-692.5
2024-06-04,S,adr.30,t2x,13.75,-692.5
2024-06-04,S,adr.30,t3x,13.75,-692.5
2024-06-04,S,fx4p,eod,4.0,-205.0
2024-06-04,S,fx4p,t2x,4.0,-205.0
2024-06-04,S,fx4p,t3x,4.0,-205.0
2024-06-04,L,abr1.0,eod,5.0,1220.0
2024-06-04,L,abr1.0,t2x,5.0,495.0
2024-06-04,L,abr1.0,t3x,5.0,745.0
2024-06-04,L,abr1.5,eod,7.25,1220.0
2024-06-04,L,abr1.5,t2x,7.25,720.0
2024-06-04,L,abr1.5,t3x,7.25,1082.5
2024-06-04,L,abr2.0,eod,9.75,1220.0
2024-06-04,L,abr2.0,t2x,9.75,970.0
2024-06-04,L,abr2.0,t3x,9.75,1457.5
2024-06-04,L,abr3.0,eod,14.75,1220.0
2024-06-04,L,abr3.0,t2x,14.75,1470.0
2024-06-04,L,abr3.0,t3x,14.75,-742.5
2024-06-04,L,abr4.0,eod,19.5,1220.0
2024-06-04,L,abr4.0,t2x,19.5,-980.0
2024-06-04,L,abr4.0,t3x,19.5,-980.0
2024-06-04,L,adr.10,eod,4.5,1220.0
2024-06-04,L,adr.10,t2x,4.5,445.0
2024-06-04,L,adr.10,t3x,4.5,670.0
2024-06-04,L,adr.15,eod,7.0,1220.0
2024-06-04,L,adr.15,t2x,7.0,695.0
2024-06-04,L,adr.15,t3x,7.0,1045.0
2024-06-04,L,adr.20,eod,9.25,1220.0
2024-06-04,L,adr.20,t2x,9.25,920.0
2024-06-04,L,adr.20,t3x,9.25,1382.5
2024-06-04,L,adr.30,eod,13.75,1220.0
2024-06-04,L,adr.30,t2x,13.75,1370.0
2024-06-04,L,adr.30,t3x,13.75,-692.5
2024-06-04,L,fx4p,eod,4.0,1220.0
2024-06-04,L,fx4p,t2x,4.0,395.0
2024-06-04,L,fx4p,t3x,4.0,595.0
2024-06-04,L,abr1.0,eod,5.25,795.0
2024-06-04,L,abr1.0,t2x,5.25,520.0
2024-06-04,L,abr1.0,t3x,5.25,782.5
2024-06-04,L,abr1.5,eod,8.0,795.0
2024-06-04,L,abr1.5,t2x,8.0,795.0
2024-06-04,L,abr1.5,t3x,8.0,-405.0
2024-06-04,L,abr2.0,eod,10.75,795.0
2024-06-04,L,abr2.0,t2x,10.75,1070.0
2024-06-04,L,abr2.0,t3x,10.75,-542.5
2024-06-04,L,abr3.0,eod,16.0,795.0
2024-06-04,L,abr3.0,t2x,16.0,-805.0
2024-06-04,L,abr3.0,t3x,16.0,-805.0
2024-06-04,L,abr4.0,eod,21.25,795.0
2024-06-04,L,abr4.0,t2x,21.25,-1067.5
2024-06-04,L,abr4.0,t3x,21.25,-1067.5
2024-06-04,L,adr.10,eod,4.5,795.0
2024-06-04,L,adr.10,t2x,4.5,445.0
2024-06-04,L,adr.10,t3x,4.5,670.0
2024-06-04,L,adr.15,eod,7.0,795.0
2024-06-04,L,adr.15,t2x,7.0,695.0
2024-06-04,L,adr.15,t3x,7.0,1045.0
2024-06-04,L,adr.20,eod,9.25,795.0
2024-06-04,L,adr.20,t2x,9.25,920.0
2024-06-04,L,adr.20,t3x,9.25,-467.5
2024-06-04,L,adr.30,eod,13.75,795.0
2024-06-04,L,adr.30,t2x,13.75,-692.5
2024-06-04,L,adr.30,t3x,13.75,-692.5
2024-06-04,L,fx4p,eod,4.0,795.0
2024-06-04,L,fx4p,t2x,4.0,395.0
2024-06-04,L,fx4p,t3x,4.0,595.0
2024-06-05,L,abr1.0,eod,2.75,-142.5
2024-06-05,L,abr1.0,t2x,2.75,-142.5
2024-06-05,L,abr1.0,t3x,2.75,-142.5
2024-06-05,L,abr1.5,eod,4.25,-217.5
2024-06-05,L,abr1.5,t2x,4.25,-217.5
2024-06-05,L,abr1.5,t3x,4.25,-217.5
2024-06-05,L,abr2.0,eod,5.75,807.5
2024-06-05,L,abr2.0,t2x,5.75,570.0
2024-06-05,L,abr2.0,t3x,5.75,857.5
2024-06-05,L,abr3.0,eod,8.5,807.5
2024-06-05,L,abr3.0,t2x,8.5,845.0
2024-06-05,L,abr3.0,t3x,8.5,-430.0
2024-06-05,L,abr4.0,eod,11.25,807.5
2024-06-05,L,abr4.0,t2x,11.25,-567.5
2024-06-05,L,abr4.0,t3x,11.25,-567.5
2024-06-05,L,adr.10,eod,4.75,-242.5
2024-06-05,L,adr.10,t2x,4.75,-242.5
2024-06-05,L,adr.10,t3x,4.75,-242.5
2024-06-05,L,adr.15,eod,7.25,807.5
2024-06-05,L,adr.15,t2x,7.25,720.0
2024-06-05,L,adr.15,t3x,7.25,-367.5
2024-06-05,L,adr.20,eod,9.5,807.5
2024-06-05,L,adr.20,t2x,9.5,945.0
2024-06-05,L,adr.20,t3x,9.5,-480.0
2024-06-05,L,adr.30,eod,14.25,807.5
2024-06-05,L,adr.30,t2x,14.25,-717.5
2024-06-05,L,adr.30,t3x,14.25,-717.5
2024-06-05,L,fx4p,eod,4.0,-205.0
2024-06-05,L,fx4p,t2x,4.0,-205.0
2024-06-05,L,fx4p,t3x,4.0,-205.0
2024-06-11,L,abr1.0,eod,5.0,-255.0
2024-06-11,L,abr1.0,t2x,5.0,-255.0
2024-06-11,L,abr1.0,t3x,5.0,-255.0
2024-06-11,L,abr1.5,eod,7.75,357.5
2024-06-11,L,abr1.5,t2x,7.75,-392.5
2024-06-11,L,abr1.5,t3x,7.75,-392.5
2024-06-11,L,abr2.0,eod,10.25,357.5
2024-06-11,L,abr2.0,t2x,10.25,-517.5
2024-06-11,L,abr2.0,t3x,10.25,-517.5
2024-06-11,L,abr3.0,eod,15.25,357.5
2024-06-11,L,abr3.0,t2x,15.25,-767.5
2024-06-11,L,abr3.0,t3x,15.25,-767.5
2024-06-11,L,abr4.0,eod,20.5,357.5
2024-06-11,L,abr4.0,t2x,20.5,-1030.0
2024-06-11,L,abr4.0,t3x,20.5,-1030.0
2024-06-11,L,adr.10,eod,4.75,-242.5
2024-06-11,L,adr.10,t2x,4.75,-242.5
2024-06-11,L,adr.10,t3x,4.75,-242.5
2024-06-11,L,adr.15,eod,7.0,-355.0
2024-06-11,L,adr.15,t2x,7.0,-355.0
2024-06-11,L,adr.15,t3x,7.0,-355.0
2024-06-11,L,adr.20,eod,9.5,357.5
2024-06-11,L,adr.20,t2x,9.5,-480.0
2024-06-11,L,adr.20,t3x,9.5,-480.0
2024-06-11,L,adr.30,eod,14.25,357.5
2024-06-11,L,adr.30,t2x,14.25,-717.5
2024-06-11,L,adr.30,t3x,14.25,-717.5
2024-06-11,L,fx4p,eod,4.0,-205.0
2024-06-11,L,fx4p,t2x,4.0,-205.0
2024-06-11,L,fx4p,t3x,4.0,-205.0
2024-06-13,S,abr1.0,eod,6.75,-342.5
2024-06-13,S,abr1.0,t2x,6.75,-342.5
2024-06-13,S,abr1.0,t3x,6.75,-342.5
2024-06-13,S,abr1.5,eod,10.0,-505.0
2024-06-13,S,abr1.5,t2x,10.0,-505.0
2024-06-13,S,abr1.5,t3x,10.0,-505.0
2024-06-13,S,abr2.0,eod,13.5,-680.0
2024-06-13,S,abr2.0,t2x,13.5,-680.0
2024-06-13,S,abr2.0,t3x,13.5,-680.0
2024-06-13,S,abr3.0,eod,20.25,-1017.5
2024-06-13,S,abr3.0,t2x,20.25,-1017.5
2024-06-13,S,abr3.0,t3x,20.25,-1017.5
2024-06-13,S,abr4.0,eod,27.0,-792.5
2024-06-13,S,abr4.0,t2x,27.0,-1355.0
2024-06-13,S,abr4.0,t3x,27.0,-1355.0
2024-06-13,S,adr.10,eod,5.0,-255.0
2024-06-13,S,adr.10,t2x,5.0,-255.0
2024-06-13,S,adr.10,t3x,5.0,-255.0
2024-06-13,S,adr.15,eod,7.5,-380.0
2024-06-13,S,adr.15,t2x,7.5,-380.0
2024-06-13,S,adr.15,t3x,7.5,-380.0
2024-06-13,S,adr.20,eod,10.25,-517.5
2024-06-13,S,adr.20,t2x,10.25,-517.5
2024-06-13,S,adr.20,t3x,10.25,-517.5
2024-06-13,S,adr.30,eod,15.25,-767.5
2024-06-13,S,adr.30,t2x,15.25,-767.5
2024-06-13,S,adr.30,t3x,15.25,-767.5
2024-06-13,S,fx4p,eod,4.0,-205.0
2024-06-13,S,fx4p,t2x,4.0,-205.0
2024-06-13,S,fx4p,t3x,4.0,-205.0
2024-06-24,S,abr1.0,eod,5.5,-280.0
2024-06-24,S,abr1.0,t2x,5.5,-280.0
2024-06-24,S,abr1.0,t3x,5.5,-280.0
2024-06-24,S,abr1.5,eod,8.0,582.5
2024-06-24,S,abr1.5,t2x,8.0,795.0
2024-06-24,S,abr1.5,t3x,8.0,-405.0
2024-06-24,S,abr2.0,eod,10.75,582.5
2024-06-24,S,abr2.0,t2x,10.75,-542.5
2024-06-24,S,abr2.0,t3x,10.75,-542.5
2024-06-24,S,abr3.0,eod,16.0,582.5
2024-06-24,S,abr3.0,t2x,16.0,-805.0
2024-06-24,S,abr3.0,t3x,16.0,-805.0
2024-06-24,S,abr4.0,eod,21.5,582.5
2024-06-24,S,abr4.0,t2x,21.5,-1080.0
2024-06-24,S,abr4.0,t3x,21.5,-1080.0
2024-06-24,S,adr.10,eod,3.75,-192.5
2024-06-24,S,adr.10,t2x,3.75,-192.5
2024-06-24,S,adr.10,t3x,3.75,-192.5
2024-06-24,S,adr.15,eod,5.5,-280.0
2024-06-24,S,adr.15,t2x,5.5,-280.0
2024-06-24,S,adr.15,t3x,5.5,-280.0
2024-06-24,S,adr.20,eod,7.25,582.5
2024-06-24,S,adr.20,t2x,7.25,720.0
2024-06-24,S,adr.20,t3x,7.25,-367.5
2024-06-24,S,adr.30,eod,11.0,582.5
2024-06-24,S,adr.30,t2x,11.0,-555.0
2024-06-24,S,adr.30,t3x,11.0,-555.0
2024-06-24,S,fx4p,eod,4.0,-205.0
2024-06-24,S,fx4p,t2x,4.0,-205.0
2024-06-24,S,fx4p,t3x,4.0,-205.0
2024-06-24,S,abr1.0,eod,4.0,-205.0
2024-06-24,S,abr1.0,t2x,4.0,-205.0
2024-06-24,S,abr1.0,t3x,4.0,-205.0
2024-06-24,S,abr1.5,eod,6.25,-317.5
2024-06-24,S,abr1.5,t2x,6.25,-317.5
2024-06-24,S,abr1.5,t3x,6.25,-317.5
2024-06-24,S,abr2.0,eod,8.25,-417.5
2024-06-24,S,abr2.0,t2x,8.25,-417.5
2024-06-24,S,abr2.0,t3x,8.25,-417.5
2024-06-24,S,abr3.0,eod,12.5,395.0
2024-06-24,S,abr3.0,t2x,12.5,-630.0
2024-06-24,S,abr3.0,t3x,12.5,-630.0
2024-06-24,S,abr4.0,eod,16.5,395.0
2024-06-24,S,abr4.0,t2x,16.5,-830.0
2024-06-24,S,abr4.0,t3x,16.5,-830.0
2024-06-24,S,adr.10,eod,3.75,-192.5
2024-06-24,S,adr.10,t2x,3.75,-192.5
2024-06-24,S,adr.10,t3x,3.75,-192.5
2024-06-24,S,adr.15,eod,5.5,-280.0
2024-06-24,S,adr.15,t2x,5.5,-280.0
2024-06-24,S,adr.15,t3x,5.5,-280.0
2024-06-24,S,adr.20,eod,7.25,-367.5
2024-06-24,S,adr.20,t2x,7.25,-367.5
2024-06-24,S,adr.20,t3x,7.25,-367.5
2024-06-24,S,adr.30,eod,11.0,395.0
2024-06-24,S,adr.30,t2x,11.0,-555.0
2024-06-24,S,adr.30,t3x,11.0,-555.0
2024-06-24,S,fx4p,eod,4.0,-205.0
2024-06-24,S,fx4p,t2x,4.0,-205.0
2024-06-24,S,fx4p,t3x,4.0,-205.0
2024-06-25,L,abr1.0,eod,4.0,182.5
2024-06-25,L,abr1.0,t2x,4.0,395.0
2024-06-25,L,abr1.0,t3x,4.0,-205.0
2024-06-25,L,abr1.5,eod,6.0,182.5
2024-06-25,L,abr1.5,t2x,6.0,-305.0
2024-06-25,L,abr1.5,t3x,6.0,-305.0
2024-06-25,L,abr2.0,eod,8.0,182.5
2024-06-25,L,abr2.0,t2x,8.0,-405.0
2024-06-25,L,abr2.0,t3x,8.0,-405.0
2024-06-25,L,abr3.0,eod,12.0,182.5
2024-06-25,L,abr3.0,t2x,12.0,-605.0
2024-06-25,L,abr3.0,t3x,12.0,-605.0
2024-06-25,L,abr4.0,eod,16.0,182.5
2024-06-25,L,abr4.0,t2x,16.0,-805.0
2024-06-25,L,abr4.0,t3x,16.0,-805.0
2024-06-25,L,adr.10,eod,3.75,182.5
2024-06-25,L,adr.10,t2x,3.75,370.0
2024-06-25,L,adr.10,t3x,3.75,-192.5
2024-06-25,L,adr.15,eod,5.75,182.5
2024-06-25,L,adr.15,t2x,5.75,-292.5
2024-06-25,L,adr.15,t3x,5.75,-292.5
2024-06-25,L,adr.20,eod,7.5,182.5
2024-06-25,L,adr.20,t2x,7.5,-380.0
2024-06-25,L,adr.20,t3x,7.5,-380.0
2024-06-25,L,adr.30,eod,11.5,182.5
2024-06-25,L,adr.30,t2x,11.5,-580.0
2024-06-25,L,adr.30,t3x,11.5,-580.0
2024-06-25,L,fx4p,eod,4.0,182.5
2024-06-25,L,fx4p,t2x,4.0,395.0
2024-06-25,L,fx4p,t3x,4.0,-205.0
2024-06-28,L,abr1.0,eod,7.0,-355.0
2024-06-28,L,abr1.0,t2x,7.0,-355.0
2024-06-28,L,abr1.0,t3x,7.0,-355.0
2024-06-28,L,abr1.5,eod,10.5,-530.0
2024-06-28,L,abr1.5,t2x,10.5,-530.0
2024-06-28,L,abr1.5,t3x,10.5,-530.0
2024-06-28,L,abr2.0,eod,14.0,-705.0
2024-06-28,L,abr2.0,t2x,14.0,-705.0
2024-06-28,L,abr2.0,t3x,14.0,-705.0
2024-06-28,L,abr3.0,eod,21.0,-1055.0
2024-06-28,L,abr3.0,t2x,21.0,-1055.0
2024-06-28,L,abr3.0,t3x,21.0,-1055.0
2024-06-28,L,abr4.0,eod,28.0,-1405.0
2024-06-28,L,abr4.0,t2x,28.0,-1405.0
2024-06-28,L,abr4.0,t3x,28.0,-1405.0
2024-06-28,L,adr.10,eod,3.5,-180.0
2024-06-28,L,adr.10,t2x,3.5,-180.0
2024-06-28,L,adr.10,t3x,3.5,-180.0
2024-06-28,L,adr.15,eod,5.0,-255.0
2024-06-28,L,adr.15,t2x,5.0,-255.0
2024-06-28,L,adr.15,t3x,5.0,-255.0
2024-06-28,L,adr.20,eod,6.75,-342.5
2024-06-28,L,adr.20,t2x,6.75,-342.5
2024-06-28,L,adr.20,t3x,6.75,-342.5
2024-06-28,L,adr.30,eod,10.25,-517.5
2024-06-28,L,adr.30,t2x,10.25,-517.5
2024-06-28,L,adr.30,t3x,10.25,-517.5
2024-06-28,L,fx4p,eod,4.0,-205.0
2024-06-28,L,fx4p,t2x,4.0,-205.0
2024-06-28,L,fx4p,t3x,4.0,-205.0
2024-07-01,S,abr1.0,eod,9.25,-467.5
2024-07-01,S,abr1.0,t2x,9.25,-467.5
2024-07-01,S,abr1.0,t3x,9.25,-467.5
2024-07-01,S,abr1.5,eod,14.0,-705.0
2024-07-01,S,abr1.5,t2x,14.0,-705.0
2024-07-01,S,abr1.5,t3x,14.0,-705.0
2024-07-01,S,abr2.0,eod,18.5,-930.0
2024-07-01,S,abr2.0,t2x,18.5,-930.0
2024-07-01,S,abr2.0,t3x,18.5,-930.0
2024-07-01,S,abr3.0,eod,28.0,-1405.0
2024-07-01,S,abr3.0,t2x,28.0,-1405.0
2024-07-01,S,abr3.0,t3x,28.0,-1405.0
2024-07-01,S,abr4.0,eod,37.25,-1142.5
2024-07-01,S,abr4.0,t2x,37.25,-1867.5
2024-07-01,S,abr4.0,t3x,37.25,-1867.5
2024-07-01,S,adr.10,eod,3.75,-192.5
2024-07-01,S,adr.10,t2x,3.75,-192.5
2024-07-01,S,adr.10,t3x,3.75,-192.5
2024-07-01,S,adr.15,eod,5.75,-292.5
2024-07-01,S,adr.15,t2x,5.75,-292.5
2024-07-01,S,adr.15,t3x,5.75,-292.5
2024-07-01,S,adr.20,eod,7.75,-392.5
2024-07-01,S,adr.20,t2x,7.75,-392.5
2024-07-01,S,adr.20,t3x,7.75,-392.5
2024-07-01,S,adr.30,eod,11.5,-580.0
2024-07-01,S,adr.30,t2x,11.5,-580.0
2024-07-01,S,adr.30,t3x,11.5,-580.0
2024-07-01,S,fx4p,eod,4.0,-205.0
2024-07-01,S,fx4p,t2x,4.0,-205.0
2024-07-01,S,fx4p,t3x,4.0,-205.0
2024-07-01,S,abr1.0,eod,6.25,-317.5
2024-07-01,S,abr1.0,t2x,6.25,-317.5
2024-07-01,S,abr1.0,t3x,6.25,-317.5
2024-07-01,S,abr1.5,eod,9.5,-480.0
2024-07-01,S,abr1.5,t2x,9.5,-480.0
2024-07-01,S,abr1.5,t3x,9.5,-480.0
2024-07-01,S,abr2.0,eod,12.75,-642.5
2024-07-01,S,abr2.0,t2x,12.75,-642.5
2024-07-01,S,abr2.0,t3x,12.75,-642.5
2024-07-01,S,abr3.0,eod,19.0,-955.0
2024-07-01,S,abr3.0,t2x,19.0,-955.0
2024-07-01,S,abr3.0,t3x,19.0,-955.0
2024-07-01,S,abr4.0,eod,25.5,-605.0
2024-07-01,S,abr4.0,t2x,25.5,-1280.0
2024-07-01,S,abr4.0,t3x,25.5,-1280.0
2024-07-01,S,adr.10,eod,3.75,-192.5
2024-07-01,S,adr.10,t2x,3.75,-192.5
2024-07-01,S,adr.10,t3x,3.75,-192.5
2024-07-01,S,adr.15,eod,5.75,-292.5
2024-07-01,S,adr.15,t2x,5.75,-292.5
2024-07-01,S,adr.15,t3x,5.75,-292.5
2024-07-01,S,adr.20,eod,7.75,-392.5
2024-07-01,S,adr.20,t2x,7.75,-392.5
2024-07-01,S,adr.20,t3x,7.75,-392.5
2024-07-01,S,adr.30,eod,11.5,-580.0
2024-07-01,S,adr.30,t2x,11.5,-580.0
2024-07-01,S,adr.30,t3x,11.5,-580.0
2024-07-01,S,fx4p,eod,4.0,-205.0
2024-07-01,S,fx4p,t2x,4.0,-205.0
2024-07-01,S,fx4p,t3x,4.0,-205.0
2024-07-03,L,abr1.0,eod,5.5,-280.0
2024-07-03,L,abr1.0,t2x,5.5,-280.0
2024-07-03,L,abr1.0,t3x,5.5,-280.0
2024-07-03,L,abr1.5,eod,8.0,-405.0
2024-07-03,L,abr1.5,t2x,8.0,-405.0
2024-07-03,L,abr1.5,t3x,8.0,-405.0
2024-07-03,L,abr2.0,eod,10.75,732.5
2024-07-03,L,abr2.0,t2x,10.75,-542.5
2024-07-03,L,abr2.0,t3x,10.75,-542.5
2024-07-03,L,abr3.0,eod,16.25,732.5
2024-07-03,L,abr3.0,t2x,16.25,-817.5
2024-07-03,L,abr3.0,t3x,16.25,-817.5
2024-07-03,L,abr4.0,eod,21.5,732.5
2024-07-03,L,abr4.0,t2x,21.5,-1080.0
2024-07-03,L,abr4.0,t3x,21.5,-1080.0
2024-07-03,L,adr.10,eod,3.75,-192.5
2024-07-03,L,adr.10,t2x,3.75,-192.5
2024-07-03,L,adr.10,t3x,3.75,-192.5
2024-07-03,L,adr.15,eod,5.75,-292.5
2024-07-03,L,adr.15,t2x,5.75,-292.5
2024-07-03,L,adr.15,t3x,5.75,-292.5
2024-07-03,L,adr.20,eod,7.75,-392.5
2024-07-03,L,adr.20,t2x,7.75,-392.5
2024-07-03,L,adr.20,t3x,7.75,-392.5
2024-07-03,L,adr.30,eod,11.5,732.5
2024-07-03,L,adr.30,t2x,11.5,-580.0
2024-07-03,L,adr.30,t3x,11.5,-580.0
2024-07-03,L,fx4p,eod,4.0,-205.0
2024-07-03,L,fx4p,t2x,4.0,-205.0
2024-07-03,L,fx4p,t3x,4.0,-205.0
2024-07-05,L,abr1.0,eod,3.0,145.0
2024-07-05,L,abr1.0,t2x,3.0,295.0
2024-07-05,L,abr1.0,t3x,3.0,445.0
2024-07-05,L,abr1.5,eod,4.5,145.0
2024-07-05,L,abr1.5,t2x,4.5,445.0
2024-07-05,L,abr1.5,t3x,4.5,-230.0
2024-07-05,L,abr2.0,eod,6.0,145.0
2024-07-05,L,abr2.0,t2x,6.0,-305.0
2024-07-05,L,abr2.0,t3x,6.0,-305.0
2024-07-05,L,abr3.0,eod,9.25,145.0
2024-07-05,L,abr3.0,t2x,9.25,-467.5
2024-07-05,L,abr3.0,t3x,9.25,-467.5
2024-07-05,L,abr4.0,eod,12.25,145.0
2024-07-05,L,abr4.0,t2x,12.25,-617.5
2024-07-05,L,abr4.0,t3x,12.25,-617.5
2024-07-05,L,adr.10,eod,3.75,145.0
2024-07-05,L,adr.10,t2x,3.75,370.0
2024-07-05,L,adr.10,t3x,3.75,-192.5
2024-07-05,L,adr.15,eod,5.5,145.0
2024-07-05,L,adr.15,t2x,5.5,-280.0
2024-07-05,L,adr.15,t3x,5.5,-280.0
2024-07-05,L,adr.20,eod,7.25,145.0
2024-07-05,L,adr.20,t2x,7.25,-367.5
2024-07-05,L,adr.20,t3x,7.25,-367.5
2024-07-05,L,adr.30,eod,11.0,145.0
2024-07-05,L,adr.30,t2x,11.0,-555.0
2024-07-05,L,adr.30,t3x,11.0,-555.0
2024-07-05,L,fx4p,eod,4.0,145.0
2024-07-05,L,fx4p,t2x,4.0,395.0
2024-07-05,L,fx4p,t3x,4.0,-205.0
2024-07-08,S,abr1.0,eod,3.0,7.5
2024-07-08,S,abr1.0,t2x,3.0,295.0
2024-07-08,S,abr1.0,t3x,3.0,445.0
2024-07-08,S,abr1.5,eod,4.75,7.5
2024-07-08,S,abr1.5,t2x,4.75,470.0
2024-07-08,S,abr1.5,t3x,4.75,-242.5
2024-07-08,S,abr2.0,eod,6.25,7.5
2024-07-08,S,abr2.0,t2x,6.25,620.0
2024-07-08,S,abr2.0,t3x,6.25,-317.5
2024-07-08,S,abr3.0,eod,9.5,7.5
2024-07-08,S,abr3.0,t2x,9.5,-480.0
2024-07-08,S,abr3.0,t3x,9.5,-480.0
2024-07-08,S,abr4.0,eod,12.5,7.5
2024-07-08,S,abr4.0,t2x,12.5,-630.0
2024-07-08,S,abr4.0,t3x,12.5,-630.0
2024-07-08,S,adr.10,eod,3.75,7.5
2024-07-08,S,adr.10,t2x,3.75,370.0
2024-07-08,S,adr.10,t3x,3.75,557.5
2024-07-08,S,adr.15,eod,5.75,7.5
2024-07-08,S,adr.15,t2x,5.75,570.0
2024-07-08,S,adr.15,t3x,5.75,-292.5
2024-07-08,S,adr.20,eod,7.5,7.5
2024-07-08,S,adr.20,t2x,7.5,-380.0
2024-07-08,S,adr.20,t3x,7.5,-380.0
2024-07-08,S,adr.30,eod,11.5,7.5
2024-07-08,S,adr.30,t2x,11.5,-580.0
2024-07-08,S,adr.30,t3x,11.5,-580.0
2024-07-08,S,fx4p,eod,4.0,7.5
2024-07-08,S,fx4p,t2x,4.0,395.0
2024-07-08,S,fx4p,t3x,4.0,595.0
2024-07-08,S,abr1.0,eod,3.0,-155.0
2024-07-08,S,abr1.0,t2x,3.0,295.0
2024-07-08,S,abr1.0,t3x,3.0,-155.0
2024-07-08,S,abr1.5,eod,4.5,-230.0
2024-07-08,S,abr1.5,t2x,4.5,445.0
2024-07-08,S,abr1.5,t3x,4.5,-230.0
2024-07-08,S,abr2.0,eod,6.0,-155.0
2024-07-08,S,abr2.0,t2x,6.0,-305.0
2024-07-08,S,abr2.0,t3x,6.0,-305.0
2024-07-08,S,abr3.0,eod,8.75,-155.0
2024-07-08,S,abr3.0,t2x,8.75,-442.5
2024-07-08,S,abr3.0,t3x,8.75,-442.5
2024-07-08,S,abr4.0,eod,11.75,-155.0
