Date,dir,stop,target,dist_pts,net
2022-04-28,L,abr1.5,t2x,12.25,1220.0
2022-04-28,L,abr1.5,t3x,12.25,-617.5
2022-04-28,L,abr2.0,eod,16.25,-817.5
2022-04-28,L,abr2.0,t2x,16.25,-817.5
2022-04-28,L,abr2.0,t3x,16.25,-817.5
2022-04-28,L,abr3.0,eod,24.5,-992.5
2022-04-28,L,abr3.0,t2x,24.5,-1230.0
2022-04-28,L,abr3.0,t3x,24.5,-1230.0
2022-04-28,L,abr4.0,eod,32.5,-992.5
2022-04-28,L,abr4.0,t2x,32.5,-1630.0
2022-04-28,L,abr4.0,t3x,32.5,-1630.0
2022-04-28,L,adr.10,eod,8.5,-430.0
2022-04-28,L,adr.10,t2x,8.5,845.0
2022-04-28,L,adr.10,t3x,8.5,1270.0
2022-04-28,L,adr.15,eod,12.75,-642.5
2022-04-28,L,adr.15,t2x,12.75,1270.0
2022-04-28,L,adr.15,t3x,12.75,-642.5
2022-04-28,L,adr.20,eod,17.25,-867.5
2022-04-28,L,adr.20,t2x,17.25,-867.5
2022-04-28,L,adr.20,t3x,17.25,-867.5
2022-04-28,L,adr.30,eod,25.75,-992.5
2022-04-28,L,adr.30,t2x,25.75,-1292.5
2022-04-28,L,adr.30,t3x,25.75,-1292.5
2022-04-28,L,fx4p,eod,4.0,-205.0
2022-04-28,L,fx4p,t2x,4.0,-205.0
2022-04-28,L,fx4p,t3x,4.0,-205.0
2022-04-28,L,abr1.0,eod,7.5,-380.0
2022-04-28,L,abr1.0,t2x,7.5,745.0
2022-04-28,L,abr1.0,t3x,7.5,1120.0
2022-04-28,L,abr1.5,eod,11.25,-567.5
2022-04-28,L,abr1.5,t2x,11.25,1120.0
2022-04-28,L,abr1.5,t3x,11.25,-567.5
2022-04-28,L,abr2.0,eod,15.0,-755.0
2022-04-28,L,abr2.0,t2x,15.0,-755.0
2022-04-28,L,abr2.0,t3x,15.0,-755.0
2022-04-28,L,abr3.0,eod,22.5,-1130.0
2022-04-28,L,abr3.0,t2x,22.5,-1130.0
2022-04-28,L,abr3.0,t3x,22.5,-1130.0
2022-04-28,L,abr4.0,eod,30.0,-1130.0
2022-04-28,L,abr4.0,t2x,30.0,-1505.0
2022-04-28,L,abr4.0,t3x,30.0,-1505.0
2022-04-28,L,adr.10,eod,8.5,-430.0
2022-04-28,L,adr.10,t2x,8.5,845.0
2022-04-28,L,adr.10,t3x,8.5,-430.0
2022-04-28,L,adr.15,eod,12.75,-642.5
2022-04-28,L,adr.15,t2x,12.75,-642.5
2022-04-28,L,adr.15,t3x,12.75,-642.5
2022-04-28,L,adr.20,eod,17.25,-867.5
2022-04-28,L,adr.20,t2x,17.25,-867.5
2022-04-28,L,adr.20,t3x,17.25,-867.5
2022-04-28,L,adr.30,eod,25.75,-1292.5
2022-04-28,L,adr.30,t2x,25.75,-1292.5
2022-04-28,L,adr.30,t3x,25.75,-1292.5
2022-04-28,L,fx4p,eod,4.0,-205.0
2022-04-28,L,fx4p,t2x,4.0,-205.0
2022-04-28,L,fx4p,t3x,4.0,-205.0
2022-04-29,S,abr1.0,eod,8.25,-417.5
2022-04-29,S,abr1.0,t2x,8.25,-417.5
2022-04-29,S,abr1.0,t3x,8.25,-417.5
2022-04-29,S,abr1.5,eod,12.25,-617.5
2022-04-29,S,abr1.5,t2x,12.25,-617.5
2022-04-29,S,abr1.5,t3x,12.25,-617.5
2022-04-29,S,abr2.0,eod,16.5,-830.0
2022-04-29,S,abr2.0,t2x,16.5,-830.0
2022-04-29,S,abr2.0,t3x,16.5,-830.0
2022-04-29,S,abr3.0,eod,24.5,3395.0
2022-04-29,S,abr3.0,t2x,24.5,2445.0
2022-04-29,S,abr3.0,t3x,24.5,3670.0
2022-04-29,S,abr4.0,eod,32.75,3395.0
2022-04-29,S,abr4.0,t2x,32.75,3270.0
2022-04-29,S,abr4.0,t3x,32.75,-1642.5
2022-04-29,S,adr.10,eod,9.25,-467.5
2022-04-29,S,adr.10,t2x,9.25,-467.5
2022-04-29,S,adr.10,t3x,9.25,-467.5
2022-04-29,S,adr.15,eod,13.75,-692.5
2022-04-29,S,adr.15,t2x,13.75,-692.5
2022-04-29,S,adr.15,t3x,13.75,-692.5
2022-04-29,S,adr.20,eod,18.25,-917.5
2022-04-29,S,adr.20,t2x,18.25,-917.5
2022-04-29,S,adr.20,t3x,18.25,-917.5
2022-04-29,S,adr.30,eod,27.5,3395.0
2022-04-29,S,adr.30,t2x,27.5,2745.0
2022-04-29,S,adr.30,t3x,27.5,4120.0
2022-04-29,S,fx4p,eod,4.0,-205.0
2022-04-29,S,fx4p,t2x,4.0,-205.0
2022-04-29,S,fx4p,t3x,4.0,-205.0
2022-05-04,L,abr1.0,eod,7.0,-355.0
2022-05-04,L,abr1.0,t2x,7.0,-355.0
2022-05-04,L,abr1.0,t3x,7.0,-355.0
2022-05-04,L,abr1.5,eod,10.5,-530.0
2022-05-04,L,abr1.5,t2x,10.5,1045.0
2022-05-04,L,abr1.5,t3x,10.5,-530.0
2022-05-04,L,abr2.0,eod,14.0,-705.0
2022-05-04,L,abr2.0,t2x,14.0,-705.0
2022-05-04,L,abr2.0,t3x,14.0,-705.0
2022-05-04,L,abr3.0,eod,21.25,-1067.5
2022-05-04,L,abr3.0,t2x,21.25,-1067.5
2022-05-04,L,abr3.0,t3x,21.25,-1067.5
2022-05-04,L,abr4.0,eod,28.25,-1417.5
2022-05-04,L,abr4.0,t2x,28.25,-1417.5
2022-05-04,L,abr4.0,t3x,28.25,-1417.5
2022-05-04,L,adr.10,eod,10.25,-517.5
2022-05-04,L,adr.10,t2x,10.25,1020.0
2022-05-04,L,adr.10,t3x,10.25,-517.5
2022-05-04,L,adr.15,eod,15.5,-780.0
2022-05-04,L,adr.15,t2x,15.5,-780.0
2022-05-04,L,adr.15,t3x,15.5,-780.0
2022-05-04,L,adr.20,eod,20.75,-1042.5
2022-05-04,L,adr.20,t2x,20.75,-1042.5
2022-05-04,L,adr.20,t3x,20.75,-1042.5
2022-05-04,L,adr.30,eod,31.0,-1555.0
2022-05-04,L,adr.30,t2x,31.0,-1555.0
2022-05-04,L,adr.30,t3x,31.0,-1555.0
2022-05-04,L,fx4p,eod,4.0,-205.0
2022-05-04,L,fx4p,t2x,4.0,-205.0
2022-05-04,L,fx4p,t3x,4.0,-205.0
2022-05-05,S,abr1.0,eod,14.5,395.0
2022-05-05,S,abr1.0,t2x,14.5,1445.0
2022-05-05,S,abr1.0,t3x,14.5,2170.0
2022-05-05,S,abr1.5,eod,21.75,395.0
2022-05-05,S,abr1.5,t2x,21.75,2170.0
2022-05-05,S,abr1.5,t3x,21.75,-1092.5
2022-05-05,S,abr2.0,eod,29.25,395.0
2022-05-05,S,abr2.0,t2x,29.25,2920.0
2022-05-05,S,abr2.0,t3x,29.25,-1467.5
2022-05-05,S,abr3.0,eod,43.75,395.0
2022-05-05,S,abr3.0,t2x,43.75,-2192.5
2022-05-05,S,abr3.0,t3x,43.75,-2192.5
2022-05-05,S,abr4.0,eod,58.25,395.0
2022-05-05,S,abr4.0,t2x,58.25,-2917.5
2022-05-05,S,abr4.0,t3x,58.25,-2917.5
2022-05-05,S,adr.10,eod,11.5,395.0
2022-05-05,S,adr.10,t2x,11.5,1145.0
2022-05-05,S,adr.10,t3x,11.5,1720.0
2022-05-05,S,adr.15,eod,17.25,395.0
2022-05-05,S,adr.15,t2x,17.25,1720.0
2022-05-05,S,adr.15,t3x,17.25,2582.5
2022-05-05,S,adr.20,eod,23.0,395.0
2022-05-05,S,adr.20,t2x,23.0,2295.0
2022-05-05,S,adr.20,t3x,23.0,-1155.0
2022-05-05,S,adr.30,eod,34.75,395.0
2022-05-05,S,adr.30,t2x,34.75,-1742.5
2022-05-05,S,adr.30,t3x,34.75,-1742.5
2022-05-05,S,fx4p,eod,4.0,-205.0
2022-05-05,S,fx4p,t2x,4.0,-205.0
2022-05-05,S,fx4p,t3x,4.0,-205.0
2022-05-09,S,abr1.0,eod,12.0,-605.0
2022-05-09,S,abr1.0,t2x,12.0,-605.0
2022-05-09,S,abr1.0,t3x,12.0,-605.0
2022-05-09,S,abr1.5,eod,18.0,-905.0
2022-05-09,S,abr1.5,t2x,18.0,-905.0
2022-05-09,S,abr1.5,t3x,18.0,-905.0
2022-05-09,S,abr2.0,eod,24.0,557.5
2022-05-09,S,abr2.0,t2x,24.0,-1205.0
2022-05-09,S,abr2.0,t3x,24.0,-1205.0
2022-05-09,S,abr3.0,eod,36.0,557.5
2022-05-09,S,abr3.0,t2x,36.0,-1805.0
2022-05-09,S,abr3.0,t3x,36.0,-1805.0
2022-05-09,S,abr4.0,eod,48.0,557.5
2022-05-09,S,abr4.0,t2x,48.0,-2405.0
2022-05-09,S,abr4.0,t3x,48.0,-2405.0
2022-05-09,S,adr.10,eod,11.5,-580.0
2022-05-09,S,adr.10,t2x,11.5,-580.0
2022-05-09,S,adr.10,t3x,11.5,-580.0
2022-05-09,S,adr.15,eod,17.0,-855.0
2022-05-09,S,adr.15,t2x,17.0,-855.0
2022-05-09,S,adr.15,t3x,17.0,-855.0
2022-05-09,S,adr.20,eod,22.75,557.5
2022-05-09,S,adr.20,t2x,22.75,-1142.5
2022-05-09,S,adr.20,t3x,22.75,-1142.5
2022-05-09,S,adr.30,eod,34.25,557.5
2022-05-09,S,adr.30,t2x,34.25,-1717.5
2022-05-09,S,adr.30,t3x,34.25,-1717.5
2022-05-09,S,fx4p,eod,4.0,-205.0
2022-05-09,S,fx4p,t2x,4.0,395.0
2022-05-09,S,fx4p,t3x,4.0,-205.0
2022-05-13,L,abr1.0,eod,9.25,-467.5
2022-05-13,L,abr1.0,t2x,9.25,920.0
2022-05-13,L,abr1.0,t3x,9.25,1382.5
2022-05-13,L,abr1.5,eod,14.0,-705.0
2022-05-13,L,abr1.5,t2x,14.0,1395.0
2022-05-13,L,abr1.5,t3x,14.0,-705.0
2022-05-13,L,abr2.0,eod,18.5,-930.0
2022-05-13,L,abr2.0,t2x,18.5,-930.0
2022-05-13,L,abr2.0,t3x,18.5,-930.0
2022-05-13,L,abr3.0,eod,27.75,-1392.5
2022-05-13,L,abr3.0,t2x,27.75,-1392.5
2022-05-13,L,abr3.0,t3x,27.75,-1392.5
2022-05-13,L,abr4.0,eod,37.0,170.0
2022-05-13,L,abr4.0,t2x,37.0,-1855.0
2022-05-13,L,abr4.0,t3x,37.0,-1855.0
2022-05-13,L,adr.10,eod,11.5,-580.0
2022-05-13,L,adr.10,t2x,11.5,1145.0
2022-05-13,L,adr.10,t3x,11.5,-580.0
2022-05-13,L,adr.15,eod,17.25,-867.5
2022-05-13,L,adr.15,t2x,17.25,-867.5
2022-05-13,L,adr.15,t3x,17.25,-867.5
2022-05-13,L,adr.20,eod,23.25,-1167.5
2022-05-13,L,adr.20,t2x,23.25,-1167.5
2022-05-13,L,adr.20,t3x,23.25,-1167.5
2022-05-13,L,adr.30,eod,34.75,170.0
2022-05-13,L,adr.30,t2x,34.75,-1742.5
2022-05-13,L,adr.30,t3x,34.75,-1742.5
2022-05-13,L,fx4p,eod,4.0,-205.0
2022-05-13,L,fx4p,t2x,4.0,395.0
2022-05-13,L,fx4p,t3x,4.0,595.0
2022-05-13,L,abr1.0,eod,5.5,-280.0
2022-05-13,L,abr1.0,t2x,5.5,-280.0
2022-05-13,L,abr1.0,t3x,5.5,-280.0
2022-05-13,L,abr1.5,eod,8.0,-405.0
2022-05-13,L,abr1.5,t2x,8.0,-405.0
2022-05-13,L,abr1.5,t3x,8.0,-405.0
2022-05-13,L,abr2.0,eod,10.75,-542.5
2022-05-13,L,abr2.0,t2x,10.75,-542.5
2022-05-13,L,abr2.0,t3x,10.75,-542.5
2022-05-13,L,abr3.0,eod,16.0,-805.0
2022-05-13,L,abr3.0,t2x,16.0,-805.0
2022-05-13,L,abr3.0,t3x,16.0,-805.0
2022-05-13,L,abr4.0,eod,21.5,-1080.0
2022-05-13,L,abr4.0,t2x,21.5,-1080.0
2022-05-13,L,abr4.0,t3x,21.5,-1080.0
2022-05-13,L,adr.10,eod,11.5,-580.0
2022-05-13,L,adr.10,t2x,11.5,-580.0
2022-05-13,L,adr.10,t3x,11.5,-580.0
2022-05-13,L,adr.15,eod,17.25,-867.5
2022-05-13,L,adr.15,t2x,17.25,-867.5
2022-05-13,L,adr.15,t3x,17.25,-867.5
2022-05-13,L,adr.20,eod,23.25,-1167.5
2022-05-13,L,adr.20,t2x,23.25,-1167.5
2022-05-13,L,adr.20,t3x,23.25,-1167.5
2022-05-13,L,adr.30,eod,34.75,-1742.5
2022-05-13,L,adr.30,t2x,34.75,-1742.5
2022-05-13,L,adr.30,t3x,34.75,-1742.5
2022-05-13,L,fx4p,eod,4.0,-205.0
2022-05-13,L,fx4p,t2x,4.0,-205.0
2022-05-13,L,fx4p,t3x,4.0,-205.0
2022-05-13,S,abr1.0,eod,10.0,-505.0
2022-05-13,S,abr1.0,t2x,10.0,-505.0
2022-05-13,S,abr1.0,t3x,10.0,-505.0
2022-05-13,S,abr1.5,eod,14.75,-742.5
2022-05-13,S,abr1.5,t2x,14.75,-742.5
2022-05-13,S,abr1.5,t3x,14.75,-742.5
2022-05-13,S,abr2.0,eod,19.75,-992.5
2022-05-13,S,abr2.0,t2x,19.75,-992.5
2022-05-13,S,abr2.0,t3x,19.75,-992.5
2022-05-13,S,abr3.0,eod,29.75,-1492.5
2022-05-13,S,abr3.0,t2x,29.75,-1492.5
2022-05-13,S,abr3.0,t3x,29.75,-1492.5
2022-05-13,S,abr4.0,eod,39.5,-1980.0
2022-05-13,S,abr4.0,t2x,39.5,-1980.0
2022-05-13,S,abr4.0,t3x,39.5,-1980.0
2022-05-13,S,adr.10,eod,11.5,-580.0
2022-05-13,S,adr.10,t2x,11.5,-580.0
2022-05-13,S,adr.10,t3x,11.5,-580.0
2022-05-13,S,adr.15,eod,17.25,-867.5
2022-05-13,S,adr.15,t2x,17.25,-867.5
2022-05-13,S,adr.15,t3x,17.25,-867.5
2022-05-13,S,adr.20,eod,23.25,-1167.5
2022-05-13,S,adr.20,t2x,23.25,-1167.5
2022-05-13,S,adr.20,t3x,23.25,-1167.5
2022-05-13,S,adr.30,eod,34.75,-1742.5
2022-05-13,S,adr.30,t2x,34.75,-1742.5
2022-05-13,S,adr.30,t3x,34.75,-1742.5
2022-05-13,S,fx4p,eod,4.0,-205.0
2022-05-13,S,fx4p,t2x,4.0,-205.0
2022-05-13,S,fx4p,t3x,4.0,-205.0
2022-05-16,L,abr1.0,eod,10.5,445.0
2022-05-16,L,abr1.0,t2x,10.5,1045.0
2022-05-16,L,abr1.0,t3x,10.5,1570.0
2022-05-16,L,abr1.5,eod,15.75,445.0
2022-05-16,L,abr1.5,t2x,15.75,1570.0
2022-05-16,L,abr1.5,t3x,15.75,2357.5
2022-05-16,L,abr2.0,eod,21.0,445.0
2022-05-16,L,abr2.0,t2x,21.0,2095.0
2022-05-16,L,abr2.0,t3x,21.0,-1055.0
2022-05-16,L,abr3.0,eod,31.25,445.0
2022-05-16,L,abr3.0,t2x,31.25,-1567.5
2022-05-16,L,abr3.0,t3x,31.25,-1567.5
2022-05-16,L,abr4.0,eod,41.75,445.0
2022-05-16,L,abr4.0,t2x,41.75,-2092.5
2022-05-16,L,abr4.0,t3x,41.75,-2092.5
2022-05-16,L,adr.10,eod,10.75,445.0
2022-05-16,L,adr.10,t2x,10.75,1070.0
2022-05-16,L,adr.10,t3x,10.75,1607.5
2022-05-16,L,adr.15,eod,16.25,445.0
2022-05-16,L,adr.15,t2x,16.25,1620.0
2022-05-16,L,adr.15,t3x,16.25,2432.5
2022-05-16,L,adr.20,eod,21.75,445.0
2022-05-16,L,adr.20,t2x,21.75,2170.0
2022-05-16,L,adr.20,t3x,21.75,-1092.5
2022-05-16,L,adr.30,eod,32.5,445.0
2022-05-16,L,adr.30,t2x,32.5,-1630.0
2022-05-16,L,adr.30,t3x,32.5,-1630.0
2022-05-16,L,fx4p,eod,4.0,-205.0
2022-05-16,L,fx4p,t2x,4.0,-205.0
2022-05-16,L,fx4p,t3x,4.0,-205.0
2022-05-16,L,abr1.0,eod,8.25,-5.0
2022-05-16,L,abr1.0,t2x,8.25,820.0
2022-05-16,L,abr1.0,t3x,8.25,1232.5
2022-05-16,L,abr1.5,eod,12.25,-5.0
2022-05-16,L,abr1.5,t2x,12.25,1220.0
2022-05-16,L,abr1.5,t3x,12.25,1832.5
2022-05-16,L,abr2.0,eod,16.25,-5.0
2022-05-16,L,abr2.0,t2x,16.25,1620.0
2022-05-16,L,abr2.0,t3x,16.25,-817.5
2022-05-16,L,abr3.0,eod,24.5,-5.0
2022-05-16,L,abr3.0,t2x,24.5,-1230.0
2022-05-16,L,abr3.0,t3x,24.5,-1230.0
2022-05-16,L,abr4.0,eod,32.5,-5.0
2022-05-16,L,abr4.0,t2x,32.5,-1630.0
2022-05-16,L,abr4.0,t3x,32.5,-1630.0
2022-05-16,L,adr.10,eod,10.75,-5.0
2022-05-16,L,adr.10,t2x,10.75,1070.0
2022-05-16,L,adr.10,t3x,10.75,1607.5
2022-05-16,L,adr.15,eod,16.25,-5.0
2022-05-16,L,adr.15,t2x,16.25,1620.0
2022-05-16,L,adr.15,t3x,16.25,-817.5
2022-05-16,L,adr.20,eod,21.75,-5.0
2022-05-16,L,adr.20,t2x,21.75,-1092.5
2022-05-16,L,adr.20,t3x,21.75,-1092.5
2022-05-16,L,adr.30,eod,32.5,-5.0
2022-05-16,L,adr.30,t2x,32.5,-1630.0
2022-05-16,L,adr.30,t3x,32.5,-1630.0
2022-05-16,L,fx4p,eod,4.0,-205.0
2022-05-16,L,fx4p,t2x,4.0,-205.0
2022-05-16,L,fx4p,t3x,4.0,-205.0
2022-05-19,S,abr1.0,eod,18.0,-905.0
2022-05-19,S,abr1.0,t2x,18.0,-905.0
2022-05-19,S,abr1.0,t3x,18.0,-905.0
2022-05-19,S,abr1.5,eod,27.0,-1355.0
2022-05-19,S,abr1.5,t2x,27.0,-1355.0
2022-05-19,S,abr1.5,t3x,27.0,-1355.0
2022-05-19,S,abr2.0,eod,36.0,-1805.0
2022-05-19,S,abr2.0,t2x,36.0,-1805.0
2022-05-19,S,abr2.0,t3x,36.0,-1805.0
2022-05-19,S,abr3.0,eod,54.0,-2705.0
2022-05-19,S,abr3.0,t2x,54.0,-2705.0
2022-05-19,S,abr3.0,t3x,54.0,-2705.0
2022-05-19,S,abr4.0,eod,72.0,-467.5
2022-05-19,S,abr4.0,t2x,72.0,-3605.0
2022-05-19,S,abr4.0,t3x,72.0,-3605.0
2022-05-19,S,adr.10,eod,10.25,-517.5
2022-05-19,S,adr.10,t2x,10.25,-517.5
2022-05-19,S,adr.10,t3x,10.25,-517.5
2022-05-19,S,adr.15,eod,15.25,-767.5
2022-05-19,S,adr.15,t2x,15.25,-767.5
2022-05-19,S,adr.15,t3x,15.25,-767.5
2022-05-19,S,adr.20,eod,20.25,-1017.5
2022-05-19,S,adr.20,t2x,20.25,-1017.5
2022-05-19,S,adr.20,t3x,20.25,-1017.5
2022-05-19,S,adr.30,eod,30.5,-1530.0
2022-05-19,S,adr.30,t2x,30.5,-1530.0
2022-05-19,S,adr.30,t3x,30.5,-1530.0
2022-05-19,S,fx4p,eod,4.0,-205.0
2022-05-19,S,fx4p,t2x,4.0,-205.0
2022-05-19,S,fx4p,t3x,4.0,-205.0
2022-05-23,L,abr1.0,eod,15.25,1670.0
2022-05-23,L,abr1.0,t2x,15.25,1520.0
2022-05-23,L,abr1.0,t3x,15.25,-767.5
2022-05-23,L,abr1.5,eod,22.75,1670.0
2022-05-23,L,abr1.5,t2x,22.75,-1142.5
2022-05-23,L,abr1.5,t3x,22.75,-1142.5
2022-05-23,L,abr2.0,eod,30.5,1670.0
2022-05-23,L,abr2.0,t2x,30.5,-1530.0
2022-05-23,L,abr2.0,t3x,30.5,-1530.0
2022-05-23,L,abr3.0,eod,45.5,1670.0
2022-05-23,L,abr3.0,t2x,45.5,-2280.0
2022-05-23,L,abr3.0,t3x,45.5,-2280.0
2022-05-23,L,abr4.0,eod,60.75,1670.0
2022-05-23,L,abr4.0,t2x,60.75,-3042.5
2022-05-23,L,abr4.0,t3x,60.75,-3042.5
2022-05-23,L,adr.10,eod,9.75,-492.5
2022-05-23,L,adr.10,t2x,9.75,-492.5
2022-05-23,L,adr.10,t3x,9.75,-492.5
2022-05-23,L,adr.15,eod,14.75,1670.0
2022-05-23,L,adr.15,t2x,14.75,1470.0
2022-05-23,L,adr.15,t3x,14.75,-742.5
2022-05-23,L,adr.20,eod,19.5,1670.0
2022-05-23,L,adr.20,t2x,19.5,1945.0
2022-05-23,L,adr.20,t3x,19.5,-980.0
2022-05-23,L,adr.30,eod,29.25,1670.0
2022-05-23,L,adr.30,t2x,29.25,-1467.5
2022-05-23,L,adr.30,t3x,29.25,-1467.5
2022-05-23,L,fx4p,eod,4.0,-205.0
2022-05-23,L,fx4p,t2x,4.0,-205.0
2022-05-23,L,fx4p,t3x,4.0,-205.0
2022-05-23,L,abr1.0,eod,7.0,-355.0
2022-05-23,L,abr1.0,t2x,7.0,-355.0
2022-05-23,L,abr1.0,t3x,7.0,-355.0
2022-05-23,L,abr1.5,eod,10.5,-530.0
2022-05-23,L,abr1.5,t2x,10.5,-530.0
2022-05-23,L,abr1.5,t3x,10.5,-530.0
2022-05-23,L,abr2.0,eod,14.25,-717.5
2022-05-23,L,abr2.0,t2x,14.25,-717.5
2022-05-23,L,abr2.0,t3x,14.25,-717.5
2022-05-23,L,abr3.0,eod,21.25,-1067.5
2022-05-23,L,abr3.0,t2x,21.25,-1067.5
2022-05-23,L,abr3.0,t3x,21.25,-1067.5
2022-05-23,L,abr4.0,eod,28.25,370.0
2022-05-23,L,abr4.0,t2x,28.25,-1417.5
2022-05-23,L,abr4.0,t3x,28.25,-1417.5
2022-05-23,L,adr.10,eod,9.75,-492.5
2022-05-23,L,adr.10,t2x,9.75,-492.5
2022-05-23,L,adr.10,t3x,9.75,-492.5
2022-05-23,L,adr.15,eod,14.75,-742.5
2022-05-23,L,adr.15,t2x,14.75,-742.5
2022-05-23,L,adr.15,t3x,14.75,-742.5
2022-05-23,L,adr.20,eod,19.5,-980.0
2022-05-23,L,adr.20,t2x,19.5,-980.0
2022-05-23,L,adr.20,t3x,19.5,-980.0
2022-05-23,L,adr.30,eod,29.25,370.0
2022-05-23,L,adr.30,t2x,29.25,-1467.5
2022-05-23,L,adr.30,t3x,29.25,-1467.5
2022-05-23,L,fx4p,eod,4.0,-205.0
2022-05-23,L,fx4p,t2x,4.0,-205.0
2022-05-23,L,fx4p,t3x,4.0,-205.0
2022-05-24,S,abr1.0,eod,10.5,-530.0
2022-05-24,S,abr1.0,t2x,10.5,-530.0
2022-05-24,S,abr1.0,t3x,10.5,-530.0
2022-05-24,S,abr1.5,eod,15.75,-792.5
2022-05-24,S,abr1.5,t2x,15.75,-792.5
2022-05-24,S,abr1.5,t3x,15.75,-792.5
2022-05-24,S,abr2.0,eod,21.0,-1055.0
2022-05-24,S,abr2.0,t2x,21.0,-1055.0
2022-05-24,S,abr2.0,t3x,21.0,-1055.0
2022-05-24,S,abr3.0,eod,31.5,-1580.0
2022-05-24,S,abr3.0,t2x,31.5,-1580.0
2022-05-24,S,abr3.0,t3x,31.5,-1580.0
2022-05-24,S,abr4.0,eod,42.0,-2105.0
2022-05-24,S,abr4.0,t2x,42.0,-2105.0
2022-05-24,S,abr4.0,t3x,42.0,-2105.0
2022-05-24,S,adr.10,eod,9.5,-480.0
2022-05-24,S,adr.10,t2x,9.5,-480.0
2022-05-24,S,adr.10,t3x,9.5,-480.0
2022-05-24,S,adr.15,eod,14.25,-717.5
2022-05-24,S,adr.15,t2x,14.25,-717.5
2022-05-24,S,adr.15,t3x,14.25,-717.5
2022-05-24,S,adr.20,eod,19.0,-955.0
2022-05-24,S,adr.20,t2x,19.0,-955.0
2022-05-24,S,adr.20,t3x,19.0,-955.0
2022-05-24,S,adr.30,eod,28.5,-1430.0
2022-05-24,S,adr.30,t2x,28.5,-1430.0
2022-05-24,S,adr.30,t3x,28.5,-1430.0
2022-05-24,S,fx4p,eod,4.0,-205.0
2022-05-24,S,fx4p,t2x,4.0,-205.0
2022-05-24,S,fx4p,t3x,4.0,-205.0
2022-05-24,L,abr1.0,eod,10.5,-530.0
2022-05-24,L,abr1.0,t2x,10.5,-530.0
2022-05-24,L,abr1.0,t3x,10.5,-530.0
2022-05-24,L,abr1.5,eod,16.0,-805.0
2022-05-24,L,abr1.5,t2x,16.0,-805.0
2022-05-24,L,abr1.5,t3x,16.0,-805.0
2022-05-24,L,abr2.0,eod,21.25,-1067.5
2022-05-24,L,abr2.0,t2x,21.25,-1067.5
2022-05-24,L,abr2.0,t3x,21.25,-1067.5
2022-05-24,L,abr3.0,eod,31.75,982.5
2022-05-24,L,abr3.0,t2x,31.75,-1592.5
2022-05-24,L,abr3.0,t3x,31.75,-1592.5
2022-05-24,L,abr4.0,eod,42.5,982.5
2022-05-24,L,abr4.0,t2x,42.5,-2130.0
2022-05-24,L,abr4.0,t3x,42.5,-2130.0
2022-05-24,L,adr.10,eod,9.5,-480.0
2022-05-24,L,adr.10,t2x,9.5,-480.0
2022-05-24,L,adr.10,t3x,9.5,-480.0
2022-05-24,L,adr.15,eod,14.25,-717.5
2022-05-24,L,adr.15,t2x,14.25,-717.5
2022-05-24,L,adr.15,t3x,14.25,-717.5
2022-05-24,L,adr.20,eod,19.0,-955.0
2022-05-24,L,adr.20,t2x,19.0,-955.0
2022-05-24,L,adr.20,t3x,19.0,-955.0
2022-05-24,L,adr.30,eod,28.5,982.5
2022-05-24,L,adr.30,t2x,28.5,-1430.0
2022-05-24,L,adr.30,t3x,28.5,-1430.0
2022-05-24,L,fx4p,eod,4.0,-205.0
2022-05-24,L,fx4p,t2x,4.0,-205.0
2022-05-24,L,fx4p,t3x,4.0,-205.0
2022-05-25,L,abr1.0,eod,8.0,-405.0
2022-05-25,L,abr1.0,t2x,8.0,795.0
2022-05-25,L,abr1.0,t3x,8.0,-405.0
2022-05-25,L,abr1.5,eod,11.75,-592.5
2022-05-25,L,abr1.5,t2x,11.75,-592.5
2022-05-25,L,abr1.5,t3x,11.75,-592.5
2022-05-25,L,abr2.0,eod,15.75,-792.5
2022-05-25,L,abr2.0,t2x,15.75,-792.5
2022-05-25,L,abr2.0,t3x,15.75,-792.5
2022-05-25,L,abr3.0,eod,23.5,1082.5
2022-05-25,L,abr3.0,t2x,23.5,2345.0
2022-05-25,L,abr3.0,t3x,23.5,-1180.0
2022-05-25,L,abr4.0,eod,31.5,1082.5
2022-05-25,L,abr4.0,t2x,31.5,-1580.0
2022-05-25,L,abr4.0,t3x,31.5,-1580.0
2022-05-25,L,adr.10,eod,9.25,-467.5
2022-05-25,L,adr.10,t2x,9.25,-467.5
2022-05-25,L,adr.10,t3x,9.25,-467.5
2022-05-25,L,adr.15,eod,13.75,-692.5
2022-05-25,L,adr.15,t2x,13.75,-692.5
2022-05-25,L,adr.15,t3x,13.75,-692.5
2022-05-25,L,adr.20,eod,18.5,-930.0
2022-05-25,L,adr.20,t2x,18.5,-930.0
2022-05-25,L,adr.20,t3x,18.5,-930.0
2022-05-25,L,adr.30,eod,27.75,1082.5
2022-05-25,L,adr.30,t2x,27.75,-1392.5
2022-05-25,L,adr.30,t3x,27.75,-1392.5
2022-05-25,L,fx4p,eod,4.0,-205.0
2022-05-25,L,fx4p,t2x,4.0,395.0
2022-05-25,L,fx4p,t3x,4.0,595.0
2022-05-26,L,abr1.0,eod,5.0,-255.0
2022-05-26,L,abr1.0,t2x,5.0,-255.0
2022-05-26,L,abr1.0,t3x,5.0,-255.0
2022-05-26,L,abr1.5,eod,7.25,-367.5
