Date,first,ADR/EOD,ADR/EOD_r,ADR/1:1,ADR/1:1_r,ADR/2:1,ADR/2:1_r,SB/1:1,SB/1:1_r,SB/2:1,SB/2:1_r,SB/EOD,SB/EOD_r
2024-01-11,True,732.5,eod,507.5,win,1032.5,win,107.5,win,232.5,win,732.5,eod
2024-01-16,True,-580.0,stop,-580.0,stop,-580.0,stop,-305.0,stop,-305.0,stop,-305.0,stop
2024-01-16,False,-417.5,eod,545.0,win,-417.5,eod,-180.0,stop,-180.0,stop,-180.0,stop
2024-01-18,True,-592.5,stop,557.5,win,-592.5,stop,-180.0,stop,-180.0,stop,-180.0,stop
2024-01-18,False,-592.5,stop,-592.5,stop,-592.5,stop,107.5,win,232.5,win,-142.5,stop
2024-01-19,True,2082.5,eod,570.0,win,1157.5,win,82.5,win,182.5,win,2082.5,eod
2024-01-22,True,270.0,eod,270.0,eod,270.0,eod,-130.0,stop,-130.0,stop,-130.0,stop
2024-01-22,False,70.0,eod,70.0,eod,70.0,eod,57.5,win,-92.5,stop,-92.5,stop
2024-01-23,True,-567.5,stop,-567.5,stop,-567.5,stop,70.0,win,-105.0,stop,-105.0,stop
2024-02-01,True,1795.0,eod,557.5,win,1132.5,win,-155.0,stop,-155.0,stop,-155.0,stop
2024-02-02,True,982.5,eod,595.0,win,1207.5,win,145.0,win,307.5,win,982.5,eod
2024-02-02,False,-630.0,stop,-630.0,stop,-630.0,stop,245.0,win,-280.0,stop,-280.0,stop
2024-02-08,True,-205.0,eod,-205.0,eod,-205.0,eod,82.5,win,182.5,win,-117.5,stop
2024-02-08,False,170.0,eod,170.0,eod,170.0,eod,-80.0,stop,-80.0,stop,-80.0,stop
2024-02-14,True,-667.5,stop,-667.5,stop,-667.5,stop,107.5,win,-142.5,stop,-142.5,stop
2024-02-15,True,-642.5,stop,-642.5,stop,-642.5,stop,-167.5,stop,-167.5,stop,-167.5,stop
2024-02-15,False,495.0,eod,607.5,win,495.0,eod,45.0,win,107.5,win,495.0,eod
2024-02-21,True,-530.0,stop,-530.0,stop,-530.0,stop,-92.5,stop,-92.5,stop,-92.5,stop
2024-02-26,True,607.5,eod,557.5,win,607.5,eod,-142.5,stop,-142.5,stop,-142.5,stop
2024-02-27,True,-592.5,stop,-592.5,stop,-592.5,stop,45.0,win,107.5,win,-80.0,stop
2024-02-29,True,-505.0,stop,470.0,win,957.5,win,120.0,win,257.5,win,-155.0,stop
2024-02-29,False,-505.0,stop,-505.0,stop,-505.0,stop,82.5,win,-117.5,stop,-117.5,stop
2024-03-01,True,332.5,eod,482.5,win,332.5,eod,132.5,win,282.5,win,332.5,eod
2024-03-04,True,-330.0,eod,495.0,win,-330.0,eod,-105.0,stop,-105.0,stop,-105.0,stop
2024-03-04,False,-530.0,stop,495.0,win,-530.0,stop,-30.0,stop,-30.0,stop,-30.0,stop
2024-03-06,True,-580.0,stop,-580.0,stop,-580.0,stop,-167.5,stop,-167.5,stop,-167.5,stop
2024-03-06,False,-192.5,eod,-192.5,eod,-192.5,eod,445.0,win,-192.5,eod,-192.5,eod
2024-03-06,False,-242.5,eod,-242.5,eod,-242.5,eod,270.0,win,-305.0,stop,-305.0,stop
2024-03-07,True,-30.0,eod,545.0,win,-30.0,eod,195.0,win,407.5,win,-30.0,eod
2024-03-07,False,-580.0,stop,-580.0,stop,-580.0,stop,-67.5,stop,-67.5,stop,-67.5,stop
2024-03-12,True,-617.5,stop,-617.5,stop,-617.5,stop,-380.0,stop,-380.0,stop,-380.0,stop
2024-03-12,False,-617.5,stop,-617.5,stop,-617.5,stop,-430.0,stop,-430.0,stop,-430.0,stop
2024-03-19,True,1282.5,eod,657.5,win,1332.5,win,107.5,win,232.5,win,1282.5,eod
2024-03-20,True,2495.0,eod,645.0,win,1307.5,win,-55.0,stop,-55.0,stop,-55.0,stop
2024-03-21,True,-717.5,stop,-717.5,stop,-717.5,stop,195.0,win,-230.0,stop,-230.0,stop
2024-03-21,False,395.0,eod,682.5,win,395.0,eod,-92.5,stop,-92.5,stop,-92.5,stop
2024-03-22,True,270.0,eod,270.0,eod,270.0,eod,-80.0,stop,-80.0,stop,-80.0,stop
2024-03-26,True,820.0,eod,557.5,win,1132.5,win,-42.5,stop,-42.5,stop,-42.5,stop
2024-04-01,True,20.0,eod,470.0,win,20.0,eod,82.5,win,182.5,win,-117.5,stop
2024-04-01,False,-505.0,stop,-505.0,stop,-505.0,stop,-180.0,stop,-180.0,stop,-180.0,stop
2024-04-16,True,-967.5,stop,-967.5,stop,-967.5,stop,-317.5,stop,-317.5,stop,-317.5,stop
2024-04-18,True,1420.0,eod,1020.0,win,1420.0,eod,182.5,win,382.5,win,1420.0,eod
2024-04-18,False,45.0,eod,45.0,eod,45.0,eod,182.5,win,382.5,win,-217.5,stop
2024-04-22,True,-967.5,stop,-967.5,stop,-967.5,stop,220.0,win,-255.0,stop,-255.0,stop
2024-04-24,True,-1017.5,stop,-1017.5,stop,-1017.5,stop,307.5,win,-342.5,stop,-342.5,stop
2024-04-26,True,-180.0,eod,-180.0,eod,-180.0,eod,-192.5,stop,-192.5,stop,-192.5,stop
2024-04-30,True,3632.5,eod,870.0,win,1757.5,win,145.0,win,307.5,win,3632.5,eod
2024-04-30,False,2145.0,eod,870.0,win,1757.5,win,-267.5,stop,-267.5,stop,-267.5,stop
2024-05-01,True,-967.5,stop,-967.5,stop,-967.5,stop,-167.5,stop,-167.5,stop,-167.5,stop
2024-05-01,False,-967.5,stop,-967.5,stop,-967.5,stop,132.5,win,282.5,win,-167.5,stop
2024-05-06,True,420.0,eod,420.0,eod,420.0,eod,-67.5,stop,-67.5,stop,-67.5,stop
2024-05-09,True,645.0,eod,645.0,eod,645.0,eod,-105.0,stop,-105.0,stop,-105.0,stop
2024-05-10,True,-167.5,eod,-167.5,eod,-167.5,eod,107.5,win,232.5,win,-142.5,stop
2024-05-10,False,-167.5,eod,-167.5,eod,-167.5,eod,-80.0,stop,-80.0,stop,-80.0,stop
2024-05-13,True,-17.5,eod,-17.5,eod,-17.5,eod,-80.0,stop,-80.0,stop,-80.0,stop
2024-05-15,True,195.0,eod,595.0,win,195.0,eod,-67.5,stop,-67.5,stop,-67.5,stop
2024-05-16,True,1045.0,eod,532.5,win,1082.5,win,32.5,win,-67.5,stop,-67.5,stop
2024-05-21,True,507.5,eod,445.0,win,507.5,eod,-42.5,stop,-42.5,stop,-42.5,stop
2024-05-24,True,20.0,eod,20.0,eod,20.0,eod,182.5,win,-217.5,stop,-217.5,stop
2024-05-30,True,-517.5,stop,-517.5,stop,-517.5,stop,195.0,win,407.5,win,-230.0,stop
2024-05-31,True,-530.0,stop,-530.0,stop,-530.0,stop,-155.0,stop,-155.0,stop,-155.0,stop
2024-05-31,False,3370.0,eod,495.0,win,1007.5,win,95.0,win,207.5,win,3370.0,eod
2024-06-04,True,-705.0,stop,-705.0,stop,-705.0,stop,-130.0,stop,-130.0,stop,-130.0,stop
2024-06-04,False,1232.5,eod,670.0,win,1357.5,win,145.0,win,307.5,win,1232.5,eod
2024-06-04,False,807.5,eod,670.0,win,807.5,eod,95.0,win,-130.0,stop,-130.0,stop
2024-06-05,True,820.0,eod,695.0,win,820.0,eod,70.0,win,157.5,win,-105.0,stop
2024-06-11,True,370.0,eod,370.0,eod,370.0,eod,-205.0,stop,-205.0,stop,-205.0,stop
2024-06-13,True,-780.0,stop,-780.0,stop,-780.0,stop,245.0,win,-280.0,stop,-280.0,stop
2024-06-24,True,595.0,eod,532.5,win,595.0,eod,207.5,win,-242.5,stop,-242.5,stop
2024-06-24,False,407.5,eod,532.5,win,407.5,eod,-117.5,stop,-117.5,stop,-117.5,stop
2024-06-28,True,-530.0,stop,-530.0,stop,-530.0,stop,-280.0,stop,-280.0,stop,-280.0,stop
2024-07-01,True,-592.5,stop,-592.5,stop,-592.5,stop,-292.5,stop,-292.5,stop,-292.5,stop
2024-07-01,False,-592.5,stop,-592.5,stop,-592.5,stop,82.5,win,182.5,win,-117.5,stop
2024-07-03,True,745.0,eod,557.5,win,745.0,eod,-242.5,stop,-242.5,stop,-242.5,stop
2024-07-05,True,157.5,eod,157.5,eod,157.5,eod,107.5,win,232.5,win,157.5,eod
2024-07-08,True,20.0,eod,557.5,win,20.0,eod,-67.5,stop,-67.5,stop,-67.5,stop
2024-07-08,False,-142.5,eod,-142.5,eod,-142.5,eod,70.0,win,157.5,win,-105.0,stop
2024-07-08,False,-255.0,eod,-255.0,eod,-255.0,eod,-42.5,stop,-42.5,stop,-42.5,stop
2024-07-10,True,870.0,eod,495.0,win,1007.5,win,107.5,win,232.5,win,870.0,eod
2024-07-10,False,695.0,eod,495.0,win,1007.5,win,-105.0,stop,-105.0,stop,-105.0,stop
2024-07-15,True,-605.0,stop,-605.0,stop,-605.0,stop,-280.0,stop,-280.0,stop,-280.0,stop
2024-07-16,True,-630.0,stop,-630.0,stop,-630.0,stop,-280.0,stop,-280.0,stop,-280.0,stop
2024-07-19,True,1232.5,eod,695.0,win,1407.5,win,-205.0,stop,-205.0,stop,-205.0,stop
2024-07-19,False,307.5,eod,307.5,eod,307.5,eod,-255.0,stop,-255.0,stop,-255.0,stop
2024-07-25,True,-892.5,stop,-892.5,stop,-892.5,stop,-167.5,stop,-167.5,stop,-167.5,stop
2024-07-25,False,2007.5,eod,857.5,win,1732.5,win,395.0,win,807.5,win,-430.0,stop
2024-07-30,True,3045.0,eod,882.5,win,1782.5,win,432.5,win,882.5,win,3045.0,eod
2024-08-20,True,-367.5,eod,-367.5,eod,-367.5,eod,-117.5,stop,-117.5,stop,-117.5,stop
2024-08-21,True,-367.5,eod,932.5,win,-367.5,eod,145.0,win,307.5,win,-180.0,stop
2024-08-22,True,2170.0,eod,795.0,win,1607.5,win,257.5,win,532.5,win,2170.0,eod
2024-08-26,True,457.5,eod,757.5,win,457.5,eod,107.5,win,232.5,win,-142.5,stop
2024-08-26,False,-392.5,eod,-392.5,eod,-392.5,eod,-242.5,stop,-242.5,stop,-242.5,stop
2024-08-27,True,107.5,eod,107.5,eod,107.5,eod,157.5,win,332.5,win,-192.5,stop
2024-08-28,True,-767.5,stop,-767.5,stop,-767.5,stop,120.0,win,-155.0,stop,-155.0,stop
2024-08-29,True,-792.5,stop,-792.5,stop,-792.5,stop,95.0,win,-130.0,stop,-130.0,stop
2024-08-30,True,-817.5,stop,782.5,win,-817.5,stop,-280.0,stop,-280.0,stop,-280.0,stop
2024-09-06,True,282.5,eod,282.5,eod,282.5,eod,232.5,win,-267.5,stop,-267.5,stop
2024-09-17,True,-292.5,eod,-292.5,eod,-292.5,eod,170.0,win,357.5,win,-205.0,stop
2024-09-18,True,-1067.5,stop,1032.5,win,2082.5,win,-255.0,stop,-255.0,stop,-255.0,stop
2024-09-23,True,-417.5,eod,-417.5,eod,-417.5,eod,-105.0,stop,-105.0,stop,-105.0,stop
2024-09-24,True,182.5,eod,182.5,eod,182.5,eod,70.0,win,-105.0,stop,-105.0,stop
2024-09-25,True,245.0,eod,857.5,win,245.0,eod,-92.5,stop,-92.5,stop,-92.5,stop
2024-09-25,False,-355.0,eod,-355.0,eod,-355.0,eod,45.0,win,107.5,win,-80.0,stop
2024-09-27,True,520.0,eod,645.0,win,520.0,eod,-80.0,stop,-80.0,stop,-80.0,stop
2024-10-02,True,945.0,eod,720.0,win,945.0,eod,220.0,win,457.5,win,945.0,eod
2024-10-02,False,-755.0,stop,-755.0,stop,-755.0,stop,-492.5,stop,-492.5,stop,-492.5,stop
2024-10-02,False,-755.0,stop,-755.0,stop,-755.0,stop,-180.0,stop,-180.0,stop,-180.0,stop
2024-10-02,False,-755.0,stop,-755.0,stop,-755.0,stop,-330.0,stop,-330.0,stop,-330.0,stop
2024-10-03,True,-705.0,stop,-705.0,stop,-705.0,stop,107.5,win,-142.5,stop,-142.5,stop
2024-10-08,True,720.0,eod,732.5,win,720.0,eod,157.5,win,332.5,win,-192.5,stop
2024-10-09,True,95.0,eod,95.0,eod,95.0,eod,-230.0,stop,-230.0,stop,-230.0,stop
2024-10-11,True,-30.0,eod,-30.0,eod,-30.0,eod,207.5,win,-242.5,stop,-242.5,stop
2024-10-15,True,1270.0,eod,732.5,win,1482.5,win,-180.0,stop,-180.0,stop,-180.0,stop
2024-10-15,False,1245.0,eod,732.5,win,1482.5,win,-180.0,stop,-180.0,stop,-180.0,stop
2024-10-18,True,-55.0,eod,-55.0,eod,-55.0,eod,107.5,win,-142.5,stop,-142.5,stop
2024-10-25,True,1682.5,eod,670.0,win,1357.5,win,-155.0,stop,-155.0,stop,-155.0,stop
2024-10-29,True,782.5,eod,670.0,win,782.5,eod,-242.5,stop,-242.5,stop,-242.5,stop
2024-10-29,False,407.5,eod,407.5,eod,407.5,eod,-142.5,stop,-142.5,stop,-142.5,stop
2024-10-30,True,1182.5,eod,632.5,win,1282.5,win,82.5,win,182.5,win,1182.5,eod
2024-11-04,True,-767.5,stop,-767.5,stop,-767.5,stop,-405.0,stop,-405.0,stop,-405.0,stop
2024-11-04,False,-767.5,stop,-767.5,stop,-767.5,stop,-105.0,stop,-105.0,stop,-105.0,stop
2024-11-08,True,-417.5,eod,-417.5,eod,-417.5,eod,57.5,win,132.5,win,-92.5,stop
2024-11-12,True,357.5,eod,745.0,win,1507.5,win,-142.5,stop,-142.5,stop,-142.5,stop
2024-11-13,True,-780.0,stop,-780.0,stop,-780.0,stop,207.5,win,-242.5,stop,-242.5,stop
2024-11-13,False,-780.0,stop,-780.0,stop,-780.0,stop,32.5,win,-67.5,stop,-67.5,stop
2024-11-14,True,-780.0,stop,-780.0,stop,-780.0,stop,-180.0,stop,-180.0,stop,-180.0,stop
2024-11-21,True,-405.0,eod,-405.0,eod,-405.0,eod,-255.0,stop,-255.0,stop,-255.0,stop
2024-11-22,True,-817.5,stop,-817.5,stop,-817.5,stop,-342.5,stop,-342.5,stop,-342.5,stop
2024-11-26,True,-855.0,stop,-855.0,stop,-855.0,stop,-292.5,stop,-292.5,stop,-292.5,stop
2024-12-03,True,370.0,eod,370.0,eod,370.0,eod,20.0,win,-55.0,stop,-55.0,stop
2024-12-09,True,-455.0,stop,-455.0,stop,-455.0,stop,-92.5,stop,-92.5,stop,-92.5,stop
2024-12-10,True,-417.5,stop,-417.5,stop,-417.5,stop,95.0,win,-130.0,stop,-130.0,stop
2024-12-10,False,582.5,eod,382.5,win,782.5,win,-105.0,stop,-105.0,stop,-105.0,stop
2024-12-11,True,82.5,eod,395.0,win,82.5,eod,-142.5,stop,-142.5,stop,-142.5,stop
2024-12-16,True,-230.0,eod,420.0,win,-230.0,eod,20.0,win,-55.0,stop,-55.0,stop
2024-12-17,True,-467.5,stop,-467.5,stop,-467.5,stop,-105.0,stop,-105.0,stop,-105.0,stop
2024-12-18,True,10470.0,eod,445.0,win,907.5,win,-130.0,stop,-130.0,stop,-130.0,stop
2024-12-31,True,357.5,eod,1257.5,win,357.5,eod,320.0,win,657.5,win,357.5,eod
2025-01-03,True,-1467.5,stop,-1467.5,stop,-1467.5,stop,-355.0,stop,-355.0,stop,-355.0,stop
2025-01-03,False,-505.0,eod,-505.0,eod,-505.0,eod,-142.5,stop,-142.5,stop,-142.5,stop
2025-01-14,True,-1155.0,stop,1120.0,win,-1155.0,stop,507.5,win,1032.5,win,-542.5,stop
2025-01-14,False,-1155.0,stop,-1155.0,stop,-1155.0,stop,182.5,win,-217.5,stop,-217.5,stop
2025-01-21,True,220.0,eod,220.0,eod,220.0,eod,-80.0,stop,-80.0,stop,-80.0,stop
2025-01-24,True,395.0,eod,732.5,win,395.0,eod,207.5,win,432.5,win,395.0,eod
2025-01-28,True,-705.0,stop,-705.0,stop,-705.0,stop,-417.5,stop,-417.5,stop,-417.5,stop
2025-02-05,True,-917.5,stop,-917.5,stop,-917.5,stop,132.5,win,-167.5,stop,-167.5,stop
2025-02-10,True,-155.0,eod,-155.0,eod,-155.0,eod,245.0,win,-280.0,stop,-280.0,stop
2025-02-10,False,-292.5,eod,-292.5,eod,-292.5,eod,-192.5,stop,-192.5,stop,-192.5,stop
2025-02-11,True,295.0,eod,295.0,eod,295.0,eod,95.0,win,-130.0,stop,-130.0,stop
2025-02-11,False,257.5,eod,257.5,eod,257.5,eod,-130.0,stop,-130.0,stop,-130.0,stop
2025-02-13,True,1345.0,eod,882.5,win,1345.0,eod,-205.0,stop,-205.0,stop,-205.0,stop
2025-02-14,True,-380.0,eod,-380.0,eod,-380.0,eod,-280.0,stop,-280.0,stop,-280.0,stop
2025-02-14,False,-192.5,eod,-192.5,eod,-192.5,eod,-80.0,stop,-80.0,stop,-80.0,stop
2025-02-14,False,-155.0,eod,-155.0,eod,-155.0,eod,-117.5,stop,-117.5,stop,-117.5,stop
2025-02-18,True,-692.5,stop,657.5,win,-692.5,stop,-205.0,stop,-205.0,stop,-205.0,stop
2025-02-18,False,-692.5,stop,-692.5,stop,-692.5,stop,-155.0,stop,-155.0,stop,-155.0,stop
2025-02-21,True,3095.0,eod,607.5,win,1232.5,win,-217.5,stop,-217.5,stop,-217.5,stop
2025-02-21,False,782.5,eod,607.5,win,782.5,eod,145.0,win,307.5,win,-180.0,stop
2025-02-25,True,-742.5,stop,707.5,win,-742.5,stop,295.0,win,607.5,win,-330.0,stop
2025-02-26,True,-817.5,stop,-817.5,stop,-817.5,stop,157.5,win,332.5,win,-192.5,stop
2025-02-26,False,-817.5,stop,-817.5,stop,-817.5,stop,-155.0,stop,-155.0,stop,-155.0,stop
2025-03-03,True,-1092.5,stop,-1092.5,stop,-1092.5,stop,-680.0,stop,-680.0,stop,-680.0,stop
2025-03-03,False,2357.5,eod,1057.5,win,2132.5,win,295.0,win,-330.0,stop,-330.0,stop
2025-03-05,True,-1492.5,stop,-1492.5,stop,-1492.5,stop,-567.5,stop,-567.5,stop,-567.5,stop
2025-03-07,True,-1692.5,stop,1657.5,win,-1692.5,stop,557.5,win,1132.5,win,-592.5,stop
2025-03-13,True,-242.5,eod,-242.5,eod,-242.5,eod,-380.0,stop,-380.0,stop,-380.0,stop
2025-03-18,True,-705.0,eod,-705.0,eod,-705.0,eod,-342.5,stop,-342.5,stop,-342.5,stop
2025-03-19,True,-1517.5,stop,-1517.5,stop,-1517.5,stop,107.5,win,-142.5,stop,-142.5,stop
2025-03-26,True,2482.5,eod,1082.5,win,2182.5,win,70.0,win,157.5,win,2482.5,eod
2025-03-26,False,970.0,eod,1082.5,win,970.0,eod,257.5,win,532.5,win,970.0,eod
2025-03-26,False,-167.5,eod,-167.5,eod,-167.5,eod,107.5,win,-142.5,stop,-142.5,stop
2025-03-28,True,432.5,eod,432.5,eod,432.5,eod,-317.5,stop,-317.5,stop,-317.5,stop
2025-04-01,True,-1205.0,stop,-1205.0,stop,-1205.0,stop,-305.0,stop,-305.0,stop,-305.0,stop
2025-04-15,True,557.5,eod,557.5,eod,557.5,eod,232.5,win,482.5,win,-267.5,stop
2025-04-24,True,2445.0,eod,2532.5,win,2445.0,eod,370.0,win,-405.0,stop,-405.0,stop
2025-04-24,False,2257.5,eod,2532.5,win,2257.5,eod,420.0,win,857.5,win,2257.5,eod
2025-04-29,True,-917.5,eod,-917.5,eod,-917.5,eod,-217.5,stop,-217.5,stop,-217.5,stop
2025-05-07,True,-1380.0,stop,-1380.0,stop,-1380.0,stop,-342.5,stop,-342.5,stop,-342.5,stop
2025-05-07,False,-1380.0,stop,-1380.0,stop,-1380.0,stop,-467.5,stop,-467.5,stop,-467.5,stop
2025-05-14,True,-92.5,eod,-92.5,eod,-92.5,eod,170.0,win,357.5,win,-205.0,stop
2025-05-22,True,-5.0,eod,945.0,win,-5.0,eod,-505.0,stop,-505.0,stop,-505.0,stop
2025-05-27,True,1295.0,eod,845.0,win,1295.0,eod,45.0,win,107.5,win,1295.0,eod
2025-05-27,False,670.0,eod,670.0,eod,670.0,eod,95.0,win,207.5,win,-130.0,stop
2025-05-27,False,357.5,eod,357.5,eod,357.5,eod,95.0,win,-130.0,stop,-130.0,stop
2025-05-28,True,-892.5,stop,-892.5,stop,-892.5,stop,-167.5,stop,-167.5,stop,-167.5,stop
2025-05-30,True,-955.0,stop,-955.0,stop,-955.0,stop,-242.5,stop,-242.5,stop,-242.5,stop
2025-06-05,True,1182.5,eod,857.5,win,1732.5,win,182.5,win,382.5,win,1182.5,eod
2025-06-11,True,-867.5,stop,-867.5,stop,-867.5,stop,207.5,win,432.5,win,-242.5,stop
2025-06-11,False,-867.5,stop,-867.5,stop,-867.5,stop,132.5,win,-167.5,stop,-167.5,stop
2025-06-11,False,1270.0,eod,832.5,win,1682.5,win,157.5,win,332.5,win,1270.0,eod
2025-06-11,False,182.5,eod,832.5,win,182.5,eod,95.0,win,207.5,win,182.5,eod
2025-06-17,True,-5.0,eod,-5.0,eod,-5.0,eod,145.0,win,-180.0,stop,-180.0,stop
2025-06-26,True,-80.0,eod,-80.0,eod,-80.0,eod,-55.0,stop,-55.0,stop,-55.0,stop
2025-06-30,True,395.0,eod,732.5,win,395.0,eod,-105.0,stop,-105.0,stop,-105.0,stop
2025-07-02,True,657.5,eod,707.5,win,657.5,eod,95.0,win,207.5,win,657.5,eod
2025-07-02,False,445.0,eod,445.0,eod,445.0,eod,-80.0,stop,-80.0,stop,-80.0,stop
2025-07-02,False,282.5,eod,282.5,eod,282.5,eod,32.5,win,-67.5,stop,-67.5,stop
2025-07-09,True,-80.0,eod,557.5,win,1132.5,win,95.0,win,207.5,win,-80.0,eod
2025-07-10,True,-605.0,stop,-605.0,stop,-605.0,stop,-30.0,stop,-30.0,stop,-30.0,stop
2025-07-18,True,-330.0,eod,-330.0,eod,-330.0,eod,-167.5,stop,-167.5,stop,-167.5,stop
2025-07-21,True,-680.0,stop,-680.0,stop,-680.0,stop,45.0,win,-80.0,stop,-80.0,stop
2025-07-25,True,570.0,eod,607.5,win,570.0,eod,-117.5,stop,-117.5,stop,-117.5,stop
2025-07-25,False,95.0,eod,95.0,eod,95.0,eod,-80.0,stop,-80.0,stop,-80.0,stop
2025-07-25,False,-80.0,eod,-80.0,eod,-80.0,eod,-80.0,eod,-80.0,eod,-80.0,eod
2025-07-25,False,-180.0,eod,-180.0,eod,-180.0,eod,-180.0,eod,-180.0,eod,-180.0,eod
2025-07-28,True,-505.0,eod,-505.0,eod,-505.0,eod,-80.0,stop,-80.0,stop,-80.0,stop
2025-07-29,True,370.0,eod,582.5,win,370.0,eod,107.5,win,232.5,win,-142.5,stop
2025-08-05,True,-767.5,stop,-767.5,stop,-767.5,stop,307.5,win,-342.5,stop,-342.5,stop
2025-08-11,True,-917.5,stop,-917.5,stop,-917.5,stop,-192.5,stop,-192.5,stop,-192.5,stop
2025-08-11,False,495.0,eod,882.5,win,495.0,eod,132.5,win,282.5,win,495.0,eod
2025-08-12,True,445.0,eod,445.0,eod,445.0,eod,95.0,win,207.5,win,445.0,eod
2025-08-12,False,232.5,eod,232.5,eod,232.5,eod,32.5,win,82.5,win,232.5,eod
2025-08-14,True,-142.5,eod,-142.5,eod,-142.5,eod,95.0,win,-130.0,stop,-130.0,stop
2025-08-19,True,695.0,eod,682.5,win,1382.5,win,-192.5,stop,-192.5,stop,-192.5,stop
2025-08-20,True,720.0,eod,682.5,win,720.0,eod,270.0,win,557.5,win,-305.0,stop
2025-08-26,True,1470.0,eod,695.0,win,1407.5,win,57.5,win,132.5,win,-92.5,stop
2025-08-26,False,1170.0,eod,695.0,win,1170.0,eod,-55.0,stop,-55.0,stop,-55.0,stop
2025-09-04,True,1557.5,eod,657.5,win,1332.5,win,82.5,win,182.5,win,-117.5,stop
2025-09-04,False,1470.0,eod,657.5,win,1332.5,win,-80.0,stop,-80.0,stop,-80.0,stop
2025-09-04,False,1045.0,eod,657.5,win,1045.0,eod,-55.0,stop,-55.0,stop,-55.0,stop
2025-09-08,True,-280.0,eod,-280.0,eod,-280.0,eod,-167.5,stop,-167.5,stop,-167.5,stop
2025-09-08,False,-317.5,eod,-317.5,eod,-317.5,eod,-105.0,stop,-105.0,stop,-105.0,stop
2025-09-09,True,720.0,eod,682.5,win,720.0,eod,57.5,win,132.5,win,720.0,eod
2025-09-11,True,-5.0,eod,-5.0,eod,-5.0,eod,20.0,win,57.5,win,-55.0,stop
2025-09-12,True,-317.5,eod,-317.5,eod,-317.5,eod,20.0,win,-55.0,stop,-55.0,stop
2025-09-16,True,-192.5,eod,-192.5,eod,-192.5,eod,107.5,win,-142.5,stop,-142.5,stop
2025-09-17,True,-605.0,stop,570.0,win,1157.5,win,-167.5,stop,-167.5,stop,-167.5,stop
2025-09-19,True,657.5,eod,607.5,win,657.5,eod,57.5,win,132.5,win,657.5,eod
2025-09-19,False,482.5,eod,607.5,win,482.5,eod,-42.5,stop,-42.5,stop,-42.5,stop
2025-09-23,True,1507.5,eod,570.0,win,1157.5,win,182.5,win,382.5,win,1507.5,eod
2025-09-24,True,-255.0,eod,620.0,win,-255.0,eod,-242.5,stop,-242.5,stop,-242.5,stop
2025-09-30,True,957.5,eod,707.5,win,1432.5,win,-155.0,stop,-155.0,stop,-155.0,stop
2025-09-30,False,-742.5,stop,-742.5,stop,-742.5,stop,-117.5,stop,-117.5,stop,-117.5,stop
2025-10-02,True,-755.0,stop,-755.0,stop,-755.0,stop,132.5,win,-167.5,stop,-167.5,stop
2025-10-02,False,395.0,eod,395.0,eod,395.0,eod,107.5,win,232.5,win,395.0,eod
2025-10-03,True,-742.5,stop,-742.5,stop,-742.5,stop,57.5,win,132.5,win,-92.5,stop
2025-10-07,True,-230.0,eod,-230.0,eod,-230.0,eod,207.5,win,432.5,win,-242.5,stop
2025-10-10,True,9345.0,eod,670.0,win,1357.5,win,345.0,win,707.5,win,9345.0,eod
2025-10-10,False,9432.5,eod,670.0,win,1357.5,win,170.0,win,357.5,win,9432.5,eod
2025-10-10,False,-705.0,stop,-705.0,stop,-705.0,stop,-805.0,stop,-805.0,stop,-805.0,stop
2025-10-16,True,-1167.5,stop,-1167.5,stop,-1167.5,stop,-855.0,stop,-855.0,stop,-855.0,stop
2025-11-05,True,-842.5,stop,-842.5,stop,-842.5,stop,132.5,win,-167.5,stop,-167.5,stop
2025-11-06,True,1632.5,eod,782.5,win,1582.5,win,332.5,win,682.5,win,1632.5,eod
2025-11-07,True,-867.5,stop,-867.5,stop,-867.5,stop,282.5,win,-317.5,stop,-317.5,stop
2025-11-12,True,-530.0,eod,-530.0,eod,-530.0,eod,270.0,win,557.5,win,-305.0,stop
2025-11-13,True,-1005.0,stop,-1005.0,stop,-1005.0,stop,-480.0,stop,-480.0,stop,-480.0,stop
2025-11-21,True,-1567.5,stop,-1567.5,stop,-1567.5,stop,-717.5,stop,-717.5,stop,-717.5,stop
2025-12-03,True,770.0,eod,770.0,eod,770.0,eod,-242.5,stop,-242.5,stop,-242.5,stop
2025-12-03,False,-142.5,eod,-142.5,eod,-142.5,eod,-105.0,stop,-105.0,stop,-105.0,stop
2025-12-05,True,-255.0,eod,-255.0,eod,-255.0,eod,-142.5,stop,-142.5,stop,-142.5,stop
2025-12-08,True,-605.0,eod,-605.0,eod,-605.0,eod,-167.5,stop,-167.5,stop,-167.5,stop
2025-12-12,True,-742.5,stop,-742.5,stop,-742.5,stop,-305.0,stop,-305.0,stop,-305.0,stop
2025-12-15,True,-842.5,stop,-842.5,stop,-842.5,stop,-455.0,stop,-455.0,stop,-455.0,stop
2025-12-15,False,7.5,eod,7.5,eod,7.5,eod,-155.0,stop,-155.0,stop,-155.0,stop
2025-12-17,True,-905.0,stop,-905.0,stop,-905.0,stop,-380.0,stop,-380.0,stop,-380.0,stop
2025-12-17,False,345.0,eod,870.0,win,345.0,eod,-530.0,stop,-530.0,stop,-530.0,stop
2025-12-17,False,157.5,eod,870.0,win,157.5,eod,-342.5,stop,-342.5,stop,-342.5,stop
