DateTime,Open,High,Low,Close,Volume,tr,atr,atr_fast,atr_slow,kelt_mid,kelt_up,kelt_dn,kelt_pos,free_bar,pct_outside_20,macd_fast,macd_sig,macd_new_hi,macd_new_lo,macd_zero_cross,macd_drive,ma_slope,ma_slope_state,triple_ma,vol_ratio,compressed,ret,sigma_spike,ger,climax,dow_state,leg_count,retr_depth
2025-05-13,6149.0,6206.25,6142.75,6182.25,1055980,63.5,109.4375,95.4,147.98125,5908.876451074491,6155.110826074491,5662.642076074491,1,0,0.1,115.1916666666666,77.25468749999993,0,0,0,0,-3.833499999999913,-1,0,0.6446762681082908,0,0.006307479449825015,0.4573174807837036,0.7543241697331242,0,0,62,0.8269525267993875
2025-05-14,6192.5,6204.25,6169.25,6189.5,957633,35.0,107.9125,86.6,146.8875,5935.602503353111,6178.405628353112,5692.799378353111,1,0,0.15,161.82499999999982,90.3703124999999,1,0,0,0,-1.8080000000000838,-1,0,0.5895668453748617,0,0.001172712200250725,0.0850787343311419,0.7743540094819056,0,0,62,0.8269525267993875
2025-05-15,6168.25,6223.75,6163.75,6216.5,1034217,60.0,102.05,80.65,145.98125,5962.35464589091,6191.967145890911,5732.74214589091,1,0,0.2,153.35833333333267,103.82291666666652,0,0,0,0,-0.2540000000000873,0,1,0.5524682108147452,0,0.004362226351078524,0.3175540156940348,0.8007978489145715,0,0,62,0.8269525267993875
2025-05-16,6223.75,6256.75,6204.0,6251.75,897189,52.75,100.9875,81.7,145.28125,5989.916108187013,6217.137983187014,5762.694233187013,1,0,0.25,150.42500000000018,110.21510416666655,0,0,0,1,1.0929999999998472,1,1,0.5623574962357496,0,0.005670393308131683,0.45240695134586045,0.8268501202466236,0,0,62,0.8269525267993875
2025-05-19,6191.5,6266.75,6191.5,6252.25,953391,75.25,94.8125,57.3,145.4125,6014.900288359679,6228.228413359679,5801.572163359679,1,0,0.3,140.89166666666733,112.48749999999995,0,0,0,0,1.9875,1,1,0.3940514054843978,1,7.997760627032058e-05,0.006394592989707102,0.8597426363395775,0,0,62,0.8269525267993875
2025-05-20,6241.25,6250.25,6206.0,6231.5,909106,46.25,89.175,53.85,143.9,6035.5288323254235,6236.172582325424,5834.885082325423,0,0,0.3,113.11666666666679,110.94583333333333,0,0,0,0,3.1110000000000584,1,1,0.3742182070882557,1,-0.0033188052301171833,-0.325713849952336,0.8837751982233206,0,0,62,0.8269525267993875
2025-05-21,6193.75,6235.5,6127.0,6132.25,1284603,108.5,85.325,68.55,145.91875,6044.7403721039545,6236.721622103954,5852.759122103955,0,0,0.3,53.108333333332666,105.24166666666662,0,0,0,0,4.031999999999971,1,1,0.46978198483745237,1,-0.01592714434726794,-1.6719532354827016,0.8947735618493148,0,0,62,0.8269525267993875
2025-05-22,6134.75,6174.25,6122.0,6138.25,1113894,52.25,80.7875,67.0,144.9375,6053.646050951196,6235.417925951197,5871.874175951196,0,0,0.3,-2.2666666666673336,96.1026041666666,0,0,1,0,4.3555000000000295,1,1,0.46226821905993964,1,0.0009784336907334712,0.09461001556967662,0.8968296083954254,0,0,62,0.8269525267993875
2025-05-23,6063.25,6123.0,6059.75,6091.0,1112859,78.5,81.0,72.15,145.40625,6057.203569908224,6239.453569908224,5874.953569908224,0,0,0.3,-62.375,83.69895833333328,0,0,0,0,4.501499999999941,1,1,0.49619600257898133,1,-0.00769763369038412,-0.80983325211827,0.8919243840082975,0,0,62,0.8269525267993875
2025-05-26,6162.75,6172.25,6150.25,6170.25,36684,81.25,80.725,73.35,144.15625,6067.969896583631,6249.601146583632,5886.338646583631,0,0,0.3,-52.38333333333321,71.71458333333328,0,0,0,0,4.256999999999971,1,1,0.5088228918274441,0,0.013010999835823434,1.3320897694724623,0.8949705422350551,0,0,62,0.8269525267993875
2025-05-27,6165.5,6221.0,6147.5,6219.25,915343,73.5,80.925,78.8,142.51875,6082.377525480429,6264.458775480429,5900.296275480428,0,0,0.3,-29.08333333333303,62.93072916666665,0,0,0,0,4.249499999999989,1,1,0.5529097048633951,0,0.007941331388517492,0.7931791038588465,0.9003162062133352,0,0,62,0.8269525267993875
2025-05-28,6219.5,6231.75,6172.5,6182.0,954186,59.25,75.8375,68.95,141.6375,6091.865380196578,6262.499755196578,5921.231005196579,0,0,0.3,2.0,57.71093749999994,0,0,1,0,4.314499999999862,1,1,0.4868061071397053,1,-0.005989468183462687,-0.5970035758894262,0.8981984324190323,0,0,62,0.8269525267993875
2025-05-29,6234.25,6235.5,6163.25,6197.0,1039325,72.25,75.4125,72.95,139.675,6101.878201130237,6271.556326130238,5932.200076130237,0,0,0.3,12.866666666666788,55.99114583333329,0,0,0,0,4.216999999999916,1,1,0.5222838732772508,0,0.002426399223552256,0.23718802193268085,0.8937814961906412,0,0,62,0.8269525267993875
2025-05-30,6189.75,6212.0,6132.5,6196.0,1334959,79.5,73.6125,73.15,133.55,6110.8421819749765,6276.470306974977,5945.214056974976,0,0,0.3,10.691666666666606,54.80833333333328,0,0,0,0,4.114999999999964,1,1,0.5477349307375515,0,-0.00016136840406644204,-0.015789530061535453,0.8855181058643659,0,0,62,0.8269525267993875
2025-06-02,6176.75,6232.25,6149.75,6230.75,959149,82.5,74.925,73.4,126.975,6122.261974167835,6290.843224167836,5953.680724167835,0,0,0.3,29.09166666666715,54.42291666666665,0,0,0,0,4.147500000000127,1,1,0.5780665485331759,0,0.0056084570690768665,0.5828933765993758,0.884199332141347,0,0,62,0.8269525267993875
2025-06-03,6222.75,6270.5,6217.5,6257.0,938998,53.0,74.3375,69.3,117.8125,6135.094167104233,6302.3535421042325,5967.834792104233,0,0,0.3,46.54166666666697,52.6875,0,0,0,0,3.974000000000251,1,1,0.5882228116710875,0,0.004212975965975252,0.44716712007602694,0.8888830090610644,0,0,62,0.8269525267993875
2025-06-04,6268.5,6278.25,6253.5,6257.75,881991,24.75,71.625,62.4,109.3125,6146.7756749990685,6307.9319249990685,5985.6194249990685,0,0,0.3,54.57499999999982,48.898958333333326,0,0,0,0,3.7595000000002075,1,1,0.5708404802744426,0,0.00011986575035960456,0.013112157988289748,0.8908551231079475,0,0,62,0.8269525267993875
2025-06-05,6274.25,6288.25,6208.0,6229.5,1312140,80.25,71.15,64.0,97.81875,6154.654182142014,6314.741682142014,5994.5666821420145,0,0,0.3,45.03333333333285,41.59947916666664,0,0,0,0,3.5604999999999563,1,1,0.6542712925691649,0,-0.004514402141344687,-0.49312909400773397,0.8869192411578088,0,0,62,0.8269525267993875
2025-06-06,6282.0,6304.25,6263.75,6287.5,1010506,74.75,72.5125,63.05,91.2625,6167.306164795155,6330.459289795155,6004.153039795156,0,0,0.3,35.55000000000018,34.23645833333336,0,0,0,0,3.7534999999998035,1,1,0.6908642651691549,0,0.009310538566498217,1.0050538021004332,0.8885447997815433,0,0,62,0.8269525267993875
2025-06-09,6292.0,6307.0,6279.25,6288.5,710677,27.75,64.0375,52.1,87.7875,6178.848434814665,6322.932809814665,6034.7640598146645,0,0,0.25,33.975000000000364,26.95833333333337,0,0,0,0,4.923499999999786,1,1,0.5934785704115051,0,0.00015904572564617858,0.016990837283270954,0.8856047151928568,0,0,62,0.8269525267993875
2025-06-10,6295.5,6328.75,6284.25,6316.75,825952,44.5,63.0875,50.4,86.2625,6191.981917213268,6333.928792213268,6050.035042213269,0,0,0.2,53.308333333333394,21.484375,0,0,0,0,6.298999999999888,1,1,0.5842631502680771,0,0.004492327264053353,0.6840330190730255,0.8848747008180116,0,0,62,0.8269525267993875
2025-06-11,6334.75,6344.0,6285.5,6308.75,1206291,58.5,64.2625,57.15,86.0875,6203.102687002481,6347.6933120024805,6058.512062002481,0,0,0.15,47.71666666666715,17.396875000000023,0,0,0,0,7.204500000000098,1,1,0.6638594453317844,0,-0.0012664740570704769,-0.19468692985618455,0.8797213753642295,0,0,62,0.8269525267993875
2025-06-12,6293.25,6330.5,6287.75,6327.0,912025,42.75,63.4,49.65,82.725,6214.902431097483,6357.552431097482,6072.252431097483,0,0,0.1,47.55000000000018,17.049479166666742,0,0,0,0,7.242000000000007,1,1,0.600181323662738,0,0.002892807608480208,0.44323921736290817,0.8771746106683966,0,0,62,0.8269525267993875
2025-06-13,6275.25,6309.0,6244.5,6267.0,1054439,82.5,64.8875,51.2,82.9375,6219.864104326294,6365.860979326294,6073.867229326294,0,0,0.05,23.866666666666788,18.682812500000125,0,0,0,0,7.681500000000142,1,1,0.6173323285606632,0,-0.009483167377904222,-1.4601688926376286,0.8639242267081718,0,0,62,0.8269525267993875
2025-06-16,6294.75,6336.5,6293.75,6321.25,648312,69.5,64.6,59.55,79.70625,6229.519903914266,6374.869903914267,6084.169903914266,0,0,0.0,18.983333333332666,23.767708333333417,0,0,0,0,10.258000000000084,1,1,0.7471183250999764,0,0.008656454443912498,1.275577638491532,0.8608872048855023,0,0,62,0.8269525267993875
2025-06-17,6292.5,6308.75,6257.75,6265.25,951973,63.5,65.4625,63.35,77.31875,6232.922770208145,6380.213395208145,6085.632145208146,0,0,0.0,-2.425000000000182,26.89010416666673,0,0,1,0,13.55099999999993,1,1,0.8193355428017137,0,-0.008859007316590839,-1.2569556089337999,0.849954216799824,0,0,62,0.8269525267993875
2025-06-18,6272.5,6301.25,6253.75,6267.75,954963,47.5,62.4125,61.15,73.86875,6236.239649235941,6376.667774235942,6095.811524235941,0,0,0.0,-3.175000000000182,28.509375000000034,0,0,0,0,16.88099999999995,1,1,0.8278196124883661,0,0.0003990263756434853,0.05456489078890614,0.8479593848395078,0,0,62,0.8269525267993875
