entry_id,Date,dir,hh,retest,stop,net,er10,mchan
2021-10-28_26L2,2021-10-28,L,10,6,5p,-255.0,0.125,0
2021-10-28_26L2,2021-10-28,L,10,6,6p,-305.0,0.125,0
2021-10-28_26L2,2021-10-28,L,10,6,sb1,-55.0,0.125,0
2021-10-28_26L2,2021-10-28,L,10,8,3p,-155.0,0.125,0
2021-10-28_26L2,2021-10-28,L,10,8,4p,-205.0,0.125,0
2021-10-28_26L2,2021-10-28,L,10,8,5p,-255.0,0.125,0
2021-10-28_26L2,2021-10-28,L,10,8,6p,-305.0,0.125,0
2021-10-28_26L2,2021-10-28,L,10,8,sb1,-30.0,0.125,0
2021-10-29_12S2,2021-10-29,S,09,2,3p,-155.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,2,4p,-205.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,2,5p,-255.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,2,6p,-305.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,2,sb1,-242.5,0.065,2
2021-10-29_12S2,2021-10-29,S,09,4,3p,-155.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,4,4p,-205.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,4,5p,-255.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,4,6p,-305.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,4,sb1,-217.5,0.065,2
2021-10-29_12S2,2021-10-29,S,09,6,3p,-155.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,6,4p,-205.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,6,5p,-255.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,6,6p,-305.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,6,sb1,-192.5,0.065,2
2021-10-29_12S2,2021-10-29,S,09,8,3p,-155.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,8,4p,-205.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,8,5p,-255.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,8,6p,-305.0,0.065,2
2021-10-29_12S2,2021-10-29,S,09,8,sb1,-167.5,0.065,2
2021-10-29_32L2,2021-10-29,L,11,2,3p,-155.0,0.235,2
2021-10-29_32L2,2021-10-29,L,11,2,4p,-205.0,0.235,2
2021-10-29_32L2,2021-10-29,L,11,2,5p,-255.0,0.235,2
2021-10-29_32L2,2021-10-29,L,11,2,6p,-305.0,0.235,2
2021-10-29_32L2,2021-10-29,L,11,2,sb1,-155.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,4,3p,-155.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,4,4p,-205.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,4,5p,-255.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,4,6p,657.5,0.235,2
2021-10-29_32L2,2021-10-29,L,13,4,sb1,-130.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,6,3p,-155.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,6,4p,-205.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,6,5p,-255.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,6,6p,682.5,0.235,2
2021-10-29_32L2,2021-10-29,L,13,6,sb1,-105.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,8,3p,-155.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,8,4p,-205.0,0.235,2
2021-10-29_32L2,2021-10-29,L,13,8,5p,707.5,0.235,2
2021-10-29_32L2,2021-10-29,L,13,8,6p,707.5,0.235,2
2021-10-29_32L2,2021-10-29,L,13,8,sb1,-80.0,0.235,2
2021-10-29_43L2,2021-10-29,L,12,2,3p,-155.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,2,4p,-205.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,2,5p,-255.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,2,6p,-305.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,2,sb1,-105.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,4,3p,-155.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,4,4p,-205.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,4,5p,-255.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,4,6p,-305.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,4,sb1,-80.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,6,3p,-155.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,6,4p,-205.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,6,5p,-255.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,6,6p,-305.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,6,sb1,-55.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,8,3p,-155.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,8,4p,-205.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,8,5p,-255.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,8,6p,-305.0,0.228,0
2021-10-29_43L2,2021-10-29,L,12,8,sb1,-30.0,0.228,0
2021-11-04_15L2,2021-11-04,L,09,2,3p,-155.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,2,4p,-205.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,2,5p,-255.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,2,6p,-305.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,2,sb1,-105.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,4,3p,-155.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,4,4p,-205.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,4,5p,-255.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,4,6p,-305.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,4,sb1,-80.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,6,3p,-155.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,6,4p,-205.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,6,5p,-255.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,6,6p,-305.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,6,sb1,-55.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,8,3p,-155.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,8,4p,-205.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,8,5p,-255.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,8,6p,-305.0,0.417,1
2021-11-04_15L2,2021-11-04,L,09,8,sb1,-30.0,0.417,1
2021-11-04_29S2,2021-11-04,S,10,2,3p,-155.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,2,4p,-205.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,2,5p,-255.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,2,6p,-305.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,2,sb1,-205.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,4,3p,-155.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,4,4p,-205.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,4,5p,-255.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,4,6p,-305.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,4,sb1,-180.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,6,3p,-155.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,6,4p,-205.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,6,5p,-255.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,6,6p,-305.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,6,sb1,-155.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,8,3p,-155.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,8,4p,-205.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,8,5p,-255.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,8,6p,-305.0,0.241,0
2021-11-04_29S2,2021-11-04,S,10,8,sb1,-130.0,0.241,0
2021-11-05_59S2,2021-11-05,S,13,2,3p,-155.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,2,4p,-205.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,2,5p,-255.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,2,6p,-305.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,2,sb1,-105.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,4,3p,-155.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,4,4p,-205.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,4,5p,-255.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,4,6p,320.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,4,sb1,-80.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,6,3p,-155.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,6,4p,-205.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,6,5p,-255.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,6,6p,345.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,6,sb1,-55.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,8,3p,-155.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,8,4p,-205.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,8,5p,370.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,8,6p,370.0,0.143,1
2021-11-05_59S2,2021-11-05,S,13,8,sb1,-30.0,0.143,1
2021-11-09_39S2,2021-11-09,S,11,2,3p,-155.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,2,4p,-205.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,2,5p,-255.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,2,6p,-305.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,2,sb1,-242.5,0.035,1
2021-11-09_39S2,2021-11-09,S,11,4,3p,-155.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,4,4p,-205.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,4,5p,-255.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,4,6p,-305.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,4,sb1,-217.5,0.035,1
2021-11-09_39S2,2021-11-09,S,11,6,3p,-155.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,6,4p,-205.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,6,5p,-255.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,6,6p,-305.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,6,sb1,-192.5,0.035,1
2021-11-09_39S2,2021-11-09,S,11,8,3p,-155.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,8,4p,-205.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,8,5p,-255.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,8,6p,-305.0,0.035,1
2021-11-09_39S2,2021-11-09,S,11,8,sb1,-167.5,0.035,1
2021-11-10_59S2,2021-11-10,S,14,2,3p,-155.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,2,4p,-205.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,2,5p,-255.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,2,6p,-305.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,2,sb1,-280.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,4,3p,-155.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,4,4p,-205.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,4,5p,-255.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,4,6p,-305.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,4,sb1,-255.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,6,3p,-155.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,6,4p,-205.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,6,5p,-255.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,6,6p,-5.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,6,sb1,-230.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,8,3p,-155.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,8,4p,-205.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,8,5p,-255.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,8,6p,20.0,0.729,3
2021-11-10_59S2,2021-11-10,S,14,8,sb1,-205.0,0.729,3
2021-11-15_15S2,2021-11-15,S,09,2,3p,-155.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,2,4p,-205.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,2,5p,-30.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,2,6p,-30.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,2,sb1,-155.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,4,3p,-155.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,4,4p,-5.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,4,5p,-5.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,4,6p,-5.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,4,sb1,-130.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,6,3p,-155.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,6,4p,20.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,6,5p,20.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,6,6p,20.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,6,sb1,-105.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,8,3p,45.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,8,4p,45.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,8,5p,45.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,8,6p,45.0,0.323,2
2021-11-15_15S2,2021-11-15,S,09,8,sb1,-80.0,0.323,2
2021-11-16_31L2,2021-11-16,L,11,2,3p,-155.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,2,4p,-205.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,2,5p,-255.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,2,6p,-305.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,2,sb1,-67.5,0.333,0
2021-11-16_31L2,2021-11-16,L,11,4,3p,-155.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,4,4p,-205.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,4,5p,-255.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,4,6p,-305.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,4,sb1,-42.5,0.333,0
2021-11-16_31L2,2021-11-16,L,11,6,3p,-155.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,6,4p,-205.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,6,5p,-255.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,6,6p,-305.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,6,sb1,-17.5,0.333,0
2021-11-16_31L2,2021-11-16,L,11,8,3p,-155.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,8,4p,-205.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,8,5p,-255.0,0.333,0
2021-11-16_31L2,2021-11-16,L,11,8,6p,-305.0,0.333,0
2021-11-16_44L2,2021-11-16,L,12,2,3p,-155.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,2,4p,-205.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,2,5p,-255.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,2,6p,-305.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,2,sb1,-167.5,0.319,0
2021-11-16_44L2,2021-11-16,L,12,4,3p,-155.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,4,4p,-205.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,4,5p,-255.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,4,6p,-305.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,4,sb1,-142.5,0.319,0
2021-11-16_44L2,2021-11-16,L,12,6,3p,-155.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,6,4p,-205.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,6,5p,-255.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,6,6p,-305.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,6,sb1,-117.5,0.319,0
2021-11-16_44L2,2021-11-16,L,12,8,3p,-155.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,8,4p,-205.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,8,5p,-255.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,8,6p,-305.0,0.319,0
2021-11-16_44L2,2021-11-16,L,12,8,sb1,-92.5,0.319,0
2021-11-16_76S2,2021-11-16,S,14,2,3p,232.5,0.511,0
2021-11-16_76S2,2021-11-16,S,14,2,4p,232.5,0.511,0
2021-11-16_76S2,2021-11-16,S,14,2,5p,232.5,0.511,0
2021-11-16_76S2,2021-11-16,S,14,2,6p,232.5,0.511,0
2021-11-16_76S2,2021-11-16,S,14,2,sb1,232.5,0.511,0
2021-11-17_13S2,2021-11-17,S,09,2,3p,-155.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,2,4p,-205.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,2,5p,-255.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,2,6p,-305.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,2,sb1,-142.5,0.061,2
2021-11-17_13S2,2021-11-17,S,09,4,3p,-155.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,4,4p,-205.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,4,5p,-255.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,4,6p,-305.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,4,sb1,-117.5,0.061,2
2021-11-17_13S2,2021-11-17,S,09,6,3p,-155.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,6,4p,-205.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,6,5p,-255.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,6,6p,-305.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,6,sb1,-92.5,0.061,2
2021-11-17_13S2,2021-11-17,S,09,8,3p,-155.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,8,4p,-205.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,8,5p,-255.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,8,6p,-305.0,0.061,2
2021-11-17_13S2,2021-11-17,S,09,8,sb1,-67.5,0.061,2
2021-11-29_23L2,2021-11-29,L,10,2,3p,-155.0,0.302,4
2021-11-29_23L2,2021-11-29,L,10,2,4p,782.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,2,5p,782.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,2,6p,782.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,2,sb1,782.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,4,3p,-155.0,0.302,4
2021-11-29_23L2,2021-11-29,L,10,4,4p,807.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,4,5p,807.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,4,6p,807.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,4,sb1,807.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,6,3p,832.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,6,4p,832.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,6,5p,832.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,6,6p,832.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,6,sb1,832.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,8,3p,857.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,8,4p,857.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,8,5p,857.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,8,6p,857.5,0.302,4
2021-11-29_23L2,2021-11-29,L,10,8,sb1,857.5,0.302,4
2021-11-29_43L2,2021-11-29,L,12,2,3p,-155.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,2,4p,-205.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,2,5p,-255.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,2,6p,-305.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,2,sb1,-142.5,0.521,0
2021-11-29_43L2,2021-11-29,L,12,4,3p,-155.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,4,4p,-205.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,4,5p,-255.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,4,6p,-305.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,4,sb1,-117.5,0.521,0
2021-11-29_43L2,2021-11-29,L,12,6,3p,-155.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,6,4p,-205.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,6,5p,-255.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,6,6p,-305.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,6,sb1,-92.5,0.521,0
2021-11-29_43L2,2021-11-29,L,12,8,3p,-155.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,8,4p,-205.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,8,5p,-255.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,8,6p,-305.0,0.521,0
2021-11-29_43L2,2021-11-29,L,12,8,sb1,-67.5,0.521,0
2021-11-29_66S2,2021-11-29,S,13,2,3p,-155.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,2,4p,-205.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,2,5p,-255.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,2,6p,-305.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,2,sb1,-267.5,0.304,0
2021-11-29_66S2,2021-11-29,S,13,4,3p,-155.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,4,4p,-205.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,4,5p,-255.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,4,6p,-305.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,4,sb1,-242.5,0.304,0
2021-11-29_66S2,2021-11-29,S,13,6,3p,-155.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,6,4p,-205.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,6,5p,-255.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,6,6p,-305.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,6,sb1,-217.5,0.304,0
2021-11-29_66S2,2021-11-29,S,13,8,3p,-155.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,8,4p,-205.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,8,5p,-255.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,8,6p,-305.0,0.304,0
2021-11-29_66S2,2021-11-29,S,13,8,sb1,-192.5,0.304,0
2021-11-30_26S2,2021-11-30,S,10,2,3p,-155.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,2,4p,-205.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,2,5p,-255.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,2,6p,-305.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,2,sb1,-617.5,0.42,2
2021-11-30_26S2,2021-11-30,S,10,4,3p,-155.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,4,4p,-205.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,4,5p,-255.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,4,6p,-305.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,4,sb1,-592.5,0.42,2
2021-11-30_26S2,2021-11-30,S,10,6,3p,-155.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,6,4p,-205.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,6,5p,-255.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,6,6p,-305.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,6,sb1,-567.5,0.42,2
2021-11-30_26S2,2021-11-30,S,10,8,3p,-155.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,8,4p,-205.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,8,5p,-255.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,8,6p,-305.0,0.42,2
2021-11-30_26S2,2021-11-30,S,10,8,sb1,-542.5,0.42,2
2021-12-06_7L2,2021-12-06,L,09,2,3p,-155.0,,0
2021-12-06_7L2,2021-12-06,L,09,2,4p,-205.0,,0
2021-12-06_7L2,2021-12-06,L,09,2,5p,-255.0,,0
2021-12-06_7L2,2021-12-06,L,09,2,6p,-305.0,,0
2021-12-06_7L2,2021-12-06,L,09,2,sb1,-742.5,,0
2021-12-06_7L2,2021-12-06,L,09,4,3p,-155.0,,0
2021-12-06_7L2,2021-12-06,L,09,4,4p,-205.0,,0
2021-12-06_7L2,2021-12-06,L,09,4,5p,-255.0,,0
2021-12-06_7L2,2021-12-06,L,09,4,6p,-305.0,,0
2021-12-06_7L2,2021-12-06,L,09,4,sb1,-717.5,,0
2021-12-06_7L2,2021-12-06,L,09,6,3p,-155.0,,0
2021-12-06_7L2,2021-12-06,L,09,6,4p,-205.0,,0
2021-12-06_7L2,2021-12-06,L,09,6,5p,-255.0,,0
2021-12-06_7L2,2021-12-06,L,09,6,6p,-305.0,,0
2021-12-06_7L2,2021-12-06,L,09,6,sb1,-692.5,,0
2021-12-06_7L2,2021-12-06,L,09,8,3p,-155.0,,0
2021-12-06_7L2,2021-12-06,L,09,8,4p,-205.0,,0
2021-12-06_7L2,2021-12-06,L,09,8,5p,-255.0,,0
2021-12-06_7L2,2021-12-06,L,09,8,6p,-305.0,,0
2021-12-06_7L2,2021-12-06,L,09,8,sb1,-667.5,,0
2021-12-06_54L2,2021-12-06,L,12,2,3p,-155.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,2,4p,-205.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,2,5p,-255.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,2,6p,-305.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,2,sb1,-155.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,4,3p,-155.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,4,4p,-205.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,4,5p,-255.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,4,6p,-305.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,4,sb1,-130.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,6,3p,-155.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,6,4p,-205.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,6,5p,-255.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,6,6p,-305.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,6,sb1,-105.0,0.371,2
2021-12-06_54L2,2021-12-06,L,12,8,3p,-155.0,0.371,2
