Date,book,dir,gap,gross_20,net_20,gross_30,net_30,gross_40,net_40
2023-04-12,WT,L,0.39,-350.0,-367.5,-525.0,-542.5,-700.0,-717.5
2023-04-13,WT,L,0.237,1437.5,1420.0,1437.5,1420.0,1437.5,1420.0
2023-04-17,WT,S,0.112,-412.5,-430.0,-625.0,-642.5,-825.0,-842.5
2023-04-17,WT,S,0.112,-412.5,-430.0,-625.0,-642.5,-825.0,-842.5
2023-04-24,WT,S,0.031,-375.0,-392.5,-550.0,-567.5,-737.5,-755.0
2023-04-24,WT,L,0.031,512.5,495.0,512.5,495.0,512.5,495.0
2023-04-24,WT,L,0.031,312.5,295.0,312.5,295.0,312.5,295.0
2023-04-25,WT,S,0.419,-150.0,-167.5,-150.0,-167.5,-150.0,-167.5
2023-04-27,WT,L,0.394,1575.0,1557.5,1575.0,1557.5,1575.0,1557.5
2023-04-27,WT,L,0.394,1537.5,1520.0,1537.5,1520.0,1537.5,1520.0
2023-04-28,WT,L,0.235,-387.5,-405.0,-587.5,-605.0,425.0,407.5
2023-05-02,WT,S,0.173,-387.5,-405.0,-575.0,-592.5,-762.5,-780.0
2023-05-03,FADE,S,0.097,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-05-04,FADE,S,0.407,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-05-05,WT,L,0.868,-462.5,-480.0,662.5,645.0,662.5,645.0
2023-05-08,WT,S,0.092,-487.5,-505.0,-475.0,-492.5,-475.0,-492.5
2023-05-11,WT,S,0.266,-450.0,-467.5,-487.5,-505.0,-487.5,-505.0
2023-05-12,WT,S,0.256,-412.5,-430.0,-612.5,-630.0,-825.0,-842.5
2023-05-19,WT,S,0.167,112.5,95.0,112.5,95.0,112.5,95.0
2023-05-22,WT,S,0.076,-362.5,-380.0,212.5,195.0,212.5,195.0
2023-05-24,WT,S,0.378,-400.0,-417.5,-612.5,-630.0,-812.5,-830.0
2023-05-26,WT,S,0.148,-387.5,-405.0,-587.5,-605.0,-587.5,-605.0
2023-06-05,WT,S,0.065,-387.5,-405.0,725.0,707.5,725.0,707.5
2023-06-06,WT,S,0.12,-387.5,-405.0,-587.5,-605.0,-537.5,-555.0
2023-06-07,WT,S,0.015,1112.5,1095.0,1112.5,1095.0,1112.5,1095.0
2023-06-07,WT,S,0.015,287.5,270.0,287.5,270.0,287.5,270.0
2023-06-09,WT,S,0.184,-375.0,-392.5,-562.5,-580.0,-750.0,-767.5
2023-06-13,WT,S,0.3,-387.5,-405.0,-575.0,-592.5,-762.5,-780.0
2023-06-13,WT,L,0.3,-387.5,-405.0,-575.0,-592.5,-762.5,-780.0
2023-06-15,WT,L,0.264,687.5,670.0,687.5,670.0,687.5,670.0
2023-06-20,WT,S,0.258,-375.0,-392.5,-575.0,-592.5,-762.5,-780.0
2023-06-21,FADE,S,0.151,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-06-26,WT,S,0.098,262.5,245.0,262.5,245.0,262.5,245.0
2023-06-28,WT,L,0.181,-387.5,-405.0,-575.0,-592.5,-775.0,-792.5
2023-06-29,WT,S,0.186,-362.5,-380.0,-537.5,-555.0,-475.0,-492.5
2023-06-30,WT,S,0.624,-312.5,-330.0,-462.5,-480.0,-625.0,-642.5
2023-06-30,WT,L,0.624,-312.5,-330.0,-462.5,-480.0,-412.5,-430.0
2023-06-30,WT,L,0.624,-312.5,-330.0,-462.5,-480.0,-412.5,-430.0
2023-07-06,WT,S,0.773,-275.0,-292.5,-412.5,-430.0,-550.0,-567.5
2023-07-10,FADE,S,0.166,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-07-12,WT,L,0.794,-262.5,-280.0,-400.0,-417.5,-537.5,-555.0
2023-07-17,WT,L,0.01,-162.5,-180.0,-162.5,-180.0,-162.5,-180.0
2023-07-25,WT,L,0.081,325.0,307.5,325.0,307.5,325.0,307.5
2023-07-25,WT,L,0.081,-300.0,-317.5,150.0,132.5,150.0,132.5
2023-07-26,FADE,S,0.316,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-07-27,WT,S,0.581,-312.5,-330.0,-462.5,-480.0,2387.5,2370.0
2023-08-01,WT,S,0.325,-350.0,-367.5,-62.5,-80.0,-62.5,-80.0
2023-08-07,WT,L,0.318,612.5,595.0,612.5,595.0,612.5,595.0
2023-08-08,WT,S,0.554,-387.5,-405.0,-575.0,-592.5,-775.0,-792.5
2023-08-08,WT,S,0.554,-387.5,-405.0,-575.0,-592.5,-775.0,-792.5
2023-08-08,WT,L,0.554,600.0,582.5,600.0,582.5,600.0,582.5
2023-08-14,WT,L,0.261,525.0,507.5,525.0,507.5,525.0,507.5
2023-08-17,FADE,S,0.22,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-08-18,WT,L,0.591,-475.0,-492.5,275.0,257.5,275.0,257.5
2023-08-22,WT,S,0.441,-475.0,-492.5,-712.5,-730.0,0.0,-17.5
2023-08-23,WT,L,0.226,462.5,445.0,462.5,445.0,462.5,445.0
2023-08-24,FADE,S,0.292,2450.0,2432.5,2450.0,2432.5,2450.0,2432.5
2023-08-25,WT,L,0.374,1087.5,1070.0,1087.5,1070.0,1087.5,1070.0
2023-08-28,WT,S,0.426,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-08-28,WT,L,0.426,-525.0,-542.5,-775.0,-792.5,75.0,57.5
2023-08-31,WT,S,0.034,275.0,257.5,275.0,257.5,275.0,257.5
2023-09-07,WT,S,0.61,-425.0,-442.5,-637.5,-655.0,-850.0,-867.5
2023-09-12,WT,S,0.294,-325.0,-342.5,-487.5,-505.0,-650.0,-667.5
2023-09-13,WT,S,0.005,-287.5,-305.0,-437.5,-455.0,-575.0,-592.5
2023-09-15,WT,S,0.428,-287.5,-305.0,562.5,545.0,562.5,545.0
2023-09-15,WT,S,0.428,-287.5,-305.0,-137.5,-155.0,-137.5,-155.0
2023-09-19,WT,L,0.248,362.5,345.0,362.5,345.0,362.5,345.0
2023-09-20,WT,S,0.209,2775.0,2757.5,2775.0,2757.5,2775.0,2757.5
2023-09-20,WT,L,0.209,-325.0,-342.5,-487.5,-505.0,-650.0,-667.5
2023-09-20,WT,S,0.209,2387.5,2370.0,2387.5,2370.0,2387.5,2370.0
2023-09-21,FADE,S,0.56,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-09-22,WT,S,0.244,-362.5,-380.0,-537.5,-555.0,-725.0,-742.5
2023-09-26,WT,S,0.672,787.5,770.0,787.5,770.0,787.5,770.0
2023-09-26,WT,S,0.672,-387.5,-405.0,300.0,282.5,300.0,282.5
2023-09-27,FADE,S,0.111,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-09-29,WT,S,0.637,1562.5,1545.0,1562.5,1545.0,1562.5,1545.0
2023-09-29,WT,S,0.637,-462.5,-480.0,-687.5,-705.0,-912.5,-930.0
2023-10-03,WT,L,0.503,-487.5,-505.0,-737.5,-755.0,-975.0,-992.5
2023-10-04,WT,S,0.036,-525.0,-542.5,-775.0,-792.5,-1037.5,-1055.0
2023-10-05,WT,S,0.061,-500.0,-517.5,-762.5,-780.0,-1012.5,-1030.0
2023-10-06,WT,L,0.471,100.0,82.5,100.0,82.5,100.0,82.5
2023-10-11,WT,S,0.208,-587.5,-605.0,-875.0,-892.5,-1175.0,-1192.5
2023-10-11,FADE,S,0.208,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-10-13,FADE,S,0.254,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-10-13,WT,L,0.254,-575.0,-592.5,-312.5,-330.0,-312.5,-330.0
2023-10-19,FADE,S,0.035,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-10-19,WT,L,0.035,-587.5,-605.0,-875.0,-892.5,-1162.5,-1180.0
2023-10-25,FADE,S,0.412,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-10-25,WT,S,0.412,62.5,45.0,62.5,45.0,62.5,45.0
2023-10-27,WT,L,0.135,-575.0,-592.5,-862.5,-880.0,-1162.5,-1180.0
2023-10-30,WT,S,0.601,-562.5,-580.0,-850.0,-867.5,-1137.5,-1155.0
2023-10-31,FADE,S,0.104,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-10-31,WT,L,0.104,137.5,120.0,137.5,120.0,137.5,120.0
2023-11-02,WT,L,0.791,212.5,195.0,212.5,195.0,212.5,195.0
2023-11-03,FADE,S,0.522,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-11-06,WT,S,0.06,-500.0,-517.5,-500.0,-517.5,-500.0,-517.5
2023-11-07,WT,L,0.04,-450.0,-467.5,-87.5,-105.0,-87.5,-105.0
2023-11-08,FADE,S,0.134,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-11-09,FADE,S,0.263,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-11-10,FADE,S,0.369,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-11-10,WT,L,0.369,600.0,582.5,600.0,582.5,600.0,582.5
2023-11-10,WT,L,0.369,537.5,520.0,537.5,520.0,537.5,520.0
2023-11-13,WT,L,0.315,-87.5,-105.0,-87.5,-105.0,-87.5,-105.0
2023-11-14,WT,L,1.173,-412.5,-430.0,-612.5,-630.0,-25.0,-42.5
2023-11-14,WT,L,1.173,-412.5,-430.0,-612.5,-630.0,-812.5,-830.0
2023-11-16,FADE,S,0.015,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-11-17,WT,L,0.019,112.5,95.0,112.5,95.0,112.5,95.0
2023-11-29,WT,S,0.403,-212.5,-230.0,-325.0,-342.5,325.0,307.5
2023-11-30,WT,L,0.029,-237.5,-255.0,-350.0,-367.5,-462.5,-480.0
2023-12-01,WT,S,0.096,-237.5,-255.0,-362.5,-380.0,-487.5,-505.0
2023-12-01,WT,L,0.096,212.5,195.0,212.5,195.0,212.5,195.0
2023-12-04,WT,S,0.7,-262.5,-280.0,-400.0,-417.5,-537.5,-555.0
2023-12-04,WT,L,0.7,-262.5,-280.0,-400.0,-417.5,-537.5,-555.0
2023-12-04,WT,S,0.7,-262.5,-280.0,-400.0,-417.5,-537.5,-555.0
2023-12-05,WT,S,0.216,-250.0,-267.5,-375.0,-392.5,-300.0,-317.5
2023-12-06,WT,S,0.407,962.5,945.0,962.5,945.0,962.5,945.0
2023-12-06,WT,S,0.407,800.0,782.5,800.0,782.5,800.0,782.5
2023-12-07,WT,L,0.399,-162.5,-180.0,-162.5,-180.0,-162.5,-180.0
2023-12-08,WT,L,0.119,-300.0,-317.5,837.5,820.0,837.5,820.0
2023-12-12,WT,L,0.076,900.0,882.5,900.0,882.5,900.0,882.5
2023-12-12,WT,L,0.076,750.0,732.5,750.0,732.5,750.0,732.5
2023-12-14,FADE,S,0.299,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2023-12-15,WT,L,0.033,-387.5,-405.0,-575.0,-592.5,75.0,57.5
2023-12-15,WT,L,0.033,-387.5,-405.0,-575.0,-592.5,-762.5,-780.0
2023-12-19,WT,L,0.153,150.0,132.5,150.0,132.5,150.0,132.5
2023-12-19,WT,L,0.153,187.5,170.0,187.5,170.0,187.5,170.0
2023-12-28,WT,S,0.051,50.0,32.5,50.0,32.5,50.0,32.5
2023-12-29,WT,L,0.092,-37.5,-55.0,-37.5,-55.0,-37.5,-55.0
2024-01-02,WT,L,0.555,-337.5,-355.0,-500.0,-517.5,-662.5,-680.0
2024-01-03,FADE,S,0.442,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-01-05,WT,S,0.028,-362.5,-380.0,-550.0,-567.5,-275.0,-292.5
2024-01-11,WT,L,0.139,750.0,732.5,750.0,732.5,750.0,732.5
2024-01-16,WT,L,0.213,-375.0,-392.5,-562.5,-580.0,-762.5,-780.0
2024-01-16,WT,S,0.213,-375.0,-392.5,-400.0,-417.5,-400.0,-417.5
2024-01-17,WT,L,0.608,-387.5,-405.0,-575.0,-592.5,-762.5,-780.0
2024-01-18,WT,S,0.322,-387.5,-405.0,-575.0,-592.5,-762.5,-780.0
2024-01-18,WT,S,0.322,-387.5,-405.0,-575.0,-592.5,-762.5,-780.0
2024-01-19,WT,L,0.236,2100.0,2082.5,2100.0,2082.5,2100.0,2082.5
2024-01-22,WT,S,0.256,287.5,270.0,287.5,270.0,287.5,270.0
2024-01-22,WT,S,0.256,87.5,70.0,87.5,70.0,87.5,70.0
2024-01-23,WT,S,0.11,-362.5,-380.0,-550.0,-567.5,-737.5,-755.0
2024-02-01,WT,L,0.206,1812.5,1795.0,1812.5,1795.0,1812.5,1795.0
2024-02-02,WT,L,0.203,1000.0,982.5,1000.0,982.5,1000.0,982.5
2024-02-02,WT,L,0.203,-400.0,-417.5,-612.5,-630.0,262.5,245.0
2024-02-08,WT,S,0.022,-412.5,-430.0,-187.5,-205.0,-187.5,-205.0
2024-02-08,WT,L,0.022,187.5,170.0,187.5,170.0,187.5,170.0
2024-02-13,WT,S,1.049,-400.0,-417.5,-600.0,-617.5,-800.0,-817.5
2024-02-14,WT,L,0.476,-437.5,-455.0,-650.0,-667.5,-862.5,-880.0
2024-02-15,WT,S,0.013,-412.5,-430.0,-625.0,-642.5,-825.0,-842.5
2024-02-15,WT,L,0.013,512.5,495.0,512.5,495.0,512.5,495.0
2024-02-20,FADE,S,0.405,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-02-21,WT,S,0.161,-337.5,-355.0,-512.5,-530.0,-675.0,-692.5
2024-02-23,FADE,S,0.347,925.0,907.5,925.0,907.5,925.0,907.5
2024-02-26,WT,S,0.11,625.0,607.5,625.0,607.5,625.0,607.5
2024-02-27,WT,L,0.137,-375.0,-392.5,-575.0,-592.5,662.5,645.0
2024-02-29,WT,S,0.468,-325.0,-342.5,-487.5,-505.0,-650.0,-667.5
2024-02-29,WT,S,0.468,-325.0,-342.5,-487.5,-505.0,-650.0,-667.5
2024-03-01,WT,L,0.101,350.0,332.5,350.0,332.5,350.0,332.5
2024-03-04,WT,L,0.092,-337.5,-355.0,-312.5,-330.0,-312.5,-330.0
2024-03-04,WT,L,0.092,-337.5,-355.0,-512.5,-530.0,-500.0,-517.5
2024-03-06,WT,S,0.506,-375.0,-392.5,-562.5,-580.0,-750.0,-767.5
2024-03-06,WT,S,0.506,-375.0,-392.5,-175.0,-192.5,-175.0,-192.5
2024-03-06,WT,S,0.506,-375.0,-392.5,-225.0,-242.5,-225.0,-242.5
2024-03-07,WT,L,0.535,-12.5,-30.0,-12.5,-30.0,-12.5,-30.0
2024-03-07,WT,L,0.535,-375.0,-392.5,-562.5,-580.0,-387.5,-405.0
2024-03-08,FADE,S,0.165,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-03-12,WT,L,0.324,-400.0,-417.5,-600.0,-617.5,-800.0,-817.5
2024-03-12,WT,S,0.324,-400.0,-417.5,-600.0,-617.5,-800.0,-817.5
2024-03-19,WT,L,0.17,1300.0,1282.5,1300.0,1282.5,1300.0,1282.5
2024-03-20,WT,L,0.004,-437.5,-455.0,2512.5,2495.0,2512.5,2495.0
2024-03-21,WT,L,0.348,-462.5,-480.0,-700.0,-717.5,-500.0,-517.5
2024-03-21,WT,S,0.348,412.5,395.0,412.5,395.0,412.5,395.0
2024-03-21,FADE,S,0.348,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-03-22,WT,S,0.094,-450.0,-467.5,287.5,270.0,287.5,270.0
2024-03-26,WT,S,0.207,837.5,820.0,837.5,820.0,837.5,820.0
2024-04-01,WT,S,0.09,37.5,20.0,37.5,20.0,37.5,20.0
2024-04-01,WT,S,0.09,-325.0,-342.5,-487.5,-505.0,-275.0,-292.5
2024-04-02,WT,S,0.709,-325.0,-342.5,-487.5,-505.0,-650.0,-667.5
2024-04-16,WT,S,0.129,-637.5,-655.0,-950.0,-967.5,-1275.0,-1292.5
2024-04-18,WT,S,0.233,1437.5,1420.0,1437.5,1420.0,1437.5,1420.0
2024-04-18,WT,S,0.233,62.5,45.0,62.5,45.0,62.5,45.0
2024-04-22,WT,L,0.479,-637.5,-655.0,-950.0,-967.5,-1275.0,-1292.5
2024-04-23,FADE,S,0.444,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-04-24,WT,S,0.115,-662.5,-680.0,-1000.0,-1017.5,-1325.0,-1342.5
2024-04-25,WT,L,0.833,3237.5,3220.0,3237.5,3220.0,3237.5,3220.0
2024-04-26,WT,L,0.257,-162.5,-180.0,-162.5,-180.0,-162.5,-180.0
2024-04-30,WT,S,0.295,3650.0,3632.5,3650.0,3632.5,3650.0,3632.5
2024-04-30,WT,S,0.295,2162.5,2145.0,2162.5,2145.0,2162.5,2145.0
2024-04-30,FADE,S,0.295,1587.5,1570.0,1587.5,1570.0,1587.5,1570.0
2024-05-01,WT,S,0.116,-637.5,-655.0,-950.0,-967.5,-1262.5,-1280.0
2024-05-01,WT,S,0.116,-637.5,-655.0,-950.0,-967.5,-1262.5,-1280.0
2024-05-06,WT,L,0.303,437.5,420.0,437.5,420.0,437.5,420.0
2024-05-09,WT,L,0.048,662.5,645.0,662.5,645.0,662.5,645.0
2024-05-10,WT,S,0.225,-475.0,-492.5,-150.0,-167.5,-150.0,-167.5
2024-05-10,WT,S,0.225,-475.0,-492.5,-150.0,-167.5,-150.0,-167.5
2024-05-13,WT,S,0.308,0.0,-17.5,0.0,-17.5,0.0,-17.5
2024-05-15,WT,L,0.431,212.5,195.0,212.5,195.0,212.5,195.0
2024-05-16,WT,S,0.094,1062.5,1045.0,1062.5,1045.0,1062.5,1045.0
2024-05-17,FADE,S,0.051,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-05-21,WT,L,0.094,525.0,507.5,525.0,507.5,525.0,507.5
2024-05-21,FADE,S,0.094,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-05-24,WT,L,0.314,-375.0,-392.5,37.5,20.0,37.5,20.0
2024-05-30,WT,L,0.177,-337.5,-355.0,-500.0,-517.5,-662.5,-680.0
2024-05-31,WT,S,0.251,-337.5,-355.0,-512.5,-530.0,-675.0,-692.5
2024-05-31,WT,L,0.251,3387.5,3370.0,3387.5,3370.0,3387.5,3370.0
2024-06-04,WT,S,0.262,-462.5,-480.0,-687.5,-705.0,-925.0,-942.5
2024-06-04,WT,L,0.262,1250.0,1232.5,1250.0,1232.5,1250.0,1232.5
2024-06-04,WT,L,0.262,825.0,807.5,825.0,807.5,825.0,807.5
2024-06-05,WT,L,0.394,837.5,820.0,837.5,820.0,837.5,820.0
2024-06-11,WT,L,0.182,387.5,370.0,387.5,370.0,387.5,370.0
2024-06-13,WT,S,0.315,-512.5,-530.0,-762.5,-780.0,-1012.5,-1030.0
2024-06-24,WT,S,0.121,612.5,595.0,612.5,595.0,612.5,595.0
2024-06-24,WT,S,0.121,-362.5,-380.0,425.0,407.5,425.0,407.5
2024-06-28,WT,L,0.058,-337.5,-355.0,-512.5,-530.0,-675.0,-692.5
2024-07-01,WT,S,0.088,-387.5,-405.0,-575.0,-592.5,-762.5,-780.0
2024-07-01,WT,S,0.088,-387.5,-405.0,-575.0,-592.5,-762.5,-780.0
2024-07-01,FADE,S,0.088,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-07-03,WT,L,0.017,-387.5,-405.0,762.5,745.0,762.5,745.0
2024-07-05,WT,L,0.062,175.0,157.5,175.0,157.5,175.0,157.5
2024-07-08,WT,S,0.16,37.5,20.0,37.5,20.0,37.5,20.0
2024-07-08,WT,S,0.16,-125.0,-142.5,-125.0,-142.5,-125.0,-142.5
2024-07-08,WT,S,0.16,-237.5,-255.0,-237.5,-255.0,-237.5,-255.0
2024-07-10,WT,L,0.193,887.5,870.0,887.5,870.0,887.5,870.0
2024-07-10,WT,L,0.193,712.5,695.0,712.5,695.0,712.5,695.0
2024-07-15,WT,S,0.355,-400.0,-417.5,-587.5,-605.0,-225.0,-242.5
2024-07-16,WT,S,0.211,-412.5,-430.0,-612.5,-630.0,-825.0,-842.5
2024-07-17,WT,S,0.967,712.5,695.0,712.5,695.0,712.5,695.0
2024-07-19,WT,S,0.128,1250.0,1232.5,1250.0,1232.5,1250.0,1232.5
2024-07-19,WT,S,0.128,-475.0,-492.5,325.0,307.5,325.0,307.5
2024-07-24,FADE,S,0.78,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-07-24,FADE,S,0.78,700.0,682.5,700.0,682.5,700.0,682.5
2024-07-25,WT,L,0.16,-575.0,-592.5,-875.0,-892.5,-1162.5,-1180.0
2024-07-25,WT,S,0.16,2025.0,2007.5,2025.0,2007.5,2025.0,2007.5
2024-07-30,WT,S,0.252,3062.5,3045.0,3062.5,3045.0,3062.5,3045.0
2024-08-01,FADE,S,0.182,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-08-05,WT,L,3.642,-762.5,-780.0,-1150.0,-1167.5,-1537.5,-1555.0
2024-08-05,WT,S,3.642,-762.5,-780.0,-1150.0,-1167.5,-300.0,-317.5
2024-08-13,WT,L,0.592,637.5,620.0,637.5,620.0,637.5,620.0
2024-08-20,WT,S,0.012,-350.0,-367.5,-350.0,-367.5,-350.0,-367.5
2024-08-21,WT,S,0.099,-637.5,-655.0,-350.0,-367.5,-350.0,-367.5
2024-08-22,WT,S,0.303,2187.5,2170.0,2187.5,2170.0,2187.5,2170.0
2024-08-26,WT,S,0.172,475.0,457.5,475.0,457.5,475.0,457.5
2024-08-26,WT,S,0.172,-525.0,-542.5,-375.0,-392.5,-375.0,-392.5
2024-08-27,WT,L,0.127,-525.0,-542.5,125.0,107.5,125.0,107.5
2024-08-28,WT,S,0.074,-500.0,-517.5,-750.0,-767.5,-1000.0,-1017.5
2024-08-29,WT,L,0.4,-512.5,-530.0,-775.0,-792.5,-1037.5,-1055.0
2024-08-30,WT,S,0.222,-537.5,-555.0,-800.0,-817.5,-1075.0,-1092.5
2024-09-03,WT,S,0.632,2000.0,1982.5,2000.0,1982.5,2000.0,1982.5
2024-09-03,WT,S,0.632,1437.5,1420.0,1437.5,1420.0,1437.5,1420.0
2024-09-04,FADE,S,0.362,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-09-06,WT,S,0.025,-600.0,-617.5,300.0,282.5,300.0,282.5
2024-09-10,FADE,S,0.265,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-09-17,WT,S,0.422,-275.0,-292.5,-275.0,-292.5,-275.0,-292.5
2024-09-18,WT,L,0.074,-700.0,-717.5,-1050.0,-1067.5,-1400.0,-1417.5
2024-09-19,WT,L,1.436,-600.0,-617.5,-600.0,-617.5,-600.0,-617.5
2024-09-23,WT,S,0.305,-400.0,-417.5,-400.0,-417.5,-400.0,-417.5
2024-09-24,FADE,S,0.138,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-09-24,WT,L,0.138,-600.0,-617.5,200.0,182.5,200.0,182.5
2024-09-25,WT,S,0.0,262.5,245.0,262.5,245.0,262.5,245.0
2024-09-25,WT,S,0.0,-337.5,-355.0,-337.5,-355.0,-337.5,-355.0
2024-09-27,WT,S,0.125,537.5,520.0,537.5,520.0,537.5,520.0
2024-10-01,FADE,S,0.008,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-10-02,WT,L,0.183,962.5,945.0,962.5,945.0,962.5,945.0
2024-10-02,WT,L,0.183,-500.0,-517.5,-737.5,-755.0,137.5,120.0
2024-10-02,WT,L,0.183,-500.0,-517.5,-737.5,-755.0,-987.5,-1005.0
2024-10-02,WT,L,0.183,-500.0,-517.5,-737.5,-755.0,-62.5,-80.0
2024-10-03,WT,L,0.345,-462.5,-480.0,-687.5,-705.0,-925.0,-942.5
2024-10-04,WT,S,0.691,-462.5,-480.0,-687.5,-705.0,-912.5,-930.0
2024-10-08,WT,L,0.39,-500.0,-517.5,737.5,720.0,737.5,720.0
2024-10-09,WT,L,0.008,-500.0,-517.5,112.5,95.0,112.5,95.0
2024-10-11,WT,L,0.06,-512.5,-530.0,-12.5,-30.0,-12.5,-30.0
2024-10-15,WT,S,0.048,1287.5,1270.0,1287.5,1270.0,1287.5,1270.0
2024-10-15,WT,S,0.048,1262.5,1245.0,1262.5,1245.0,1262.5,1245.0
2024-10-17,FADE,S,0.588,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-10-18,WT,L,0.215,-37.5,-55.0,-37.5,-55.0,-37.5,-55.0
2024-10-25,WT,S,0.236,1700.0,1682.5,1700.0,1682.5,1700.0,1682.5
2024-10-29,WT,L,0.168,800.0,782.5,800.0,782.5,800.0,782.5
2024-10-29,WT,L,0.168,425.0,407.5,425.0,407.5,425.0,407.5
2024-10-30,WT,S,0.255,1200.0,1182.5,1200.0,1182.5,1200.0,1182.5
2024-11-04,WT,L,0.085,-500.0,-517.5,-750.0,-767.5,-1000.0,-1017.5
2024-11-04,WT,L,0.085,-500.0,-517.5,-750.0,-767.5,-437.5,-455.0
2024-11-08,WT,L,0.027,-525.0,-542.5,-400.0,-417.5,-400.0,-417.5
2024-11-12,WT,S,0.012,375.0,357.5,375.0,357.5,375.0,357.5
2024-11-13,WT,L,0.008,-512.5,-530.0,-762.5,-780.0,-1025.0,-1042.5
2024-11-13,WT,L,0.008,-512.5,-530.0,-762.5,-780.0,-1025.0,-1042.5
2024-11-14,FADE,S,0.07,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-11-14,WT,L,0.07,-512.5,-530.0,-762.5,-780.0,-1012.5,-1030.0
2024-11-14,FADE,S,0.07,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-11-15,FADE,S,0.44,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-11-21,WT,L,0.41,-387.5,-405.0,-387.5,-405.0,-387.5,-405.0
2024-11-22,WT,S,0.024,-537.5,-555.0,-800.0,-817.5,-637.5,-655.0
2024-11-25,WT,S,0.614,150.0,132.5,150.0,132.5,150.0,132.5
2024-11-25,WT,S,0.614,-400.0,-417.5,-400.0,-417.5,-400.0,-417.5
2024-11-26,WT,S,0.117,-562.5,-580.0,-837.5,-855.0,-1112.5,-1130.0
2024-12-03,FADE,S,0.124,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-12-03,WT,L,0.124,387.5,370.0,387.5,370.0,387.5,370.0
2024-12-09,WT,L,0.035,-287.5,-305.0,-437.5,-455.0,-575.0,-592.5
2024-12-10,WT,L,0.159,-275.0,-292.5,-400.0,-417.5,-537.5,-555.0
2024-12-10,WT,S,0.159,600.0,582.5,600.0,582.5,600.0,582.5
2024-12-11,WT,L,0.364,100.0,82.5,100.0,82.5,100.0,82.5
2024-12-13,FADE,S,0.314,-200.0,-217.5,-200.0,-217.5,-200.0,-217.5
2024-12-16,WT,L,0.368,-287.5,-305.0,-212.5,-230.0,-212.5,-230.0
2024-12-17,WT,L,0.336,-300.0,-317.5,-450.0,-467.5,-600.0,-617.5
2024-12-18,WT,S,0.012,-300.0,-317.5,10487.5,10470.0,10487.5,10470.0
2024-12-19,WT,S,0.942,-512.5,-530.0,-775.0,-792.5,-1037.5,-1055.0
2024-12-30,WT,S,1.179,-812.5,-830.0,-1225.0,-1242.5,-1625.0,-1642.5
2024-12-31,WT,S,0.278,375.0,357.5,375.0,357.5,375.0,357.5
2025-01-03,WT,S,0.372,-962.5,-980.0,-1450.0,-1467.5,-1937.5,-1955.0
2025-01-03,WT,S,0.372,-962.5,-980.0,-487.5,-505.0,-487.5,-505.0
2025-01-06,WT,L,0.744,-787.5,-805.0,-1187.5,-1205.0,-1575.0,-1592.5
2025-01-06,WT,S,0.744,-162.5,-180.0,-162.5,-180.0,-162.5,-180.0
