Date,yr,dir,entry_px,net,prior_hvl_es,above
2021-07-13,2021,S,5168.0,357.5,5063.009765625,True
2021-07-14,2021,S,5170.0,95.0,5076.97021484375,True
2021-08-02,2021,S,5206.0,1132.5,5080.97021484375,True
2021-08-02,2021,S,5194.25,545.0,5080.97021484375,True
2021-08-17,2021,S,5222.5,-530.0,5169.93994140625,True
2021-08-20,2021,S,5227.25,-555.0,5207.93017578125,True
2021-08-20,2021,L,5231.0,120.0,5207.93017578125,True
2021-08-25,2021,L,5294.0,-80.0,5193.1298828125,True
2021-08-26,2021,S,5272.75,-505.0,5192.0,True
2021-08-26,2021,S,5273.75,307.5,5192.0,True
2021-08-27,2021,L,5298.75,232.5,5205.22021484375,True
2021-08-27,2021,L,5306.25,-142.5,5205.22021484375,True
2021-08-30,2021,L,5330.25,-205.0,5191.5,True
2021-08-31,2021,L,5321.5,195.0,5189.77978515625,True
2021-09-08,2021,S,5297.25,-330.0,5192.83984375,True
2021-09-16,2021,S,5250.5,-505.0,5266.27978515625,False
2021-09-16,2021,L,5271.0,7.5,5266.27978515625,True
2021-09-17,2021,S,5231.0,332.5,5262.56005859375,False
2021-09-27,2021,L,5248.25,-367.5,5192.58984375,True
2021-10-01,2021,L,5125.75,1507.5,5212.47021484375,False
2021-10-04,2021,S,5087.75,-867.5,5216.81982421875,False
2021-10-05,2021,L,5161.0,-867.5,5218.759765625,False
2021-10-18,2021,L,5279.75,282.5,5182.39990234375,True
2021-10-19,2021,L,5302.75,1007.5,5194.47998046875,True
2021-10-19,2021,L,5307.25,782.5,5194.47998046875,True
2021-10-19,2021,L,5315.75,357.5,5194.47998046875,True
2021-10-20,2021,L,5334.5,-42.5,5229.1298828125,True
2021-10-22,2021,S,5351.25,357.5,5224.7099609375,True
2021-10-22,2021,S,5334.0,-617.5,5224.7099609375,True
2021-10-27,2021,S,5373.25,-505.0,5214.06005859375,True
2021-10-27,2021,L,5381.0,-505.0,5214.06005859375,True
2021-10-28,2021,L,5389.25,-480.0,5231.89990234375,True
2021-10-29,2021,S,5382.75,-467.5,5246.490234375,True
2021-11-04,2021,L,5481.75,-505.0,5239.759765625,True
2021-11-04,2021,S,5469.25,-505.0,5239.759765625,True
2021-11-05,2021,S,5500.5,332.5,5260.419921875,True
2021-11-09,2021,S,5478.25,-467.5,5239.83984375,True
2021-11-15,2021,S,5491.25,7.5,5388.85986328125,True
2021-11-16,2021,L,5510.25,-205.0,5407.10986328125,True
2021-11-16,2021,L,5514.5,-492.5,5407.10986328125,True
2021-11-17,2021,S,5494.5,-505.0,5419.25,True
2021-11-30,2021,S,5393.25,-555.0,5436.259765625,False
2021-12-06,2021,L,5375.0,-642.5,5463.330078125,False
2021-12-06,2021,L,5416.0,-642.5,5463.330078125,False
2021-12-06,2021,L,5415.5,-642.5,5463.330078125,False
2021-12-13,2021,S,5486.0,357.5,5412.9501953125,True
2021-12-15,2021,S,5424.5,-755.0,5477.7099609375,False
2021-12-15,2021,L,5432.25,4245.0,5477.7099609375,False
2021-12-16,2021,S,5526.75,2270.0,5445.6298828125,True
2021-12-16,2021,S,5511.0,1482.5,5445.6298828125,True
2021-12-27,2021,L,5576.25,1045.0,5419.41015625,True
2021-12-29,2021,S,5599.5,-17.5,5440.6201171875,True
2021-12-31,2021,S,5583.5,145.0,5524.39013671875,True
2022-01-04,2022,S,5616.0,882.5,5535.64013671875,True
2022-01-04,2022,S,5589.25,-642.5,5535.64013671875,True
2022-01-05,2022,S,5584.25,3457.5,5520.10009765625,True
2022-01-20,2022,S,5398.5,5757.5,5456.27978515625,False
2022-01-20,2022,S,5381.5,4907.5,5456.27978515625,False
2022-01-21,2022,S,5251.0,2445.0,5428.77001953125,False
2022-02-01,2022,S,5301.5,-1830.0,5296.16015625,True
2022-02-02,2022,L,5379.75,-905.0,5328.33984375,True
2022-02-07,2022,S,5298.0,-80.0,5335.2900390625,False
2022-02-16,2022,S,5248.5,-1042.5,5350.990234375,False
2022-02-23,2022,S,5093.5,-1067.5,5297.0400390625,False
2022-03-01,2022,S,5160.0,1482.5,5237.85986328125,False
2022-03-01,2022,S,5150.5,1007.5,5237.85986328125,False
2022-03-02,2022,L,5192.75,70.0,5256.52978515625,False
2022-03-02,2022,L,5210.25,-805.0,5256.52978515625,False
2022-03-07,2022,S,5052.5,2145.0,5222.77001953125,False
2022-03-14,2022,L,5048.75,-1367.5,5191.330078125,False
2022-03-14,2022,L,5050.75,-1367.5,5191.330078125,False
2022-03-23,2022,L,5309.75,-1255.0,5223.68017578125,True
2022-03-30,2022,S,5428.75,207.5,5305.75,True
2022-04-07,2022,S,5281.5,-855.0,5339.7099609375,False
2022-04-07,2022,S,5277.5,-855.0,5339.7099609375,False
2022-04-07,2022,S,5293.25,-855.0,5339.7099609375,False
2022-04-13,2022,L,5230.25,1557.5,5316.85986328125,False
2022-04-13,2022,L,5243.25,907.5,5316.85986328125,False
2022-04-13,2022,L,5255.5,295.0,5316.85986328125,False
2022-04-14,2022,S,5245.5,1832.5,5284.02978515625,False
2022-04-27,2022,S,4990.5,-1317.5,5209.35986328125,False
2022-04-29,2022,S,5033.25,3407.5,5163.6201171875,False
2022-05-04,2022,L,5005.25,-1567.5,5163.60986328125,False
2022-05-16,2022,L,4817.5,457.5,5174.719970703125,False
2022-05-16,2022,L,4826.5,7.5,5174.719970703125,False
2022-05-19,2022,S,4712.75,-1542.5,5143.52001953125,False
2022-05-25,2022,L,4772.75,1095.0,4883.889892578125,False
2022-05-26,2022,L,4885.75,-717.5,4873.820068359375,True
2022-06-02,2022,L,4918.5,3732.5,4927.66015625,False
2022-06-02,2022,L,4938.25,2745.0,4927.66015625,True
2022-06-09,2022,S,4916.5,3632.5,4946.919921875,False
2022-06-14,2022,S,4575.75,907.5,5007.699951171875,False
2022-06-28,2022,S,4684.5,1832.5,4750.81005859375,False
2022-06-28,2022,S,4671.25,1170.0,4750.81005859375,False
2022-07-21,2022,L,4810.0,107.5,4726.969970703125,True
2022-07-22,2022,S,4795.5,520.0,4743.9599609375,True
2022-07-28,2022,L,4874.25,1432.5,4750.280029296875,True
2022-07-28,2022,L,4893.0,495.0,4750.280029296875,True
2022-08-02,2022,L,4934.5,-992.5,4799.56982421875,True
2022-08-04,2022,L,4982.5,-980.0,4880.580078125,True
2022-08-24,2022,S,4962.5,-342.5,4995.22998046875,False
2022-08-30,2022,S,4812.25,-5.0,4935.60009765625,False
2022-08-30,2022,S,4797.75,-842.5,4935.60009765625,False
2022-09-07,2022,L,4764.75,1695.0,4840.639892578125,False
2022-09-08,2022,S,4814.75,-880.0,4841.77001953125,False
2022-09-14,2022,S,4758.5,-555.0,4857.409912109375,False
2022-09-21,2022,L,4703.25,-980.0,4790.699951171875,False
2022-09-28,2022,L,4499.75,1970.0,4848.47998046875,False
2022-09-28,2022,L,4520.25,945.0,4848.47998046875,False
2022-09-28,2022,L,4517.5,1082.5,4848.47998046875,False
2022-10-03,2022,L,4474.25,1245.0,4834.60009765625,False
2022-10-03,2022,L,4479.25,995.0,4834.60009765625,False
2022-10-06,2022,L,4579.25,-1130.0,4601.320068359375,False
2022-10-12,2022,S,4404.0,370.0,4624.43994140625,False
2022-10-20,2022,L,4538.25,-1267.5,4590.530029296875,False
2022-10-20,2022,S,4494.5,382.5,4590.530029296875,False
2022-10-21,2022,S,4492.25,-1305.0,4574.159912109375,False
2022-10-27,2022,S,4629.5,2070.0,4588.60009765625,True
2022-11-02,2022,S,4649.5,-1155.0,4627.929931640625,True
2022-11-08,2022,L,4664.75,-1180.0,4585.64990234375,True
2022-11-11,2022,L,4785.25,-1205.0,4623.080078125,True
2022-11-16,2022,S,4782.0,-80.0,4709.10009765625,True
2022-11-16,2022,S,4783.0,-30.0,4709.10009765625,True
2022-11-23,2022,L,4836.5,-880.0,4736.2900390625,True
2022-11-30,2022,S,4759.25,-567.5,4793.7900390625,False
2022-12-05,2022,S,4827.25,1032.5,4808.860107421875,True
2022-12-05,2022,S,4813.75,357.5,4808.860107421875,True
2022-12-06,2022,S,4762.75,707.5,4837.159912109375,False
2022-12-06,2022,S,4764.75,807.5,4837.159912109375,False
2022-12-06,2022,S,4754.0,270.0,4837.159912109375,False
2022-12-09,2022,S,4761.75,-917.5,4805.050048828125,False
2022-12-09,2022,L,4778.25,-917.5,4805.050048828125,False
2022-12-09,2022,L,4775.0,-917.5,4805.050048828125,False
2022-12-12,2022,S,4764.0,-967.5,4775.22998046875,False
2022-12-19,2022,S,4631.0,945.0,4764.639892578125,False
2022-12-19,2022,S,4631.5,970.0,4764.639892578125,False
2022-12-28,2022,S,4617.75,1795.0,4618.1201171875,False
2023-01-11,2023,L,4738.25,1132.5,4698.489990234375,True
2023-01-12,2023,S,4761.5,-917.5,4698.070068359375,True
2023-01-17,2023,L,4802.75,-855.0,4716.159912109375,True
2023-01-19,2023,L,4698.5,-480.0,4742.1201171875,False
2023-01-20,2023,L,4707.5,2482.5,4742.52001953125,False
2023-01-20,2023,L,4719.25,1895.0,4742.52001953125,False
2023-01-31,2023,L,4829.25,1295.0,4796.77001953125,True
2023-01-31,2023,L,4834.0,1057.5,4796.77001953125,True
2023-02-07,2023,L,4898.75,-892.5,4816.47998046875,True
2023-02-15,2023,L,4922.25,445.0,4845.52978515625,True
2023-02-17,2023,S,4838.0,-867.5,4843.740234375,False
2023-03-01,2023,S,4727.25,-105.0,4781.820068359375,False
2023-03-02,2023,L,4715.75,2032.5,4797.22998046875,False
2023-03-03,2023,L,4789.5,1632.5,4776.64990234375,True
2023-03-03,2023,L,4807.25,745.0,4776.64990234375,True
2023-03-06,2023,L,4846.5,-680.0,4774.5400390625,True
2023-03-06,2023,L,4849.75,-680.0,4774.5400390625,True
2023-03-07,2023,S,4783.0,-717.5,4778.969970703125,True
2023-03-20,2023,S,4718.0,-192.5,4741.68994140625,False
2023-03-28,2023,S,4723.5,-1030.0,4738.39990234375,False
2023-04-06,2023,L,4843.25,1245.0,4813.199951171875,True
2023-04-06,2023,L,4865.5,132.5,4813.199951171875,True
2023-04-06,2023,L,4865.5,132.5,4813.199951171875,True
2023-04-11,2023,S,4872.75,-555.0,4822.25,True
2023-04-11,2023,L,4878.5,-130.0,4822.25,True
2023-04-12,2023,L,4884.75,-542.5,4799.06005859375,True
2023-04-13,2023,L,4880.75,1420.0,4834.050048828125,True
2023-04-17,2023,S,4897.25,-642.5,4848.25,True
2023-04-17,2023,S,4890.75,-642.5,4848.25,True
2023-04-24,2023,S,4880.5,-567.5,4877.16015625,True
2023-04-24,2023,L,4885.75,495.0,4877.16015625,True
2023-04-24,2023,L,4889.75,295.0,4877.16015625,True
2023-04-25,2023,S,4842.75,-167.5,4871.31005859375,False
2023-04-27,2023,L,4861.5,1557.5,4872.760009765625,False
2023-04-27,2023,L,4862.25,1520.0,4872.760009765625,False
2023-04-28,2023,L,4920.0,-605.0,4854.02001953125,True
2023-05-02,2023,S,4847.75,-592.5,4851.93017578125,False
2023-05-08,2023,S,4880.75,-492.5,4845.43994140625,True
2023-05-11,2023,S,4870.5,-505.0,4864.0498046875,True
2023-05-12,2023,S,4850.5,-630.0,4872.18994140625,False
2023-05-19,2023,S,4940.0,95.0,4877.0,True
2023-05-22,2023,S,4948.0,195.0,4889.52001953125,True
2023-05-24,2023,S,4859.75,-630.0,4902.6201171875,False
2023-05-26,2023,S,4944.75,-605.0,4888.68994140625,True
2023-06-05,2023,S,5033.0,707.5,4911.35009765625,True
2023-06-06,2023,S,5018.25,-605.0,4912.75,True
2023-06-07,2023,S,5033.5,1095.0,4929.91015625,True
2023-06-07,2023,S,5017.0,270.0,4929.91015625,True
2023-06-09,2023,S,5035.25,-580.0,4941.22998046875,True
2023-06-13,2023,S,5098.75,-592.5,4965.85009765625,True
2023-06-13,2023,L,5111.5,-592.5,4965.85009765625,True
2023-06-15,2023,L,5146.0,670.0,4975.240234375,True
2023-06-20,2023,S,5114.5,-592.5,5007.97998046875,True
2023-07-17,2023,L,5246.0,-180.0,5022.66015625,True
2023-07-25,2023,L,5288.75,307.5,5237.66015625,True
2023-07-25,2023,L,5292.25,132.5,5237.66015625,True
2023-08-01,2023,S,5290.75,-80.0,5274.419921875,True
2023-08-07,2023,L,5220.75,595.0,5240.759765625,False
2023-08-14,2023,L,5189.0,507.5,5221.35009765625,False
2023-08-22,2023,S,5092.25,-730.0,5186.580078125,False
2023-08-23,2023,L,5132.5,445.0,5129.1298828125,True
2023-08-25,2023,L,5087.5,1070.0,5113.18017578125,False
2023-08-28,2023,S,5132.5,-217.5,5124.81005859375,True
2023-08-28,2023,L,5135.0,-792.5,5124.81005859375,True
2023-08-31,2023,S,5216.75,257.5,5143.8701171875,True
2023-09-12,2023,S,5165.0,-505.0,5166.419921875,False
2023-09-13,2023,S,5159.25,-455.0,5171.330078125,False
2023-09-15,2023,S,5157.25,545.0,5171.990234375,False
2023-09-15,2023,S,5143.25,-155.0,5171.990234375,False
2023-09-19,2023,L,5129.25,345.0,5172.85986328125,False
2023-09-20,2023,S,5143.75,2757.5,5159.97998046875,False
2023-09-20,2023,L,5145.5,-505.0,5159.97998046875,False
2023-09-20,2023,S,5136.0,2370.0,5159.97998046875,False
2023-09-22,2023,S,5010.5,-555.0,5149.0,False
2023-10-03,2023,L,4916.75,-755.0,5062.39990234375,False
2023-10-04,2023,S,4920.25,-792.5,5056.7900390625,False
2023-10-05,2023,S,4909.75,-780.0,5039.83984375,False
2023-10-06,2023,L,4987.75,82.5,5019.14013671875,False
2023-10-11,2023,S,5038.5,-892.5,5009.16015625,True
2023-10-13,2023,L,5002.25,-330.0,5020.740234375,False
2023-10-19,2023,L,4999.75,-892.5,5051.14990234375,False
2023-10-25,2023,S,4860.5,45.0,4991.18017578125,False
2023-10-27,2023,L,4808.25,-880.0,4984.1201171875,False
2023-10-31,2023,L,4847.0,120.0,4957.31005859375,False
2023-11-06,2023,S,5016.0,-517.5,4935.6201171875,True
2023-11-07,2023,L,5041.25,-105.0,4965.10009765625,True
2023-11-10,2023,L,5063.5,582.5,5014.31982421875,True
2023-11-10,2023,L,5064.75,520.0,5014.31982421875,True
2023-11-13,2023,L,5072.75,-105.0,5006.2900390625,True
2023-11-17,2023,L,5167.0,95.0,5056.60986328125,True
2023-11-29,2023,S,5215.25,-342.5,5141.60009765625,True
2023-11-30,2023,L,5206.25,-367.5,5144.25,True
2023-12-01,2023,S,5238.5,-380.0,5146.330078125,True
2023-12-01,2023,L,5242.5,195.0,5146.330078125,True
2023-12-05,2023,S,5214.0,-392.5,5195.490234375,True
2023-12-06,2023,S,5219.0,945.0,5200.0400390625,True
2023-12-06,2023,S,5215.75,782.5,5200.0400390625,True
2023-12-07,2023,L,5234.5,-180.0,5192.8798828125,True
2023-12-08,2023,L,5233.5,820.0,5132.75,True
2023-12-12,2023,L,5273.25,882.5,5194.2099609375,True
2023-12-12,2023,L,5276.25,732.5,5194.2099609375,True
2023-12-15,2023,L,5361.0,-592.5,5221.77001953125,True
2023-12-15,2023,L,5364.0,-592.5,5221.77001953125,True
2023-12-19,2023,L,5405.5,132.5,5256.81005859375,True
2023-12-19,2023,L,5404.75,170.0,5256.81005859375,True
2023-12-28,2023,S,5425.75,32.5,5348.39013671875,True
2023-12-29,2023,L,5405.5,-55.0,5354.669921875,True
2024-01-05,2024,S,5322.75,-567.5,5344.72998046875,False
2024-01-11,2024,L,5390.25,732.5,5353.5,True
2024-01-16,2024,L,5402.0,-580.0,5348.4501953125,True
2024-01-16,2024,S,5382.0,-417.5,5348.4501953125,True
2024-01-18,2024,S,5377.75,-592.5,5386.18017578125,False
2024-01-18,2024,S,5371.5,-592.5,5386.18017578125,False
2024-01-19,2024,L,5421.0,2082.5,5366.740234375,True
2024-01-22,2024,S,5476.75,270.0,5371.22021484375,True
2024-01-22,2024,S,5472.75,70.0,5371.22021484375,True
2024-01-23,2024,S,5470.5,-567.5,5388.490234375,True
2024-02-01,2024,L,5499.25,1795.0,5481.47021484375,True
2024-02-02,2024,L,5549.75,982.5,5478.47021484375,True
2024-02-02,2024,L,5564.5,-630.0,5478.47021484375,True
2024-02-08,2024,S,5603.0,-205.0,5479.7001953125,True
2024-02-08,2024,L,5603.0,170.0,5479.7001953125,True
2024-02-14,2024,L,5589.25,-667.5,5555.759765625,True
2024-02-15,2024,S,5610.0,-642.5,5538.5498046875,True
2024-02-15,2024,L,5628.5,495.0,5538.5498046875,True
2024-02-21,2024,S,5565.75,-530.0,5578.64990234375,False
2024-02-26,2024,S,5682.5,607.5,5562.14990234375,True
2024-02-27,2024,L,5669.75,-592.5,5563.83984375,True
2024-02-29,2024,S,5684.0,-505.0,5641.77001953125,True
2024-02-29,2024,S,5676.75,-505.0,5641.77001953125,True
2024-03-01,2024,L,5725.25,332.5,5572.93017578125,True
2024-03-04,2024,L,5732.25,-330.0,5565.18994140625,True
2024-03-04,2024,L,5736.0,-530.0,5565.18994140625,True
2024-03-06,2024,S,5702.0,-580.0,5686.91015625,True
2024-03-06,2024,S,5700.25,-192.5,5686.91015625,True
2024-03-06,2024,S,5699.25,-242.5,5686.91015625,True
2024-03-07,2024,L,5747.0,-30.0,5663.02001953125,True
2024-03-07,2024,L,5754.5,-580.0,5663.02001953125,True
2024-03-12,2024,L,5760.75,-617.5,5663.9501953125,True
2024-03-12,2024,S,5738.25,-617.5,5663.9501953125,True
2024-03-19,2024,L,5741.75,1282.5,5703.39013671875,True
2024-03-20,2024,L,5771.5,2495.0,5725.759765625,True
2024-03-21,2024,L,5843.75,-717.5,5725.0400390625,True
2024-03-21,2024,S,5842.0,395.0,5725.0400390625,True
2024-03-22,2024,S,5822.5,270.0,5705.2001953125,True
2024-03-26,2024,S,5815.0,820.0,5749.81005859375,True
2024-04-01,2024,S,5822.25,20.0,5745.1201171875,True
2024-04-01,2024,S,5816.0,-505.0,5745.1201171875,True
2024-04-16,2024,S,5620.0,-967.5,5736.009765625,False
2024-04-18,2024,S,5605.0,1420.0,5708.93994140625,False
2024-04-18,2024,S,5577.5,45.0,5708.93994140625,False
2024-04-22,2024,L,5596.0,-967.5,5704.169921875,False
2024-04-24,2024,S,5616.0,-1017.5,5631.75,False
2024-04-26,2024,L,5660.0,-180.0,5677.89990234375,False
2024-04-30,2024,S,5664.5,3632.5,5640.08984375,True
2024-04-30,2024,S,5634.75,2145.0,5640.08984375,False
2024-05-01,2024,S,5576.25,-967.5,5621.330078125,False
2024-05-01,2024,S,5579.5,-967.5,5621.330078125,False
2024-05-06,2024,L,5722.25,420.0,5633.02001953125,True
2024-05-09,2024,L,5756.25,645.0,5686.77978515625,True
2024-05-10,2024,S,5768.25,-167.5,5703.64990234375,True
2024-05-10,2024,S,5768.25,-167.5,5703.64990234375,True
2024-05-13,2024,S,5769.5,-17.5,5699.56005859375,True
2024-05-15,2024,L,5849.5,195.0,5717.60009765625,True
2024-05-16,2024,S,5866.0,1045.0,5718.7900390625,True
2024-05-21,2024,L,5860.75,507.5,5793.919921875,True
2024-05-24,2024,L,5847.0,20.0,5832.72021484375,True
2024-05-30,2024,L,5794.75,-517.5,5810.5,False
2024-05-31,2024,S,5741.5,-530.0,5818.0,False
2024-05-31,2024,L,5756.75,3370.0,5818.0,False
2024-06-04,2024,S,5802.75,-705.0,5809.02978515625,False
2024-06-04,2024,L,5806.5,1232.5,5809.02978515625,False
2024-06-04,2024,L,5815.0,807.5,5809.02978515625,True
2024-06-05,2024,L,5872.75,820.0,5802.759765625,True
2024-06-11,2024,L,5904.5,370.0,5857.66015625,True
2024-06-13,2024,S,5948.25,-780.0,5859.5498046875,True
2024-06-24,2024,S,5991.0,595.0,5985.18994140625,True
2024-06-24,2024,S,5987.25,407.5,5985.18994140625,True
2024-06-28,2024,L,6039.5,-530.0,5983.5,True
2024-07-01,2024,S,5972.25,-592.5,5986.4501953125,False
2024-07-01,2024,S,5983.0,-592.5,5986.4501953125,False
2024-07-03,2024,L,6038.25,745.0,5995.4501953125,True
2024-07-05,2024,L,6078.25,157.5,5991.02001953125,True
2024-07-08,2024,S,6091.0,20.0,5983.93994140625,True
2024-07-08,2024,S,6087.75,-142.5,5983.93994140625,True
2024-07-08,2024,S,6085.5,-255.0,5983.93994140625,True
2024-07-15,2024,S,6143.25,-605.0,6026.18017578125,True
2024-07-16,2024,S,6158.25,-630.0,6061.7001953125,True
2024-07-19,2024,S,6035.75,1232.5,6102.1298828125,False
2024-07-19,2024,S,6017.25,307.5,6102.1298828125,False
2024-07-25,2024,L,5982.0,-892.5,6054.02001953125,False
2024-07-25,2024,S,5947.5,2007.5,6054.02001953125,False
2024-07-30,2024,S,5967.75,3045.0,5996.7998046875,False
2024-08-20,2024,S,6080.75,-367.5,5979.919921875,True
2024-08-21,2024,S,6095.75,-367.5,5990.72021484375,True
2024-08-22,2024,S,6104.25,2170.0,5997.7099609375,True
2024-08-26,2024,S,6103.0,457.5,6015.490234375,True
2024-08-26,2024,S,6086.0,-392.5,6015.490234375,True
2024-08-27,2024,L,6104.5,107.5,6002.6298828125,True
2024-08-28,2024,S,6049.0,-767.5,6017.0498046875,True
2024-08-29,2024,L,6123.5,-792.5,6021.5,True
2024-08-30,2024,S,6074.75,-817.5,6052.85986328125,True
2024-09-06,2024,S,5884.0,282.5,6050.56982421875,False
2024-09-17,2024,S,6099.0,-292.5,6010.27001953125,True
2024-09-18,2024,L,6105.0,-1067.5,6049.1201171875,True
2024-09-23,2024,S,6169.5,-417.5,6083.3701171875,True
2024-09-24,2024,L,6188.25,182.5,6089.41015625,True
2024-09-25,2024,S,6191.25,245.0,6108.83984375,True
2024-09-25,2024,S,6179.25,-355.0,6108.83984375,True
2024-09-27,2024,S,6202.25,520.0,6122.66015625,True
2024-10-02,2024,L,6148.25,945.0,6141.47021484375,True
2024-10-02,2024,L,6164.75,-755.0,6141.47021484375,True
