Date,yr,dir,entry_px,net,prior_hvl_es,above
2025-07-25,2025,L,6640.75,570.0,6537.330078125,True
2025-07-25,2025,L,6650.25,95.0,6537.330078125,True
2025-07-25,2025,L,6653.75,-80.0,6537.330078125,True
2025-07-25,2025,L,6655.75,-180.0,6537.330078125,True
2025-07-28,2025,S,6641.0,-505.0,6529.9599609375,True
2025-07-29,2025,S,6639.0,370.0,6566.33984375,True
2025-08-05,2025,S,6553.25,-767.5,6561.7001953125,False
2025-08-11,2025,S,6636.0,-917.5,6591.240234375,True
2025-08-11,2025,S,6634.75,495.0,6591.240234375,True
2025-08-12,2025,L,6684.75,445.0,6582.47998046875,True
2025-08-12,2025,L,6689.0,232.5,6582.47998046875,True
2025-08-14,2025,L,6711.5,-142.5,6598.14990234375,True
2025-08-19,2025,S,6675.5,695.0,6664.7001953125,True
2025-08-20,2025,L,6626.0,720.0,6691.7998046875,False
2025-08-26,2025,L,6683.75,1470.0,6672.1298828125,True
2025-08-26,2025,L,6689.75,1170.0,6672.1298828125,True
2025-09-04,2025,L,6710.75,1557.5,6692.02001953125,True
2025-09-04,2025,L,6712.5,1470.0,6692.02001953125,True
2025-09-04,2025,L,6721.0,1045.0,6692.02001953125,True
2025-09-08,2025,S,6729.75,-280.0,6683.10986328125,True
2025-09-08,2025,S,6729.0,-317.5,6683.10986328125,True
2025-09-09,2025,L,6740.75,720.0,6692.3798828125,True
2025-09-11,2025,L,6818.75,-5.0,6708.3701171875,True
2025-09-12,2025,L,6820.75,-317.5,6699.669921875,True
2025-09-16,2025,S,6838.75,-192.5,6703.3701171875,True
2025-09-17,2025,L,6830.75,-605.0,6708.77978515625,True
2025-09-19,2025,L,6878.75,657.5,6706.06005859375,True
2025-09-19,2025,L,6882.25,482.5,6706.06005859375,True
2025-09-23,2025,S,6917.75,1507.5,6815.06005859375,True
2025-09-24,2025,S,6865.25,-255.0,6850.93994140625,True
2025-09-30,2025,L,6876.75,957.5,6844.39013671875,True
2025-09-30,2025,L,6882.25,-742.5,6844.39013671875,True
2025-10-02,2025,S,6921.5,-755.0,6852.0400390625,True
2025-10-02,2025,L,6929.5,395.0,6852.0400390625,True
2025-10-03,2025,L,6960.25,-742.5,6864.02001953125,True
2025-10-07,2025,S,6932.75,-230.0,6887.27001953125,True
2025-10-10,2025,S,6963.0,9345.0,6922.75,True
2025-10-10,2025,S,6964.75,9432.5,6922.75,True
2025-10-10,2025,S,6841.75,-705.0,6922.75,False
2025-10-16,2025,S,6832.0,-1167.5,6886.35986328125,False
2025-11-05,2025,L,7022.5,-842.5,7010.6201171875,True
2025-11-06,2025,S,6963.5,1632.5,6979.1298828125,False
2025-11-07,2025,S,6842.25,-867.5,6993.7001953125,False
2025-11-12,2025,S,7039.5,-530.0,6970.3798828125,True
2025-11-13,2025,L,6964.75,-1005.0,6967.43017578125,False
2025-11-21,2025,L,6810.75,-1567.5,6901.60986328125,False
2025-12-03,2025,L,7019.25,770.0,6945.7900390625,True
2025-12-03,2025,L,7037.5,-142.5,6945.7900390625,True
2025-12-05,2025,S,7046.25,-255.0,6967.7001953125,True
2025-12-08,2025,S,7013.75,-605.0,6950.9599609375,True
2025-12-12,2025,L,7020.75,-742.5,7004.35986328125,True
2025-12-15,2025,L,7000.25,-842.5,7005.10986328125,False
2025-12-15,2025,L,6991.5,7.5,7005.10986328125,False
2025-12-17,2025,L,6965.25,-905.0,6976.7998046875,False
2025-12-17,2025,S,6912.75,345.0,6976.7998046875,False
2025-12-17,2025,S,6909.0,157.5,6976.7998046875,False
2025-12-17,2025,S,6907.5,82.5,6976.7998046875,False
2025-12-17,2025,S,6897.25,-430.0,6976.7998046875,False
2025-12-19,2025,L,6999.25,45.0,6916.43994140625,True
2025-12-22,2025,L,7039.75,107.5,6999.990234375,True
2025-12-23,2025,L,7046.0,1120.0,6985.27001953125,True
2025-12-26,2025,S,7093.0,195.0,7016.39990234375,True
2026-01-02,2026,S,6988.25,-680.0,7049.0,False
2026-01-05,2026,L,7056.5,-67.5,7046.669921875,True
2026-01-05,2026,L,7063.25,-405.0,7046.669921875,True
2026-01-07,2026,L,7112.75,-605.0,7037.490234375,True
2026-01-12,2026,L,7119.75,370.0,7050.14013671875,True
2026-01-14,2026,S,7044.0,-730.0,7090.93994140625,False
2026-01-16,2026,S,7099.5,607.5,7076.7001953125,True
2026-01-29,2026,L,7060.25,1995.0,7070.16015625,False
2026-01-29,2026,L,7079.0,1057.5,7070.16015625,True
2026-02-03,2026,S,7072.0,945.0,7075.419921875,False
2026-02-03,2026,S,7065.0,595.0,7075.419921875,False
2026-02-04,2026,S,7014.5,-1092.5,7112.27001953125,False
2026-02-09,2026,S,7108.0,532.5,7058.97021484375,True
2026-02-12,2026,S,6997.0,1482.5,7074.4501953125,False
2026-02-12,2026,S,6976.25,-1367.5,7074.4501953125,False
2026-02-13,2026,L,6984.75,-1417.5,7071.68017578125,False
2026-02-17,2026,L,6986.5,-705.0,7122.33984375,False
2026-02-18,2026,S,7012.25,382.5,7048.14013671875,False
2026-02-25,2026,L,7061.75,532.5,7049.02001953125,True
2026-02-25,2026,L,7062.25,507.5,7049.02001953125,True
2026-03-04,2026,L,6990.75,-80.0,7017.68017578125,False
2026-03-05,2026,S,6943.25,170.0,6987.91015625,False
2026-03-17,2026,S,6836.25,20.0,6938.31982421875,False
2026-04-07,2026,L,6688.5,-1492.5,6647.759765625,True
2026-04-09,2026,L,6928.0,-392.5,6718.85986328125,True
2026-04-10,2026,S,6912.5,-267.5,6744.14013671875,True
2026-04-13,2026,L,6945.5,1932.5,6842.91015625,True
2026-04-15,2026,L,7100.5,820.0,6905.27001953125,True
2026-04-15,2026,L,7106.75,507.5,6905.27001953125,True
2026-04-20,2026,S,7197.0,-555.0,6928.7900390625,True
2026-04-21,2026,S,7195.0,432.5,6972.7001953125,True
2026-04-21,2026,S,7191.5,257.5,6972.7001953125,True
2026-04-22,2026,L,7221.75,145.0,7091.1201171875,True
2026-04-27,2026,S,7253.75,-630.0,7063.009765625,True
2026-04-27,2026,L,7258.25,370.0,7063.009765625,True
2026-04-29,2026,S,7214.25,-855.0,7109.7998046875,True
2026-04-29,2026,S,7210.75,-855.0,7109.7998046875,True
2026-04-29,2026,S,7205.5,-855.0,7109.7998046875,True
2026-05-04,2026,S,7282.0,-892.5,7117.81005859375,True
2026-05-07,2026,L,7456.75,-917.5,7165.72021484375,True
2026-05-07,2026,S,7417.25,-917.5,7165.72021484375,True
2026-05-13,2026,L,7490.0,2170.0,7360.330078125,True
2026-05-13,2026,L,7496.75,1832.5,7360.330078125,True
2026-05-13,2026,L,7530.0,170.0,7360.330078125,True
2026-05-18,2026,L,7468.25,-917.5,7461.919921875,True
2026-05-20,2026,L,7503.25,282.5,7389.85986328125,True
2026-05-28,2026,L,7635.75,732.5,7455.6298828125,True
2026-05-28,2026,L,7641.25,457.5,7455.6298828125,True
2026-06-01,2026,L,7686.75,-505.0,7466.85009765625,True
2026-06-03,2026,S,7640.0,557.5,7551.58984375,True
2026-06-16,2026,S,7613.75,1570.0,7489.080078125,True
2026-06-17,2026,S,7575.5,4132.5,7470.52978515625,True
2026-06-22,2026,S,7537.5,-417.5,7576.6298828125,False
2026-06-24,2026,S,7449.0,-1280.0,7537.60009765625,False
2026-06-24,2026,S,7417.5,-1280.0,7537.60009765625,False
2026-07-01,2026,L,7571.75,-1217.5,7472.080078125,True
2026-07-01,2026,S,7556.75,1057.5,7472.080078125,True
2026-07-02,2026,S,7530.25,282.5,7508.75,True
2026-07-02,2026,S,7494.75,-1130.0,7508.75,False
2026-07-06,2026,L,7579.5,832.5,7523.35986328125,True
2026-07-06,2026,L,7586.75,470.0,7523.35986328125,True
