Date,yr,dir,type,entry_px,net,prior_hvl_es,below
2022-08-23,2022,Short,BO,4977.5,-180.0,5059.72998046875,True
2022-08-23,2022,Short,BO,4978.5,-117.5,5059.72998046875,True
2022-08-24,2022,Short,OB,4994.75,245.0,5015.72998046875,True
2022-08-24,2022,Long,Sneaky,4982.5,-92.5,5015.72998046875,True
2022-08-24,2022,Long,Sneaky,4978.75,-67.5,5015.72998046875,True
2022-08-24,2022,Short,IB,4980.75,-67.5,5015.72998046875,True
2022-08-24,2022,Long,Trap,4983.5,282.5,5015.72998046875,True
2022-08-25,2022,Short,Sneaky,5020.25,-155.0,5011.27001953125,False
2022-08-25,2022,Short,BO,5016.0,-305.0,5011.27001953125,False
2022-08-25,2022,Long,IB,5004.75,1582.5,5011.27001953125,True
2022-08-26,2022,Long,Trap,5004.0,-155.0,5010.22998046875,True
2022-08-26,2022,Long,Trap,4962.25,-317.5,5010.22998046875,True
2022-08-26,2022,Long,Trap,4951.75,-367.5,5010.22998046875,True
2022-08-26,2022,Short,Trap,4943.5,2132.5,5010.22998046875,True
2022-08-29,2022,Short,Trap,4878.0,-230.0,5001.81005859375,True
2022-08-29,2022,Short,Trap,4877.0,-617.5,5001.81005859375,True
2022-08-29,2022,Short,Trap,4878.5,-80.0,5001.81005859375,True
2022-08-29,2022,Short,BO,4888.5,-230.0,5001.81005859375,True
2022-08-29,2022,Short,BO,4894.5,-117.5,5001.81005859375,True
2022-08-30,2022,Long,IB,4833.5,-380.0,4956.10009765625,True
2022-08-30,2022,Short,Sneaky,4835.75,-167.5,4956.10009765625,True
2022-08-30,2022,Short,Trap,4835.0,-105.0,4956.10009765625,True
2022-08-30,2022,Long,Trap,4827.25,-67.5,4956.10009765625,True
2022-08-30,2022,Long,OB,4821.25,-105.0,4956.10009765625,True
2022-08-30,2022,Short,Sneaky,4824.0,-167.5,4956.10009765625,True
2022-08-31,2022,Long,OB,4834.5,-217.5,4966.320068359375,True
2022-08-31,2022,Short,IB,4831.5,-217.5,4966.320068359375,True
2022-08-31,2022,Long,IB,4826.25,-167.5,4966.320068359375,True
2022-08-31,2022,Long,Sneaky,4827.25,-155.0,4966.320068359375,True
2022-08-31,2022,Short,Sneaky,4812.75,-267.5,4966.320068359375,True
2022-09-01,2022,Long,Trap,4772.25,-405.0,4944.800048828125,True
2022-09-01,2022,Long,BO,4763.0,-205.0,4944.800048828125,True
2022-09-01,2022,Short,Trap,4759.0,-80.0,4944.800048828125,True
2022-09-01,2022,Short,Trap,4763.25,-255.0,4944.800048828125,True
2022-09-01,2022,Long,Trap,4762.5,2020.0,4944.800048828125,True
2022-09-01,2022,Short,Trap,4770.0,-217.5,4944.800048828125,True
2022-09-01,2022,Short,OB,4783.0,-405.0,4944.800048828125,True
2022-09-02,2022,Long,IB,4841.0,-230.0,4882.280029296875,True
2022-09-02,2022,Short,Trap,4849.75,-505.0,4882.280029296875,True
2022-09-02,2022,Short,Sneaky,4845.0,3632.5,4882.280029296875,True
2022-09-02,2022,Short,OB,4771.5,-367.5,4882.280029296875,True
2022-09-06,2022,Short,IB,4773.75,-205.0,4885.02001953125,True
2022-09-06,2022,Short,Sneaky,4766.25,857.5,4885.02001953125,True
2022-09-06,2022,Short,Trap,4743.0,-730.0,4885.02001953125,True
2022-09-07,2022,Short,OB,4784.75,-192.5,4861.139892578125,True
2022-09-07,2022,Long,BO,4785.0,-92.5,4861.139892578125,True
2022-09-07,2022,Long,BO,4787.5,1582.5,4861.139892578125,True
2022-09-07,2022,Short,Sneaky,4794.75,-242.5,4861.139892578125,True
2022-09-07,2022,Long,BO,4807.75,570.0,4861.139892578125,True
2022-09-08,2022,Short,Trap,4849.0,-92.5,4862.27001953125,True
2022-09-09,2022,Long,Trap,4898.5,-217.5,4857.219970703125,False
2022-09-09,2022,Long,IB,4897.0,495.0,4857.219970703125,False
2022-09-09,2022,Long,IB,4911.75,-130.0,4857.219970703125,False
2022-09-09,2022,Short,Trap,4908.75,-117.5,4857.219970703125,False
2022-09-12,2022,Short,Trap,4956.25,-17.5,4833.72998046875,False
2022-09-12,2022,Long,Trap,4952.25,-292.5,4833.72998046875,False
2022-09-12,2022,Long,Sneaky,4940.5,770.0,4833.72998046875,False
2022-09-12,2022,Short,BO,4950.75,-92.5,4833.72998046875,False
2022-09-12,2022,Long,BO,4949.5,-280.0,4833.72998046875,False
2022-09-13,2022,Long,IB,4828.0,-242.5,4874.39013671875,True
2022-09-13,2022,Long,OB,4832.5,-317.5,4874.39013671875,True
2022-09-14,2022,Long,Trap,4789.5,-492.5,4876.409912109375,True
2022-09-14,2022,Short,Trap,4791.5,-242.5,4876.409912109375,True
2022-09-14,2022,Long,Trap,4789.75,-180.0,4876.409912109375,True
2022-09-14,2022,Long,Trap,4773.5,-167.5,4876.409912109375,True
2022-09-15,2022,Short,Trap,4770.25,-705.0,4867.239990234375,True
2022-09-15,2022,Long,OB,4763.5,-167.5,4867.239990234375,True
2022-09-15,2022,Short,Sneaky,4760.5,-267.5,4867.239990234375,True
2022-09-15,2022,Long,BO,4758.25,-192.5,4867.239990234375,True
2022-09-15,2022,Short,Trap,4776.5,1470.0,4867.239990234375,True
2022-09-16,2022,Short,Trap,4695.5,-530.0,4860.39990234375,True
2022-09-16,2022,Long,Sneaky,4689.5,-367.5,4860.39990234375,True
2022-09-16,2022,Long,BO,4687.75,-105.0,4860.39990234375,True
2022-09-16,2022,Short,IB,4681.25,-230.0,4860.39990234375,True
2022-09-16,2022,Long,OB,4686.75,1545.0,4860.39990234375,True
2022-09-19,2022,Short,Trap,4717.5,-192.5,4854.659912109375,True
2022-09-19,2022,Short,IB,4719.25,-417.5,4854.659912109375,True
2022-09-19,2022,Short,Trap,4715.0,-142.5,4854.659912109375,True
2022-09-19,2022,Long,IB,4713.75,-342.5,4854.659912109375,True
2022-09-19,2022,Short,IB,4711.75,-167.5,4854.659912109375,True
2022-09-20,2022,Long,Trap,4696.75,-342.5,4817.679931640625,True
2022-09-20,2022,Short,IB,4700.25,-217.5,4817.679931640625,True
2022-09-20,2022,Short,Sneaky,4696.5,-342.5,4817.679931640625,True
2022-09-20,2022,Long,IB,4675.25,-92.5,4817.679931640625,True
2022-09-20,2022,Long,BO,4676.5,-242.5,4817.679931640625,True
2022-09-21,2022,Short,OB,4715.25,-292.5,4809.699951171875,True
2022-09-21,2022,Short,Trap,4720.25,-105.0,4809.699951171875,True
2022-09-21,2022,Long,Trap,4717.75,-205.0,4809.699951171875,True
2022-09-22,2022,Short,Trap,4601.0,-267.5,4803.260009765625,True
2022-09-22,2022,Short,IB,4604.75,-155.0,4803.260009765625,True
2022-09-22,2022,Short,Trap,4598.0,-367.5,4803.260009765625,True
2022-09-22,2022,Short,Trap,4599.5,-380.0,4803.260009765625,True
2022-09-23,2022,Long,Trap,4527.5,-105.0,4817.31005859375,True
2022-09-23,2022,Long,OB,4529.5,-142.5,4817.31005859375,True
2022-09-23,2022,Short,Sneaky,4520.0,-455.0,4817.31005859375,True
2022-09-23,2022,Long,OB,4518.25,-330.0,4817.31005859375,True
2022-09-23,2022,Long,Trap,4512.5,-180.0,4817.31005859375,True
2022-09-23,2022,Short,OB,4493.25,-267.5,4817.31005859375,True
2022-09-26,2022,Long,Sneaky,4512.5,-130.0,4865.89990234375,True
2022-09-26,2022,Long,BO,4507.0,-242.5,4865.89990234375,True
2022-09-26,2022,Short,Trap,4499.5,-92.5,4865.89990234375,True
2022-09-26,2022,Short,Trap,4489.0,-505.0,4865.89990234375,True
2022-09-26,2022,Long,Sneaky,4509.5,-430.0,4865.89990234375,True
2022-09-27,2022,Short,Sneaky,4535.5,-80.0,4845.580078125,True
2022-09-27,2022,Long,Trap,4477.0,-380.0,4845.580078125,True
2022-09-27,2022,Long,IB,4480.75,-755.0,4845.580078125,True
2022-09-27,2022,Long,Trap,4468.5,-92.5,4845.580078125,True
2022-09-27,2022,Long,Trap,4472.0,-155.0,4845.580078125,True
2022-09-28,2022,Short,Sneaky,4491.75,-167.5,4867.47998046875,True
2022-09-28,2022,Short,OB,4537.5,-92.5,4867.47998046875,True
2022-09-28,2022,Short,OB,4544.25,-130.0,4867.47998046875,True
2022-09-28,2022,Long,Trap,4540.25,-230.0,4867.47998046875,True
2022-09-29,2022,Short,Sneaky,4476.75,-130.0,4851.52001953125,True
2022-09-29,2022,Short,BO,4477.5,-180.0,4851.52001953125,True
2022-09-29,2022,Long,Sneaky,4456.25,-92.5,4851.52001953125,True
2022-09-29,2022,Short,Sneaky,4448.0,-330.0,4851.52001953125,True
2022-09-30,2022,Long,Sneaky,4490.75,-730.0,4863.81005859375,True
2022-09-30,2022,Short,OB,4472.5,-230.0,4863.81005859375,True
2022-09-30,2022,Long,Trap,4455.25,-217.5,4863.81005859375,True
2022-10-03,2022,Short,OB,4500.0,-80.0,4853.60009765625,True
2022-10-03,2022,Short,Trap,4487.0,-342.5,4853.60009765625,True
2022-10-03,2022,Long,BO,4495.25,-92.5,4853.60009765625,True
2022-10-03,2022,Long,Trap,4492.75,1270.0,4853.60009765625,True
2022-10-04,2022,Short,OB,4616.5,-180.0,4660.080078125,True
2022-10-04,2022,Long,OB,4617.5,-117.5,4660.080078125,True
2022-10-04,2022,Short,IB,4611.25,-467.5,4660.080078125,True
2022-10-04,2022,Long,Trap,4602.75,-92.5,4660.080078125,True
2022-10-05,2022,Long,IB,4566.25,-92.5,4620.110107421875,True
2022-10-05,2022,Short,IB,4578.5,-142.5,4620.110107421875,True
2022-10-05,2022,Short,Trap,4611.5,-330.0,4620.110107421875,True
2022-10-06,2022,Long,OB,4605.0,-767.5,4620.320068359375,True
2022-10-06,2022,Short,Trap,4591.25,-355.0,4620.320068359375,True
2022-10-06,2022,Long,Trap,4600.75,-267.5,4620.320068359375,True
2022-10-06,2022,Short,BO,4600.0,-342.5,4620.320068359375,True
2022-10-07,2022,Long,BO,4483.75,-80.0,4625.419921875,True
2022-10-07,2022,Short,BO,4480.75,370.0,4625.419921875,True
2022-10-07,2022,Long,Trap,4474.25,-205.0,4625.419921875,True
2022-10-10,2022,Long,IB,4445.5,-167.5,4643.820068359375,True
2022-10-10,2022,Short,IB,4455.75,-317.5,4643.820068359375,True
2022-10-11,2022,Long,Sneaky,4415.0,-255.0,4631.68994140625,True
2022-10-11,2022,Short,Sneaky,4443.75,-230.0,4631.68994140625,True
2022-10-11,2022,Short,Trap,4468.0,2095.0,4631.68994140625,True
2022-10-11,2022,Long,Trap,4460.25,-217.5,4631.68994140625,True
2022-10-11,2022,Long,Trap,4463.0,-305.0,4631.68994140625,True
2022-10-12,2022,Short,Sneaky,4433.75,-80.0,4643.43994140625,True
2022-10-12,2022,Long,IB,4429.75,-205.0,4643.43994140625,True
2022-10-12,2022,Long,Sneaky,4421.75,-155.0,4643.43994140625,True
2022-10-12,2022,Long,BO,4432.0,-292.5,4643.43994140625,True
2022-10-12,2022,Short,IB,4427.0,570.0,4643.43994140625,True
2022-10-13,2022,Short,Trap,4364.25,-567.5,4630.97998046875,True
2022-10-13,2022,Short,Trap,4473.75,-255.0,4630.97998046875,True
2022-10-13,2022,Short,IB,4500.25,-117.5,4630.97998046875,True
2022-10-13,2022,Long,IB,4502.5,-30.0,4630.97998046875,True
2022-10-14,2022,Long,Sneaky,4468.25,-167.5,4630.31005859375,True
2022-10-14,2022,Short,IB,4453.25,-505.0,4630.31005859375,True
2022-10-14,2022,Long,Sneaky,4438.0,-105.0,4630.31005859375,True
2022-10-14,2022,Long,Sneaky,4441.5,-342.5,4630.31005859375,True
2022-10-14,2022,Short,IB,4432.0,-367.5,4630.31005859375,True
2022-10-17,2022,Short,Sneaky,4508.75,-467.5,4632.5,True
2022-10-17,2022,Long,BO,4510.5,-267.5,4632.5,True
2022-10-17,2022,Short,IB,4521.25,-105.0,4632.5,True
2022-10-17,2022,Long,Trap,4518.75,-330.0,4632.5,True
2022-10-17,2022,Long,IB,4510.75,-155.0,4632.5,True
2022-10-17,2022,Long,Sneaky,4518.5,-192.5,4632.5,True
2022-10-17,2022,Long,BO,4517.5,-155.0,4632.5,True
2022-10-18,2022,Long,IB,4588.0,-480.0,4614.300048828125,True
2022-10-18,2022,Long,IB,4566.0,-205.0,4614.300048828125,True
2022-10-18,2022,Long,Sneaky,4536.75,-217.5,4614.300048828125,True
2022-10-18,2022,Short,BO,4544.75,-280.0,4614.300048828125,True
2022-10-18,2022,Long,IB,4552.0,-167.5,4614.300048828125,True
2022-10-18,2022,Short,Trap,4560.25,-317.5,4614.300048828125,True
2022-10-19,2022,Short,Sneaky,4548.5,845.0,4612.3701171875,True
2022-10-19,2022,Long,IB,4550.25,-242.5,4612.3701171875,True
2022-10-19,2022,Short,BO,4518.0,-267.5,4612.3701171875,True
2022-10-20,2022,Long,IB,4555.75,-130.0,4609.530029296875,True
2022-10-20,2022,Long,Sneaky,4523.5,-292.5,4609.530029296875,True
2022-10-20,2022,Long,Trap,4500.0,-130.0,4609.530029296875,True
2022-10-21,2022,Long,IB,4562.0,-205.0,4593.159912109375,True
2022-10-21,2022,Short,IB,4559.75,-92.5,4593.159912109375,True
2022-10-21,2022,Short,OB,4566.5,-255.0,4593.159912109375,True
2022-10-24,2022,Long,IB,4603.25,-367.5,4558.719970703125,False
2022-10-24,2022,Short,IB,4622.75,-292.5,4558.719970703125,False
2022-10-24,2022,Long,Trap,4618.25,-192.5,4558.719970703125,False
2022-10-24,2022,Long,Sneaky,4617.25,670.0,4558.719970703125,False
2022-10-25,2022,Short,OB,4665.0,-192.5,4574.949951171875,False
2022-10-25,2022,Short,BO,4681.25,-205.0,4574.949951171875,False
2022-10-25,2022,Short,Trap,4680.5,-205.0,4574.949951171875,False
2022-10-25,2022,Long,BO,4672.25,-92.5,4574.949951171875,False
2022-10-25,2022,Short,IB,4682.0,-117.5,4574.949951171875,False
2022-10-26,2022,Short,Trap,4710.75,-342.5,4568.639892578125,False
2022-10-26,2022,Long,BO,4676.75,-67.5,4568.639892578125,False
2022-10-26,2022,Short,Sneaky,4675.75,182.5,4568.639892578125,False
2022-10-27,2022,Long,Trap,4671.0,-530.0,4607.60009765625,False
2022-10-27,2022,Short,Trap,4671.75,3232.5,4607.60009765625,False
2022-10-27,2022,Short,Trap,4657.0,2495.0,4607.60009765625,False
2022-10-27,2022,Long,Trap,4652.0,-267.5,4607.60009765625,False
2022-10-28,2022,Long,Trap,4673.5,3307.5,4585.7099609375,False
2022-10-28,2022,Long,OB,4704.75,-192.5,4585.7099609375,False
2022-10-28,2022,Short,OB,4717.0,-267.5,4585.7099609375,False
2022-10-31,2022,Long,IB,4704.0,-80.0,4636.070068359375,False
2022-10-31,2022,Long,Trap,4715.5,-117.5,4636.070068359375,False
2022-11-01,2022,Long,Sneaky,4698.0,-117.5,4630.469970703125,False
2022-11-01,2022,Short,OB,4688.75,-330.0,4630.469970703125,False
2022-11-01,2022,Long,Trap,4690.5,-130.0,4630.469970703125,False
2022-11-01,2022,Short,Trap,4689.5,-242.5,4630.469970703125,False
2022-11-02,2022,Short,IB,4670.0,-92.5,4646.929931640625,False
2022-11-02,2022,Long,BO,4665.25,-192.5,4646.929931640625,False
2022-11-03,2022,Short,Trap,4561.75,-380.0,4636.489990234375,True
2022-11-03,2022,Short,IB,4574.25,-117.5,4636.489990234375,True
2022-11-03,2022,Short,IB,4574.0,-167.5,4636.489990234375,True
2022-11-03,2022,Long,Trap,4570.75,-392.5,4636.489990234375,True
2022-11-04,2022,Long,Sneaky,4559.25,-180.0,4648.02001953125,True
2022-11-04,2022,Short,Sneaky,4547.75,-455.0,4648.02001953125,True
2022-11-04,2022,Short,BO,4550.25,-280.0,4648.02001953125,True
2022-11-04,2022,Long,IB,4559.25,1932.5,4648.02001953125,True
2022-11-07,2022,Short,BO,4606.25,-92.5,4636.070068359375,True
2022-11-07,2022,Long,Trap,4607.5,-155.0,4636.070068359375,True
2022-11-07,2022,Short,Trap,4610.25,-130.0,4636.070068359375,True
2022-11-07,2022,Short,Sneaky,4616.25,-80.0,4636.070068359375,True
2022-11-07,2022,Long,Sneaky,4617.0,1045.0,4636.070068359375,True
2022-11-08,2022,Short,Trap,4686.0,-80.0,4604.64990234375,False
2022-11-08,2022,Short,IB,4668.0,832.5,4604.64990234375,False
2022-11-08,2022,Long,Trap,4644.0,332.5,4604.64990234375,False
2022-11-09,2022,Short,IB,4625.75,-667.5,4610.14990234375,False
2022-11-09,2022,Long,Sneaky,4628.25,-130.0,4610.14990234375,False
2022-11-09,2022,Short,Sneaky,4629.25,-267.5,4610.14990234375,False
2022-11-09,2022,Short,IB,4628.5,2345.0,4610.14990234375,False
2022-11-09,2022,Short,OB,4620.75,-105.0,4610.14990234375,False
2022-11-09,2022,Long,OB,4603.5,-405.0,4610.14990234375,True
2022-11-10,2022,Long,OB,4738.75,-142.5,4633.72998046875,False
2022-11-10,2022,Short,IB,4743.0,-67.5,4633.72998046875,False
2022-11-10,2022,Long,BO,4745.0,1932.5,4633.72998046875,False
2022-11-11,2022,Long,BO,4791.5,-130.0,4642.080078125,False
2022-11-11,2022,Short,BO,4824.25,-105.0,4642.080078125,False
2022-11-14,2022,Short,Trap,4818.25,-242.5,4651.179931640625,False
2022-11-14,2022,Short,Trap,4819.0,-167.5,4651.179931640625,False
2022-11-14,2022,Short,OB,4819.5,-117.5,4651.179931640625,False
2022-11-14,2022,Long,Trap,4827.0,-305.0,4651.179931640625,False
2022-11-14,2022,Short,IB,4826.75,-117.5,4651.179931640625,False
2022-11-14,2022,Short,OB,4836.5,-67.5,4651.179931640625,False
2022-11-15,2022,Long,Trap,4837.0,-105.0,4691.60009765625,False
2022-11-16,2022,Short,IB,4799.5,-242.5,4728.10009765625,False
2022-11-16,2022,Long,IB,4795.25,-117.5,4728.10009765625,False
2022-11-16,2022,Long,OB,4801.0,-217.5,4728.10009765625,False
2022-11-16,2022,Short,Sneaky,4803.5,-130.0,4728.10009765625,False
2022-11-16,2022,Long,Trap,4802.0,-242.5,4728.10009765625,False
2022-11-16,2022,Short,Trap,4805.0,120.0,4728.10009765625,False
2022-11-16,2022,Long,Trap,4795.75,-142.5,4728.10009765625,False
2022-11-16,2022,Short,IB,4797.0,-167.5,4728.10009765625,False
2022-11-17,2022,Short,Sneaky,4744.5,-305.0,4750.550048828125,True
2022-11-17,2022,Long,IB,4772.75,-217.5,4750.550048828125,False
2022-11-17,2022,Short,Trap,4780.25,-130.0,4750.550048828125,False
2022-11-17,2022,Short,IB,4776.0,-155.0,4750.550048828125,False
2022-11-17,2022,Long,OB,4767.5,-80.0,4750.550048828125,False
2022-11-18,2022,Short,BO,4782.5,-92.5,4756.10009765625,False
2022-11-18,2022,Long,IB,4792.25,-430.0,4756.10009765625,False
2022-11-18,2022,Short,Sneaky,4787.25,-155.0,4756.10009765625,False
2022-11-18,2022,Long,Trap,4788.25,-217.5,4756.10009765625,False
2022-11-18,2022,Long,Sneaky,4772.75,-92.5,4756.10009765625,False
2022-11-18,2022,Short,OB,4771.5,-217.5,4756.10009765625,False
2022-11-21,2022,Long,IB,4773.75,-180.0,4750.75,False
2022-11-21,2022,Short,BO,4773.0,-205.0,4750.75,False
2022-11-21,2022,Short,BO,4783.25,-230.0,4750.75,False
2022-11-21,2022,Long,Trap,4780.5,-80.0,4750.75,False
2022-11-22,2022,Long,Sneaky,4818.0,720.0,4759.909912109375,False
2022-11-22,2022,Short,Trap,4818.75,-92.5,4759.909912109375,False
2022-11-23,2022,Short,Trap,4854.5,-117.5,4755.2900390625,False
2022-11-23,2022,Long,Sneaky,4841.25,-130.0,4755.2900390625,False
2022-11-23,2022,Long,Trap,4834.75,-130.0,4755.2900390625,False
2022-11-23,2022,Short,Trap,4843.5,-80.0,4755.2900390625,False
2022-11-23,2022,Short,Trap,4847.75,-267.5,4755.2900390625,False
2022-11-25,2022,Short,IB,4859.5,70.0,4760.14990234375,False
2022-11-25,2022,Long,Sneaky,4858.75,-130.0,4760.14990234375,False
2022-11-25,2022,Long,Sneaky,4856.0,70.0,4760.14990234375,False
2022-11-28,2022,Long,OB,4822.5,-192.5,4797.989990234375,False
2022-11-28,2022,Long,Trap,4818.75,-80.0,4797.989990234375,False
2022-11-28,2022,Short,Trap,4807.75,570.0,4797.989990234375,False
2022-11-28,2022,Long,OB,4796.25,-167.5,4797.989990234375,True
2022-11-29,2022,Long,Sneaky,4774.0,357.5,4814.580078125,True
2022-11-29,2022,Long,IB,4783.0,-142.5,4814.580078125,True
2022-11-29,2022,Short,Sneaky,4778.0,-230.0,4814.580078125,True
2022-11-29,2022,Long,Trap,4777.75,-142.5,4814.580078125,True
2022-11-30,2022,Long,IB,4777.5,-130.0,4812.7900390625,True
2022-11-30,2022,Long,BO,4779.75,-180.0,4812.7900390625,True
2022-11-30,2022,Long,OB,4812.75,-355.0,4812.7900390625,True
2022-11-30,2022,Short,OB,4860.5,-67.5,4812.7900390625,False
2022-12-01,2022,Short,Sneaky,4896.25,-730.0,4833.31005859375,False
2022-12-01,2022,Long,Trap,4889.25,682.5,4833.31005859375,False
2022-12-01,2022,Long,BO,4904.75,-292.5,4833.31005859375,False
2022-12-01,2022,Short,IB,4898.0,-180.0,4833.31005859375,False
2022-12-01,2022,Long,IB,4903.0,-142.5,4833.31005859375,False
2022-12-01,2022,Short,Trap,4901.75,-130.0,4833.31005859375,False
2022-12-02,2022,Short,Sneaky,4876.25,-92.5,4815.18994140625,False
2022-12-02,2022,Short,Trap,4879.25,-80.0,4815.18994140625,False
2022-12-05,2022,Long,Trap,4864.0,-242.5,4827.860107421875,False
2022-12-05,2022,Short,Trap,4854.25,1432.5,4827.860107421875,False
2022-12-05,2022,Long,Sneaky,4846.75,-230.0,4827.860107421875,False
2022-12-05,2022,Long,BO,4837.75,-117.5,4827.860107421875,False
2022-12-05,2022,Long,Trap,4837.25,-242.5,4827.860107421875,False
2022-12-05,2022,Long,IB,4822.0,-80.0,4827.860107421875,True
2022-12-05,2022,Long,Sneaky,4818.5,320.0,4827.860107421875,True
2022-12-06,2022,Long,Sneaky,4765.0,-130.0,4856.159912109375,True
2022-12-06,2022,Long,Trap,4751.75,-117.5,4856.159912109375,True
2022-12-07,2022,Short,Trap,4767.25,-105.0,4863.449951171875,True
2022-12-07,2022,Short,OB,4768.5,-317.5,4863.449951171875,True
2022-12-07,2022,Short,Trap,4757.5,-267.5,4863.449951171875,True
2022-12-07,2022,Long,BO,4767.25,-267.5,4863.449951171875,True
2022-12-07,2022,Short,BO,4766.25,-142.5,4863.449951171875,True
2022-12-07,2022,Long,IB,4758.25,-117.5,4863.449951171875,True
2022-12-08,2022,Short,Trap,4794.25,-92.5,4836.3701171875,True
2022-12-08,2022,Short,OB,4781.75,-467.5,4836.3701171875,True
2022-12-08,2022,Short,Trap,4788.25,-92.5,4836.3701171875,True
2022-12-08,2022,Long,Trap,4785.5,-155.0,4836.3701171875,True
2022-12-08,2022,Short,IB,4791.75,120.0,4836.3701171875,True
2022-12-09,2022,Short,BO,4791.5,-155.0,4824.050048828125,True
2022-12-09,2022,Long,BO,4794.75,-167.5,4824.050048828125,True
2022-12-09,2022,Long,Trap,4785.0,-155.0,4824.050048828125,True
2022-12-12,2022,Short,Trap,4778.0,-117.5,4794.22998046875,True
2022-12-12,2022,Short,BO,4782.5,-80.0,4794.22998046875,True
2022-12-12,2022,Long,IB,4782.75,1370.0,4794.22998046875,True
2022-12-12,2022,Long,Trap,4783.5,1332.5,4794.22998046875,True
2022-12-13,2022,Short,Trap,4850.75,345.0,4818.3798828125,False
2022-12-13,2022,Long,Trap,4850.25,-80.0,4818.3798828125,False
2022-12-13,2022,Long,BO,4823.5,982.5,4818.3798828125,False
2022-12-13,2022,Long,BO,4836.0,-92.5,4818.3798828125,False
2022-12-14,2022,Short,Trap,4866.0,-280.0,4811.570068359375,False
2022-12-14,2022,Short,OB,4863.5,-167.5,4811.570068359375,False
2022-12-14,2022,Short,Trap,4818.5,-980.0,4811.570068359375,False
2022-12-14,2022,Long,IB,4808.75,857.5,4811.570068359375,True
2022-12-15,2022,Short,OB,4725.75,-167.5,4839.969970703125,True
2022-12-15,2022,Short,OB,4711.0,-155.0,4839.969970703125,True
2022-12-15,2022,Short,Trap,4701.0,-117.5,4839.969970703125,True
2022-12-16,2022,Long,Trap,4659.75,-92.5,4809.72998046875,True
2022-12-16,2022,Short,Sneaky,4645.0,-192.5,4809.72998046875,True
2022-12-16,2022,Short,Trap,4650.5,-230.0,4809.72998046875,True
2022-12-19,2022,Long,Trap,4660.75,-280.0,4781.139892578125,True
2022-12-19,2022,Short,IB,4643.0,-217.5,4781.139892578125,True
2022-12-19,2022,Short,OB,4640.75,607.5,4781.139892578125,True
2022-12-20,2022,Long,Sneaky,4635.25,-230.0,4793.06005859375,True
2022-12-20,2022,Short,IB,4646.75,-180.0,4793.06005859375,True
2022-12-21,2022,Short,Trap,4670.5,-255.0,4778.7099609375,True
2022-12-21,2022,Short,Trap,4695.5,-280.0,4778.7099609375,True
2022-12-21,2022,Short,OB,4690.75,-317.5,4778.7099609375,True
2022-12-21,2022,Short,Trap,4699.75,-5.0,4778.7099609375,True
2022-12-22,2022,Long,OB,4623.25,-80.0,4691.110107421875,True
2022-12-22,2022,Long,IB,4614.5,-117.5,4691.110107421875,True
2022-12-22,2022,Long,Trap,4585.75,-117.5,4691.110107421875,True
2022-12-22,2022,Long,BO,4585.5,-155.0,4691.110107421875,True
2022-12-23,2022,Short,Trap,4640.25,-330.0,4668.39990234375,True
2022-12-23,2022,Short,Trap,4646.0,-317.5,4668.39990234375,True
2022-12-27,2022,Short,BO,4650.25,-155.0,4650.110107421875,False
2022-12-27,2022,Short,Trap,4652.5,-255.0,4650.110107421875,False
2022-12-27,2022,Short,IB,4650.5,-205.0,4650.110107421875,False
2022-12-27,2022,Long,BO,4652.5,-230.0,4650.110107421875,False
2022-12-27,2022,Long,Trap,4642.25,-142.5,4650.110107421875,True
2022-12-28,2022,Long,Trap,4611.75,-80.0,4634.6201171875,True
2022-12-28,2022,Long,BO,4611.25,-192.5,4634.6201171875,True
2022-12-28,2022,Short,Sneaky,4621.75,1170.0,4634.6201171875,True
2022-12-28,2022,Long,Trap,4618.0,-105.0,4634.6201171875,True
2022-12-28,2022,Short,Trap,4612.75,720.0,4634.6201171875,True
2022-12-29,2022,Short,Trap,4656.0,-67.5,4635.139892578125,False
2022-12-29,2022,Short,IB,4656.25,-117.5,4635.139892578125,False
2022-12-29,2022,Short,OB,4651.5,-230.0,4635.139892578125,False
2022-12-29,2022,Short,IB,4666.5,-80.0,4635.139892578125,False
2022-12-30,2022,Short,IB,4630.25,-105.0,4614.360107421875,False
2022-12-30,2022,Long,Sneaky,4628.75,-117.5,4614.360107421875,False
2022-12-30,2022,Short,Trap,4635.5,-67.5,4614.360107421875,False
2022-12-30,2022,Long,Trap,4622.75,-117.5,4614.360107421875,False
2022-12-30,2022,Long,BO,4616.5,-142.5,4614.360107421875,False
2023-01-03,2023,Short,Trap,4621.25,-667.5,4726.219970703125,True
2023-01-03,2023,Long,IB,4619.25,-105.0,4726.219970703125,True
2023-01-03,2023,Short,IB,4605.5,-442.5,4726.219970703125,True
2023-01-03,2023,Long,Trap,4623.0,-205.0,4726.219970703125,True
2023-01-03,2023,Long,IB,4630.25,-155.0,4726.219970703125,True
2023-01-04,2023,Short,OB,4634.25,-105.0,4686.639892578125,True
2023-01-04,2023,Short,Sneaky,4677.0,-192.5,4686.639892578125,True
2023-01-04,2023,Long,Trap,4656.0,-192.5,4686.639892578125,True
2023-01-05,2023,Long,Trap,4620.5,-155.0,4677.669921875,True
2023-01-05,2023,Short,Trap,4615.75,-242.5,4677.669921875,True
2023-01-05,2023,Short,IB,4621.0,-167.5,4677.669921875,True
2023-01-05,2023,Short,IB,4619.5,-130.0,4677.669921875,True
