SignalNum,SignalType,Direction,DateTime,BarNum,SignalPrice,StopPrice,Date,FilterStatus,_date,TargetR,Filled,SBClose,SEPrice,FillPrice,EntryTime,EntryBarNum,EntryPrice,ActualStop,Target,Target1,RiskPts,RiskDollar,ExitTime,ExitBarNum,ExitPrice,ExitReason,GrossPnLPts,GrossPnL,NetPnL,R_achieved,MAE_pts,MAE_dollar,MAE_R,MFE_pts,MFE_dollar,MFE_R,CumPF,SlippagePts,SlippageDollar,Leg1ExitReason,Leg1ExitPrice,Leg1GrossPts,Leg1GrossPnL,Leg2ExitReason,Leg2ExitPrice,Leg2GrossPts,Leg2GrossPnL,Leg3ExitReason,Leg3ExitPrice,Leg3GrossPts,Leg3GrossPnL,TradeType,BlendedEntry,PB1FillPrice,PB2FillPrice,PBLevel,PBLevelRaw,E2FillPrice,E2FillTime,T1_R,PB_R,SameBarConflict,EntryType,RawFillPrice,EntrySlipTicks,ExitSlipTicks,ActualCalcMs,WireDelayMs,ExecCostTicks,ExecModelVersion,ReferenceTime,OrderLiveTime,RetraceTime,FirstThroughTime,ExitTriggerTime,ConcurrentRiskDollar,R
3766,BO+FT,Long,2022-05-06 13:50:00,64,4869.0,4825.5,2022-05-06,ok,2022-05-06,1.0,True,4869.0,4859.75,4859.75,2022-05-06 13:50:00.005658895,65.0,4859.75,4825.25,4894.25,,34.5,1725.0,2022-05-06 14:50:24.672773941,77.0,4894.25,Target,34.5,1725.0,1725.0,1.0,19.5,975.0,0.5652173913043478,35.0,1750.0,1.0144927536231885,4.177474402730375,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4859.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-06 13:50:00.005658895,2022-05-06 13:50:00.005658895,,,2022-05-06 14:50:24.672773941,4925.0,1.0
3785,BO+FT,Long,2022-05-09 14:10:00,68,4790.5,4731.0,2022-05-09,ok,2022-05-09,1.0,True,4790.5,4778.0,4778.0,2022-05-09 14:10:00.014534453,69.0,4778.0,4730.75,4825.25,,47.25,2362.5,2022-05-09 15:14:59.919514107,81.0,4760.5,EOD,-17.5,-875.0,-875.0,-0.37037037037037035,45.75,2287.5,0.9682539682539683,14.75,737.5,0.31216931216931215,3.371900826446281,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4778.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-09 14:10:00.014534453,2022-05-09 14:10:00.014534453,,,2022-05-09 15:14:59.919514107,2362.5,-0.37
3803,BO+FT,Short,2022-05-10 14:20:00,70,4770.0,4827.5,2022-05-10,ok,2022-05-10,1.0,True,4770.0,4784.5,4784.5,2022-05-10 14:20:00.108280053,71.0,4784.5,4827.75,4741.25,,43.25,2162.5,2022-05-10 15:14:59.924560559,81.0,4754.75,EOD,29.75,1487.5,1487.5,0.6878612716763006,1.25,62.5,0.028901734104046242,37.0,1850.0,0.8554913294797688,3.6997245179063363,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4784.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-10 14:20:00.108280053,2022-05-10 14:20:00.108280053,,,2022-05-10 15:14:59.924560559,2162.5,0.688
3805,BO+FT,Long,2022-05-10 14:50:00,76,4760.75,4719.75,2022-05-10,ok,2022-05-10,1.0,True,4760.75,4757.5,4757.5,2022-05-10 14:50:00.003167479,77.0,4757.5,4719.5,4795.5,,38.0,1900.0,2022-05-10 15:14:59.924560559,81.0,4754.75,EOD,-2.75,-137.5,-137.5,-0.07236842105263158,8.5,425.0,0.2236842105263158,5.75,287.5,0.1513157894736842,3.590909090909091,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4757.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-10 14:50:00.003167479,2022-05-10 14:50:00.003167479,,,2022-05-10 15:14:59.924560559,4062.5,-0.072
3874,BO+FT,Long,2022-05-16 12:25:00,47,4788.25,4748.75,2022-05-16,ok,2022-05-16,1.0,True,4788.25,4782.0,4782.0,2022-05-16 12:25:00.016193519,48.0,4782.0,4748.5,4815.5,,33.5,1675.0,2022-05-16 15:14:59.247842139,81.0,4765.75,EOD,-16.25,-812.5,-812.5,-0.48507462686567165,22.75,1137.5,0.6791044776119403,23.75,1187.5,0.7089552238805971,3.059225512528474,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4782.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-16 12:25:00.016193519,2022-05-16 12:25:00.016193519,,,2022-05-16 15:14:59.247842139,1675.0,-0.485
3887,BO+FT,Long,2022-05-17 10:30:00,24,4824.75,4793.25,2022-05-17,ok,2022-05-17,1.0,True,4824.75,4818.25,4818.25,2022-05-17 10:30:00.001742969,25.0,4818.25,4793.0,4843.5,,25.25,1262.5,2022-05-17 13:49:48.669941507,64.0,4843.5,Target,25.25,1262.5,1262.5,1.0,17.0,850.0,0.6732673267326733,25.5,1275.0,1.00990099009901,3.289293849658314,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4818.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-17 10:30:00.001742969,2022-05-17 10:30:00.001742969,,,2022-05-17 13:49:48.669941507,1262.5,1.0
3910,BO+FT,Short,2022-05-18 12:05:00,43,4714.5,4760.0,2022-05-18,ok,2022-05-18,1.0,True,4714.5,4727.25,4727.25,2022-05-18 12:05:00.022606669,44.0,4727.25,4760.25,4694.25,,33.0,1650.0,2022-05-18 12:51:28.154183779,53.0,4694.25,Target,33.0,1650.0,1650.0,1.0,0.25,12.5,0.007575757575757576,33.5,1675.0,1.0151515151515151,3.58997722095672,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4727.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-18 12:05:00.022606669,2022-05-18 12:05:00.022606669,,,2022-05-18 12:51:28.154183779,1650.0,1.0
3938,BO+FT,Long,2022-05-19 12:55:00,53,4682.25,4604.25,2022-05-19,ok,2022-05-19,1.0,True,4682.25,4670.0,4670.0,2022-05-19 12:55:00.171277993,54.0,4670.0,4604.0,4736.0,,66.0,3300.0,2022-05-19 15:14:59.833571663,81.0,4660.25,EOD,-9.75,-487.5,-487.5,-0.14772727272727273,18.0,900.0,0.2727272727272727,35.75,1787.5,0.5416666666666666,3.297071129707113,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4670.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-19 12:55:00.171277993,2022-05-19 12:55:00.171277993,,,2022-05-19 15:14:59.833571663,3300.0,-0.148
3945,BO+FT,Short,2022-05-20 09:50:00,16,4649.75,4703.75,2022-05-20,ok,2022-05-20,1.0,True,4649.75,4663.25,4663.25,2022-05-20 09:50:00.111466983,17.0,4663.25,4704.0,4622.5,,40.75,2037.5,2022-05-20 10:18:33.210960307,22.0,4622.5,Target,40.75,2037.5,2037.5,1.0,1.5,75.0,0.03680981595092025,41.0,2050.0,1.0061349693251533,3.6380753138075312,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4663.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-20 09:50:00.111466983,2022-05-20 09:50:00.111466983,,,2022-05-20 10:18:33.210960307,2037.5,1.0
3959,BO+FT,Long,2022-05-20 14:30:00,72,4626.0,4552.0,2022-05-20,ok,2022-05-20,1.0,True,4626.0,4617.0,4617.0,2022-05-20 14:30:00.001991799,73.0,4617.0,4551.75,4682.25,,65.25,3262.5,2022-05-20 15:14:59.965593479,81.0,4659.5,EOD,42.5,2125.0,2125.0,0.6513409961685823,8.25,412.5,0.12643678160919541,50.25,2512.5,0.7701149425287356,3.993723849372385,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4617.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-20 14:30:00.001991799,2022-05-20 14:30:00.001991799,,,2022-05-20 15:14:59.965593479,3262.5,0.651
3982,BO+FT,Short,2022-05-24 09:45:00,15,4636.75,4689.75,2022-05-24,ok,2022-05-24,1.0,True,4636.75,4648.0,4648.0,2022-05-24 09:45:00.009550309,16.0,4648.0,4690.0,4606.0,,42.0,2100.0,2022-05-24 11:15:57.908151583,34.0,4690.0,Stop,-42.0,-2100.0,-2100.0,-1.0,42.0,2100.0,1.0,13.75,687.5,0.3273809523809524,2.955108359133127,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4648.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-24 09:45:00.009550309,2022-05-24 09:45:00.009550309,,,2022-05-24 11:15:57.908151583,2100.0,-1.0
3989,BO+FT,Short,2022-05-24 11:35:00,37,4659.0,4701.5,2022-05-24,ok,2022-05-24,1.0,True,4659.0,4665.5,4665.5,2022-05-24 11:35:00.006006073,38.0,4665.5,4701.75,4629.25,,36.25,1812.5,2022-05-24 14:35:54.117215819,74.0,4701.75,Stop,-36.25,-1812.5,-1812.5,-1.0,36.25,1812.5,1.0,13.25,662.5,0.36551724137931035,2.413400758533502,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4665.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-24 11:35:00.006006073,2022-05-24 11:35:00.006006073,,,2022-05-24 14:35:54.117215819,1812.5,-1.0
4015,BO+FT,Short,2022-05-26 10:25:00,23,4807.5,4829.5,2022-05-26,ok,2022-05-26,1.0,True,4807.5,4810.75,4810.75,2022-05-26 10:25:00.022709639,24.0,4810.75,4829.75,4791.75,,19.0,950.0,2022-05-26 12:01:10.921673179,43.0,4829.75,Stop,-19.0,-950.0,-950.0,-1.0,19.0,950.0,1.0,8.75,437.5,0.4605263157894737,2.201845444059977,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4810.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-26 10:25:00.022709639,2022-05-26 10:25:00.022709639,,,2022-05-26 12:01:10.921673179,950.0,-1.0
4032,BO+FT,Long,2022-05-27 10:10:00,20,4882.25,4857.75,2022-05-27,ok,2022-05-27,1.0,True,4882.25,4878.25,4878.25,2022-05-27 10:10:00.003850679,21.0,4878.25,4857.5,4899.0,,20.75,1037.5,2022-05-27 14:01:20.968753723,67.0,4899.0,Target,20.75,1037.5,1037.5,1.0,1.25,62.5,0.060240963855421686,21.5,1075.0,1.036144578313253,2.2975778546712804,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4878.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-05-27 10:10:00.003850679,2022-05-27 10:10:00.003850679,,,2022-05-27 14:01:20.968753723,1037.5,1.0
4092,BO+FT,Long,2022-06-01 13:00:00,54,4868.0,4834.0,2022-06-01,ok,2022-06-01,1.0,True,4868.0,4863.0,4863.0,2022-06-01 13:00:00.003064327,55.0,4863.0,4833.75,4892.25,,29.25,1462.5,2022-06-01 15:14:59.840929487,81.0,4861.25,EOD,-1.75,-87.5,-87.5,-0.05982905982905983,6.5,325.0,0.2222222222222222,27.0,1350.0,0.9230769230769231,2.279176201372998,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4863.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-01 13:00:00.003064327,2022-06-01 13:00:00.003064327,,,2022-06-01 15:14:59.840929487,1462.5,-0.06
4099,BO+FT,Short,2022-06-01 14:55:00,77,4860.75,4897.25,2022-06-01,ok,2022-06-01,1.0,True,4860.75,4869.25,4869.25,2022-06-01 14:55:00.002309913,78.0,4869.25,4897.5,4841.0,,28.25,1412.5,2022-06-01 15:14:59.840929487,81.0,4861.25,EOD,8.0,400.0,400.0,0.2831858407079646,1.75,87.5,0.061946902654867256,12.75,637.5,0.45132743362831856,2.3157894736842106,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4869.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-01 14:55:00.002309913,2022-06-01 14:55:00.002309913,,,2022-06-01 15:14:59.840929487,2875.0,0.283
4120,BO+FT,Long,2022-06-03 10:35:00,25,4874.0,4843.0,2022-06-03,ok,2022-06-03,1.0,True,4874.0,4869.75,4869.75,2022-06-03 10:35:00.016736313,26.0,4869.75,4842.75,4896.75,,27.0,1350.0,2022-06-03 15:14:59.854211405,81.0,4875.0,EOD,5.25,262.5,262.5,0.19444444444444445,8.5,425.0,0.3148148148148148,27.0,1350.0,1.0,2.339816933638444,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4869.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-03 10:35:00.016736313,2022-06-03 10:35:00.016736313,,,2022-06-03 15:14:59.854211405,1350.0,0.194
4123,BO+FT,Long,2022-06-03 11:00:00,30,4875.0,4841.5,2022-06-03,ok,2022-06-03,1.0,True,4875.0,4868.25,4868.25,2022-06-03 11:00:00.006272347,31.0,4868.25,4841.25,4895.25,,27.0,1350.0,2022-06-03 12:04:12.045667965,43.0,4895.25,Target,27.0,1350.0,1350.0,1.0,7.0,350.0,0.25925925925925924,27.25,1362.5,1.0092592592592593,2.4633867276887873,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4868.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-03 11:00:00.006272347,2022-06-03 11:00:00.006272347,,,2022-06-03 12:04:12.045667965,2700.0,1.0
4144,BO+FT,Short,2022-06-06 10:10:00,20,4908.75,4950.75,2022-06-06,ok,2022-06-06,1.0,True,4908.75,4917.5,4917.5,2022-06-06 10:10:00.000028699,21.0,4917.5,4951.0,4884.0,,33.5,1675.0,2022-06-06 11:04:21.779763149,31.0,4884.0,Target,33.5,1675.0,1675.0,1.0,0.0,0.0,0.0,33.75,1687.5,1.007462686567164,2.616704805491991,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4917.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-06 10:10:00.000028699,2022-06-06 10:10:00.000028699,,,2022-06-06 11:04:21.779763149,1675.0,1.0
4157,BO+FT,Short,2022-06-07 10:20:00,22,4884.0,4916.5,2022-06-07,ok,2022-06-07,1.0,True,4884.0,4890.75,4890.75,2022-06-07 10:20:00.017987329,23.0,4890.75,4916.75,4864.75,,26.0,1300.0,2022-06-07 14:34:35.108507013,73.0,4916.75,Stop,-26.0,-1300.0,-1300.0,-1.0,26.0,1300.0,1.0,20.25,1012.5,0.7788461538461539,2.3384458077709613,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4890.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-07 10:20:00.017987329,2022-06-07 10:20:00.017987329,,,2022-06-07 14:34:35.108507013,1300.0,-1.0
4174,BO+FT,Short,2022-06-07 13:45:00,63,4899.75,4935.75,2022-06-07,ok,2022-06-07,1.0,True,4899.75,4902.0,4902.0,2022-06-07 13:45:00.011730471,64.0,4902.0,4936.0,4868.0,,34.0,1700.0,2022-06-07 15:14:59.863108467,81.0,4917.5,EOD,-15.5,-775.0,-775.0,-0.45588235294117646,24.25,1212.5,0.7132352941176471,4.25,212.5,0.125,2.1990384615384615,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4902.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-07 13:45:00.011730471,2022-06-07 13:45:00.011730471,,,2022-06-07 15:14:59.863108467,3000.0,-0.456
4180,BO+FT,Short,2022-06-07 15:00:00,78,4916.25,4940.75,2022-06-07,ok,2022-06-07,1.0,True,4916.25,4921.0,4921.0,2022-06-07 15:00:00.000313483,79.0,4921.0,4941.0,4901.0,,20.0,1000.0,2022-06-07 15:14:59.863108467,81.0,4917.5,EOD,3.5,175.0,175.0,0.175,0.25,12.5,0.0125,6.25,312.5,0.3125,2.2125,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4921.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-07 15:00:00.000313483,2022-06-07 15:00:00.000313483,,,2022-06-07 15:14:59.863108467,2700.0,0.175
4237,BO+FT,Short,2022-06-10 14:45:00,75,4672.0,4729.0,2022-06-10,ok,2022-06-10,1.0,True,4672.0,4683.0,4683.0,2022-06-10 14:45:00.003432155,76.0,4683.0,4729.25,4636.75,,46.25,2312.5,2022-06-10 15:14:59.851615395,81.0,4670.25,EOD,12.75,637.5,637.5,0.2756756756756757,1.0,50.0,0.021621621621621623,25.5,1275.0,0.5513513513513514,2.2615384615384615,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4683.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-10 14:45:00.003432155,2022-06-10 14:45:00.003432155,,,2022-06-10 15:14:59.851615395,2312.5,0.276
4242,BO+FT,Long,2022-06-13 10:15:00,21,4534.75,4494.75,2022-06-13,ok,2022-06-13,1.0,True,4534.75,4521.5,4521.5,2022-06-13 10:15:00.046991633,22.0,4521.5,4494.5,4548.5,,27.0,1350.0,2022-06-13 10:39:13.870951645,26.0,4548.5,Target,27.0,1350.0,1350.0,1.0,1.0,50.0,0.037037037037037035,27.25,1362.5,1.0092592592592593,2.3653846153846154,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4521.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-13 10:15:00.046991633,2022-06-13 10:15:00.046991633,,,2022-06-13 10:39:13.870951645,1350.0,1.0
4253,BO+FT,Long,2022-06-13 12:45:00,51,4560.0,4515.5,2022-06-13,ok,2022-06-13,1.0,True,4560.0,4553.25,4553.25,2022-06-13 12:45:00.078329637,52.0,4553.25,4515.25,4591.25,,38.0,1900.0,2022-06-13 14:27:03.174232027,72.0,4515.25,Stop,-38.0,-1900.0,-1900.0,-1.0,38.0,1900.0,1.0,9.25,462.5,0.24342105263157895,2.063758389261745,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4553.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-13 12:45:00.078329637,2022-06-13 12:45:00.078329637,,,2022-06-13 14:27:03.174232027,1900.0,-1.0
4268,BO+FT,Short,2022-06-14 12:30:00,48,4505.75,4544.25,2022-06-14,ok,2022-06-14,1.0,True,4505.75,4512.25,4512.25,2022-06-14 12:30:00.005005527,49.0,4512.25,4544.5,4480.0,,32.25,1612.5,2022-06-14 14:09:23.689969081,68.0,4480.0,Target,32.25,1612.5,1612.5,1.0,2.0,100.0,0.06201550387596899,32.5,1625.0,1.0077519379844961,2.171979865771812,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4512.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-14 12:30:00.005005527,2022-06-14 12:30:00.005005527,,,2022-06-14 14:09:23.689969081,1612.5,1.0
4286,BO+FT,Short,2022-06-15 11:55:00,41,4525.0,4543.0,2022-06-15,ok,2022-06-15,1.0,True,4525.0,4529.0,4529.0,2022-06-15 11:55:00.005948067,42.0,4529.0,4543.25,4514.75,,14.25,712.5,2022-06-15 12:58:11.527725439,54.0,4543.25,Stop,-14.25,-712.5,-712.5,-1.0,14.25,712.5,1.0,5.5,275.0,0.38596491228070173,2.0728582866293035,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4529.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-15 11:55:00.005948067,2022-06-15 11:55:00.005948067,,,2022-06-15 12:58:11.527725439,712.5,-1.0
4296,BO+FT,Long,2022-06-15 13:40:00,62,4581.25,4366.25,2022-06-15,ok,2022-06-15,1.0,True,4581.25,4538.25,4538.25,2022-06-15 13:40:00.039823413,63.0,4538.25,4366.0,4710.5,,172.25,8612.5,2022-06-15 15:14:59.879790273,81.0,4551.25,EOD,13.0,650.0,650.0,0.07547169811320754,6.25,312.5,0.036284470246734396,65.75,3287.5,0.38171262699564584,2.1144915932746198,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4538.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-15 13:40:00.039823413,2022-06-15 13:40:00.039823413,,,2022-06-15 15:14:59.879790273,8612.5,0.075
4302,BO+FT,Short,2022-06-16 09:40:00,14,4430.5,4474.5,2022-06-16,ok,2022-06-16,1.0,True,4430.5,4440.25,4440.25,2022-06-16 09:40:00.003831811,15.0,4440.25,4474.75,4405.75,,34.5,1725.0,2022-06-16 13:49:31.034470087,64.0,4405.75,Target,34.5,1725.0,1725.0,1.0,11.75,587.5,0.34057971014492755,34.75,1737.5,1.0072463768115942,2.2249799839871898,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4440.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-16 09:40:00.003831811,2022-06-16 09:40:00.003831811,,,2022-06-16 13:49:31.034470087,1725.0,1.0
4324,BO+FT,Short,2022-06-17 09:20:00,10,4426.0,4489.0,2022-06-17,ok,2022-06-17,1.0,True,4426.0,4436.75,4436.75,2022-06-17 09:20:00.013718907,11.0,4436.75,4489.25,4384.25,,52.5,2625.0,2022-06-17 15:14:59.708892489,81.0,4440.5,EOD,-3.75,-187.5,-187.5,-0.07142857142857142,33.0,1650.0,0.6285714285714286,36.75,1837.5,0.7,2.1985759493670884,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4436.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-17 09:20:00.013718907,2022-06-17 09:20:00.013718907,,,2022-06-17 15:14:59.708892489,2625.0,-0.071
4327,BO+FT,Long,2022-06-17 10:05:00,19,4438.5,4390.0,2022-06-17,ok,2022-06-17,1.0,True,4438.5,4425.0,4425.0,2022-06-17 10:05:00.016052221,20.0,4425.0,4389.75,4460.25,,35.25,1762.5,2022-06-17 12:09:46.071335071,44.0,4460.25,Target,35.25,1762.5,1762.5,1.0,5.75,287.5,0.16312056737588654,35.5,1775.0,1.0070921985815602,2.310126582278481,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4425.0,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-17 10:05:00.016052221,2022-06-17 10:05:00.016052221,,,2022-06-17 12:09:46.071335071,4387.5,1.0
4335,BO+FT,Long,2022-06-17 12:05:00,43,4459.5,4402.5,2022-06-17,ok,2022-06-17,1.0,True,4459.5,4445.25,4445.25,2022-06-17 12:05:00.026952573,44.0,4445.25,4402.25,4488.25,,43.0,2150.0,2022-06-17 15:14:59.708892489,81.0,4440.5,EOD,-4.75,-237.5,-237.5,-0.11046511627906977,11.0,550.0,0.2558139534883721,24.5,1225.0,0.5697674418604651,2.275915822291504,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4445.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-17 12:05:00.026952573,2022-06-17 12:05:00.026952573,,,2022-06-17 15:14:59.708892489,6537.5,-0.11
4385,BO+FT,Short,2022-06-22 14:30:00,72,4532.5,4570.5,2022-06-22,ok,2022-06-22,1.0,True,4532.5,4536.5,4536.5,2022-06-22 14:30:00.002782963,73.0,4536.5,4570.75,4502.25,,34.25,1712.5,2022-06-22 15:14:59.932246135,81.0,4527.25,EOD,9.25,462.5,462.5,0.27007299270072993,3.25,162.5,0.0948905109489051,16.25,812.5,0.4744525547445255,2.3047544816835543,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4536.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-22 14:30:00.002782963,2022-06-22 14:30:00.002782963,,,2022-06-22 15:14:59.932246135,1712.5,0.27
4395,BO+FT,Short,2022-06-23 11:35:00,37,4515.25,4550.25,2022-06-23,ok,2022-06-23,1.0,True,4515.25,4518.75,4518.75,2022-06-23 11:35:00.015088441,38.0,4518.75,4550.5,4487.0,,31.75,1587.5,2022-06-23 14:30:53.711323659,73.0,4550.5,Stop,-31.75,-1587.5,-1587.5,-1.0,31.75,1587.5,1.0,12.0,600.0,0.3779527559055118,2.0971631205673757,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4518.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-23 11:35:00.015088441,2022-06-23 11:35:00.015088441,,,2022-06-23 14:30:53.711323659,1587.5,-1.0
4399,BO+FT,Long,2022-06-23 13:25:00,59,4533.0,4505.0,2022-06-23,ok,2022-06-23,1.0,True,4533.0,4529.5,4529.5,2022-06-23 13:25:00.080149835,60.0,4529.5,4504.75,4554.25,,24.75,1237.5,2022-06-23 14:32:50.533815763,73.0,4554.25,Target,24.75,1237.5,1237.5,1.0,2.25,112.5,0.09090909090909091,25.0,1250.0,1.0101010101010102,2.1673758865248227,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4529.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-23 13:25:00.080149835,2022-06-23 13:25:00.080149835,,,2022-06-23 14:32:50.533815763,2825.0,1.0
4411,BO+FT,Short,2022-06-27 11:00:00,30,4679.25,4708.75,2022-06-27,ok,2022-06-27,1.0,True,4679.25,4685.25,4685.25,2022-06-27 11:00:00.002788479,31.0,4685.25,4709.0,4661.5,,23.75,1187.5,2022-06-27 12:45:43.292595651,52.0,4661.5,Target,23.75,1187.5,1187.5,1.0,1.5,75.0,0.06315789473684211,24.0,1200.0,1.0105263157894737,2.2347517730496453,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4685.25,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-27 11:00:00.002788479,2022-06-27 11:00:00.002788479,,,2022-06-27 12:45:43.292595651,1187.5,1.0
4419,BO+FT,Long,2022-06-27 13:15:00,57,4670.5,4646.0,2022-06-27,ok,2022-06-27,1.0,True,4670.5,4665.5,4665.5,2022-06-27 13:15:00.148724335,58.0,4665.5,4645.75,4685.25,,19.75,987.5,2022-06-27 15:14:59.893897193,81.0,4669.0,EOD,3.5,175.0,175.0,0.17721518987341772,12.0,600.0,0.6075949367088608,7.25,362.5,0.3670886075949367,2.24468085106383,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4665.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-27 13:15:00.148724335,2022-06-27 13:15:00.148724335,,,2022-06-27 15:14:59.893897193,987.5,0.177
4440,BO+FT,Short,2022-06-28 13:10:00,56,4599.0,4627.5,2022-06-28,ok,2022-06-28,1.0,True,4599.0,4603.75,4603.75,2022-06-28 13:10:00.013710539,57.0,4603.75,4627.75,4579.75,,24.0,1200.0,2022-06-28 15:14:59.993687771,81.0,4586.25,EOD,17.5,875.0,875.0,0.7291666666666666,1.75,87.5,0.07291666666666667,21.0,1050.0,0.875,2.2943262411347516,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4603.75,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-28 13:10:00.013710539,2022-06-28 13:10:00.013710539,,,2022-06-28 15:14:59.993687771,1200.0,0.729
4475,BO+FT,Long,2022-06-30 11:20:00,34,4568.25,4523.75,2022-06-30,ok,2022-06-30,1.0,True,4568.25,4556.5,4556.5,2022-06-30 11:20:00.017808011,35.0,4556.5,4523.5,4589.5,,33.0,1650.0,2022-06-30 15:14:59.008440911,81.0,4540.5,EOD,-16.0,-800.0,-800.0,-0.48484848484848486,28.75,1437.5,0.8712121212121212,27.25,1362.5,0.8257575757575758,2.194708276797829,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,False,market,4556.5,0.0,0.0,0.0,0.0,0.0,ESA_v2,2022-06-30 11:20:00.017808011,2022-06-30 11:20:00.017808011,,,2022-06-30 15:14:59.008440911,1650.0,-0.485
