cfg,signals,folds,oos_trades,net,prom,pct_green,wfe,pf,maxdd,mar,dd95,mar95,best_share
1_VA_only,4011,13,2945,339044.25,0.41783231705214985,61.53846153846154,41.699743311195306,1.1501195867894765,-41682.25,8.134019876566164,-64491.85,5.257164277346672,37.34468288431378
2_VA_VWAP,2609,11,1822,236898.5,0.30653952606256085,81.81818181818183,35.67947348487426,1.135133244736658,-33602.5,7.050026039729187,-58698.5875,4.035846688815127,43.52169811121641
3_VA_ER,2929,11,2014,332449.5,1.0959168008614588,90.9090909090909,63.39642656832651,1.2043082389518098,-34312.0,9.689015504779668,-48025.6875,6.922326723589329,31.22444160692075
4_VA_VWAP_ER,1999,9,1274,203027.25,0.42384030418594343,66.66666666666666,125.18673308012109,1.435542934010911,-31547.0,6.435707040289093,-48578.0375,4.179404118579306,35.081620816910046
