cc,objective,signals,folds,oos_trades,net,exp,prom,pct_green,mar95,avg_target_r,tgt_hit_pct
CC2,prom,670,4,309,39951.75,129.29368932038835,0.2324441842318078,50.0,1.9283582341694214,,34.627831715210355
CC2,prom_tgt,670,4,309,48138.0,155.7864077669903,0.5361675085423174,75.0,2.8178540775044505,,51.1326860841424
CC3,prom,1254,8,762,24254.5,31.83005249343832,-0.72416100300908,62.5,0.5701906728235834,,38.976377952755904
CC3,prom_tgt,1254,8,762,22328.25,29.302165354330707,-0.419922437735765,62.5,0.6945217751041243,,61.023622047244096
CC4,prom,1382,9,890,89114.0,100.12808988764046,0.22092251726064652,100.0,3.5436383591277103,,46.29213483146067
CC4,prom_tgt,1382,9,890,42069.0,47.268539325842696,-0.2592471486334974,77.77777777777779,1.2599281221922731,,60.89887640449439
CC5,prom,1132,8,743,52490.25,70.64636608344549,0.4411022647004099,62.5,1.610663962294257,,36.74293405114401
CC5,prom_tgt,1132,8,743,39763.75,53.517833109017495,0.24436219083151378,75.0,1.2092600329124308,,49.66352624495289
