Date,time,rev,side,entry,stop,bar
2023-01-05,2023-01-05 11:10:00,BO,1,4606.5,4597.5,31
2023-01-06,2023-01-06 08:45:00,OB,-1,4608.0,4646.5,2
2023-01-06,2023-01-06 10:55:00,BO,1,4672.25,4661.0,28
2023-01-09,2023-01-09 10:00:00,IB,-1,4733.75,4740.0,17
2023-01-09,2023-01-09 11:10:00,BO,-1,4737.0,4743.25,31
2023-01-09,2023-01-09 12:35:00,BO,-1,4722.75,4731.0,48
2023-01-10,2023-01-10 10:35:00,BO,-1,4683.75,4693.75,24
2023-01-10,2023-01-10 11:15:00,BO,1,4691.0,4678.0,32
2023-01-10,2023-01-10 11:40:00,BO,1,4698.0,4685.25,37
2023-01-10,2023-01-10 12:20:00,IB,-1,4693.75,4700.25,45
2023-01-11,2023-01-11 08:45:00,BO,1,4736.5,4724.5,2
2023-01-11,2023-01-11 08:55:00,IB,-1,4729.75,4738.25,4
2023-01-11,2023-01-11 14:20:00,BO,1,4755.0,4749.5,69
2023-01-11,2023-01-11 14:50:00,OB,1,4754.0,4747.0,75
2023-01-12,2023-01-12 15:00:00,BO,1,4774.25,4763.25,77
2023-01-13,2023-01-13 08:50:00,OB,1,4747.25,4737.25,3
2023-01-16,2023-01-16 09:25:00,IB,1,4788.75,4787.25,10
2023-01-16,2023-01-16 11:40:00,OB,1,4785.5,4782.0,37
2023-01-17,2023-01-17 10:35:00,OB,1,4782.75,4774.25,66
2023-01-17,2023-01-17 14:00:00,BO,-1,4785.0,4791.0,107
2023-01-18,2023-01-18 09:40:00,BO,-1,4784.75,4798.75,13
2023-01-18,2023-01-18 10:25:00,BO,-1,4754.5,4766.5,22
2023-01-18,2023-01-18 12:45:00,BO,1,4740.0,4733.0,50
2023-01-18,2023-01-18 13:30:00,BO,1,4740.0,4733.5,59
2023-01-19,2023-01-19 12:05:00,OB,1,4693.25,4679.75,42
2023-01-20,2023-01-20 09:30:00,BO,1,4710.0,4699.25,11
2023-01-23,2023-01-23 08:50:00,BO,1,4776.25,4759.25,3
2023-01-23,2023-01-23 10:10:00,BO,1,4817.75,4799.5,19
2023-01-23,2023-01-23 11:10:00,BO,-1,4805.5,4817.5,31
2023-01-23,2023-01-23 13:00:00,BO,-1,4821.75,4828.25,53
2023-01-24,2023-01-24 08:50:00,OB,1,4795.25,4780.5,3
2023-01-24,2023-01-24 14:55:00,IB,1,4803.5,4793.5,76
2023-01-25,2023-01-25 10:20:00,BO,1,4759.5,4746.25,21
2023-01-26,2023-01-26 08:50:00,OB,-1,4817.75,4839.75,3
2023-01-27,2023-01-27 08:35:00,BO,-1,4837.0,4845.25,0
2023-01-27,2023-01-27 08:50:00,BO,1,4848.25,4836.25,3
2023-01-27,2023-01-27 13:20:00,BO,1,4870.0,4861.25,57
2023-01-30,2023-01-30 09:40:00,BO,-1,4826.5,4837.5,13
2023-01-30,2023-01-30 12:35:00,BO,-1,4819.5,4828.5,48
2023-01-30,2023-01-30 13:50:00,BO,-1,4809.5,4816.5,63
2023-01-31,2023-01-31 15:00:00,BO,1,4861.75,4844.75,77
2023-02-01,2023-02-01 08:35:00,BO,-1,4847.5,4862.25,0
2023-02-01,2023-02-01 08:55:00,BO,1,4859.5,4848.25,4
2023-02-01,2023-02-01 09:45:00,BO,-1,4847.0,4855.5,14
2023-02-01,2023-02-01 13:45:00,BO,1,4884.0,4820.0,62
2023-02-02,2023-02-02 10:20:00,BO,-1,4956.75,4967.25,21
2023-02-02,2023-02-02 13:10:00,OB,-1,4968.75,4980.0,55
2023-02-02,2023-02-02 14:55:00,BO,1,4957.0,4943.0,76
2023-02-06,2023-02-06 13:05:00,BO,1,4898.25,4889.25,54
2023-02-07,2023-02-07 08:45:00,OB,1,4888.0,4879.0,2
2023-02-07,2023-02-07 10:35:00,BO,1,4898.0,4888.75,24
2023-02-07,2023-02-07 14:10:00,OB,-1,4923.0,4939.5,67
2023-02-08,2023-02-08 10:30:00,BO,-1,4901.5,4917.25,23
2023-02-08,2023-02-08 11:40:00,OB,-1,4902.25,4913.5,37
2023-02-08,2023-02-08 14:00:00,BO,1,4907.0,4898.5,65
2023-02-09,2023-02-09 10:25:00,BO,-1,4904.75,4915.75,22
2023-02-09,2023-02-09 11:35:00,BO,-1,4895.5,4913.5,36
2023-02-09,2023-02-09 13:20:00,BO,-1,4878.25,4886.75,57
2023-02-10,2023-02-10 09:15:00,BO,1,4864.0,4841.25,8
2023-02-13,2023-02-13 12:05:00,BO,-1,4911.5,4916.25,42
2023-02-14,2023-02-14 12:05:00,BO,1,4915.0,4893.75,42
2023-02-14,2023-02-14 15:05:00,OB,-1,4912.0,4927.75,78
2023-02-15,2023-02-15 11:00:00,IB,-1,4911.75,4918.0,29
2023-02-15,2023-02-15 13:15:00,BO,1,4924.75,4918.25,56
2023-02-17,2023-02-17 10:25:00,BO,-1,4830.25,4840.0,22
2023-02-20,2023-02-20 10:35:00,BO,-1,4847.25,4850.25,24
2023-02-21,2023-02-21 11:40:00,OB,1,4791.0,4787.0,79
2023-02-21,2023-02-21 13:15:00,BO,-1,4777.0,4782.5,98
2023-02-21,2023-02-21 13:35:00,OB,1,4783.0,4773.5,102
2023-02-22,2023-02-22 12:55:00,BO,-1,4786.5,4794.0,52
2023-02-23,2023-02-23 14:55:00,BO,-1,4788.75,4798.25,76
2023-02-24,2023-02-24 12:25:00,BO,1,4733.5,4725.5,46
2023-02-27,2023-02-27 11:35:00,BO,1,4767.75,4758.0,36
2023-02-27,2023-02-27 13:00:00,BO,1,4772.75,4763.75,53
2023-02-27,2023-02-27 14:40:00,BO,-1,4752.0,4759.5,73
2023-02-28,2023-02-28 14:00:00,BO,-1,4760.25,4768.25,65
2023-02-28,2023-02-28 15:05:00,BO,-1,4740.75,4756.25,78
2023-03-01,2023-03-01 10:10:00,BO,-1,4722.0,4742.0,19
2023-03-01,2023-03-01 10:50:00,BO,1,4738.75,4724.5,27
2023-03-01,2023-03-01 13:15:00,IB,1,4728.25,4722.75,56
2023-03-01,2023-03-01 14:10:00,BO,1,4725.5,4720.25,67
2023-03-02,2023-03-02 08:55:00,BO,1,4712.75,4704.25,4
2023-03-02,2023-03-02 12:40:00,BO,1,4730.5,4719.5,49
2023-03-03,2023-03-03 13:15:00,BO,1,4814.25,4805.5,56
2023-03-03,2023-03-03 13:30:00,BO,1,4817.0,4812.25,59
2023-03-03,2023-03-03 14:20:00,BO,-1,4818.0,4824.5,69
2023-03-06,2023-03-06 10:30:00,BO,-1,4844.25,4854.0,23
2023-03-07,2023-03-07 09:05:00,BO,-1,4794.75,4825.25,6
2023-03-10,2023-03-10 10:45:00,OB,-1,4693.0,4706.25,26
2023-03-10,2023-03-10 12:20:00,BO,-1,4643.5,4657.25,45
2023-03-10,2023-03-10 13:40:00,BO,1,4643.0,4626.75,61
2023-03-10,2023-03-10 15:00:00,OB,1,4634.0,4621.5,77
2023-03-13,2023-03-13 08:55:00,BO,1,4620.0,4577.75,4
2023-03-13,2023-03-13 10:50:00,BO,1,4666.5,4646.25,27
2023-03-13,2023-03-13 13:05:00,BO,1,4657.5,4646.5,54
2023-03-13,2023-03-13 14:25:00,BO,-1,4637.75,4661.0,70
2023-03-14,2023-03-14 11:05:00,BO,-1,4697.75,4704.25,30
2023-03-15,2023-03-15 10:00:00,OB,1,4630.75,4612.0,17
2023-03-21,2023-03-21 10:15:00,BO,1,4756.25,4745.75,20
2023-03-22,2023-03-22 12:05:00,BO,-1,4761.5,4767.75,42
2023-03-22,2023-03-22 14:00:00,BO,-1,4771.0,4810.75,65
2023-03-27,2023-03-27 14:10:00,OB,-1,4756.5,4764.75,67
2023-03-28,2023-03-28 13:00:00,BO,-1,4719.25,4724.25,53
2023-03-28,2023-03-28 13:45:00,BO,1,4727.0,4721.0,62
2023-03-29,2023-03-29 12:10:00,IB,1,4784.0,4776.75,43
2023-03-29,2023-03-29 12:40:00,BO,-1,4778.25,4786.5,49
2023-03-31,2023-03-31 10:20:00,BO,1,4846.5,4841.5,21
2023-03-31,2023-03-31 11:05:00,BO,1,4854.75,4849.5,30
2023-03-31,2023-03-31 12:35:00,BO,-1,4850.25,4854.5,48
2023-03-31,2023-03-31 13:05:00,OB,1,4855.5,4848.5,54
2023-03-31,2023-03-31 14:25:00,BO,1,4871.0,4860.25,70
2023-03-31,2023-03-31 15:00:00,OB,1,4875.0,4861.75,77
2023-04-03,2023-04-03 09:40:00,OB,-1,4884.5,4894.75,13
2023-04-04,2023-04-04 08:45:00,BO,-1,4886.75,4898.0,2
2023-04-04,2023-04-04 09:25:00,BO,-1,4883.25,4898.25,10
2023-04-04,2023-04-04 13:25:00,BO,-1,4861.75,4869.75,58
2023-04-04,2023-04-04 14:30:00,OB,-1,4857.5,4865.25,71
2023-04-05,2023-04-05 08:35:00,IB,-1,4858.0,4869.0,0
2023-04-05,2023-04-05 13:00:00,BO,1,4849.0,4842.75,53
2023-04-05,2023-04-05 14:10:00,BO,-1,4848.25,4853.75,67
2023-04-06,2023-04-06 08:40:00,BO,-1,4837.0,4854.75,1
2023-04-06,2023-04-06 10:40:00,BO,1,4852.5,4847.0,25
2023-04-06,2023-04-06 14:35:00,BO,1,4868.25,4862.25,72
2023-04-10,2023-04-10 09:40:00,BO,1,4847.75,4839.5,13
2023-04-10,2023-04-10 11:00:00,BO,-1,4846.75,4854.0,29
2023-04-10,2023-04-10 11:40:00,BO,1,4857.75,4845.0,37
2023-04-10,2023-04-10 15:05:00,BO,1,4876.5,4866.75,78
2023-04-11,2023-04-11 09:40:00,OB,-1,4870.75,4877.25,13
2023-04-12,2023-04-12 10:50:00,BO,1,4877.25,4868.5,27
2023-04-13,2023-04-13 12:45:00,BO,1,4900.0,4893.0,50
2023-04-14,2023-04-14 09:25:00,BO,-1,4897.0,4909.5,10
2023-04-14,2023-04-14 11:45:00,BO,-1,4879.75,4886.25,38
2023-04-14,2023-04-14 12:30:00,BO,-1,4880.5,4890.0,47
2023-04-17,2023-04-17 10:35:00,OB,-1,4892.25,4901.5,24
2023-04-17,2023-04-17 12:20:00,BO,1,4894.0,4888.5,45
2023-04-17,2023-04-17 13:00:00,BO,-1,4887.5,4893.5,53
2023-04-17,2023-04-17 14:05:00,BO,1,4903.75,4899.0,66
2023-04-18,2023-04-18 09:00:00,BO,-1,4921.0,4931.75,5
2023-04-18,2023-04-18 10:35:00,BO,1,4910.0,4903.75,24
2023-04-18,2023-04-18 13:50:00,BO,-1,4909.5,4919.0,63
2023-04-19,2023-04-19 09:45:00,BO,1,4908.5,4901.75,14
2023-04-19,2023-04-19 11:00:00,BO,1,4910.5,4906.25,29
2023-04-19,2023-04-19 11:35:00,BO,1,4913.75,4910.0,36
2023-04-20,2023-04-20 11:05:00,OB,-1,4892.0,4897.5,30
2023-04-20,2023-04-20 12:15:00,BO,1,4907.0,4902.5,44
2023-04-20,2023-04-20 13:05:00,BO,-1,4902.0,4908.75,54
2023-04-21,2023-04-21 09:00:00,BO,-1,4880.0,4893.25,5
2023-04-21,2023-04-21 09:15:00,BO,1,4885.25,4874.75,8
2023-04-21,2023-04-21 12:20:00,OB,-1,4885.0,4891.0,45
2023-04-21,2023-04-21 12:45:00,BO,1,4892.0,4885.75,50
2023-04-24,2023-04-24 09:40:00,OB,-1,4889.5,4901.25,13
2023-04-24,2023-04-24 11:25:00,OB,1,4883.25,4876.0,34
2023-04-27,2023-04-27 10:00:00,BO,-1,4844.0,4851.5,17
2023-04-28,2023-04-28 10:05:00,BO,-1,4892.75,4914.75,18
2023-04-28,2023-04-28 14:00:00,BO,1,4915.25,4908.25,65
2023-05-02,2023-05-02 13:05:00,BO,-1,4870.0,4877.75,54
2023-05-05,2023-05-05 12:00:00,BO,1,4873.5,4864.25,41
2023-05-05,2023-05-05 12:30:00,BO,1,4877.5,4873.75,47
2023-05-05,2023-05-05 14:55:00,BO,-1,4888.25,4893.25,76
2023-05-08,2023-05-08 10:30:00,BO,-1,4883.0,4887.75,23
2023-05-09,2023-05-09 12:00:00,BO,1,4874.75,4870.5,41
2023-05-10,2023-05-10 08:45:00,BO,-1,4884.0,4906.5,2
2023-05-11,2023-05-11 12:40:00,OB,1,4877.5,4871.25,49
2023-05-11,2023-05-11 12:50:00,BO,-1,4863.5,4877.75,51
2023-05-15,2023-05-15 09:25:00,OB,1,4867.0,4860.0,10
2023-05-15,2023-05-15 11:50:00,BO,1,4881.75,4877.0,39
2023-05-16,2023-05-16 10:40:00,OB,-1,4869.0,4877.0,25
2023-05-16,2023-05-16 10:50:00,IB,1,4874.5,4867.25,27
2023-05-17,2023-05-17 08:55:00,BO,-1,4866.5,4877.75,4
2023-05-17,2023-05-17 11:30:00,BO,1,4885.5,4881.0,35
2023-05-17,2023-05-17 12:50:00,BO,1,4914.25,4908.5,51
2023-05-19,2023-05-19 10:15:00,BO,-1,4951.0,4961.0,20
2023-05-19,2023-05-19 14:10:00,OB,-1,4939.25,4942.75,67
2023-05-22,2023-05-22 08:40:00,BO,1,4955.5,4937.75,1
2023-05-23,2023-05-23 08:50:00,BO,1,4931.75,4923.75,3
2023-05-23,2023-05-23 12:35:00,BO,-1,4906.5,4922.5,48
2023-05-24,2023-05-24 10:25:00,BO,1,4866.5,4855.75,22
2023-05-24,2023-05-24 14:15:00,BO,1,4861.25,4854.0,68
2023-05-25,2023-05-25 13:50:00,BO,-1,4890.25,4896.5,63
2023-05-26,2023-05-26 08:40:00,BO,1,4914.25,4896.0,1
2023-05-26,2023-05-26 11:30:00,BO,1,4948.75,4941.5,35
2023-05-26,2023-05-26 13:20:00,BO,1,4946.0,4941.0,57
2023-05-30,2023-05-30 08:45:00,BO,-1,4967.25,4975.5,44
2023-05-30,2023-05-30 10:25:00,BO,-1,4947.75,4958.75,64
2023-05-30,2023-05-30 13:20:00,BO,1,4944.5,4937.0,99
2023-05-31,2023-05-31 11:50:00,BO,1,4921.0,4915.25,39
2023-06-01,2023-06-01 14:25:00,OB,-1,4969.75,4976.75,70
2023-06-02,2023-06-02 12:25:00,BO,1,5029.75,5023.75,46
2023-06-05,2023-06-05 08:40:00,BO,1,5034.5,5025.25,1
2023-06-05,2023-06-05 08:55:00,IB,-1,5029.25,5038.25,4
2023-06-05,2023-06-05 11:05:00,OB,-1,5032.0,5038.25,30
2023-06-06,2023-06-06 09:50:00,BO,1,5028.75,5018.5,15
2023-06-06,2023-06-06 13:15:00,BO,1,5017.5,5011.5,56
2023-06-07,2023-06-07 10:35:00,BO,1,5026.25,5018.25,24
2023-06-07,2023-06-07 10:45:00,BO,-1,5018.5,5027.5,26
2023-06-07,2023-06-07 11:55:00,OB,-1,5013.0,5020.75,40
2023-06-09,2023-06-09 11:30:00,BO,-1,5034.75,5042.0,35
2023-06-09,2023-06-09 12:20:00,IB,-1,5039.75,5043.5,45
2023-06-09,2023-06-09 14:05:00,BO,1,5046.75,5042.0,66
2023-06-12,2023-06-12 09:10:00,BO,-1,5047.75,5053.25,7
2023-06-13,2023-06-13 08:35:00,BO,1,5101.0,5077.75,0
2023-06-14,2023-06-14 13:45:00,BO,1,5106.25,5080.5,62
2023-06-14,2023-06-14 14:10:00,BO,1,5121.25,5102.75,67
2023-06-15,2023-06-15 09:40:00,BO,-1,5124.25,5135.5,13
2023-06-15,2023-06-15 09:50:00,BO,1,5134.25,5122.5,15
2023-06-16,2023-06-16 09:30:00,BO,1,5179.25,5167.5,11
2023-06-16,2023-06-16 09:45:00,BO,-1,5166.75,5179.0,14
2023-06-16,2023-06-16 10:25:00,BO,-1,5164.75,5175.25,22
2023-06-20,2023-06-20 09:00:00,BO,-1,5126.5,5134.75,47
2023-06-20,2023-06-20 11:00:00,IB,-1,5114.25,5118.0,71
2023-06-20,2023-06-20 13:00:00,BO,-1,5128.5,5135.75,95
2023-06-20,2023-06-20 13:40:00,OB,-1,5131.0,5134.5,103
2023-06-22,2023-06-22 10:40:00,BO,1,5104.5,5098.75,25
2023-06-23,2023-06-23 09:55:00,BO,-1,5084.0,5093.0,16
2023-06-23,2023-06-23 13:05:00,BO,-1,5095.0,5099.25,54
2023-06-23,2023-06-23 13:45:00,BO,-1,5083.5,5091.0,62
2023-06-26,2023-06-26 09:40:00,BO,-1,5078.5,5091.25,13
2023-06-26,2023-06-26 11:10:00,OB,-1,5071.0,5082.5,31
2023-06-26,2023-06-26 13:35:00,OB,1,5075.0,5067.0,60
2023-06-27,2023-06-27 08:40:00,BO,1,5079.25,5066.25,1
2023-06-27,2023-06-27 12:20:00,BO,1,5103.25,5097.25,45
2023-06-27,2023-06-27 15:00:00,BO,-1,5111.25,5117.25,77
2023-06-28,2023-06-28 11:30:00,BO,-1,5114.25,5123.5,35
2023-06-28,2023-06-28 15:05:00,BO,1,5116.25,5101.5,78
2023-06-30,2023-06-30 11:55:00,BO,1,5181.75,5178.0,40
2023-06-30,2023-06-30 15:05:00,OB,-1,5177.5,5191.25,78
2023-07-03,2023-07-03 12:05:00,IB,-1,5183.5,5187.25,42
2023-07-05,2023-07-05 14:40:00,BO,-1,5180.75,5183.25,115
2023-07-05,2023-07-05 15:00:00,BO,-1,5176.75,5181.5,119
2023-07-06,2023-07-06 12:35:00,OB,-1,5134.25,5138.25,48
2023-07-06,2023-07-06 14:15:00,BO,-1,5139.5,5143.75,68
2023-07-07,2023-07-07 09:35:00,BO,-1,5131.25,5140.0,12
2023-07-07,2023-07-07 11:05:00,BO,1,5148.5,5141.0,30
2023-07-07,2023-07-07 12:40:00,OB,-1,5164.75,5169.25,49
2023-07-10,2023-07-10 09:35:00,OB,-1,5130.25,5140.0,12
2023-07-10,2023-07-10 15:00:00,OB,1,5138.75,5128.0,77
2023-07-11,2023-07-11 08:40:00,BO,1,5150.75,5139.75,1
2023-07-11,2023-07-11 10:55:00,BO,1,5152.75,5145.75,28
2023-07-11,2023-07-11 12:15:00,OB,-1,5150.0,5154.75,44
2023-07-11,2023-07-11 13:15:00,IB,-1,5148.75,5152.75,56
2023-07-11,2023-07-11 14:45:00,BO,1,5161.0,5153.25,74
2023-07-12,2023-07-12 10:35:00,BO,-1,5206.5,5212.75,24
2023-07-13,2023-07-13 10:15:00,BO,-1,5219.75,5225.75,20
2023-07-13,2023-07-13 13:10:00,IB,1,5230.5,5226.75,55
2023-07-13,2023-07-13 14:55:00,IB,-1,5239.5,5244.75,76
2023-07-14,2023-07-14 08:40:00,BO,1,5249.5,5233.5,1
2023-07-14,2023-07-14 13:25:00,OB,-1,5237.5,5242.5,58
2023-07-14,2023-07-14 14:05:00,BO,-1,5228.25,5237.75,66
2023-07-17,2023-07-17 13:35:00,IB,-1,5248.25,5250.5,60
2023-07-17,2023-07-17 14:20:00,BO,1,5257.25,5249.25,69
2023-07-17,2023-07-17 15:05:00,BO,-1,5244.25,5253.5,78
2023-07-18,2023-07-18 15:00:00,OB,-1,5281.0,5287.75,77
2023-07-19,2023-07-19 13:35:00,BO,1,5289.25,5281.75,60
2023-07-19,2023-07-19 14:35:00,BO,-1,5293.25,5299.0,72
2023-07-20,2023-07-20 09:05:00,BO,-1,5280.0,5287.0,6
2023-07-20,2023-07-20 09:40:00,BO,-1,5264.5,5271.5,13
2023-07-20,2023-07-20 13:20:00,BO,-1,5263.5,5271.0,57
2023-07-21,2023-07-21 08:45:00,IB,-1,5269.75,5276.0,2
2023-07-21,2023-07-21 09:30:00,BO,-1,5258.25,5271.25,11
2023-07-21,2023-07-21 09:50:00,BO,1,5269.0,5261.0,15
2023-07-24,2023-07-24 14:30:00,BO,-1,5269.75,5277.0,71
2023-07-25,2023-07-25 12:00:00,BO,1,5293.25,5288.25,41
2023-07-25,2023-07-25 13:20:00,BO,1,5296.25,5292.25,57
2023-07-25,2023-07-25 14:15:00,BO,1,5296.5,5292.25,68
2023-07-26,2023-07-26 13:45:00,BO,1,5300.25,5276.5,62
2023-07-27,2023-07-27 09:10:00,BO,-1,5316.5,5323.0,7
2023-07-27,2023-07-27 11:30:00,BO,1,5315.75,5310.0,35
2023-07-28,2023-07-28 12:05:00,BO,-1,5300.25,5306.5,42
2023-07-28,2023-07-28 12:35:00,BO,-1,5290.5,5298.0,48
2023-07-28,2023-07-28 14:30:00,BO,-1,5298.25,5304.25,71
2023-07-31,2023-07-31 12:05:00,BO,-1,5294.75,5299.5,42
2023-07-31,2023-07-31 15:00:00,BO,1,5309.25,5291.0,77
2023-08-01,2023-08-01 11:25:00,OB,-1,5288.0,5292.25,34
2023-08-01,2023-08-01 14:45:00,BO,-1,5292.75,5298.0,74
2023-08-02,2023-08-02 09:10:00,BO,-1,5249.75,5259.75,7
2023-08-02,2023-08-02 09:45:00,BO,-1,5243.5,5251.0,14
2023-08-02,2023-08-02 13:45:00,BO,-1,5230.75,5237.25,62
2023-08-02,2023-08-02 14:45:00,BO,1,5229.0,5221.0,74
2023-08-03,2023-08-03 11:45:00,BO,1,5229.75,5222.5,38
2023-08-03,2023-08-03 12:35:00,OB,-1,5227.75,5233.75,48
2023-08-03,2023-08-03 14:15:00,BO,-1,5215.5,5226.0,68
2023-08-04,2023-08-04 12:30:00,BO,-1,5241.5,5248.25,47
2023-08-04,2023-08-04 13:25:00,BO,-1,5206.0,5223.75,58
2023-08-07,2023-08-07 14:15:00,BO,-1,5223.25,5228.5,68
2023-08-08,2023-08-08 08:40:00,BO,-1,5198.0,5233.25,1
2023-08-08,2023-08-08 12:05:00,BO,1,5192.0,5185.0,42
2023-08-10,2023-08-10 09:45:00,BO,-1,5218.25,5233.75,14
2023-08-10,2023-08-10 10:35:00,BO,1,5213.25,5199.75,24
2023-08-10,2023-08-10 12:00:00,BO,-1,5182.75,5199.5,41
2023-08-10,2023-08-10 14:30:00,BO,-1,5182.0,5193.75,71
2023-08-14,2023-08-14 09:40:00,BO,1,5186.5,5176.0,13
2023-08-15,2023-08-15 14:30:00,BO,-1,5143.75,5158.0,71
2023-08-15,2023-08-15 14:55:00,BO,1,5146.25,5140.25,76
2023-08-16,2023-08-16 15:00:00,BO,-1,5112.75,5121.25,77
2023-08-18,2023-08-18 10:05:00,BO,1,5068.75,5057.5,18
2023-08-18,2023-08-18 11:40:00,OB,1,5074.25,5069.5,37
2023-08-21,2023-08-21 09:30:00,BO,-1,5078.75,5092.5,11
2023-08-21,2023-08-21 10:45:00,BO,-1,5067.75,5077.25,26
2023-08-21,2023-08-21 11:50:00,BO,1,5084.25,5078.25,39
2023-08-21,2023-08-21 13:45:00,BO,1,5101.0,5095.0,62
2023-08-22,2023-08-22 12:05:00,BO,-1,5092.75,5105.75,42
2023-08-22,2023-08-22 14:25:00,OB,-1,5098.0,5106.75,70
2023-08-23,2023-08-23 09:05:00,BO,1,5117.75,5107.0,6
2023-08-23,2023-08-23 09:50:00,BO,1,5130.0,5117.75,15
2023-08-23,2023-08-23 12:50:00,BO,1,5147.75,5143.5,51
2023-08-24,2023-08-24 09:00:00,BO,1,5159.25,5144.25,5
2023-08-24,2023-08-24 11:15:00,BO,1,5111.0,5100.25,32
2023-08-25,2023-08-25 11:00:00,BO,-1,5078.5,5092.0,29
2023-08-25,2023-08-25 13:15:00,BO,1,5100.5,5093.0,56
2023-08-25,2023-08-25 13:45:00,OB,-1,5109.0,5117.75,62
2023-08-28,2023-08-28 09:45:00,BO,-1,5130.75,5140.5,14
2023-08-28,2023-08-28 12:00:00,BO,1,5134.0,5124.75,41
2023-08-30,2023-08-30 09:25:00,BO,-1,5205.25,5223.25,10
2023-09-01,2023-09-01 11:55:00,BO,1,5212.25,5204.75,40
2023-09-01,2023-09-01 13:25:00,BO,-1,5206.5,5211.75,58
2023-09-01,2023-09-01 15:00:00,OB,1,5216.0,5209.5,77
2023-09-04,2023-09-04 09:05:00,BO,-1,5217.25,5221.5,6
2023-09-05,2023-09-05 08:35:00,OB,-1,5207.75,5214.25,42
2023-09-05,2023-09-05 14:55:00,OB,-1,5199.75,5207.25,118
2023-09-06,2023-09-06 12:15:00,BO,1,5149.75,5140.25,44
2023-09-06,2023-09-06 14:05:00,OB,-1,5157.75,5164.0,66
2023-09-06,2023-09-06 14:20:00,OB,1,5163.0,5155.5,69
2023-09-07,2023-09-07 09:45:00,BO,1,5144.75,5127.5,14
2023-09-08,2023-09-08 11:20:00,BO,1,5166.5,5159.25,33
2023-09-08,2023-09-08 13:05:00,BO,1,5161.5,5155.25,54
2023-09-12,2023-09-12 09:30:00,BO,-1,5164.0,5174.0,11
2023-09-12,2023-09-12 10:30:00,BO,1,5164.75,5159.25,23
2023-09-12,2023-09-12 11:35:00,BO,-1,5168.0,5172.75,36
2023-09-12,2023-09-12 12:45:00,BO,-1,5173.25,5182.75,50
2023-09-12,2023-09-12 13:50:00,BO,-1,5162.25,5166.75,63
2023-09-14,2023-09-14 10:10:00,BO,1,5193.25,5189.75,19
2023-09-15,2023-09-15 13:40:00,BO,1,5146.25,5140.75,61
2023-09-19,2023-09-19 09:40:00,BO,-1,5114.0,5125.0,13
2023-09-19,2023-09-19 10:35:00,BO,1,5116.25,5112.25,24
2023-09-20,2023-09-20 13:55:00,BO,-1,5124.5,5140.25,64
2023-09-21,2023-09-21 11:00:00,OB,-1,5041.75,5048.0,29
2023-09-21,2023-09-21 13:10:00,BO,-1,5043.0,5048.25,55
2023-09-21,2023-09-21 14:15:00,BO,-1,5029.5,5036.75,68
2023-09-21,2023-09-21 15:05:00,BO,-1,5014.0,5023.5,78
2023-09-22,2023-09-22 09:05:00,BO,1,5027.5,5018.25,6
2023-09-22,2023-09-22 10:10:00,OB,-1,5033.0,5040.0,19
2023-09-25,2023-09-25 09:10:00,BO,-1,4999.5,5008.25,7
2023-09-25,2023-09-25 11:20:00,BO,1,5018.75,5011.75,33
2023-09-25,2023-09-25 14:20:00,OB,1,5014.0,5000.5,69
2023-09-26,2023-09-26 08:55:00,BO,-1,4987.0,4998.0,4
2023-09-26,2023-09-26 09:30:00,BO,1,4978.75,4969.25,11
2023-09-26,2023-09-26 14:20:00,IB,-1,4952.25,4959.75,69
2023-09-27,2023-09-27 09:05:00,BO,-1,4963.25,4972.25,6
2023-09-27,2023-09-27 09:25:00,IB,1,4967.25,4957.25,10
2023-09-27,2023-09-27 10:10:00,BO,1,4958.5,4948.75,19
2023-09-27,2023-09-27 10:45:00,OB,-1,4949.25,4960.0,26
2023-09-27,2023-09-27 11:35:00,BO,1,4943.0,4936.25,36
2023-09-27,2023-09-27 12:20:00,BO,-1,4935.25,4945.25,45
2023-09-27,2023-09-27 13:30:00,BO,1,4942.5,4927.75,59
2023-09-27,2023-09-27 14:45:00,BO,-1,4949.75,4964.75,74
2023-09-28,2023-09-28 09:45:00,BO,1,4967.25,4949.5,14
2023-09-28,2023-09-28 11:55:00,BO,-1,4983.25,4998.5,40
2023-09-28,2023-09-28 12:35:00,BO,-1,4975.75,4989.75,48
2023-09-28,2023-09-28 14:40:00,BO,-1,4977.25,4995.0,73
2023-09-29,2023-09-29 10:05:00,BO,-1,4998.0,5009.5,18
2023-09-29,2023-09-29 12:10:00,BO,-1,4965.5,4978.5,43
2023-10-02,2023-10-02 09:15:00,IB,-1,4962.25,4976.25,8
2023-10-02,2023-10-02 10:40:00,OB,-1,4970.5,4981.75,25
2023-10-02,2023-10-02 13:15:00,BO,1,4962.25,4947.5,56
2023-10-03,2023-10-03 08:50:00,BO,1,4957.0,4945.5,3
2023-10-03,2023-10-03 13:40:00,BO,1,4905.0,4896.5,61
2023-10-06,2023-10-06 13:30:00,BO,1,4995.5,4987.0,59
2023-10-10,2023-10-10 12:10:00,BO,-1,5043.75,5060.0,43
2023-10-10,2023-10-10 13:15:00,BO,-1,5039.0,5047.0,56
2023-10-11,2023-10-11 13:00:00,BO,1,5027.75,5021.25,53
2023-10-12,2023-10-12 11:25:00,BO,1,5060.25,5051.75,34
2023-10-12,2023-10-12 12:05:00,BO,-1,5041.75,5057.25,42
