date,dir,bos,size_adr,inside_run_before,next_bos
2024-03-13,1,0,0.23920265780730898,0,0.0
2024-03-13,1,0,0.19136212624584717,1,1.0
2024-03-13,1,1,0.3295681063122924,2,0.0
2024-03-13,1,0,0.39867109634551495,0,
2024-03-13,-1,1,0.30830564784053155,0,0.0
2024-03-13,-1,0,0.20730897009966778,0,0.0
2024-03-13,-1,0,0.18604651162790697,1,1.0
2024-03-13,-1,1,0.6059800664451828,2,0.0
2024-03-13,-1,0,0.1700996677740864,0,
2024-03-14,1,1,0.16818500350385424,0,0.0
2024-03-14,1,0,0.4428871758934828,0,0.0
2024-03-14,1,0,0.2690960056061668,1,0.0
2024-03-14,1,0,0.29152067274001403,2,0.0
2024-03-14,1,0,0.18500350385423966,3,0.0
2024-03-14,1,0,0.2578836720392432,4,0.0
2024-03-14,1,0,0.2578836720392432,5,0.0
2024-03-14,1,0,0.5662228451296426,6,0.0
2024-03-14,1,0,0.16257883672039244,7,
2024-03-14,-1,1,0.1345480028030834,0,1.0
2024-03-14,-1,1,0.8633496846531185,0,0.0
2024-03-14,-1,0,0.19621583742116327,0,0.0
2024-03-14,-1,0,0.3419761737911703,1,0.0
2024-03-14,-1,0,0.17939733707077785,2,0.0
2024-03-14,-1,0,0.30833917309039943,3,0.0
2024-03-14,-1,0,0.3027330063069376,4,1.0
2024-03-14,-1,1,0.5157673440784863,5,0.0
2024-03-14,-1,0,0.22985283812193413,0,1.0
2024-03-14,-1,1,0.6951646811492642,1,
2024-03-15,1,1,0.25339366515837103,0,1.0
2024-03-15,1,1,0.5998707175177763,0,0.0
2024-03-15,1,0,0.15513897866839044,0,0.0
2024-03-15,1,0,0.1603102779573368,1,0.0
2024-03-15,1,0,0.30510665804783454,2,0.0
2024-03-15,1,0,0.2275371687136393,3,0.0
2024-03-15,1,0,0.2895927601809955,4,0.0
2024-03-15,1,0,0.1603102779573368,5,0.0
2024-03-15,1,0,0.1965093729799612,6,
2024-03-15,-1,1,0.5274725274725275,0,0.0
2024-03-15,-1,0,0.33096315449256625,0,0.0
2024-03-15,-1,0,0.40853264382676147,1,1.0
2024-03-15,-1,1,0.2792501616031028,2,0.0
2024-03-15,-1,0,0.15513897866839044,0,0.0
2024-03-15,-1,0,0.1965093729799612,1,0.0
2024-03-15,-1,0,0.18099547511312217,2,0.0
2024-03-15,-1,0,0.17582417582417584,3,0.0
2024-03-15,-1,0,0.2689075630252101,4,
2024-03-18,1,1,0.19875776397515527,0,1.0
2024-03-18,1,1,0.3919944789510007,0,0.0
2024-03-18,1,0,0.1601104209799862,0,0.0
2024-03-18,1,0,0.18771566597653555,1,0.0
2024-03-18,1,0,0.2484472049689441,2,0.0
2024-03-18,1,0,0.2153209109730849,3,
2024-03-18,-1,1,0.016563146997929608,0,1.0
2024-03-18,-1,1,0.2484472049689441,0,0.0
2024-03-18,-1,0,0.38095238095238093,0,1.0
2024-03-18,-1,1,0.2484472049689441,1,1.0
2024-03-18,-1,1,0.2153209109730849,0,1.0
2024-03-18,-1,1,0.27053140096618356,0,
2024-03-19,1,1,0.005625879043600563,0,0.0
2024-03-19,1,0,0.21378340365682139,0,1.0
2024-03-19,1,1,0.9732770745428974,1,0.0
2024-03-19,1,0,0.20815752461322082,0,0.0
2024-03-19,1,0,0.19690576652601968,1,
2024-03-19,-1,1,0.2419127988748242,0,0.0
2024-03-19,-1,0,0.20253164556962025,0,0.0
2024-03-19,-1,0,0.25316455696202533,1,0.0
2024-03-19,-1,0,0.180028129395218,2,0.0
2024-03-19,-1,0,0.2587904360056259,3,
2024-03-20,1,1,0.054384772263766146,0,1.0
2024-03-20,1,1,0.27192386131883073,0,0.0
2024-03-20,1,0,0.16315431679129844,0,0.0
2024-03-20,1,0,0.17403127124405166,1,1.0
2024-03-20,1,1,0.7396329027872196,2,0.0
2024-03-20,1,0,0.38613188307273966,0,1.0
2024-03-20,1,1,0.8157715839564922,1,1.0
2024-03-20,1,1,0.3371855880353501,0,1.0
2024-03-20,1,1,0.39157036029911624,0,
2024-03-20,-1,1,0.1794697484704283,0,0.0
2024-03-20,-1,0,0.19578518014955812,0,0.0
2024-03-20,-1,0,0.21210061182868797,1,1.0
2024-03-20,-1,1,0.2501699524133243,2,0.0
2024-03-20,-1,0,0.4568320870156356,0,0.0
2024-03-20,-1,0,0.49490142760027195,1,0.0
2024-03-20,-1,0,0.21753908905506458,2,0.0
2024-03-20,-1,0,0.27192386131883073,3,0.0
2024-03-20,-1,0,0.3317471108089735,4,
2024-03-21,1,1,0.25052192066805845,0,0.0
2024-03-21,1,0,0.2839248434237996,0,0.0
2024-03-21,1,0,0.18928322894919972,1,1.0
2024-03-21,1,1,0.25052192066805845,2,0.0
2024-03-21,1,0,0.25608907446068196,0,
2024-03-21,-1,1,0.1057759220598469,0,1.0
2024-03-21,-1,1,0.2894919972164231,0,0.0
2024-03-21,-1,0,0.18928322894919972,0,0.0
2024-03-21,-1,0,0.21711899791231734,1,1.0
2024-03-21,-1,1,0.4732080723729993,2,1.0
2024-03-21,-1,1,0.2894919972164231,0,
2024-03-22,1,1,0.08051761322789361,0,0.0
2024-03-22,1,0,0.21279654924514738,0,0.0
2024-03-22,1,0,0.19554277498202732,1,1.0
2024-03-22,1,1,0.39108554996405465,2,0.0
2024-03-22,1,0,0.27030913012221425,0,
2024-03-22,-1,1,0.24730409777138748,0,1.0
2024-03-22,-1,1,0.310567936736161,0,1.0
2024-03-22,-1,1,0.21279654924514738,0,0.0
2024-03-22,-1,0,0.33932422717469446,0,
2024-03-25,1,1,0.174496644295302,0,1.0
2024-03-25,1,1,0.35570469798657717,0,0.0
