date,net,range_adr,eff,rls,close_loc,legs,type,ret,next_type,next_ret
2019-01-16,-1.25,0.40627885503231764,0.0909,0.8364,0.0727,8,Range,-1.25,Trend-Up,30.0
2019-01-17,30.0,1.4285714285714286,0.75,0.9938,0.7562,16,Trend-Up,30.0,Channel,15.5
2019-01-18,15.5,1.0678733031674208,0.5254,0.6949,0.8305,20,Channel,15.5,Range,0.5
2019-01-21,0.5,0.33217993079584773,0.0556,0.2222,0.8333,2,Range,0.5,Trend-Down,-22.25
2019-01-22,-22.25,1.6161616161616161,0.5562,0.0562,0.3875,23,Trend-Down,-22.25,Range,-8.0
2019-01-23,-8.0,1.6458852867830425,0.1939,0.1818,0.6242,33,Range,-8.0,Range,-3.25
2019-01-24,-3.25,0.7747747747747747,0.1512,0.4651,0.3837,15,Range,-3.25,Range,2.0
2019-01-25,2.0,0.5701559020044543,0.125,0.7031,0.4219,13,Range,2.0,Range,3.5
2019-01-28,3.5,0.7962085308056872,0.1667,0.2262,0.9405,22,Range,3.5,Range,-2.5
2019-01-29,-2.5,0.7605956471935853,0.1205,0.3133,0.5663,14,Range,-2.5,Trend-Up,27.25
2019-01-30,27.25,1.7386934673366834,0.6301,0.7977,0.8324,22,Trend-Up,27.25,Trend-Up,27.75
2019-01-31,27.75,1.2220916568742655,0.8538,0.9231,0.9308,14,Trend-Up,27.75,Range,-0.25
2019-02-01,-0.25,0.6941798941798942,0.0122,0.5366,0.4512,11,Range,-0.25,Trend-Up,16.25
2019-02-04,16.25,1.0334486735870818,0.5804,0.7232,0.8571,7,Trend-Up,16.25,Range,3.25
2019-02-05,3.25,0.6093366093366094,0.2097,0.629,0.5806,8,Range,3.25,Range,-1.5
2019-02-06,-1.5,0.5772151898734177,0.1053,0.3684,0.5263,10,Range,-1.5,Range,-7.0
2019-02-07,-7.0,1.3486590038314177,0.2121,0.2045,0.5833,24,Range,-7.0,Trend-Up,16.0
2019-02-08,16.0,1.0782190132370637,0.5714,0.6696,0.9018,21,Trend-Up,16.0,Channel,-6.0
2019-02-11,-6.0,0.5488372093023256,0.4068,0.2034,0.3898,14,Channel,-6.0,Trend-Up,18.5
2019-02-12,18.5,0.9436997319034852,0.8409,0.9659,0.875,14,Trend-Up,18.5,Range,-3.25
2019-02-13,-3.25,0.6363636363636364,0.2321,0.6429,0.125,13,Range,-3.25,Range,4.25
2019-02-14,4.25,1.3215339233038348,0.1518,0.6696,0.4821,19,Range,4.25,Trend-Up,12.0
2019-02-15,12.0,0.6843657817109144,0.8276,0.8621,0.9655,18,Trend-Up,12.0,Channel,1.5
2019-02-18,1.5,0.21364985163204747,0.3333,0.4444,0.8889,3,Channel,1.5,Trend-Up,12.25
2019-02-19,12.25,1.0834645669291338,0.5698,0.9884,0.5814,11,Trend-Up,12.25,Channel,7.5
2019-02-20,7.5,0.9235993208828522,0.4412,0.6618,0.7794,24,Channel,7.5,Range,-3.5
2019-02-21,-3.5,1.0275229357798166,0.2,0.2286,0.5714,23,Range,-3.5,Trend-Up,9.75
2019-02-22,9.75,0.9064748201438849,0.619,0.8095,0.8095,19,Trend-Up,9.75,Trend-Down,-10.75
2019-02-25,-10.75,1.1450094161958568,0.5658,0.3289,0.1053,20,Trend-Down,-10.75,Range,0.0
2019-02-26,0.0,0.8130671506352087,0.0,0.8571,0.1429,27,Range,0.0,Channel,9.5
2019-02-27,9.5,1.3737373737373737,0.4471,0.5059,0.9412,28,Channel,9.5,Range,-0.25
2019-02-28,-0.25,0.7049808429118773,0.0217,0.4348,0.5435,26,Range,-0.25,Range,1.5
2019-03-01,1.5,1.2072727272727273,0.0723,0.2169,0.8554,17,Range,1.5,Channel,-24.0
2019-03-04,-24.0,2.954296160877514,0.4752,0.0495,0.4752,33,Channel,-24.0,Range,-3.25
2019-03-05,-3.25,0.6343612334801763,0.2407,0.1481,0.6111,15,Range,-3.25,Trend-Down,-19.25
2019-03-06,-19.25,1.0706766917293233,0.8652,0.0112,0.1236,21,Trend-Down,-19.25,Trend-Down,-16.25
2019-03-07,-16.25,1.3545586107091172,0.5556,0.0513,0.3932,26,Trend-Down,-16.25,Trend-Up,20.0
2019-03-08,20.0,1.1147540983606556,0.7843,0.7941,0.9902,22,Trend-Up,20.0,Trend-Up,34.0
2019-03-11,34.0,1.4190231362467867,0.9855,0.9928,0.9928,5,Trend-Up,34.0,Channel,4.0
2019-03-12,4.0,0.4717208182912154,0.3265,0.7959,0.5306,16,Channel,4.0,Trend-Up,12.25
2019-03-13,12.25,0.8057553956834532,0.5833,0.9048,0.6786,9,Trend-Up,12.25,Range,-2.75
2019-03-14,-2.75,0.4694610778443114,0.2245,0.4286,0.3469,9,Range,-2.75,Trend-Up,11.0
2019-03-15,11.0,0.9032258064516129,0.5714,0.8961,0.6753,14,Trend-Up,11.0,Trend-Up,10.5
2019-03-18,10.5,0.6354609929078014,0.75,0.8214,0.9286,13,Trend-Up,10.5,Channel,-13.75
2019-03-19,-13.75,1.4166666666666667,0.4622,0.3025,0.2353,15,Channel,-13.75,Channel,-9.75
2019-03-20,-9.75,1.5192878338278932,0.3047,0.3984,0.2969,23,Channel,-9.75,Trend-Up,42.75
2019-03-21,42.75,2.1142857142857143,0.9243,0.9892,0.9351,20,Trend-Up,42.75,Trend-Down,-34.75
2019-03-22,-34.75,1.9919678714859437,0.7473,0.1344,0.1183,29,Trend-Down,-34.75,Range,5.5
2019-03-25,5.5,0.9321266968325792,0.2136,0.5243,0.6893,22,Range,5.5,Range,0.5
2019-03-26,0.5,0.9390919158361019,0.0189,0.4623,0.5566,19,Range,0.5,Channel,-14.0
2019-03-27,-14.0,1.2916666666666667,0.3613,0.1613,0.4774,17,Channel,-14.0,Range,5.75
2019-03-28,5.75,0.6705202312138728,0.2644,0.4023,0.8621,6,Range,5.75,Range,4.0
2019-03-29,4.0,0.5163704396632367,0.2319,0.2754,0.9565,13,Range,4.0,Trend-Up,12.0
2019-04-01,12.0,0.549558390578999,0.6857,0.8286,0.8571,9,Trend-Up,12.0,Channel,-4.5
2019-04-02,-4.5,0.3829344432882414,0.3913,0.1739,0.4348,7,Channel,-4.5,Range,-4.75
2019-04-03,-4.75,0.7883211678832117,0.2346,0.2222,0.5432,10,Range,-4.75,Range,4.25
2019-04-04,4.25,0.6582984658298466,0.2881,0.4746,0.8136,12,Range,4.25,Trend-Up,6.5
2019-04-05,6.5,0.5230312035661219,0.5909,0.7045,0.8864,14,Trend-Up,6.5,Channel,7.0
2019-04-08,7.0,0.8117839607201309,0.4516,0.5323,0.9194,8,Channel,7.0,Channel,-4.5
2019-04-09,-4.5,0.8494208494208494,0.3273,0.2727,0.4,21,Channel,-4.5,Trend-Up,7.0
2019-04-10,7.0,0.7736625514403292,0.5957,0.617,0.9787,20,Trend-Up,7.0,Channel,-6.5
2019-04-11,-6.5,0.9137931034482759,0.4906,0.0377,0.4717,24,Channel,-6.5,Range,2.75
2019-04-12,2.75,0.8769574944071589,0.2245,0.3878,0.8367,20,Range,2.75,Range,-2.5
2019-04-15,-2.5,0.9244444444444444,0.1923,0.0962,0.7115,12,Range,-2.5,Channel,-7.75
2019-04-16,-7.75,1.178147268408551,0.5,0.0484,0.4516,19,Channel,-7.75,Trend-Down,-22.5
2019-04-17,-22.5,1.8867924528301887,0.9,0.02,0.08,19,Trend-Down,-22.5,Range,1.0
2019-04-18,1.0,1.1,0.0606,0.1212,0.9394,18,Range,1.0,Trend-Up,12.75
2019-04-22,12.75,0.9421487603305785,0.8947,0.9298,0.9649,12,Trend-Up,12.75,Trend-Up,23.25
2019-04-23,23.25,1.8106995884773662,0.8455,0.8909,0.9545,16,Trend-Up,23.25,Channel,-5.5
2019-04-24,-5.5,0.6411657559198543,0.5,0.3182,0.1818,12,Channel,-5.5,Range,-2.75
2019-04-25,-2.75,1.2296296296296296,0.1325,0.3012,0.5663,13,Range,-2.75,Trend-Up,14.0
2019-04-26,14.0,1.3101045296167246,0.5957,0.6277,0.9681,18,Trend-Up,14.0,Range,0.5
2019-04-29,0.5,0.5454545454545454,0.0476,0.9048,0.1429,9,Range,0.5,Channel,9.0
2019-04-30,9.0,1.3691275167785235,0.3529,0.3922,0.9608,18,Channel,9.0,Trend-Down,-31.0
2019-05-01,-31.0,1.8729096989966556,0.8857,0.0571,0.0571,15,Trend-Down,-31.0,Range,-4.75
2019-05-02,-4.75,1.5119047619047619,0.1496,0.315,0.5354,29,Range,-4.75,Trend-Up,13.75
2019-05-03,13.75,0.7654986522911051,0.7746,0.8592,0.9155,11,Trend-Up,13.75,Trend-Up,35.5
2019-05-06,35.5,2.0142247510668563,0.8023,0.9209,0.8814,21,Trend-Up,35.5,Channel,-15.25
2019-05-07,-15.25,1.9330143540669857,0.302,0.1386,0.5594,32,Channel,-15.25,Range,6.75
2019-05-08,6.75,0.86282722513089,0.2621,0.7379,0.5243,16,Range,6.75,Channel,16.5
2019-05-09,16.5,1.3526970954356847,0.4049,0.5092,0.8957,24,Channel,16.5,Channel,26.5
2019-05-10,26.5,1.976036866359447,0.3955,0.4888,0.9067,22,Channel,26.5,Trend-Down,-20.0
2019-05-13,-20.0,0.9144684252597922,0.5594,0.3077,0.1329,25,Trend-Down,-20.0,Channel,16.75
2019-05-14,16.75,0.835725677830941,0.5115,0.9466,0.5649,12,Channel,16.75,Trend-Up,37.0
2019-05-15,37.0,1.1255961844197138,0.8362,0.9435,0.8927,12,Trend-Up,37.0,Channel,18.75
2019-05-16,18.75,0.8152492668621701,0.5396,0.9856,0.554,5,Channel,18.75,Range,9.5
2019-05-17,9.5,0.8446455505279035,0.2714,0.9857,0.2857,14,Range,9.5,Range,2.0
2019-05-20,2.0,0.5886075949367089,0.086,0.5914,0.4946,16,Range,2.0,Channel,6.75
2019-05-21,6.75,0.36363636363636365,0.4737,0.807,0.6667,4,Channel,6.75,Range,1.25
2019-05-22,1.25,0.445993031358885,0.0781,0.7812,0.2969,7,Range,1.25,Channel,-13.25
2019-05-23,-13.25,0.8983050847457628,0.5,0.0094,0.4906,21,Channel,-13.25,Range,-5.75
2019-05-24,-5.75,0.7497243660418964,0.2706,0.2118,0.5176,11,Range,-5.75,Trend-Up,2.75
2019-05-27,2.75,0.1765389082462253,0.5789,0.6842,0.8947,1,Trend-Up,2.75,Trend-Down,-26.0
2019-05-28,-26.0,1.8549075391180654,0.638,0.2577,0.1043,13,Trend-Down,-26.0,Channel,-8.5
2019-05-29,-8.5,1.1664374140302614,0.3208,0.1604,0.5189,21,Channel,-8.5,Range,0.75
2019-05-30,0.75,1.0389610389610389,0.0333,0.4111,0.6222,26,Range,0.75,Channel,-8.5
2019-05-31,-8.5,0.9043478260869565,0.4359,0.4615,0.1026,27,Channel,-8.5,Range,-0.75
2019-06-03,-0.75,1.5752461322081575,0.0214,0.3643,0.6143,25,Range,-0.75,Trend-Up,36.0
2019-06-04,36.0,1.6975857687420584,0.8623,0.8743,0.988,16,Trend-Up,36.0,Range,6.25
2019-06-05,6.25,1.028301886792453,0.2294,0.2569,0.9725,22,Range,6.25,Channel,14.75
2019-06-06,14.75,1.091743119266055,0.4958,0.7479,0.7479,16,Channel,14.75,Trend-Up,18.5
2019-06-07,18.5,1.037037037037037,0.5873,0.9365,0.6508,10,Trend-Up,18.5,Range,-1.0
2019-06-10,-1.0,0.667379679144385,0.0513,0.7692,0.1795,6,Range,-1.0,Trend-Down,-20.25
2019-06-11,-20.25,1.137816979051819,0.6279,0.1395,0.2326,10,Trend-Down,-20.25,Range,-2.0
2019-06-12,-2.0,0.4904862579281184,0.1379,0.431,0.431,9,Range,-2.0,Range,4.0
2019-06-13,4.0,0.47516198704103674,0.2909,0.4364,0.8545,12,Range,4.0,Range,1.5
2019-06-14,1.5,0.5802615933412604,0.0984,0.4426,0.6557,12,Range,1.5,Range,1.25
2019-06-17,1.25,0.46802721088435373,0.1163,0.6744,0.4419,10,Range,1.25,Channel,12.75
2019-06-18,12.75,1.2556053811659194,0.4857,0.8571,0.6286,22,Channel,12.75,Channel,7.75
2019-06-19,7.75,1.050381679389313,0.3605,0.5233,0.8372,18,Channel,7.75,Range,0.25
2019-06-20,0.25,1.4308943089430894,0.0091,0.1,0.9091,21,Range,0.25,Range,-4.5
2019-06-21,-4.5,0.9520865533230294,0.2338,0.7143,0.0519,23,Range,-4.5,Channel,-4.0
2019-06-24,-4.0,0.6050420168067226,0.3556,0.3333,0.3111,12,Channel,-4.0,Trend-Down,-28.75
2019-06-25,-28.75,1.7182130584192439,0.92,0.008,0.072,24,Trend-Down,-28.75,Trend-Down,-13.25
2019-06-26,-13.25,0.9815950920245399,0.6625,0.275,0.0625,17,Trend-Down,-13.25,Channel,4.75
2019-06-27,4.75,0.5484351713859911,0.413,0.6304,0.7826,14,Channel,4.75,Trend-Up,16.25
2019-06-28,16.25,1.0682492581602374,0.7222,0.7444,0.9778,8,Trend-Up,16.25,Channel,-11.0
2019-07-01,-11.0,1.274658573596358,0.419,0.0952,0.4857,12,Channel,-11.0,Channel,11.75
2019-07-02,11.75,1.0147492625368733,0.5465,0.5581,0.9884,12,Channel,11.75,Trend-Up,17.75
2019-07-03,17.75,0.9785932721712538,0.8875,0.9125,0.975,6,Trend-Up,17.75,Range,-0.25
2019-07-04,-0.25,0.121765601217656,0.1,0.5,0.4,0,Range,-0.25,Range,4.75
2019-07-05,4.75,1.3633440514469453,0.1792,0.4528,0.7264,19,Range,4.75,Range,-3.25
2019-07-08,-3.25,0.6102819237147595,0.2826,0.2826,0.4348,17,Range,-3.25,Trend-Up,16.0
2019-07-09,16.0,1.1528998242530755,0.7805,0.9756,0.8049,13,Trend-Up,16.0,Range,3.0
2019-07-10,3.0,1.0049586776859505,0.1579,0.6842,0.4737,16,Range,3.0,Range,0.75
2019-07-11,0.75,0.7445008460236887,0.0545,0.2,0.8545,10,Range,0.75,Channel,5.75
2019-07-12,5.75,0.7393715341959335,0.46,0.72,0.74,9,Channel,5.75,Channel,-4.0
2019-07-15,-4.0,0.5702970297029702,0.4444,0.0,0.5556,15,Channel,-4.0,Trend-Down,-10.0
2019-07-16,-10.0,0.9891540130151844,0.7018,0.1404,0.1579,22,Trend-Down,-10.0,Trend-Down,-22.0
2019-07-17,-22.0,1.5590551181102361,0.8889,0.0808,0.0303,23,Trend-Down,-22.0,Trend-Up,17.0
2019-07-18,17.0,1.6447105788423153,0.6602,0.8058,0.8544,22,Trend-Up,17.0,Trend-Down,-32.0
2019-07-19,-32.0,1.906810035842294,0.9624,0.015,0.0226,23,Trend-Down,-32.0,Channel,4.75
2019-07-22,4.75,0.7881773399014779,0.3167,0.6,0.7167,16,Channel,4.75,Channel,8.0
2019-07-23,8.0,0.9713322091062394,0.4444,0.4583,0.9861,18,Channel,8.0,Trend-Up,22.0
2019-07-24,22.0,1.219672131147541,0.9462,0.9677,0.9785,10,Trend-Up,22.0,Trend-Down,-11.5
2019-07-25,-11.5,0.9678407350689127,0.5823,0.038,0.3797,22,Trend-Down,-11.5,Trend-Up,9.25
2019-07-26,9.25,0.7471264367816092,0.5692,0.9077,0.6615,5,Trend-Up,9.25,Channel,-4.0
2019-07-29,-4.0,0.48863636363636365,0.3721,0.0233,0.6047,6,Channel,-4.0,Channel,6.25
2019-07-30,6.25,0.8271604938271605,0.3731,0.7463,0.6269,14,Channel,6.25,Trend-Down,-37.5
2019-07-31,-37.5,3.1633986928104574,0.6198,0.0372,0.343,16,Trend-Down,-37.5,Channel,-30.25
2019-08-01,-30.25,3.0957004160887656,0.4337,0.4731,0.0932,25,Channel,-30.25,Channel,-11.75
2019-08-02,-11.75,1.1063829787234043,0.3615,0.0769,0.5615,28,Channel,-11.75,Trend-Down,-56.5
2019-08-05,-56.5,2.1082164328657313,0.8593,0.019,0.1217,29,Trend-Down,-56.5,Channel,13.25
2019-08-06,13.25,1.0342465753424657,0.351,0.5563,0.7947,23,Channel,13.25,Channel,32.75
2019-08-07,32.75,1.761290322580645,0.4799,0.6484,0.8315,27,Channel,32.75,Trend-Up,42.0
2019-08-08,42.0,1.0607734806629834,0.875,0.875,1.0,8,Trend-Up,42.0,Range,-9.75
2019-08-09,-9.75,0.7313713212273012,0.2671,0.1849,0.5479,12,Range,-9.75,Trend-Down,-22.0
2019-08-12,-22.0,0.6825775656324582,0.6154,0.1748,0.2098,6,Trend-Down,-22.0,Trend-Up,52.5
2019-08-13,52.5,1.3899809765377298,0.7664,0.9416,0.8248,16,Trend-Up,52.5,Trend-Down,-42.5
2019-08-14,-42.5,1.063613231552163,0.8134,0.1388,0.0478,20,Trend-Down,-42.5,Range,-2.5
2019-08-15,-2.5,0.6347668079951545,0.0763,0.229,0.6947,15,Range,-2.5,Trend-Up,26.0
2019-08-16,26.0,0.6267281105990783,0.8739,0.9748,0.8992,12,Trend-Up,26.0,Range,0.0
2019-08-19,0.0,0.3604572965702757,0.0,0.5224,0.4776,3,Range,0.0,Trend-Down,-20.25
2019-08-20,-20.25,0.6744730679156908,0.75,0.213,0.037,9,Trend-Down,-20.25,Channel,4.5
2019-08-21,4.5,0.3208020050125313,0.375,0.375,1.0,9,Channel,4.5,Channel,-10.75
2019-08-22,-10.75,1.0336669699727024,0.3028,0.2042,0.493,12,Channel,-10.75,Trend-Down,-53.75
2019-08-23,-53.75,2.73224043715847,0.5733,0.1947,0.232,27,Trend-Down,-53.75,Channel,10.75
2019-08-26,10.75,0.7673060884070059,0.3739,0.4,0.9739,14,Channel,10.75,Trend-Down,-29.25
2019-08-27,-29.25,1.143891402714932,0.7405,0.1076,0.1519,17,Trend-Down,-29.25,Trend-Up,29.25
2019-08-28,29.25,1.0954063604240283,0.7548,0.7677,0.9871,12,Trend-Up,29.25,Channel,10.25
2019-08-29,10.25,0.6986301369863014,0.402,0.5588,0.8431,11,Channel,10.25,Trend-Down,-20.25
2019-08-30,-20.25,0.7581047381546134,0.7105,0.0088,0.2807,9,Trend-Down,-20.25,Trend-Down,-18.75
2019-09-02,-18.75,0.7808105872622002,0.6356,0.0339,0.3305,7,Trend-Down,-18.75,Range,1.5
2019-09-03,1.5,0.5879593432369038,0.0638,0.4468,0.617,9,Range,1.5,Channel,9.0
2019-09-04,9.0,0.45491470349309504,0.5143,0.5143,1.0,2,Channel,9.0,Range,6.0
2019-09-05,6.0,0.7602591792656588,0.2727,0.9318,0.3409,12,Range,6.0,Range,0.75
2019-09-06,0.75,0.48053392658509453,0.0556,0.4259,0.6296,8,Range,0.75,Channel,-11.0
2019-09-09,-11.0,0.8352201257861636,0.5301,0.0361,0.4337,8,Channel,-11.0,Channel,7.75
2019-09-10,7.75,0.995850622406639,0.3444,0.3778,0.9667,16,Channel,7.75,Trend-Up,20.25
2019-09-11,20.25,1.248945147679325,0.7297,0.7387,0.991,8,Trend-Up,20.25,Range,1.75
2019-09-12,1.75,0.9378531073446328,0.0843,0.5904,0.494,16,Range,1.75,Channel,-8.0
2019-09-13,-8.0,0.725111441307578,0.5246,0.2623,0.2131,17,Channel,-8.0,Channel,5.0
2019-09-16,5.0,0.6,0.4167,0.6667,0.75,23,Channel,5.0,Trend-Up,10.0
2019-09-17,10.0,0.6472491909385113,0.8,0.86,0.94,12,Trend-Up,10.0,Range,5.5
2019-09-18,5.5,1.7379310344827585,0.1746,0.2778,0.8968,17,Range,5.5,Range,-5.25
2019-09-19,-5.25,0.9693251533742331,0.2658,0.557,0.1772,21,Range,-5.25,Trend-Down,-25.75
2019-09-20,-25.75,1.617283950617284,0.7863,0.0916,0.1221,23,Trend-Down,-25.75,Trend-Up,11.25
2019-09-23,11.25,0.8011611030478955,0.6522,0.8406,0.8116,12,Trend-Up,11.25,Trend-Down,-33.25
2019-09-24,-33.25,2.510046367851623,0.6552,0.0837,0.2611,37,Trend-Down,-33.25,Channel,17.0
2019-09-25,17.0,1.5853976531942633,0.4474,0.5789,0.8684,16,Channel,17.0,Range,-6.25
2019-09-26,-6.25,0.9044289044289044,0.2577,0.0825,0.6598,19,Range,-6.25,Trend-Down,-24.5
2019-09-27,-24.5,1.525909592061742,0.5665,0.0289,0.4046,20,Trend-Down,-24.5,Trend-Up,16.0
2019-09-30,16.0,0.5436893203883495,0.9143,0.9571,0.9571,6,Trend-Up,16.0,Trend-Down,-48.25
2019-10-01,-48.25,1.8726899383983573,0.8465,0.1272,0.0263,18,Trend-Down,-48.25,Trend-Down,-43.0
2019-10-02,-43.0,1.4176313446126447,0.8643,0.0101,0.1256,19,Trend-Down,-43.0,Channel,26.5
2019-10-03,26.5,1.5449202350965574,0.4609,0.4739,0.987,14,Channel,26.5,Trend-Up,31.5
2019-10-04,31.5,0.8461538461538461,0.8811,0.972,0.9091,3,Trend-Up,31.5,Range,-4.0
2019-10-07,-4.0,0.6253869969040248,0.1584,0.7129,0.1287,7,Range,-4.0,Trend-Down,-23.75
2019-10-08,-23.75,0.8831587429492345,0.6934,0.2482,0.0584,17,Trend-Down,-23.75,Range,6.0
2019-10-09,6.0,0.5745511319281811,0.2609,0.6848,0.5761,9,Range,6.0,Trend-Up,24.5
2019-10-10,24.5,0.8666666666666667,0.7538,0.9462,0.8077,15,Trend-Up,24.5,Range,1.5
2019-10-11,1.5,0.7682539682539683,0.0496,0.8347,0.2149,13,Range,1.5,Range,1.0
2019-10-14,1.0,0.30529054640069386,0.0909,0.6818,0.4091,7,Range,1.0,Trend-Up,21.25
2019-10-15,21.25,0.8897795591182365,0.7658,0.955,0.8108,6,Trend-Up,21.25,Range,1.75
2019-10-16,1.75,0.4641638225255973,0.1373,0.6275,0.5098,9,Range,1.75,Range,-4.25
2019-10-17,-4.25,0.7115628970775095,0.2429,0.3286,0.4286,11,Range,-4.25,Range,-3.5
2019-10-18,-3.5,1.0158730158730158,0.1458,0.3021,0.5521,11,Range,-3.5,Channel,6.75
2019-10-21,6.75,0.5818181818181818,0.5192,0.6154,0.9038,12,Channel,6.75,Trend-Down,-17.0
2019-10-22,-17.0,1.0192592592592593,0.7907,0.1395,0.0698,23,Trend-Down,-17.0,Trend-Up,13.5
2019-10-23,13.5,0.8240887480190174,0.8308,0.8615,0.9692,12,Trend-Up,13.5,Trend-Down,-9.5
2019-10-24,-9.5,0.9182608695652174,0.5758,0.0909,0.3333,13,Trend-Down,-9.5,Trend-Up,18.5
2019-10-25,18.5,1.3534338358458962,0.7327,0.9901,0.7426,12,Trend-Up,18.5,Range,2.75
2019-10-28,2.75,0.5178875638841567,0.2895,1.0,0.2895,9,Range,2.75,Range,1.5
2019-10-29,1.5,0.7804878048780488,0.1071,0.875,0.2321,12,Range,1.5,Channel,10.25
2019-10-30,10.25,1.4714285714285715,0.3981,0.4272,0.9709,16,Channel,10.25,Channel,-8.25
2019-10-31,-8.25,1.3686067019400352,0.3402,0.0206,0.6392,25,Channel,-8.25,Trend-Up,11.5
2019-11-01,11.5,0.7712418300653595,0.7797,0.8983,0.8814,14,Trend-Up,11.5,Trend-Down,-6.0
2019-11-04,-6.0,0.5743589743589743,0.5714,0.1429,0.2857,15,Trend-Down,-6.0,Trend-Down,-7.25
2019-11-05,-7.25,0.697508896797153,0.5918,0.2449,0.1633,17,Trend-Down,-7.25,Range,2.5
2019-11-06,2.5,0.8220183486238533,0.1786,0.2679,0.9107,16,Range,2.5,Range,-1.75
2019-11-07,-1.75,1.168,0.0959,0.4932,0.411,24,Range,-1.75,Channel,10.25
2019-11-08,10.25,1.1962616822429906,0.5125,0.625,0.8875,8,Channel,10.25,Trend-Up,11.75
2019-11-11,11.75,0.7728085867620751,0.8704,0.8889,0.9815,5,Trend-Up,11.75,Range,3.0
2019-11-12,3.0,1.192156862745098,0.1579,0.6711,0.4868,20,Range,3.0,Trend-Up,15.25
2019-11-13,15.25,1.243353783231084,0.8026,0.8684,0.9342,29,Trend-Up,15.25,Channel,8.75
2019-11-14,8.75,1.0434782608695652,0.5303,0.5909,0.9394,15,Channel,8.75,Channel,7.0
2019-11-15,7.0,0.9811320754716981,0.4308,0.5385,0.8923,12,Channel,7.0,Channel,5.75
2019-11-18,5.75,0.7326007326007326,0.46,0.6,0.86,14,Channel,5.75,Trend-Down,-9.25
2019-11-19,-9.25,0.9037037037037037,0.6066,0.0328,0.3607,17,Trend-Down,-9.25,Range,-4.5
2019-11-20,-4.5,1.6818181818181819,0.1622,0.1892,0.6486,32,Range,-4.5,Range,-4.75
2019-11-21,-4.75,0.9302325581395349,0.2923,0.0769,0.6308,22,Range,-4.75,Range,1.25
2019-11-22,1.25,0.8,0.0877,0.1053,0.9825,14,Range,1.25,Trend-Up,13.0
2019-11-25,13.0,0.8275862068965517,0.9123,0.9825,0.9298,6,Trend-Up,13.0,Trend-Up,10.25
2019-11-26,10.25,0.8721804511278195,0.7069,0.7241,0.9828,14,Trend-Up,10.25,Trend-Up,8.75
2019-11-27,8.75,0.7786259541984732,0.6863,0.7843,0.902,8,Trend-Up,8.75,Channel,1.75
2019-11-28,1.75,0.2196078431372549,0.5,0.7143,0.7857,1,Channel,1.75,Channel,-3.75
2019-11-29,-3.75,0.7257383966244726,0.3488,0.2558,0.3953,14,Channel,-3.75,Trend-Down,-30.75
2019-12-02,-30.75,2.456140350877193,0.8786,0.0143,0.1071,27,Trend-Down,-30.75,Range,6.25
2019-12-03,6.25,1.665979381443299,0.2475,0.396,0.8515,23,Range,6.25,Channel,6.5
2019-12-04,6.5,1.1209213051823417,0.3562,0.7808,0.5753,16,Channel,6.5,Range,-3.0
2019-12-05,-3.0,1.0130353817504656,0.1765,0.0,0.8235,16,Range,-3.0,Trend-Up,7.75
2019-12-06,7.75,0.7299270072992701,0.62,0.98,0.64,9,Trend-Up,7.75,Channel,-7.5
2019-12-09,-7.5,0.9925925925925926,0.4478,0.4478,0.1045,7,Channel,-7.5,Range,0.25
2019-12-10,0.25,1.0071942446043165,0.0143,0.4,0.6143,18,Range,0.25,Channel,5.5
2019-12-11,5.5,0.5751633986928104,0.5,0.6136,0.8864,13,Channel,5.5,Trend-Up,26.0
2019-12-12,26.0,2.0228384991843393,0.671,0.929,0.7419,28,Trend-Up,26.0,Range,6.5
2019-12-13,6.5,1.3885350318471337,0.2385,0.6789,0.5596,20,Range,6.5,Trend-Up,6.5
2019-12-16,6.5,0.5408805031446541,0.6047,0.9767,0.6279,14,Trend-Up,6.5,Trend-Down,-5.0
2019-12-17,-5.0,0.4752475247524752,0.5556,0.3889,0.0556,7,Trend-Down,-5.0,Range,-0.5
2019-12-18,-0.5,0.4181184668989547,0.0667,0.4,0.5333,11,Range,-0.5,Trend-Up,13.75
2019-12-19,13.75,0.851985559566787,0.9322,0.9661,0.9661,9,Trend-Up,13.75,Channel,4.0
2019-12-20,4.0,0.6007326007326007,0.3902,0.8049,0.5854,10,Channel,4.0,Channel,-3.5
2019-12-23,-3.5,0.402321083172147,0.5385,0.0385,0.4231,6,Channel,-3.5,Range,-1.75
2019-12-24,-1.75,0.40080160320641284,0.28,0.08,0.64,4,Range,-1.75,Trend-Up,15.0
2019-12-26,15.0,1.3658536585365855,0.9524,0.9841,0.9683,8,Trend-Up,15.0,Trend-Down,-13.25
2019-12-27,-13.25,1.5356037151702786,0.8548,0.0323,0.1129,19,Trend-Down,-13.25,Trend-Down,-18.25
2019-12-30,-18.25,2.409356725146199,0.7087,0.0583,0.233,25,Trend-Down,-18.25,Trend-Up,18.0
2019-12-31,18.0,1.7408312958435208,0.809,0.8315,0.9775,18,Trend-Up,18.0,Channel,12.75
2020-01-02,12.75,1.6581196581196582,0.5258,0.5464,0.9794,12,Channel,12.75,Channel,13.75
2020-01-03,13.75,1.6126482213438735,0.5392,0.9706,0.5686,20,Channel,13.75,Trend-Up,29.25
2020-01-06,29.25,2.0458553791887124,0.8069,0.9655,0.8414,21,Trend-Up,29.25,Channel,-4.25
2020-01-07,-4.25,0.6064139941690962,0.3269,0.4038,0.2692,13,Channel,-4.25,Trend-Up,21.25
