date,dir,prior_bos,gap_adr,next_bos,size_adr
2010-06-17,1,1,0.284789644012945,0,0.18122977346278318
2010-06-17,1,0,0.3883495145631068,0,0.1553398058252427
2010-06-17,1,0,0.6472491909385113,0,0.16828478964401294
2010-06-17,1,0,0.6731391585760518,0,0.37540453074433655
2010-06-17,1,0,0.5307443365695793,0,0.36245954692556637
2010-06-17,-1,1,0.18122977346278318,1,0.284789644012945
2010-06-17,-1,1,0.1553398058252427,1,0.41423948220064727
2010-06-17,-1,1,0.16828478964401294,1,0.1941747572815534
2010-06-17,-1,1,0.37540453074433655,0,0.23300970873786409
2010-06-17,-1,0,0.5048543689320388,0,0.4401294498381877
2010-06-18,1,1,0.2782608695652174,1,0.41739130434782606
2010-06-18,1,1,0.15304347826086956,1,0.16695652173913045
2010-06-18,1,1,0.2782608695652174,0,0.16695652173913045
2010-06-18,1,0,0.37565217391304345,0,0.20869565217391303
2010-06-18,1,0,0.34782608695652173,0,0.20869565217391303
2010-06-18,1,0,0.3617391304347826,0,0.16695652173913045
2010-06-18,-1,1,0.41739130434782606,0,0.15304347826086956
2010-06-18,-1,0,0.43130434782608695,0,0.2782608695652174
2010-06-18,-1,0,0.32,0,0.2643478260869565
2010-06-18,-1,0,0.2643478260869565,0,0.1808695652173913
2010-06-18,-1,0,0.2921739130434783,0,0.22260869565217392
2010-06-21,1,1,0.37065637065637064,0,0.33976833976833976
2010-06-21,1,0,0.46332046332046334,0,0.20077220077220076
2010-06-21,1,0,0.6795366795366795,0,0.20077220077220076
2010-06-21,1,0,0.803088803088803,0,0.18532818532818532
2010-06-21,1,0,0.7722007722007722,0,0.29343629343629346
2010-06-21,1,0,1.38996138996139,0,0.18532818532818532
2010-06-21,-1,1,0.33976833976833976,1,0.43243243243243246
2010-06-21,-1,1,0.20077220077220076,1,0.416988416988417
2010-06-21,-1,1,0.20077220077220076,1,0.32432432432432434
2010-06-21,-1,1,0.18532818532818532,0,0.15444015444015444
2010-06-21,-1,0,0.32432432432432434,1,0.9111969111969112
2010-06-21,-1,1,0.18532818532818532,1,0.29343629343629346
2010-06-22,1,1,0.15717092337917485,1,0.3300589390962672
2010-06-22,1,1,0.4715127701375246,0,0.18860510805500982
2010-06-22,1,0,0.5972495088408645,0,0.2043222003929273
2010-06-22,1,0,0.6286836935166994,0,0.3143418467583497
2010-06-22,1,0,0.581532416502947,0,0.4715127701375246
2010-06-22,1,0,0.48722986247544203,0,0.18860510805500982
2010-06-22,1,0,0.5972495088408645,0,0.2829076620825147
2010-06-22,1,0,0.7701375245579568,0,0.2043222003929273
2010-06-22,1,0,0.8487229862475442,0,0.18860510805500982
2010-06-22,1,0,1.3516699410609037,0,0.3143418467583497
2010-06-22,1,0,1.5402750491159136,0,0.2357563850687623
2010-06-22,1,0,1.5717092337917484,0,0.15717092337917485
2010-06-22,-1,1,0.3300589390962672,1,0.4715127701375246
2010-06-22,-1,1,0.18860510805500982,1,0.3143418467583497
2010-06-22,-1,1,0.2043222003929273,1,0.2357563850687623
2010-06-22,-1,1,0.3143418467583497,0,0.26719056974459726
2010-06-22,-1,0,0.518664047151277,0,0.37721021611001965
2010-06-22,-1,0,0.3300589390962672,0,0.29862475442043224
2010-06-22,-1,0,0.3143418467583497,1,0.45579567779960706
2010-06-22,-1,1,0.2043222003929273,1,0.2829076620825147
2010-06-22,-1,1,0.18860510805500982,1,0.6915520628683693
2010-06-22,-1,1,0.3143418467583497,1,0.5029469548133595
2010-06-22,-1,1,0.2357563850687623,1,0.26719056974459726
2010-06-23,1,1,0.29357798165137616,0,0.22018348623853212
2010-06-23,1,0,0.7045871559633028,0,0.24954128440366974
2010-06-23,1,0,0.6458715596330276,0,0.27889908256880735
2010-06-23,1,0,0.5284403669724771,0,0.23486238532110093
2010-06-23,1,0,0.5724770642201835,0,0.42568807339449544
2010-06-23,1,0,0.46972477064220186,1,0.6752293577981652
2010-06-23,1,1,0.5724770642201835,0,0.23486238532110093
