date,n_bars,adr,thr,d_range,net,legs_closed,legs_total,year
2018-08-08,81,21.0938,3.1641,9.5,-1.75,8,9,2018
2018-08-09,81,17.9688,2.6953,10.5,-4.5,6,7,2018
2018-08-10,81,16.3438,2.4516,17.0,0.5,21,22,2018
2018-08-13,81,16.4062,2.4609,23.75,-11.25,19,20,2018
2018-08-14,81,16.8438,2.5266,16.75,10.25,20,21,2018
2018-08-15,81,14.625,2.1938,23.75,-3.25,31,32,2018
2018-08-16,81,15.9062,2.3859,17.0,10.25,17,18,2018
2018-08-17,81,15.7812,2.3672,22.0,13.0,19,20,2018
2018-08-20,81,17.5312,2.6297,9.25,2.0,12,13,2018
2018-08-21,81,17.5,2.625,13.0,-2.5,14,15,2018
2018-08-22,81,17.8125,2.6719,12.0,1.75,14,15,2018
2018-08-23,81,17.1875,2.5781,15.0,-2.0,15,16,2018
2018-08-24,81,16.0938,2.4141,13.25,12.0,15,16,2018
2018-08-27,81,15.6562,2.3484,12.25,10.25,10,11,2018
2018-08-28,81,14.2188,2.1328,10.25,-3.75,21,22,2018
2018-08-29,81,13.375,2.0063,18.75,13.0,11,12,2018
2018-08-30,81,12.9688,1.9453,17.5,-7.0,29,30,2018
2018-08-31,81,14.0,2.1,15.75,8.25,27,28,2018
2018-09-03,43,14.3438,2.1516,3.5,0.0,4,5,2018
2018-09-04,81,13.2812,1.9922,15.5,1.0,22,23,2018
2018-09-05,81,13.3438,2.0016,17.5,-4.5,35,36,2018
2018-09-06,81,13.875,2.0812,25.0,-11.0,31,32,2018
2018-09-07,81,15.4688,2.3203,20.0,7.5,27,28,2018
2018-09-10,81,16.6875,2.5031,11.75,-4.75,18,19,2018
2018-09-11,81,15.8125,2.3719,25.75,18.75,11,12,2018
2018-09-12,81,16.8438,2.5266,15.75,0.75,17,18,2018
2018-09-13,81,16.8438,2.5266,10.5,5.5,15,16,2018
2018-09-14,81,17.7188,2.6578,12.75,-0.5,12,13,2018
2018-09-17,81,17.375,2.6062,18.0,-13.5,19,20,2018
2018-09-18,81,17.4375,2.6156,20.5,14.5,14,15,2018
2018-09-19,81,16.875,2.5312,8.75,3.5,17,18,2018
2018-09-20,81,15.4688,2.3203,14.5,12.0,13,14,2018
2018-09-21,81,15.8125,2.3719,14.0,-11.25,18,19,2018
2018-09-24,81,14.3438,2.1516,11.25,-1.75,21,22,2018
2018-09-25,81,13.7812,2.0672,12.0,-7.75,14,15,2018
2018-09-26,81,13.9688,2.0953,28.5,-10.5,21,22,2018
2018-09-27,81,15.9375,2.3906,18.0,2.5,17,18,2018
2018-09-28,81,15.9375,2.3906,13.5,7.75,15,16,2018
2018-10-01,81,15.0625,2.2594,19.5,-4.0,19,20,2018
2018-10-02,81,16.4062,2.4609,12.0,0.75,21,22,2018
2018-10-03,81,16.0938,2.4141,19.25,-8.0,21,22,2018
2018-10-04,81,16.75,2.5125,36.25,-16.25,28,29,2018
2018-10-05,81,19.875,2.9812,40.75,-13.75,29,30,2018
2018-10-08,81,23.4688,3.5203,28.0,12.75,17,18,2018
2018-10-09,81,23.4062,3.5109,21.0,2.25,25,26,2018
2018-10-10,81,23.7812,3.5672,100.0,-98.5,35,36,2018
2018-10-11,81,34.5938,5.1891,86.5,-34.25,30,31,2018
2018-10-12,81,42.9688,6.4453,47.0,-7.5,29,30,2018
2018-10-15,81,47.3438,7.1016,30.25,-14.5,11,12,2018
2018-10-16,81,48.7188,7.3078,50.5,44.75,8,9,2018
2018-10-17,81,50.5,7.575,36.0,4.5,10,11,2018
2018-10-18,81,49.9062,7.4859,51.5,-28.25,20,21,2018
2018-10-19,81,52.8438,7.9266,38.25,-10.5,14,15,2018
2018-10-22,81,55.0,8.25,29.5,-21.0,11,12,2018
2018-10-23,81,46.1875,6.9281,62.5,31.0,17,18,2018
2018-10-24,81,43.1875,6.4781,91.25,-74.0,28,29,2018
2018-10-25,81,48.7188,7.3078,56.25,5.75,19,20,2018
2018-10-26,81,51.9688,7.7953,65.5,6.75,25,26,2018
2018-10-29,81,53.8438,8.0766,104.0,-49.25,18,19,2018
2018-10-30,81,62.3438,9.3516,53.25,43.25,21,22,2018
2018-10-31,81,62.5625,9.3844,31.5,-6.0,8,9,2018
2018-11-01,81,61.7188,9.2578,33.5,17.5,6,7,2018
2018-11-02,81,62.2188,9.3328,57.0,-27.25,13,14,2018
2018-11-05,81,61.5312,9.2297,26.75,11.25,6,7,2018
2018-11-06,81,53.4688,8.0203,25.25,22.5,7,8,2018
2018-11-07,81,49.5938,7.4391,43.25,37.5,5,6,2018
2018-11-08,81,46.8125,7.0219,20.25,4.75,9,10,2018
2018-11-09,81,36.3438,5.4516,30.75,-14.0,17,18,2018
2018-11-12,81,33.5312,5.0297,55.25,-45.5,19,20,2018
2018-11-13,81,36.5,5.475,41.25,-5.75,29,30,2018
2018-11-14,81,37.4688,5.6203,62.0,-45.25,27,28,2018
2018-11-15,81,38.0938,5.7141,65.5,46.5,23,24,2018
2018-11-16,81,42.9375,6.4406,35.5,23.5,16,17,2018
2018-11-19,81,44.2188,6.6328,53.25,-34.75,17,18,2018
2018-11-20,81,45.4688,6.8203,39.0,-13.75,26,27,2018
2018-11-21,81,47.8125,7.1719,23.5,-10.0,9,10,2018
2018-11-22,42,46.9062,7.0359,16.75,-9.75,2,3,2018
2018-11-23,45,42.0938,6.3141,19.0,-2.5,6,7,2018
2018-11-26,81,39.3125,5.8969,23.75,11.75,12,13,2018
2018-11-27,81,34.5312,5.1797,28.75,21.75,16,17,2018
2018-11-28,81,29.9375,4.4906,60.75,47.0,20,21,2018
2018-11-29,81,33.0938,4.9641,31.25,7.75,16,17,2018
2018-11-30,81,30.3438,4.5516,31.5,27.5,10,11,2018
2018-12-03,81,29.4062,4.4109,29.0,-10.25,22,23,2018
2018-12-04,81,30.0938,4.5141,90.0,-80.25,30,31,2018
2018-12-06,81,39.25,5.8875,78.0,34.75,30,31,2018
2018-12-07,81,46.625,6.9937,86.5,-56.75,34,35,2018
2018-12-10,81,54.4688,8.1703,65.5,12.5,24,25,2018
2018-12-11,81,59.0625,8.8594,54.25,-32.75,17,18,2018
2018-12-12,81,58.25,8.7375,39.25,-20.25,11,12,2018
2018-12-13,81,59.25,8.8875,33.75,-17.25,14,15,2018
2018-12-14,81,59.5312,8.9297,42.5,-23.5,11,12,2018
2018-12-17,81,61.2188,9.1828,72.0,-37.5,10,11,2018
2018-12-18,81,58.9688,8.8453,46.75,-33.25,12,13,2018
2018-12-19,81,55.0625,8.2594,102.5,-44.5,14,15,2018
2018-12-20,81,57.0625,8.5594,70.5,-7.25,25,26,2018
2018-12-21,81,57.6875,8.6531,98.75,-63.75,20,21,2018
2018-12-24,45,63.25,9.4875,72.0,-58.0,13,14,2018
2018-12-26,81,67.3438,10.1016,132.25,100.75,11,12,2018
2018-12-27,81,79.6562,11.9484,101.75,60.0,13,14,2018
2018-12-28,81,87.0625,13.0594,50.25,-17.25,10,11,2018
2018-12-31,81,84.3438,12.6516,30.25,4.75,6,7,2018
2019-01-02,81,82.2812,12.3422,53.5,43.0,7,8,2019
2019-01-03,81,76.1562,11.4234,50.25,-42.25,16,17,2019
2019-01-04,81,73.625,11.0437,60.5,47.75,9,10,2019
2019-01-07,81,68.8438,10.3266,43.0,15.75,7,8,2019
2019-01-08,81,65.2188,9.7828,33.75,-4.0,6,7,2019
2019-01-09,81,52.9062,7.9359,27.75,-0.75,9,10,2019
2019-01-10,81,43.6562,6.5484,37.5,24.0,10,11,2019
2019-01-11,81,42.0625,6.3094,19.75,11.25,8,9,2019
2019-01-14,81,40.75,6.1125,19.0,5.25,8,9,2019
2019-01-15,81,36.4375,5.4656,29.5,19.75,12,13,2019
2019-01-16,81,33.8438,5.0766,13.75,-1.25,8,9,2019
2019-01-17,81,28.0,4.2,40.0,30.0,16,17,2019
2019-01-18,81,27.625,4.1437,29.5,15.5,20,21,2019
2019-01-21,42,27.0938,4.0641,9.0,0.5,2,3,2019
2019-01-22,81,24.75,3.7125,40.0,-22.25,24,25,2019
2019-01-23,81,25.0625,3.7594,41.25,-8.0,33,34,2019
2019-01-24,81,27.75,4.1625,21.5,-3.25,15,16,2019
2019-01-25,81,28.0625,4.2094,16.0,2.0,13,14,2019
2019-01-28,81,26.375,3.9562,21.0,3.5,22,23,2019
2019-01-29,81,27.2812,4.0922,20.75,-2.5,14,15,2019
2019-01-30,81,24.875,3.7312,43.25,27.25,22,23,2019
2019-01-31,81,26.5938,3.9891,32.5,27.75,14,15,2019
2019-02-01,81,29.5312,4.4297,20.5,-0.25,11,12,2019
2019-02-04,81,27.0938,4.0641,28.0,16.25,7,8,2019
2019-02-05,81,25.4375,3.8156,15.5,3.25,8,9,2019
2019-02-06,81,24.6875,3.7031,14.25,-1.5,10,11,2019
2019-02-07,81,24.4688,3.6703,33.0,-7.0,24,25,2019
2019-02-08,81,25.9688,3.8953,28.0,16.0,21,22,2019
2019-02-11,81,26.875,4.0312,14.75,-6.0,14,15,2019
2019-02-12,81,23.3125,3.4969,22.0,18.5,13,14,2019
2019-02-13,81,22.0,3.3,14.0,-3.25,12,13,2019
2019-02-14,81,21.1875,3.1781,28.0,4.25,20,21,2019
2019-02-15,81,21.1875,3.1781,14.5,12.0,17,18,2019
2019-02-18,42,21.0625,3.1594,4.5,1.5,3,4,2019
2019-02-19,81,19.8438,2.9766,21.5,12.25,11,12,2019
2019-02-20,81,18.4062,2.7609,17.0,7.5,24,25,2019
2019-02-21,81,17.0312,2.5547,17.5,-3.5,23,24,2019
2019-02-22,81,17.375,2.6062,15.75,9.75,19,20,2019
2019-02-25,81,16.5938,2.4891,19.0,-10.75,19,20,2019
2019-02-26,81,17.2188,2.5828,14.0,0.0,26,27,2019
2019-02-27,81,15.4688,2.3203,21.25,9.5,27,28,2019
2019-02-28,81,16.3125,2.4469,11.5,-0.25,26,27,2019
2019-03-01,81,17.1875,2.5781,20.75,1.5,17,18,2019
2019-03-04,81,17.0938,2.5641,50.5,-24.0,33,34,2019
2019-03-05,81,21.2812,3.1922,13.5,-3.25,15,16,2019
2019-03-06,81,20.7812,3.1172,22.25,-19.25,21,22,2019
2019-03-07,81,21.5938,3.2391,29.25,-16.25,26,27,2019
2019-03-08,81,22.875,3.4312,25.5,20.0,22,23,2019
2019-03-11,81,24.3125,3.6469,34.5,34.0,5,6,2019
2019-03-12,81,25.9688,3.8953,12.25,4.0,15,16,2019
2019-03-13,81,26.0625,3.9094,21.0,12.25,9,10,2019
2019-03-14,81,26.0938,3.9141,12.25,-2.75,9,10,2019
2019-03-15,81,21.3125,3.1969,19.25,11.0,13,14,2019
2019-03-18,81,22.0312,3.3047,14.0,10.5,13,14,2019
2019-03-19,81,21.0,3.15,29.75,-13.75,15,16,2019
2019-03-20,81,21.0625,3.1594,32.0,-9.75,23,24,2019
2019-03-21,81,21.875,3.2812,46.25,42.75,19,20,2019
2019-03-22,81,23.3438,3.5016,46.5,-34.75,30,31,2019
2019-03-25,81,27.625,4.1437,25.75,5.5,23,24,2019
2019-03-26,81,28.2188,4.2328,26.5,0.5,19,20,2019
2019-03-27,81,30.0,4.5,38.75,-14.0,18,19,2019
2019-03-28,81,32.4375,4.8656,21.75,5.75,6,7,2019
2019-03-29,81,33.4062,5.0109,17.25,4.0,13,14,2019
2019-04-01,81,31.8438,4.7766,17.5,12.0,8,9,2019
2019-04-02,81,30.0312,4.5047,11.5,-4.5,7,8,2019
2019-04-03,81,25.6875,3.8531,20.25,-4.75,10,11,2019
2019-04-04,81,22.4062,3.3609,14.75,4.25,11,12,2019
2019-04-05,81,21.0312,3.1547,11.0,6.5,14,15,2019
2019-04-08,81,19.0938,2.8641,15.5,7.0,8,9,2019
2019-04-09,81,16.1875,2.4281,13.75,-4.5,21,22,2019
2019-04-10,81,15.1875,2.2781,11.75,7.0,21,22,2019
2019-04-11,81,14.5,2.175,13.25,-6.5,24,25,2019
2019-04-12,81,13.9688,2.0953,12.25,2.75,19,20,2019
2019-04-15,81,14.0625,2.1094,13.0,-2.5,12,13,2019
2019-04-16,81,13.1562,1.9734,15.5,-7.75,18,19,2019
2019-04-17,81,13.25,1.9875,25.0,-22.5,19,20,2019
2019-04-18,81,15.0,2.25,16.5,1.0,18,19,2019
2019-04-22,81,15.125,2.2687,14.25,12.75,11,12,2019
2019-04-23,81,15.1875,2.2781,27.5,23.25,15,16,2019
2019-04-24,81,17.1562,2.5734,11.0,-5.5,13,14,2019
2019-04-25,81,16.875,2.5312,20.75,-2.75,13,14,2019
2019-04-26,81,17.9375,2.6906,23.5,14.0,18,19,2019
2019-04-29,81,19.25,2.8875,10.5,0.5,8,9,2019
2019-04-30,81,18.625,2.7937,25.5,9.0,18,19,2019
2019-05-01,81,18.6875,2.8031,35.0,-31.0,15,16,2019
2019-05-02,81,21.0,3.15,31.75,-4.75,28,29,2019
2019-05-03,81,23.1875,3.4781,17.75,13.75,11,12,2019
2019-05-06,81,21.9688,3.2953,44.25,35.5,20,21,2019
2019-05-07,81,26.125,3.9187,50.5,-15.25,32,33,2019
2019-05-08,81,29.8438,4.4766,25.75,6.75,16,17,2019
2019-05-09,81,30.125,4.5187,40.75,16.5,24,25,2019
2019-05-10,81,33.9062,5.0859,67.0,26.5,22,23,2019
2019-05-13,81,39.0938,5.8641,35.75,-20.0,24,25,2019
2019-05-14,81,39.1875,5.8781,32.75,16.75,12,13,2019
2019-05-15,81,39.3125,5.8969,44.25,37.0,12,13,2019
2019-05-16,81,42.625,6.3937,34.75,18.75,5,6,2019
2019-05-17,81,41.4375,6.2156,35.0,9.5,14,15,2019
2019-05-20,81,39.5,5.925,23.25,2.0,16,17,2019
2019-05-21,81,39.1875,5.8781,14.25,6.75,4,5,2019
2019-05-22,81,35.875,5.3812,16.0,1.25,6,7,2019
2019-05-23,81,29.5,4.425,26.5,-13.25,21,22,2019
2019-05-24,81,28.3438,4.2516,21.25,-5.75,11,12,2019
2019-05-27,42,26.9062,4.0359,4.75,2.75,1,2,2019
2019-05-28,81,21.9688,3.2953,40.75,-26.0,13,14,2019
2019-05-29,81,22.7188,3.4078,26.5,-8.5,21,22,2019
2019-05-30,81,21.6562,3.2484,22.5,0.75,25,26,2019
2019-05-31,81,21.5625,3.2344,19.5,-8.5,27,28,2019
2019-06-03,81,22.2188,3.3328,35.0,-0.75,25,26,2019
2019-06-04,81,24.5938,3.6891,41.75,36.0,16,17,2019
2019-06-05,81,26.5,3.975,27.25,6.25,22,23,2019
2019-06-06,81,27.25,4.0875,29.75,14.75,15,16,2019
2019-06-07,81,30.375,4.5562,31.5,18.5,9,10,2019
2019-06-10,81,29.2188,4.3828,19.5,-1.0,6,7,2019
2019-06-11,81,28.3438,4.2516,32.25,-20.25,10,11,2019
2019-06-12,81,29.5625,4.4344,14.5,-2.0,9,10,2019
2019-06-13,81,28.9375,4.3406,13.75,4.0,11,12,2019
2019-06-14,81,26.2812,3.9422,15.25,1.5,12,13,2019
2019-06-17,81,22.9688,3.4453,10.75,1.25,10,11,2019
2019-06-18,81,20.9062,3.1359,26.25,12.75,21,22,2019
2019-06-19,81,20.4688,3.0703,21.5,7.75,18,19,2019
2019-06-20,81,19.2188,2.8828,27.5,0.25,21,22,2019
2019-06-21,81,20.2188,3.0328,19.25,-4.5,23,24,2019
2019-06-24,81,18.5938,2.7891,11.25,-4.0,12,13,2019
2019-06-25,81,18.1875,2.7281,31.25,-28.75,24,25,2019
2019-06-26,81,20.375,3.0562,20.0,-13.25,16,17,2019
2019-06-27,81,20.9688,3.1453,11.5,4.75,15,16,2019
2019-06-28,81,21.0625,3.1594,22.5,16.25,8,9,2019
2019-07-01,81,20.5938,3.0891,26.25,-11.0,12,13,2019
2019-07-02,81,21.1875,3.1781,21.5,11.75,11,12,2019
2019-07-03,45,20.4375,3.0656,20.0,17.75,5,6,2019
2019-07-04,42,20.5312,3.0797,2.5,-0.25,0,0,2019
2019-07-05,81,19.4375,2.9156,26.5,4.75,19,20,2019
2019-07-08,81,18.8438,2.8266,11.5,-3.25,17,18,2019
2019-07-09,81,17.7812,2.6672,20.5,16.0,14,15,2019
2019-07-10,81,18.9062,2.8359,19.0,3.0,15,16,2019
2019-07-11,81,18.4688,2.7703,13.75,0.75,11,12,2019
2019-07-12,81,16.9062,2.5359,12.5,5.75,9,10,2019
2019-07-15,81,15.7812,2.3672,9.0,-4.0,15,16,2019
2019-07-16,81,14.4062,2.1609,14.25,-10.0,22,23,2019
2019-07-17,81,15.875,2.3813,24.75,-22.0,22,23,2019
2019-07-18,81,15.6562,2.3484,25.75,17.0,21,22,2019
2019-07-19,81,17.4375,2.6156,33.25,-32.0,23,24,2019
2019-07-22,81,19.0312,2.8547,15.0,4.75,16,17,2019
2019-07-23,81,18.5312,2.7797,18.0,8.0,18,19,2019
2019-07-24,81,19.0625,2.8594,23.25,22.0,9,10,2019
2019-07-25,81,20.4062,3.0609,19.75,-11.5,22,23,2019
2019-07-26,81,21.75,3.2625,16.25,9.25,4,5,2019
2019-07-29,81,22.0,3.3,10.75,-4.0,6,7,2019
2019-07-30,81,20.25,3.0375,16.75,6.25,13,14,2019
2019-07-31,81,19.125,2.8687,60.5,-37.5,16,17,2019
2019-08-01,81,22.5312,3.3797,69.75,-30.25,24,25,2019
2019-08-02,81,29.375,4.4062,32.5,-11.75,28,29,2019
2019-08-05,81,31.1875,4.6781,65.75,-56.5,29,30,2019
2019-08-06,81,36.5,5.475,37.75,13.25,22,23,2019
2019-08-07,81,38.75,5.8125,68.25,32.75,27,28,2019
2019-08-08,81,45.25,6.7875,48.0,42.0,8,9,2019
2019-08-09,81,49.9062,7.4859,36.5,-9.75,12,13,2019
2019-08-12,81,52.375,7.8562,35.75,-22.0,6,7,2019
2019-08-13,81,49.2812,7.3922,68.5,52.5,15,16,2019
2019-08-14,81,49.125,7.3687,52.25,-42.5,20,21,2019
2019-08-15,81,51.5938,7.7391,32.75,-2.5,15,16,2019
2019-08-16,81,47.4688,7.1203,29.75,26.0,12,13,2019
2019-08-19,81,46.4688,6.9703,16.75,0.0,3,4,2019
2019-08-20,81,40.0312,6.0047,27.0,-20.25,9,10,2019
2019-08-21,81,37.4062,5.6109,12.0,4.5,9,10,2019
2019-08-22,81,34.3438,5.1516,35.5,-10.75,12,13,2019
2019-08-23,81,34.3125,5.1469,93.75,-53.75,27,28,2019
2019-08-26,81,37.4688,5.6203,28.75,10.75,14,15,2019
2019-08-27,81,34.5312,5.1797,39.5,-29.25,17,18,2019
2019-08-28,81,35.375,5.3062,38.75,29.25,12,13,2019
2019-08-29,81,36.5,5.475,25.5,10.25,11,12,2019
2019-08-30,81,37.5938,5.6391,28.5,-20.25,9,10,2019
2019-09-02,42,37.7812,5.6672,29.5,-18.75,7,8,2019
2019-09-03,81,39.9688,5.9953,23.5,1.5,9,10,2019
2019-09-04,81,38.4688,5.7703,17.5,9.0,2,3,2019
2019-09-05,81,28.9375,4.3406,22.0,6.0,12,13,2019
2019-09-06,81,28.0938,4.2141,13.5,0.75,8,9,2019
2019-09-09,81,24.8438,3.7266,20.75,-11.0,8,9,2019
2019-09-10,81,22.5938,3.3891,22.5,7.75,16,17,2019
2019-09-11,81,22.2188,3.3328,27.75,20.25,7,8,2019
2019-09-12,81,22.125,3.3188,20.75,1.75,17,18,2019
2019-09-13,81,21.0312,3.1547,15.25,-8.0,16,17,2019
2019-09-16,81,20.0,3.0,12.0,5.0,24,25,2019
2019-09-17,81,19.3125,2.8969,12.5,10.0,11,12,2019
2019-09-18,81,18.125,2.7188,31.5,5.5,17,18,2019
2019-09-19,81,20.375,3.0562,19.75,-5.25,22,23,2019
2019-09-20,81,20.25,3.0375,32.75,-25.75,22,23,2019
2019-09-23,81,21.5312,3.2297,17.25,11.25,11,12,2019
2019-09-24,81,20.2188,3.0328,50.75,-33.25,36,37,2019
2019-09-25,81,23.9688,3.5953,38.0,17.0,16,17,2019
2019-09-26,81,26.8125,4.0219,24.25,-6.25,19,20,2019
2019-09-27,81,28.3438,4.2516,43.25,-24.5,20,21,2019
2019-09-30,81,32.1875,4.8281,17.5,16.0,5,6,2019
2019-10-01,81,30.4375,4.5656,57.0,-48.25,18,19,2019
2019-10-02,81,35.0938,5.2641,49.75,-43.0,19,20,2019
2019-10-03,81,37.2188,5.5828,57.5,26.5,15,16,2019
2019-10-04,81,42.25,6.3375,35.75,31.5,3,4,2019
2019-10-07,81,40.375,6.0562,25.25,-4.0,7,8,2019
2019-10-08,81,38.7812,5.8172,34.25,-23.75,17,18,2019
2019-10-09,81,40.0312,6.0047,23.0,6.0,9,10,2019
2019-10-10,81,37.5,5.625,32.5,24.5,15,16,2019
2019-10-11,81,39.375,5.9062,30.25,1.5,13,14,2019
2019-10-14,81,36.0312,5.4047,11.0,1.0,7,8,2019
2019-10-15,81,31.1875,4.6781,27.75,21.25,6,7,2019
2019-10-16,81,27.4688,4.1203,12.75,1.75,9,10,2019
2019-10-17,81,24.5938,3.6891,17.5,-4.25,11,12,2019
2019-10-18,81,23.625,3.5437,24.0,-3.5,11,12,2019
2019-10-21,81,22.3438,3.3516,13.0,6.75,11,12,2019
2019-10-22,81,21.0938,3.1641,21.5,-17.0,23,24,2019
2019-10-23,81,19.7188,2.9578,16.25,13.5,12,13,2019
2019-10-24,81,17.9688,2.6953,16.5,-9.5,13,14,2019
2019-10-25,81,18.6562,2.7984,25.25,18.5,12,13,2019
2019-10-28,81,18.3438,2.7516,9.5,2.75,8,9,2019
2019-10-29,81,17.9375,2.6906,14.0,1.5,12,13,2019
2019-10-30,81,17.5,2.625,25.75,10.25,16,17,2019
2019-10-31,81,17.7188,2.6578,24.25,-8.25,26,27,2019
2019-11-01,81,19.125,2.8687,14.75,11.5,14,15,2019
2019-11-04,81,18.2812,2.7422,10.5,-6.0,15,16,2019
2019-11-05,81,17.5625,2.6344,12.25,-7.25,17,18,2019
2019-11-06,81,17.0312,2.5547,14.0,2.5,16,17,2019
2019-11-07,81,15.625,2.3438,18.25,-1.75,23,24,2019
2019-11-08,81,16.7188,2.5078,20.0,10.25,7,8,2019
2019-11-11,81,17.4688,2.6203,13.5,11.75,5,6,2019
2019-11-12,81,15.9375,2.3906,19.0,3.0,19,20,2019
2019-11-13,81,15.2812,2.2922,19.0,15.25,29,30,2019
2019-11-14,81,15.8125,2.3719,16.5,8.75,15,16,2019
2019-11-15,81,16.5625,2.4844,16.25,7.0,12,13,2019
2019-11-18,81,17.0625,2.5594,12.5,5.75,14,15,2019
2019-11-19,81,16.875,2.5312,15.25,-9.25,17,18,2019
2019-11-20,81,16.5,2.475,27.75,-4.5,33,34,2019
2019-11-21,81,17.4688,2.6203,16.25,-4.75,22,23,2019
2019-11-22,81,17.8125,2.6719,14.25,1.25,15,16,2019
2019-11-25,81,17.2188,2.5828,14.25,13.0,6,7,2019
2019-11-26,81,16.625,2.4937,14.5,10.25,15,16,2019
2019-11-27,81,16.375,2.4562,12.75,8.75,8,9,2019
2019-11-28,42,15.9375,2.3906,3.5,1.75,1,2,2019
2019-11-29,45,14.8125,2.2219,10.75,-3.75,15,16,2019
2019-12-02,81,14.25,2.1375,35.0,-30.75,27,28,2019
2019-12-03,81,15.1562,2.2734,25.25,6.25,24,25,2019
2019-12-04,81,16.2812,2.4422,18.25,6.5,17,18,2019
2019-12-05,81,16.7812,2.5172,17.0,-3.0,16,17,2019
2019-12-06,81,17.125,2.5688,12.5,7.75,8,9,2019
2019-12-09,81,16.875,2.5312,16.75,-7.5,6,7,2019
2019-12-10,81,17.375,2.6062,17.5,0.25,18,19,2019
2019-12-11,81,19.125,2.8687,11.0,5.5,13,14,2019
2019-12-12,81,19.1562,2.8734,38.75,26.0,27,28,2019
2019-12-13,81,19.625,2.9438,27.25,6.5,19,20,2019
2019-12-16,81,19.875,2.9812,10.75,6.5,15,16,2019
2019-12-17,81,18.9375,2.8406,9.0,-5.0,8,9,2019
2019-12-18,81,17.9375,2.6906,7.5,-0.5,11,12,2019
2019-12-19,81,17.3125,2.5969,14.75,13.75,9,10,2019
2019-12-20,81,17.0625,2.5594,10.25,4.0,11,12,2019
2019-12-23,81,16.1562,2.4234,6.5,-3.5,6,7,2019
2019-12-24,45,15.5938,2.3391,6.25,-1.75,4,5,2019
2019-12-26,81,11.5312,1.7297,15.75,15.0,7,8,2019
2019-12-27,81,10.0938,1.5141,15.5,-13.25,19,20,2019
2019-12-30,81,10.6875,1.6031,25.75,-18.25,25,26,2019
2019-12-31,81,12.7812,1.9172,22.25,18.0,19,20,2019
2020-01-02,81,14.625,2.1938,24.25,12.75,11,12,2020
2020-01-03,81,15.8125,2.3719,25.5,13.75,19,20,2020
2020-01-06,81,17.7188,2.6578,36.25,29.25,20,21,2020
2020-01-07,81,21.4375,3.2156,13.0,-4.25,14,15,2020
2020-01-08,81,22.2812,3.3422,31.75,21.25,13,14,2020
2020-01-09,81,24.2812,3.6422,12.5,4.75,12,13,2020
2020-01-10,81,23.9062,3.5859,23.0,-17.25,8,9,2020
2020-01-13,81,23.5625,3.5344,22.0,16.75,8,9,2020
2020-01-14,81,23.5312,3.5297,17.75,3.75,22,23,2020
2020-01-15,81,22.7188,3.4078,17.75,11.5,13,14,2020
2020-01-16,81,21.75,3.2625,15.25,11.25,7,8,2020
2020-01-17,81,19.125,2.8687,11.25,-1.0,17,18,2020
2020-01-20,42,18.9062,2.8359,5.5,4.25,1,2,2020
2020-01-21,81,15.625,2.3438,13.75,3.0,20,21,2020
2020-01-22,81,15.7812,2.3672,18.0,-10.5,12,13,2020
2020-01-23,81,15.1562,2.2734,25.75,12.5,28,29,2020
2020-01-24,81,15.625,2.3438,52.0,-38.25,27,28,2020
2020-01-27,81,19.9062,2.9859,24.75,2.5,37,38,2020
2020-01-28,81,20.7812,3.1172,33.25,20.25,16,17,2020
2020-01-29,81,23.0312,3.4547,23.25,-19.0,16,17,2020
2020-01-30,81,24.5312,3.6797,51.0,41.5,21,22,2020
2020-01-31,81,30.2188,4.5328,64.75,-47.5,26,27,2020
2020-02-03,81,36.5938,5.4891,29.5,6.5,12,13,2020
2020-02-04,81,38.0312,5.7047,23.0,13.0,8,9,2020
2020-02-05,81,37.6875,5.6531,24.25,6.75,10,11,2020
2020-02-06,81,34.2188,5.1328,13.75,1.25,12,13,2020
2020-02-07,81,32.8438,4.9266,20.5,-7.0,14,15,2020
2020-02-10,81,31.25,4.6875,37.25,36.5,5,6,2020
2020-02-11,81,33.0,4.95,22.75,-8.5,9,10,2020
2020-02-12,81,29.4688,4.4203,12.25,8.0,9,10,2020
2020-02-13,81,22.9062,3.4359,25.75,15.5,19,20,2020
2020-02-14,81,22.4375,3.3656,16.25,3.25,10,11,2020
2020-02-17,42,21.5938,3.2391,3.75,1.75,1,2,2020
2020-02-18,81,19.0312,2.8547,19.75,1.5,19,20,2020
2020-02-19,81,19.7812,2.9672,16.0,5.75,12,13,2020
2020-02-20,81,19.2188,2.8828,49.75,-10.75,33,34,2020
2020-02-21,81,20.7812,3.1172,32.5,-17.25,32,33,2020
2020-02-24,81,22.0,3.3,46.25,-5.75,26,27,2020
2020-02-25,81,26.25,3.9375,130.0,-107.0,34,35,2020
2020-02-26,81,39.2812,5.8922,75.0,-32.75,32,33,2020
2020-02-27,81,46.625,6.9937,144.0,-98.25,26,27,2020
2020-02-28,18,64.1562,9.6234,77.75,8.25,7,8,2020
2020-03-02,81,71.4062,10.7109,150.75,83.5,19,20,2020
2020-03-03,81,88.25,13.2375,164.0,-96.5,37,38,2020
2020-03-04,81,102.5312,15.3797,98.75,55.0,7,8,2020
2020-03-05,81,110.8125,16.6219,85.75,-30.25,13,14,2020
2020-03-06,81,115.75,17.3625,86.25,35.5,14,15,2020
2020-03-09,80,110.2812,16.5422,121.75,-13.25,28,29,2020
2020-03-10,81,116.125,17.4187,156.25,23.25,19,20,2020
