date,n_bars,adr,thr,d_range,net,legs_closed,legs_total,year
2010-06-17,81,19.3125,2.8969,13.0,-1.25,12,13,2010
2010-06-18,81,17.9688,2.6953,7.75,-3.25,13,14,2010
2010-06-21,81,16.1875,2.4281,24.25,-16.0,14,15,2010
2010-06-22,81,15.9062,2.3859,25.0,-19.5,24,25,2010
2010-06-23,81,17.0312,2.5547,15.5,-4.75,21,22,2010
2010-06-24,81,16.9375,2.5406,17.25,-12.25,17,18,2010
2010-06-25,81,16.9062,2.5359,16.75,2.0,26,27,2010
2010-06-28,81,16.4688,2.4703,12.0,-5.0,19,20,2010
2010-06-29,81,16.4375,2.4656,25.5,-20.5,21,22,2010
2010-06-30,81,18.0,2.7,20.75,-9.5,18,19,2010
2010-07-01,81,19.625,2.9438,23.75,-4.25,24,25,2010
2010-07-02,81,19.5625,2.9344,18.25,-11.75,14,15,2010
2010-07-05,24,18.7188,2.8078,3.0,-1.75,1,2,2010
2010-07-06,81,17.1562,2.5734,25.0,-7.25,22,23,2010
2010-07-07,81,18.125,2.7188,35.0,33.5,13,14,2010
2010-07-08,81,20.4062,3.0609,14.5,2.5,15,16,2010
2010-07-09,81,20.7188,3.1078,10.75,6.0,9,10,2010
2010-07-12,81,18.875,2.8312,10.75,5.25,9,10,2010
2010-07-13,81,17.625,2.6437,11.75,3.25,12,13,2010
2010-07-14,81,16.125,2.4187,12.0,3.25,18,19,2010
2010-07-15,81,15.3438,2.3016,19.25,-1.0,16,17,2010
2010-07-16,81,17.375,2.6062,27.5,-22.5,16,17,2010
2010-07-19,81,17.6875,2.6531,14.0,-1.25,16,17,2010
2010-07-20,81,15.0625,2.2594,27.75,27.25,19,20,2010
2010-07-21,81,16.7188,2.5078,24.5,-21.25,19,20,2010
2010-07-22,81,18.4375,2.7656,16.5,10.25,14,15,2010
2010-07-23,81,19.1562,2.8734,17.5,13.75,17,18,2010
2010-07-26,81,19.875,2.9812,14.0,8.75,6,7,2010
2010-07-27,81,20.125,3.0187,11.75,-5.5,9,10,2010
2010-07-28,81,19.1875,2.8781,12.25,-5.5,13,14,2010
2010-07-29,81,17.2812,2.5922,24.25,-13.25,16,17,2010
2010-07-30,81,18.5625,2.7844,19.0,13.75,18,19,2010
2010-08-02,81,17.4688,2.6203,14.0,7.0,5,6,2010
2010-08-03,81,16.1562,2.4234,9.5,-1.5,10,11,2010
2010-08-04,81,15.2812,2.2922,9.75,4.5,9,10,2010
2010-08-05,81,14.3125,2.1469,8.5,6.5,12,13,2010
2010-08-06,81,13.625,2.0437,16.75,7.5,15,16,2010
2010-08-09,81,14.25,2.1375,8.75,2.0,9,10,2010
2010-08-10,81,13.8125,2.0719,16.25,4.25,14,15,2010
2010-08-11,81,12.8125,1.9219,17.0,-16.5,19,20,2010
2010-08-12,81,12.5625,1.8844,14.25,8.0,22,23,2010
2010-08-13,81,12.5938,1.8891,8.75,-1.5,20,21,2010
2010-08-16,81,12.5,1.875,14.5,7.0,13,14,2010
2010-08-17,81,13.0938,1.9641,15.25,2.5,13,14,2010
2010-08-18,81,13.9375,2.0906,14.75,-3.75,19,20,2010
2010-08-19,81,13.6875,2.0531,21.0,-15.5,22,23,2010
2010-08-20,81,15.2188,2.2828,9.75,0.75,13,14,2010
2010-08-23,81,14.4062,2.1609,16.0,-9.25,16,17,2010
2010-08-24,81,14.2812,2.1422,14.25,-4.0,21,22,2010
2010-08-25,81,14.2812,2.1422,20.75,11.25,21,22,2010
2010-08-26,81,15.7812,2.3672,17.25,-14.0,21,22,2010
2010-08-27,81,16.125,2.4187,27.25,10.75,16,17,2010
2010-08-30,81,17.625,2.6437,19.0,-15.5,8,9,2010
2010-08-31,81,18.1562,2.7234,15.0,9.0,22,23,2010
2010-09-01,81,17.4062,2.6109,21.5,20.5,12,13,2010
2010-09-02,81,18.875,2.8312,11.25,8.25,7,8,2010
2010-09-03,81,18.2812,2.7422,10.75,3.5,9,10,2010
2010-09-06,24,17.8438,2.6766,2.5,-1.5,0,0,2010
2010-09-07,81,15.5625,2.3344,9.75,-6.75,16,17,2010
2010-09-08,81,14.625,2.1938,10.75,6.5,11,12,2010
2010-09-09,81,12.5625,1.8844,11.0,-8.0,15,16,2010
2010-09-10,81,11.5625,1.7344,7.5,3.75,16,17,2010
2010-09-13,81,10.625,1.5938,8.25,1.0,16,17,2010
2010-09-14,81,8.9688,1.3453,12.25,1.25,25,26,2010
2010-09-15,81,9.0938,1.3641,12.5,8.5,24,25,2010
2010-09-16,81,9.3125,1.3969,11.25,5.75,31,32,2010
2010-09-17,81,10.4062,1.5609,9.75,-6.25,16,17,2010
2010-09-20,81,10.4062,1.5609,19.0,12.5,13,14,2010
2010-09-21,81,11.4375,1.7156,13.75,-3.5,23,24,2010
2010-09-22,81,11.7812,1.7672,13.25,-3.5,23,24,2010
2010-09-23,81,12.5,1.875,15.0,0.0,18,19,2010
2010-09-24,81,13.3438,2.0016,12.75,10.0,14,15,2010
2010-09-27,81,13.4062,2.0109,8.25,-6.25,14,15,2010
2010-09-28,81,12.875,1.9312,18.75,2.0,17,18,2010
2010-09-29,81,13.8125,2.0719,9.0,1.5,17,18,2010
2010-09-30,81,13.7188,2.0578,22.25,-10.5,24,25,2010
2010-10-01,81,14.125,2.1187,12.0,-2.75,16,17,2010
2010-10-04,81,13.9062,2.0859,17.0,-4.5,17,18,2010
2010-10-05,81,14.375,2.1562,16.75,11.75,13,14,2010
2010-10-06,81,14.5938,2.1891,7.75,0.5,13,14,2010
2010-10-07,81,13.9688,2.0953,13.5,-3.5,16,17,2010
2010-10-08,81,14.625,2.1938,12.5,4.5,11,12,2010
2010-10-11,81,13.8438,2.0766,7.25,-0.25,7,8,2010
2010-10-12,81,13.625,2.0437,17.25,6.25,11,12,2010
2010-10-13,81,13.0,1.95,11.75,2.75,15,16,2010
2010-10-14,81,12.9688,1.9453,13.0,-0.25,21,22,2010
2010-10-15,81,12.4688,1.8703,16.0,-3.25,18,19,2010
2010-10-18,81,12.375,1.8562,11.75,6.0,17,18,2010
2010-10-19,81,12.875,1.9312,18.25,-3.25,23,24,2010
2010-10-20,81,13.4688,2.0203,16.0,10.25,16,17,2010
2010-10-21,81,13.9062,2.0859,19.0,-3.5,19,20,2010
2010-10-22,81,15.375,2.3062,6.0,3.0,7,8,2010
2010-10-25,81,13.9688,2.0953,11.75,-3.5,14,15,2010
2010-10-26,81,13.9688,2.0953,9.75,6.75,16,17,2010
2010-10-27,81,13.5625,2.0344,12.75,4.75,16,17,2010
2010-10-28,81,13.1562,1.9734,13.0,-6.75,22,23,2010
2010-10-29,81,13.3125,1.9969,6.75,2.25,15,16,2010
2010-11-01,81,11.875,1.7812,19.0,-3.25,19,20,2010
2010-11-02,81,12.25,1.8375,7.25,3.25,10,11,2010
2010-11-03,81,10.7812,1.6172,18.5,5.5,21,22,2010
2010-11-04,81,12.3438,1.8516,12.25,10.75,11,12,2010
2010-11-05,81,12.4062,1.8609,7.5,3.75,15,16,2010
2010-11-08,81,12.125,1.8187,7.25,1.25,17,18,2010
2010-11-09,81,11.4375,1.7156,18.5,-12.5,20,21,2010
2010-11-10,81,12.125,1.8187,15.25,3.0,25,26,2010
2010-11-11,81,13.1875,1.9781,11.25,4.75,21,22,2010
2010-11-12,81,12.2188,1.8328,17.25,-8.5,29,30,2010
2010-11-15,81,13.4688,2.0203,11.0,-5.25,16,17,2010
2010-11-16,81,12.5312,1.8797,19.0,-13.0,28,29,2010
2010-11-17,81,13.375,2.0063,8.5,0.75,17,18,2010
2010-11-18,81,13.5,2.025,10.5,9.5,9,10,2010
2010-11-19,81,13.9062,2.0859,12.5,4.0,10,11,2010
2010-11-22,81,13.1562,1.9734,16.0,5.25,17,18,2010
2010-11-23,81,13.25,1.9875,10.25,-5.0,20,21,2010
2010-11-24,81,13.125,1.9688,11.0,9.5,14,15,2010
2010-11-25,24,12.3438,1.8516,5.75,4.5,1,2,2010
2010-11-26,45,11.6875,1.7531,10.25,-3.25,8,9,2010
2010-11-29,81,10.5938,1.5891,17.75,7.0,18,19,2010
2010-11-30,81,11.75,1.7625,14.0,2.25,23,24,2010
2010-12-01,81,12.1875,1.8281,11.0,7.75,18,19,2010
2010-12-02,81,12.0,1.8,17.0,16.0,11,12,2010
2010-12-03,81,12.125,1.8187,9.25,7.25,14,15,2010
2010-12-06,81,12.0,1.8,5.5,1.25,14,15,2010
2010-12-07,81,11.3125,1.6969,13.0,-12.0,25,26,2010
2010-12-08,81,12.2188,1.8328,10.25,3.75,15,16,2010
2010-12-09,81,12.2188,1.8328,8.75,-2.0,12,13,2010
2010-12-10,81,11.0938,1.6641,9.25,4.75,14,15,2010
2010-12-13,81,10.5,1.575,6.75,-4.5,12,13,2010
2010-12-14,81,9.9688,1.4953,9.5,-0.75,13,14,2010
2010-12-15,81,9.0312,1.3547,10.75,-2.0,17,18,2010
2010-12-16,81,9.2188,1.3828,12.25,6.25,19,20,2010
2010-12-17,81,10.0625,1.5094,6.5,1.0,9,10,2010
2010-12-20,81,9.25,1.3875,9.5,-2.0,7,8,2010
2010-12-21,81,9.1562,1.3734,6.0,4.25,10,11,2010
2010-12-22,81,8.8125,1.3219,4.5,3.5,4,5,2010
2010-12-23,81,8.2188,1.2328,5.0,0.0,11,12,2010
2010-12-27,81,8.0,1.2,7.25,6.25,8,9,2010
2010-12-28,81,7.7188,1.1578,4.5,-1.0,7,8,2010
2010-12-29,81,6.9375,1.0406,3.5,-0.5,5,6,2010
2010-12-30,81,5.8438,0.8766,5.5,0.25,17,18,2010
2010-12-31,81,5.7188,0.8578,8.25,6.25,17,18,2010
2011-01-03,81,5.5625,0.8344,9.75,1.75,24,25,2011
2011-01-04,81,6.0312,0.9047,11.75,-4.25,23,24,2011
2011-01-05,81,6.9375,1.0406,13.0,9.75,22,23,2011
2011-01-06,81,7.9375,1.1906,8.25,-3.0,21,22,2011
2011-01-07,81,8.0625,1.2094,16.25,-4.75,32,33,2011
2011-01-10,81,9.5312,1.4297,10.0,3.25,27,28,2011
2011-01-11,81,10.3438,1.5516,8.25,-0.5,14,15,2011
2011-01-12,81,10.6875,1.6031,8.25,5.0,6,7,2011
2011-01-13,81,10.6875,1.6031,6.75,-1.75,14,15,2011
2011-01-14,81,10.3125,1.5469,13.0,12.0,19,20,2011
2011-01-17,24,10.4688,1.5703,2.25,1.0,3,4,2011
2011-01-18,81,9.125,1.3687,8.5,7.25,15,16,2011
2011-01-19,81,9.1562,1.3734,16.25,-11.0,25,26,2011
2011-01-20,81,9.1562,1.3734,12.75,0.0,25,26,2011
2011-01-21,81,9.5,1.425,9.5,-4.75,21,22,2011
2011-01-24,81,9.6562,1.4484,11.0,9.75,20,21,2011
2011-01-25,81,10.0,1.5,11.5,3.75,22,23,2011
2011-01-26,81,10.5938,1.5891,8.5,2.75,19,20,2011
2011-01-27,81,10.0312,1.5047,7.5,2.5,16,17,2011
2011-01-28,81,10.6875,1.6031,29.0,-27.0,28,29,2011
2011-01-31,81,13.25,1.9875,10.5,6.25,14,15,2011
2011-02-01,81,12.5312,1.8797,16.25,11.75,8,9,2011
2011-02-02,81,12.9688,1.9453,5.0,0.0,13,14,2011
2011-02-03,81,12.4062,1.8609,14.25,4.75,10,11,2011
2011-02-04,81,12.8125,1.9219,10.25,3.25,12,13,2011
2011-02-07,81,12.6562,1.8984,10.0,5.25,9,10,2011
2011-02-08,81,12.8438,1.9266,9.25,5.0,8,9,2011
2011-02-09,81,13.0625,1.9594,10.25,1.25,14,15,2011
2011-02-10,81,10.7188,1.6078,12.0,7.25,20,21,2011
2011-02-11,81,10.9062,1.6359,15.5,13.75,15,16,2011
2011-02-14,81,10.8125,1.6219,6.75,1.75,8,9,2011
2011-02-15,81,11.0312,1.6547,5.75,0.5,14,15,2011
2011-02-16,81,9.9688,1.4953,8.5,2.75,22,23,2011
2011-02-17,81,9.75,1.4625,11.0,7.5,17,18,2011
2011-02-18,81,9.875,1.4812,6.75,3.5,16,17,2011
2011-02-21,24,9.5625,1.4344,10.0,-8.5,3,4,2011
2011-02-22,81,9.5312,1.4297,24.25,-12.5,32,33,2011
2011-02-23,81,11.0625,1.6594,19.0,-8.0,29,30,2011
2011-02-24,81,11.5,1.725,17.5,-2.25,28,29,2011
2011-02-25,81,12.8438,1.9266,10.25,8.25,13,14,2011
2011-02-28,81,13.4062,2.0109,9.75,2.75,14,15,2011
2011-03-01,81,13.5625,2.0344,31.75,-30.5,21,22,2011
2011-03-02,81,16.1562,2.4234,12.25,3.0,18,19,2011
2011-03-03,81,16.8438,2.5266,12.75,10.25,9,10,2011
2011-03-04,81,17.1875,2.5781,19.25,-9.5,14,15,2011
2011-03-07,81,16.5625,2.4844,24.5,-15.5,18,19,2011
2011-03-08,81,17.25,2.5875,19.75,8.5,11,12,2011
2011-03-09,81,17.5312,2.6297,12.0,-3.25,19,20,2011
2011-03-10,81,17.75,2.6625,13.0,-11.25,19,20,2011
2011-03-11,81,18.1562,2.7234,18.5,16.0,15,16,2011
2011-03-14,81,16.5,2.475,14.25,0.0,28,29,2011
2011-03-15,81,16.75,2.5125,28.5,19.25,25,26,2011
2011-03-16,81,18.7188,2.8078,33.0,-16.75,24,25,2011
2011-03-17,81,20.4375,3.0656,13.0,-2.0,19,20,2011
2011-03-18,81,19.0,2.85,14.25,-10.0,16,17,2011
2011-03-21,81,18.3125,2.7469,8.5,3.5,9,10,2011
2011-03-22,81,17.875,2.6812,7.25,-5.0,12,13,2011
2011-03-23,81,17.1562,2.5734,17.0,7.0,9,10,2011
2011-03-24,81,16.9688,2.5453,14.25,5.5,9,10,2011
2011-03-25,81,16.9688,2.5453,9.25,2.75,6,7,2011
2011-03-28,81,14.5625,2.1844,13.25,-9.25,8,9,2011
2011-03-29,81,12.0938,1.8141,17.5,11.75,8,9,2011
2011-03-30,81,12.6562,1.8984,8.25,2.5,12,13,2011
2011-03-31,81,11.9062,1.7859,5.25,0.0,10,11,2011
2011-04-01,81,11.5,1.725,9.5,-2.75,9,10,2011
2011-04-04,81,11.7812,1.7672,8.0,-1.0,13,14,2011
2011-04-05,81,10.6562,1.5984,9.0,1.25,18,19,2011
2011-04-06,81,10.0,1.5,9.0,-5.5,24,25,2011
2011-04-07,81,9.9688,1.4953,13.0,-1.25,26,27,2011
2011-04-08,81,9.9375,1.4906,17.0,-10.5,22,23,2011
2011-04-11,81,9.875,1.4812,13.25,-5.75,30,31,2011
2011-04-12,81,10.5,1.575,10.25,-5.0,20,21,2011
2011-04-13,81,11.125,1.6687,12.5,-7.5,23,24,2011
2011-04-14,81,11.5,1.725,15.0,8.0,19,20,2011
2011-04-15,81,12.375,1.8562,9.75,5.5,10,11,2011
2011-04-18,81,12.4688,1.8703,13.5,-0.25,20,21,2011
2011-04-19,81,13.0312,1.9547,9.75,5.0,11,12,2011
2011-04-20,81,12.625,1.8937,7.25,4.25,12,13,2011
2011-04-21,81,11.4062,1.7109,5.25,-2.5,17,18,2011
2011-04-25,81,10.4062,1.5609,6.75,-1.0,15,16,2011
2011-04-26,81,9.9688,1.4953,11.75,4.75,10,11,2011
2011-04-27,81,9.875,1.4812,14.0,5.75,21,22,2011
2011-04-28,81,9.75,1.4625,9.0,5.25,14,15,2011
2011-04-29,81,9.6562,1.4484,8.5,6.5,9,10,2011
2011-05-02,81,9.0312,1.3547,12.5,-8.0,16,17,2011
2011-05-03,81,9.375,1.4062,11.5,-2.75,28,29,2011
2011-05-04,81,9.9062,1.4859,15.25,-9.25,29,30,2011
2011-05-05,81,11.1562,1.6734,19.5,-1.0,24,25,2011
2011-05-06,81,12.75,1.9125,20.0,-9.5,30,31,2011
2011-05-09,81,13.7812,2.0672,11.5,5.5,14,15,2011
2011-05-10,81,13.4688,2.0203,11.25,7.0,12,13,2011
2011-05-11,81,13.75,2.0625,19.25,-13.0,19,20,2011
2011-05-12,81,15.0938,2.2641,20.0,12.0,18,19,2011
2011-05-13,81,16.0312,2.4047,18.0,-12.5,23,24,2011
2011-05-16,81,16.8438,2.5266,16.5,-5.75,14,15,2011
2011-05-17,81,17.0,2.55,12.75,3.25,23,24,2011
2011-05-18,81,16.1562,2.4234,16.0,11.0,8,9,2011
2011-05-19,81,15.6562,2.3484,11.0,-1.25,12,13,2011
2011-05-20,81,15.5938,2.3391,13.25,-10.0,11,12,2011
2011-05-23,81,15.8438,2.3766,9.0,-0.25,16,17,2011
2011-05-24,81,14.5625,2.1844,10.75,-6.25,15,16,2011
2011-05-25,81,13.4062,2.0109,15.75,7.5,10,11,2011
2011-05-26,81,13.125,1.9688,15.0,11.75,19,20,2011
2011-05-27,81,12.9375,1.9406,7.0,1.25,13,14,2011
2011-05-30,24,12.2188,1.8328,2.25,-1.25,1,2,2011
2011-05-31,81,10.5,1.575,12.5,2.0,22,23,2011
2011-06-01,81,10.6875,1.6031,29.75,-27.0,24,25,2011
2011-06-02,81,12.75,1.9125,12.75,-2.25,25,26,2011
2011-06-03,81,13.2188,1.9828,13.5,-0.25,22,23,2011
2011-06-06,81,13.5625,2.0344,15.0,-10.5,16,17,2011
2011-06-07,81,13.4688,2.0203,13.0,-6.75,12,13,2011
2011-06-08,81,13.2188,1.9828,10.25,-5.0,26,27,2011
2011-06-09,81,13.625,2.0437,15.0,5.25,9,10,2011
2011-06-10,81,15.2188,2.2828,17.0,-13.25,23,24,2011
2011-06-13,81,15.7812,2.3672,12.25,-1.5,20,21,2011
2011-06-14,81,13.5938,2.0391,9.5,6.0,11,12,2011
2011-06-15,81,13.1875,1.9781,20.0,-11.0,25,26,2011
2011-06-16,81,14.0,2.1,16.75,3.75,19,20,2011
2011-06-17,81,14.2188,2.1328,13.5,-9.0,19,20,2011
2011-06-20,81,14.2812,2.1422,14.0,11.5,15,16,2011
2011-06-21,81,14.75,2.2125,15.25,8.0,8,9,2011
2011-06-22,81,14.7812,2.2172,14.25,-6.5,12,13,2011
2011-06-23,81,14.4375,2.1656,22.25,10.5,27,28,2011
2011-06-24,81,15.6875,2.3531,18.0,-14.5,26,27,2011
2011-06-27,81,16.75,2.5125,18.25,12.5,10,11,2011
2011-06-28,81,16.5312,2.4797,17.0,14.75,7,8,2011
2011-06-29,81,16.5625,2.4844,12.75,7.0,10,11,2011
2011-06-30,81,16.4688,2.4703,12.0,7.75,12,13,2011
2011-07-01,81,16.2188,2.4328,23.25,19.75,8,9,2011
2011-07-04,24,17.2188,2.5828,2.25,1.25,0,0,2011
2011-07-05,81,15.7188,2.3578,7.75,3.25,10,11,2011
2011-07-06,81,13.9062,2.0859,10.25,5.5,19,20,2011
2011-07-07,81,12.9375,1.9406,8.5,4.75,10,11,2011
2011-07-08,81,11.7188,1.7578,13.25,8.0,21,22,2011
2011-07-11,81,11.25,1.6875,15.25,-4.5,27,28,2011
2011-07-12,81,11.5625,1.7344,14.5,-1.5,32,33,2011
2011-07-13,81,11.875,1.7812,17.25,-4.0,24,25,2011
2011-07-14,81,11.125,1.6687,21.25,-10.0,33,34,2011
2011-07-15,81,13.5,2.025,12.5,2.5,21,22,2011
2011-07-18,81,14.0938,2.1141,16.75,-6.0,20,21,2011
2011-07-19,81,14.9062,2.2359,16.0,13.0,18,19,2011
2011-07-20,81,15.8438,2.3766,7.5,-4.25,12,13,2011
2011-07-21,81,15.125,2.2687,17.0,13.75,22,23,2011
2011-07-22,81,15.3438,2.3016,10.0,0.25,9,10,2011
2011-07-25,81,14.7812,2.2172,13.5,5.0,20,21,2011
2011-07-26,81,14.3125,2.1469,9.5,-6.25,15,16,2011
2011-07-27,81,12.8438,1.9266,23.5,-21.75,29,30,2011
2011-07-28,81,14.2188,2.1328,17.75,-3.5,17,18,2011
2011-07-29,81,14.3438,2.1516,22.25,8.0,34,35,2011
2011-08-01,81,15.125,2.2687,34.5,-23.5,23,24,2011
2011-08-02,81,18.5,2.775,33.25,-25.75,20,21,2011
2011-08-03,81,20.5312,3.0797,27.75,2.5,29,30,2011
2011-08-04,81,22.75,3.4125,47.75,-39.5,25,26,2011
2011-08-05,81,27.0312,4.0547,52.25,-14.75,30,31,2011
2011-08-08,81,32.375,4.8563,68.75,-52.25,29,30,2011
2011-08-09,81,38.0312,5.7047,78.5,36.0,23,24,2011
2011-08-10,81,45.625,6.8438,43.5,-23.75,28,29,2011
2011-08-11,81,48.2812,7.2422,61.0,41.0,14,15,2011
2011-08-12,81,51.5938,7.7391,19.25,-1.75,6,7,2011
2011-08-15,81,49.8438,7.4766,17.25,10.0,3,4,2011
2011-08-16,81,48.5312,7.2797,24.0,2.75,6,7,2011
2011-08-17,81,45.5625,6.8344,25.25,-7.25,3,4,2011
2011-08-18,81,42.1875,6.3281,32.75,-15.5,12,13,2011
2011-08-19,81,37.6875,5.6531,34.25,-0.25,17,18,2011
2011-08-22,81,32.1562,4.8234,28.0,-22.0,12,13,2011
2011-08-23,81,30.2188,4.5328,40.5,32.5,14,15,2011
2011-08-24,81,27.6562,4.1484,23.25,15.0,14,15,2011
2011-08-25,81,28.1562,4.2234,35.5,-24.25,20,21,2011
2011-08-26,81,30.4375,4.5656,47.0,24.25,19,20,2011
2011-08-29,81,33.3125,4.9969,19.75,18.5,3,4,2011
2011-08-30,81,32.625,4.8937,25.25,2.25,10,11,2011
2011-08-31,81,31.6875,4.7531,22.25,0.0,9,10,2011
2011-09-01,81,30.1875,4.5281,27.75,-16.25,16,17,2011
2011-09-02,81,30.1562,4.5234,16.75,-9.0,7,8,2011
2011-09-05,24,27.1875,4.0781,15.5,-7.0,2,3,2011
2011-09-06,81,26.2188,3.9328,28.0,26.5,13,14,2011
2011-09-07,81,25.2812,3.7922,22.0,17.5,6,7,2011
2011-09-08,81,22.1562,3.3234,21.75,-3.5,19,20,2011
2011-09-09,81,22.4062,3.3609,28.75,-13.25,28,29,2011
2011-09-12,81,22.8438,3.4266,29.25,24.25,23,24,2011
2011-09-13,81,23.7188,3.5578,20.0,6.5,19,20,2011
2011-09-14,81,22.75,3.4125,41.0,9.75,21,22,2011
2011-09-15,81,25.7812,3.8672,21.5,10.0,12,13,2011
2011-09-16,81,26.5312,3.9797,17.0,4.5,11,12,2011
2011-09-19,81,25.1562,3.7734,22.25,7.5,14,15,2011
2011-09-20,81,25.1875,3.7781,20.0,-6.75,9,10,2011
2011-09-21,81,24.9688,3.7453,45.5,-41.0,22,23,2011
2011-09-22,81,27.0625,4.0594,29.25,-1.75,27,28,2011
2011-09-23,81,27.0625,4.0594,21.75,16.0,25,26,2011
2011-09-26,81,27.2812,4.0922,35.25,17.75,16,17,2011
2011-09-27,81,26.5625,3.9844,27.25,-9.75,16,17,2011
2011-09-28,81,27.2812,4.0922,35.75,-22.75,12,13,2011
2011-09-29,81,29.625,4.4437,37.25,-7.25,23,24,2011
2011-09-30,81,31.5,4.725,27.25,-16.5,23,24,2011
2011-10-03,81,32.4062,4.8609,48.25,-31.5,22,23,2011
2011-10-04,81,32.75,4.9125,51.75,36.5,20,21,2011
2011-10-05,81,35.5625,5.3344,31.75,15.0,17,18,2011
2011-10-06,81,36.8125,5.5219,31.5,20.75,10,11,2011
2011-10-07,81,36.3438,5.4516,21.75,-10.0,16,17,2011
2011-10-10,81,35.6562,5.3484,21.5,20.5,3,4,2011
2011-10-11,81,33.875,5.0812,12.75,6.5,9,10,2011
2011-10-12,81,30.8125,4.6219,19.5,-3.5,10,11,2011
2011-10-13,81,29.8438,4.4766,17.75,3.25,14,15,2011
2011-10-14,81,26.0312,3.9047,14.75,6.25,7,8,2011
2011-10-17,81,21.4062,3.2109,21.75,-20.0,15,16,2011
2011-10-18,81,20.1562,3.0234,43.5,27.5,21,22,2011
2011-10-19,81,21.6562,3.2484,23.75,-11.25,23,24,2011
2011-10-20,81,21.9062,3.2859,23.0,0.25,19,20,2011
2011-10-21,81,22.0938,3.3141,14.0,9.25,13,14,2011
2011-10-24,81,22.25,3.3375,17.5,11.25,14,15,2011
2011-10-25,81,22.0,3.3,21.75,-17.75,19,20,2011
2011-10-26,81,22.5,3.375,26.0,0.0,24,25,2011
2011-10-27,81,23.9062,3.5859,28.5,12.25,6,7,2011
2011-10-28,81,24.75,3.7125,10.75,7.25,13,14,2011
2011-10-31,81,20.6562,3.0984,22.25,-20.0,17,18,2011
2011-11-01,81,20.4688,3.0703,20.0,9.25,27,28,2011
2011-11-02,81,20.0938,3.0141,16.5,1.75,20,21,2011
2011-11-03,81,20.4062,3.0609,29.25,8.0,21,22,2011
2011-11-04,81,21.875,3.2812,18.75,4.0,17,18,2011
2011-11-07,81,21.5,3.225,22.0,8.75,15,16,2011
2011-11-08,81,21.0,3.15,23.75,9.5,18,19,2011
2011-11-09,81,20.4062,3.0609,26.5,-17.75,22,23,2011
2011-11-10,81,22.375,3.3562,19.5,-4.75,23,24,2011
2011-11-11,81,22.0312,3.3047,12.25,9.0,5,6,2011
2011-11-14,81,21.0625,3.1594,14.75,-4.25,15,16,2011
2011-11-15,81,20.8438,3.1266,20.5,7.5,16,17,2011
2011-11-16,81,19.75,2.9625,27.25,-11.75,14,15,2011
2011-11-17,81,20.8125,3.1219,29.5,-17.5,22,23,2011
2011-11-18,81,21.75,3.2625,13.0,-5.75,13,14,2011
2011-11-21,81,20.4062,3.0609,17.25,-5.25,18,19,2011
2011-11-22,81,19.25,2.8875,16.0,-5.75,21,22,2011
2011-11-23,81,18.8125,2.8219,17.75,-14.25,14,15,2011
2011-11-24,24,19.5,2.925,7.5,-3.5,7,8,2011
2011-11-25,45,18.5938,2.7891,22.0,-4.25,13,14,2011
2011-11-28,81,18.7812,2.8172,13.75,2.0,13,14,2011
2011-11-29,81,17.0938,2.5641,12.5,0.75,20,21,2011
2011-11-30,81,14.9688,2.2453,20.25,15.5,20,21,2011
2011-12-01,81,15.875,2.3813,12.25,0.5,18,19,2011
2011-12-02,81,15.25,2.2875,17.5,-11.75,26,27,2011
2011-12-05,81,15.4375,2.3156,17.5,-7.5,17,18,2011
2011-12-06,81,15.4062,2.3109,13.75,-1.75,18,19,2011
2011-12-07,81,16.1875,2.4281,23.0,11.75,18,19,2011
2011-12-08,81,16.3125,2.4469,25.5,-18.0,25,26,2011
2011-12-09,81,17.7812,2.6672,22.0,20.5,17,18,2011
2011-12-12,81,18.9688,2.8453,18.25,-8.75,18,19,2011
2011-12-13,81,18.7188,2.8078,31.5,-16.5,17,18,2011
2011-12-14,81,21.125,3.1687,16.0,-7.5,18,19,2011
2011-12-15,81,20.9375,3.1406,12.25,-6.25,10,11,2011
2011-12-16,81,20.2812,3.0422,16.75,-7.75,14,15,2011
2011-12-19,81,20.6562,3.0984,23.0,-17.0,8,9,2011
2011-12-20,81,20.6562,3.0984,20.25,19.5,11,12,2011
2011-12-21,81,20.0,3.0,16.5,1.25,15,16,2011
2011-12-22,81,19.3125,2.8969,12.0,7.25,9,10,2011
2011-12-23,81,18.5312,2.7797,11.0,6.75,4,5,2011
2011-12-27,81,15.9688,2.3953,7.75,2.75,6,7,2011
2011-12-28,81,14.9375,2.2406,18.25,-16.5,17,18,2011
2011-12-29,81,15.6875,2.3531,11.0,9.25,12,13,2011
2011-12-30,81,14.9688,2.2453,8.5,-3.0,9,10,2011
2012-01-03,81,13.1562,1.9734,9.5,-1.25,15,16,2012
2012-01-04,81,11.8125,1.7719,11.0,5.5,14,15,2012
2012-01-05,81,11.125,1.6687,18.25,7.75,22,23,2012
2012-01-06,81,11.9062,1.7859,9.25,-3.5,20,21,2012
2012-01-09,81,11.6875,1.7531,7.75,0.0,11,12,2012
2012-01-10,81,11.6875,1.7531,7.0,-3.25,14,15,2012
2012-01-11,81,10.2812,1.5422,8.75,5.25,14,15,2012
2012-01-12,81,10.0,1.5,12.0,0.75,20,21,2012
2012-01-13,81,10.4375,1.5656,17.0,7.75,17,18,2012
2012-01-16,24,11.375,1.7063,6.25,4.25,4,5,2012
