up,dt_entry,day,R_pts,hwb,entry_tick_low,entry_tick_high,conf400,conf800,outcome,target_first,resolved,mfe_pts,mae_pts,bars_to_out
False,2023-05-10 13:30:00,2023-05-10,57.25,4877.88,-79.0,801.0,True,True,stop,False,True,6.88,7.88,2.0
True,2023-05-11 08:30:00,2023-05-11,50.25,4874.38,-879.0,222.0,True,True,stop,False,True,5.62,9.12,0.0
False,2023-05-11 10:30:00,2023-05-11,41.0,4879.0,-296.0,629.0,True,False,stop,False,True,17.5,16.25,19.0
True,2023-05-12 09:00:00,2023-05-12,36.75,4876.88,-569.0,430.0,True,False,stop,False,True,11.38,6.62,2.0
False,2023-05-12 14:45:00,2023-05-12,46.5,4872.0,-207.0,648.0,True,False,stop,False,True,5.5,9.0,2.0
True,2023-05-16 08:45:00,2023-05-16,43.5,4870.5,-662.0,226.0,True,False,stop,False,True,15.25,6.5,1.0
False,2023-05-17 08:30:00,2023-05-17,35.25,4874.62,-87.0,1235.0,True,True,stop,False,True,0.88,6.62,0.0
False,2023-05-18 13:15:00,2023-05-18,26.75,4922.88,-277.0,564.0,True,False,stop,False,True,9.88,4.12,2.0
True,2023-05-19 10:30:00,2023-05-19,53.25,4936.12,-1067.0,311.0,True,True,stop,False,True,6.12,7.62,0.0
False,2023-05-19 10:45:00,2023-05-19,34.25,4945.62,-477.0,597.0,True,False,stop,False,True,15.62,13.12,18.0
True,2023-05-22 09:00:00,2023-05-22,30.25,4943.62,-905.0,816.0,True,True,stop,False,True,2.38,15.62,0.0
False,2023-05-22 09:15:00,2023-05-22,30.75,4943.38,-396.0,519.0,True,False,stop,False,True,2.12,5.38,0.0
True,2023-05-22 14:15:00,2023-05-22,29.25,4942.62,-859.0,217.0,True,True,stop,False,True,8.88,3.88,2.0
False,2023-05-25 13:00:00,2023-05-25,106.25,4904.12,-702.0,1283.0,True,True,stop,False,True,15.12,19.12,9.0
True,2023-05-31 09:15:00,2023-05-31,124.5,4913.25,-725.0,363.0,True,False,target,True,True,97.5,2.25,51.0
False,2023-06-01 09:45:00,2023-06-01,64.5,4943.25,-313.0,854.0,True,True,stop,False,True,6.25,11.25,3.0
True,2023-05-31 15:00:00,2023-05-31,29.5,4925.75,32.0,170.0,False,False,stop,False,True,5.25,8.5,1.0
False,2023-06-01 09:00:00,2023-06-01,25.5,4927.75,-328.0,583.0,True,False,stop,False,True,9.0,5.0,0.0
False,2023-06-06 09:45:00,2023-06-06,37.25,5024.12,-117.0,818.0,True,True,stop,False,True,2.12,6.12,0.0
True,2023-06-07 09:30:00,2023-06-07,36.25,5023.62,-787.0,529.0,True,False,stop,False,True,8.38,4.88,0.0
False,2023-06-08 09:45:00,2023-06-08,40.25,5021.62,-363.0,343.0,False,False,stop,False,True,3.12,5.38,3.0
True,2023-06-09 11:00:00,2023-06-09,61.0,5032.0,-688.0,543.0,True,False,target,True,True,46.0,1.0,39.0
False,2023-06-09 12:30:00,2023-06-09,31.5,5046.75,-185.0,431.0,True,False,stop,False,True,3.25,3.75,3.0
False,2023-06-13 09:30:00,2023-06-13,25.75,5102.12,-695.0,577.0,True,False,stop,False,True,8.38,5.38,1.0
True,2023-06-14 12:30:00,2023-06-14,43.5,5111.0,-436.0,420.0,True,False,stop,False,True,5.5,34.25,2.0
False,2023-06-14 13:30:00,2023-06-14,56.0,5104.75,-740.0,925.0,True,True,stop,False,True,24.25,7.0,1.0
True,2023-06-14 14:15:00,2023-06-14,46.0,5099.75,-1163.0,1020.0,True,True,stop,False,True,17.0,7.75,2.0
False,2023-06-14 15:00:00,2023-06-14,30.75,5107.38,-720.0,545.0,True,False,stop,False,True,0.0,9.12,0.0
True,2023-06-19 08:30:00,2023-06-19,94.75,5139.38,,,False,False,stop,False,True,2.88,14.88,14.0
True,2023-06-21 08:30:00,2023-06-21,34.25,5120.88,-825.0,125.0,True,True,stop,False,True,0.0,15.38,0.0
False,2023-06-21 13:15:00,2023-06-21,41.25,5117.38,-87.0,674.0,True,False,stop,False,True,2.88,6.62,1.0
True,2023-06-21 14:30:00,2023-06-21,27.25,5110.38,-764.0,588.0,True,False,stop,False,True,1.62,9.88,0.0
False,2023-06-22 09:00:00,2023-06-22,37.0,5105.5,-314.0,543.0,True,False,stop,False,True,8.75,6.25,1.0
True,2023-06-23 08:30:00,2023-06-23,31.75,5102.88,-978.0,470.0,True,True,stop,False,True,0.0,25.62,0.0
False,2023-06-27 10:30:00,2023-06-27,57.0,5090.25,-483.0,404.0,True,False,stop,False,True,3.25,11.0,4.0
False,2023-06-28 13:15:00,2023-06-28,29.5,5108.75,-165.0,456.0,True,False,stop,False,True,14.0,5.5,6.0
True,2023-07-06 08:30:00,2023-07-06,97.25,5142.62,-1396.0,-83.0,True,True,stop,False,True,0.0,14.38,0.0
False,2023-07-07 11:15:00,2023-07-07,78.5,5152.0,-125.0,510.0,True,False,stop,False,True,1.75,12.5,1.0
True,2023-07-07 14:30:00,2023-07-07,56.5,5141.0,-939.0,374.0,True,True,stop,False,True,7.0,16.0,1.0
False,2023-07-11 08:30:00,2023-07-11,52.0,5143.25,-451.0,958.0,True,True,stop,False,True,5.75,8.75,0.0
False,2023-07-12 12:15:00,2023-07-12,26.75,5203.62,-230.0,502.0,True,False,stop,False,True,2.62,5.62,3.0
False,2023-07-17 09:00:00,2023-07-17,29.5,5239.0,-608.0,444.0,True,False,stop,False,True,4.0,5.0,5.0
True,2023-07-20 13:15:00,2023-07-20,78.25,5263.38,-513.0,671.0,True,False,stop,False,True,4.38,12.88,4.0
False,2023-07-21 12:30:00,2023-07-21,52.0,5276.5,-224.0,349.0,False,False,stop,False,True,20.25,6.75,28.0
True,2023-07-26 09:45:00,2023-07-26,51.5,5276.25,-285.0,344.0,False,False,stop,False,True,27.75,6.25,17.0
False,2023-07-26 13:30:00,2023-07-26,31.0,5286.5,-298.0,925.0,True,True,stop,False,True,10.0,17.5,0.0
True,2023-07-26 14:00:00,2023-07-26,33.0,5287.5,-954.0,456.0,True,True,stop,False,True,8.5,17.5,0.0
False,2023-07-26 14:30:00,2023-07-26,37.0,5285.5,-479.0,607.0,True,False,stop,False,True,11.5,15.0,2.0
True,2023-07-27 12:15:00,2023-07-27,59.75,5296.88,-840.0,132.0,True,True,stop,False,True,13.62,7.88,2.0
False,2023-07-28 08:30:00,2023-07-28,79.75,5286.88,-132.0,1339.0,True,True,stop,False,True,3.88,10.88,1.0
False,2023-07-28 13:00:00,2023-07-28,27.75,5295.88,-342.0,567.0,True,False,stop,False,True,2.38,3.38,0.0
True,2023-07-31 09:00:00,2023-07-31,30.5,5297.25,-124.0,472.0,False,False,stop,False,True,12.0,4.5,12.0
True,2023-08-04 09:00:00,2023-08-04,45.0,5221.5,-415.0,509.0,True,False,stop,False,True,7.25,9.5,0.0
False,2023-08-04 09:15:00,2023-08-04,32.0,5228.0,-145.0,677.0,True,False,stop,False,True,12.25,9.25,1.0
True,2023-08-04 12:45:00,2023-08-04,42.0,5233.0,-634.0,231.0,True,False,stop,False,True,9.75,16.0,1.0
False,2023-08-07 08:30:00,2023-08-07,67.0,5220.5,-511.0,687.0,True,False,stop,False,True,16.75,9.0,18.0
True,2023-08-08 08:30:00,2023-08-08,46.5,5210.25,-1023.0,71.0,True,True,stop,False,True,0.0,19.5,0.0
False,2023-08-08 13:45:00,2023-08-08,58.25,5204.38,-367.0,748.0,True,False,stop,False,True,7.12,6.88,2.0
True,2023-08-09 09:45:00,2023-08-09,40.25,5195.38,-588.0,354.0,True,False,stop,False,True,12.12,15.12,2.0
False,2023-08-09 12:00:00,2023-08-09,44.0,5193.5,-344.0,684.0,True,False,stop,False,True,11.0,6.75,2.0
True,2023-08-09 14:45:00,2023-08-09,39.75,5191.38,-780.0,436.0,True,False,stop,False,True,1.38,15.12,0.0
False,2023-08-10 08:30:00,2023-08-10,35.0,5193.75,-70.0,975.0,True,True,stop,False,True,0.0,26.75,0.0
True,2023-08-10 10:00:00,2023-08-10,61.75,5207.12,-720.0,430.0,True,False,stop,False,True,9.38,7.38,1.0
True,2023-08-10 14:15:00,2023-08-10,28.0,5180.75,-737.0,475.0,True,False,stop,False,True,13.0,10.0,1.0
False,2023-08-11 09:00:00,2023-08-11,42.5,5173.5,-663.0,576.0,True,False,stop,False,True,13.0,12.75,1.0
True,2023-08-15 08:30:00,2023-08-15,48.75,5176.62,-1162.0,-22.0,True,True,stop,False,True,7.62,9.12,1.0
False,2023-08-22 08:30:00,2023-08-22,157.75,5122.12,-363.0,780.0,True,False,stop,False,True,34.62,22.38,42.0
True,2023-08-21 10:15:00,2023-08-21,58.5,5072.5,-604.0,240.0,True,False,stop,False,True,4.75,7.0,2.0
False,2023-08-21 11:45:00,2023-08-21,36.25,5083.62,-352.0,557.0,True,False,stop,False,True,2.88,10.38,2.0
True,2023-08-22 11:00:00,2023-08-22,59.0,5095.0,-727.0,161.0,True,False,stop,False,True,10.75,7.0,5.0
False,2023-08-23 08:30:00,2023-08-23,37.0,5106.0,-64.0,645.0,True,False,stop,False,True,3.75,11.5,1.0
True,2023-08-24 09:30:00,2023-08-24,74.5,5124.75,-644.0,444.0,True,False,stop,False,True,7.5,13.0,2.0
False,2023-08-25 09:15:00,2023-08-25,88.5,5117.75,-891.0,1058.0,True,True,stop,False,True,59.25,22.75,24.0
True,2023-08-25 09:30:00,2023-08-25,47.5,5097.25,-812.0,374.0,True,True,stop,False,True,0.0,23.5,0.0
False,2023-08-25 10:15:00,2023-08-25,62.5,5089.75,-596.0,937.0,True,True,stop,False,True,21.75,9.75,5.0
False,2023-08-30 09:30:00,2023-08-30,29.0,5208.75,-413.0,700.0,True,False,stop,False,True,9.5,5.0,1.0
True,2023-08-31 11:30:00,2023-08-31,38.75,5213.62,-522.0,184.0,True,False,stop,False,True,5.88,5.38,1.0
False,2023-09-01 08:30:00,2023-09-01,27.0,5219.5,-608.0,1172.0,True,True,stop,False,True,0.0,21.25,0.0
True,2023-09-01 08:45:00,2023-09-01,34.75,5223.38,-774.0,408.0,True,False,stop,False,True,4.62,8.38,0.0
True,2023-09-07 08:30:00,2023-09-07,26.25,5153.38,-742.0,212.0,True,False,stop,False,True,0.0,25.38,0.0
False,2023-09-07 10:00:00,2023-09-07,39.0,5147.0,-411.0,321.0,False,False,stop,False,True,8.25,5.0,5.0
True,2023-09-08 13:30:00,2023-09-08,43.25,5149.12,-543.0,279.0,True,False,target,True,True,38.38,4.38,7.0
False,2023-09-08 15:00:00,2023-09-08,26.0,5157.75,-368.0,-16.0,False,False,stop,False,True,4.25,29.75,1.0
True,2023-09-11 10:00:00,2023-09-11,42.75,5166.12,-751.0,316.0,True,False,stop,False,True,19.88,6.38,26.0
False,2023-09-13 09:30:00,2023-09-13,40.5,5167.25,-172.0,422.0,True,False,stop,False,True,10.0,5.5,3.0
True,2023-09-15 08:30:00,2023-09-15,59.0,5176.5,-701.0,112.0,True,False,stop,False,True,8.0,7.5,1.0
True,2023-09-20 13:00:00,2023-09-20,45.25,5128.88,-970.0,532.0,True,True,stop,False,True,13.88,6.88,0.0
True,2023-09-22 12:15:00,2023-09-22,30.0,5028.0,-785.0,230.0,True,False,stop,False,True,4.0,7.0,0.0
False,2023-09-22 14:00:00,2023-09-22,36.25,5024.88,-269.0,935.0,True,True,stop,False,True,14.12,4.62,0.0
True,2023-09-22 14:30:00,2023-09-22,27.25,5020.38,-712.0,138.0,True,False,stop,False,True,9.38,9.38,0.0
False,2023-09-25 10:15:00,2023-09-25,46.5,5010.75,-370.0,671.0,True,False,stop,False,True,6.0,7.0,1.0
True,2023-09-26 08:30:00,2023-09-26,38.0,5006.5,-1370.0,396.0,True,True,stop,False,True,0.0,17.0,0.0
False,2023-09-28 10:30:00,2023-09-28,76.0,4987.5,-68.0,818.0,True,True,stop,False,True,8.0,12.0,3.0
True,2023-09-27 09:00:00,2023-09-27,26.25,4962.62,-608.0,555.0,True,False,stop,False,True,7.62,5.38,0.0
False,2023-09-27 13:30:00,2023-09-27,54.75,4948.38,-230.0,919.0,True,True,stop,False,True,5.88,13.12,0.0
True,2023-09-27 14:30:00,2023-09-27,53.25,4947.62,-820.0,375.0,True,True,target,True,True,42.38,2.62,11.0
False,2023-09-28 08:45:00,2023-09-28,29.25,4959.62,-585.0,478.0,True,False,stop,False,True,13.88,4.62,0.0
True,2023-09-28 13:30:00,2023-09-28,54.75,4972.38,-1108.0,596.0,True,True,target,True,True,42.88,0.88,7.0
False,2023-09-28 14:00:00,2023-09-28,28.25,4985.62,-401.0,579.0,True,False,stop,False,True,6.38,9.38,1.0
True,2023-09-29 10:30:00,2023-09-29,43.75,4993.38,-844.0,317.0,True,True,stop,False,True,5.12,6.38,0.0
False,2023-09-29 14:45:00,2023-09-29,60.25,4985.12,-784.0,757.0,True,False,target,True,True,45.62,0.12,15.0
True,2023-09-29 15:00:00,2023-09-29,30.25,4970.12,-444.0,-87.0,True,False,stop,False,True,3.38,4.38,0.0
False,2023-10-02 10:00:00,2023-10-02,31.25,4969.62,-661.0,843.0,True,True,stop,False,True,11.38,10.38,1.0
True,2023-10-02 10:45:00,2023-10-02,27.75,4967.88,-973.0,165.0,True,True,stop,False,True,0.0,17.88,0.0
False,2023-10-02 13:00:00,2023-10-02,42.25,4960.62,-588.0,841.0,True,True,stop,False,True,20.62,8.62,7.0
True,2023-10-03 08:30:00,2023-10-03,33.75,4956.38,-1458.0,372.0,True,True,stop,False,True,0.0,13.62,0.0
False,2023-10-04 11:15:00,2023-10-04,78.0,4934.25,-422.0,670.0,True,False,stop,False,True,25.0,13.75,13.0
True,2023-10-04 09:00:00,2023-10-04,31.75,4911.12,-766.0,357.0,True,False,stop,False,True,11.38,7.62,0.0
False,2023-10-04 09:30:00,2023-10-04,28.75,4912.62,-568.0,668.0,True,False,stop,False,True,13.88,6.62,0.0
True,2023-10-04 12:30:00,2023-10-04,38.75,4917.62,-764.0,578.0,True,False,stop,False,True,4.38,6.38,2.0
False,2023-10-04 13:45:00,2023-10-04,27.75,4923.12,-594.0,576.0,True,False,stop,False,True,2.62,3.38,0.0
True,2023-10-05 08:30:00,2023-10-05,38.75,4928.62,-726.0,402.0,True,False,stop,False,True,14.88,4.88,1.0
False,2023-10-05 11:30:00,2023-10-05,46.0,4925.0,-693.0,732.0,True,False,stop,False,True,16.25,6.75,4.0
True,2023-10-06 08:30:00,2023-10-06,42.75,4923.38,-1417.0,176.0,True,True,stop,False,True,0.0,23.12,0.0
False,2023-10-06 09:15:00,2023-10-06,49.25,4920.12,-739.0,764.0,True,False,stop,False,True,23.12,11.88,1.0
False,2023-10-09 10:45:00,2023-10-09,42.5,4981.25,-647.0,430.0,True,False,stop,False,True,8.25,9.0,2.0
False,2023-10-11 13:15:00,2023-10-11,41.75,5042.12,-592.0,895.0,True,True,stop,False,True,11.62,8.88,5.0
True,2023-10-12 08:45:00,2023-10-12,40.75,5041.62,-621.0,232.0,True,False,stop,False,True,19.88,12.62,13.0
False,2023-10-13 08:30:00,2023-10-13,62.5,5030.75,-163.0,959.0,True,True,stop,False,True,0.0,21.0,0.0
True,2023-10-13 09:45:00,2023-10-13,52.25,5025.62,-718.0,455.0,True,False,stop,False,True,4.88,13.12,0.0
False,2023-10-16 08:30:00,2023-10-16,67.0,5018.25,-535.0,1139.0,True,True,stop,False,True,0.0,15.75,0.0
True,2023-10-17 08:30:00,2023-10-17,73.5,5021.5,-1580.0,356.0,True,True,stop,False,True,1.0,9.0,0.0
False,2023-10-16 12:30:00,2023-10-16,28.75,5043.88,-142.0,632.0,True,False,stop,False,True,2.88,8.88,0.0
True,2023-10-17 08:30:00,2023-10-17,26.75,5042.88,-1580.0,356.0,True,True,stop,False,True,0.0,30.38,0.0
False,2023-10-17 09:15:00,2023-10-17,46.5,5033.0,-486.0,418.0,True,False,stop,False,True,3.75,9.75,1.0
True,2023-10-17 12:45:00,2023-10-17,57.5,5038.5,-986.0,258.0,True,True,stop,False,True,6.0,7.0,0.0
True,2023-10-18 12:30:00,2023-10-18,27.75,5008.88,-861.0,294.0,True,True,stop,False,True,5.62,11.62,0.0
False,2023-10-19 11:00:00,2023-10-19,56.5,4994.5,-849.0,1099.0,True,True,stop,False,True,21.25,11.25,0.0
True,2023-10-19 11:30:00,2023-10-19,44.25,4988.38,-1176.0,762.0,True,True,stop,False,True,0.0,29.38,0.0
False,2023-10-19 11:45:00,2023-10-19,51.5,4984.75,-482.0,1020.0,True,True,stop,False,True,17.75,12.25,0.0
True,2023-10-19 12:30:00,2023-10-19,47.25,4982.62,-1035.0,653.0,True,True,stop,False,True,17.12,9.62,0.0
True,2023-10-20 12:45:00,2023-10-20,29.5,4914.0,-668.0,507.0,True,False,stop,False,True,11.0,9.0,2.0
False,2023-10-23 09:15:00,2023-10-23,71.5,4893.0,-471.0,649.0,True,False,stop,False,True,12.75,14.0,4.0
True,2023-10-23 14:15:00,2023-10-23,67.5,4891.0,-1079.0,293.0,True,True,stop,False,True,12.75,8.75,2.0
False,2023-10-24 08:30:00,2023-10-24,42.5,4903.5,-255.0,1321.0,True,True,stop,False,True,0.0,15.0,0.0
True,2023-10-24 10:45:00,2023-10-24,45.25,4904.88,-584.0,410.0,True,False,stop,False,True,10.12,12.38,2.0
False,2023-10-24 13:15:00,2023-10-24,41.5,4906.75,-544.0,242.0,False,False,stop,False,True,6.25,9.25,1.0
True,2023-10-25 08:30:00,2023-10-25,48.5,4910.25,-1135.0,14.0,True,True,stop,False,True,0.0,30.75,0.0
True,2023-10-25 10:15:00,2023-10-25,24.5,4880.5,-787.0,748.0,True,False,stop,False,True,10.25,4.25,1.0
True,2023-10-26 10:00:00,2023-10-26,25.75,4831.62,-711.0,608.0,True,False,stop,False,True,10.12,10.88,0.0
False,2023-10-26 13:00:00,2023-10-26,54.25,4817.38,-328.0,638.0,True,False,stop,False,True,8.62,8.12,2.0
True,2023-10-26 14:30:00,2023-10-26,45.0,4812.75,-929.0,395.0,True,True,stop,False,True,5.5,11.75,0.0
False,2023-10-27 08:30:00,2023-10-27,41.5,4814.5,-465.0,416.0,True,False,stop,False,True,9.75,5.25,0.0
True,2023-10-27 08:45:00,2023-10-27,26.0,4806.75,-419.0,437.0,True,False,stop,False,True,6.0,6.25,0.0
False,2023-10-27 09:45:00,2023-10-27,26.75,4806.38,-459.0,534.0,True,False,stop,False,True,12.12,4.12,0.0
True,2023-10-27 10:30:00,2023-10-27,27.75,4806.88,-550.0,579.0,True,False,stop,False,True,7.88,4.62,1.0
False,2023-10-30 08:30:00,2023-10-30,54.5,4793.5,-105.0,1357.0,True,True,stop,False,True,0.0,30.0,0.0
True,2023-10-30 09:30:00,2023-10-30,61.75,4797.12,-458.0,376.0,True,False,target,True,True,48.62,1.12,37.0
False,2023-10-30 10:00:00,2023-10-30,32.0,4812.0,-196.0,674.0,True,False,stop,False,True,13.75,5.0,4.0
True,2023-10-31 08:45:00,2023-10-31,45.5,4818.75,-437.0,372.0,True,False,target,True,True,33.5,3.0,15.0
False,2023-10-31 09:15:00,2023-10-31,25.75,4828.62,-329.0,753.0,True,False,stop,False,True,0.38,7.88,0.0
False,2023-11-01 14:00:00,2023-11-01,28.25,4878.38,-482.0,1001.0,True,True,stop,False,True,0.0,25.62,0.0
False,2023-11-06 13:30:00,2023-11-06,27.5,5022.0,-315.0,616.0,True,False,stop,False,True,8.5,7.5,5.0
True,2023-11-08 11:00:00,2023-11-08,43.5,5030.0,-784.0,300.0,True,False,stop,False,True,2.0,11.0,0.0
False,2023-11-08 12:00:00,2023-11-08,32.75,5035.38,-531.0,818.0,True,True,stop,False,True,8.88,6.12,4.0
True,2023-11-09 09:00:00,2023-11-09,34.5,5036.25,-637.0,499.0,True,False,stop,False,True,14.0,4.25,1.0
False,2023-11-10 08:30:00,2023-11-10,51.75,5027.62,-136.0,958.0,True,True,stop,False,True,15.88,8.12,6.0
False,2023-11-13 09:45:00,2023-11-13,28.25,5065.38,-399.0,557.0,True,False,stop,False,True,4.38,7.12,2.0
False,2023-11-16 11:30:00,2023-11-16,35.0,5163.25,-390.0,797.0,True,False,stop,False,True,12.75,5.0,13.0
False,2023-11-21 14:00:00,2023-11-21,33.25,5198.38,-509.0,617.0,True,False,stop,False,True,8.88,26.12,5.0
True,2023-11-22 09:00:00,2023-11-22,42.75,5203.12,-492.0,535.0,True,False,open,False,False,16.38,4.12,
False,2023-11-28 09:30:00,2023-11-28,31.25,5208.88,-296.0,800.0,True,True,stop,False,True,11.38,3.88,0.0
True,2023-11-29 10:00:00,2023-11-29,47.75,5217.12,-714.0,392.0,True,False,stop,False,True,8.12,8.62,1.0
False,2023-11-30 14:45:00,2023-11-30,52.25,5214.88,-423.0,594.0,True,False,stop,False,True,9.62,8.62,0.0
True,2023-12-04 08:30:00,2023-12-04,63.0,5220.25,-1064.0,311.0,True,True,stop,False,True,0.5,11.25,0.0
False,2023-12-05 09:45:00,2023-12-05,54.25,5224.62,-259.0,620.0,True,False,stop,False,True,18.88,16.88,22.0
True,2023-12-06 10:15:00,2023-12-06,44.0,5219.5,-775.0,353.0,True,False,stop,False,True,7.5,6.75,1.0
False,2023-12-07 08:30:00,2023-12-07,45.5,5218.75,-350.0,646.0,True,False,stop,False,True,5.0,5.5,2.0
True,2023-12-08 11:15:00,2023-12-08,58.5,5225.25,-753.0,526.0,True,False,target,True,True,45.5,0.0,41.0
False,2023-12-08 11:30:00,2023-12-08,29.25,5239.88,-372.0,370.0,False,False,stop,False,True,4.12,4.38,2.0
False,2023-12-13 14:30:00,2023-12-13,27.0,5342.0,-468.0,793.0,True,False,stop,False,True,10.0,4.75,0.0
True,2023-12-14 12:15:00,2023-12-14,54.5,5355.75,-956.0,308.0,True,True,stop,False,True,3.25,18.25,2.0
False,2023-12-14 13:45:00,2023-12-14,45.5,5360.25,-153.0,480.0,True,False,stop,False,True,4.25,6.75,4.0
True,2023-12-20 13:45:00,2023-12-20,84.5,5379.75,-1352.0,764.0,True,True,stop,False,True,17.0,14.75,0.0
False,2023-12-21 08:30:00,2023-12-21,87.5,5378.25,-335.0,1455.0,True,True,stop,False,True,31.5,11.25,25.0
True,2023-12-21 11:00:00,2023-12-21,49.25,5359.12,-803.0,563.0,True,True,stop,False,True,5.12,5.88,0.0
False,2023-12-21 13:00:00,2023-12-21,37.0,5365.25,-538.0,450.0,True,False,stop,False,True,5.0,4.5,3.0
True,2023-12-22 13:15:00,2023-12-22,66.25,5379.88,-1234.0,491.0,True,True,open,False,False,46.38,3.88,
False,2023-12-22 13:45:00,2023-12-22,37.0,5394.5,-356.0,825.0,True,True,stop,False,True,2.5,5.5,1.0
True,2023-12-29 10:00:00,2023-12-29,55.0,5403.5,-613.0,411.0,True,False,stop,False,True,9.0,9.0,1.0
True,2024-01-04 10:45:00,2024-01-04,28.75,5343.38,-831.0,159.0,True,True,stop,False,True,8.62,6.38,3.0
False,2024-01-05 09:00:00,2024-01-05,39.75,5337.88,-385.0,800.0,True,True,stop,False,True,9.88,13.38,0.0
True,2024-01-05 10:45:00,2024-01-05,33.5,5334.75,-732.0,133.0,True,False,stop,False,True,2.25,14.75,1.0
False,2024-01-08 08:30:00,2024-01-08,40.5,5331.25,-393.0,566.0,True,False,stop,False,True,2.0,8.25,0.0
False,2024-01-09 10:15:00,2024-01-09,35.75,5376.62,-112.0,753.0,True,False,stop,False,True,4.12,11.38,2.0
True,2024-01-11 09:00:00,2024-01-11,64.75,5391.12,-896.0,214.0,True,True,stop,False,True,14.88,13.62,0.0
False,2024-01-11 12:45:00,2024-01-11,59.5,5393.75,-370.0,814.0,True,True,stop,False,True,4.0,10.0,1.0
True,2024-01-12 09:45:00,2024-01-12,63.75,5395.88,-665.0,324.0,True,False,stop,False,True,19.12,15.88,36.0
False,2024-01-16 09:15:00,2024-01-16,53.0,5401.25,-300.0,621.0,True,False,target,True,True,50.5,5.75,24.0
True,2024-01-16 10:45:00,2024-01-16,32.25,5390.88,-617.0,318.0,True,False,stop,False,True,9.88,5.38,1.0
False,2024-01-18 08:30:00,2024-01-18,69.5,5372.25,-403.0,983.0,True,True,stop,False,True,0.0,9.75,0.0
False,2024-01-25 08:30:00,2024-01-25,44.25,5502.38,-413.0,1360.0,True,True,stop,False,True,0.38,9.12,0.0
True,2024-01-25 11:15:00,2024-01-25,37.5,5499.0,-298.0,555.0,False,False,stop,False,True,8.5,7.0,6.0
False,2024-01-25 14:15:00,2024-01-25,29.75,5502.88,-634.0,553.0,True,False,stop,False,True,5.62,5.38,1.0
True,2024-01-31 08:30:00,2024-01-31,60.5,5518.25,-442.0,409.0,True,False,stop,False,True,3.5,7.75,0.0
False,2024-01-31 13:30:00,2024-01-31,61.75,5517.62,-792.0,1116.0,True,True,target,True,True,50.62,3.38,2.0
True,2024-01-31 14:00:00,2024-01-31,34.25,5503.88,-1171.0,636.0,True,True,stop,False,True,0.0,36.88,0.0
False,2024-02-01 09:15:00,2024-02-01,63.75,5489.12,-567.0,806.0,True,True,stop,False,True,23.38,11.88,7.0
False,2024-02-05 11:30:00,2024-02-05,60.0,5559.0,-157.0,738.0,True,False,stop,False,True,6.25,9.0,8.0
True,2024-02-13 08:30:00,2024-02-13,128.75,5593.38,-1443.0,28.0,True,True,stop,False,True,0.0,32.88,0.0
False,2024-02-14 08:30:00,2024-02-14,130.0,5592.75,-179.0,1193.0,True,True,stop,False,True,28.75,18.75,25.0
True,2024-02-14 11:00:00,2024-02-14,72.5,5564.0,-787.0,719.0,True,False,target,True,True,54.25,0.0,17.0
False,2024-02-14 11:30:00,2024-02-14,36.25,5582.12,-444.0,539.0,True,False,stop,False,True,7.88,9.62,4.0
True,2024-02-20 08:30:00,2024-02-20,77.75,5602.88,-638.0,208.0,True,False,stop,False,True,0.0,22.62,0.0
False,2024-02-16 09:30:00,2024-02-16,37.75,5622.88,-480.0,586.0,True,False,stop,False,True,7.88,5.62,1.0
True,2024-02-16 13:45:00,2024-02-16,41.75,5624.88,-1136.0,658.0,True,True,stop,False,True,12.62,8.88,0.0
False,2024-02-22 08:30:00,2024-02-22,95.5,5598.0,-10.0,514.0,True,False,stop,False,True,0.0,56.75,0.0
False,2024-02-29 08:30:00,2024-02-29,56.5,5686.5,-38.0,1111.0,True,True,stop,False,True,0.0,10.25,0.0
True,2024-02-29 09:00:00,2024-02-29,38.5,5677.5,-624.0,491.0,True,False,stop,False,True,18.25,16.25,6.0
False,2024-02-29 11:00:00,2024-02-29,35.5,5679.0,-504.0,542.0,True,False,stop,False,True,6.0,7.5,4.0
True,2024-03-05 08:30:00,2024-03-05,87.75,5705.12,-561.0,475.0,True,False,stop,False,True,7.62,11.12,2.0
False,2024-03-06 08:30:00,2024-03-06,94.75,5701.62,-247.0,1101.0,True,True,stop,False,True,0.0,11.88,0.0
True,2024-03-06 13:15:00,2024-03-06,71.5,5690.0,-882.0,774.0,True,True,target,True,True,54.75,0.25,11.0
False,2024-03-06 13:30:00,2024-03-06,36.0,5707.75,-677.0,660.0,True,False,stop,False,True,17.25,31.5,7.0
True,2024-03-08 11:45:00,2024-03-08,94.5,5737.0,-883.0,245.0,True,True,stop,False,True,7.75,12.25,0.0
False,2024-03-12 09:15:00,2024-03-12,71.25,5748.62,-451.0,667.0,True,False,stop,False,True,15.62,9.12,1.0
True,2024-03-08 14:00:00,2024-03-08,33.5,5729.75,-945.0,376.0,True,True,stop,False,True,16.25,10.0,1.0
False,2024-03-11 13:45:00,2024-03-11,62.5,5715.25,-393.0,417.0,True,False,stop,False,True,11.25,21.75,6.0
True,2024-03-12 08:45:00,2024-03-12,53.0,5710.5,-446.0,609.0,True,False,target,True,True,40.0,3.5,2.0
False,2024-03-12 09:00:00,2024-03-12,30.0,5722.0,-497.0,395.0,False,False,stop,False,True,0.0,16.75,0.0
