up,dt_entry,day,R_pts,hwb,entry_tick_low,entry_tick_high,conf400,conf800,outcome,target_first,resolved,mfe_pts,mae_pts,bars_to_out
True,2022-07-21 09:15:00,2022-07-21,30.25,4778.88,-816.0,664.0,True,True,stop,False,True,0.0,26.38,0.0
False,2022-07-21 09:45:00,2022-07-21,41.5,4773.25,-308.0,648.0,True,False,stop,False,True,7.0,8.25,0.0
True,2022-07-22 10:30:00,2022-07-22,86.0,4795.5,-942.0,381.0,True,True,stop,False,True,10.25,14.5,6.0
False,2022-07-25 11:45:00,2022-07-25,74.75,4801.12,-410.0,796.0,True,False,target,True,True,55.38,0.12,22.0
True,2022-07-25 12:45:00,2022-07-25,37.5,4782.5,-559.0,330.0,True,False,stop,False,True,4.75,5.75,2.0
False,2022-07-25 14:45:00,2022-07-25,33.0,4784.75,-392.0,597.0,True,False,stop,False,True,6.25,9.75,0.0
True,2022-07-26 08:30:00,2022-07-26,29.75,4783.12,-492.0,294.0,True,False,stop,False,True,0.0,17.38,0.0
False,2022-07-27 08:30:00,2022-07-27,62.5,4766.75,-142.0,1200.0,True,True,stop,False,True,0.0,24.25,0.0
False,2022-07-28 08:30:00,2022-07-28,28.75,4850.62,-450.0,746.0,True,False,stop,False,True,12.12,12.62,0.0
True,2022-07-28 08:45:00,2022-07-28,27.0,4849.75,-671.0,230.0,True,False,stop,False,True,0.0,31.25,0.0
False,2022-07-28 09:45:00,2022-07-28,46.5,4840.0,-264.0,625.0,True,False,stop,False,True,7.75,11.25,0.0
False,2022-07-29 10:45:00,2022-07-29,29.75,4930.62,-437.0,577.0,True,False,stop,False,True,6.88,3.88,1.0
True,2022-08-01 08:30:00,2022-08-01,50.5,4941.0,-950.0,365.0,True,True,stop,False,True,0.25,21.75,0.0
False,2022-08-01 08:45:00,2022-08-01,47.0,4942.75,-287.0,591.0,True,False,stop,False,True,7.25,10.25,0.0
True,2022-08-01 09:15:00,2022-08-01,44.5,4941.5,-700.0,264.0,True,False,stop,False,True,19.25,6.0,0.0
False,2022-08-01 09:30:00,2022-08-01,28.25,4949.62,-539.0,743.0,True,False,stop,False,True,10.88,6.88,0.0
True,2022-08-01 10:15:00,2022-08-01,34.0,4952.5,-799.0,734.0,True,False,stop,False,True,16.5,4.5,3.0
False,2022-08-01 13:45:00,2022-08-01,43.75,4947.62,-523.0,828.0,True,True,stop,False,True,13.12,6.12,2.0
True,2022-08-01 14:45:00,2022-08-01,28.0,4939.75,-703.0,595.0,True,False,stop,False,True,11.25,22.5,2.0
False,2022-08-02 09:30:00,2022-08-02,51.0,4928.25,-328.0,689.0,True,False,stop,False,True,5.75,8.25,0.0
True,2022-08-02 12:30:00,2022-08-02,62.5,4934.0,-974.0,628.0,True,True,stop,False,True,8.5,10.75,1.0
False,2022-08-03 08:30:00,2022-08-03,53.75,4938.38,-179.0,1195.0,True,True,stop,False,True,3.62,13.62,0.0
True,2022-08-05 08:30:00,2022-08-05,80.75,4951.88,-1390.0,85.0,True,True,stop,False,True,0.88,22.38,0.0
False,2022-08-04 09:45:00,2022-08-04,34.0,4975.25,-392.0,536.0,True,False,stop,False,True,14.5,5.25,5.0
True,2022-08-04 14:30:00,2022-08-04,26.0,4971.25,-493.0,315.0,True,False,stop,False,True,9.25,41.75,3.0
False,2022-08-05 09:00:00,2022-08-05,54.75,4956.88,-415.0,466.0,True,False,stop,False,True,5.12,16.88,0.0
True,2022-08-05 10:00:00,2022-08-05,46.0,4952.5,-685.0,405.0,True,False,stop,False,True,12.25,17.0,1.0
False,2022-08-05 11:45:00,2022-08-05,41.25,4954.88,-130.0,572.0,True,False,stop,False,True,4.12,11.12,1.0
True,2022-08-08 10:30:00,2022-08-08,76.0,4972.25,-921.0,260.0,True,True,stop,False,True,21.25,14.25,3.0
False,2022-08-10 08:30:00,2022-08-10,75.0,4972.75,-23.0,1561.0,True,True,stop,False,True,0.0,48.75,0.0
False,2022-08-12 08:30:00,2022-08-12,57.75,5053.88,-59.0,939.0,True,True,stop,False,True,6.38,8.12,0.0
False,2022-08-16 10:00:00,2022-08-16,26.0,5114.0,-347.0,477.0,True,False,stop,False,True,7.5,5.0,0.0
True,2022-08-16 13:30:00,2022-08-16,48.75,5125.38,-942.0,296.0,True,True,stop,False,True,19.62,11.62,1.0
False,2022-08-17 13:00:00,2022-08-17,72.5,5113.5,-714.0,912.0,True,True,stop,False,True,18.0,10.75,1.0
True,2022-08-17 14:00:00,2022-08-17,50.25,5102.38,-1112.0,563.0,True,True,stop,False,True,15.38,6.62,0.0
False,2022-08-18 10:15:00,2022-08-18,41.25,5106.88,-386.0,489.0,True,False,stop,False,True,7.62,4.88,1.0
True,2022-08-19 08:30:00,2022-08-19,31.5,5102.0,-1557.0,-249.0,True,True,stop,False,True,0.0,32.0,0.0
True,2022-08-23 09:30:00,2022-08-23,30.5,4968.75,-650.0,571.0,True,False,stop,False,True,10.75,4.0,0.0
False,2022-08-24 09:15:00,2022-08-24,40.5,4963.75,-165.0,788.0,True,False,stop,False,True,10.25,6.5,3.0
True,2022-08-24 11:30:00,2022-08-24,37.25,4962.12,-1203.0,-52.0,True,True,stop,False,True,11.38,4.62,0.0
False,2022-08-24 14:00:00,2022-08-24,26.5,4967.5,-293.0,572.0,True,False,stop,False,True,5.75,3.25,0.0
True,2022-08-25 10:15:00,2022-08-25,53.0,4980.75,-752.0,425.0,True,False,target,True,True,44.25,5.25,18.0
False,2022-08-25 12:30:00,2022-08-25,31.75,4991.38,-301.0,617.0,True,False,stop,False,True,2.12,5.12,0.0
True,2022-08-26 09:15:00,2022-08-26,53.0,5002.0,-1152.0,488.0,True,True,stop,False,True,16.0,29.5,0.0
True,2022-08-29 09:30:00,2022-08-29,29.75,4857.88,-874.0,331.0,True,True,stop,False,True,9.62,12.38,0.0
False,2022-08-29 10:30:00,2022-08-29,33.5,4856.0,-817.0,836.0,True,True,stop,False,True,9.75,6.75,0.0
True,2022-08-29 14:45:00,2022-08-29,47.0,4862.75,-893.0,635.0,True,True,stop,False,True,10.25,11.25,0.0
False,2022-08-31 08:45:00,2022-08-31,95.5,4838.5,-683.0,651.0,True,False,target,True,True,93.0,0.75,26.0
True,2022-08-30 11:30:00,2022-08-30,36.0,4808.75,-731.0,388.0,True,False,stop,False,True,6.25,4.75,0.0
False,2022-08-30 13:00:00,2022-08-30,40.0,4806.75,-745.0,736.0,True,False,stop,False,True,11.75,14.0,4.0
True,2022-08-31 09:15:00,2022-08-31,52.5,4813.0,-767.0,597.0,True,False,stop,False,True,5.75,8.0,0.0
False,2022-08-31 10:45:00,2022-08-31,45.25,4816.62,-416.0,530.0,True,False,target,True,True,36.88,3.12,11.0
True,2022-08-31 11:15:00,2022-08-31,25.75,4806.88,-779.0,526.0,True,False,stop,False,True,9.88,7.12,1.0
False,2022-08-31 14:00:00,2022-08-31,41.0,4799.25,-576.0,869.0,True,True,stop,False,True,17.0,7.0,1.0
True,2022-08-31 14:30:00,2022-08-31,27.5,4792.5,-739.0,791.0,True,False,stop,False,True,10.0,5.0,0.0
False,2022-09-01 13:15:00,2022-09-01,80.5,4766.0,-422.0,1074.0,True,True,stop,False,True,15.75,9.75,1.0
True,2022-09-02 12:00:00,2022-09-02,104.25,4777.88,-1060.0,296.0,True,True,stop,False,True,13.12,20.12,1.0
False,2022-09-02 09:15:00,2022-09-02,34.5,4812.75,-401.0,806.0,True,True,stop,False,True,0.0,16.5,0.0
True,2022-09-02 11:15:00,2022-09-02,46.0,4818.5,-1241.0,155.0,True,True,stop,False,True,12.25,8.0,0.0
False,2022-09-07 12:30:00,2022-09-07,113.25,4784.88,-164.0,843.0,True,True,stop,False,True,13.62,16.12,2.0
True,2022-09-06 08:45:00,2022-09-06,38.5,4747.5,-857.0,387.0,True,True,stop,False,True,4.5,17.25,0.0
False,2022-09-06 09:30:00,2022-09-06,57.75,4737.88,-846.0,963.0,True,True,stop,False,True,16.38,9.88,0.0
True,2022-09-06 11:15:00,2022-09-06,56.5,4737.25,-1028.0,482.0,True,True,stop,False,True,10.0,8.25,0.0
False,2022-09-06 13:00:00,2022-09-06,49.5,4740.75,-579.0,1057.0,True,True,stop,False,True,18.75,11.0,9.0
False,2022-09-08 08:45:00,2022-09-08,46.0,4788.0,-484.0,751.0,True,False,stop,False,True,4.75,13.0,0.0
True,2022-09-08 11:00:00,2022-09-08,68.0,4799.0,-1117.0,363.0,True,True,stop,False,True,22.0,21.25,0.0
False,2022-09-08 11:30:00,2022-09-08,58.0,4804.0,-325.0,852.0,True,True,stop,False,True,20.25,12.5,2.0
True,2022-09-13 08:30:00,2022-09-13,167.25,4858.62,-1741.0,203.0,True,True,stop,False,True,0.0,25.88,0.0
False,2022-09-12 11:30:00,2022-09-12,32.5,4926.0,-623.0,557.0,True,False,stop,False,True,8.0,7.0,2.0
True,2022-09-13 08:30:00,2022-09-13,28.75,4924.12,-1741.0,203.0,True,True,stop,False,True,0.0,91.38,0.0
True,2022-09-14 09:15:00,2022-09-14,37.0,4761.5,-872.0,539.0,True,True,stop,False,True,11.5,18.75,0.0
False,2022-09-14 09:45:00,2022-09-14,39.0,4760.5,-330.0,859.0,True,True,stop,False,True,0.0,20.25,0.0
True,2022-09-14 12:45:00,2022-09-14,44.75,4763.38,-873.0,783.0,True,True,stop,False,True,4.88,12.88,0.0
False,2022-09-14 14:45:00,2022-09-14,52.25,4759.62,-566.0,935.0,True,True,stop,False,True,10.62,12.88,0.0
True,2022-09-15 08:30:00,2022-09-15,39.0,4753.0,-1008.0,272.0,True,True,stop,False,True,8.75,8.0,0.0
False,2022-09-15 08:45:00,2022-09-15,27.5,4758.75,-449.0,779.0,True,False,stop,False,True,2.25,17.0,0.0
True,2022-09-15 09:15:00,2022-09-15,37.0,4763.5,-921.0,516.0,True,True,stop,False,True,15.5,13.25,0.0
False,2022-09-15 12:00:00,2022-09-15,58.0,4753.0,-363.0,988.0,True,True,stop,False,True,9.75,8.75,0.0
True,2022-09-15 13:00:00,2022-09-15,44.0,4746.0,-1160.0,561.0,True,True,stop,False,True,5.5,11.5,0.0
False,2022-09-19 14:00:00,2022-09-19,110.0,4713.0,-535.0,806.0,True,True,stop,False,True,17.75,18.5,4.0
True,2022-09-16 09:45:00,2022-09-16,38.25,4677.12,-795.0,696.0,True,False,stop,False,True,8.62,5.38,0.0
False,2022-09-16 13:15:00,2022-09-16,38.75,4676.88,-587.0,915.0,True,True,stop,False,True,12.88,6.12,0.0
True,2022-09-19 08:30:00,2022-09-19,42.75,4678.88,-1350.0,402.0,True,True,stop,False,True,3.12,21.12,0.0
False,2022-09-19 08:45:00,2022-09-19,42.5,4679.0,-466.0,609.0,True,False,stop,False,True,0.75,12.25,0.0
True,2022-09-19 10:30:00,2022-09-19,50.5,4683.0,-964.0,202.0,True,True,stop,False,True,6.25,8.0,2.0
False,2022-09-19 11:30:00,2022-09-19,33.25,4691.62,-630.0,923.0,True,True,stop,False,True,10.62,8.38,1.0
True,2022-09-20 08:30:00,2022-09-20,56.5,4703.25,-1652.0,-65.0,True,True,stop,False,True,0.0,31.5,0.0
False,2022-09-20 11:00:00,2022-09-20,68.0,4697.5,-502.0,738.0,True,False,stop,False,True,49.75,8.25,18.0
True,2022-09-20 11:30:00,2022-09-20,34.25,4680.62,-869.0,191.0,True,True,stop,False,True,2.38,5.88,0.0
False,2022-09-20 13:45:00,2022-09-20,50.0,4672.75,-677.0,1049.0,True,True,stop,False,True,16.5,8.75,2.0
True,2022-09-21 13:00:00,2022-09-21,61.75,4678.62,-919.0,233.0,True,True,stop,False,True,0.0,37.38,0.0
False,2022-09-21 13:30:00,2022-09-21,68.75,4675.12,-977.0,1281.0,True,True,stop,False,True,31.62,45.38,0.0
True,2022-09-21 14:00:00,2022-09-21,89.0,4685.25,-1147.0,956.0,True,True,stop,False,True,31.75,25.0,0.0
True,2022-09-22 09:30:00,2022-09-22,23.0,4588.0,-850.0,737.0,True,True,stop,False,True,7.75,6.0,0.0
False,2022-09-22 10:45:00,2022-09-22,31.5,4583.75,-846.0,839.0,True,True,stop,False,True,8.5,4.0,0.0
True,2022-09-22 11:30:00,2022-09-22,26.25,4581.12,-779.0,545.0,True,False,stop,False,True,12.12,4.88,2.0
False,2022-09-22 13:30:00,2022-09-22,23.5,4582.5,-827.0,554.0,True,False,stop,False,True,9.0,8.0,1.0
True,2022-09-22 15:00:00,2022-09-22,38.75,4590.12,-262.0,408.0,False,False,stop,False,True,0.0,17.88,0.0
True,2022-09-23 12:15:00,2022-09-23,23.75,4492.38,-984.0,570.0,True,True,stop,False,True,11.88,2.88,0.0
False,2022-09-23 14:00:00,2022-09-23,39.5,4484.5,-825.0,1157.0,True,True,stop,False,True,18.5,8.75,0.0
True,2022-09-26 10:15:00,2022-09-26,53.5,4491.5,-973.0,377.0,True,True,stop,False,True,16.5,15.25,4.0
False,2022-09-26 08:45:00,2022-09-26,25.25,4505.62,-709.0,557.0,True,False,stop,False,True,1.88,13.38,0.0
True,2022-09-26 09:45:00,2022-09-26,42.0,4514.0,-883.0,759.0,True,True,stop,False,True,12.0,14.75,1.0
False,2022-09-26 14:45:00,2022-09-26,73.0,4498.5,-1016.0,937.0,True,True,stop,False,True,32.0,39.0,2.0
True,2022-09-26 15:00:00,2022-09-26,39.5,4481.75,-614.0,46.0,True,False,stop,False,True,0.0,15.25,0.0
False,2022-09-27 08:30:00,2022-09-27,35.0,4484.0,-91.0,1624.0,True,True,stop,False,True,0.0,53.5,0.0
True,2022-09-27 09:00:00,2022-09-27,71.0,4502.0,-990.0,565.0,True,True,stop,False,True,16.25,11.25,0.0
False,2022-09-27 09:30:00,2022-09-27,46.75,4514.12,-765.0,830.0,True,True,stop,False,True,13.88,8.12,1.0
True,2022-09-27 10:00:00,2022-09-27,31.5,4506.5,-783.0,875.0,True,False,stop,False,True,11.25,26.75,1.0
False,2022-09-28 08:45:00,2022-09-28,82.5,4481.0,-377.0,774.0,True,False,stop,False,True,18.25,15.75,2.0
True,2022-09-27 14:30:00,2022-09-27,38.0,4458.75,-1032.0,724.0,True,True,stop,False,True,6.0,6.5,0.0
False,2022-09-27 14:45:00,2022-09-27,25.5,4465.0,-886.0,797.0,True,False,stop,False,True,7.75,7.25,0.0
True,2022-09-29 08:30:00,2022-09-29,103.5,4504.0,-1749.0,-410.0,True,True,stop,False,True,0.0,40.75,0.0
True,2022-09-29 11:15:00,2022-09-29,41.25,4456.38,-896.0,524.0,True,True,stop,False,True,11.38,4.88,2.0
False,2022-09-29 14:30:00,2022-09-29,50.5,4451.75,-645.0,1158.0,True,True,stop,False,True,10.5,10.5,0.0
True,2022-09-30 08:30:00,2022-09-30,40.5,4446.75,-657.0,851.0,True,False,stop,False,True,11.25,15.75,0.0
False,2022-09-30 08:45:00,2022-09-30,36.0,4449.0,-510.0,932.0,True,True,stop,False,True,13.0,17.5,0.0
True,2022-09-30 10:45:00,2022-09-30,58.0,4460.0,-863.0,381.0,True,True,stop,False,True,8.25,10.0,1.0
False,2022-10-03 08:45:00,2022-10-03,89.25,4444.38,-400.0,705.0,True,False,stop,False,True,14.38,22.38,1.0
False,2022-10-04 08:30:00,2022-10-04,25.75,4503.38,30.0,1736.0,True,True,stop,False,True,0.0,73.38,0.0
True,2022-10-05 09:15:00,2022-10-05,116.5,4548.75,-903.0,422.0,True,True,stop,False,True,75.75,53.75,51.0
False,2022-10-04 12:45:00,2022-10-04,36.0,4589.0,-464.0,965.0,True,True,stop,False,True,5.75,9.25,0.0
True,2022-10-05 08:30:00,2022-10-05,42.25,4592.12,-1763.0,84.0,True,True,stop,False,True,0.0,29.38,0.0
False,2022-10-05 11:00:00,2022-10-05,74.75,4575.88,-809.0,992.0,True,True,stop,False,True,24.12,14.12,3.0
True,2022-10-06 09:00:00,2022-10-06,86.0,4581.5,-996.0,250.0,True,True,stop,False,True,9.75,15.5,0.0
False,2022-10-06 08:45:00,2022-10-06,42.5,4603.25,-754.0,519.0,True,False,stop,False,True,14.75,7.75,0.0
True,2022-10-06 09:00:00,2022-10-06,29.0,4596.5,-996.0,250.0,True,True,stop,False,True,0.0,30.5,0.0
False,2022-10-06 09:45:00,2022-10-06,48.5,4586.75,-573.0,983.0,True,True,stop,False,True,14.75,7.0,0.0
True,2022-10-06 11:00:00,2022-10-06,36.0,4580.5,-834.0,365.0,True,True,stop,False,True,0.0,11.0,0.0
False,2022-10-06 11:30:00,2022-10-06,30.75,4583.12,-561.0,956.0,True,True,stop,False,True,7.38,5.38,0.0
True,2022-10-06 12:00:00,2022-10-06,24.25,4579.88,-805.0,768.0,True,True,stop,False,True,6.62,4.12,0.0
True,2022-10-07 10:00:00,2022-10-07,24.0,4487.25,-896.0,747.0,True,True,stop,False,True,11.5,8.75,1.0
False,2022-10-10 08:30:00,2022-10-10,62.25,4468.12,-585.0,772.0,True,False,target,True,True,47.62,1.88,6.0
True,2022-10-10 08:45:00,2022-10-10,33.0,4453.5,-609.0,706.0,True,False,stop,False,True,11.25,10.5,0.0
False,2022-10-10 12:45:00,2022-10-10,65.5,4437.25,-433.0,1185.0,True,True,stop,False,True,14.5,14.25,0.0
True,2022-10-10 13:15:00,2022-10-10,47.0,4428.0,-926.0,556.0,True,True,stop,False,True,19.5,30.5,8.0
False,2022-10-11 10:00:00,2022-10-11,66.75,4418.12,-671.0,1132.0,True,True,stop,False,True,16.62,17.38,2.0
True,2022-10-11 13:45:00,2022-10-11,73.0,4421.25,-1325.0,28.0,True,True,stop,False,True,12.75,23.0,0.0
False,2022-10-12 08:30:00,2022-10-12,74.25,4420.62,-789.0,662.0,True,False,target,True,True,114.12,4.62,27.0
True,2022-10-12 09:15:00,2022-10-12,41.75,4404.38,-1024.0,760.0,True,True,stop,False,True,10.62,7.38,0.0
False,2022-10-12 09:30:00,2022-10-12,28.25,4411.12,-763.0,906.0,True,True,stop,False,True,10.38,7.62,0.0
True,2022-10-12 11:15:00,2022-10-12,28.0,4411.0,-820.0,608.0,True,True,stop,False,True,5.25,4.0,0.0
False,2022-10-12 13:15:00,2022-10-12,27.75,4411.12,-735.0,966.0,True,True,stop,False,True,6.12,8.38,0.0
True,2022-10-12 13:45:00,2022-10-12,23.5,4409.0,-981.0,362.0,True,True,stop,False,True,5.5,8.0,0.0
False,2022-10-13 09:00:00,2022-10-13,114.25,4363.62,-540.0,875.0,True,True,stop,False,True,24.12,32.38,4.0
False,2022-10-13 09:45:00,2022-10-13,24.0,4355.0,-497.0,998.0,True,True,stop,False,True,0.5,17.75,0.0
True,2022-10-14 11:15:00,2022-10-14,137.0,4411.5,-746.0,910.0,True,False,target,True,True,170.25,15.75,43.0
False,2022-10-13 11:00:00,2022-10-13,38.0,4461.0,-999.0,1082.0,True,True,stop,False,True,18.75,5.5,0.0
True,2022-10-13 11:15:00,2022-10-13,24.5,4454.25,-1004.0,563.0,True,True,stop,False,True,0.0,18.25,0.0
False,2022-10-13 11:30:00,2022-10-13,30.5,4451.25,-727.0,938.0,True,True,stop,False,True,13.75,7.5,0.0
True,2022-10-14 09:00:00,2022-10-14,56.25,4464.12,-1048.0,625.0,True,True,stop,False,True,29.38,20.88,0.0
False,2022-10-13 13:30:00,2022-10-13,25.5,4479.5,-547.0,765.0,True,False,stop,False,True,11.5,4.5,0.0
True,2022-10-13 14:30:00,2022-10-13,35.5,4484.5,-1097.0,736.0,True,True,stop,False,True,9.25,7.0,0.0
False,2022-10-13 14:45:00,2022-10-13,24.75,4489.88,-755.0,855.0,True,True,stop,False,True,6.38,9.62,0.0
True,2022-10-14 08:45:00,2022-10-14,52.25,4503.62,-719.0,592.0,True,False,stop,False,True,0.0,17.38,0.0
False,2022-10-17 08:30:00,2022-10-17,100.25,4479.62,-283.0,1965.0,True,True,stop,False,True,13.62,21.12,0.0
True,2022-10-14 10:15:00,2022-10-14,31.75,4445.38,-963.0,861.0,True,True,stop,False,True,4.12,13.12,0.0
False,2022-10-17 08:30:00,2022-10-17,51.25,4435.62,-283.0,1965.0,True,True,stop,False,True,0.0,65.12,0.0
True,2022-10-14 11:45:00,2022-10-14,23.75,4421.88,-1008.0,277.0,True,True,stop,False,True,9.88,5.38,0.0
False,2022-10-17 08:30:00,2022-10-17,38.0,4414.75,-283.0,1965.0,True,True,stop,False,True,0.0,86.0,0.0
False,2022-10-17 10:30:00,2022-10-17,34.25,4489.88,-310.0,944.0,True,True,stop,False,True,2.38,9.38,0.0
True,2022-10-18 10:00:00,2022-10-18,109.0,4527.25,-1098.0,781.0,True,True,stop,False,True,19.5,19.5,1.0
False,2022-10-18 12:30:00,2022-10-18,80.0,4541.75,-442.0,848.0,True,True,stop,False,True,34.0,11.5,10.0
True,2022-10-18 12:00:00,2022-10-18,39.5,4521.5,-1090.0,805.0,True,True,target,True,True,29.5,3.25,3.0
False,2022-10-18 12:15:00,2022-10-18,23.0,4529.75,-695.0,913.0,True,True,stop,False,True,1.5,10.0,0.0
True,2022-10-18 13:30:00,2022-10-18,32.75,4534.62,-1178.0,488.0,True,True,stop,False,True,12.12,19.88,0.0
False,2022-10-18 14:30:00,2022-10-18,43.25,4529.38,-764.0,1044.0,True,True,stop,False,True,8.12,7.62,0.0
True,2022-10-19 08:30:00,2022-10-19,45.5,4530.5,-1484.0,49.0,True,True,stop,False,True,5.75,18.5,0.0
False,2022-10-19 09:15:00,2022-10-19,48.25,4529.12,-158.0,806.0,True,True,stop,False,True,1.88,15.88,0.0
True,2022-10-19 09:45:00,2022-10-19,40.25,4525.12,-887.0,208.0,True,True,stop,False,True,9.38,5.38,0.0
False,2022-10-19 14:15:00,2022-10-19,64.0,4513.25,-833.0,823.0,True,True,stop,False,True,14.25,12.5,3.0
True,2022-10-20 08:30:00,2022-10-20,44.5,4503.5,-671.0,345.0,True,False,stop,False,True,8.5,8.75,0.0
False,2022-10-20 08:45:00,2022-10-20,31.0,4510.25,-508.0,627.0,True,False,stop,False,True,3.75,13.25,0.0
True,2022-10-20 11:00:00,2022-10-20,57.75,4523.62,-1105.0,242.0,True,True,stop,False,True,5.62,13.88,0.0
False,2022-10-21 08:45:00,2022-10-21,92.5,4506.25,-549.0,633.0,True,False,stop,False,True,20.25,25.5,1.0
True,2022-10-21 09:30:00,2022-10-21,71.75,4495.88,-1047.0,529.0,True,True,stop,False,True,13.88,13.62,2.0
False,2022-10-21 10:30:00,2022-10-21,49.5,4507.0,-759.0,850.0,True,True,stop,False,True,6.0,12.5,0.0
False,2022-10-24 09:30:00,2022-10-24,57.0,4584.75,-826.0,711.0,True,False,stop,False,True,18.0,9.0,1.0
True,2022-10-27 15:00:00,2022-10-27,122.5,4617.5,-251.0,-72.0,False,False,stop,False,True,10.5,37.0,0.0
False,2022-10-26 09:00:00,2022-10-26,40.0,4658.75,-414.0,849.0,True,True,stop,False,True,15.75,9.0,0.0
True,2022-10-26 11:45:00,2022-10-26,63.25,4670.38,-1001.0,86.0,True,True,stop,False,True,14.12,7.62,1.0
False,2022-10-27 09:15:00,2022-10-27,61.25,4671.38,-209.0,650.0,True,False,target,True,True,45.12,3.88,8.0
True,2022-10-27 08:45:00,2022-10-27,27.5,4654.5,-737.0,389.0,True,False,stop,False,True,5.25,24.5,0.0
False,2022-10-27 09:00:00,2022-10-27,38.25,4649.12,-522.0,883.0,True,True,stop,False,True,16.12,18.38,0.0
True,2022-10-27 09:45:00,2022-10-27,45.25,4652.62,-774.0,461.0,True,False,stop,False,True,8.62,6.12,0.0
False,2022-10-27 12:00:00,2022-10-27,49.25,4650.62,-413.0,876.0,True,True,target,True,True,70.12,2.12,12.0
True,2022-10-27 12:30:00,2022-10-27,26.75,4639.38,-450.0,390.0,True,False,stop,False,True,3.62,7.38,1.0
False,2022-10-28 08:30:00,2022-10-28,72.25,4616.62,-296.0,628.0,True,False,stop,False,True,0.0,37.88,0.0
True,2022-11-02 08:30:00,2022-11-02,140.5,4650.75,-617.0,231.0,True,False,stop,False,True,60.75,37.75,21.0
False,2022-10-31 10:15:00,2022-10-31,44.25,4698.88,-330.0,748.0,True,False,stop,False,True,11.38,10.12,2.0
True,2022-10-31 11:00:00,2022-10-31,32.25,4692.88,-670.0,627.0,True,False,stop,False,True,5.12,4.38,0.0
False,2022-10-31 14:30:00,2022-10-31,29.25,4694.38,-566.0,513.0,True,False,stop,False,True,5.38,5.38,0.0
True,2022-11-01 08:45:00,2022-11-01,49.0,4704.25,-437.0,446.0,True,False,stop,False,True,18.0,29.25,1.0
False,2022-11-02 13:00:00,2022-11-02,71.75,4692.88,-511.0,1084.0,True,True,stop,False,True,48.88,11.12,0.0
True,2022-11-01 11:15:00,2022-11-01,27.75,4670.88,-733.0,697.0,True,False,stop,False,True,4.38,4.12,0.0
False,2022-11-02 12:45:00,2022-11-02,47.25,4661.12,-450.0,632.0,True,False,stop,False,True,17.12,42.88,1.0
True,2022-11-02 13:30:00,2022-11-02,66.5,4670.75,-1133.0,1113.0,True,True,stop,False,True,40.75,25.25,0.0
True,2022-11-02 14:15:00,2022-11-02,42.75,4634.38,-1178.0,437.0,True,True,stop,False,True,0.38,48.62,0.0
False,2022-11-04 08:30:00,2022-11-04,147.0,4582.25,-523.0,1472.0,True,True,stop,False,True,39.5,19.75,3.0
True,2022-11-03 10:30:00,2022-11-03,49.5,4533.5,-780.0,523.0,True,False,target,True,True,61.0,3.5,19.0
False,2022-11-03 10:45:00,2022-11-03,27.0,4544.75,-709.0,654.0,True,False,stop,False,True,10.0,4.0,0.0
True,2022-11-03 12:30:00,2022-11-03,31.75,4547.12,-646.0,451.0,True,False,stop,False,True,5.38,3.88,1.0
False,2022-11-04 08:30:00,2022-11-04,33.0,4546.5,-523.0,1472.0,True,True,stop,False,True,0.0,48.0,0.0
True,2022-11-04 08:45:00,2022-11-04,64.5,4562.25,-495.0,626.0,True,False,stop,False,True,10.75,19.5,0.0
False,2022-11-04 09:00:00,2022-11-04,51.75,4568.62,-434.0,915.0,True,True,stop,False,True,0.88,20.12,0.0
True,2022-11-04 10:15:00,2022-11-04,67.25,4576.38,-1143.0,312.0,True,True,stop,False,True,7.38,14.88,0.0
False,2022-11-04 14:00:00,2022-11-04,89.0,4565.5,-488.0,730.0,True,False,stop,False,True,9.25,14.0,2.0
True,2022-11-04 11:30:00,2022-11-04,29.5,4535.75,-1151.0,615.0,True,True,stop,False,True,14.25,8.0,0.0
False,2022-11-04 13:15:00,2022-11-04,30.75,4535.12,-462.0,823.0,True,True,stop,False,True,11.88,10.88,0.0
False,2022-11-07 09:00:00,2022-11-07,28.25,4589.88,-482.0,571.0,True,False,stop,False,True,9.12,7.38,0.0
True,2022-11-07 09:30:00,2022-11-07,28.75,4590.12,-646.0,545.0,True,False,stop,False,True,1.88,7.38,0.0
False,2022-11-07 11:15:00,2022-11-07,26.25,4591.38,-403.0,578.0,True,False,stop,False,True,6.38,9.38,3.0
True,2022-11-08 12:45:00,2022-11-08,93.25,4624.88,-956.0,606.0,True,True,stop,False,True,20.62,24.12,2.0
False,2022-11-08 14:00:00,2022-11-08,74.25,4634.38,-679.0,999.0,True,True,stop,False,True,8.88,15.38,1.0
True,2022-11-09 08:30:00,2022-11-09,64.0,4629.25,-1040.0,229.0,True,True,stop,False,True,0.0,25.5,0.0
False,2022-11-10 08:30:00,2022-11-10,61.75,4630.38,-17.0,1798.0,True,True,stop,False,True,0.0,73.62,0.0
True,2022-11-09 09:30:00,2022-11-09,30.75,4614.88,-1055.0,397.0,True,True,stop,False,True,3.88,15.38,0.0
False,2022-11-09 10:00:00,2022-11-09,37.5,4611.5,-357.0,973.0,True,True,stop,False,True,11.25,10.0,2.0
True,2022-11-09 11:00:00,2022-11-09,28.75,4607.12,-801.0,262.0,True,True,stop,False,True,4.62,4.38,0.0
False,2022-11-10 08:30:00,2022-11-10,67.0,4588.0,-17.0,1798.0,True,True,stop,False,True,0.0,116.0,0.0
