Assembly,Type,Kind,Member,MemberType,Access
"NinjaTrader.Gui","NinjaTrader.Gui.Tools.GuiEnumZeroLastConverter","Property","Comparer","IComparer","nonpublic"
"NinjaTrader.Gui","NinjaTrader.Gui.Tools.GuiEnumZeroLastConverter","Field","comparer","ZeroLastComparer","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","Pp6MIr9M3x","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","lHc2oVKAKp","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","YLP2H7VWAH","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","YlIjuvco1j","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","snojfCLHVr","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","zHV6rBwAbe","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","Frh6bXslq0","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","nwC6qnLByp","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","BxxPBCum2Y","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","rGDPnVpGvu","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","cQIPwZdPHl","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","f63SlpHDGB","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Field","oSESGx7vcw","FopKFJMZFe3b6oLaf0b","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Method","Invoke","String","public"
"LT_Zerolag_Oscillator_NT8_v30","FopKFJMZFe3b6oLaf0b","Method","HDbYXwxi9","String","public"
"LT_Zerolag_Oscillator_NT8_v30","yNZYje4YYiCMZ9C9AeU","Field","Jl04M5K5Ve","yNZYje4YYiCMZ9C9AeU","nonpublic"
"LT_Zerolag_Oscillator_NT8_v30","yNZYje4YYiCMZ9C9AeU","Method","Invoke","IChartObject","public"
"LT_Zerolag_Oscillator_NT8_v30","yNZYje4YYiCMZ9C9AeU","Method","HDbYXwxi9","IChartObject","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","GroupTicks","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","DisplayName","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","CalculationMode","CalcMode","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","SpreadHandling","SpreadPolicy","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ReconstructionWindowMs","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","HistoricalBarsCount","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","FontSize","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","NormalTextColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","NormalTextColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ShowPOCOutline","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","POCColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","POCColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ShowHistoricalBars","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ShowVolumeNumbers","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","VolumeDisplayFormat","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","FootprintOffsetRight","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","AutoScaleWithZoom","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ScaleFactor","Double","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ImbalanceRatio","Double","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","BidImbalanceColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","BidImbalanceColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","AskImbalanceColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","AskImbalanceColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ShowStackedImbalances","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","MinStackedImbalanceCount","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","StackedBidImbalanceColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","StackedBidImbalanceColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","StackedAskImbalanceColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","StackedAskImbalanceColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","StackedImbalanceOpacity","Double","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ShowDeltaHistogram","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","HistogramWidth","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","HistogramOffset","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","HistogramThickness","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","HistogramPositiveColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","HistogramPositiveColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","HistogramNegativeColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","HistogramNegativeColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ShowTotalDelta","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","DeltaOffsetBelow","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","DeltaFontSize","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","PositiveDeltaColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","PositiveDeltaColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","NegativeDeltaColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","NegativeDeltaColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","NeutralDeltaColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","NeutralDeltaColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ShowDeltaBackground","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","BidColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","BidColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","AskColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","AskColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","DeltaOpacity","Double","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","EnablePriceGrouping","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","CustomTickMultiplier","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","MinVolumeFilter","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","MaxPriceLevels","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","ShowMiniCandles","Boolean","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","MiniCandleStyle","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","CandleWidth","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","CandleOffsetLeft","Int32","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","BullishCandleColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","BullishCandleColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","BearishCandleColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","BearishCandleColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","WickColor","Brush","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Property","WickColorSerialize","String","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","bars","Dictionary`2","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","cur","BarFootprint","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","lastBid","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","lastAsk","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","lastTradeRaw","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","lastTradeRounded","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","lastAggressorBid","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","lastTradeTime","DateTime","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","recon","TapeReconstructor","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","nativeTickSize","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","customTickSize","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","textFormat","TextFormat","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","deltaTextFormat","TextFormat","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","bidBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","askBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","deltaBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","pocBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","neutralBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","backgroundBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","candleBullishBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","candleBearishBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","wickBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","histogramPositiveBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","histogramNegativeBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","bidImbalanceBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","askImbalanceBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","normalTextBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","totalDeltaPositiveBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","totalDeltaNegativeBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","totalDeltaNeutralBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","stackedBidImbalanceBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","stackedAskImbalanceBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","watermarkTextFormat","TextFormat","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","watermarkBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","resourcesNeedRecreation","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<CalculationMode>k__BackingField","CalcMode","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<SpreadHandling>k__BackingField","SpreadPolicy","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ReconstructionWindowMs>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<HistoricalBarsCount>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<FontSize>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<NormalTextColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ShowPOCOutline>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<POCColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ShowHistoricalBars>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ShowVolumeNumbers>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<VolumeDisplayFormat>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<FootprintOffsetRight>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<AutoScaleWithZoom>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ScaleFactor>k__BackingField","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ImbalanceRatio>k__BackingField","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<BidImbalanceColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<AskImbalanceColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ShowStackedImbalances>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<MinStackedImbalanceCount>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<StackedBidImbalanceColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<StackedAskImbalanceColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<StackedImbalanceOpacity>k__BackingField","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ShowDeltaHistogram>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<HistogramWidth>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<HistogramOffset>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<HistogramThickness>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<HistogramPositiveColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<HistogramNegativeColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ShowTotalDelta>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<DeltaOffsetBelow>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<DeltaFontSize>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<PositiveDeltaColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<NegativeDeltaColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<NeutralDeltaColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ShowDeltaBackground>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<BidColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<AskColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<DeltaOpacity>k__BackingField","Double","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<EnablePriceGrouping>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<CustomTickMultiplier>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<MinVolumeFilter>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<MaxPriceLevels>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<ShowMiniCandles>k__BackingField","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<MiniCandleStyle>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<CandleWidth>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<CandleOffsetLeft>k__BackingField","Int32","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<BullishCandleColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<BearishCandleColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Field","<WickColor>k__BackingField","Brush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","OnStateChange","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","InitializeData","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","OnRenderTargetChanged","Void","public"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","DisposeResources","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","SafeDispose","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","OnMarketData","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","AddVolumeToBar","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","CalculateTotalDelta","Int64","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","OnBarUpdate","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","OnRender","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","AreResourcesValid","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","InitializeRenderingResources","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","CreateSolidBrush","SolidColorBrush","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","CalculateScalingMultiplier","Single","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","IsBrushValid","Boolean","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","RenderBarFootprint","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","GetGroupedCell","VolumeCell","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","RenderDeltaBackground","Void","nonpublic"
"Hameral Order Flow Basic Pack","NinjaTrader.NinjaScript.Indicators.HameralBasicFootprint","Method","GetImbalanceBrush","SolidColorBrush","nonpublic"
