Assembly,Type,Kind,Member,MemberType,Access
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","RenderTargetChanged","Void","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","CalcLevelStopTime","DateTime","nonpublic"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","HideLevelsUI","Void","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","OnMouseMove","Void","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","OnMouseDown","Void","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","OnMouseUp","Void","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","OnMouseDoubleClick","Void","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","OnKeyDown","Void","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","OnKeyUp","Void","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","CreateLevel","LevelBase","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","VisualsAtPosition","Void","public"
"MZpack.NT8","MZpack.LevelsBaseMVC","Method","svtJDXOZtr","Void","nonpublic"
"MZpack.NT8","MZpack.LevelsBaseMVC+<>c","Field","WiBu1pZuVS","<>c","public"
"MZpack.NT8","MZpack.LevelsBaseMVC+<>c","Field","JmNuERGTTs","Func`2","public"
"MZpack.NT8","MZpack.LevelsBaseMVC+<>c","Method","HpAutog6VT","Boolean","nonpublic"
"MZpack.NT8","MZpack.LevelsBaseMVC+<>c__DisplayClass23_0","Field","CciuZ34DhP","LevelBase","public"
"MZpack.NT8","MZpack.LevelsBaseMVC+<>c__DisplayClass23_0","Method","WfyuBhPV6T","Boolean","nonpublic"
"MZpack.NT8","MZpack.MarketDepthFilteringMode","Field","value__","Int32","public"
"MZpack.NT8","MZpack.MarketDepthFilteringMode","Field","Percentage","MarketDepthFilteringMode","public"
"MZpack.NT8","MZpack.MarketDepthFilteringMode","Field","Absolute","MarketDepthFilteringMode","public"
"MZpack.NT8","MZpack.MarketDepthFilteringMode","Field","AdaptiveLess","MarketDepthFilteringMode","public"
"MZpack.NT8","MZpack.MarketDepthFilteringMode","Field","AdaptiveMore","MarketDepthFilteringMode","public"
"MZpack.NT8","MZpack.OverallLiquidityMigrationMethod","Field","value__","Int32","public"
"MZpack.NT8","MZpack.OverallLiquidityMigrationMethod","Field","Discrete","OverallLiquidityMigrationMethod","public"
"MZpack.NT8","MZpack.OverallLiquidityMigrationMethod","Field","Totals","OverallLiquidityMigrationMethod","public"
"MZpack.NT8","MZpack.OverallLiquidityMigrationType","Field","value__","Int32","public"
"MZpack.NT8","MZpack.OverallLiquidityMigrationType","Field","OfferBid","OverallLiquidityMigrationType","public"
"MZpack.NT8","MZpack.OverallLiquidityMigrationType","Field","OfferBidDelta","OverallLiquidityMigrationType","public"
"MZpack.NT8","MZpack.OverallLiquidityMigrationType","Field","BidOfferDelta","OverallLiquidityMigrationType","public"
"MZpack.NT8","MZpack.OverallLiquidityMigrationType","Field","OBI","OverallLiquidityMigrationType","public"
"MZpack.NT8","MZpack.LiquidityMigrationPlot","Field","value__","Int32","public"
"MZpack.NT8","MZpack.LiquidityMigrationPlot","Field","Line","LiquidityMigrationPlot","public"
"MZpack.NT8","MZpack.LiquidityMigrationPlot","Field","Candle","LiquidityMigrationPlot","public"
"MZpack.NT8","MZpack.LiquidityMigrationPlotsPosition","Field","value__","Int32","public"
"MZpack.NT8","MZpack.LiquidityMigrationPlotsPosition","Field","Top","LiquidityMigrationPlotsPosition","public"
"MZpack.NT8","MZpack.LiquidityMigrationPlotsPosition","Field","Bottom","LiquidityMigrationPlotsPosition","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","Width","Single","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","MaxVolume","Int64","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","MaxUnderExtremeVolume","Int64","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","DisplayVolume","Int64","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","RealtimeDisplayVolume","Int64","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","ExtremeVolume","Int64","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","OrderBook","OrderBookBase","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","Blocks","Dictionary`2","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","OverallLiquidity","LiquidityChartBase","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","Migrations","LiquidityChartBase","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","QuantativeDepth","QuantativeDepth","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Property","OnQuantativeDepthIntervalHandler","OnQuantativeDepthIntervalDelegate","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","Adx8EiOp8h","Int64","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","v198B0m189","Int64","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","ylm8ZDdMcU","Int64","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","Dlj8palpi8","Int64","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","zc08dcrROx","Int64","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","A7j8soKRkV","OrderBookBase","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","zkK8ADRE5J","Dictionary`2","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","u3687muiDt","LiquidityChartBase","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","XHg8ncSIq4","LiquidityChartBase","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","iGK8JUYfcE","QuantativeDepth","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","VXM889GhG8","OnQuantativeDepthIntervalDelegate","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","_lastMigrationBarIdx","Int32","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","blocksGrid","SortedDictionary`2","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","imbalance","BinaryLineBase[]","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","DwM83aCALF","Boolean","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","o3t89LWhom","Int64","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","oGM8u8Xpmc","Int32","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","CqX8xZIH5P","Boolean","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","K7c8qhDSGV","Boolean","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","REALTIME_DOM","Int32","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","HISTORICAL_DOM","Int32","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","bk782KmPL6","Int32","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","jsD8G4FA7g","Boolean","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Field","REMOVE_BLOCKS_GRANULARITY","Int32","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","Dispose","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","PropertyChangedEventHandler","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","RefreshModel","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","RefreshView","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","ErM8NOQk9m","Int64","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","AYq8H4beM5","Int64","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","XfS8eCq7bb","Int64","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","DrawImbalance","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","Render","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","OptimizedRender","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","GetViewItemsCount","Int32","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","fUD8rA5S1i","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","RenderHistorgram","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","RenderCumulative","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","YVe8TLsxCf","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","RenderCumulative","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","RenderHistorgram","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","OnCalculateMinMax","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","OnQuote","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","OnExecution","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","OnMarketDepth","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","QuantativeDepthTimerElapsed","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","UpdateImbalance","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","UpdateOverallLiquidity","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","UpdateLiquidityMigration","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","CreateBarOverallLiquidity","IBarLiquidity","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","CreateBarLiquidityMigration","IBarLiquidity","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","GetMaximalDepthPrice","Double","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","GetMinimalDepthPrice","Double","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","GetPriceFromBestBid","Double","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","GetPriceFromBestAsk","Double","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","AddBlock","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","RemoveBlock","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","PDC8PxEB01","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","OnInsert","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","X3M8agOojP","IMarketDepthBlock","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","CreateAddBlock","MarketDepthBlockBase","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","OnUpdate","Int64","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","OnRemove","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","aga8veYBu0","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","EaV8KTYGaG","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","TrimBlock","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","VFU8lsn4H1","Void","nonpublic"
"MZpack.NT8","MZpack.MarketDepthBaseMVC","Method","VisualsAtPosition","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC+OnQuantativeDepthIntervalDelegate","Method","Invoke","Void","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC+OnQuantativeDepthIntervalDelegate","Method","BeginInvoke","IAsyncResult","public"
"MZpack.NT8","MZpack.MarketDepthBaseMVC+OnQuantativeDepthIntervalDelegate","Method","EndInvoke","Void","public"
"MZpack.NT8","MZpack.OrderBookDelta","Property","Price","Double","public"
"MZpack.NT8","MZpack.OrderBookDelta","Property","Open","Int64","public"
"MZpack.NT8","MZpack.OrderBookDelta","Property","Current","Int64","public"
"MZpack.NT8","MZpack.OrderBookDelta","Property","Delta","Int64","public"
"MZpack.NT8","MZpack.OrderBookDelta","Property","MaxDelta","Int64","public"
"MZpack.NT8","MZpack.OrderBookDelta","Property","MinDelta","Int64","public"
"MZpack.NT8","MZpack.OrderBookDelta","Field","lJu8RGq6oE","Double","nonpublic"
"MZpack.NT8","MZpack.OrderBookDelta","Field","LhE8fvDGJG","Int64","nonpublic"
"MZpack.NT8","MZpack.OrderBookDelta","Field","W4L8VPU7N9","Int64","nonpublic"
"MZpack.NT8","MZpack.OrderBookDelta","Field","XLp8S96Ltt","Int64","nonpublic"
"MZpack.NT8","MZpack.OrderBookDelta","Field","m3f8jnnxmW","Int64","nonpublic"
"MZpack.NT8","MZpack.OrderBookDelta","Method","Update","Void","public"
"MZpack.NT8","MZpack.OrderBookBase","Property","Time","DateTime","public"
"MZpack.NT8","MZpack.OrderBookBase","Property","MarketDepth","Int32","public"
"MZpack.NT8","MZpack.OrderBookBase","Property","RealMarketDepth","Int32","public"
"MZpack.NT8","MZpack.OrderBookBase","Property","MultipleMarketMaker","Boolean","public"
"MZpack.NT8","MZpack.OrderBookBase","Property","Result","MarketDepthResult","public"
"MZpack.NT8","MZpack.OrderBookBase","Property","Rows","List`1[]","public"
"MZpack.NT8","MZpack.OrderBookBase","Property","BestBid","Double","public"
"MZpack.NT8","MZpack.OrderBookBase","Property","BestOffer","Double","public"
"MZpack.NT8","MZpack.OrderBookBase","Field","RYj8mfsr2x","DateTime","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","XD18kyJnri","Int32","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","zes8MKuGbw","Int32","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","Yks8ULNlVH","Boolean","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","iLW84fXfFh","MarketDepthResult","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","qmm8LmsxHm","List`1[]","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","Indicator","ITickIndicator","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","deltaRows","SortedDictionary`2[]","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","Sof8WQTXxH","Boolean[]","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","zjq8wfrYxF","Boolean","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Field","MULTIPLE_MARKETMAKER","Boolean","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","Finalize","Void","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Method","Dispose","Void","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","Dispose","Void","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Method","OnMarketDepth","MarketDepthResult","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","OnMarketDepth","Void","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","ResetDelta","Void","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","FillDelta","Void","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Method","UpdateDelta","Void","nonpublic"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetMaxDelta","OrderBookDelta","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetMinDelta","OrderBookDelta","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetEntryVolume","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetCancelVolume","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetVolume","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetPrice","Double","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetVolume","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetVolume","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetTotalVolume","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetTotalVolumeDepth","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetVolume","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetVolumeTillPrice","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetSpreadVolume","Int64","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetSpread","Double","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetHi","Double","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetLo","Double","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetSideByPrice","TradeSide","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","GetRange","Void","public"
"MZpack.NT8","MZpack.OrderBookBase","Method","AggregateCloneRows","List`1","public"
"MZpack.NT8","MZpack.SessionBase","Property","BeginTime","DateTime","public"
"MZpack.NT8","MZpack.SessionBase","Property","EndTime","DateTime","public"
"MZpack.NT8","MZpack.SessionBase","Property","BeginBarIdx","Int32","public"
"MZpack.NT8","MZpack.SessionBase","Property","EndBarIdx","Int32","public"
"MZpack.NT8","MZpack.SessionBase","Property","POCs","SortedDictionary`2","public"
"MZpack.NT8","MZpack.SessionBase","Property","VAHs","SortedDictionary`2","public"
"MZpack.NT8","MZpack.SessionBase","Property","VALs","SortedDictionary`2","public"
"MZpack.NT8","MZpack.SessionBase","Property","DeltasCumulative","SortedDictionary`2","public"
"MZpack.NT8","MZpack.SessionBase","Field","YaT8gwEITq","Int32","nonpublic"
"MZpack.NT8","MZpack.SessionBase","Field","YMv8YS1Uqm","Int32","nonpublic"
"MZpack.NT8","MZpack.SessionBase","Field","lMw8FTFfGC","SortedDictionary`2","nonpublic"
"MZpack.NT8","MZpack.SessionBase","Field","hpa8zykHRH","SortedDictionary`2","nonpublic"
"MZpack.NT8","MZpack.SessionBase","Field","lS43ccPTgU","SortedDictionary`2","nonpublic"
"MZpack.NT8","MZpack.SessionBase","Field","sRQ36ErTbO","SortedDictionary`2","nonpublic"
"MZpack.NT8","MZpack.SessionBase","Field","GL83o3EKFP","Int32","nonpublic"
"MZpack.NT8","MZpack.SessionBase","Method","GetBoundsDx","Object","public"
"MZpack.NT8","MZpack.SessionBase","Method","RefreshModel","Void","public"
"MZpack.NT8","MZpack.SessionBase","Method","AddVolume","Void","public"
"MZpack.NT8","MZpack.SessionBase","Method","AddBar","Void","public"
"MZpack.NT8","MZpack.SessionBase","Method","UpdatePOC","Void","nonpublic"
"MZpack.NT8","MZpack.SessionBase","Method","AHY8DAf9Jx","KeyValuePair`2","nonpublic"
"MZpack.NT8","MZpack.SessionBase","Method","CalcBounds","Void","public"
"MZpack.NT8","MZpack.SessionBase","Method","ToPopupString","String","public"
"MZpack.NT8","MZpack.SessionBase","Method","IsInside","Boolean","public"
"MZpack.NT8","MZpack.Tick","Field","BarIdx","Int32","public"
"MZpack.NT8","MZpack.Tick","Field","IsFirstTickOfBar","Boolean","public"
"MZpack.NT8","MZpack.Tick","Field","Price","Double","public"
"MZpack.NT8","MZpack.Tick","Field","Volume","Int64","public"
"MZpack.NT8","MZpack.TickVolume","Field","Volume","Int64","public"
"MZpack.NT8","MZpack.TickVolume","Field","IcebergVolume","Int32","public"
"MZpack.NT8","MZpack.TickVolume","Field","DomPressureVolume","Int32","public"
"MZpack.NT8","MZpack.TickVolume","Field","MarketLimitVolume","Int32","public"
"MZpack.NT8","MZpack.Trade","Property","Ticks","List`1","public"
"MZpack.NT8","MZpack.Trade","Property","TickProfile","Dictionary`2","public"
"MZpack.NT8","MZpack.Trade","Property","Trades","Dictionary`2","public"
"MZpack.NT8","MZpack.Trade","Property","Id","Int64","public"
"MZpack.NT8","MZpack.Trade","Property","Side","TradeSide","public"
"MZpack.NT8","MZpack.Trade","Property","Time","DateTime","public"
"MZpack.NT8","MZpack.Trade","Property","StartBarIdx","Int32","public"
"MZpack.NT8","MZpack.Trade","Property","StopBarIdx","Int32","public"
"MZpack.NT8","MZpack.Trade","Property","HiBarIdx","Int32","public"
"MZpack.NT8","MZpack.Trade","Property","LoBarIdx","Int32","public"
"MZpack.NT8","MZpack.Trade","Property","StartPrice","Double","public"
"MZpack.NT8","MZpack.Trade","Property","StopPrice","Double","public"
"MZpack.NT8","MZpack.Trade","Property","Volume","Int64","public"
"MZpack.NT8","MZpack.Trade","Property","IcebergVolume","Int32","public"
"MZpack.NT8","MZpack.Trade","Property","DomPressureVolume","Int32","public"
"MZpack.NT8","MZpack.Trade","Property","DomSupportVolume","Int32","public"
"MZpack.NT8","MZpack.Trade","Property","Hi","Double","public"
"MZpack.NT8","MZpack.Trade","Property","Lo","Double","public"
"MZpack.NT8","MZpack.Trade","Property","POC","Double","public"
"MZpack.NT8","MZpack.Trade","Property","RangeTicks","Int32","public"
"MZpack.NT8","MZpack.Trade","Property","Smart","Boolean","public"
"MZpack.NT8","MZpack.Trade","Property","Reconstructed","Boolean","public"
"MZpack.NT8","MZpack.Trade","Property","View","ITradeView","public"
"MZpack.NT8","MZpack.Trade","Field","Jp23r9ZV0n","List`1","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","CGp3TpUtNV","Dictionary`2","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","lth3PNh15M","Dictionary`2","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","zie3aH6Ijj","Int64","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","Col3vSWBHj","TradeSide","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","IXJ3Kfxv0r","DateTime","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","JIo3lEF6qU","Int32","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","kSq3Cf80v8","Int32","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","Wt53Q3vlhF","Double","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","Ach3X64VZn","Double","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","WyI3iDvNLk","Int64","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","ilG3tJW9Zr","Int32","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","Tka31YwF2u","Int32","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","Jf03Eg32Et","Int32","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","mSm3BPUefl","Double","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","tOX3ZyuMej","Double","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","D0x3pQvih3","Boolean","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","ebr3dIG0Yi","Boolean","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","SQO3sJd7sa","ITradeView","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","priorId","Int64","nonpublic"
"MZpack.NT8","MZpack.Trade","Field","RECONSTRUCTED_TRADE","Boolean","public"
"MZpack.NT8","MZpack.Trade","Field","TAPE_SUPPORT","Boolean","public"
"MZpack.NT8","MZpack.Trade","Field","SINGLE_TRADE","Boolean","public"
"MZpack.NT8","MZpack.Trade","Method","Equals","Boolean","public"
"MZpack.NT8","MZpack.Trade","Method","ToString","String","public"
"MZpack.NT8","MZpack.Trade","Method","TicksToString","String","public"
"MZpack.NT8","MZpack.Trade","Method","Intersects","Boolean","public"
"MZpack.NT8","MZpack.Trade","Method","Intersects","Boolean","public"
"MZpack.NT8","MZpack.Trade","Method","AddTick","Void","public"
"MZpack.NT8","MZpack.Trade","Method","AddTick","Void","public"
"MZpack.NT8","MZpack.Trade","Method","AddTick","Void","public"
"MZpack.NT8","MZpack.Trade","Method","AddSingleTrade","Void","public"
"MZpack.NT8","MZpack.Trade","Method","GetRange","Double","public"
"MZpack.NT8","MZpack.Trade+<>c","Field","d1KudbIL2M","<>c","public"
"MZpack.NT8","MZpack.Trade+<>c","Field","HuFusFLAve","Func`2","public"
"MZpack.NT8","MZpack.Trade+<>c","Method","QFrupfnVAB","Int64","nonpublic"
"MZpack.NT8","MZpack.TradeList","Property","MZpack.ITradeList.Item","ITrade","nonpublic"
"MZpack.NT8","MZpack.TradeList","Property","Current","ITrade","public"
"MZpack.NT8","MZpack.TradeList","Property","System.Collections.IEnumerator.Current","Object","nonpublic"
"MZpack.NT8","MZpack.TradeList","Field","AKL3APH08m","Int32","nonpublic"
"MZpack.NT8","MZpack.TradeList","Method","Dispose","Void","public"
"MZpack.NT8","MZpack.TradeList","Method","GetHighest","Trade","public"
"MZpack.NT8","MZpack.TradeList","Method","GetLowest","Trade","public"
"MZpack.NT8","MZpack.TradeList","Method","MoveNext","Boolean","public"
"MZpack.NT8","MZpack.TradeList","Method","Reset","Void","public"
"MZpack.NT8","MZpack.TradeList","Method","System.Collections.Generic.IEnumerable<MZpack.ITrade>.GetEnumerator","IEnumerator`1","nonpublic"
"MZpack.NT8","MZpack.TradeList","Method","Add","Void","public"
"MZpack.NT8","MZpack.TradeList","Method","ContainsRange","Boolean","public"
"MZpack.NT8","MZpack.TradeList","Method","OutOfTime","Boolean","public"
"MZpack.NT8","MZpack.VisualBase","Property","Indicator","IIndicator","public"
"MZpack.NT8","MZpack.VisualBase","Property","Owner","IVisual","public"
"MZpack.NT8","MZpack.VisualBase","Property","Bounds","Object","public"
"MZpack.NT8","MZpack.VisualBase","Property","PartiallyVisible","Boolean","public"
"MZpack.NT8","MZpack.VisualBase","Field","SHF373wq2l","IIndicator","nonpublic"
"MZpack.NT8","MZpack.VisualBase","Field","H0Q3nQBCTE","IVisual","nonpublic"
"MZpack.NT8","MZpack.VisualBase","Field","F323JZfCgT","Object","nonpublic"
"MZpack.NT8","MZpack.VisualBase","Field","Pfu387dD1v","Boolean","nonpublic"
"MZpack.NT8","MZpack.VisualBase","Method","GetMaximalVisibleValue","Int64","public"
"MZpack.NT8","MZpack.VisualBase","Method","OnStartup","Void","public"
"MZpack.NT8","MZpack.VisualBase","Method","GetBoundsDx","Object","public"
"MZpack.NT8","MZpack.VisualBase","Method","CalcBounds","Void","public"
"MZpack.NT8","MZpack.VisualBase","Method","IsInside","Boolean","public"
"MZpack.NT8","MZpack.VisualBase","Method","Render","Void","public"
"MZpack.NT8","MZpack.VisualBase","Method","PrepareRenderArgs","Void","public"
"MZpack.NT8","MZpack.VisualBase","Method","CalcMaximalDisplayValues","Void","nonpublic"
"MZpack.NT8","MZpack.VisualBase","Method","Clear","Void","public"
"MZpack.NT8","MZpack.VisualBase","Method","IsVisible","Boolean","public"
"MZpack.NT8","MZpack.VisualBase","Method","ToPopupString","String","public"
"MZpack.NT8","MZpack.VolumeDeltaMode","Field","value__","Int32","public"
"MZpack.NT8","MZpack.VolumeDeltaMode","Field","Volume","VolumeDeltaMode","public"
"MZpack.NT8","MZpack.VolumeDeltaMode","Field","Delta","VolumeDeltaMode","public"
"MZpack.NT8","MZpack.VolumeAlign","Field","value__","Int32","public"
"MZpack.NT8","MZpack.VolumeAlign","Field","Total","VolumeAlign","public"
"MZpack.NT8","MZpack.VolumeAlign","Field","Stacked","VolumeAlign","public"
"MZpack.NT8","MZpack.VolumeAlign","Field","Opposite","VolumeAlign","public"
"MZpack.NT8","MZpack.VolumeMode","Field","value__","Int32","public"
"MZpack.NT8","MZpack.VolumeMode","Field","Volume","VolumeMode","public"
"MZpack.NT8","MZpack.VolumeMode","Field","Icebergs","VolumeMode","public"
"MZpack.NT8","MZpack.VolumeMode","Field","Both","VolumeMode","public"
"MZpack.NT8","MZpack.DeltaMode","Field","value__","Int32","public"
