Date,High,Low,Close
2021-07-19,4296.39990234375,4233.1298828125,4258.490234375
2021-07-20,4336.83984375,4262.0498046875,4323.06005859375
2021-07-21,4359.7001953125,4331.1298828125,4358.68994140625
2021-07-22,4369.8701171875,4350.06005859375,4367.47998046875
2021-07-23,4415.18017578125,4381.2001953125,4411.7900390625
2021-07-26,4422.72998046875,4405.4501953125,4422.2998046875
2021-07-27,4416.3798828125,4372.509765625,4401.4599609375
2021-07-28,4415.47021484375,4387.009765625,4400.64013671875
2021-07-29,4429.97021484375,4403.58984375,4419.14990234375
2021-07-30,4412.25,4389.64990234375,4395.259765625
2021-08-02,4422.18017578125,4384.81005859375,4387.16015625
2021-08-03,4423.7900390625,4373.0,4423.14990234375
2021-08-04,4416.169921875,4400.22998046875,4402.66015625
2021-08-05,4429.759765625,4408.85986328125,4429.10009765625
2021-08-06,4440.81982421875,4429.06982421875,4436.52001953125
2021-08-09,4439.39013671875,4424.740234375,4432.35009765625
2021-08-10,4445.2099609375,4430.02978515625,4436.75
2021-08-11,4449.43994140625,4436.419921875,4442.41015625
2021-08-12,4461.77001953125,4435.9599609375,4460.830078125
2021-08-13,4468.3701171875,4460.81982421875,4468.0
2021-08-16,4480.259765625,4437.66015625,4479.7099609375
2021-08-17,4462.1201171875,4417.830078125,4448.080078125
2021-08-18,4454.31982421875,4397.58984375,4400.27001953125
2021-08-19,4418.60986328125,4367.72998046875,4405.7998046875
2021-08-20,4444.35009765625,4406.7998046875,4441.669921875
2021-08-23,4489.8798828125,4450.2900390625,4479.52978515625
2021-08-24,4492.81005859375,4482.27978515625,4486.22998046875
2021-08-25,4501.7099609375,4485.66015625,4496.18994140625
2021-08-26,4495.89990234375,4468.990234375,4470.0
2021-08-27,4513.330078125,4474.10009765625,4509.3701171875
2021-08-30,4537.35986328125,4513.759765625,4528.7900390625
2021-08-31,4531.39013671875,4515.7998046875,4522.68017578125
2021-09-01,4537.10986328125,4522.02001953125,4524.08984375
2021-09-02,4545.85009765625,4524.66015625,4536.9501953125
2021-09-03,4541.4501953125,4521.2998046875,4535.43017578125
2021-09-07,4535.3798828125,4513.0,4520.02978515625
2021-09-08,4521.7900390625,4493.9501953125,4514.06982421875
2021-09-09,4529.89990234375,4492.06982421875,4493.27978515625
2021-09-10,4520.47021484375,4457.66015625,4458.580078125
2021-09-13,4492.990234375,4445.7001953125,4468.72998046875
2021-09-14,4485.68017578125,4435.4599609375,4443.0498046875
2021-09-15,4486.8701171875,4438.3701171875,4480.7001953125
2021-09-16,4485.8701171875,4443.7998046875,4473.75
2021-09-17,4471.52001953125,4427.759765625,4432.990234375
2021-09-20,4402.9501953125,4305.91015625,4357.72998046875
2021-09-21,4394.8701171875,4347.9599609375,4354.18994140625
2021-09-22,4416.75,4367.43017578125,4395.64013671875
2021-09-23,4465.39990234375,4406.75,4448.97998046875
2021-09-24,4463.1201171875,4430.27001953125,4455.47998046875
2021-09-27,4457.2998046875,4436.18994140625,4443.10986328125
2021-09-28,4419.5400390625,4346.330078125,4352.6298828125
2021-09-29,4385.56982421875,4355.080078125,4359.4599609375
2021-09-30,4382.5498046875,4306.240234375,4307.5400390625
2021-10-01,4375.18994140625,4288.52001953125,4357.0400390625
2021-10-04,4355.509765625,4278.93994140625,4300.4599609375
2021-10-05,4369.22998046875,4309.8701171875,4345.72021484375
2021-10-06,4365.56982421875,4290.490234375,4363.5498046875
2021-10-07,4429.97021484375,4383.72998046875,4399.759765625
2021-10-08,4412.02001953125,4386.22021484375,4391.33984375
2021-10-11,4415.8798828125,4360.58984375,4361.18994140625
2021-10-12,4374.89013671875,4342.08984375,4350.64990234375
2021-10-13,4372.8701171875,4329.919921875,4363.7998046875
2021-10-14,4439.72998046875,4386.75,4438.259765625
2021-10-15,4475.81982421875,4447.68994140625,4471.3701171875
2021-10-18,4488.75,4447.47021484375,4486.4599609375
2021-10-19,4520.39990234375,4496.41015625,4519.6298828125
2021-10-20,4540.8701171875,4524.39990234375,4536.18994140625
2021-10-21,4551.43994140625,4526.89013671875,4549.77978515625
2021-10-22,4559.669921875,4524.0,4544.89990234375
2021-10-25,4572.6201171875,4537.35986328125,4566.47998046875
2021-10-26,4598.52978515625,4569.169921875,4574.7900390625
2021-10-27,4584.56982421875,4551.66015625,4551.68017578125
2021-10-28,4597.5498046875,4562.83984375,4596.419921875
2021-10-29,4608.080078125,4567.58984375,4605.3798828125
2021-11-01,4620.33984375,4595.06005859375,4613.669921875
2021-11-02,4635.14990234375,4613.33984375,4630.64990234375
2021-11-03,4663.4599609375,4621.18994140625,4660.56982421875
2021-11-04,4683.0,4662.58984375,4680.06005859375
2021-11-05,4718.5,4681.31982421875,4697.52978515625
2021-11-08,4714.919921875,4694.39013671875,4701.7001953125
2021-11-09,4708.52978515625,4670.8701171875,4685.25
2021-11-10,4684.85009765625,4630.85986328125,4646.7099609375
2021-11-11,4664.5498046875,4648.31005859375,4649.27001953125
2021-11-12,4688.47021484375,4650.77001953125,4682.85009765625
2021-11-15,4697.419921875,4672.85986328125,4682.7998046875
2021-11-16,4714.9501953125,4679.419921875,4700.89990234375
2021-11-17,4701.5,4684.41015625,4688.669921875
2021-11-18,4708.7998046875,4672.77978515625,4704.5400390625
2021-11-19,4717.75,4694.22021484375,4697.9599609375
2021-11-22,4743.830078125,4682.169921875,4682.93994140625
2021-11-23,4699.39013671875,4652.66015625,4690.7001953125
2021-11-24,4702.8701171875,4659.89013671875,4701.4599609375
2021-11-26,4664.6298828125,4585.43017578125,4594.6201171875
2021-11-29,4672.9501953125,4625.259765625,4655.27001953125
2021-11-30,4646.02001953125,4560.0,4567.0
2021-12-01,4652.93994140625,4510.27001953125,4513.0400390625
2021-12-02,4595.4599609375,4504.72998046875,4577.10009765625
2021-12-03,4608.02978515625,4495.1201171875,4538.43017578125
2021-12-06,4612.60009765625,4540.509765625,4591.669921875
2021-12-07,4694.0400390625,4631.97021484375,4686.75
2021-12-08,4705.06005859375,4674.52001953125,4701.2099609375
2021-12-09,4695.259765625,4665.97998046875,4667.4501953125
2021-12-10,4713.56982421875,4670.240234375,4712.02001953125
2021-12-13,4710.2998046875,4667.60009765625,4668.97021484375
2021-12-14,4660.47021484375,4606.52001953125,4634.08984375
2021-12-15,4712.60009765625,4611.22021484375,4709.85009765625
2021-12-16,4731.990234375,4651.89013671875,4668.669921875
2021-12-17,4666.7001953125,4600.22021484375,4620.64013671875
2021-12-20,4587.89990234375,4531.10009765625,4568.02001953125
2021-12-21,4651.14013671875,4583.16015625,4649.22998046875
2021-12-22,4697.669921875,4645.52978515625,4696.56005859375
2021-12-23,4740.740234375,4703.9599609375,4725.7900390625
2021-12-27,4791.490234375,4733.990234375,4791.18994140625
2021-12-28,4807.02001953125,4780.0400390625,4786.35009765625
2021-12-29,4804.06005859375,4778.080078125,4793.06005859375
2021-12-30,4808.93017578125,4775.330078125,4778.72998046875
2021-12-31,4786.830078125,4765.75,4766.18017578125
2022-01-03,4796.64013671875,4758.169921875,4796.56005859375
2022-01-04,4818.6201171875,4774.27001953125,4793.5400390625
2022-01-05,4797.7001953125,4699.43994140625,4700.580078125
2022-01-06,4725.009765625,4671.259765625,4696.0498046875
2022-01-07,4707.9501953125,4662.740234375,4677.02978515625
2022-01-10,4673.02001953125,4582.240234375,4670.2900390625
2022-01-11,4714.1298828125,4638.27001953125,4713.06982421875
2022-01-12,4748.830078125,4706.7099609375,4726.35009765625
2022-01-13,4744.1298828125,4650.2900390625,4659.02978515625
2022-01-14,4665.1298828125,4614.75,4662.85009765625
2022-01-18,4632.240234375,4568.7001953125,4577.10986328125
2022-01-19,4611.5498046875,4530.2001953125,4532.759765625
2022-01-20,4602.10986328125,4477.9501953125,4482.72998046875
2022-01-21,4494.52001953125,4395.33984375,4397.93994140625
2022-01-24,4417.35009765625,4222.6201171875,4410.1298828125
2022-01-25,4411.009765625,4287.10986328125,4356.4501953125
2022-01-26,4453.22998046875,4304.7998046875,4349.93017578125
2022-01-27,4428.740234375,4309.5,4326.509765625
2022-01-28,4432.72021484375,4292.4599609375,4431.85009765625
2022-01-31,4516.89013671875,4414.02001953125,4515.5498046875
2022-02-01,4550.490234375,4483.52978515625,4546.5400390625
2022-02-02,4595.31005859375,4544.31982421875,4589.3798828125
2022-02-03,4542.8798828125,4470.39013671875,4477.43994140625
2022-02-04,4539.66015625,4451.5,4500.52978515625
2022-02-07,4521.85986328125,4471.47021484375,4483.8701171875
2022-02-08,4531.31982421875,4465.39990234375,4521.5400390625
2022-02-09,4590.02978515625,4547.0,4587.18017578125
2022-02-10,4588.919921875,4484.31005859375,4504.080078125
2022-02-11,4526.330078125,4401.41015625,4418.64013671875
2022-02-14,4426.22021484375,4364.83984375,4401.669921875
2022-02-15,4472.77001953125,4429.27978515625,4471.06982421875
2022-02-16,4489.5498046875,4429.68017578125,4475.009765625
2022-02-17,4456.06005859375,4373.81005859375,4380.259765625
2022-02-18,4394.60009765625,4327.22021484375,4348.8701171875
2022-02-22,4362.1201171875,4267.10986328125,4304.759765625
2022-02-23,4341.509765625,4221.509765625,4225.5
2022-02-24,4294.72998046875,4114.64990234375,4288.7001953125
2022-02-25,4385.33984375,4286.830078125,4384.64990234375
2022-02-28,4388.83984375,4315.1201171875,4373.93994140625
2022-03-01,4378.4501953125,4279.5400390625,4306.259765625
2022-03-02,4401.47998046875,4322.56005859375,4386.5400390625
2022-03-03,4416.77978515625,4345.56005859375,4363.490234375
2022-03-04,4342.1201171875,4284.97998046875,4328.8701171875
2022-03-07,4327.009765625,4199.85009765625,4201.08984375
2022-03-08,4276.93994140625,4157.8701171875,4170.7001953125
2022-03-09,4299.39990234375,4223.10009765625,4277.8798828125
2022-03-10,4268.27978515625,4209.7998046875,4259.52001953125
2022-03-11,4291.009765625,4200.490234375,4204.31005859375
2022-03-14,4247.56982421875,4161.72021484375,4173.10986328125
2022-03-15,4271.0498046875,4187.89990234375,4262.4501953125
2022-03-16,4358.89990234375,4251.990234375,4357.85986328125
2022-03-17,4412.669921875,4335.64990234375,4411.669921875
2022-03-18,4465.39990234375,4390.56982421875,4463.1201171875
2022-03-21,4481.75,4424.2998046875,4461.18017578125
2022-03-22,4522.0,4469.10009765625,4511.60986328125
2022-03-23,4501.06982421875,4455.81005859375,4456.240234375
2022-03-24,4520.580078125,4465.169921875,4520.16015625
2022-03-25,4546.02978515625,4501.06982421875,4543.06005859375
2022-03-28,4575.64990234375,4517.68994140625,4575.52001953125
2022-03-29,4637.2998046875,4589.66015625,4631.60009765625
2022-03-30,4627.77001953125,4581.31982421875,4602.4501953125
2022-03-31,4603.06982421875,4530.41015625,4530.41015625
2022-04-01,4548.7001953125,4507.56982421875,4545.85986328125
2022-04-04,4583.5,4539.2099609375,4582.64013671875
2022-04-05,4593.4501953125,4514.169921875,4525.1201171875
2022-04-06,4503.93994140625,4450.0400390625,4481.14990234375
2022-04-07,4521.16015625,4450.2998046875,4500.2099609375
2022-04-08,4520.41015625,4474.60009765625,4488.27978515625
2022-04-11,4464.35009765625,4408.3798828125,4412.52978515625
2022-04-12,4471.0,4381.33984375,4397.4501953125
2022-04-13,4453.919921875,4392.7001953125,4446.58984375
2022-04-14,4460.4599609375,4390.77001953125,4392.58984375
2022-04-18,4410.31005859375,4370.2998046875,4391.68994140625
2022-04-19,4471.02978515625,4390.6298828125,4462.2099609375
2022-04-20,4488.2900390625,4448.759765625,4459.4501953125
2022-04-21,4512.93994140625,4384.47021484375,4393.66015625
2022-04-22,4385.830078125,4267.6201171875,4271.77978515625
2022-04-25,4299.02001953125,4200.81982421875,4296.1201171875
2022-04-26,4278.14013671875,4175.0400390625,4175.2001953125
2022-04-27,4240.7099609375,4162.89990234375,4183.9599609375
2022-04-28,4308.4501953125,4188.6298828125,4287.5
2022-04-29,4269.68017578125,4124.27978515625,4131.93017578125
2022-05-02,4169.81005859375,4062.510009765625,4155.3798828125
2022-05-03,4200.10009765625,4147.080078125,4175.47998046875
2022-05-04,4307.66015625,4148.91015625,4300.169921875
2022-05-05,4270.43017578125,4106.009765625,4146.8701171875
2022-05-06,4157.68994140625,4067.909912109375,4123.33984375
2022-05-09,4081.27001953125,3975.47998046875,3991.239990234375
2022-05-10,4068.820068359375,3958.169921875,4001.050048828125
2022-05-11,4049.090087890625,3928.820068359375,3935.179931640625
2022-05-12,3964.800048828125,3858.8701171875,3930.080078125
2022-05-13,4038.8798828125,3963.89990234375,4023.889892578125
2022-05-16,4046.4599609375,3983.989990234375,4008.010009765625
2022-05-17,4090.719970703125,4033.929931640625,4088.85009765625
2022-05-18,4051.97998046875,3911.909912109375,3923.679931640625
2022-05-19,3945.9599609375,3876.580078125,3900.7900390625
2022-05-20,3943.419921875,3810.320068359375,3901.360107421875
2022-05-23,3981.8798828125,3909.0400390625,3973.75
2022-05-24,3955.679931640625,3875.1298828125,3941.47998046875
2022-05-25,3999.330078125,3925.030029296875,3978.72998046875
2022-05-26,4075.139892578125,3984.60009765625,4057.840087890625
2022-05-27,4158.490234375,4077.429931640625,4158.240234375
2022-05-31,4168.33984375,4104.8798828125,4132.14990234375
2022-06-01,4166.5400390625,4073.85009765625,4101.22998046875
2022-06-02,4177.509765625,4074.3701171875,4176.81982421875
2022-06-03,4142.669921875,4098.669921875,4108.5400390625
2022-06-06,4168.77978515625,4109.18017578125,4121.43017578125
2022-06-07,4164.85986328125,4080.18994140625,4160.68017578125
2022-06-08,4160.14013671875,4107.2001953125,4115.77001953125
2022-06-09,4119.10009765625,4017.169921875,4017.820068359375
2022-06-10,3974.389892578125,3900.159912109375,3900.860107421875
2022-06-13,3838.14990234375,3734.300048828125,3749.6298828125
2022-06-14,3778.179931640625,3705.679931640625,3735.47998046875
2022-06-15,3837.56005859375,3722.300048828125,3789.989990234375
2022-06-16,3728.179931640625,3639.77001953125,3666.77001953125
2022-06-17,3707.7099609375,3636.8701171875,3674.840087890625
2022-06-21,3779.64990234375,3715.31005859375,3764.7900390625
2022-06-22,3801.7900390625,3717.68994140625,3759.889892578125
2022-06-23,3802.580078125,3743.52001953125,3795.72998046875
2022-06-24,3913.64990234375,3821.75,3911.739990234375
2022-06-27,3927.719970703125,3889.659912109375,3900.110107421875
2022-06-28,3945.860107421875,3820.139892578125,3821.550048828125
2022-06-29,3836.5,3799.02001953125,3818.830078125
2022-06-30,3818.989990234375,3738.669921875,3785.3798828125
2022-07-01,3829.820068359375,3752.10009765625,3825.330078125
2022-07-05,3832.18994140625,3742.06005859375,3831.389892578125
2022-07-06,3870.909912109375,3809.3701171875,3845.080078125
2022-07-07,3910.6298828125,3858.85009765625,3902.6201171875
2022-07-08,3918.5,3869.340087890625,3899.3798828125
2022-07-11,3880.93994140625,3847.219970703125,3854.429931640625
2022-07-12,3873.409912109375,3802.360107421875,3818.800048828125
2022-07-13,3829.43994140625,3759.070068359375,3801.780029296875
2022-07-14,3796.409912109375,3721.56005859375,3790.3798828125
2022-07-15,3863.6201171875,3817.179931640625,3863.159912109375
2022-07-18,3902.43994140625,3818.6298828125,3830.85009765625
2022-07-19,3939.81005859375,3860.72998046875,3936.68994140625
2022-07-20,3974.1298828125,3922.030029296875,3959.89990234375
2022-07-21,3999.2900390625,3927.639892578125,3998.949951171875
2022-07-22,4012.43994140625,3938.860107421875,3961.6298828125
2022-07-25,3975.300048828125,3943.4599609375,3966.840087890625
2022-07-26,3953.219970703125,3910.739990234375,3921.050048828125
2022-07-27,4039.56005859375,3951.429931640625,4023.610107421875
2022-07-28,4078.949951171875,3992.969970703125,4072.429931640625
2022-07-29,4140.14990234375,4079.219970703125,4130.2900390625
2022-08-01,4144.9501953125,4096.02001953125,4118.6298828125
2022-08-02,4140.47021484375,4079.81005859375,4091.18994140625
2022-08-03,4167.66015625,4107.9599609375,4155.169921875
2022-08-04,4161.2900390625,4135.419921875,4151.93994140625
2022-08-05,4151.580078125,4107.31005859375,4145.18994140625
2022-08-08,4186.6201171875,4128.97021484375,4140.06005859375
2022-08-09,4137.2998046875,4112.08984375,4122.47021484375
2022-08-10,4211.02978515625,4177.259765625,4210.240234375
2022-08-11,4257.91015625,4201.41015625,4207.27001953125
2022-08-12,4280.47021484375,4219.77978515625,4280.14990234375
2022-08-15,4301.7900390625,4256.89990234375,4297.14013671875
2022-08-16,4325.27978515625,4277.77001953125,4305.2001953125
2022-08-17,4302.18017578125,4253.080078125,4274.0400390625
2022-08-18,4292.52978515625,4261.97998046875,4283.740234375
2022-08-19,4266.31005859375,4218.7001953125,4228.47998046875
2022-08-22,4195.080078125,4129.85986328125,4137.990234375
2022-08-23,4159.77001953125,4124.02978515625,4128.72998046875
2022-08-24,4156.56005859375,4119.97021484375,4140.77001953125
2022-08-25,4200.5400390625,4147.58984375,4199.1201171875
2022-08-26,4203.0400390625,4057.659912109375,4057.659912109375
2022-08-29,4062.989990234375,4017.419921875,4030.610107421875
2022-08-30,4044.97998046875,3965.2099609375,3986.159912109375
2022-08-31,4015.3701171875,3954.530029296875,3955.0
2022-09-01,3970.22998046875,3903.64990234375,3966.85009765625
2022-09-02,4018.429931640625,3906.2099609375,3924.260009765625
2022-09-06,3942.550048828125,3886.75,3908.18994140625
2022-09-07,3987.889892578125,3906.030029296875,3979.8701171875
2022-09-08,4010.5,3944.81005859375,4006.179931640625
2022-09-09,4076.81005859375,4022.93994140625,4067.360107421875
2022-09-12,4119.27978515625,4083.669921875,4110.41015625
2022-09-13,4037.1201171875,3921.280029296875,3932.68994140625
2022-09-14,3961.93994140625,3912.179931640625,3946.010009765625
2022-09-15,3959.139892578125,3888.280029296875,3901.35009765625
2022-09-16,3880.949951171875,3837.080078125,3873.330078125
2022-09-19,3900.449951171875,3838.5,3899.889892578125
2022-09-20,3876.010009765625,3827.5400390625,3855.929931640625
2022-09-21,3907.070068359375,3789.489990234375,3789.929931640625
2022-09-22,3790.89990234375,3749.449951171875,3757.989990234375
2022-09-23,3727.139892578125,3647.469970703125,3693.22998046875
2022-09-26,3715.669921875,3644.760009765625,3655.0400390625
2022-09-27,3717.530029296875,3623.2900390625,3647.2900390625
2022-09-28,3736.739990234375,3640.610107421875,3719.0400390625
2022-09-29,3687.010009765625,3610.39990234375,3640.469970703125
2022-09-30,3671.43994140625,3584.1298828125,3585.6201171875
2022-10-03,3698.35009765625,3604.929931640625,3678.429931640625
2022-10-04,3791.919921875,3726.4599609375,3790.929931640625
2022-10-05,3806.909912109375,3722.659912109375,3783.280029296875
2022-10-06,3797.929931640625,3739.219970703125,3744.52001953125
2022-10-07,3706.739990234375,3620.72998046875,3639.659912109375
2022-10-10,3652.169921875,3588.10009765625,3612.389892578125
2022-10-11,3640.659912109375,3568.449951171875,3588.840087890625
2022-10-12,3608.340087890625,3573.860107421875,3577.030029296875
2022-10-13,3685.409912109375,3491.580078125,3669.909912109375
2022-10-14,3712.0,3579.679931640625,3583.070068359375
2022-10-17,3689.72998046875,3638.64990234375,3677.949951171875
2022-10-18,3762.7900390625,3686.530029296875,3719.97998046875
2022-10-19,3728.580078125,3666.510009765625,3695.159912109375
2022-10-20,3736.0,3656.43994140625,3665.780029296875
2022-10-21,3757.889892578125,3647.419921875,3752.75
2022-10-24,3810.739990234375,3741.64990234375,3797.340087890625
2022-10-25,3862.85009765625,3799.43994140625,3859.110107421875
2022-10-26,3886.14990234375,3824.070068359375,3830.60009765625
2022-10-27,3859.949951171875,3803.7900390625,3807.300048828125
2022-10-28,3905.419921875,3808.260009765625,3901.06005859375
2022-10-31,3893.72998046875,3863.179931640625,3871.97998046875
2022-11-01,3911.7900390625,3843.800048828125,3856.10009765625
2022-11-02,3894.43994140625,3758.679931640625,3759.68994140625
2022-11-03,3750.590087890625,3698.14990234375,3719.889892578125
2022-11-04,3796.340087890625,3708.840087890625,3770.550048828125
2022-11-07,3813.949951171875,3764.699951171875,3806.800048828125
2022-11-08,3859.39990234375,3786.280029296875,3828.110107421875
2022-11-09,3818.199951171875,3744.219970703125,3748.570068359375
2022-11-10,3958.330078125,3859.889892578125,3956.3701171875
2022-11-11,4001.47998046875,3944.820068359375,3992.929931640625
2022-11-14,4008.969970703125,3956.39990234375,3957.25
2022-11-15,4028.840087890625,3953.169921875,3991.72998046875
2022-11-16,3983.090087890625,3954.340087890625,3958.7900390625
2022-11-17,3954.330078125,3906.5400390625,3946.56005859375
2022-11-18,3979.889892578125,3935.97998046875,3965.340087890625
2022-11-21,3962.0,3933.340087890625,3949.93994140625
2022-11-22,4005.8798828125,3956.8798828125,4003.580078125
2022-11-23,4033.780029296875,3998.659912109375,4027.260009765625
2022-11-25,4034.02001953125,4020.760009765625,4026.1201171875
2022-11-28,4012.27001953125,3955.77001953125,3963.93994140625
2022-11-29,3976.77001953125,3937.64990234375,3957.6298828125
2022-11-30,4080.110107421875,3938.580078125,4080.110107421875
2022-12-01,4100.509765625,4050.8701171875,4076.570068359375
2022-12-02,4080.47998046875,4026.6298828125,4071.699951171875
2022-12-05,4052.449951171875,3984.489990234375,3998.840087890625
2022-12-06,4001.510009765625,3918.389892578125,3941.260009765625
2022-12-07,3957.570068359375,3922.679931640625,3933.919921875
2022-12-08,3974.18994140625,3935.830078125,3963.510009765625
2022-12-09,3977.02001953125,3933.0400390625,3934.3798828125
2022-12-12,3990.7099609375,3935.300048828125,3990.56005859375
2022-12-13,4100.9599609375,3993.030029296875,4019.64990234375
2022-12-14,4053.760009765625,3965.64990234375,3995.320068359375
2022-12-15,3958.3701171875,3879.449951171875,3895.75
2022-12-16,3890.909912109375,3827.909912109375,3852.360107421875
2022-12-19,3854.860107421875,3800.0400390625,3817.659912109375
2022-12-20,3838.239990234375,3795.6201171875,3821.6201171875
2022-12-21,3889.820068359375,3839.489990234375,3878.43994140625
2022-12-22,3853.260009765625,3764.489990234375,3822.389892578125
2022-12-23,3845.800048828125,3797.010009765625,3844.820068359375
2022-12-27,3846.64990234375,3813.219970703125,3829.25
2022-12-28,3848.320068359375,3780.780029296875,3783.219970703125
2022-12-29,3858.18994140625,3805.449951171875,3849.280029296875
2022-12-30,3839.85009765625,3800.340087890625,3839.5
2023-01-03,3878.4599609375,3794.330078125,3824.139892578125
2023-01-04,3873.159912109375,3815.77001953125,3852.969970703125
2023-01-05,3839.739990234375,3802.419921875,3808.10009765625
2023-01-06,3906.18994140625,3809.56005859375,3895.080078125
2023-01-09,3950.570068359375,3890.419921875,3892.090087890625
2023-01-10,3919.830078125,3877.2900390625,3919.25
2023-01-11,3970.070068359375,3928.5400390625,3969.610107421875
2023-01-12,3997.760009765625,3937.56005859375,3983.169921875
2023-01-13,4003.949951171875,3947.669921875,3999.090087890625
2023-01-17,4015.389892578125,3984.570068359375,3990.969970703125
2023-01-18,4014.159912109375,3926.590087890625,3928.860107421875
2023-01-19,3922.93994140625,3885.5400390625,3898.85009765625
2023-01-20,3972.9599609375,3897.860107421875,3972.610107421875
2023-01-23,4039.31005859375,3971.639892578125,4019.81005859375
2023-01-24,4023.919921875,3989.7900390625,4016.949951171875
2023-01-25,4019.550048828125,3949.06005859375,4016.219970703125
2023-01-26,4061.570068359375,4013.2900390625,4060.429931640625
2023-01-27,4094.2099609375,4048.699951171875,4070.56005859375
2023-01-30,4063.85009765625,4015.550048828125,4017.77001953125
2023-01-31,4077.159912109375,4020.43994140625,4076.60009765625
2023-02-01,4148.9501953125,4037.199951171875,4119.2099609375
2023-02-02,4195.43994140625,4141.8798828125,4179.759765625
2023-02-03,4182.35986328125,4123.35986328125,4136.47998046875
2023-02-06,4124.6298828125,4093.3798828125,4111.080078125
2023-02-07,4176.5400390625,4088.389892578125,4164.0
2023-02-08,4156.85009765625,4111.669921875,4117.85986328125
2023-02-09,4156.22998046875,4069.669921875,4081.5
2023-02-10,4094.360107421875,4060.7900390625,4090.4599609375
2023-02-13,4138.89990234375,4092.669921875,4137.2900390625
2023-02-14,4159.77001953125,4095.010009765625,4136.1298828125
2023-02-15,4148.10986328125,4103.97998046875,4147.60009765625
2023-02-16,4136.5400390625,4089.489990234375,4090.409912109375
2023-02-17,4081.510009765625,4047.949951171875,4079.090087890625
2023-02-21,4052.35009765625,3995.18994140625,3997.340087890625
2023-02-22,4017.3701171875,3976.89990234375,3991.050048828125
2023-02-23,4028.300048828125,3969.18994140625,4012.320068359375
2023-02-24,3978.25,3943.080078125,3970.0400390625
2023-02-27,4018.050048828125,3973.550048828125,3982.239990234375
2023-02-28,3997.5,3968.97998046875,3970.14990234375
2023-03-01,3971.72998046875,3939.050048828125,3951.389892578125
2023-03-02,3990.840087890625,3928.159912109375,3981.35009765625
2023-03-03,4048.2900390625,3995.169921875,4045.639892578125
2023-03-06,4078.489990234375,4044.610107421875,4048.419921875
2023-03-07,4050.0,3980.31005859375,3986.3701171875
2023-03-08,4000.409912109375,3969.760009765625,3992.010009765625
2023-03-09,4017.81005859375,3908.699951171875,3918.320068359375
2023-03-10,3934.050048828125,3846.320068359375,3861.590087890625
2023-03-13,3905.050048828125,3808.860107421875,3855.760009765625
2023-03-14,3937.2900390625,3873.6298828125,3919.2900390625
2023-03-15,3894.260009765625,3838.239990234375,3891.929931640625
2023-03-16,3964.4599609375,3864.110107421875,3960.280029296875
2023-03-17,3958.909912109375,3901.27001953125,3916.639892578125
2023-03-20,3956.6201171875,3916.889892578125,3951.570068359375
2023-03-21,4009.080078125,3971.18994140625,4002.8701171875
2023-03-22,4039.489990234375,3936.169921875,3936.969970703125
2023-03-23,4007.659912109375,3919.050048828125,3948.719970703125
2023-03-24,3972.739990234375,3909.159912109375,3970.989990234375
2023-03-27,4003.830078125,3970.489990234375,3977.530029296875
2023-03-28,3979.199951171875,3951.530029296875,3971.27001953125
2023-03-29,4030.590087890625,3999.530029296875,4027.81005859375
2023-03-30,4057.85009765625,4032.10009765625,4050.830078125
2023-03-31,4110.75,4056.179931640625,4109.31005859375
