FILE A: C:/Users/Admin/Documents/regime_tracker_ES.csv
  bars 0..10466  (10467 bars, 1652 events)
FILE B: C:/Users/Admin/Desktop/regime_tracker_ES.csv
  bars 0..10266  (10267 bars, 1613 events)

OVERLAP: bars 0..10266  (10267 bars compared)

REGIME label:  10176/10267 match  (91 differ)
OHLC (all 4):  9289/10267 match  (978 differ)
EVENTS/bar:    10207/10267 bars match  (60 differ)

first OHLC divergence at bar 2144
  A time 2026-08-28 15:00:00  OHLC ('7789.75', '7792.50', '7789.00', '7790.00')
  B time 2026-08-28 22:00:00  OHLC ('7789.75', '7791.00', '7789.00', '7790.00')
  (978 bars have any OHLC diff; range 2144..10266)

ALL 91 regime-label mismatches (bar | A | B | A_time | B_time):
    2149 | A=Bear   B=Range  | 2026-08-28 15:06:34 | 2026-08-28 22:06:34
    2150 | A=Bear   B=Range  | 2026-08-28 15:10:06 | 2026-08-28 22:10:06
    2151 | A=Bear   B=Range  | 2026-08-28 15:15:00 | 2026-08-28 22:15:00
    2152 | A=Bear   B=Range  | 2026-08-28 15:26:28 | 2026-08-28 22:26:28
    2153 | A=Bear   B=Range  | 2026-08-28 15:36:41 | 2026-08-28 22:36:41
    2154 | A=Range  B=Bull   | 2026-08-28 15:51:06 | 2026-08-28 22:51:08
    8566 | A=Range  B=Bear   | 2026-09-18 05:23:09 | 2026-09-18 12:25:14
    8567 | A=Range  B=Bear   | 2026-09-18 05:27:30 | 2026-09-18 12:27:50
    8568 | A=Range  B=Bear   | 2026-09-18 05:32:11 | 2026-09-18 12:33:34
    8569 | A=Range  B=Bear   | 2026-09-18 05:40:15 | 2026-09-18 12:42:02
    8570 | A=Range  B=Bear   | 2026-09-18 05:53:59 | 2026-09-18 12:54:55
    8571 | A=Range  B=Bear   | 2026-09-18 06:00:52 | 2026-09-18 13:01:23
    8572 | A=Range  B=Bear   | 2026-09-18 06:05:22 | 2026-09-18 13:05:23
    8608 | A=Bear   B=Range  | 2026-09-18 08:28:01 | 2026-09-18 15:28:02
    8697 | A=Range  B=Bull   | 2026-09-18 09:22:04 | 2026-09-18 16:22:09
    8709 | A=Range  B=Bear   | 2026-09-18 09:34:07 | 2026-09-18 16:34:18
    8713 | A=Bear   B=Range  | 2026-09-18 09:38:38 | 2026-09-18 16:38:52
    8719 | A=Bear   B=Range  | 2026-09-18 09:42:28 | 2026-09-18 16:42:35
    8720 | A=Bear   B=Range  | 2026-09-18 09:43:11 | 2026-09-18 16:43:20
    8721 | A=Bear   B=Range  | 2026-09-18 09:44:12 | 2026-09-18 16:44:24
    8722 | A=Bear   B=Range  | 2026-09-18 09:45:25 | 2026-09-18 16:45:32
    8723 | A=Bear   B=Range  | 2026-09-18 09:46:14 | 2026-09-18 16:46:20
    8724 | A=Bear   B=Range  | 2026-09-18 09:47:06 | 2026-09-18 16:47:13
    8725 | A=Bear   B=Range  | 2026-09-18 09:48:10 | 2026-09-18 16:48:25
    8726 | A=Bear   B=Bull   | 2026-09-18 09:49:24 | 2026-09-18 16:49:33
    8727 | A=Bear   B=Bull   | 2026-09-18 09:50:22 | 2026-09-18 16:50:34
    8728 | A=Range  B=Bull   | 2026-09-18 09:51:07 | 2026-09-18 16:51:16
    8750 | A=Bear   B=Range  | 2026-09-18 10:16:57 | 2026-09-18 17:17:07
    8751 | A=Bear   B=Range  | 2026-09-18 10:18:28 | 2026-09-18 17:18:41
    8755 | A=Bull   B=Range  | 2026-09-18 10:24:34 | 2026-09-18 17:24:52
    8760 | A=Bull   B=Range  | 2026-09-18 10:30:57 | 2026-09-18 17:30:57
    8766 | A=Range  B=Bull   | 2026-09-18 10:37:18 | 2026-09-18 17:37:35
    8768 | A=Bear   B=Range  | 2026-09-18 10:39:20 | 2026-09-18 17:39:29
    8769 | A=Bear   B=Range  | 2026-09-18 10:40:11 | 2026-09-18 17:40:15
    8770 | A=Bear   B=Range  | 2026-09-18 10:40:42 | 2026-09-18 17:40:54
    8771 | A=Bear   B=Range  | 2026-09-18 10:41:48 | 2026-09-18 17:42:01
    8772 | A=Bear   B=Range  | 2026-09-18 10:43:04 | 2026-09-18 17:43:14
    8773 | A=Bear   B=Range  | 2026-09-18 10:44:29 | 2026-09-18 17:44:44
    8774 | A=Bear   B=Range  | 2026-09-18 10:45:42 | 2026-09-18 17:45:50
    8775 | A=Bear   B=Range  | 2026-09-18 10:46:52 | 2026-09-18 17:47:09
    8792 | A=Bear   B=Range  | 2026-09-18 11:16:01 | 2026-09-18 18:16:16
    8793 | A=Bear   B=Range  | 2026-09-18 11:18:08 | 2026-09-18 18:18:23
    8794 | A=Bear   B=Range  | 2026-09-18 11:20:33 | 2026-09-18 18:20:55
    8795 | A=Bear   B=Range  | 2026-09-18 11:23:15 | 2026-09-18 18:23:23
    8796 | A=Bear   B=Range  | 2026-09-18 11:23:44 | 2026-09-18 18:23:46
    8797 | A=Bear   B=Range  | 2026-09-18 11:24:08 | 
