    3043 | A-only=[('ChoCh', 'up')] | B-only=[('BOS', 'up')]
    3044 | A-only=[('BOS', 'up')] | B-only=[]
    3299 | A-only=[] | B-only=[('BOS', 'up')]
    3378 | A-only=[] | B-only=[('BOS', 'down')]
    3379 | A-only=[] | B-only=[('ChoCh', 'up')]
    3380 | A-only=[] | B-only=[('BOS', 'down'), ('ChoCh', 'up')]
    3381 | A-only=[('ChoCh', 'up')] | B-only=[]
    3414 | A-only=[] | B-only=[('BOS', 'down')]
    4013 | A-only=[] | B-only=[('BOS', 'up')]
    4110 | A-only=[] | B-only=[('BOS', 'down')]
    4536 | A-only=[] | B-only=[('BOS', 'down')]
    4537 | A-only=[] | B-only=[('ChoCh', 'up')]
    4545 | A-only=[] | B-only=[('BOS', 'up')]
    4548 | A-only=[] | B-only=[('ChoCh', 'down')]
    4552 | A-only=[('BOS', 'down')] | B-only=[]
    4802 | A-only=[('BOS', 'down')] | B-only=[]
    4805 | A-only=[] | B-only=[('BOS', 'down')]
    5285 | A-only=[] | B-only=[('BOS', 'down')]
    5286 | A-only=[] | B-only=[('ChoCh', 'up')]
    5291 | A-only=[('BOS', 'down')] | B-only=[]
    5292 | A-only=[('BOS', 'down')] | B-only=[]
    5295 | A-only=[('ChoCh', 'up')] | B-only=[]
    7358 | A-only=[] | B-only=[('BOS', 'up')]
    7370 | A-only=[('BOS', 'down')] | B-only=[]
    7374 | A-only=[('BOS', 'down')] | B-only=[]
    7376 | A-only=[('ChoCh', 'up')] | B-only=[]
    7377 | A-only=[] | B-only=[('BOS', 'up')]
    7382 | A-only=[('BOS', 'down')] | B-only=[]
    7383 | A-only=[] | B-only=[('ChoCh', 'down')]
    7384 | A-only=[] | B-only=[('BOS', 'down')]
    7633 | A-only=[] | B-only=[('BOS', 'down')]
    7636 | A-only=[] | B-only=[('BOS', 'down'), ('ChoCh', 'up')]
    7637 | A-only=[] | B-only=[('BOS', 'down')]
    7639 | A-only=[] | B-only=[('ChoCh', 'up')]
    7640 | A-only=[] | B-only=[('BOS', 'up')]
    7642 | A-only=[] | B-only=[('BOS', 'up')]
    7645 | A-only=[('ChoCh', 'up')] | B-only=[]
    7646 | A-only=[('BOS', 'up')] | B-only=[]
    8573 | A-only=[] | B-only=[('BOS', 'down')]
    8574 | A-only=[('BOS', 'down')] | B-only=[]
    8589 | A-only=[] | B-only=[('BOS', 'down')]
    8608 | A-only=[] | B-only=[('ChoCh', 'up')]
    8609 | A-only=[('ChoCh', 'up')] | B-only=[]
    8660 | A-only=[] | B-only=[('BOS', 'down')]
    8661 | A-only=[('BOS', 'down')] | B-only=[]
    8697 | A-only=[] | B-only=[('BOS', 'up')]
    8698 | A-only=[('BOS', 'up')] | B-only=[]
    8709 | A-only=[] | B-only=[('BOS', 'down')]
    8710 | A-only=[('BOS', 'down')] | B-only=[]
    8713 | A-only=[] | B-only=[('ChoCh', 'up')]
    8714 | A-only=[('ChoCh', 'up')] | B-only=[]
    8719 | A-only=[('BOS', 'down')] | B-only=[]
    8726 | A-only=[] | B-only=[('BOS', 'up')]
    8728 | A-only=[('ChoCh', 'up')] | B-only=[]
    8729 | A-only=[('BOS', 'up')] | B-only=[]
    8750 | A-only=[('BOS', 'down')] | B-only=[]
    8752 | A-only=[('ChoCh', 'up')] | B-only=[]
    8755 | A-only=[('BOS', 'up')] | B-only=[]
    8756 | A-only=[] | B-only=[('BOS', 'up')]
    8760 | A-only=[('BOS', 'up')] | B-only=[]
    8761 | A-only=[('ChoCh', 'down')] | B-only=[]
    8766 | A-only=[] | B-only=[('BOS', 'up')]
    8767 | A-only=[] | B-only=[('ChoCh', 'down')]
    8768 | A-only=[('BOS', 'down')] | B-only=[]
    8792 | A-only=[('BOS', 'down')] | B-only=[]
    8795 | A-only=[('BOS', 'down')] | B-only=[]
    8805 | A-only=[] | B-only=[('BOS', 'up')]
    8808 | A-only=[] | B-only=[('BOS', 'up')]
    8809 | A-only=[] | B-only=[('BOS', 'up')]
    8811 | A-only=[] | B-only=[('BOS', 'up')]
    8812 | A-only=[('ChoCh', 'up')] | B-only=[]
    8813 | A-only=[('BOS', 'up')] | B-only=[]
    8912 | A-only=[] | B-only=[('BOS', 'up')]
    8916 | A-only=[] | B-only=[('BOS', 'up')]
    8923 | A-only=[] | B-only=[('BOS', 'up'), ('ChoCh', 'down')]
    8924 | A-only=[] | B-only=[('BOS', 'up')]
    8926 | A-only=[] | B-only=[('BOS', 'up')]
    8928 | A-only=[('BOS', 'up')] | B-only=[]
    8954 | A-only=[] | B-only=[('ChoCh', 'down')]
    8959 | A-only=[] | B-only=[('BOS', 'up')]
    8962 | A-only=[('BOS', 'up')] | B-only=[]
    9771 | A-only=[('BOS', 'up')] | B-only=[]
    9796 | A-only=[('BOS', 'up')] | B-only=[]
    9798 | A-only=[] | B-only=[('BOS', 'up')]
    9917 | A-only=[] | B-only=[('BOS', 'up')]
    9991 | A-only=[] | B-only=[('BOS', 'down')]
    9994 | A-only=[('BOS', 'down')] | B-only=[]
   10019 | A-only=[] | B-only=[('BOS', 'down')]
   10020 | A-only=[('BOS', 'down')] | B-only=[]
   10045 | A-only=[('BOS', 'up')] | B-only=[]
   10048 | A-only=[('ChoCh', 'down')] | B-only=[]
   10053 | A-only=[('BOS', 'down')] | B-only=[]
   10210 | A-only=[] | B-only=[('BOS', 'up')]
   10211 | A-only=[('BOS', 'up')] | B-only=[]
