d,beta,r2,spot
2022-02-23,220911.34053148716,0.8561662588485535,4230.60986328125
2022-02-24,197971.64848356665,0.7947016492636748,4275.52978515625
2022-02-25,257273.6438206461,0.9498527898826294,4377.72021484375
2022-02-28,270154.1948719489,0.9697221065416247,4351.39013671875
2022-03-01,261188.66520413576,0.976256580477711,4293.47021484375
2022-03-02,282137.4895971196,0.9541300984785004,4395.77978515625
2022-03-03,269920.7089371101,0.9753757555590513,4348.66015625
2022-03-04,261174.81758002052,0.9720843066412551,4313.97998046875
2022-03-07,263110.82377662347,0.9738859098923287,4212.81005859375
2022-03-08,252204.73850986717,0.908591564747323,4182.35986328125
2022-03-09,276308.5900556716,0.9703723579638012,4291.77001953125
2022-03-10,277348.8549963493,0.9534262396221078,4253.06982421875
2022-03-11,274066.5393732344,0.9616572303800911,4213.919921875
2022-03-14,274338.1726528368,0.9777806563269333,4171.64013671875
2022-03-15,256103.29990691374,0.9627933591423614,4258.43017578125
2022-03-16,283910.1326593941,0.9326139733496696,4332.5
2022-03-17,269824.8129504876,0.9115871179420226,4406.14013671875
2022-03-18,278228.71831694304,0.9402354951496215,4461.18994140625
2022-03-21,260795.54425631554,0.8932484888219772,4444.330078125
2022-03-22,208433.014716969,0.7601237955678439,4514.81982421875
2022-03-23,282505.02423002955,0.9579734143367389,4472.5400390625
2022-03-24,224081.81565942513,0.78143249419274,4510.16015625
2022-03-25,252352.3764623659,0.8006890540958509,4527.2001953125
2022-03-28,234326.9605319086,0.8031858208794345,4564.7001953125
2022-03-29,215480.3285867717,0.817916913456944,4633.0
2022-03-30,272476.1449580174,0.9221965500310775,4592.7900390625
2022-03-31,264839.0350520753,0.9481635784430015,4561.14013671875
2022-04-01,326882.9703591141,0.9606989483465782,4521.56005859375
2022-04-04,289151.7028386532,0.9293875873438723,4575.72021484375
2022-04-05,267232.5642211063,0.8947282989388338,4522.5400390625
2022-04-06,235294.61477966412,0.8479948505189581,4482.7900390625
2022-04-07,214079.7292018671,0.8531057477615767,4516.7099609375
2022-04-08,237470.39232934857,0.9212556226698569,4501.2099609375
2022-04-11,267635.3438588233,0.9357212000294284,4415.85009765625
2022-04-12,221762.3377050848,0.9041280417805212,4391.89013671875
2022-04-13,233405.550686863,0.8402679889719223,4452.72021484375
2022-04-14,273958.604518747,0.8997215188408942,4402.740234375
2022-04-18,248822.9325772596,0.8599224553555271,4374.75
2022-04-19,287426.094427642,0.939936027201991,4459.75
2022-04-20,287960.31517194904,0.9665372442079304,4469.81982421875
2022-04-21,234347.7894313294,0.8524260339577336,4394.259765625
2022-04-22,248022.2244329019,0.9137855502762977,4298.919921875
2022-04-25,244567.63839932985,0.9240692731012266,4292.58984375
2022-04-26,217994.42825329927,0.873281228331986,4192.64013671875
2022-04-27,242222.6345023963,0.9159048588149062,4192.7099609375
2022-04-28,262836.63244313694,0.9431764358237535,4292.8798828125
2022-04-29,254038.12159786347,0.9174310565656606,4149.72998046875
2022-05-02,242766.95872168778,0.8410196744733724,4136.47998046875
2022-05-03,281230.4518459011,0.9439668131352165,4163.39013671875
2022-05-04,293067.2733643907,0.9601306223322008,4295.52001953125
2022-05-05,195930.91594651403,0.2127959178934694,4132.35009765625
2022-05-06,279094.8888852456,0.953414346931744,4120.2900390625
2022-05-09,253960.21312691603,0.9082424777922379,3994.89990234375
2022-05-10,246939.55667300115,0.877500620219036,3994.8701171875
2022-05-11,230720.3357137593,0.874047502678313,3937.75
2022-05-12,219862.34184700495,0.7680637052084239,3905.280029296875
2022-05-13,290238.0205325032,0.8955357143387018,4025.280029296875
2022-05-16,393549.4720103735,0.999521978104402,4006.31005859375
2022-05-17,390395.25845852506,0.998064417533273,4079.550048828125
2022-05-18,384999.5726377981,0.995981685246395,3920.72998046875
2022-05-19,409562.7280674712,0.9873327510657905,3915.89990234375
2022-05-20,367801.36364169605,0.9971531432107497,3881.860107421875
2022-05-23,376006.0125401408,0.9991133265628078,3959.6298828125
2022-05-24,394077.2635124081,0.9996984238000692,3952.110107421875
2022-05-25,428260.23775242,0.9874308940633677,3981.179931640625
2022-05-26,399370.53417280974,0.9982466840223049,4066.52001953125
2022-05-27,393889.4029039224,0.9971468357177034,4146.68994140625
2022-05-31,401015.2851734744,0.9988088071994717,4144.89013671875
2022-06-01,413402.99285947054,0.9982918888973462,4119.83984375
2022-06-02,419909.51670624956,0.9962020623633825,4165.5498046875
2022-06-03,391285.5192220432,0.9986353334681689,4103.4501953125
2022-06-06,399711.8956569797,0.9992894337339306,4120.22021484375
2022-06-07,414130.05902998557,0.9966671186438318,4159.60009765625
2022-06-08,402020.024362736,0.9999516208505524,4118.830078125
2022-06-09,418000.4145685527,0.9976575156156213,4035.239990234375
2022-06-10,390282.49431088,0.9984309877243395,3918.199951171875
2022-06-13,374948.1403993846,0.9997624251616254,3745.050048828125
2022-06-14,371810.30391770066,0.9994510511262251,3737.72998046875
2022-06-15,479014.10556941683,0.8180997770383679,3797.5400390625
2022-06-16,385917.7511993729,0.9870874554469242,3658.820068359375
2022-06-17,359570.9783737309,0.9995173155196265,3678.9599609375
2022-06-21,367548.9712166902,0.9997231182824606,3770.419921875
2022-06-22,368436.56653101055,0.9998077327086318,3764.219970703125
2022-06-23,367936.69943912706,0.9926107631268964,3794.949951171875
2022-06-24,364473.54125397874,0.9989861309717118,3900.4599609375
2022-06-27,380075.16905011464,0.9997369847513115,3904.43994140625
2022-06-28,372464.2037271125,0.9998525495577171,3825.830078125
2022-06-29,366293.63714200736,0.999536760120522,3817.050048828125
2022-06-30,364884.4060865486,0.9918181936591799,3784.2099609375
2022-07-01,366172.379500393,0.9992223476650806,3826.5
2022-07-05,363766.8767021092,0.9987288637026778,3824.14990234375
2022-07-06,382722.64884058427,0.9995732604407803,3857.1298828125
2022-07-07,376266.518239321,0.9979332147969303,3900.6298828125
2022-07-08,378858.3396993975,0.9998015512212136,3905.110107421875
2022-07-11,361072.2700467105,0.9984746974858987,3850.8798828125
2022-07-12,357895.40129803447,0.9970831875166223,3810.780029296875
2022-07-13,371997.5136154111,0.9986041989811991,3805.840087890625
2022-07-14,380750.3606338051,0.9963048891784936,3789.60009765625
2022-07-15,364217.4807423901,0.9979574461636475,3855.090087890625
2022-07-18,365553.0742241489,0.9989386123569242,3823.10009765625
2022-07-19,381638.75544397184,0.997657787848741,3936.409912109375
2022-07-20,391123.25205131643,0.9949646898747486,3964.280029296875
2022-07-21,433223.17196973605,0.974267594752998,3988.5400390625
2022-07-22,405548.6343331387,0.9937698735737207,3953.489990234375
2022-07-25,402977.04914202564,0.9918331151457896,3954.25
2022-07-26,415059.0765867608,0.9047457375740762,3918.199951171875
2022-07-27,382748.0113881158,0.9968017819991379,4032.969970703125
2022-07-28,370059.9237277546,0.909934809965645,4067.590087890625
2022-07-29,410404.42072893545,0.999908294380156,4137.97998046875
2022-08-01,415668.9802178227,0.9994575334875357,4120.18017578125
2022-08-02,397130.59385017847,0.9991296284545204,4104.2900390625
2022-08-03,411514.868088737,0.9984169686265763,4164.919921875
2022-08-04,429299.3965952754,0.9953556478404113,4148.66015625
2022-08-05,434914.6851616247,0.9975825608171979,4141.5400390625
2022-08-08,396186.8138313333,0.9995826717426394,4142.89013671875
2022-08-09,407173.0758772428,0.9985239236614353,4119.6298828125
2022-08-10,402268.7850005948,0.9952944338190862,4208.72998046875
2022-08-11,429558.6612226217,0.9951130393017388,4202.06982421875
2022-08-12,427726.78063192166,0.9926643721230198,4272.60986328125
2022-08-15,445725.4725524578,0.9976165337507032,4298.97021484375
2022-08-16,419934.03448790964,0.9995277490325615,4310.419921875
2022-08-17,423843.2865040446,0.99714718571635,4274.0400390625
2022-08-18,421859.57041753724,0.9928338819534732,4288.259765625
2022-08-19,428098.58953901293,0.9978908532291285,4227.10009765625
2022-08-22,401385.0885283995,0.9970424707449106,4133.02001953125
2022-08-23,400839.1172729135,0.9992370958736205,4131.02001953125
2022-08-24,414532.9641512386,0.9997181826812415,4148.22998046875
2022-08-25,432539.2939646125,0.9935753754651915,4191.52001953125
2022-08-26,381487.1788589251,0.9888405077242503,4063.68994140625
2022-08-29,397349.18413287285,0.9994856664813314,4043.14990234375
2022-08-30,398183.75965169637,0.9987364518564573,3986.179931640625
2022-08-31,393881.21559543815,0.9975759229993719,3977.449951171875
2022-09-01,390856.4877355634,0.997817083928046,3945.969970703125
2022-09-02,382220.38010282617,0.9978200936771056,3911.97998046875
2022-09-06,378722.78420775186,0.9982665611443521,3912.610107421875
2022-09-07,388727.76007808023,0.9991903965245349,3982.22998046875
2022-09-08,366887.8056461374,0.9967425034979496,3990.280029296875
2022-09-09,399876.26077890844,0.9993924415914059,4073.52001953125
2022-09-12,405506.2957139648,0.9987705078023369,4106.85986328125
2022-09-13,402974.0340067092,0.999038704252861,3927.090087890625
2022-09-14,393854.2123470948,0.9970834522981882,3946.010009765625
2022-09-15,362471.6366458536,0.9886065948868668,3901.35009765625
2022-09-16,376766.5932218848,0.9993019537089644,3868.340087890625
2022-09-19,386642.01478277164,0.9997179841841344,3900.070068359375
2022-09-20,384483.5088198329,0.9994081284422853,3868.300048828125
2022-09-21,382179.82245808956,0.9930523772039933,3799.489990234375
2022-09-22,367118.4419568612,0.983027331203611,3780.93994140625
2022-09-23,363181.42474674166,0.9980150709020938,3690.60009765625
2022-09-26,355596.9976811207,0.9988793891229378,3669.669921875
2022-09-27,360842.12206348515,0.9991232500119219,3644.27001953125
2022-09-28,371999.74036857695,0.999772886073203,3731.97998046875
2022-09-29,355744.29229603393,0.9991478806365665,3640.93994140625
2022-09-30,355026.5073657133,0.9999101712101071,3607.14990234375
2022-10-03,363824.5799547734,0.9998169268901439,3683.419921875
2022-10-04,357295.2510476203,0.9992246755274603,3780.139892578125
2022-10-05,374704.09820606105,0.9991281199759956,3795.679931640625
2022-10-06,349545.5843184801,0.9976102518718475,3748.080078125
2022-10-07,369197.6396454443,0.8986331081065435,3634.179931640625
2022-10-10,356811.2288405554,0.988287082296235,3622.81005859375
2022-10-11,348061.2557844991,0.9853457867268326,3587.31005859375
2022-10-12,348828.8888300291,0.9939756963933707,3589.27001953125
2022-10-13,310469.261188204,0.9289898848812651,3671.93994140625
2022-10-14,332406.63211327244,0.9056145634112804,3591.5
2022-10-17,302254.2134198406,0.9431418870314402,3684.949951171875
2022-10-18,332224.5166199851,0.9860307045359907,3717.3798828125
2022-10-19,352417.6464614005,0.9835893235398163,3686.719970703125
2022-10-20,340922.6497298702,0.9480305424931312,3662.340087890625
2022-10-21,387974.68359414255,0.9724217108459395,3755.030029296875
2022-10-24,396187.9470043065,0.9901430527934614,3801.050048828125
2022-10-25,383727.35808004875,0.9109893718662059,3860.110107421875
2022-10-26,345279.12798562733,0.9909794936211054,3839.14990234375
2022-10-27,358220.583025959,0.9848865658266124,3816.0400390625
2022-10-28,588989.0920172947,0.6416100606351612,3898.929931640625
2022-10-31,356003.46998064505,0.9509533999187056,3880.530029296875
2022-11-01,377128.0117430352,0.9964055461592223,3859.070068359375
2022-11-02,379156.8075122577,0.9991511805060908,3776.510009765625
2022-11-03,369785.02935754874,0.9995692587264536,3731.72998046875
2022-11-04,360405.39901482814,0.9991461542804531,3767.179931640625
2022-11-07,373176.2523107334,0.9995486130614967,3808.60009765625
2022-11-08,384136.7029376746,0.9994468519452043,3840.85009765625
2022-11-09,363521.19842203485,0.9992293878329548,3752.52001953125
2022-11-10,393271.9748778334,0.995464590064746,3946.919921875
2022-11-11,395815.02600081806,0.9993779863380641,3997.820068359375
2022-11-14,364017.0851206766,0.9927742399588855,3977.64990234375
2022-11-15,399675.27638165746,0.999841866418428,3992.39990234375
2022-11-16,387527.92492071545,0.9991177312347869,3961.699951171875
2022-11-17,411233.13780701754,0.9916944226850466,3935.39990234375
2022-11-18,402845.11799126887,0.9994728096291428,3967.5
2022-11-21,427386.0524779506,0.9812581839602164,3948.590087890625
2022-11-22,406247.56229825155,0.9996650497896427,4002.4599609375
2022-11-23,405936.2652220287,0.9984804314397117,4024.10009765625
2022-11-25,401228.82603070413,0.9994100943820325,4029.760009765625
2022-11-28,398993.91482966056,0.9991097894852556,3956.419921875
2022-11-29,391832.1678285621,0.9987791259402847,3953.7099609375
2022-11-30,402810.37504014507,0.9947739131392669,4057.68994140625
2022-12-01,412775.64337735483,0.9969227219236038,4078.06005859375
2022-12-02,426239.12472452817,0.9925366118234225,4071.139892578125
2022-12-05,392039.8333165642,0.9966993283728047,3989.090087890625
2022-12-06,383672.6967463055,0.9985895608379737,3923.800048828125
2022-12-07,379427.767896007,0.9986032278696793,3930.8798828125
2022-12-08,380915.9141752995,0.9847139455831344,3964.949951171875
2022-12-09,389334.5507965217,0.9995195144319619,3956.27001953125
2022-12-12,414987.1538855084,0.9345029606780995,3982.1201171875
2022-12-13,390257.31465859455,0.612666692215921,4021.929931640625
2022-12-14,494153.1185985633,0.6828482742463131,3981.280029296875
2022-12-15,145347.44774011613,0.36219789408025493,3905.27001953125
2022-12-16,367895.13885517954,0.9983982202192265,3864.860107421875
2022-12-19,365707.5385433872,0.9957535357662445,3810.18994140625
2022-12-20,197073.4017370684,0.7475338238706989,3827.0400390625
2022-12-21,379168.5634834685,0.998838384094612,3873.389892578125
2022-12-22,332108.38562136225,0.9821080162194716,3819.10009765625
2022-12-23,359548.04195298714,0.9997900855786463,3837.139892578125
2022-12-27,381474.39279337466,0.9996514292351475,3835.8798828125
2022-12-28,173154.31773118814,0.6480676556946444,3787.860107421875
2022-12-29,372845.0118149597,0.9998761453901938,3850.639892578125
2022-12-30,355883.6424390392,0.9971785081417072,3819.030029296875
2023-01-03,357168.54767894134,0.9990321977501233,3820.860107421875
2023-01-04,370279.33511431457,0.9884340360770077,3842.830078125
2023-01-05,379259.16585145035,0.9998746790662142,3807.409912109375
2023-01-06,379745.5788466761,0.9990588380435717,3900.85009765625
2023-01-09,381551.92472238257,0.9995969095239204,3895.929931640625
2023-01-10,391491.48948662396,0.9950920677593386,3908.760009765625
2023-01-11,399482.48898277443,0.9950348326255524,3958.179931640625
2023-01-12,416806.56170284026,0.995878501285831,3980.580078125
2023-01-13,410708.3339094952,0.9979434001872766,3996.090087890625
2023-01-17,402327.7260398691,0.9993049373396087,3993.3798828125
2023-01-19,0.0,,3911.72998046875
2023-01-23,199945.21165130183,0.7989185502247593,4009.679931640625
2023-01-24,196249.26270613912,0.796118507254012,4017.39990234375
2023-01-25,198009.2944439175,0.7954715395269228,4012.8798828125
2023-01-26,237132.00649442888,0.8735096340075948,4051.570068359375
2023-01-27,224423.96338510263,0.8843415497918747,4087.860107421875
2023-01-30,257427.3262059902,0.9525424738872311,4017.97998046875
2023-01-31,250646.94506584917,0.9324363207150128,4052.60009765625
2023-02-01,211472.0232742353,0.8838665114242991,4128.22998046875
2023-02-03,430529.6324077045,0.9936429574292414,4139.22998046875
2023-02-06,412430.48269606027,0.9982851695400026,4102.52001953125
2023-02-07,337984.71085937443,0.9537763381475558,4157.7998046875
2023-02-08,602988.5260810927,0.8818154542689425,4118.7998046875
2023-02-09,400750.9845140255,0.9994051596318129,4077.93994140625
2023-02-10,409313.00261652353,0.9974780000904904,4082.860107421875
2023-02-13,409979.2294023485,0.9988594083480893,4129.919921875
2023-02-14,411038.6869969514,0.9977098654390806,4139.22021484375
2023-02-15,427345.1051412303,0.9968835221478014,4137.2998046875
2023-02-16,399064.27800668875,0.9923143790125002,4100.259765625
2023-02-17,395455.4865848745,0.9962121189076427,4072.320068359375
2023-02-21,202511.81896797576,0.843269289497017,4004.81005859375
2023-02-22,376597.2791738842,0.9939737801604537,3981.590087890625
2023-02-23,382687.6565480491,0.998479892183856,4018.77001953125
2023-02-24,367015.5846559382,0.9961564796827826,3968.8798828125
2023-02-27,385223.03921336157,0.998885013436326,3978.989990234375
2023-02-28,393032.49413327675,0.9988967219991499,3976.929931640625
2023-03-01,346950.0615638057,0.9823409082629547,3946.77001953125
2023-03-02,389343.4168454966,0.999554202428876,3980.10009765625
2023-03-03,397962.6558411931,0.9985271346880122,4042.9599609375
2023-03-06,403031.44311937696,0.999781969844512,4050.780029296875
2023-03-07,392671.1819072654,0.9998477600517615,3986.780029296875
2023-03-08,389677.8494684772,0.9995041861703285,3976.31005859375
2023-03-09,382448.78110039077,0.9972475616721448,3917.43994140625
2023-03-10,373576.1203665839,0.9977521983938274,3867.719970703125
2023-03-13,379120.2765835604,0.9991379059629262,3862.989990234375
2023-03-14,344369.210292576,0.9922819789740337,3884.239990234375
2023-03-15,344995.12256033946,0.98195453228211,3891.070068359375
2023-03-16,390244.9733689339,0.9993583335308729,3959.580078125
2023-03-17,376533.51340616826,0.9990490942786183,3919.56005859375
2023-03-20,383410.822106062,0.9994256726061336,3945.320068359375
2023-03-21,348683.8669413589,0.8986982300666632,3998.389892578125
2023-03-22,379908.94667568634,0.9932083677204671,4002.800048828125
2023-03-23,372006.9693574559,0.9984717375307544,3930.590087890625
2023-03-24,390503.45104641514,0.9896835044758604,3970.52001953125
2023-03-27,373094.4932303988,0.9241718417300583,3990.85009765625
2023-03-28,409337.5524882137,0.9855866709326172,3959.239990234375
2023-03-29,204360.4949359963,0.2423570442679176,4025.35009765625
2023-03-30,136013.38596047292,0.04099617676490086,4049.419921875
2023-03-31,304315.381306397,0.07944308679358736,4105.56005859375
2023-04-03,295404.62166759314,0.046631012992189524,4122.06982421875
2023-04-04,566124.467193452,0.07946923817871732,4093.169921875
2023-04-05,575154.4625949675,0.19706087133051764,4086.550048828125
2023-04-06,455530.8322196772,0.2068311453790227,4102.56005859375
2023-04-10,593514.310345959,0.06925190708454354,4100.25
2023-04-11,385663.0935463962,0.9972313395302608,4122.18994140625
2023-04-12,379553.18781224656,0.9930001698919187,4091.699951171875
2023-04-13,389829.46259097377,0.9977785248384435,4146.89013671875
2023-04-14,403287.687449494,0.9994874786637113,4130.25
2023-04-17,425974.5018266234,0.9982959954709285,4145.68017578125
2023-04-18,394110.8169888713,0.9988463715910681,4151.759765625
2023-04-19,408810.1211928479,0.992057513979649,4157.08984375
2023-04-20,446557.55358018173,0.9797692283550042,4118.14990234375
2023-04-21,427695.2559995947,0.9940603822867193,4129.83984375
2023-04-24,411154.88152273424,0.9992080192950421,4134.68994140625
2023-04-25,403745.863132457,0.9895275530501774,4080.72998046875
2023-04-26,393868.9716794566,0.9982704831291597,4054.989990234375
2023-04-27,411666.77560103586,0.31239122675385234,4133.97998046875
2023-04-28,422163.71984455176,0.9945977000611155,4161.64990234375
2023-05-01,408134.707506395,0.9996289875099518,4170.56982421875
2023-05-02,406575.9595589832,0.9978731161173416,4121.830078125
2023-05-03,407072.24172082223,0.9987856455688889,4099.330078125
2023-05-04,375593.1909666333,0.9914756699752871,4064.93994140625
2023-05-05,411373.02079456457,0.998819635141765,4141.81005859375
2023-05-08,413774.5278386158,0.9993321026111478,4136.419921875
2023-05-09,402812.13964370766,0.9997842099910581,4125.4501953125
2023-05-10,394002.07197819854,0.9991028107885372,4142.4501953125
2023-05-11,421551.77393592143,0.9972813300599486,4128.06005859375
2023-05-12,417866.8641522662,0.9930744335323816,4113.18017578125
2023-05-15,423739.44052320125,0.9993517438392769,4134.64990234375
2023-05-16,466562.6188342993,0.8780562343978204,4123.64990234375
2023-05-17,409447.5402165605,0.9964328193254208,4154.830078125
2023-05-18,465844.68617338163,0.9954927411523428,4196.5
2023-05-19,430207.2689722579,0.998456687323031,4188.22998046875
2023-05-22,406495.02159618627,0.9994035984817283,4195.2001953125
2023-05-23,399886.3380924769,0.9969837045261355,4152.8798828125
2023-05-24,405723.5101170333,0.999082500119752,4127.10009765625
2023-05-25,397501.94593042706,0.9982203962262607,4157.31005859375
2023-05-26,411702.0960741568,0.9983521080271894,4206.4599609375
2023-05-30,408397.06211353483,0.9995628812324058,4208.64990234375
2023-05-31,390660.85623123124,0.9944839838314564,4185.18017578125
2023-06-01,414060.92987207585,0.998360481224115,4221.60009765625
2023-06-02,390838.87080907606,0.9958396055228435,4284.39990234375
2023-06-05,412083.8445224379,0.9995172210331784,4275.75
2023-06-06,372972.88526878523,0.9776954479213624,4284.08984375
2023-06-07,412247.1307127165,0.99958358871699,4270.6298828125
2023-06-08,435700.9336394832,0.999149406035125,4291.77001953125
2023-06-09,397517.1531376136,0.9987297686598405,4303.14990234375
2023-06-12,417358.7468939098,0.9965779450933419,4334.89990234375
2023-06-13,431349.8822636241,0.9975561514554674,4366.56982421875
2023-06-14,430780.55107018404,0.9958591788744078,4364.759765625
2023-06-15,443632.4031677059,0.9949563325843502,4431.64990234375
2023-06-16,421527.8097721362,0.9843689045407839,4414.27001953125
2023-06-20,428681.49102155096,0.9985667403067471,4391.89990234375
2023-06-21,439500.19583190326,0.9851016304993396,4373.27001953125
2023-06-22,442249.4705408209,0.996763984207287,4370.56005859375
2023-06-23,427337.120059938,0.9972079499452084,4348.58984375
2023-07-17,451237.24729137495,0.995848968066205,4528.1298828125
2023-07-18,440638.5461834502,0.998505258112454,4558.740234375
2023-07-19,444475.3585815076,0.9970105937499084,4569.4501953125
2023-07-20,458032.80116590136,0.9979641624828003,4531.72998046875
2023-07-21,459741.65119577607,0.9991368031777039,4538.669921875
2023-07-24,443123.36530296545,0.9997049067704241,4549.83984375
2023-07-25,436971.46234275855,0.99949470153207,4572.4501953125
2023-07-26,448635.57152819814,0.9995253316592809,4557.14013671875
2023-07-27,450992.6393686468,0.9831872745488756,4541.3701171875
2023-07-28,461256.0353092402,0.9947514669850417,4580.14013671875
