eod_date,n,abs_desc,raw_desc,dist_asc,sp_absval,sp_dist,n_above,n_below,pos_above,neg_below,n_pos,n_neg
2021-09-27,10,False,False,False,0.11515151515151514,0.7454545454545454,6,4,6,4,6,4
2021-09-28,10,False,False,False,-0.09090909090909088,0.8303030303030302,6,4,5,4,5,5
2021-09-29,10,False,False,False,-0.22424242424242422,0.6969696969696969,6,4,5,4,5,5
2021-09-30,10,False,False,False,0.4787878787878787,0.8666666666666665,6,4,3,4,3,7
2021-10-01,10,False,False,False,-0.01818181818181818,0.709090909090909,6,4,5,4,5,5
2021-10-04,10,False,False,False,0.6727272727272726,0.7212121212121211,6,4,2,4,2,8
2021-10-05,10,False,False,False,0.01818181818181818,0.7696969696969697,5,5,3,5,3,7
2021-10-06,10,False,False,False,-0.5030303030303029,0.6484848484848483,6,4,5,4,5,5
2021-10-08,10,False,False,False,0.3696969696969697,0.8303030303030302,5,5,4,5,4,6
2021-10-11,10,False,False,False,0.09090909090909088,0.6121212121212121,5,5,3,5,3,7
2021-10-12,10,False,False,False,0.19999999999999998,0.6363636363636362,5,5,2,5,2,8
2021-10-13,10,False,False,False,0.5272727272727272,0.6727272727272726,6,4,4,4,4,6
2021-10-14,10,False,False,False,0.29696969696969694,0.8181818181818182,8,2,8,1,9,1
2021-10-15,10,False,False,False,0.13939393939393938,0.8303030303030302,6,4,6,2,8,2
2021-10-18,10,False,False,False,-0.11515151515151514,0.6,4,6,4,3,7,3
2021-10-19,10,False,False,False,0.17575757575757575,0.6848484848484848,6,4,6,1,9,1
2021-10-20,10,False,False,False,0.6242424242424242,0.8303030303030302,7,3,7,2,8,2
2021-10-21,10,False,False,False,0.6242424242424242,0.7333333333333332,7,3,7,2,8,2
2021-10-22,10,False,False,False,0.5757575757575757,0.9030303030303028,6,4,6,3,7,3
2021-10-25,10,False,False,False,0.7212121212121211,0.6848484848484848,6,4,6,2,8,2
2021-10-26,10,False,False,False,0.8181818181818182,0.6969696969696969,5,5,5,2,8,2
2021-10-27,10,False,False,False,0.8545454545454544,0.8545454545454544,6,4,6,3,7,3
2021-10-28,10,False,False,False,0.7575757575757575,0.6969696969696969,5,5,5,1,9,1
2021-10-29,10,False,False,False,0.9151515151515152,0.8181818181818182,5,5,5,2,8,2
2021-11-01,10,False,False,False,0.8666666666666665,0.8787878787878788,4,6,4,2,8,2
2021-11-02,10,False,False,False,0.8424242424242423,0.8545454545454544,4,6,4,2,8,2
2021-11-03,10,False,False,False,0.7818181818181817,0.8060606060606059,4,6,4,1,9,1
2021-11-04,10,False,False,False,0.6969696969696969,0.7575757575757575,5,5,5,0,10,0
2021-11-05,10,False,False,False,0.7939393939393938,0.7333333333333332,4,6,4,0,10,0
2021-11-09,10,False,False,False,0.5757575757575757,0.6727272727272726,5,5,5,0,10,0
2021-11-10,10,False,False,False,0.5515151515151515,0.6484848484848483,5,5,5,1,9,1
2021-11-11,10,False,False,False,0.09090909090909088,0.7212121212121211,4,6,4,1,9,1
2021-11-12,10,False,False,False,0.7575757575757575,0.7818181818181817,5,5,5,1,9,1
2021-11-15,10,False,False,False,0.7212121212121211,0.7818181818181817,5,5,5,0,10,0
2021-11-16,10,False,False,False,0.43030303030303024,0.8424242424242423,6,4,6,0,10,0
2021-11-17,10,False,False,False,0.8181818181818182,0.6969696969696969,7,3,7,0,10,0
2021-11-18,10,False,False,False,0.6242424242424242,0.8424242424242423,6,4,6,0,10,0
2021-11-19,10,False,False,False,0.6727272727272726,0.7939393939393938,6,4,6,2,8,2
2021-11-22,10,False,False,False,0.5030303030303029,0.6969696969696969,5,5,5,2,8,2
2021-11-23,10,False,False,False,0.7575757575757575,0.7212121212121211,6,4,6,2,8,2
2021-11-24,10,False,False,False,0.7454545454545454,0.7454545454545454,5,5,5,2,8,2
2021-11-26,10,False,False,False,-0.07878787878787878,0.6727272727272726,4,6,4,4,6,4
2021-11-29,10,False,False,False,0.0303030303030303,0.7575757575757575,6,4,6,2,8,2
2021-11-30,10,False,False,False,-0.309090909090909,0.8787878787878788,4,6,4,5,5,5
2021-12-01,10,False,False,False,-0.6121212121212121,0.6727272727272726,6,4,6,3,7,3
2021-12-02,10,False,False,False,-0.11515151515151514,0.8303030303030302,5,5,5,4,6,4
2021-12-03,10,False,False,False,-0.24848484848484845,0.8424242424242423,4,6,4,5,5,5
2021-12-06,10,False,False,False,-0.1515151515151515,0.8545454545454544,5,5,5,5,5,5
2021-12-07,10,False,False,False,0.6727272727272726,0.7818181818181817,4,6,4,2,8,2
2021-12-08,10,False,False,False,0.5515151515151515,0.6969696969696969,6,4,6,1,9,1
2021-12-09,10,False,False,False,0.28484848484848485,0.8424242424242423,4,6,4,2,8,2
2021-12-10,10,False,False,False,0.6727272727272726,0.7333333333333332,5,5,5,1,9,1
2021-12-13,10,False,False,False,0.10303030303030303,0.709090909090909,6,4,6,1,9,1
2021-12-14,10,False,False,False,0.04242424242424241,0.7454545454545454,4,6,3,3,6,4
2021-12-15,10,False,False,False,0.34545454545454546,0.6848484848484848,7,3,7,1,9,1
2021-12-16,10,False,False,False,0.34545454545454546,0.8787878787878788,5,5,5,2,8,2
2021-12-17,10,False,False,False,0.11515151515151514,0.8666666666666665,5,5,5,5,5,5
2021-12-20,10,False,False,False,0.4787878787878787,0.6606060606060605,5,5,5,5,5,5
2021-12-21,10,False,False,False,0.2606060606060606,0.8060606060606059,4,6,4,5,5,5
2021-12-22,10,False,False,False,-0.01818181818181818,0.8303030303030302,5,5,5,4,6,4
2021-12-23,10,False,False,False,0.5272727272727272,0.7575757575757575,6,4,6,2,8,2
2021-12-27,10,False,False,False,0.5878787878787878,0.7212121212121211,5,5,5,3,7,3
2021-12-28,10,False,False,False,0.6121212121212121,0.6969696969696969,5,5,5,3,7,3
2021-12-29,10,False,False,False,0.7575757575757575,0.7939393939393938,5,5,5,2,8,2
2021-12-30,10,False,False,False,0.3939393939393939,0.8424242424242423,5,5,5,2,8,2
