level,lo,hi,grid,band,side,n_fit,exact_fit,w25_fit,medae_fit,n_hold,exact_hold,w25_hold,medae_hold
cr,2,9999,m25,b20,ge,549,0.7049180327868853,0.7103825136612022,0.0,632,0.884493670886076,0.8908227848101266,0.0
cr,2,9999,m50,b20,ge,549,0.7030965391621129,0.7085610200364298,0.0,632,0.884493670886076,0.8908227848101266,0.0
cr,2,9999,m100,b20,none,549,0.6939890710382514,0.6958105646630237,0.0,632,0.8259493670886076,0.8291139240506329,0.0
cr,1,9999,m50,none,none,549,0.6885245901639344,0.6958105646630237,0.0,632,0.7832278481012658,0.7879746835443038,0.0
cr,1,9999,m50,b30,none,549,0.6885245901639344,0.6958105646630237,0.0,632,0.7832278481012658,0.7879746835443038,0.0
cr,2,365,m25,none,ge,549,0.6885245901639344,0.6939890710382514,0.0,632,0.8686708860759493,0.8734177215189873,0.0
cr,2,365,m25,b30,ge,549,0.6885245901639344,0.6939890710382514,0.0,632,0.8686708860759493,0.8734177215189873,0.0
cr,1,9999,m100,none,none,549,0.6867030965391621,0.6885245901639344,0.0,632,0.7737341772151899,0.7753164556962026,0.0
cr,1,9999,m100,b30,none,549,0.6867030965391621,0.6885245901639344,0.0,632,0.7737341772151899,0.7753164556962026,0.0
cr,2,365,m50,none,ge,549,0.6867030965391621,0.692167577413479,0.0,632,0.8686708860759493,0.8734177215189873,0.0
cr,2,365,m50,b30,ge,549,0.6867030965391621,0.692167577413479,0.0,632,0.8686708860759493,0.8734177215189873,0.0
cr,1,9999,m50,none,ge,549,0.6830601092896175,0.6903460837887068,0.0,632,0.8180379746835443,0.8227848101265823,0.0
cr,1,9999,m50,b30,ge,549,0.6830601092896175,0.6903460837887068,0.0,632,0.8180379746835443,0.8227848101265823,0.0
cr,2,365,m100,none,none,549,0.6812386156648452,0.6830601092896175,0.0,632,0.805379746835443,0.8069620253164557,0.0
cr,2,365,m100,b30,none,549,0.6812386156648452,0.6830601092896175,0.0,632,0.805379746835443,0.8069620253164557,0.0
cr,2,9999,m100,none,ge,549,0.6812386156648452,0.6812386156648452,0.0,632,0.8069620253164557,0.8085443037974683,0.0
cr,2,9999,m100,b30,ge,549,0.6812386156648452,0.6812386156648452,0.0,632,0.8069620253164557,0.8085443037974683,0.0
cr,2,365,m25,b20,ge,549,0.6794171220400729,0.6848816029143898,0.0,632,0.8686708860759493,0.875,0.0
cr,2,365,m50,b20,ge,549,0.6775956284153005,0.6830601092896175,0.0,632,0.8686708860759493,0.875,0.0
cr,1,9999,m50,b20,none,549,0.6757741347905283,0.6830601092896175,0.0,632,0.7848101265822784,0.7911392405063291,0.0
cr,1,9999,m100,b20,none,549,0.6739526411657559,0.6757741347905283,0.0,632,0.7753164556962026,0.7784810126582279,0.0
cr,1,9999,m25,none,none,549,0.6721311475409836,0.6867030965391621,0.0,632,0.740506329113924,0.7689873417721519,0.0
cr,1,9999,m25,none,ge,549,0.6721311475409836,0.6867030965391621,0.0,632,0.7895569620253164,0.8085443037974683,0.0
