eod_date,kind,strike,reldist,above
2021-09-27,FP,4420.0,0.006154225186189133,False
2021-09-27,FP,4425.0,0.005029965259929159,False
2021-09-27,FP,4525.0,0.01745523326527021,True
2021-09-27,FP,4430.0,0.003905705333669185,False
2021-09-27,FP,4475.0,0.00621263400267047,True
2021-09-27,FN,4650.0,0.045561790466308594,True
2021-09-27,FN,4150.0,0.0668642520904541,False
2021-09-27,FN,4600.0,0.034319162368774414,True
2021-09-27,FN,4250.0,0.04437905550003052,False
2021-09-27,FN,4700.0,0.05680429935455322,True
2021-09-28,FP,4420.0,0.013675417730585337,True
2021-09-28,FP,4425.0,0.014822109379601711,True
2021-09-28,FP,4430.0,0.015968801028618307,True
2021-09-28,FP,4375.0,0.0033551928894366423,True
2021-09-28,FP,4250.0,0.025312098335975697,False
2021-09-28,FP,4350.0,0.002378265355645781,False
2021-09-28,FN,4100.0,0.05971282720565796,False
2021-09-28,FN,4650.0,0.06642317771911621,True
2021-09-28,FN,4525.0,0.03775596618652344,True
2021-09-28,FN,4150.0,0.048245906829833984,False
2021-09-28,FN,4600.0,0.05495631694793701,True
2021-09-28,FN,4700.0,0.07789015769958496,True
2021-09-29,FP,4420.0,0.01233354302089884,True
2021-09-29,FP,4425.0,0.013478716712098882,True
2021-09-29,FP,4430.0,0.014623890403299145,True
2021-09-29,FP,4275.0,0.020876494023904346,False
2021-09-29,FP,4375.0,0.0020269798000978057,True
2021-09-29,FP,4250.0,0.026602362479904995,False
2021-09-29,FN,4100.0,0.06095755100250244,False
2021-09-29,FN,4550.0,0.04210805892944336,True
2021-09-29,FN,4525.0,0.036382198333740234,True
2021-09-29,FN,4150.0,0.04950582981109619,False
2021-09-29,FN,4600.0,0.05355978012084961,True
2021-09-29,FN,4700.0,0.07646322250366211,True
2021-09-30,FP,4000.0,0.07493699193946257,False
2021-09-30,FP,4225.0,0.022902197736057395,False
2021-09-30,FP,4325.0,0.0002243774654560049,True
2021-09-30,FP,4275.0,0.01133891013530064,False
2021-09-30,FP,4375.0,0.01178766506621276,True
2021-09-30,FN,4100.0,0.05181044340133667,False
2021-09-30,FN,4425.0,0.023350954055786133,True
2021-09-30,FN,4525.0,0.046477556228637695,True
2021-09-30,FN,4150.0,0.04024714231491089,False
2021-09-30,FN,4475.0,0.034914255142211914,True
2021-10-01,FP,4000.0,0.08244888925576999,False
