level,shift,dte,grid,band,w,n_fit,exact_fit,w25_fit,medae_fit,n_hold,exact_hold,w25_hold,medae_hold
cr,0,le365,any,b30,K,549,0.663023679417122,0.6775956284153005,0.0,632,0.6993670886075949,0.7325949367088608,0.0
cr,0,all,m25,b25,K2,549,0.6612021857923497,0.6757741347905283,0.0,632,0.740506329113924,0.7674050632911392,0.0
cr,0,all,m50,b20,K2,549,0.6612021857923497,0.668488160291439,0.0,632,0.7879746835443038,0.7927215189873418,0.0
cr,0,all,m100,none,K2,549,0.6612021857923497,0.6612021857923497,0.0,632,0.7689873417721519,0.7689873417721519,0.0
cr,0,all,m100,b30,K2,549,0.6612021857923497,0.6612021857923497,0.0,632,0.7689873417721519,0.7689873417721519,0.0
cr,0,all,m50lo25,b20,K2,549,0.6612021857923497,0.668488160291439,0.0,632,0.7879746835443038,0.7927215189873418,0.0
cr,0,le365,m25,none,K,549,0.6612021857923497,0.6757741347905283,0.0,632,0.7373417721518988,0.7658227848101266,0.0
cr,0,le365,m25,b25,K,549,0.6612021857923497,0.6757741347905283,0.0,632,0.7373417721518988,0.7658227848101266,0.0
cr,0,le365,m25,b30,K,549,0.6612021857923497,0.6757741347905283,0.0,632,0.7373417721518988,0.7658227848101266,0.0
cr,0,le365,m50,none,1,549,0.6612021857923497,0.668488160291439,0.0,632,0.7689873417721519,0.7737341772151899,0.0
cr,0,le365,m50,b25,1,549,0.6612021857923497,0.668488160291439,0.0,632,0.7689873417721519,0.7737341772151899,0.0
cr,0,le365,m50,b30,1,549,0.6612021857923497,0.668488160291439,0.0,632,0.7689873417721519,0.7737341772151899,0.0
cr,0,le365,m50lo25,none,1,549,0.6612021857923497,0.668488160291439,0.0,632,0.7689873417721519,0.7737341772151899,0.0
cr,0,le365,m50lo25,b25,1,549,0.6612021857923497,0.668488160291439,0.0,632,0.7689873417721519,0.7737341772151899,0.0
cr,0,le365,m50lo25,b30,1,549,0.6612021857923497,0.668488160291439,0.0,632,0.7689873417721519,0.7737341772151899,0.0
cr,0,all,m25,none,K2,549,0.6593806921675774,0.6739526411657559,0.0,632,0.740506329113924,0.7674050632911392,0.0
cr,0,all,m25,b20,1,549,0.6593806921675774,0.6739526411657559,0.0,632,0.7420886075949367,0.7721518987341772,0.0
cr,0,all,m25,b30,K2,549,0.6593806921675774,0.6739526411657559,0.0,632,0.740506329113924,0.7674050632911392,0.0
cr,0,all,any,b20,1,549,0.6593806921675774,0.6739526411657559,0.0,632,0.7072784810126582,0.740506329113924,0.0
cr,0,le365,m100,b20,K,549,0.6593806921675774,0.6612021857923497,0.0,632,0.7658227848101266,0.7689873417721519,0.0
cr,0,le365,any,none,1,549,0.6593806921675774,0.6739526411657559,0.0,632,0.689873417721519,0.7231012658227848,0.0
cr,0,le365,any,b25,1,549,0.6593806921675774,0.6739526411657559,0.0,632,0.689873417721519,0.7231012658227848,0.0
cr,0,le365,any,b30,1,549,0.6593806921675774,0.6739526411657559,0.0,632,0.689873417721519,0.7231012658227848,0.0
cr,0,le365,m50,none,K2,549,0.6575591985428051,0.6648451730418944,0.0,632,0.7958860759493671,0.7990506329113924,0.0
cr,0,le365,m50,b25,K2,549,0.6575591985428051,0.6648451730418944,0.0,632,0.7958860759493671,0.7990506329113924,0.0
cr,0,le365,m50,b30,K2,549,0.6575591985428051,0.6648451730418944,0.0,632,0.7958860759493671,0.7990506329113924,0.0
cr,0,le365,m50lo25,none,K2,549,0.6575591985428051,0.6648451730418944,0.0,632,0.7958860759493671,0.7990506329113924,0.0
cr,0,le365,m50lo25,b25,K2,549,0.6575591985428051,0.6648451730418944,0.0,632,0.7958860759493671,0.7990506329113924,0.0
cr,0,le365,m50lo25,b30,K2,549,0.6575591985428051,0.6648451730418944,0.0,632,0.7958860759493671,0.7990506329113924,0.0
cr,0,all,m25,b20,K,549,0.6539162112932605,0.668488160291439,0.0,632,0.745253164556962,0.7737341772151899,0.0
cr,0,all,any,b20,K2,549,0.6539162112932605,0.668488160291439,0.0,632,0.7088607594936709,0.7420886075949367,0.0
cr,0,le365,any,none,K2,549,0.6539162112932605,0.668488160291439,0.0,632,0.7151898734177216,0.7484177215189873,0.0
cr,0,le365,any,b20,K,549,0.6539162112932605,0.668488160291439,0.0,632,0.7009493670886076,0.7341772151898734,0.0
cr,0,le365,any,b25,K2,549,0.6539162112932605,0.668488160291439,0.0,632,0.7151898734177216,0.7484177215189873,0.0
cr,0,le365,any,b30,K2,549,0.6539162112932605,0.668488160291439,0.0,632,0.7151898734177216,0.7484177215189873,0.0
cr,0,le365,m50,b20,1,549,0.6520947176684881,0.6593806921675774,0.0,632,0.7689873417721519,0.7753164556962026,0.0
cr,0,le365,m100,none,K2,549,0.6520947176684881,0.6520947176684881,0.0,632,0.7784810126582279,0.7784810126582279,0.0
cr,0,le365,m100,b20,1,549,0.6520947176684881,0.6539162112932605,0.0,632,0.754746835443038,0.7579113924050633,0.0
cr,0,le365,m100,b25,K2,549,0.6520947176684881,0.6520947176684881,0.0,632,0.7784810126582279,0.7784810126582279,0.0
cr,0,le365,m100,b30,K2,549,0.6520947176684881,0.6520947176684881,0.0,632,0.7784810126582279,0.7784810126582279,0.0
cr,0,le365,m50lo25,b20,1,549,0.6520947176684881,0.6593806921675774,0.0,632,0.7689873417721519,0.7753164556962026,0.0
cr,0,le365,any,b20,1,549,0.6520947176684881,0.6666666666666666,0.0,632,0.6914556962025317,0.7246835443037974,0.0
cr,0,all,m100,b20,K2,549,0.6502732240437158,0.6502732240437158,0.0,632,0.7753164556962026,0.7768987341772152,0.0
cr,0,all,any,b20,K,549,0.6502732240437158,0.6648451730418944,0.0,632,0.7056962025316456,0.7389240506329114,0.0
cr,0,le365,m25,b20,K,549,0.6502732240437158,0.6648451730418944,0.0,632,0.7373417721518988,0.7674050632911392,0.0
cr,0,all,m25,b20,K2,549,0.6484517304189436,0.663023679417122,0.0,632,0.7468354430379747,0.7753164556962026,0.0
cr,0,le365,m25,none,1,549,0.6484517304189436,0.663023679417122,0.0,632,0.7278481012658228,0.7563291139240507,0.0
cr,0,le365,m25,b25,1,549,0.6484517304189436,0.663023679417122,0.0,632,0.7278481012658228,0.7563291139240507,0.0
cr,0,le365,m25,b30,1,549,0.6484517304189436,0.663023679417122,0.0,632,0.7278481012658228,0.7563291139240507,0.0
cr,0,le365,m50,b20,K2,549,0.6484517304189436,0.6557377049180327,0.0,632,0.7958860759493671,0.8006329113924051,0.0
cr,0,le365,m50lo25,b20,K2,549,0.6484517304189436,0.6557377049180327,0.0,632,0.7958860759493671,0.8006329113924051,0.0
cr,0,le365,m25,none,K2,549,0.6466302367941712,0.6612021857923497,0.0,632,0.754746835443038,0.7816455696202531,0.0
cr,0,le365,m25,b25,K2,549,0.6466302367941712,0.6612021857923497,0.0,632,0.754746835443038,0.7816455696202531,0.0
cr,0,le365,m25,b30,K2,549,0.6466302367941712,0.6612021857923497,0.0,632,0.754746835443038,0.7816455696202531,0.0
cr,0,le365,any,b20,K2,549,0.6466302367941712,0.6612021857923497,0.0,632,0.7167721518987342,0.75,0.0
cr,0,le365,m100,b20,K2,549,0.6429872495446266,0.6429872495446266,0.0,632,0.7784810126582279,0.7800632911392406,0.0
cr,0,le365,m25,b20,1,549,0.639344262295082,0.6539162112932605,0.0,632,0.7278481012658228,0.7579113924050633,0.0
cr,0,le365,m25,b20,K2,549,0.6375227686703097,0.6520947176684881,0.0,632,0.754746835443038,0.7832278481012658,0.0
cr,0,le180,any,none,K2,549,0.6320582877959927,0.6466302367941712,0.0,632,0.6756329113924051,0.7088607594936709,0.0
cr,0,le180,any,b20,K2,549,0.6320582877959927,0.6466302367941712,0.0,632,0.6756329113924051,0.7088607594936709,0.0
cr,0,le180,any,b25,K2,549,0.6320582877959927,0.6466302367941712,0.0,632,0.6756329113924051,0.7088607594936709,0.0
cr,0,le180,any,b30,K2,549,0.6320582877959927,0.6466302367941712,0.0,632,0.6756329113924051,0.7088607594936709,0.0
cr,0,le180,m50,b20,K2,549,0.6284153005464481,0.6375227686703097,0.0,632,0.7642405063291139,0.7705696202531646,0.0
cr,0,le180,m50lo25,b20,K2,549,0.6284153005464481,0.6375227686703097,0.0,632,0.7642405063291139,0.7705696202531646,0.0
cr,0,le180,m50,none,K2,549,0.6265938069216758,0.6357012750455373,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50,b25,K2,549,0.6265938069216758,0.6357012750455373,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50,b30,K2,549,0.6265938069216758,0.6357012750455373,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50lo25,none,K2,549,0.6265938069216758,0.6357012750455373,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50lo25,b25,K2,549,0.6265938069216758,0.6357012750455373,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50lo25,b30,K2,549,0.6265938069216758,0.6357012750455373,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m100,none,K,549,0.6247723132969034,0.6265938069216758,0.0,632,0.7468354430379747,0.7484177215189873,0.0
cr,0,le180,m100,none,K2,549,0.6247723132969034,0.6265938069216758,0.0,632,0.7484177215189873,0.75,0.0
cr,0,le180,m100,b20,K,549,0.6247723132969034,0.6265938069216758,0.0,632,0.7468354430379747,0.75,0.0
cr,0,le180,m100,b20,K2,549,0.6247723132969034,0.6265938069216758,0.0,632,0.7484177215189873,0.7515822784810127,0.0
cr,0,le180,m100,b25,K,549,0.6247723132969034,0.6265938069216758,0.0,632,0.7468354430379747,0.7484177215189873,0.0
cr,0,le180,m100,b25,K2,549,0.6247723132969034,0.6265938069216758,0.0,632,0.7484177215189873,0.75,0.0
cr,0,le180,m100,b30,K,549,0.6247723132969034,0.6265938069216758,0.0,632,0.7468354430379747,0.7484177215189873,0.0
cr,0,le180,m100,b30,K2,549,0.6247723132969034,0.6265938069216758,0.0,632,0.7484177215189873,0.75,0.0
cr,0,le180,m50,none,K,549,0.6229508196721312,0.6320582877959927,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50,b20,K,549,0.6229508196721312,0.6320582877959927,0.0,632,0.7642405063291139,0.7705696202531646,0.0
cr,0,le180,m50,b25,K,549,0.6229508196721312,0.6320582877959927,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50,b30,K,549,0.6229508196721312,0.6320582877959927,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50lo25,none,K,549,0.6229508196721312,0.6320582877959927,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50lo25,b20,K,549,0.6229508196721312,0.6320582877959927,0.0,632,0.7642405063291139,0.7705696202531646,0.0
cr,0,le180,m50lo25,b25,K,549,0.6229508196721312,0.6320582877959927,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,m50lo25,b30,K,549,0.6229508196721312,0.6320582877959927,0.0,632,0.7642405063291139,0.7689873417721519,0.0
cr,0,le180,any,none,K,549,0.6229508196721312,0.6375227686703097,0.0,632,0.6756329113924051,0.7088607594936709,0.0
cr,0,le180,any,b20,K,549,0.6229508196721312,0.6375227686703097,0.0,632,0.6756329113924051,0.7088607594936709,0.0
cr,0,le180,any,b25,K,549,0.6229508196721312,0.6375227686703097,0.0,632,0.6756329113924051,0.7088607594936709,0.0
cr,0,le180,any,b30,K,549,0.6229508196721312,0.6375227686703097,0.0,632,0.6756329113924051,0.7088607594936709,0.0
cr,0,le180,m100,none,1,549,0.6193078324225865,0.6211293260473588,0.0,632,0.7420886075949367,0.7436708860759493,0.0
cr,0,le180,m100,b20,1,549,0.6193078324225865,0.6211293260473588,0.0,632,0.7420886075949367,0.745253164556962,0.0
cr,0,le180,m100,b25,1,549,0.6193078324225865,0.6211293260473588,0.0,632,0.7420886075949367,0.7436708860759493,0.0
cr,0,le180,m100,b30,1,549,0.6193078324225865,0.6211293260473588,0.0,632,0.7420886075949367,0.7436708860759493,0.0
cr,1,all,m50,none,1,549,0.6156648451730419,0.6211293260473588,0.0,631,0.7400950871632329,0.7448494453248812,0.0
cr,0,le180,m25,b20,K2,549,0.6156648451730419,0.6320582877959927,0.0,632,0.7215189873417721,0.7515822784810127,0.0
cr,0,le180,m25,none,K2,549,0.6138433515482696,0.6302367941712204,0.0,632,0.7215189873417721,0.75,0.0
cr,0,le180,m25,b25,K2,549,0.6138433515482696,0.6302367941712204,0.0,632,0.7215189873417721,0.75,0.0
cr,0,le180,m25,b30,K2,549,0.6138433515482696,0.6302367941712204,0.0,632,0.7215189873417721,0.75,0.0
cr,0,le180,m25,none,K,549,0.6102003642987249,0.6265938069216758,0.0,632,0.7199367088607594,0.7484177215189873,0.0
cr,0,le180,m25,b20,K,549,0.6102003642987249,0.6265938069216758,0.0,632,0.7199367088607594,0.75,0.0
cr,0,le180,m25,b25,K,549,0.6102003642987249,0.6265938069216758,0.0,632,0.7199367088607594,0.7484177215189873,0.0
cr,0,le180,m25,b30,K,549,0.6102003642987249,0.6265938069216758,0.0,632,0.7199367088607594,0.7484177215189873,0.0
cr,0,le180,m50,none,1,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7626582278481012,0.0
cr,0,le180,m50,b20,1,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7642405063291139,0.0
cr,0,le180,m50,b25,1,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7626582278481012,0.0
cr,0,le180,m50,b30,1,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7626582278481012,0.0
cr,0,le180,m50lo25,none,1,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7626582278481012,0.0
cr,0,le180,m50lo25,b20,1,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7642405063291139,0.0
cr,0,le180,m50lo25,b25,1,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7626582278481012,0.0
cr,0,le180,m50lo25,b30,1,549,0.6102003642987249,0.6193078324225865,0.0,632,0.7579113924050633,0.7626582278481012,0.0
cr,0,le180,any,none,1,549,0.6083788706739527,0.6229508196721312,0.0,632,0.6708860759493671,0.7041139240506329,0.0
cr,0,le180,any,b20,1,549,0.6083788706739527,0.6229508196721312,0.0,632,0.6708860759493671,0.7041139240506329,0.0
cr,0,le180,any,b25,1,549,0.6083788706739527,0.6229508196721312,0.0,632,0.6708860759493671,0.7041139240506329,0.0
cr,0,le180,any,b30,1,549,0.6083788706739527,0.6229508196721312,0.0,632,0.6708860759493671,0.7041139240506329,0.0
cr,0,le180,m25,none,1,549,0.6010928961748634,0.6174863387978142,0.0,632,0.7136075949367089,0.7420886075949367,0.0
cr,0,le180,m25,b20,1,549,0.6010928961748634,0.6174863387978142,0.0,632,0.7136075949367089,0.7436708860759493,0.0
cr,0,le180,m25,b25,1,549,0.6010928961748634,0.6174863387978142,0.0,632,0.7136075949367089,0.7420886075949367,0.0
cr,0,le180,m25,b30,1,549,0.6010928961748634,0.6174863387978142,0.0,632,0.7136075949367089,0.7420886075949367,0.0
cr,-1,all,m50,none,1,548,0.5711678832116789,0.5766423357664233,0.0,632,0.6582278481012658,0.6629746835443038,0.0
cr,0,le90,m100,none,K2,549,0.5701275045537341,0.581056466302368,0.0,632,0.7009493670886076,0.7088607594936709,0.0
cr,0,le90,m100,b25,K2,549,0.5701275045537341,0.581056466302368,0.0,632,0.7009493670886076,0.7088607594936709,0.0
cr,0,le90,m100,b30,K2,549,0.5701275045537341,0.581056466302368,0.0,632,0.7009493670886076,0.7088607594936709,0.0
cr,0,le90,m100,b20,K2,549,0.5683060109289617,0.5792349726775956,0.0,632,0.7009493670886076,0.7088607594936709,0.0
cr,0,le90,m100,none,K,549,0.5573770491803278,0.5719489981785064,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,0,le90,m100,b25,K,549,0.5573770491803278,0.5719489981785064,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,0,le90,m100,b30,K,549,0.5573770491803278,0.5719489981785064,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,0,le90,m50,none,K2,549,0.5555555555555556,0.5701275045537341,0.0,632,0.6867088607594937,0.6977848101265823,0.0
cr,0,le90,m50,b25,K2,549,0.5555555555555556,0.5701275045537341,0.0,632,0.6867088607594937,0.6977848101265823,0.0
cr,0,le90,m50,b30,K2,549,0.5555555555555556,0.5701275045537341,0.0,632,0.6867088607594937,0.6977848101265823,0.0
cr,0,le90,m100,b20,K,549,0.5555555555555556,0.5701275045537341,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,0,le90,m50lo25,none,K2,549,0.5555555555555556,0.5701275045537341,0.0,632,0.6867088607594937,0.6977848101265823,0.0
cr,0,le90,m50lo25,b25,K2,549,0.5555555555555556,0.5701275045537341,0.0,632,0.6867088607594937,0.6977848101265823,0.0
cr,0,le90,m50lo25,b30,K2,549,0.5555555555555556,0.5701275045537341,0.0,632,0.6867088607594937,0.6977848101265823,0.0
cr,0,le90,m50,b20,K2,549,0.5537340619307832,0.5683060109289617,0.0,632,0.6867088607594937,0.6977848101265823,0.0
cr,0,le90,m50lo25,b20,K2,549,0.5537340619307832,0.5683060109289617,0.0,632,0.6867088607594937,0.6977848101265823,0.0
cr,0,le90,m50,none,K,549,0.546448087431694,0.5628415300546448,0.0,632,0.6756329113924051,0.6867088607594937,0.0
cr,0,le90,m50,b25,K,549,0.546448087431694,0.5628415300546448,0.0,632,0.6756329113924051,0.6867088607594937,0.0
cr,0,le90,m50,b30,K,549,0.546448087431694,0.5628415300546448,0.0,632,0.6756329113924051,0.6867088607594937,0.0
cr,0,le90,m50lo25,none,K,549,0.546448087431694,0.5628415300546448,0.0,632,0.6756329113924051,0.6867088607594937,0.0
cr,0,le90,m50lo25,b25,K,549,0.546448087431694,0.5628415300546448,0.0,632,0.6756329113924051,0.6867088607594937,0.0
cr,0,le90,m50lo25,b30,K,549,0.546448087431694,0.5628415300546448,0.0,632,0.6756329113924051,0.6867088607594937,0.0
cr,0,le90,m25,none,K2,549,0.5446265938069217,0.5683060109289617,0.0,632,0.6439873417721519,0.6787974683544303,0.0
cr,0,le90,m25,b25,K2,549,0.5446265938069217,0.5683060109289617,0.0,632,0.6439873417721519,0.6787974683544303,0.0
cr,0,le90,m25,b30,K2,549,0.5446265938069217,0.5683060109289617,0.0,632,0.6439873417721519,0.6787974683544303,0.0
cr,0,le90,m50,b20,K,549,0.5446265938069217,0.5610200364298725,0.0,632,0.6756329113924051,0.6867088607594937,0.0
cr,0,le90,m100,none,1,549,0.5446265938069217,0.5591985428051002,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,0,le90,m100,b25,1,549,0.5446265938069217,0.5591985428051002,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,0,le90,m100,b30,1,549,0.5446265938069217,0.5591985428051002,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,0,le90,m50lo25,b20,K,549,0.5446265938069217,0.5610200364298725,0.0,632,0.6756329113924051,0.6867088607594937,0.0
cr,0,le90,any,none,K2,549,0.5446265938069217,0.5719489981785064,0.0,632,0.5996835443037974,0.6329113924050633,0.0
cr,0,le90,any,b20,K2,549,0.5446265938069217,0.5719489981785064,0.0,632,0.5996835443037974,0.6329113924050633,0.0
cr,0,le90,any,b25,K2,549,0.5446265938069217,0.5719489981785064,0.0,632,0.5996835443037974,0.6329113924050633,0.0
cr,0,le90,any,b30,K2,549,0.5446265938069217,0.5719489981785064,0.0,632,0.5996835443037974,0.6329113924050633,0.0
