level,shift,dte,grid,band,w,n_fit,exact_fit,w25_fit,medae_fit,n_hold,exact_hold,w25_hold,medae_hold
cr,0,all,m50,none,1,549,0.6885245901639344,0.6958105646630237,0.0,632,0.7832278481012658,0.7879746835443038,0.0
cr,0,all,m50,none,1,549,0.6885245901639344,0.6958105646630237,0.0,632,0.7832278481012658,0.7879746835443038,0.0
cr,0,all,m50,b25,1,549,0.6885245901639344,0.6958105646630237,0.0,632,0.7816455696202531,0.7863924050632911,0.0
cr,0,all,m50,b30,1,549,0.6885245901639344,0.6958105646630237,0.0,632,0.7832278481012658,0.7879746835443038,0.0
cr,0,all,m50lo25,none,1,549,0.6885245901639344,0.6958105646630237,0.0,632,0.7832278481012658,0.7879746835443038,0.0
cr,0,all,m50lo25,b25,1,549,0.6885245901639344,0.6958105646630237,0.0,632,0.7816455696202531,0.7863924050632911,0.0
cr,0,all,m50lo25,b30,1,549,0.6885245901639344,0.6958105646630237,0.0,632,0.7832278481012658,0.7879746835443038,0.0
cr,0,all,m100,none,1,549,0.6867030965391621,0.6885245901639344,0.0,632,0.7737341772151899,0.7753164556962026,0.0
cr,0,all,m100,b25,1,549,0.6867030965391621,0.6885245901639344,0.0,632,0.7721518987341772,0.7737341772151899,0.0
cr,0,all,m100,b30,1,549,0.6867030965391621,0.6885245901639344,0.0,632,0.7737341772151899,0.7753164556962026,0.0
cr,0,all,m50,none,K,549,0.6830601092896175,0.6903460837887068,0.0,632,0.7832278481012658,0.7863924050632911,0.0
cr,0,all,m50,b25,K,549,0.6830601092896175,0.6903460837887068,0.0,632,0.7832278481012658,0.7863924050632911,0.0
cr,0,all,m50,b30,K,549,0.6830601092896175,0.6903460837887068,0.0,632,0.7832278481012658,0.7863924050632911,0.0
cr,0,all,m50lo25,none,K,549,0.6830601092896175,0.6903460837887068,0.0,632,0.7832278481012658,0.7863924050632911,0.0
cr,0,all,m50lo25,b25,K,549,0.6830601092896175,0.6903460837887068,0.0,632,0.7832278481012658,0.7863924050632911,0.0
cr,0,all,m50lo25,b30,K,549,0.6830601092896175,0.6903460837887068,0.0,632,0.7832278481012658,0.7863924050632911,0.0
cr,0,all,m100,none,K,549,0.6775956284153005,0.6775956284153005,0.0,632,0.7721518987341772,0.7721518987341772,0.0
cr,0,all,m100,b25,K,549,0.6775956284153005,0.6775956284153005,0.0,632,0.7721518987341772,0.7721518987341772,0.0
cr,0,all,m100,b30,K,549,0.6775956284153005,0.6775956284153005,0.0,632,0.7721518987341772,0.7721518987341772,0.0
cr,0,all,m50,b20,1,549,0.6757741347905283,0.6830601092896175,0.0,632,0.7848101265822784,0.7911392405063291,0.0
cr,0,all,m50lo25,b20,1,549,0.6757741347905283,0.6830601092896175,0.0,632,0.7848101265822784,0.7911392405063291,0.0
cr,0,all,m50,b25,K2,549,0.6739526411657559,0.6812386156648452,0.0,632,0.7816455696202531,0.7848101265822784,0.0
cr,0,all,m100,b20,1,549,0.6739526411657559,0.6757741347905283,0.0,632,0.7753164556962026,0.7784810126582279,0.0
cr,0,all,m50lo25,b25,K2,549,0.6739526411657559,0.6812386156648452,0.0,632,0.7816455696202531,0.7848101265822784,0.0
cr,0,le365,m50,none,K,549,0.6739526411657559,0.6812386156648452,0.0,632,0.7800632911392406,0.7848101265822784,0.0
cr,0,le365,m50,b25,K,549,0.6739526411657559,0.6812386156648452,0.0,632,0.7800632911392406,0.7848101265822784,0.0
cr,0,le365,m50,b30,K,549,0.6739526411657559,0.6812386156648452,0.0,632,0.7800632911392406,0.7848101265822784,0.0
cr,0,le365,m50lo25,none,K,549,0.6739526411657559,0.6812386156648452,0.0,632,0.7800632911392406,0.7848101265822784,0.0
cr,0,le365,m50lo25,b25,K,549,0.6739526411657559,0.6812386156648452,0.0,632,0.7800632911392406,0.7848101265822784,0.0
cr,0,le365,m50lo25,b30,K,549,0.6739526411657559,0.6812386156648452,0.0,632,0.7800632911392406,0.7848101265822784,0.0
cr,0,all,m25,none,1,549,0.6721311475409836,0.6867030965391621,0.0,632,0.740506329113924,0.7689873417721519,0.0
cr,0,all,m25,b25,1,549,0.6721311475409836,0.6867030965391621,0.0,632,0.7389240506329114,0.7674050632911392,0.0
cr,0,all,m25,b30,1,549,0.6721311475409836,0.6867030965391621,0.0,632,0.740506329113924,0.7689873417721519,0.0
cr,0,all,m50,none,K2,549,0.6721311475409836,0.6794171220400729,0.0,632,0.7816455696202531,0.7848101265822784,0.0
cr,0,all,m50,b30,K2,549,0.6721311475409836,0.6794171220400729,0.0,632,0.7816455696202531,0.7848101265822784,0.0
cr,0,all,m50lo25,none,K2,549,0.6721311475409836,0.6794171220400729,0.0,632,0.7816455696202531,0.7848101265822784,0.0
cr,0,all,m50lo25,b30,K2,549,0.6721311475409836,0.6794171220400729,0.0,632,0.7816455696202531,0.7848101265822784,0.0
cr,0,all,any,none,1,549,0.6703096539162113,0.6848816029143898,0.0,632,0.7025316455696202,0.7357594936708861,0.0
cr,0,all,any,b25,1,549,0.6703096539162113,0.6848816029143898,0.0,632,0.7041139240506329,0.7373417721518988,0.0
cr,0,all,any,b30,1,549,0.6703096539162113,0.6848816029143898,0.0,632,0.7025316455696202,0.7357594936708861,0.0
cr,0,le365,m100,none,K,549,0.6703096539162113,0.6721311475409836,0.0,632,0.7658227848101266,0.7674050632911392,0.0
cr,0,le365,m100,b25,K,549,0.6703096539162113,0.6721311475409836,0.0,632,0.7658227848101266,0.7674050632911392,0.0
cr,0,le365,m100,b30,K,549,0.6703096539162113,0.6721311475409836,0.0,632,0.7658227848101266,0.7674050632911392,0.0
cr,0,all,m25,none,K,549,0.668488160291439,0.6830601092896175,0.0,632,0.740506329113924,0.7674050632911392,0.0
cr,0,all,m25,b25,K,549,0.668488160291439,0.6830601092896175,0.0,632,0.740506329113924,0.7674050632911392,0.0
cr,0,all,m25,b30,K,549,0.668488160291439,0.6830601092896175,0.0,632,0.740506329113924,0.7674050632911392,0.0
cr,0,all,m50,b20,K,549,0.668488160291439,0.6757741347905283,0.0,632,0.7879746835443038,0.7927215189873418,0.0
cr,0,all,m50lo25,b20,K,549,0.668488160291439,0.6757741347905283,0.0,632,0.7879746835443038,0.7927215189873418,0.0
cr,0,all,any,b25,K2,549,0.6666666666666666,0.6812386156648452,0.0,632,0.7025316455696202,0.7357594936708861,0.0
cr,0,all,any,none,K2,549,0.6648451730418944,0.6794171220400729,0.0,632,0.7009493670886076,0.7341772151898734,0.0
cr,0,all,any,b30,K2,549,0.6648451730418944,0.6794171220400729,0.0,632,0.7009493670886076,0.7341772151898734,0.0
cr,0,all,m100,b20,K,549,0.663023679417122,0.663023679417122,0.0,632,0.7768987341772152,0.7784810126582279,0.0
cr,0,all,m100,b25,K2,549,0.663023679417122,0.663023679417122,0.0,632,0.7689873417721519,0.7689873417721519,0.0
cr,0,all,any,none,K,549,0.663023679417122,0.6775956284153005,0.0,632,0.6977848101265823,0.7310126582278481,0.0
cr,0,all,any,b25,K,549,0.663023679417122,0.6775956284153005,0.0,632,0.7009493670886076,0.7341772151898734,0.0
cr,0,all,any,b30,K,549,0.663023679417122,0.6775956284153005,0.0,632,0.6977848101265823,0.7310126582278481,0.0
cr,0,le365,m50,b20,K,549,0.663023679417122,0.6703096539162113,0.0,632,0.7800632911392406,0.7863924050632911,0.0
cr,0,le365,m100,none,1,549,0.663023679417122,0.6648451730418944,0.0,632,0.754746835443038,0.7563291139240507,0.0
cr,0,le365,m100,b25,1,549,0.663023679417122,0.6648451730418944,0.0,632,0.754746835443038,0.7563291139240507,0.0
cr,0,le365,m100,b30,1,549,0.663023679417122,0.6648451730418944,0.0,632,0.754746835443038,0.7563291139240507,0.0
cr,0,le365,m50lo25,b20,K,549,0.663023679417122,0.6703096539162113,0.0,632,0.7800632911392406,0.7863924050632911,0.0
cr,0,le365,any,none,K,549,0.663023679417122,0.6775956284153005,0.0,632,0.6993670886075949,0.7325949367088608,0.0
cr,0,le365,any,b25,K,549,0.663023679417122,0.6775956284153005,0.0,632,0.6993670886075949,0.7325949367088608,0.0
