level,slice,method,band,n_fit,exact_fit,w25_fit,medae_fit,n_hold,exact_hold,w25_hold,medae_hold
gw0,d1,maxtot,b05,497,0.08249496981891348,0.39436619718309857,40.0,632,0.11867088607594936,0.46360759493670883,30.0
gw0,d01,maxtot,none,497,0.08249496981891348,0.39436619718309857,40.0,632,0.11867088607594936,0.46360759493670883,30.0
gw0,d01,maxtot,b02,497,0.08249496981891348,0.39436619718309857,40.0,632,0.11867088607594936,0.46360759493670883,30.0
gw0,d01,maxnet,b02,497,0.08249496981891348,0.448692152917505,30.0,632,0.09968354430379747,0.5506329113924051,25.0
gw0,d01,maxtot,b05,497,0.08249496981891348,0.39436619718309857,40.0,632,0.11867088607594936,0.46360759493670883,30.0
gw0,d1,maxnet_ge,none,497,0.07645875251509054,0.4768611670020121,30.0,632,0.09335443037974683,0.5854430379746836,25.0
gw0,d1,maxnet_ge,b02,497,0.07645875251509054,0.48088531187122735,30.0,632,0.09335443037974683,0.5838607594936709,25.0
gw0,d1,maxnet_ge,b05,497,0.07645875251509054,0.4768611670020121,30.0,632,0.09335443037974683,0.5854430379746836,25.0
gw0,d01,maxnet_ge,none,497,0.07645875251509054,0.4768611670020121,30.0,632,0.09335443037974683,0.5854430379746836,25.0
gw0,d01,maxnet_ge,b02,497,0.07645875251509054,0.48088531187122735,30.0,632,0.09335443037974683,0.5838607594936709,25.0
gw0,d01,maxnet_ge,b05,497,0.07645875251509054,0.4768611670020121,30.0,632,0.09335443037974683,0.5854430379746836,25.0
gw0,d1,maxcg_ge,none,497,0.056338028169014086,0.42052313883299797,35.0,632,0.10126582278481013,0.4936708860759494,30.0
gw0,d1,maxcg_ge,b02,497,0.056338028169014086,0.42052313883299797,35.0,632,0.10126582278481013,0.4936708860759494,30.0
gw0,d1,maxcg_ge,b05,497,0.056338028169014086,0.42052313883299797,35.0,632,0.10126582278481013,0.4936708860759494,30.0
gw0,d01,maxcg_ge,none,497,0.056338028169014086,0.42052313883299797,35.0,632,0.10126582278481013,0.4936708860759494,30.0
gw0,d01,maxcg_ge,b02,497,0.056338028169014086,0.42052313883299797,35.0,632,0.10126582278481013,0.4936708860759494,30.0
gw0,d01,maxcg_ge,b05,497,0.056338028169014086,0.42052313883299797,35.0,632,0.10126582278481013,0.4936708860759494,30.0
gw0,d1,maxtot_ge,none,497,0.05432595573440644,0.41448692152917505,35.0,632,0.0981012658227848,0.4889240506329114,30.0
gw0,d1,maxtot_ge,b02,497,0.05432595573440644,0.41448692152917505,35.0,632,0.0981012658227848,0.4889240506329114,30.0
