eod_date,r2,spot,b0_0,b1_2,b3_5,b6_10,b11_21,b22_45,b46_90,b91_400
2022-12-09,0.9994040405749605,3956.27,0.0,-53824.23235394718,426218.16172609065,454357.36275491334,275030.10608560627,377923.07900964085,205702.2367214556,469970.0650064267
2022-12-12,0.9923486078362661,3982.12,0.0,-110516.51179367374,371727.4741542983,959010.9864810898,-836917.1512171663,725912.2788294173,275038.1697653135,1558929.869468187
2022-12-13,0.9204188266409642,4021.93,0.0,475095.9575194885,-360099.22622679756,-702052.3743128699,321347.1963703606,-204621.6737910616,4135414.277649702,3193006.206266672
2022-12-14,0.8975748124091433,3981.28,0.0,-1158417.297457145,245888.28142382123,2744169.628806608,-1141436.6019574387,-264177.73599051154,985015.1743997002,1868823.722493132
2022-12-15,0.9413032232931093,3905.27,0.0,-231202.81174599298,2457686.3122466253,1897153.406916523,320561.55575665657,-1079113.8994793736,-931826.4853891508,4825198.23801518
2022-12-16,0.9987457109066944,3864.86,0.0,-12474.26443882176,600545.2246953327,390259.97566258383,359121.1595001784,13848.28368188635,448862.3207422963,608500.9377537234
2022-12-19,0.9983376464764556,3810.19,0.0,-18035.93413947744,416493.00256594876,258239.37502408936,385224.4347788495,101394.77632039925,641976.3070272023,592293.4216727867
2022-12-20,0.9866858674685222,3827.04,0.0,-550323.2234680646,146175.3612469717,824965.3768624349,-21289.342625239282,-111622.98477640375,806951.1504254774,128577.66162976972
2022-12-21,0.9993110112629631,3873.39,0.0,36673.26693437633,259984.90170534552,393145.41724905174,687329.601727538,310147.1868663668,271684.3711221553,666031.1260207342
2022-12-22,0.9952255808620409,3819.1,0.0,75860.79816792972,-1.280568540096283e-09,364858.211322537,677246.6027157378,-97243.96961504022,637363.4767505937,929217.9309651922
2022-12-23,0.9999581415386142,3837.14,0.0,451.4698057564674,234792.50256440387,362710.60146241524,376100.9853425113,355415.53958005446,359564.8490631372,367228.31302638
2022-12-27,0.9996275075992213,3835.88,0.0,1737.9307757332572,374560.97120495845,342393.24544968526,556948.4936800229,380274.70515366714,767337.1178776782,-31214.57942175679
2022-12-28,0.9948196643199014,3787.86,0.0,558544.3865695546,-140766.779816561,306364.10445536295,-661982.1483173657,397877.62578294706,124040.8874253458,538367.0479088848
2022-12-29,0.9995905714170491,3850.64,0.0,373255.0806752864,0.0,412131.43211147084,62654.14124340832,-40757.67472069994,1494023.6706635582,-274192.8435388436
2022-12-30,0.9993435444950002,3819.03,0.0,5154.635814068373,97214.77294307193,382133.7924191993,565798.4511463682,238275.233962628,469304.82561052765,372658.95674408245
2023-01-03,0.9984807528177008,3820.86,0.0,69468.97042377264,400897.63585573336,390864.1050931286,442407.3413395747,-17159.430106314605,218099.4754862837,642053.6604144735
2023-01-04,0.9984836822552839,3842.83,0.0,69903.21804748225,530224.3476488049,442267.34017316386,346915.44279001944,514129.2565664447,344626.15904976596,-139413.6222723077
2023-01-05,0.9956008283235838,3807.41,0.0,15737.58004737238,268244.41916250193,961379.064550048,36289.18995276251,674907.0501683216,1003247.7120299895,-208156.3358244691
2023-01-06,0.9997145857726983,3900.85,0.0,-6210.2922902641585,449797.11947291787,341692.7830661246,322735.35209601984,400164.1102757958,397771.65961311443,442110.62284531776
2023-01-09,0.9898781971487283,3895.93,0.0,93011.44017429696,441060.42680635815,-462964.3920495441,320393.8524707103,540267.1806227275,504407.40369652794,266348.70709116623
2023-01-10,0.998191443014878,3908.76,0.0,133699.77793222968,404354.81137564825,726444.7712684402,346697.4496529068,417993.2507377187,366798.26540719863,264158.40648983273
2023-01-11,0.9991343875892429,3958.18,0.0,17771.012765515872,435866.67468148866,546736.3678922033,304839.82990292343,383232.1275721987,411210.987538004,199323.92848720943
2023-01-12,0.9972483351694795,3980.58,0.0,304266.4767656419,3.4924596548080444e-10,460706.65938019555,-684636.2058564185,1343914.4172263886,438099.95813701564,-435131.80945619533
2023-01-13,0.9996925207530158,3996.09,0.0,-3250.5838348034304,502175.4299985664,412702.3038647261,389257.82669919566,366913.45893664815,407571.9722388113,451609.8645112273
2023-01-17,0.9963776825639923,3993.38,0.0,-116701.47413068335,526987.0807897061,639475.6669853327,262288.440166314,357250.1260369413,404998.89165716874,417940.2258305745
2023-01-23,0.9967682722655206,4009.68,0.0,36871.77569496096,-116619.99829065184,42624.94269230781,-12296.926652207796,256994.7312077163,355338.9265082533,347426.1993115681
2023-01-24,0.9965591818372923,4017.4,0.0,6925.215861249599,-232439.81908746774,-45113.36533833487,296359.28972127096,224226.84929388674,201115.07398521312,487653.44041225896
2023-01-25,0.9968682664626304,4012.88,0.0,75781.26627041888,-323948.93452636397,121163.72472410777,-101839.88918119846,253464.4708380068,340728.41351516277,381379.23358200246
2023-01-26,0.996923195555607,4051.57,0.0,47025.19495693053,-577350.2900146453,169848.75714482248,-80354.0044124974,254824.4933710508,336935.0161283511,416749.0575592972
2023-01-27,0.9982838203152262,4087.86,0.0,13768.477951969951,47758.73446080541,-220722.06245587528,-211248.92002029353,417376.5504647689,349851.34045276674,374017.2404909835
2023-01-30,0.998172396083421,4017.98,0.0,-30996.14078584191,103388.53323966349,-395236.24185363716,301296.23551775195,28758.790465188664,305840.51506801473,389301.53304503567
2023-01-31,0.9984511678201635,4052.6,0.0,-250384.4101817591,283226.39241488447,-380191.0217368234,162306.65833500633,186617.61721428277,425281.7036862959,341700.2963929889
2023-02-01,0.9962117367071827,4128.23,0.0,-55953.47270158131,-40750.324436396935,53764.19367942811,277745.6753815025,229479.22818106186,252131.6189856862,455480.48549335345
2023-02-03,0.9991447085759628,4139.23,0.0,11909.651771683944,630188.8233723167,609907.7896366268,237779.94264076598,524498.7301560028,389820.62303785153,438259.6907133689
2023-02-06,0.9993871428790159,4102.52,0.0,48457.14573411184,512964.90319507546,372287.0925516841,395128.26010339276,523920.0887134244,383745.45771836,298492.6839343769
2023-02-07,0.9981161911556239,4157.8,0.0,14492.082364970294,524627.8753610607,689217.1806225583,582985.000207744,-28499.590714824437,117859.45400827669,865397.1628158537
2023-02-08,0.959521093092399,4118.8,0.0,-419631.9892318585,2222732.35844303,1252423.885534209,1750035.9287394632,-1271363.6870243344,202035.16226176114,578283.6755282293
2023-02-09,0.9943311446979384,4077.94,0.0,162368.68155182808,442898.9865345159,282450.54748756933,328333.9129094618,682497.4784011655,388372.8508350737,385962.8342481895
2023-02-10,0.9998236631158559,4082.86,0.0,-21913.752535867738,415638.82338502345,449360.6628226306,359832.51345569687,453242.96017403726,369836.1936125289,383413.8946230198
2023-02-13,0.9995517418733728,4129.92,0.0,15010.450074846158,480645.08738059504,-519328.99914730206,412391.3387387785,557793.9867419688,367710.1067272811,330671.33005142445
2023-02-14,0.9971890459796906,4139.22,0.0,104473.08045308304,450484.7950531569,380975.3566411246,287435.08692694234,455407.66394322435,363541.4704968719,500995.63967863494
2023-02-15,0.9987741164346429,4137.3,0.0,-113154.81667856663,461734.613592117,384281.6002789744,617729.7621430625,393682.91490974394,828429.0110650078,310111.2309899325
2023-02-16,0.8079653985837304,4100.26,0.0,231465.93291726167,5.587935447692871e-09,-1154847.2987996247,1825811.394291108,339943.2237757391,12896764.119089881,-3599076.767857019
2023-02-17,0.9996802268804399,4072.32,0.0,-26939.29257963074,410703.87749325484,341237.6102684242,419183.04950981383,368100.22096821334,171951.38763560075,609362.3248186586
2023-02-21,0.9982463949440976,4004.81,0.0,32245.11892636484,-507079.0912582212,365726.8168888612,61752.44084185355,248691.4602584291,453094.7127164567,332671.1612267828
2023-02-22,0.9989990806705711,3981.59,0.0,25705.414115434396,230301.21894130032,284768.2196623236,879785.2452872992,402431.18112180586,1091367.3226623402,-77843.26137350284
2023-02-23,0.9979457379306012,4018.77,0.0,-4231.431047012156,531188.1144317378,451757.5642708336,613204.3379300542,423276.0053815021,962515.2949811267,-96392.44460916275
2023-02-24,0.9994105306444092,3968.88,0.0,9663.89366512213,261963.69338548527,423889.39092191536,387445.39214916434,424110.0358777103,194415.22367431433,482466.9597626251
2023-02-27,0.9987447135775113,3978.99,0.0,427811.4250424203,336373.4275918435,562747.5325474571,384240.73201904225,409132.4026973481,730115.6174675084,79582.57569287377
2023-02-28,0.99902250043257,3976.93,0.0,48167.259778340056,417826.2890574422,348981.99298768933,464168.60404406907,396121.83733824175,564058.3385345807,204958.6066249724
2023-03-01,0.9914363685827102,3946.77,0.0,51000.348187906144,295012.97890014236,261788.0659531767,149505.45834976668,543146.4555106388,1187579.8348697776,-35010.02054268797
2023-03-02,0.9976220700826731,3980.1,0.0,57049.42352504755,199201.98714328022,546032.6893820019,559620.1935890348,400117.56946493307,2706200.2011702983,-1624487.9227622072
2023-03-03,0.9998935430293485,4042.96,0.0,-6930.691315924691,427934.2476588946,232406.6196781702,483854.8776782941,418960.1014810254,277059.69616612827,418316.5169427612
2023-03-06,0.999562639862993,4050.78,0.0,27173.59545937396,458875.3956873222,419311.29833760625,460507.8892911996,414843.7256673189,498796.2363883923,224379.46284599477
2023-03-07,0.9998216946064855,3986.78,0.0,82928.1712207715,388098.7057752599,394423.2549038606,427258.1721658864,398967.69635716564,382895.13731540396,395657.6276817731
2023-03-08,0.9998849456487657,3976.31,0.0,110772.53742435004,295713.4269724755,496794.11955734267,236338.49910642576,402843.6896931108,418507.64398389927,390191.1848475937
2023-03-09,0.9926383033444215,3917.44,0.0,91700.82328444428,636373.2911649001,660927.4469909715,302681.93543824786,570949.28422243,136292.31821094285,225965.30596835315
2023-03-10,0.9995942767445166,3867.72,0.0,736330472.145089,395725.13084051013,433963.30410289764,146668.9927918315,428407.75311660767,-575057.2729436755,707110.6013659239
2023-03-13,0.9976542947555275,3862.99,0.0,53229.3245386529,391822.20457793004,-139091.40099265796,456819.48794117826,426356.47442922625,745855.8889917874,242552.09607260325
2023-03-14,0.9980709125735404,3884.24,0.0,90262.79270775185,318460.4058959708,21339.960132306776,442286.6822193009,366538.93603939214,797842.5535786193,146370.55613989945
2023-03-15,0.9960777146322126,3891.07,0.0,495616.62823252776,251442.98842183757,281616.7641985818,403901.0639293981,236067.32232723868,139190.4213012027,553049.5495546268
2023-03-16,0.9870709841323433,3959.58,0.0,282542.7792226156,283247.303931919,367774.52848386066,378981.53586070344,632034.3066059616,-2724765.228313168,1542083.886618732
2023-03-17,0.9999622974035132,3919.56,0.0,-442035.62510816776,392075.6892238958,366928.33330834296,393641.3676507507,388074.423209255,331514.3635264601,393034.8043165755
2023-03-20,0.9979759321477971,3945.32,0.0,15341.381307137199,348825.13645456923,503790.7678898092,402591.081454176,399424.6060017088,334053.7080209636,449819.5187430227
2023-03-21,0.9903927156211244,3998.39,0.0,270602.4057049166,87124.64179681556,321196.2885975281,269161.1510828879,161094.00348934304,415254.9705691323,1167148.4218990074
2023-03-22,0.9987668781402731,4002.8,0.0,74889.83587881387,368131.41842136846,333999.68448837183,-176140.9856943068,341326.1574448637,741254.9989500726,252161.69150712423
2023-03-23,0.9995118817679638,3930.59,0.0,195857.9985359792,521501.1651094523,417187.8597313056,-492305.3829478182,407618.0128069191,471342.6670217115,405395.8551449799
2023-03-24,0.9964946177934232,3970.52,0.0,-40311.99944869778,476988.6062489942,345418.1494359583,477118.8344234512,125981.8458526319,463498.6022540389,734619.0411231316
2023-03-27,0.9893315830963504,3990.85,0.0,97310.7914968502,234901.92212312992,1914985.3716701658,-171326.00632904953,396229.48668376176,1218039.43292786,-139372.37194689322
2023-03-28,0.995122109718975,3959.24,0.0,264947.5587750063,340880.59816581814,818810.858688881,-340200.78940937825,389057.04394363717,546149.166213407,352163.06329837535
2023-03-29,0.8143818608552895,4025.35,0.0,31716.468536196742,217730.22179311392,-356956.86377420614,1847831.743351182,-2704217.263594015,-2393408.0724157593,12093758.276452795
2023-03-30,0.7493712863945172,4049.42,0.0,159846.73008151934,-9848179.982778683,-209882.1603344922,6607382.761425398,-5666303.553392929,-9526119.21762487,32350923.898798194
2023-03-31,0.7625165961845373,4105.56,0.0,-657647.7360916253,3689511.4889528016,-3456020.767248947,19890055.66348357,-9798381.810065942,7220915.400684277,515019.80131489015
2023-04-03,0.7033628192075891,4122.07,0.0,743790.9171313781,-9556428.065550819,15827489.356156705,4330013.392135114,-1799239.5093963938,21996534.38374645,-21811375.422386438
2023-04-04,0.6321512643997094,4093.17,0.0,-742773.9935051737,-3302898.3698398853,-2362747.714544028,5390902.597335467,-2650457.1878822576,14635362.41607097,-13117481.130101912
2023-04-05,0.8061187679851848,4086.55,0.0,-8944162.215896407,3.026798367500305e-08,3754420.1673094863,-1138895.0748773748,6692609.553707068,26188085.532083698,-17655362.075104658
2023-04-06,0.6773591723003554,4102.56,0.0,401957.8870075771,-12934738.432296125,-103145.08621451503,2394872.342048033,4850210.020696072,11908361.806895474,-9541195.840372123
2023-04-10,0.5395521760345153,4100.25,0.0,4904519.379578723,-8030083.803676393,16335470.039877154,1056200.107109785,-468548.1287422234,58738118.503017776,-35800477.46495074
2023-04-11,0.9996425463138193,4122.19,0.0,324563.2395915529,437896.9361302891,358259.15126497304,358340.78200367384,360231.34474604233,325755.5545512402,555947.7038691421
2023-04-12,0.9981007215367542,4091.7,0.0,79926.03054759384,565212.102512319,386308.1964782135,306466.5486573555,231041.01577381504,362210.89828864485,654110.3148200233
2023-04-13,0.9998866707051465,4146.89,0.0,446023.0419319401,49661.19731662137,412944.94195967447,404228.8047128669,462102.1280286503,176595.47412413923,580150.4038653942
2023-04-14,0.9997695391106692,4130.25,0.0,18967.018922472955,367612.2505584552,383739.7127620505,417963.5284288612,430254.9082993439,366775.25037965714,487319.79404803534
2023-04-17,0.9992438361437612,4145.68,0.0,23105.39489224786,431128.7227720079,508133.41151623684,476193.8662908838,390493.1537154568,477273.51703759504,407899.3965041374
2023-04-18,0.9983987754766939,4151.76,0.0,-16256.965063276351,545741.0555419746,-49316.99779708113,578508.0417998083,437184.22471964743,86353.53716457491,320230.16900603904
2023-04-19,0.9966471413215879,4157.09,0.0,723481.9344943245,422072.7070806287,170510.02984216774,775916.4827834703,352326.6336960051,894465.7344312583,40527.19959484086
2023-04-20,0.9870677514666759,4118.15,0.0,417990.4269842287,92382.00989989613,566560.3745328386,347044.27216382825,512939.81772266916,-69235.24791243066,984044.985691316
2023-04-21,0.998101377689319,4129.84,0.0,15276.334458386758,437217.64793513535,483209.5485981734,348237.0340878437,435612.7360420899,400309.13607492496,539446.3483990357
2023-04-24,0.9983766290613991,4134.69,0.0,107940.4174648319,515861.4062233139,268247.61193530285,375306.24425820634,420097.5422929094,484617.7937534602,377318.2795789366
2023-04-25,0.9956780584060104,4080.73,0.0,22437.0785491321,526897.2298266962,380021.0742267107,162547.46931551126,521459.0972598541,704373.2294381943,150688.62268694126
2023-04-26,0.9967301249956395,4054.99,0.0,4795.360119460267,454986.63471562153,543338.5879815028,238183.71028761202,281943.4426604148,305579.7845942209,555295.8700603689
2023-04-27,0.9049983555609556,4133.98,0.0,32317.49013419097,32213.135339987362,-3559496.78120587,1265585.4432006208,8921680.878906218,839724.0754313633,-6240947.77269066
2023-04-28,0.9982451048327574,4161.65,0.0,-10460.185369213228,574335.2820683582,185496.44872631476,222233.58581169345,444919.6111341121,1045258.3021413392,-200488.90446503618
2023-05-01,0.9958027593421056,4170.57,0.0,76860.85096071241,15878.551023027409,363177.9357847372,667275.4560084969,934314.8918072616,594676.6467433772,-141977.64204006677
2023-05-02,0.9963492356789926,4121.83,0.0,81215.47456255811,312648.0275792852,331219.7247090577,539993.4642963967,490570.9472432006,319691.7601626232,431480.17935390177
2023-05-03,0.9977010034182758,4099.33,0.0,11005.44921807549,412914.4216169796,468213.7666345283,231941.1556202949,831937.0622039263,1718878.1528827373,-367972.8523607055
2023-05-04,0.9935080889203364,4064.94,0.0,25893.04523245257,913334.8355926503,429008.2228795539,559533.2183131255,554715.5807997282,58604.80746494292,493623.7492118913
2023-05-05,0.9998391281486294,4141.81,0.0,-13681.845905612689,478100.9774194443,452481.9279554601,399824.50133507804,396563.45560712315,501686.27267896774,348123.8238891583
2023-05-08,0.9993846752857304,4136.42,0.0,200778.53604055205,487463.18241548626,291955.30597315554,421412.3394804065,431142.1298104972,389628.6202295401,383405.89905428287
2023-05-09,0.9973887047107397,4125.45,0.0,-801.8243096616352,563030.804625232,424963.7556162836,401638.64276864886,395087.79905585607,397734.4213475843,455069.77702381206
2023-05-10,0.9995568429256663,4142.45,0.0,7540.844646372017,521843.2279686505,389182.0304770324,268879.79422496073,390457.15473625297,331224.8179707912,524955.5265285887
2023-05-11,0.9980294536964864,4128.06,0.0,267819.0696316359,274313.5742539564,500908.2419669589,490418.5643480957,460914.51323920616,-4320.61130406972,623208.7869438807
2023-05-12,0.9987964591600554,4113.18,0.0,-25750.371392702946,562877.2437864929,383724.7310322125,468624.4563395216,509832.1149475559,-17741.781002854244,673181.0797311543
2023-05-15,0.9996875844391061,4134.65,0.0,7106.835957172443,433942.542863772,663397.1217892482,440449.5543491554,450895.94601228676,37545.16787007023,622642.3400737109
2023-05-16,0.9796804039416634,4123.65,0.0,-614364.392582621,213177.29287155523,4209996.27985002,1705747.3892300623,-392344.25756458886,-1602272.0177993644,1611745.7849809441
2023-05-17,0.9982369409518589,4154.83,0.0,40472.25472338591,432534.73358194454,426471.93439275795,466750.28943175584,366115.0331354876,-758601.2744162217,853007.731623082
2023-05-18,0.9971634464355746,4196.5,0.0,233931.0153289328,1357999.542143264,822115.6527919756,-114039.96760496989,617492.2558662156,808196.6751565699,187801.0308991445
2023-05-19,0.99987436360946,4188.23,0.0,-16074.145562521298,682574.5760374998,243667.9803485775,403666.322281026,461182.11205026554,726162.7411066111,306975.30375795433
2023-05-22,0.9991259029658397,4195.2,0.0,-23545.512432515854,454508.31265584624,505527.74691318924,288605.80671345344,398670.3396055083,359061.2923890237,473874.1910207215
2023-05-23,0.9994187262151819,4152.88,0.0,138240.06259717967,504359.5151030518,546623.8641737504,250762.6932331224,364226.4172371685,668728.6591104442,293409.8691012621
2023-05-24,0.9995870536405238,4127.1,0.0,458414.7750948443,305603.6780666573,394345.8287602516,490731.5005264804,402284.6290370091,627241.233897643,274515.55436225585
2023-05-25,0.9961503250398823,4157.31,0.0,113324.82457330392,0.0,426853.15315190825,763593.2930521957,261233.33470878674,347097.72637857165,533498.1605495682
2023-05-26,0.9995886935700337,4206.46,0.0,-25345.271771949017,742580.3626502217,473221.83704941306,233762.81149268837,439227.76805723854,165634.31376734527,587090.3817981768
2023-05-30,0.9965277583789065,4208.65,0.0,3277.549678165,927608.1958378446,201330.97513730297,418358.52728167095,822444.1734802261,-210186.53491567736,536221.1789993269
2023-05-31,0.9962069930739614,4185.18,0.0,10528.398678511963,556285.9915362448,534529.896002329,379192.8315211768,-136107.2117868067,932720.1275499626,391142.4310602662
2023-06-01,0.9975539944029109,4221.6,0.0,96504.44877395884,218621.42344183073,481145.975229547,543958.7212870694,-94957.91463498317,1070878.0969781126,169649.13029971815
2023-06-02,0.99884715657121,4284.4,0.0,-30990.51487828826,390911.202503097,624474.7235945845,243266.69854474376,377069.4514567533,895622.3765291285,200347.20977709908
2023-06-05,0.9996495319670352,4275.75,0.0,3932.982588904677,498728.59496308473,479527.2748501857,411747.60815002426,398464.8906311953,381257.72086616163,471665.42906766315
2023-06-06,0.9817046496414171,4284.09,0.0,251545.93119072728,-114373.64142481552,2025193.395843543,103853.38917231082,430536.5111844254,560856.9632399238,367145.0559300285
2023-06-07,0.9996462628019325,4270.63,0.0,-25294.464791341918,450277.59852881695,351984.9269629041,468719.7889067366,421438.2619826935,958018.8054450263,288089.6639992559
2023-06-08,0.9976469443529657,4291.77,0.0,48236.179420841625,1324771.9012396554,239261.28048897302,661830.1333601574,469059.9155321709,1204644.389382289,165502.72137006506
2023-06-09,0.999586045596418,4303.15,0.0,-14996.522568154964,393610.2760064153,435626.61518917093,434366.77518460737,376826.7646762053,-10355.260602707192,640534.3126622845
2023-06-12,0.9981801562781587,4334.9,0.0,53564.24980313855,540983.8620009047,-68705.7255304261,412457.4120426129,294015.7514759976,260567.92292138757,584495.4787355919
2023-06-13,0.9996084364714415,4366.57,0.0,28074.30451512453,475976.1298598233,621769.0596346236,395211.44951866387,304014.7349145264,200273.941000804,671411.3818767956
2023-06-14,0.9977518630578164,4364.76,0.0,121453.1202612532,450103.9337994907,-89333.998195908,425621.6121391852,909442.1805440485,248439.57990515415,475523.26081130974
2023-06-15,0.9780371594656813,4431.65,0.0,253428.43258442543,-1.1641532182693481e-10,367531.12294500985,395957.71164850064,1192225.7358704791,-35925.20449041397,576803.226117999
2023-06-16,0.9997545229172754,4414.27,0.0,-6380.521373958327,699894.498825217,268440.8897836292,490035.32130898803,173070.8080264206,508942.0093891331,521650.73449992284
2023-06-20,0.9998166930138651,4391.9,0.0,433092.93304168317,480714.98998846544,304394.6152990155,419341.67201279994,431977.8027083638,542597.3948787855,280924.92763893015
2023-06-21,0.98801689473711,4373.27,0.0,28650.641973281512,612518.0290406437,449786.5122587473,488616.47831914766,438314.4045539897,426717.03692371014,-128679.32632864368
2023-06-22,0.9983889806226981,4370.56,0.0,243069.8938620101,480573.3395473572,408314.6621963263,621562.2309286762,554189.9673962053,300034.5600842144,394924.1963054553
2023-06-23,0.9981888074558074,4348.59,0.0,-10230.285270499764,507088.84872414736,434579.1961088622,345199.13985315675,458440.4560290546,508389.57248666056,332005.91880627815
2023-07-17,0.9971918465701232,4528.13,0.0,45697.16219268204,554972.3761318421,463291.24641702184,331623.6250617028,298283.4863905426,870335.4843694421,-34126.73477445368
2023-07-18,0.9962510919701143,4558.74,0.0,21936.1629435129,619099.3126434657,673979.403838424,-30383.24833299499,747165.9244604844,44518.11305444887,475955.83083015983
2023-07-19,0.9989975760267493,4569.45,0.0,-2593.9172865574365,502917.3586541957,493367.3554124842,156391.5661944677,689472.3266107991,320981.0735507411,263216.147316879
2023-07-20,0.9606709976613355,4531.73,0.0,245844.88563552406,1071790.388075002,244358.0062616864,523983.9238006591,391897.4828565575,356651.4305341797,784690.4404584842
2023-07-21,0.9999647487627132,4538.67,0.0,6205.101338454988,493231.5560939615,436022.552305441,493846.3530572269,389870.77815305186,560328.9827005499,452044.028660602
2023-07-24,0.9993400859682049,4549.84,0.0,174104.33171505632,643051.03799319,535860.8434476184,400132.1161381987,430506.3242491613,611758.1707488418,119001.95989671626
2023-07-25,0.9991646879651542,4572.45,0.0,-430.9654929982207,429002.6830930778,478520.1204168306,501639.73512259603,462648.33473272267,404231.81112529046,476066.0075397761
2023-07-26,0.9997319236756386,4557.14,0.0,77472.88095407363,378228.9803470016,551836.9427257025,656339.995229851,416202.843650917,422254.6936153453,511480.4714674991
2023-07-27,0.9854888750266593,4541.37,0.0,84252.49569936923,400279.97403146845,381407.83152065205,805400.104456594,740833.2087074826,399046.88292853686,361811.56960138236
2023-07-28,0.9983324973183905,4580.14,0.0,-11316.906550773361,396324.9534315292,427027.82124103437,671568.021561591,521258.09757464204,236034.61809094914,634545.8594517647
2023-07-31,0.9916242804179378,4580.58,0.0,-917347.0240780946,903151.7080364441,538805.3079785054,63005.769203369586,974736.325491757,96448.25715740827,1408471.769566526
2023-08-01,0.9997737411553349,4579.51,0.0,138071.1163697797,470232.92047176074,484836.0717668541,498459.7108117399,448440.77797914756,361644.9077785034,426561.11301889695
2023-08-02,0.9976678490760766,4505.76,0.0,328611.7057119549,531717.9913024578,240238.36175667483,487847.0936896941,452105.43307435245,723661.7981136544,398621.71689645073
2023-08-03,0.9981432611941046,4504.6,0.0,241229.56020263967,501261.24685572943,821169.5318214545,-10612.27276663101,-34840.645416091786,419919.3898272126,1755034.5088762445
2023-08-04,0.9998408213375863,4484.24,0.0,2493.288405568339,421880.01109229267,451411.4103318273,511089.08365647786,416807.60356884345,311699.68810098,490736.7664821673
2023-08-07,0.9995313782376313,4508.74,0.0,-9121.64762756566,422753.61046132265,163078.39541367593,473111.5659347711,522259.7544338209,462386.7999730499,711553.8826896712
2023-08-08,0.9691277235417761,4495.44,0.0,89091.22376089403,477766.8068485189,1794289.910871625,22911.856620068284,516012.2760742973,27050.67230485892,879455.2193197624
2023-08-09,0.9960996882291471,4488.78,0.0,-6655.29503863689,434309.7922015034,571994.3232451793,945704.9390245448,128134.0324402131,729093.6290176457,151899.72107368254
2023-08-10,0.9918671541803028,4470.4,0.0,312069.61816883093,524191.78874642064,-124899.7372756223,1827247.4095548897,591687.6016601903,-307651.8674009887,735097.4583686411
2023-08-11,0.9999414072023494,4467.9,0.0,-18684.26680366695,426286.59950499365,462745.2944017385,441950.51406971423,401509.9237028807,429083.1027251133,499168.7995774805
2023-08-14,0.9992959129957373,4478.02,0.0,-16983.147479460342,468713.89757329476,428222.8944025751,365792.10085932683,458845.318362741,344850.07964323874,562338.2194851175
2023-08-15,0.9547358535537023,4434.84,0.0,114582.53533996595,525012.7220018008,-240552.4622338982,-46951.74193067674,714888.8703486348,1496011.900525314,-127886.01069341402
2023-08-16,0.997069382744095,4407.42,0.0,9330.0605874561,475259.52377707744,417062.6885973347,279591.21106103336,758265.3854949924,168531.0476163132,217637.10191525705
2023-08-17,0.9710189381549921,4376.2,0.0,128302.44053547643,-1029520.3515154242,1233295.3409794418,658522.5426978193,633806.9056012311,-193238.43826144992,424542.3914327775
2023-08-18,0.9997228360573809,4367.13,0.0,-6571.536365957232,491801.4716189826,437063.40769069537,383556.9836773277,408700.068431416,497550.5146588205,439201.5283398261
2023-08-21,0.9996767657384489,4400.17,0.0,17499.58885669842,362442.69959780737,441577.6698830086,696337.9803965179,400931.7762328115,431004.50038059807,397225.92121792084
2023-08-22,0.9943013444526106,4388.12,0.0,-19154.100785743794,414567.64095372206,342336.3907882108,1064629.748853738,387133.70844149974,191922.9865517609,528729.959169674
2023-08-23,0.9999251432859295,4438.16,0.0,32671.62900555739,502204.20897155325,445046.96795383026,215206.2280799881,414151.6225531816,481729.7302201931,447154.73911161616
2023-08-24,0.9864644758631527,4393.32,0.0,186218.59327860991,1567196.634020433,128772.5902574411,-38200.40300878078,498959.3790930519,1088626.2165414947,77311.4529927423
2023-08-25,0.9995995547431155,4414.44,0.0,-13189.67163697083,468012.13472662645,415599.9882301651,365591.66545139486,407055.65001487115,504477.66794854496,401266.51701267785
2023-08-28,0.9977129796058533,4422.89,0.0,11162.013364056009,615299.4437962755,713.762447963064,485901.5143542789,372254.773219957,102826.12511459671,786899.3580027925
2023-08-29,0.9912601488308744,4497.76,0.0,64403.817787593,606632.8372198007,700409.826458785,227613.16492938693,870024.2636137512,851189.6736567253,-35882.0090377256
2023-08-30,0.9967718111108708,4515.38,0.0,32038.4555035471,332650.9874670605,648606.4863642836,415114.28543731954,301526.01274719543,408362.0841324254,520532.1605987363
2023-08-31,0.9919961862865336,4517.94,0.0,88486.11216085433,-9.313225746154785e-10,865678.9532400528,663931.1517213952,-654855.0733556782,-716499.5732570415,2194637.5835252255
2023-09-01,0.9991834998921064,4514.86,0.0,-987214.5954852963,739610.3728766008,282504.96113696985,445183.0508383092,564341.3009335344,499445.7334973642,389963.0605796181
2023-09-05,0.999758434331123,4502.58,0.0,4650.946064115968,427891.79148310947,503611.2683112215,415500.0271166917,123005.09162127452,407328.27327826933,607256.8948806133
2023-09-06,0.9995835399116998,4462.93,0.0,6984.281189758796,571176.5727262765,464467.2475937401,404022.4949715895,393040.3450715875,232987.85379000407,454052.72524327243
2023-09-07,0.9995149846118788,4452.83,0.0,445809.4648255721,467588.36985108873,429118.49372117134,484261.9279598773,374959.2673949457,823765.3712580132,322499.1528320142
2023-09-08,0.9973873366233108,4453.28,0.0,191698.02143116365,445856.11473170447,478095.97023774136,391238.3563529514,194567.43438819813,870254.0368779777,587586.5100506118
2023-09-11,0.9980838332922946,4486.58,0.0,169505.4901438373,622237.2170715937,922755.4003231489,-80755.48019827364,550651.297513983,1185253.449066602,435033.9190746196
