tradeDate,strike,mq_gex,yhat,ratio,is_fit
2021-11-19,4800.0,47925866.440549545,77377603.6203863,0.6193764629320047,True
2021-11-22,4800.0,46709478.07162351,85214485.6551337,0.5481401162316295,True
2021-11-23,4800.0,49412330.44639528,76748237.77978058,0.643823648279427,True
2021-11-24,4800.0,50636989.28754032,81985375.01748788,0.6176344168303091,True
2021-11-26,4800.0,30807257.74297378,49432904.7275899,0.6232135844078647,True
2021-11-29,4800.0,39092947.78734016,62555305.939904764,0.6249341634568253,True
2021-11-30,4750.0,27483953.569350835,42458688.673334554,0.6473104664349103,True
2021-12-01,4750.0,21151329.33844522,35760609.94459017,0.5914700384366618,True
2021-12-02,4750.0,28499260.42102808,44241832.90188146,0.6441699756027989,True
2021-12-03,4750.0,22352371.7496132,28036865.12552398,0.797249323329812,True
2021-12-06,4700.0,28564186.08330692,41407156.99692184,0.689836930495623,True
2021-12-07,4750.0,47532693.34924888,80060665.2322003,0.5937084486044377,True
2021-12-08,4750.0,57202893.65041,108096880.21971646,0.5291817260048585,True
2021-12-09,4750.0,48944170.14439242,93043903.36423053,0.5260330701388904,True
2021-12-10,4750.0,74354750.14939441,115292946.71833596,0.6449201990738015,True
2021-12-13,4750.0,50758730.75093763,101180794.55625138,0.5016636899675497,True
2021-12-14,4750.0,32298678.10373349,57681645.79532139,0.559947235526925,True
2021-12-15,4750.0,37385257.44015364,148336801.92980593,0.25202955000907074,True
2021-12-16,4700.0,36435373.004825406,58520451.93861929,0.6226092211837598,True
2021-12-17,4800.0,22778990.862606216,45858479.19368202,0.49672364332885477,True
2021-12-20,5000.0,19194594.53987323,13454961.224155666,1.42658118593558,True
2021-12-21,4800.0,27501788.1335306,48733202.99939186,0.5643336871141795,True
2021-12-22,4800.0,32862071.133039106,67056408.64325442,0.49006607717195255,True
2021-12-23,4800.0,35850099.6718473,111550692.25732331,0.3213794459396888,True
2021-12-27,4800.0,39982601.0596915,181940628.6967295,0.21975630922072445,True
2021-12-28,4800.0,38282381.05140936,186058235.57104227,0.20575483226482638,True
2021-12-29,4850.0,38647385.05789096,90215399.84409717,0.42839010994440185,True
2021-12-30,4800.0,38929636.62167548,147884900.50604966,0.26324280902554315,True
2021-12-31,4850.0,37634084.71257509,67796394.17496617,0.5551045180286518,True
2022-01-03,4850.0,43988689.24918781,77337319.3540709,0.5687899401813482,True
2022-01-04,4850.0,42699755.48570738,93190213.40640573,0.45819999681181406,True
2022-01-05,4900.0,26809716.01935047,34679847.92428122,0.7730632521193829,True
2022-01-06,4800.0,27576407.621484928,44061432.08239703,0.6258627175330048,True
2022-01-07,5000.0,25425331.61271316,21497074.404520974,1.18273450304317,True
2022-01-10,5000.0,25275239.44491073,19190369.24586002,1.3170793704432453,True
2022-01-11,4800.0,33839899.27089245,50634000.62630292,0.6683236333751907,True
2022-01-12,4800.0,40763008.02863402,65860942.00824428,0.6189253719379146,True
2022-01-13,5000.0,27029270.81878316,25348967.993807044,1.0662868336646536,True
2022-01-14,5000.0,27402827.42165273,23649526.34053736,1.158705126989452,True
2022-01-18,5000.0,22746241.28444136,17723569.33258788,1.2833894153937955,True
2022-01-19,5000.0,20153464.4699194,15953552.604696007,1.2632587216960771,True
2022-01-20,4800.0,18110251.0651912,23717461.38143661,0.7635830316715889,True
2022-01-21,5000.0,15075818.65444729,10116743.378498552,1.4901849429618252,True
2022-01-24,5000.0,17024383.34219859,10378684.691400291,1.6403218566129947,True
2022-01-25,5000.0,15130467.317825356,10287365.263146337,1.4707815782559064,True
2022-01-26,5000.0,15348949.211820688,9489779.883228078,1.617418886495767,True
2022-01-27,4700.0,15172914.990304746,20258929.102688022,0.748949508307996,True
2022-01-28,4700.0,26461515.052283887,28905700.323350716,0.9154427935069832,True
2022-01-31,4700.0,41412425.68508181,48133751.9863253,0.8603614714441333,True
2022-02-01,4700.0,45656919.31871703,60058167.03067468,0.7602116677220233,True
2022-02-02,4700.0,62196163.65827492,81646194.18060872,0.7617766422852658,True
2022-02-03,4700.0,32232866.53935176,39689845.95329453,0.8121187111001174,True
2022-02-04,4700.0,41601156.478842616,60065979.73262152,0.6925909918397493,True
2022-02-07,4700.0,33769864.214754455,38754718.43274095,0.871374263068438,True
2022-02-08,4700.0,46673477.44092433,50396912.740236424,0.9261177898236743,True
2022-02-09,4700.0,91741749.65713307,106103016.06970768,0.8646478965014573,True
2022-02-10,4700.0,41452500.31034979,46156497.42270613,0.8980859169343672,True
2022-02-11,5000.0,16153562.0734839,9215950.603643574,1.752783057137644,True
2022-02-14,5000.0,15662335.958849996,8634472.883052848,1.8139307599877876,True
2022-02-15,5000.0,16131308.69925766,10639361.618530124,1.516191410503657,True
2022-02-16,5000.0,17572087.40727887,10245334.012567637,1.715130749834386,True
2022-02-17,5000.0,13897099.295553137,6894054.824629332,2.015809222448464,True
2022-02-18,4600.0,13670618.175932618,17308590.353167575,0.7898169577646058,True
2022-02-22,4600.0,13386286.589403642,16504562.661125863,0.8110658164201543,True
2022-02-23,5000.0,9896632.68384993,3936293.2346423785,2.514201075456479,True
2022-02-24,4600.0,12068977.472753044,15481626.855649196,0.7795677796193049,True
2022-02-25,4600.0,18483363.219675355,29117712.67001204,0.6347807408207286,True
2022-02-28,4600.0,21502199.574980803,26634929.776089914,0.807293270744166,True
2022-03-01,4600.0,16958416.752742805,21064739.80545862,0.8050617719165123,True
2022-03-02,4600.0,29981502.06164152,39888457.84884689,0.7516335220392141,True
2022-03-03,4600.0,25630686.03118257,31658836.977603745,0.8095902590898825,True
2022-03-04,4600.0,18245718.305156056,22107529.648328964,0.8253169212207837,True
2022-03-07,4400.0,11260348.154286472,10696468.607764002,1.052716421390998,True
2022-03-08,4400.0,10681592.368801896,8061511.304245322,1.3250111505986224,True
2022-03-09,4400.0,21558657.168438934,24927666.099929538,0.8648486016306145,True
2022-03-10,4400.0,21554700.66563965,21745613.33770014,0.9912206352106194,True
2022-03-11,5000.0,10348787.491638608,3268109.422167497,3.1665976118923878,True
2022-03-14,5000.0,9740567.379220454,2874755.329219042,3.388311791343503,True
2022-03-15,5000.0,11797756.122280844,3820207.8384632855,3.0882498076404663,True
2022-03-16,4400.0,27510980.7600977,25795032.861147005,1.066522415698694,True
2022-03-17,4400.0,45724455.70612622,63454419.74321823,0.7205874057498269,True
2022-03-18,4600.0,18250744.02159797,33948477.59982543,0.5376012508346418,True
2022-03-21,4600.0,20891990.49336836,34905246.0513749,0.5985343997466375,True
2022-03-22,4600.0,23911949.759173136,51311159.69524668,0.46601850165137215,True
2022-03-23,4600.0,26129291.26292208,44057005.29425736,0.5930791502600818,True
2022-03-24,4600.0,31763803.70863533,57581743.58388462,0.5516297654717953,True
2022-03-25,4600.0,34379436.11690186,62999264.073539175,0.545711709850621,True
2022-03-28,4600.0,39511160.63584091,88609440.80429788,0.4459023810239921,True
2022-03-29,4600.0,36136577.40127023,101366742.10584466,0.3564934282245878,True
2022-03-30,4650.0,35024030.89160993,66765193.84567821,0.5245851749126177,True
2022-03-31,4650.0,31732095.911900967,51398883.87570759,0.6173693574482141,True
2022-04-01,4650.0,35458170.212338746,39007202.6907996,0.9090159705479741,True
2022-04-04,4650.0,44408624.97337967,57814591.80222273,0.7681213961571609,True
2022-04-05,4650.0,32850395.59280414,41383520.77272638,0.7938037890302955,True
2022-04-06,4600.0,23229551.362876505,38280372.98440298,0.6068266725703324,True
2022-04-07,4600.0,33161603.82216748,70817096.67987339,0.4682711573459942,True
2022-04-08,4600.0,31398335.13021229,55638679.99434856,0.5643256657670803,True
2022-04-11,4650.0,17072606.718746662,19205463.213990808,0.8889453239695672,True
2022-04-12,4650.0,16501455.715086808,17000317.98019178,0.9706557097528277,True
2022-04-13,4700.0,19689030.631581,25618410.521149214,0.7685500478387124,True
2022-04-14,4700.0,16374727.96375107,20473419.390128985,0.7998042560318942,True
2022-04-18,4750.0,16882252.447295126,17379579.956037737,0.9713843769526871,True
2022-04-19,4700.0,21775505.91918801,27122937.007609546,0.8028446887252191,True
2022-04-20,4750.0,21024087.060332667,25520302.88202975,0.8238180854482289,True
2022-04-21,4650.0,17497918.51680254,19493961.810552917,0.8976070994111707,True
2022-04-22,4750.0,12070380.315250397,12583607.808485365,0.9592145987823231,True
2022-04-25,4750.0,13055630.113371529,12318179.059240341,1.0598668886516953,True
2022-04-26,4700.0,10430575.219632262,11016836.754432447,0.9467849485412124,True
2022-04-27,4700.0,11115788.69348238,10882803.557872495,1.0214085584078514,True
2022-04-28,4700.0,15366717.122967048,16366478.734238727,0.9389140677413905,True
2022-04-29,4700.0,10666410.651074048,9759000.60119366,1.0929818622789509,True
2022-05-02,4700.0,11079225.447576642,9538510.027848579,1.1615257954575504,True
2022-05-03,4700.0,11416704.37830061,9530637.658406535,1.1978951238619866,True
2022-05-04,4700.0,16112058.3404802,15329859.489467409,1.0510245284081183,True
2022-05-05,4700.0,14448435.4649133,8841007.021859314,1.6342522327139506,True
2022-05-06,4800.0,10142958.67640194,5339094.464085066,1.8997526162219884,True
2022-05-09,4800.0,7748272.196232122,3439269.622547973,2.2528830381410567,True
2022-05-10,4800.0,7733601.617035173,3292065.218963551,2.3491641576499394,True
2022-05-11,4800.0,6948896.892972824,2812028.9087920403,2.4711328077910313,True
2022-05-12,4800.0,7253938.605057128,2542972.9620774854,2.8525425607085544,True
2022-05-13,4700.0,9321280.462113976,5164166.673835795,1.8049921799271431,True
2022-05-16,4700.0,8637818.767631933,4111700.6627867008,2.1007897889574627,True
2022-05-17,4700.0,10672839.750224808,5213464.079928005,2.0471685594450655,True
2022-05-18,4700.0,7100304.130583093,2936023.8611304797,2.418340063438452,True
2022-05-19,4700.0,6535755.87877665,2799611.9760820554,2.3345220461312564,True
2022-05-20,4700.0,6998183.639927945,2496684.852204263,2.802990386932262,True
2022-05-23,4700.0,7936497.429193884,3726346.643479179,2.12983336992605,True
2022-05-24,4700.0,7576154.348939687,3801757.2206552313,1.992803303634928,True
2022-05-25,4700.0,7734959.878317595,4035821.4906624546,1.916576314441487,True
2022-05-26,4700.0,9848076.350606875,5500678.962478797,1.7903383232838206,True
2022-05-27,4700.0,12581618.295686768,7141281.4009658275,1.7618152246437395,True
2022-05-31,4200.0,28585975.75825581,33686850.47612465,0.8485796491576422,True
2022-06-01,4200.0,18220007.8294064,23768609.855384674,0.7665575706893408,True
2022-06-02,4200.0,37929434.31635668,39604179.78768113,0.9577129111042623,True
2022-06-03,4200.0,21205382.684477065,23744572.743151963,0.8930622973872119,True
2022-06-06,4200.0,27425877.20259168,30386284.311996974,0.9025742312219306,True
2022-06-07,4200.0,43699629.14540192,44297846.01758752,0.9864955765129507,True
2022-06-08,4200.0,26313166.03758625,30307992.026373167,0.8681923241463594,True
2022-06-09,4200.0,11619004.16497102,15403078.135390727,0.7543300152632955,True
2022-06-10,4500.0,6890592.409696827,3844829.162520385,1.792171282112276,True
2022-06-13,4500.0,5127189.612866296,2473876.5367227145,2.072532536186538,True
2022-06-14,4500.0,5016860.841473346,2355326.982185798,2.130006100816449,True
2022-06-15,4500.0,5228915.459469925,2552704.9920816617,2.048382196802885,True
2022-06-16,4500.0,4451064.760917594,1619498.921256915,2.7484209482912543,True
2022-06-17,4500.0,5220847.967769963,1715414.3251109517,3.043490946382462,True
2022-06-21,4500.0,6635055.233427801,3386964.557638087,1.9589975390987804,True
2022-06-22,4500.0,6639907.312779854,3485179.00906268,1.9051840079128737,True
2022-06-23,4500.0,7055958.959895154,3706721.2383639105,1.9035580250457533,True
2022-06-24,4200.0,10143616.731121762,10483501.327558035,0.9675790953979453,True
2022-06-27,4200.0,11120955.644926902,12316592.376526365,0.9029247136668928,True
2022-06-28,4500.0,7241921.230041244,3706051.018553323,1.9540802848602357,True
2022-06-29,4300.0,8191314.08106598,6633459.558178887,1.2348479717444418,True
2022-06-30,4300.0,7376917.683949638,5994302.797587155,1.230654828935071,True
2022-07-01,4005.0,17211278.061741587,16833174.8745507,1.0224617869183148,True
2022-07-05,4005.0,17646851.195684046,17110910.642479327,1.031321568115387,True
2022-07-06,4005.0,17847107.066517547,17813692.713383228,1.0018757679090993,True
2022-07-07,4005.0,19468959.929059315,18823215.56204828,1.034305741486221,True
2022-07-08,4005.0,19872552.39076962,19919432.71814702,0.9976465028878713,True
2022-07-11,4005.0,19113025.91178824,18659963.87581245,1.0242798988782107,True
2022-07-12,4005.0,18499792.747689422,17462458.508652184,1.0594036766657609,True
2022-07-13,4005.0,18378459.96648176,17482711.218429293,1.0512362606040313,True
2022-07-14,4005.0,17895431.130931027,17133765.44472638,1.044454074538477,True
2022-07-15,4005.0,19927504.30580616,19560378.51542841,1.0187688489815356,True
2022-07-18,4005.0,19517094.174454816,18834923.129593264,1.036218414068796,True
2022-07-19,3950.0,26728958.92927401,30153484.872808024,0.8864301768774262,True
2022-07-20,4100.0,32180163.64551601,32018961.357387777,1.0050345882968823,True
2022-07-21,4000.0,53100069.87676594,47088164.76941627,1.1276733790069982,True
2022-07-22,4100.0,34948301.17447008,32049345.46222309,1.0904528835281213,True
2022-07-25,4100.0,36776806.24186846,33269958.078163147,1.1054058485876797,True
2022-07-26,4100.0,36291159.40060001,26100296.316220354,1.3904500914821574,True
2022-07-27,4100.0,70532531.65344901,76231139.86356151,0.9252456644317287,True
2022-07-28,4100.0,66035181.68448937,86181380.26011987,0.766234904629938,True
2022-07-29,4200.0,64763462.93607145,64930104.13305369,0.9974335294974922,True
2022-08-01,4200.0,60785924.92014372,59173981.86060046,1.0272407400830421,True
2022-08-02,4200.0,52929374.40120651,55021328.70870475,0.9619792113968473,True
2022-08-03,4200.0,73224718.73398714,72043817.5483724,1.016391429907526,True
2022-08-04,4200.0,83594962.94090581,77490860.15809418,1.0787719063946155,True
2022-08-05,4200.0,68527868.68455401,64059712.97900172,1.06974985521738,True
2022-08-08,4200.0,66176128.76836465,67917785.77143288,0.9743563930524839,True
2022-08-09,4200.0,63918891.297176,61740537.24930212,1.035282395407055,True
2022-08-10,4200.0,83170597.40479362,90414849.3719879,0.9198776305273736,True
2022-08-11,4200.0,87310147.70440386,81223836.10059468,1.074932580089807,True
2022-08-12,4300.0,94203512.98385312,89128260.69013375,1.0569432439769486,True
2022-08-15,4300.0,110863791.33839364,102380868.61620075,1.0828565222863382,True
2022-08-16,4300.0,94918073.19132994,95653742.41545798,0.99230903877307,True
2022-08-17,4300.0,74461815.27568123,73465980.89012557,1.0135550410338223,True
2022-08-18,4300.0,75337678.98448703,72626563.77019621,1.0373295261891955,True
2022-08-19,4300.0,57280994.9834102,52908840.52329115,1.0826356128177554,True
2022-08-22,4300.0,40970777.49227198,36863877.19316098,1.111407171784766,True
2022-08-23,4400.0,37872547.09925406,34075850.16764597,1.111418993596026,True
2022-08-24,4400.0,39438303.00924696,35758392.27324991,1.1029104079365983,True
2022-08-25,4300.0,57112742.7517506,50713109.40617021,1.1261928803127532,True
2022-08-26,4400.0,31210629.703448016,27022247.326124836,1.1549975591139636,True
2022-08-29,4400.0,29051173.181583684,25949782.71077011,1.1195150843990067,True
2022-08-30,4400.0,26572461.03762954,22238699.692270074,1.1948747636025605,True
2022-08-31,4005.0,26288682.493691053,27204089.745049365,0.9663503811398468,True
2022-09-01,4005.0,27267344.595306102,27322767.379393578,0.9979715530525186,True
2022-09-02,4005.0,28483461.645893548,28217825.84181545,1.0094137587200094,True
2022-09-06,4005.0,29668121.14645912,29325324.533845738,1.0116894396929093,True
2022-09-07,4005.0,34674523.27743505,34156533.498983756,1.0151651741376713,True
2022-09-08,4005.0,38030034.41194377,38282416.13186172,0.9934073722241399,True
2022-09-09,4300.0,34519800.80245082,31831106.062141035,1.0844675247872595,True
2022-09-12,4300.0,44898936.77533045,40517809.43353513,1.1081284354471843,True
2022-09-13,4005.0,32740888.01225063,30572060.532996725,1.07094148845195,True
2022-09-14,4005.0,34812769.27651785,34626203.55961631,1.0053879922637297,True
2022-09-15,4005.0,35475110.40036921,34540598.78680865,1.027055454925045,True
2022-09-16,4005.0,31715169.911973543,31290656.836133905,1.0135667678074887,True
2022-09-19,4005.0,37076403.24079893,37328092.69883619,0.9932573715976356,True
2022-09-20,4005.0,30537432.45114963,32181034.97089272,0.9489263623363977,True
2022-09-21,4005.0,17512356.354038704,20135949.076306008,0.8697060311224919,True
2022-09-22,4200.0,12021034.828649657,10554784.957514001,1.1389180241035441,True
2022-09-23,4300.0,10088998.110431878,7631637.7113896515,1.3219964694307749,True
2022-09-26,4300.0,10859606.783806683,9180356.392412636,1.1829177778742785,True
2022-09-27,4300.0,10269035.96323679,7812602.990070585,1.31441927566116,True
2022-09-28,4300.0,12329375.685256297,10834046.75848834,1.1380212731310564,True
2022-09-29,4300.0,9769096.971153874,7599165.511926401,1.2855486508119747,True
2022-09-30,4300.0,8378693.050996176,6446214.46985543,1.2997850273486302,True
2022-10-03,3835.0,15833694.616660755,15819377.529442955,1.0009050348024853,True
2022-10-04,3835.0,18985870.91242358,19383948.434187084,0.9794635482489511,True
2022-10-05,3835.0,19443044.876970027,19634752.743499395,0.9902362984126277,True
2022-10-06,4400.0,14556583.079391938,12271185.475640044,1.186240979593106,True
2022-10-07,4400.0,13722540.153873095,9117178.89907548,1.5051300743111027,True
2022-10-10,3835.0,14180354.137899032,14370862.821498906,0.9867434067135571,True
2022-10-11,4100.0,14129602.424296692,12640276.633480828,1.1178238288607565,True
2022-10-12,4100.0,15749906.433354616,14507696.79278383,1.085624179931074,True
2022-10-13,4100.0,20318845.575104143,20970985.530434325,0.9689027511661883,True
2022-10-14,4100.0,17459365.19258401,14175545.299386602,1.2316538675474802,True
2022-10-17,3835.0,33505499.728423905,30103240.051371906,1.1130197171881153,True
2022-10-18,3835.0,36709432.60678795,33406410.22120421,1.0988739096392703,True
2022-10-19,3900.0,28134241.45905456,27403853.42994242,1.0266527490733872,True
2022-10-20,3900.0,26301208.83777212,25484557.53904595,1.0320449471204256,True
2022-10-21,3900.0,41891654.757615805,38791391.29141096,1.0799214300645952,True
2022-10-24,3900.0,57619847.88278939,53276296.819022365,1.0815287721389852,True
2022-10-25,3900.0,76204456.72043896,59551776.84923383,1.2796336356741198,True
2022-10-26,3900.0,48071415.204064704,56387883.384148516,0.8525132053028666,True
2022-10-27,3950.0,45856189.59864516,48130009.30014411,0.9527567159333138,True
2022-10-28,3950.0,168512244.88349172,113990087.31889047,1.4783061303574054,True
2022-10-31,4000.0,70135667.14246134,55685725.79939811,1.2594909401938588,True
2022-11-01,3950.0,57581941.65290097,55366792.809646904,1.040008617636023,True
2022-11-02,4100.0,28063040.59117961,28070947.615129683,0.9997183200204537,True
2022-11-03,4100.0,22651014.757438306,21337492.966404714,1.0615593309439724,True
2022-11-04,4100.0,27698664.361698125,25456934.37102064,1.0880596994911296,True
2022-11-07,4100.0,31821582.03677219,29983875.455633868,1.0612898283898462,True
2022-11-08,3900.0,36402672.91782562,37628417.16874152,0.9674250382252554,True
2022-11-09,3900.0,24440190.260604866,25553810.306120597,0.9564205872949992,True
2022-11-10,4100.0,64888767.48023115,59638708.7681884,1.0880310593653086,True
2022-11-11,4100.0,83176206.9854483,82463272.98415197,1.0086454730147971,True
2022-11-14,4100.0,65694399.88553412,73096062.58623289,0.8987406101119759,True
2022-11-15,4100.0,89891205.99302575,87801851.77833615,1.0237962431585652,True
2022-11-16,4100.0,56220224.16608324,55700357.43149782,1.0093332746603065,True
2022-11-17,4100.0,46836728.33651108,40701045.30767891,1.1507500110242765,True
2022-11-18,4100.0,49990421.54556245,47602549.55106659,1.0501626912217008,True
2022-11-21,4100.0,49172091.406515785,42425665.099783994,1.1590175732275354,True
2022-11-22,4100.0,58245330.71239828,56119576.99746119,1.037879004594658,True
2022-11-23,4100.0,62807704.71025356,60069431.63551775,1.0455851337390833,True
2022-11-25,4100.0,65932086.52840628,65178538.425740756,1.011561291812704,True
2022-11-28,4100.0,49195632.8400953,46070167.51406101,1.0678414144051107,True
2022-11-29,4100.0,52083918.447101496,49837778.54935469,1.045069021194884,True
2022-11-30,4100.0,79458518.43929626,81082605.4427861,0.97996997019742,True
2022-12-01,4100.0,97071879.74816732,90868620.01434247,1.068266247829512,True
2022-12-02,4100.0,82745753.16477689,75179735.03641877,1.100639063501527,True
2022-12-05,4100.0,61371570.91416011,57724003.12330337,1.0631897926944744,True
2022-12-06,4100.0,46111933.99627195,43293737.04310135,1.0650947953595442,True
2022-12-07,4100.0,43350300.63552326,41189562.03084513,1.0524584020354488,True
2022-12-08,4100.0,49979683.79031704,46603960.43632722,1.0724342592857943,True
2022-12-09,4100.0,43051430.83541356,43173168.51165458,0.9971802468885703,True
2022-12-12,4100.0,40880753.86812152,49785335.49280223,0.8211404716561947,True
2022-12-13,4100.0,45836547.56976079,72734420.41062023,0.6301905935455564,True
2022-12-14,4100.0,36108422.866176575,50876261.9590953,0.7097302646803706,True
2022-12-15,4100.0,32256111.81346019,24414419.61108932,1.3211910144613506,True
2022-12-16,3835.0,35748208.72157939,38582546.355238155,0.9265383469623185,True
2022-12-19,3835.0,46115849.73662101,44194296.77466316,1.043479659191217,True
2022-12-20,4200.0,13438031.562620057,17944012.923672907,0.7488866408969052,True
2022-12-21,3835.0,55503066.547764726,54510541.04168299,1.0182079555094266,True
2022-12-22,3835.0,49601867.955979966,49437167.121736884,1.003331518447194,True
2022-12-23,3835.0,64999404.221889816,69078561.06527105,0.9409490183281769,True
2022-12-27,3835.0,101517596.6848973,103403207.19054182,0.9817644872255279,True
2022-12-28,4300.0,13018320.849926436,8477770.79327815,1.5355830167345872,True
2022-12-29,3835.0,163240467.43127722,168707028.07671934,0.9675973152525915,True
2022-12-30,4200.0,21540176.83862281,16778253.671874035,1.2838151848145762,True
2023-01-03,4200.0,20365249.89060388,16421041.993034815,1.2401923032193725,True
2023-01-04,4000.0,24652237.838514645,22558783.745816454,1.0927999539463835,True
2023-01-05,4200.0,20050037.053254984,15959008.230632437,1.2563460563150812,True
2023-01-06,4000.0,36806464.7880515,40263835.80271763,0.9141321002895413,True
2023-01-09,4000.0,39607336.38041579,42841925.413280025,0.9244994476401011,True
2023-01-10,4000.0,54070812.68820914,52446502.40527932,1.0309708027882962,True
2023-01-11,4000.0,68049155.21669887,67137228.6591864,1.0135830235433423,True
2023-01-12,4000.0,103793351.614872,99393843.78855501,1.0442633835117219,True
2023-01-13,4000.0,71448758.61089425,68083400.54029182,1.0494299351074687,True
2023-01-17,4000.0,65730027.59256841,67059041.39832838,0.9801814374609731,True
2023-01-23,4200.0,32099153.451666817,41388126.95481905,0.775564293757665,True
2023-01-24,4200.0,30895001.785408016,39327241.22219314,0.7855878222135083,True
2023-01-25,4200.0,32251262.893844776,40257595.14923689,0.8011224409776032,True
2023-01-26,4200.0,37259615.29958154,49539107.93359619,0.7521252774580748,True
2023-01-27,4200.0,39734856.53111512,59432209.78775073,0.6685744425963558,True
2023-01-30,4200.0,35273308.25373363,47982853.889836974,0.7351231824333964,True
2023-01-31,4200.0,42676826.17290737,58194768.19697512,0.7333447231623417,True
2023-02-01,4200.0,44703270.869963445,85403102.28503802,0.5234384896319524,True
2023-02-03,4150.0,76979556.7160566,69042470.54112819,1.114959475127709,True
2023-02-06,4200.0,70708681.43154979,64237805.03611309,1.1007331491447896,True
2023-02-07,4200.0,105235136.11108004,141447241.1320079,0.7439886085361515,True
2023-02-08,4200.0,123058314.74482618,68334428.441736,1.8008245265378846,True
2023-02-09,4200.0,55726066.63646606,51245839.601824164,1.0874261612152887,True
2023-02-10,4200.0,57110797.55215242,50818714.00001356,1.1238143010100015,True
2023-02-13,4200.0,69768829.07306965,63887709.070342995,1.092054013022306,True
2023-02-14,4150.0,80592941.61209217,75952285.1473526,1.0610996292703554,True
2023-02-15,4200.0,88280423.74740326,77173724.86451651,1.1439181392680642,True
2023-02-16,4100.0,63829789.79498708,63625961.34497923,1.0032035421657945,True
2023-02-17,4200.0,53568964.70137712,46402257.4805168,1.154447382734977,True
2023-02-21,4300.0,28311167.93632564,28291454.015365228,1.0006968154040334,True
2023-02-22,4200.0,34518197.22799249,27048195.564889297,1.2761737523371004,True
2023-02-23,4200.0,39000154.851514325,33320564.85355038,1.170452992706658,True
2023-02-24,4200.0,32970510.71150418,27873714.4788514,1.182853140600255,True
2023-02-27,4200.0,37746031.3331033,33764944.34523396,1.117905924771094,True
2023-02-28,4200.0,39462314.82050953,34602194.31555353,1.1404570028315053,True
2023-03-01,4200.0,38245918.97121716,30447624.96311827,1.2561215864142146,True
2023-03-02,4200.0,44773054.393770754,39869001.2394131,1.1230041636836812,True
2023-03-03,4200.0,62428140.010875486,55815612.16951027,1.118470936434114,True
2023-03-06,4200.0,66175352.20822022,60216033.384190574,1.0989656489992952,True
2023-03-07,4200.0,46534683.21636242,40015774.771828905,1.1629084650167218,True
2023-03-08,4200.0,49506788.55028417,42227204.86500884,1.1723908487087074,True
2023-03-09,4200.0,34839644.348864615,28314380.984751333,1.2304575673975515,True
2023-03-10,4200.0,25778522.982305925,18296835.117870174,1.4089061204431212,True
