level,variant,ratio_med_fit,ratio_med_hold,r2_fit,r2_hold,n
cr,net,0.9846754672930889,1.0207647054553846,0.9209916158683675,0.9703758226550505,1115
cr,call_only,0.5509827279124158,0.6963999137654759,-2.328635419588604,-8.904175195866184,1115
cr,put_only_neg,-1.4750609555317116,-2.2280783249337164,-8.147844413999424,-21.221878358205124,1115
ps,net,0.9651509334620991,0.9917980070462094,0.2593617578235793,0.9712748651012612,1115
ps,call_only,-1.2310271589105517,-0.8878763479955907,-6.679447044236691,-37.719097866219705,1115
ps,put_only_neg,0.5326722395073987,0.46775342707318035,-1.8438357727182861,-19.852476916788458,1115
hvl,net,0.9667317268692881,0.9859750810462002,0.6123684059566779,0.9752353083896701,1115
hvl,call_only,-0.14479663518773486,-0.24884003996918325,-46.88921252744044,-86.48605021893898,1115
hvl,put_only_neg,0.12588568556385554,0.19697230952304784,-37.36818738506272,-70.58902397563479,1115
