dte,grid,side,band,meas,n_fit,exact_fit,w25_fit,medae_fit,bias_fit,n_hold,exact_hold,w25_hold,medae_hold,bias_hold,level
le45,any,gt,b10,coi,549,0.3460837887067395,0.39162112932604737,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
d1_45,any,ge,b10,coi,549,0.3460837887067395,0.39162112932604737,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
d1_45,any,gt,b10,coi,549,0.3460837887067395,0.39162112932604737,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
le30,any,ge,b05,net,549,0.3442622950819672,0.3788706739526412,50.0,-50.0,632,0.40031645569620256,0.4477848101265823,50.0,-50.0,cr
le30,any,gt,b05,net,549,0.3442622950819672,0.3788706739526412,50.0,-50.0,632,0.40031645569620256,0.44936708860759494,50.0,-50.0,cr
le45,m25,ge,b10,coi,549,0.3442622950819672,0.38979963570127507,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
le45,m25,gt,b10,coi,549,0.3442622950819672,0.38979963570127507,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
le45,m50,ge,b10,coi,549,0.3442622950819672,0.38979963570127507,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
le45,m50,gt,b10,coi,549,0.3442622950819672,0.38979963570127507,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
d1_30,any,ge,b05,net,549,0.3442622950819672,0.3788706739526412,50.0,-50.0,632,0.40031645569620256,0.4477848101265823,50.0,-50.0,cr
d1_30,any,gt,b05,net,549,0.3442622950819672,0.3788706739526412,50.0,-50.0,632,0.40031645569620256,0.44936708860759494,50.0,-50.0,cr
d1_45,m25,ge,b10,coi,549,0.3442622950819672,0.38979963570127507,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
d1_45,m25,gt,b10,coi,549,0.3442622950819672,0.38979963570127507,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
d1_45,m50,ge,b10,coi,549,0.3442622950819672,0.38979963570127507,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
d1_45,m50,gt,b10,coi,549,0.3442622950819672,0.38979963570127507,65.0,0.0,632,0.49841772151898733,0.49841772151898733,50.0,0.0,cr
all,m100,ge,b05,cgK2,549,0.3424408014571949,0.3806921675774135,100.0,-50.0,632,0.4873417721518987,0.4873417721518987,50.0,0.0,cr
all,m100,gt,b05,cgK2,549,0.3424408014571949,0.3806921675774135,100.0,-50.0,632,0.4873417721518987,0.4873417721518987,50.0,0.0,cr
le20,m50,ge,b10,coi,549,0.3424408014571949,0.38979963570127507,50.0,0.0,632,0.4825949367088608,0.48417721518987344,50.0,0.0,cr
le20,m50,gt,b10,coi,549,0.3424408014571949,0.38979963570127507,50.0,0.0,632,0.4825949367088608,0.48417721518987344,50.0,0.0,cr
le30,m25,ge,b05,net,549,0.3424408014571949,0.39162112932604737,50.0,-50.0,632,0.4572784810126582,0.4889240506329114,50.0,-25.0,cr
le30,m25,gt,b05,net,549,0.3424408014571949,0.39162112932604737,50.0,-50.0,632,0.4572784810126582,0.4889240506329114,50.0,-25.0,cr
d1_30,m25,ge,b05,net,549,0.3424408014571949,0.39162112932604737,50.0,-50.0,632,0.4572784810126582,0.4889240506329114,50.0,-25.0,cr
d1_30,m25,gt,b05,net,549,0.3424408014571949,0.39162112932604737,50.0,-50.0,632,0.4572784810126582,0.4889240506329114,50.0,-25.0,cr
ex0,m100,ge,b05,cgK2,549,0.3424408014571949,0.3806921675774135,100.0,-50.0,632,0.4873417721518987,0.4873417721518987,50.0,0.0,cr
ex0,m100,gt,b05,cgK2,549,0.3424408014571949,0.3806921675774135,100.0,-50.0,632,0.4873417721518987,0.4873417721518987,50.0,0.0,cr
monthly,m100,ge,b05,cg,549,0.3424408014571949,0.3806921675774135,100.0,-50.0,632,0.4778481012658228,0.4778481012658228,50.0,0.0,cr
monthly,m100,gt,b05,cg,549,0.3424408014571949,0.3806921675774135,100.0,-50.0,632,0.4778481012658228,0.4778481012658228,50.0,0.0,cr
le20,m25,ge,b10,coi,549,0.3406193078324226,0.3861566484517304,50.0,0.0,632,0.47943037974683544,0.48417721518987344,50.0,0.0,cr
le20,m25,gt,b10,coi,549,0.3406193078324226,0.3861566484517304,50.0,0.0,632,0.47943037974683544,0.48417721518987344,50.0,0.0,cr
le20,m50,ge,bNone,net,549,0.3406193078324226,0.3679417122040073,50.0,-50.0,632,0.439873417721519,0.4462025316455696,50.0,-50.0,cr
le20,m50,ge,b10,net,549,0.3406193078324226,0.3679417122040073,50.0,-50.0,632,0.439873417721519,0.4462025316455696,50.0,-50.0,cr
le20,m50,ge,b15,net,549,0.3406193078324226,0.3679417122040073,50.0,-50.0,632,0.439873417721519,0.4462025316455696,50.0,-50.0,cr
le20,m50,ge,b20,net,549,0.3406193078324226,0.3679417122040073,50.0,-50.0,632,0.439873417721519,0.4462025316455696,50.0,-50.0,cr
le20,m50,gt,bNone,net,549,0.3406193078324226,0.3679417122040073,50.0,-50.0,632,0.439873417721519,0.4462025316455696,50.0,-50.0,cr
le20,m50,gt,b10,net,549,0.3406193078324226,0.3679417122040073,50.0,-50.0,632,0.439873417721519,0.4462025316455696,50.0,-50.0,cr
le20,m50,gt,b15,net,549,0.3406193078324226,0.3679417122040073,50.0,-50.0,632,0.439873417721519,0.4462025316455696,50.0,-50.0,cr
le20,m50,gt,b20,net,549,0.3406193078324226,0.3679417122040073,50.0,-50.0,632,0.439873417721519,0.4462025316455696,50.0,-50.0,cr
le60,m100,ge,b10,coi,549,0.3406193078324226,0.3843351548269581,100.0,0.0,632,0.47310126582278483,0.47310126582278483,50.0,0.0,cr
le60,m100,gt,b10,coi,549,0.3406193078324226,0.3843351548269581,100.0,0.0,632,0.47310126582278483,0.47310126582278483,50.0,0.0,cr
d1_60,m100,ge,b10,coi,549,0.3406193078324226,0.3843351548269581,100.0,0.0,632,0.47310126582278483,0.47310126582278483,50.0,0.0,cr
d1_60,m100,gt,b10,coi,549,0.3406193078324226,0.3843351548269581,100.0,0.0,632,0.47310126582278483,0.47310126582278483,50.0,0.0,cr
monthly,m100,ge,b05,cgK2,549,0.3406193078324226,0.3788706739526412,100.0,-5.0,632,0.47310126582278483,0.47310126582278483,50.0,0.0,cr
monthly,m100,gt,b05,cgK2,549,0.3406193078324226,0.3788706739526412,100.0,-5.0,632,0.47310126582278483,0.47310126582278483,50.0,0.0,cr
all,m100,ge,b05,cg,549,0.33697632058287796,0.37522768670309653,100.0,-50.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
all,m100,gt,b05,cg,549,0.33697632058287796,0.37522768670309653,100.0,-50.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
le30,m25,ge,b10,coi,549,0.33697632058287796,0.3825136612021858,65.0,0.0,632,0.48575949367088606,0.48575949367088606,50.0,0.0,cr
le30,m25,gt,b10,coi,549,0.33697632058287796,0.3825136612021858,65.0,0.0,632,0.48575949367088606,0.48575949367088606,50.0,0.0,cr
le30,m50,ge,b10,coi,549,0.33697632058287796,0.3825136612021858,65.0,0.0,632,0.48575949367088606,0.48575949367088606,50.0,0.0,cr
le30,m50,gt,b10,coi,549,0.33697632058287796,0.3825136612021858,65.0,0.0,632,0.48575949367088606,0.48575949367088606,50.0,0.0,cr
le45,m100,ge,b05,cgK2,549,0.33697632058287796,0.37340619307832423,100.0,-50.0,632,0.4541139240506329,0.4541139240506329,50.0,0.0,cr
le45,m100,gt,b05,cgK2,549,0.33697632058287796,0.37340619307832423,100.0,-50.0,632,0.4541139240506329,0.4541139240506329,50.0,0.0,cr
le60,m100,ge,b05,cgK2,549,0.33697632058287796,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
le60,m100,gt,b05,cgK2,549,0.33697632058287796,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
le90,m100,ge,b05,cgK2,549,0.33697632058287796,0.37522768670309653,100.0,-50.0,632,0.46677215189873417,0.46677215189873417,50.0,0.0,cr
le90,m100,gt,b05,cgK2,549,0.33697632058287796,0.37522768670309653,100.0,-50.0,632,0.46677215189873417,0.46677215189873417,50.0,0.0,cr
d1_30,m25,ge,b10,coi,549,0.33697632058287796,0.3825136612021858,65.0,0.0,632,0.48575949367088606,0.48575949367088606,50.0,0.0,cr
d1_30,m25,gt,b10,coi,549,0.33697632058287796,0.3825136612021858,65.0,0.0,632,0.48575949367088606,0.48575949367088606,50.0,0.0,cr
d1_30,m50,ge,b10,coi,549,0.33697632058287796,0.3825136612021858,65.0,0.0,632,0.48575949367088606,0.48575949367088606,50.0,0.0,cr
d1_30,m50,gt,b10,coi,549,0.33697632058287796,0.3825136612021858,65.0,0.0,632,0.48575949367088606,0.48575949367088606,50.0,0.0,cr
d1_45,m100,ge,b05,cgK2,549,0.33697632058287796,0.37340619307832423,100.0,-50.0,632,0.4541139240506329,0.4541139240506329,50.0,0.0,cr
d1_45,m100,gt,b05,cgK2,549,0.33697632058287796,0.37340619307832423,100.0,-50.0,632,0.4541139240506329,0.4541139240506329,50.0,0.0,cr
d1_60,m100,ge,b05,cgK2,549,0.33697632058287796,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
d1_60,m100,gt,b05,cgK2,549,0.33697632058287796,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
ex0,m100,ge,b05,cg,549,0.33697632058287796,0.37522768670309653,100.0,-50.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
ex0,m100,gt,b05,cg,549,0.33697632058287796,0.37522768670309653,100.0,-50.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
le20,m50,none,bNone,net,549,0.33515482695810567,0.3570127504553734,50.0,-50.0,632,0.39556962025316456,0.40189873417721517,50.0,-50.0,cr
le20,m50,none,b10,net,549,0.33515482695810567,0.3570127504553734,50.0,-50.0,632,0.39556962025316456,0.40189873417721517,50.0,-50.0,cr
le20,m50,none,b15,net,549,0.33515482695810567,0.3570127504553734,50.0,-50.0,632,0.39556962025316456,0.40189873417721517,50.0,-50.0,cr
le20,m50,none,b20,net,549,0.33515482695810567,0.3570127504553734,50.0,-50.0,632,0.39556962025316456,0.40189873417721517,50.0,-50.0,cr
le20,m50,ge,b05,net,549,0.33515482695810567,0.36247723132969034,50.0,-50.0,632,0.435126582278481,0.44145569620253167,50.0,-50.0,cr
le20,m50,gt,b05,net,549,0.33515482695810567,0.36247723132969034,50.0,-50.0,632,0.435126582278481,0.44145569620253167,50.0,-50.0,cr
le45,m100,ge,bNone,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
le45,m100,ge,b10,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.45569620253164556,0.45569620253164556,50.0,0.0,cr
le45,m100,ge,b15,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
le45,m100,ge,b20,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
le45,m100,gt,bNone,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
le45,m100,gt,b10,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.45569620253164556,0.45569620253164556,50.0,0.0,cr
le45,m100,gt,b15,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
le45,m100,gt,b20,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
le60,any,ge,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
le60,any,gt,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
le60,m25,ge,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
le60,m25,gt,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
le60,m50,ge,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
le60,m50,gt,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
le90,m100,ge,b05,cg,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.46360759493670883,0.46360759493670883,50.0,0.0,cr
le90,m100,gt,b05,cg,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.46360759493670883,0.46360759493670883,50.0,0.0,cr
d1_45,m100,ge,bNone,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
d1_45,m100,ge,b10,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.45569620253164556,0.45569620253164556,50.0,0.0,cr
d1_45,m100,ge,b15,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
d1_45,m100,ge,b20,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
d1_45,m100,gt,bNone,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
d1_45,m100,gt,b10,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.45569620253164556,0.45569620253164556,50.0,0.0,cr
d1_45,m100,gt,b15,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
d1_45,m100,gt,b20,cgK2,549,0.33515482695810567,0.37340619307832423,100.0,-50.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
d1_60,any,ge,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
d1_60,any,gt,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
d1_60,m25,ge,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
d1_60,m25,gt,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
d1_60,m50,ge,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
d1_60,m50,gt,b10,coi,549,0.33515482695810567,0.3806921675774135,80.0,0.0,632,0.47468354430379744,0.47468354430379744,50.0,0.0,cr
monthly,m100,ge,b10,cgK2,549,0.33515482695810567,0.3770491803278688,100.0,-5.0,632,0.44462025316455694,0.44462025316455694,55.0,0.0,cr
monthly,m100,gt,b10,cgK2,549,0.33515482695810567,0.3770491803278688,100.0,-5.0,632,0.44462025316455694,0.44462025316455694,55.0,0.0,cr
le30,m25,none,b05,net,549,0.3333333333333333,0.3788706739526412,50.0,-50.0,632,0.40664556962025317,0.4430379746835443,50.0,-50.0,cr
le60,m100,ge,b05,cg,549,0.3333333333333333,0.3697632058287796,100.0,-50.0,632,0.4541139240506329,0.4541139240506329,50.0,0.0,cr
le60,m100,gt,b05,cg,549,0.3333333333333333,0.3697632058287796,100.0,-50.0,632,0.4541139240506329,0.4541139240506329,50.0,0.0,cr
le90,m100,ge,b10,coi,549,0.3333333333333333,0.3770491803278688,100.0,0.0,632,0.45569620253164556,0.45569620253164556,50.0,0.0,cr
le90,m100,gt,b10,coi,549,0.3333333333333333,0.3770491803278688,100.0,0.0,632,0.45569620253164556,0.45569620253164556,50.0,0.0,cr
d1_30,m25,none,b05,net,549,0.3333333333333333,0.3788706739526412,50.0,-50.0,632,0.40664556962025317,0.4430379746835443,50.0,-50.0,cr
d1_60,m100,ge,b05,cg,549,0.3333333333333333,0.3697632058287796,100.0,-50.0,632,0.4541139240506329,0.4541139240506329,50.0,0.0,cr
d1_60,m100,gt,b05,cg,549,0.3333333333333333,0.3697632058287796,100.0,-50.0,632,0.4541139240506329,0.4541139240506329,50.0,0.0,cr
monthly,m100,ge,b10,cg,549,0.3333333333333333,0.37522768670309653,100.0,-5.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
monthly,m100,gt,b10,cg,549,0.3333333333333333,0.37522768670309653,100.0,-5.0,632,0.4572784810126582,0.4572784810126582,50.0,0.0,cr
all,m100,ge,b10,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.495253164556962,0.495253164556962,50.0,0.0,cr
all,m100,ge,b15,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.509493670886076,0.509493670886076,0.0,0.0,cr
all,m100,gt,b10,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.495253164556962,0.495253164556962,50.0,0.0,cr
all,m100,gt,b15,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.509493670886076,0.509493670886076,0.0,0.0,cr
le45,m100,ge,b05,cg,549,0.331511839708561,0.3679417122040073,100.0,-50.0,632,0.44936708860759494,0.44936708860759494,50.0,0.0,cr
le45,m100,gt,b05,cg,549,0.331511839708561,0.3679417122040073,100.0,-50.0,632,0.44936708860759494,0.44936708860759494,50.0,0.0,cr
le60,m100,ge,bNone,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
le60,m100,ge,b10,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.46677215189873417,0.46677215189873417,50.0,0.0,cr
le60,m100,ge,b15,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
le60,m100,ge,b20,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
le60,m100,gt,bNone,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
le60,m100,gt,b10,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.46677215189873417,0.46677215189873417,50.0,0.0,cr
le60,m100,gt,b15,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
le60,m100,gt,b20,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
le90,m100,ge,bNone,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.4920886075949367,0.4920886075949367,50.0,0.0,cr
le90,m100,ge,b10,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.4810126582278481,0.4810126582278481,50.0,0.0,cr
le90,m100,ge,b15,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.49050632911392406,0.49050632911392406,50.0,0.0,cr
le90,m100,ge,b20,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.4920886075949367,0.4920886075949367,50.0,0.0,cr
le90,m100,gt,bNone,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.4920886075949367,0.4920886075949367,50.0,0.0,cr
le90,m100,gt,b10,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.4810126582278481,0.4810126582278481,50.0,0.0,cr
le90,m100,gt,b15,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.49050632911392406,0.49050632911392406,50.0,0.0,cr
le90,m100,gt,b20,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.4920886075949367,0.4920886075949367,50.0,0.0,cr
d1_45,m100,ge,b05,cg,549,0.331511839708561,0.3679417122040073,100.0,-50.0,632,0.44936708860759494,0.44936708860759494,50.0,0.0,cr
d1_45,m100,gt,b05,cg,549,0.331511839708561,0.3679417122040073,100.0,-50.0,632,0.44936708860759494,0.44936708860759494,50.0,0.0,cr
d1_60,m100,ge,bNone,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
d1_60,m100,ge,b10,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.46677215189873417,0.46677215189873417,50.0,0.0,cr
d1_60,m100,ge,b15,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
d1_60,m100,ge,b20,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
d1_60,m100,gt,bNone,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
d1_60,m100,gt,b10,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.46677215189873417,0.46677215189873417,50.0,0.0,cr
d1_60,m100,gt,b15,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
d1_60,m100,gt,b20,cgK2,549,0.331511839708561,0.3697632058287796,100.0,-50.0,632,0.4699367088607595,0.4699367088607595,50.0,0.0,cr
ex0,m100,ge,b10,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.495253164556962,0.495253164556962,50.0,0.0,cr
ex0,m100,ge,b15,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.509493670886076,0.509493670886076,0.0,0.0,cr
ex0,m100,gt,b10,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.495253164556962,0.495253164556962,50.0,0.0,cr
ex0,m100,gt,b15,cgK2,549,0.331511839708561,0.37340619307832423,100.0,-50.0,632,0.509493670886076,0.509493670886076,0.0,0.0,cr
le20,m50,none,b05,net,549,0.3296903460837887,0.35154826958105645,50.0,-50.0,632,0.39082278481012656,0.3971518987341772,50.0,-50.0,cr
le45,m100,ge,bNone,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
le45,m100,ge,b10,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4509493670886076,0.4509493670886076,50.0,0.0,cr
le45,m100,ge,b15,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
le45,m100,ge,b20,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
le45,m100,gt,bNone,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
le45,m100,gt,b10,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4509493670886076,0.4509493670886076,50.0,0.0,cr
le45,m100,gt,b15,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
le45,m100,gt,b20,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
le90,m100,ge,bNone,cg,549,0.3296903460837887,0.37158469945355194,100.0,-50.0,632,0.48417721518987344,0.48417721518987344,50.0,0.0,cr
le90,m100,ge,b10,cg,549,0.3296903460837887,0.37158469945355194,100.0,-50.0,632,0.4762658227848101,0.4762658227848101,50.0,0.0,cr
le90,m100,ge,b15,cg,549,0.3296903460837887,0.37158469945355194,100.0,-50.0,632,0.4825949367088608,0.4825949367088608,50.0,0.0,cr
le90,m100,ge,b20,cg,549,0.3296903460837887,0.37158469945355194,100.0,-50.0,632,0.48417721518987344,0.48417721518987344,50.0,0.0,cr
le90,m100,gt,bNone,cg,549,0.3296903460837887,0.37158469945355194,100.0,-50.0,632,0.48417721518987344,0.48417721518987344,50.0,0.0,cr
le90,m100,gt,b10,cg,549,0.3296903460837887,0.37158469945355194,100.0,-50.0,632,0.4762658227848101,0.4762658227848101,50.0,0.0,cr
le90,m100,gt,b15,cg,549,0.3296903460837887,0.37158469945355194,100.0,-50.0,632,0.4825949367088608,0.4825949367088608,50.0,0.0,cr
le90,m100,gt,b20,cg,549,0.3296903460837887,0.37158469945355194,100.0,-50.0,632,0.48417721518987344,0.48417721518987344,50.0,0.0,cr
d1_45,m100,ge,bNone,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
d1_45,m100,ge,b10,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4509493670886076,0.4509493670886076,50.0,0.0,cr
d1_45,m100,ge,b15,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
d1_45,m100,ge,b20,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
d1_45,m100,gt,bNone,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
d1_45,m100,gt,b10,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4509493670886076,0.4509493670886076,50.0,0.0,cr
d1_45,m100,gt,b15,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
d1_45,m100,gt,b20,cg,549,0.3296903460837887,0.3679417122040073,100.0,-50.0,632,0.4525316455696203,0.4525316455696203,50.0,0.0,cr
monthly,m100,ge,b15,cg,549,0.3296903460837887,0.37158469945355194,100.0,-5.0,632,0.47310126582278483,0.47310126582278483,50.0,0.0,cr
monthly,m100,gt,b15,cg,549,0.3296903460837887,0.37158469945355194,100.0,-5.0,632,0.47310126582278483,0.47310126582278483,50.0,0.0,cr
all,m100,ge,bNone,cgK2,549,0.32786885245901637,0.3697632058287796,100.0,-50.0,632,0.5079113924050633,0.5079113924050633,0.0,0.0,cr
all,m100,ge,b10,cg,549,0.32786885245901637,0.3697632058287796,100.0,-50.0,632,0.4873417721518987,0.4873417721518987,50.0,0.0,cr
all,m100,ge,b15,cg,549,0.32786885245901637,0.3697632058287796,100.0,-50.0,632,0.5015822784810127,0.5015822784810127,0.0,0.0,cr
all,m100,ge,b20,cgK2,549,0.32786885245901637,0.3697632058287796,100.0,-50.0,632,0.509493670886076,0.509493670886076,0.0,0.0,cr
all,m100,gt,bNone,cgK2,549,0.32786885245901637,0.3697632058287796,100.0,-50.0,632,0.5079113924050633,0.5079113924050633,0.0,0.0,cr
all,m100,gt,b10,cg,549,0.32786885245901637,0.3697632058287796,100.0,-50.0,632,0.4873417721518987,0.4873417721518987,50.0,0.0,cr
all,m100,gt,b15,cg,549,0.32786885245901637,0.3697632058287796,100.0,-50.0,632,0.5015822784810127,0.5015822784810127,0.0,0.0,cr
