dte,grid,side,band,meas,n_fit,exact_fit,w25_fit,medae_fit,bias_fit,n_hold,exact_hold,w25_hold,medae_hold,bias_hold,level
d1_30,m50,le,bNone,netmin,549,0.36247723132969034,0.36247723132969034,50.0,50.0,632,0.3686708860759494,0.3813291139240506,100.0,100.0,ps
d1_30,m50,le,b15,netmin,549,0.36247723132969034,0.36247723132969034,50.0,50.0,632,0.3686708860759494,0.3813291139240506,100.0,100.0,ps
d1_30,m50,le,b20,netmin,549,0.36247723132969034,0.36247723132969034,50.0,50.0,632,0.3686708860759494,0.3813291139240506,100.0,100.0,ps
d1_30,m50,lt,bNone,netmin,549,0.36247723132969034,0.36247723132969034,50.0,50.0,632,0.3686708860759494,0.3813291139240506,100.0,100.0,ps
d1_30,m50,lt,b15,netmin,549,0.36247723132969034,0.36247723132969034,50.0,50.0,632,0.3686708860759494,0.3813291139240506,100.0,100.0,ps
d1_30,m50,lt,b20,netmin,549,0.36247723132969034,0.36247723132969034,50.0,50.0,632,0.3686708860759494,0.3813291139240506,100.0,100.0,ps
d1_45,any,none,bNone,netmin,549,0.36247723132969034,0.3788706739526412,100.0,50.0,632,0.39556962025316456,0.4129746835443038,100.0,65.0,ps
d1_60,m50,none,b05,netmin,549,0.36247723132969034,0.36247723132969034,100.0,100.0,632,0.4272151898734177,0.43670886075949367,100.0,50.0,ps
le30,m50,le,b10,netmin,549,0.36065573770491804,0.36065573770491804,50.0,50.0,632,0.37341772151898733,0.3860759493670886,100.0,100.0,ps
le30,m50,lt,b10,netmin,549,0.36065573770491804,0.36065573770491804,50.0,50.0,632,0.37341772151898733,0.3860759493670886,100.0,100.0,ps
d1_30,m50,le,b10,netmin,549,0.36065573770491804,0.36065573770491804,50.0,50.0,632,0.37341772151898733,0.3860759493670886,100.0,100.0,ps
d1_30,m50,lt,b10,netmin,549,0.36065573770491804,0.36065573770491804,50.0,50.0,632,0.37341772151898733,0.3860759493670886,100.0,100.0,ps
le90,any,lt,b05,netmin,549,0.3588342440801457,0.3679417122040073,100.0,65.0,632,0.41455696202531644,0.43829113924050633,100.0,50.0,ps
le45,m50,le,b05,netmin,549,0.3570127504553734,0.3570127504553734,100.0,50.0,632,0.39556962025316456,0.4050632911392405,100.0,50.0,ps
le45,m50,lt,b05,netmin,549,0.3570127504553734,0.3570127504553734,100.0,50.0,632,0.39556962025316456,0.4050632911392405,100.0,50.0,ps
le90,any,le,b05,netmin,549,0.3570127504553734,0.366120218579235,100.0,65.0,632,0.41455696202531644,0.43829113924050633,100.0,50.0,ps
d1_45,m50,le,b05,netmin,549,0.3570127504553734,0.3570127504553734,100.0,50.0,632,0.39556962025316456,0.4050632911392405,100.0,50.0,ps
d1_45,m50,lt,b05,netmin,549,0.3570127504553734,0.3570127504553734,100.0,50.0,632,0.39556962025316456,0.4050632911392405,100.0,50.0,ps
le60,m25,le,b05,netmin,549,0.3551912568306011,0.36065573770491804,100.0,50.0,632,0.40189873417721517,0.4240506329113924,100.0,75.0,ps
le60,m25,lt,b05,netmin,549,0.3551912568306011,0.36065573770491804,100.0,50.0,632,0.40189873417721517,0.4240506329113924,100.0,75.0,ps
d1_60,m25,le,b05,netmin,549,0.3551912568306011,0.36065573770491804,100.0,50.0,632,0.40189873417721517,0.4240506329113924,100.0,75.0,ps
d1_60,m25,lt,b05,netmin,549,0.3551912568306011,0.36065573770491804,100.0,50.0,632,0.40189873417721517,0.4240506329113924,100.0,75.0,ps
le45,m50,none,b05,netmin,549,0.35154826958105645,0.35154826958105645,100.0,100.0,632,0.40031645569620256,0.4098101265822785,100.0,100.0,ps
d1_45,m50,none,b05,netmin,549,0.35154826958105645,0.35154826958105645,100.0,100.0,632,0.40031645569620256,0.4098101265822785,100.0,100.0,ps
le90,any,none,b05,netmin,549,0.34972677595628415,0.36065573770491804,100.0,100.0,632,0.4224683544303797,0.43354430379746833,100.0,100.0,ps
le30,m25,le,bNone,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
le30,m25,le,b15,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
le30,m25,le,b20,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
le30,m25,lt,bNone,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
le30,m25,lt,b15,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
le30,m25,lt,b20,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
le60,m25,none,b05,netmin,549,0.3460837887067395,0.3533697632058288,100.0,100.0,632,0.4129746835443038,0.4272151898734177,100.0,100.0,ps
d1_30,m25,le,bNone,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
d1_30,m25,le,b15,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
d1_30,m25,le,b20,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
d1_30,m25,lt,bNone,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
d1_30,m25,lt,b15,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
d1_30,m25,lt,b20,netmin,549,0.3460837887067395,0.3551912568306011,100.0,50.0,632,0.34651898734177217,0.375,100.0,100.0,ps
d1_60,m25,none,b05,netmin,549,0.3460837887067395,0.3533697632058288,100.0,100.0,632,0.4129746835443038,0.4272151898734177,100.0,100.0,ps
le30,m25,le,b10,netmin,549,0.3442622950819672,0.3533697632058288,100.0,50.0,632,0.3512658227848101,0.379746835443038,100.0,100.0,ps
le30,m25,lt,b10,netmin,549,0.3442622950819672,0.3533697632058288,100.0,50.0,632,0.3512658227848101,0.379746835443038,100.0,100.0,ps
d1_30,m25,le,b10,netmin,549,0.3442622950819672,0.3533697632058288,100.0,50.0,632,0.3512658227848101,0.379746835443038,100.0,100.0,ps
d1_30,m25,lt,b10,netmin,549,0.3442622950819672,0.3533697632058288,100.0,50.0,632,0.3512658227848101,0.379746835443038,100.0,100.0,ps
le30,m25,none,bNone,netmin,549,0.3406193078324226,0.3533697632058288,100.0,75.0,632,0.35443037974683544,0.370253164556962,100.0,100.0,ps
le30,m25,none,b15,netmin,549,0.3406193078324226,0.3533697632058288,100.0,75.0,632,0.35443037974683544,0.370253164556962,100.0,100.0,ps
le30,m25,none,b20,netmin,549,0.3406193078324226,0.3533697632058288,100.0,75.0,632,0.35443037974683544,0.370253164556962,100.0,100.0,ps
d1_30,m25,none,bNone,netmin,549,0.3406193078324226,0.3533697632058288,100.0,75.0,632,0.35443037974683544,0.370253164556962,100.0,100.0,ps
d1_30,m25,none,b15,netmin,549,0.3406193078324226,0.3533697632058288,100.0,75.0,632,0.35443037974683544,0.370253164556962,100.0,100.0,ps
d1_30,m25,none,b20,netmin,549,0.3406193078324226,0.3533697632058288,100.0,75.0,632,0.35443037974683544,0.370253164556962,100.0,100.0,ps
le30,m25,none,b10,netmin,549,0.33879781420765026,0.35154826958105645,100.0,75.0,632,0.3575949367088608,0.37341772151898733,100.0,100.0,ps
le30,m100,le,b05,poi,549,0.33879781420765026,0.33879781420765026,100.0,100.0,632,0.3180379746835443,0.32436708860759494,100.0,100.0,ps
le30,m100,lt,b05,poi,549,0.33879781420765026,0.33879781420765026,100.0,100.0,632,0.3180379746835443,0.32436708860759494,100.0,100.0,ps
d1_30,m25,none,b10,netmin,549,0.33879781420765026,0.35154826958105645,100.0,75.0,632,0.3575949367088608,0.37341772151898733,100.0,100.0,ps
d1_30,m100,le,b05,poi,549,0.33879781420765026,0.33879781420765026,100.0,100.0,632,0.3180379746835443,0.32436708860759494,100.0,100.0,ps
d1_30,m100,lt,b05,poi,549,0.33879781420765026,0.33879781420765026,100.0,100.0,632,0.3180379746835443,0.32436708860759494,100.0,100.0,ps
le45,m25,le,b05,netmin,549,0.3333333333333333,0.3406193078324226,100.0,100.0,632,0.37341772151898733,0.3939873417721519,100.0,100.0,ps
le45,m25,lt,b05,netmin,549,0.3333333333333333,0.3406193078324226,100.0,100.0,632,0.37341772151898733,0.3939873417721519,100.0,100.0,ps
d1_45,m25,le,b05,netmin,549,0.3333333333333333,0.3406193078324226,100.0,100.0,632,0.37341772151898733,0.3939873417721519,100.0,100.0,ps
d1_45,m25,lt,b05,netmin,549,0.3333333333333333,0.3406193078324226,100.0,100.0,632,0.37341772151898733,0.3939873417721519,100.0,100.0,ps
le30,any,le,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
le30,any,lt,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
le30,m25,le,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
le30,m25,lt,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
le30,m50,le,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
le30,m50,lt,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
d1_30,any,le,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
d1_30,any,lt,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
d1_30,m25,le,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
d1_30,m25,lt,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
d1_30,m50,le,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
d1_30,m50,lt,b05,poi,549,0.331511839708561,0.331511839708561,100.0,50.0,632,0.3069620253164557,0.31329113924050633,100.0,100.0,ps
le60,any,le,b05,netmin,549,0.3296903460837887,0.33879781420765026,100.0,100.0,632,0.37658227848101267,0.40664556962025317,100.0,100.0,ps
le60,any,lt,b05,netmin,549,0.3296903460837887,0.33879781420765026,100.0,100.0,632,0.37658227848101267,0.40664556962025317,100.0,100.0,ps
d1_60,any,le,b05,netmin,549,0.3296903460837887,0.33879781420765026,100.0,100.0,632,0.37658227848101267,0.40664556962025317,100.0,100.0,ps
d1_60,any,lt,b05,netmin,549,0.3296903460837887,0.33879781420765026,100.0,100.0,632,0.37658227848101267,0.40664556962025317,100.0,100.0,ps
monthly,m100,le,b15,pgK2,549,0.3296903460837887,0.3296903460837887,100.0,100.0,632,0.1629746835443038,0.1661392405063291,200.0,0.0,ps
monthly,m100,le,b20,pgK2,549,0.3296903460837887,0.3296903460837887,100.0,100.0,632,0.16139240506329114,0.1629746835443038,200.0,0.0,ps
monthly,m100,lt,b15,pgK2,549,0.3296903460837887,0.3296903460837887,100.0,100.0,632,0.1629746835443038,0.1661392405063291,200.0,0.0,ps
monthly,m100,lt,b20,pgK2,549,0.3296903460837887,0.3296903460837887,100.0,100.0,632,0.16139240506329114,0.1629746835443038,200.0,0.0,ps
all,any,le,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
all,any,lt,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
all,m25,le,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
all,m25,lt,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
all,m50,le,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
all,m50,lt,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
all,m100,le,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
all,m100,lt,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
ex0,any,le,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
ex0,any,lt,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
ex0,m25,le,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
ex0,m25,lt,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
ex0,m50,le,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
ex0,m50,lt,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
ex0,m100,le,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
ex0,m100,lt,b05,poi,549,0.32786885245901637,0.32786885245901637,100.0,0.0,632,0.314873417721519,0.31645569620253167,100.0,0.0,ps
le20,m100,le,b05,poi,549,0.3242258652094718,0.3242258652094718,100.0,100.0,632,0.3069620253164557,0.314873417721519,100.0,25.0,ps
le20,m100,lt,b05,poi,549,0.3242258652094718,0.3242258652094718,100.0,100.0,632,0.3069620253164557,0.314873417721519,100.0,25.0,ps
le45,m25,none,b05,netmin,549,0.3242258652094718,0.33697632058287796,100.0,100.0,632,0.38449367088607594,0.39556962025316456,100.0,100.0,ps
d1_45,m25,none,b05,netmin,549,0.3242258652094718,0.33697632058287796,100.0,100.0,632,0.38449367088607594,0.39556962025316456,100.0,100.0,ps
le60,any,none,b05,netmin,549,0.3205828779599271,0.331511839708561,100.0,100.0,632,0.3860759493670886,0.40189873417721517,100.0,100.0,ps
d1_60,any,none,b05,netmin,549,0.3205828779599271,0.331511839708561,100.0,100.0,632,0.3860759493670886,0.40189873417721517,100.0,100.0,ps
le20,m50,le,bNone,netmin,549,0.31876138433515483,0.31876138433515483,100.0,50.0,632,0.2974683544303797,0.310126582278481,100.0,100.0,ps
le20,m50,le,b15,netmin,549,0.31876138433515483,0.31876138433515483,100.0,50.0,632,0.2974683544303797,0.310126582278481,100.0,100.0,ps
le20,m50,le,b20,netmin,549,0.31876138433515483,0.31876138433515483,100.0,50.0,632,0.2974683544303797,0.310126582278481,100.0,100.0,ps
le20,m50,lt,bNone,netmin,549,0.31876138433515483,0.31876138433515483,100.0,50.0,632,0.2974683544303797,0.310126582278481,100.0,100.0,ps
le20,m50,lt,b15,netmin,549,0.31876138433515483,0.31876138433515483,100.0,50.0,632,0.2974683544303797,0.310126582278481,100.0,100.0,ps
le20,m50,lt,b20,netmin,549,0.31876138433515483,0.31876138433515483,100.0,50.0,632,0.2974683544303797,0.310126582278481,100.0,100.0,ps
le20,m50,le,b10,netmin,549,0.31693989071038253,0.31693989071038253,100.0,50.0,632,0.2974683544303797,0.310126582278481,100.0,100.0,ps
le20,m50,lt,b10,netmin,549,0.31693989071038253,0.31693989071038253,100.0,50.0,632,0.2974683544303797,0.310126582278481,100.0,100.0,ps
le30,m50,none,b05,netmin,549,0.3151183970856102,0.3151183970856102,100.0,100.0,632,0.33069620253164556,0.34335443037974683,100.0,100.0,ps
d1_30,m50,none,b05,netmin,549,0.3151183970856102,0.3151183970856102,100.0,100.0,632,0.33069620253164556,0.34335443037974683,100.0,100.0,ps
all,m100,le,b10,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.1787974683544304,0.18829113924050633,200.0,100.0,ps
all,m100,le,b15,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.17405063291139242,0.1819620253164557,200.0,100.0,ps
all,m100,le,b20,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.17405063291139242,0.1819620253164557,200.0,100.0,ps
all,m100,lt,b10,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.1787974683544304,0.18829113924050633,200.0,100.0,ps
all,m100,lt,b15,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.17405063291139242,0.1819620253164557,200.0,100.0,ps
all,m100,lt,b20,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.17405063291139242,0.1819620253164557,200.0,100.0,ps
le30,m50,le,b05,netmin,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.3291139240506329,0.34177215189873417,100.0,100.0,ps
le30,m50,lt,b05,netmin,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.3291139240506329,0.34177215189873417,100.0,100.0,ps
le90,m100,le,b05,poi,549,0.3132969034608379,0.3132969034608379,100.0,0.0,632,0.3322784810126582,0.3338607594936709,100.0,100.0,ps
le90,m100,lt,b05,poi,549,0.3132969034608379,0.3132969034608379,100.0,0.0,632,0.3322784810126582,0.3338607594936709,100.0,100.0,ps
d1_30,m50,le,b05,netmin,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.3291139240506329,0.34177215189873417,100.0,100.0,ps
d1_30,m50,lt,b05,netmin,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.3291139240506329,0.34177215189873417,100.0,100.0,ps
ex0,m100,le,b10,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.1787974683544304,0.18829113924050633,200.0,100.0,ps
ex0,m100,le,b15,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.17405063291139242,0.1819620253164557,200.0,100.0,ps
ex0,m100,le,b20,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.17405063291139242,0.1819620253164557,200.0,100.0,ps
ex0,m100,lt,b10,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.1787974683544304,0.18829113924050633,200.0,100.0,ps
ex0,m100,lt,b15,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.17405063291139242,0.1819620253164557,200.0,100.0,ps
ex0,m100,lt,b20,pgK2,549,0.3132969034608379,0.3132969034608379,100.0,100.0,632,0.17405063291139242,0.1819620253164557,200.0,100.0,ps
all,m100,le,b10,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.17721518987341772,0.18670886075949367,200.0,100.0,ps
all,m100,le,b15,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.16139240506329114,0.16930379746835442,200.0,0.0,ps
all,m100,le,b20,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.15981012658227847,0.16772151898734178,200.0,0.0,ps
all,m100,lt,b10,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.17721518987341772,0.18670886075949367,200.0,100.0,ps
all,m100,lt,b15,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.16139240506329114,0.16930379746835442,200.0,0.0,ps
all,m100,lt,b20,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.15981012658227847,0.16772151898734178,200.0,0.0,ps
le20,m50,none,bNone,netmin,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.29430379746835444,0.30854430379746833,100.0,100.0,ps
le20,m50,none,b15,netmin,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.29430379746835444,0.30854430379746833,100.0,100.0,ps
le20,m50,none,b20,netmin,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.29430379746835444,0.30854430379746833,100.0,100.0,ps
le30,any,le,bNone,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
le30,any,le,b10,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3259493670886076,0.35917721518987344,100.0,100.0,ps
le30,any,le,b15,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
le30,any,le,b20,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
le30,any,lt,bNone,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
le30,any,lt,b10,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3259493670886076,0.35917721518987344,100.0,100.0,ps
le30,any,lt,b15,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
le30,any,lt,b20,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
d1_30,any,le,bNone,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
d1_30,any,le,b10,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3259493670886076,0.35917721518987344,100.0,100.0,ps
d1_30,any,le,b15,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
d1_30,any,le,b20,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
d1_30,any,lt,bNone,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
d1_30,any,lt,b10,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3259493670886076,0.35917721518987344,100.0,100.0,ps
d1_30,any,lt,b15,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
d1_30,any,lt,b20,netmin,549,0.3114754098360656,0.32604735883424407,100.0,75.0,632,0.3212025316455696,0.35443037974683544,100.0,100.0,ps
ex0,m100,le,b10,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.17721518987341772,0.18670886075949367,200.0,100.0,ps
ex0,m100,le,b15,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.16139240506329114,0.16930379746835442,200.0,0.0,ps
ex0,m100,le,b20,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.15981012658227847,0.16772151898734178,200.0,0.0,ps
ex0,m100,lt,b10,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.17721518987341772,0.18670886075949367,200.0,100.0,ps
ex0,m100,lt,b15,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.16139240506329114,0.16930379746835442,200.0,0.0,ps
ex0,m100,lt,b20,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.15981012658227847,0.16772151898734178,200.0,0.0,ps
monthly,any,le,b05,poi,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.31645569620253167,0.3180379746835443,100.0,0.0,ps
monthly,any,lt,b05,poi,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.31645569620253167,0.3180379746835443,100.0,0.0,ps
monthly,m25,le,b05,poi,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.31645569620253167,0.3180379746835443,100.0,0.0,ps
monthly,m25,lt,b05,poi,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.31645569620253167,0.3180379746835443,100.0,0.0,ps
monthly,m50,le,b05,poi,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.31645569620253167,0.3180379746835443,100.0,0.0,ps
monthly,m50,lt,b05,poi,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.31645569620253167,0.3180379746835443,100.0,0.0,ps
monthly,m100,le,bNone,pgK2,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.16139240506329114,0.1629746835443038,200.0,0.0,ps
monthly,m100,le,b05,poi,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.31645569620253167,0.3180379746835443,100.0,0.0,ps
monthly,m100,le,b10,pgK2,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.1930379746835443,0.1962025316455696,200.0,100.0,ps
monthly,m100,le,b15,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.14082278481012658,0.14240506329113925,300.0,-45.0,ps
monthly,m100,le,b20,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.12974683544303797,0.13132911392405064,300.0,-100.0,ps
monthly,m100,lt,bNone,pgK2,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.16139240506329114,0.1629746835443038,200.0,0.0,ps
monthly,m100,lt,b05,poi,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.31645569620253167,0.3180379746835443,100.0,0.0,ps
monthly,m100,lt,b10,pgK2,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.1930379746835443,0.1962025316455696,200.0,100.0,ps
monthly,m100,lt,b15,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.14082278481012658,0.14240506329113925,300.0,-45.0,ps
monthly,m100,lt,b20,pg,549,0.3114754098360656,0.3114754098360656,100.0,100.0,632,0.12974683544303797,0.13132911392405064,300.0,-100.0,ps
le20,m50,none,b10,netmin,549,0.30965391621129323,0.30965391621129323,100.0,100.0,632,0.29430379746835444,0.30854430379746833,100.0,100.0,ps
le45,any,le,b05,netmin,549,0.30965391621129323,0.3224043715846995,100.0,100.0,632,0.3512658227848101,0.37816455696202533,100.0,100.0,ps
le45,any,lt,b05,netmin,549,0.30965391621129323,0.3224043715846995,100.0,100.0,632,0.3512658227848101,0.37816455696202533,100.0,100.0,ps
le45,m100,le,b05,poi,549,0.30965391621129323,0.30965391621129323,100.0,100.0,632,0.3227848101265823,0.32436708860759494,100.0,100.0,ps
le45,m100,lt,b05,poi,549,0.30965391621129323,0.30965391621129323,100.0,100.0,632,0.3227848101265823,0.32436708860759494,100.0,100.0,ps
d1_45,any,le,b05,netmin,549,0.30965391621129323,0.3224043715846995,100.0,100.0,632,0.3512658227848101,0.37816455696202533,100.0,100.0,ps
d1_45,any,lt,b05,netmin,549,0.30965391621129323,0.3224043715846995,100.0,100.0,632,0.3512658227848101,0.37816455696202533,100.0,100.0,ps
d1_45,m100,le,b05,poi,549,0.30965391621129323,0.30965391621129323,100.0,100.0,632,0.3227848101265823,0.32436708860759494,100.0,100.0,ps
d1_45,m100,lt,b05,poi,549,0.30965391621129323,0.30965391621129323,100.0,100.0,632,0.3227848101265823,0.32436708860759494,100.0,100.0,ps
le20,m25,le,b05,poi,549,0.30783242258652094,0.30783242258652094,100.0,50.0,632,0.30063291139240506,0.31170886075949367,100.0,50.0,ps
le20,m25,lt,b05,poi,549,0.30783242258652094,0.30783242258652094,100.0,50.0,632,0.30063291139240506,0.31170886075949367,100.0,50.0,ps
