entry_dt,exit_dt,entry,exit,pts,bars,mae_pts,pnl
2022-07-26 08:00:00,2022-07-27 08:00:00,4764.75,4797.5,32.5,4,-21.5,157.5
2022-08-09 10:00:00,2022-08-09 14:00:00,4942.0,4950.0,7.75,2,0.0,33.75
2022-08-17 08:00:00,2022-08-17 12:00:00,5087.25,5109.5,22.0,2,0.0,105.0
2022-08-19 08:00:00,2022-08-24 08:00:00,5055.5,4960.0,-95.75,12,-104.25,-483.75
2022-10-27 12:00:00,2022-10-28 08:00:00,4625.75,4682.25,56.25,2,-38.0,276.25
2022-11-01 08:00:00,2022-11-04 08:00:00,4664.25,4589.25,-75.25,12,-128.5,-381.25
2022-11-09 12:00:00,2022-11-10 08:00:00,4566.75,4724.25,157.25,2,-4.5,781.25
2022-11-16 08:00:00,2022-11-17 14:00:00,4774.25,4757.5,-17.0,7,-51.75,-90.0
2022-11-28 08:00:00,2022-11-30 12:00:00,4799.0,4845.75,46.5,10,-44.5,227.5
2022-12-05 10:00:00,2022-12-07 08:00:00,4813.75,4760.0,-54.0,7,-79.25,-275.0
2023-01-18 10:00:00,2023-01-19 12:00:00,4736.5,4705.75,-31.0,5,-56.5,-160.0
2023-01-19 14:00:00,2023-01-20 08:00:00,4689.25,4707.0,17.5,1,0.0,82.5
2023-01-25 08:00:00,2023-01-25 12:00:00,4748.75,4797.75,48.75,2,0.0,238.75
2023-01-30 10:00:00,2023-01-31 08:00:00,4818.5,4827.0,8.25,3,-8.75,36.25
2023-02-03 14:00:00,2023-02-07 10:00:00,4916.75,4938.0,21.0,6,-35.25,100.0
2023-02-09 12:00:00,2023-02-10 12:00:00,4876.75,4865.75,-11.25,4,-19.0,-61.25
2023-02-16 14:00:00,2023-02-17 14:00:00,4869.0,4857.5,-11.75,4,-37.75,-63.75
2023-04-04 12:00:00,2023-04-05 12:00:00,4858.5,4852.75,-6.0,4,-19.75,-35.0
2023-04-12 14:00:00,2023-04-13 08:00:00,4855.75,4877.25,21.25,1,0.0,101.25
2023-04-20 12:00:00,2023-04-21 12:00:00,4887.5,4891.25,3.5,4,-9.0,12.5
2023-04-25 10:00:00,2023-04-27 08:00:00,4855.75,4844.0,-12.0,7,-44.0,-65.0
2023-05-23 08:00:00,2023-05-25 08:00:00,4927.5,4888.0,-39.75,8,-70.5,-203.75
2023-05-31 08:00:00,2023-06-01 08:00:00,4917.25,4941.0,23.5,4,0.0,112.5
2023-06-19 08:00:00,2023-06-21 12:00:00,5138.0,5119.0,-19.25,8,-31.75,-101.25
2023-06-23 12:00:00,2023-06-27 08:00:00,5080.0,5082.75,2.5,6,-12.25,7.5
2023-07-06 08:00:00,2023-07-07 08:00:00,5114.5,5140.75,26.0,4,0.0,125.0
2023-07-20 12:00:00,2023-07-21 08:00:00,5260.75,5266.25,5.25,2,-1.75,21.25
2023-07-27 12:00:00,2023-07-28 08:00:00,5259.0,5299.75,40.5,2,0.0,197.5
2023-08-02 08:00:00,2023-08-03 10:00:00,5234.5,5231.5,-3.25,5,-24.0,-21.25
2023-09-05 14:00:00,2023-09-07 14:00:00,5195.25,5150.0,-45.5,8,-54.75,-232.5
2023-11-09 12:00:00,2023-11-10 10:00:00,5006.75,5056.25,49.25,3,0.0,241.25
2023-11-30 10:00:00,2023-11-30 12:00:00,5196.5,5206.5,9.75,1,0.0,43.75
2023-12-06 14:00:00,2023-12-07 08:00:00,5199.75,5229.75,29.75,1,0.0,143.75
2023-12-20 12:00:00,2023-12-21 12:00:00,5367.0,5364.75,-2.5,4,-29.25,-17.5
2024-01-02 08:00:00,2024-01-02 14:00:00,5368.5,5379.25,10.5,3,-7.5,47.5
2024-01-03 08:00:00,2024-01-05 08:00:00,5344.5,5348.25,3.5,8,-24.5,12.5
2024-01-16 10:00:00,2024-01-18 08:00:00,5379.75,5379.75,-0.25,7,-26.0,-6.25
2024-01-31 08:00:00,2024-02-01 10:00:00,5498.0,5502.25,4.0,5,-34.75,15.0
2024-02-13 08:00:00,2024-02-14 08:00:00,5566.5,5579.75,13.0,4,-32.25,60.0
2024-02-16 14:00:00,2024-02-21 14:00:00,5606.75,5584.25,-22.75,10,-45.75,-118.75
2024-02-26 14:00:00,2024-02-27 12:00:00,5670.0,5677.5,7.25,3,-8.75,31.25
2024-03-05 08:00:00,2024-03-06 08:00:00,5686.5,5709.5,22.75,4,-24.0,108.75
2024-03-14 10:00:00,2024-03-14 14:00:00,5735.75,5744.75,8.75,2,0.0,38.75
2024-03-15 10:00:00,2024-03-18 08:00:00,5695.75,5763.75,67.75,3,0.0,333.75
2024-03-22 14:00:00,2024-03-26 08:00:00,5816.75,5818.0,1.0,5,-11.75,0.0
2024-04-02 08:00:00,2024-04-02 14:00:00,5767.0,5789.25,22.0,3,0.0,105.0
2024-05-23 12:00:00,2024-05-24 08:00:00,5802.75,5843.75,40.75,2,0.0,198.75
2024-05-29 12:00:00,2024-05-31 14:00:00,5814.0,5824.5,10.25,9,-69.75,46.25
2024-06-24 14:00:00,2024-06-25 12:00:00,5978.75,5994.0,15.0,3,0.0,70.0
2024-06-28 12:00:00,2024-07-01 10:00:00,5995.0,5993.5,-1.75,3,-19.5,-13.75
2024-07-11 10:00:00,2024-07-12 08:00:00,6097.75,6145.0,47.0,3,0.0,230.0
2024-07-17 08:00:00,2024-07-22 08:00:00,6112.5,6063.5,-49.25,12,-101.75,-251.25
2024-08-22 10:00:00,2024-08-23 08:00:00,6071.25,6098.5,27.0,3,-16.25,130.0
2024-09-03 08:00:00,2024-09-04 08:00:00,6037.75,6022.75,-15.25,4,-30.75,-81.25
2024-09-04 12:00:00,2024-09-05 12:00:00,5983.5,5983.5,-0.25,4,-14.5,-6.25
2024-10-07 12:00:00,2024-10-08 08:00:00,6138.25,6189.25,50.75,2,0.0,248.75
2024-10-15 14:00:00,2024-10-16 10:00:00,6261.0,6279.75,18.5,2,0.0,87.5
2024-10-21 08:00:00,2024-10-21 14:00:00,6287.0,6299.5,12.25,3,-1.75,56.25
2024-10-23 08:00:00,2024-10-24 08:00:00,6264.0,6246.75,-17.5,4,-33.25,-92.5
2024-11-12 08:00:00,2024-11-12 12:00:00,6417.5,6425.75,8.0,2,-25.75,35.0
2024-11-14 14:00:00,2024-11-18 08:00:00,6366.5,6322.0,-44.75,5,-76.5,-228.75
2024-12-09 08:00:00,2024-12-11 08:00:00,6474.5,6487.0,12.25,8,-20.75,56.25
2024-12-12 14:00:00,2024-12-13 12:00:00,6458.75,6458.25,-0.75,3,-14.75,-8.75
2024-12-17 12:00:00,2024-12-18 08:00:00,6451.25,6475.0,23.5,2,0.0,112.5
2025-01-27 10:00:00,2025-01-27 14:00:00,6344.75,6381.75,36.75,2,0.0,178.75
2025-01-31 14:00:00,2025-02-04 08:00:00,6395.25,6380.75,-14.75,5,-44.5,-78.75
2025-02-07 12:00:00,2025-02-10 08:00:00,6383.5,6421.25,37.5,2,-0.75,182.5
2025-02-20 08:00:00,2025-02-20 14:00:00,6437.5,6462.5,24.75,3,0.0,118.75
2025-02-21 08:00:00,2025-02-24 10:00:00,6429.75,6367.5,-62.5,5,-91.5,-317.5
2025-05-21 12:00:00,2025-05-22 12:00:00,6149.0,6166.5,17.25,4,-16.75,81.25
2025-05-22 14:00:00,2025-05-26 08:00:00,6138.25,6155.0,16.5,5,-63.0,77.5
2025-05-30 10:00:00,2025-05-30 12:00:00,6144.25,6187.25,42.75,1,0.0,208.75
2025-06-17 14:00:00,2025-06-18 08:00:00,6265.25,6297.5,32.0,1,0.0,155.0
2025-06-18 12:00:00,2025-06-20 08:00:00,6261.75,6246.75,-15.25,4,-56.0,-81.25
2025-07-07 10:00:00,2025-07-08 10:00:00,6493.5,6502.75,9.0,4,0.0,40.0
2025-07-15 14:00:00,2025-07-16 10:00:00,6504.75,6519.75,14.75,2,0.0,68.75
2025-07-30 12:00:00,2025-07-30 14:00:00,6607.75,6659.25,51.25,1,0.0,251.25
2025-07-31 14:00:00,2025-08-04 08:00:00,6594.25,6566.5,-28.0,5,-106.5,-145.0
2025-08-18 10:00:00,2025-08-18 12:00:00,6688.25,6698.0,9.5,1,0.0,42.5
2025-08-19 08:00:00,2025-08-20 14:00:00,6674.25,6640.75,-33.75,7,-79.5,-173.75
2025-08-29 08:00:00,2025-09-01 08:00:00,6690.0,6708.5,18.25,4,0.0,86.25
2025-09-17 08:00:00,2025-09-17 14:00:00,6832.5,6835.25,2.5,3,-16.0,7.5
2025-09-23 12:00:00,2025-09-26 08:00:00,6873.75,6833.75,-40.25,10,-44.0,-206.25
2025-10-07 10:00:00,2025-10-08 08:00:00,6925.25,6959.75,34.25,3,0.0,166.25
2025-10-30 12:00:00,2025-10-31 08:00:00,7048.25,7067.25,18.75,2,-2.75,88.75
2025-10-31 10:00:00,2025-10-31 12:00:00,7025.75,7048.75,22.75,1,0.0,108.75
2025-11-04 10:00:00,2025-11-05 08:00:00,6980.0,6997.75,17.5,3,-8.0,82.5
2025-11-13 08:00:00,2025-11-14 10:00:00,6976.5,6950.0,-26.75,5,-47.75,-138.75
2025-12-08 12:00:00,2025-12-09 08:00:00,7013.75,7034.75,20.75,2,0.0,98.75
2025-12-12 08:00:00,2025-12-15 12:00:00,7001.75,6999.75,-2.25,6,-14.5,-16.25
2025-12-29 08:00:00,2026-01-02 12:00:00,7060.25,7011.25,-49.25,14,-68.5,-251.25
2026-01-14 08:00:00,2026-01-14 14:00:00,7044.5,7075.5,30.75,3,-5.25,148.75
2026-04-21 10:00:00,2026-04-22 08:00:00,7176.0,7220.5,44.25,3,0.0,216.25
2026-04-28 10:00:00,2026-04-28 14:00:00,7216.75,7234.5,17.5,2,0.0,82.5
2026-04-29 10:00:00,2026-04-30 08:00:00,7211.5,7253.25,41.5,3,-12.5,202.5
2026-05-12 08:00:00,2026-05-12 12:00:00,7444.25,7466.5,22.0,2,-16.75,105.0
2026-05-15 14:00:00,2026-05-18 14:00:00,7481.0,7483.25,2.0,4,-43.25,5.0
2026-05-19 08:00:00,2026-05-19 10:00:00,7432.0,7461.5,29.25,1,0.0,141.25
2026-06-03 14:00:00,2026-06-04 10:00:00,7628.5,7657.75,29.0,2,0.0,140.0
2026-06-05 10:00:00,2026-06-08 08:00:00,7531.0,7534.5,3.25,3,-101.5,11.25
2026-06-16 14:00:00,2026-06-18 08:00:00,7582.0,7566.25,-16.0,5,-89.5,-85.0
