entry_dt,exit_dt,entry,exit,pts,bars,mae_pts,pnl
2021-09-01 13:45:00,2021-09-01 15:00:00,5326.5,5324.25,-2.5,5,-5.5,-17.5
2021-09-02 12:15:00,2021-09-02 13:45:00,5330.75,5330.25,-0.75,6,-6.5,-8.75
2021-09-03 14:30:00,2021-09-06 08:30:00,5334.75,5343.25,8.25,3,-1.5,36.25
2021-09-06 10:45:00,2021-09-06 11:45:00,5343.75,5344.0,0.0,4,-0.75,-5.0
2021-09-17 08:30:00,2021-09-17 10:00:00,5261.25,5243.75,-17.75,6,-23.75,-93.75
2021-09-22 12:00:00,2021-09-22 13:00:00,5194.5,5211.25,16.5,4,0.0,77.5
2021-09-23 14:00:00,2021-09-24 08:45:00,5251.75,5250.75,-1.25,6,-7.25,-11.25
2021-09-24 12:45:00,2021-09-24 13:15:00,5242.75,5246.5,3.5,2,0.0,12.5
2021-09-27 11:45:00,2021-09-27 12:15:00,5238.25,5246.0,7.5,2,0.0,32.5
2021-10-05 14:15:00,2021-10-06 09:30:00,5158.25,5115.25,-43.25,8,-56.25,-221.25
2021-10-07 12:45:00,2021-10-07 14:00:00,5219.5,5212.25,-7.5,5,-14.5,-42.5
2021-10-07 14:30:00,2021-10-08 09:00:00,5200.5,5206.5,5.75,5,-3.5,23.75
2021-10-08 11:15:00,2021-10-08 11:30:00,5192.0,5199.0,6.75,1,0.0,28.75
2021-10-08 12:15:00,2021-10-08 12:45:00,5188.0,5193.75,5.5,2,-1.25,22.5
2021-10-08 15:00:00,2021-10-11 08:30:00,5188.25,5195.75,7.25,1,0.0,31.25
2021-10-11 11:00:00,2021-10-11 13:00:00,5197.0,5184.0,-13.25,8,-19.25,-71.25
2021-10-19 13:15:00,2021-10-19 14:00:00,5314.25,5317.25,2.75,3,-1.75,8.75
2021-10-21 10:15:00,2021-10-21 10:45:00,5328.0,5333.25,5.0,2,0.0,20.0
2021-10-22 10:30:00,2021-10-22 11:15:00,5328.0,5337.25,9.0,3,0.0,40.0
2021-10-26 10:45:00,2021-10-26 12:30:00,5385.5,5378.25,-7.5,7,-10.0,-42.5
2021-10-26 14:45:00,2021-10-27 08:45:00,5373.75,5384.0,10.0,3,0.0,45.0
2021-10-27 13:45:00,2021-10-28 08:30:00,5376.0,5377.25,1.0,6,-23.0,0.0
2021-10-28 11:45:00,2021-10-28 12:30:00,5380.75,5388.25,7.25,3,0.0,31.25
2021-10-29 13:15:00,2021-10-29 14:30:00,5392.5,5400.25,7.5,5,0.0,32.5
2021-11-01 12:30:00,2021-11-01 13:30:00,5402.0,5405.25,3.0,4,-3.5,10.0
2021-11-05 10:30:00,2021-11-05 12:45:00,5511.25,5495.75,-15.75,9,-27.75,-83.75
2021-11-05 15:00:00,2021-11-08 08:30:00,5493.5,5509.5,15.75,1,0.0,73.75
2021-11-08 10:45:00,2021-11-08 11:45:00,5500.5,5500.0,-0.75,4,-3.5,-8.75
2021-11-08 14:30:00,2021-11-09 09:30:00,5502.0,5493.25,-9.0,7,-18.75,-50.0
2021-11-15 10:15:00,2021-11-15 11:30:00,5490.25,5485.25,-5.25,5,-11.5,-31.25
2021-11-16 13:45:00,2021-11-17 09:30:00,5513.0,5499.5,-13.75,10,-23.5,-73.75
2021-11-17 11:15:00,2021-11-17 12:00:00,5491.5,5496.75,5.0,3,0.0,20.0
2021-11-19 09:15:00,2021-11-19 09:30:00,5502.0,5510.75,8.5,1,0.0,37.5
2021-11-19 12:15:00,2021-11-19 13:00:00,5505.75,5510.75,4.75,3,-2.0,18.75
2021-11-22 14:30:00,2021-11-23 08:45:00,5515.25,5499.25,-16.25,4,-26.25,-86.25
2021-12-06 13:45:00,2021-12-06 14:30:00,5401.5,5404.75,3.0,3,0.0,10.0
2021-12-07 12:00:00,2021-12-07 12:15:00,5491.75,5495.0,3.0,1,0.0,10.0
2021-12-07 14:00:00,2021-12-07 14:45:00,5491.5,5495.25,3.5,3,-7.0,12.5
2021-12-09 09:15:00,2021-12-09 09:45:00,5487.5,5494.0,6.25,2,0.0,26.25
2021-12-09 13:30:00,2021-12-09 14:30:00,5490.75,5485.5,-5.5,4,-10.5,-32.5
2021-12-10 13:45:00,2021-12-10 14:15:00,5499.25,5507.25,7.75,2,0.0,33.75
2021-12-13 08:45:00,2021-12-13 10:45:00,5499.25,5484.75,-14.75,8,-18.0,-78.75
2021-12-16 10:00:00,2021-12-16 12:00:00,5510.25,5499.0,-11.5,8,-22.75,-62.5
2021-12-16 13:00:00,2021-12-16 14:15:00,5487.5,5482.5,-5.25,5,-22.0,-31.25
2021-12-21 14:30:00,2021-12-21 14:45:00,5442.25,5456.5,14.0,1,0.0,65.0
2021-12-22 13:15:00,2021-12-22 13:30:00,5479.5,5484.5,4.75,1,0.0,18.75
2021-12-23 12:00:00,2021-12-23 12:15:00,5534.0,5538.25,4.0,1,0.0,15.0
2021-12-23 14:45:00,2021-12-27 08:30:00,5531.25,5556.25,24.75,2,0.0,118.75
2021-12-28 11:15:00,2021-12-28 12:15:00,5595.0,5595.0,-0.25,4,-5.25,-6.25
2021-12-29 09:00:00,2021-12-29 09:30:00,5591.25,5599.0,7.5,2,0.0,32.5
2021-12-29 11:15:00,2021-12-29 11:30:00,5589.0,5592.0,2.75,1,0.0,8.75
2021-12-29 15:00:00,2021-12-30 08:30:00,5599.5,5605.75,6.0,1,0.0,25.0
2021-12-30 11:00:00,2021-12-30 11:30:00,5607.25,5608.0,0.5,2,-0.75,-2.5
2021-12-30 14:00:00,2021-12-31 09:15:00,5602.5,5586.0,-16.75,8,-19.25,-88.75
2022-01-12 10:00:00,2022-01-12 10:30:00,5519.25,5533.0,13.5,2,0.0,62.5
2022-01-12 12:45:00,2022-01-12 13:15:00,5527.25,5534.75,7.25,2,0.0,31.25
2022-01-13 09:30:00,2022-01-13 10:15:00,5528.0,5533.25,5.0,3,-8.25,20.0
2022-01-13 11:15:00,2022-01-13 12:15:00,5501.0,5508.5,7.25,4,-1.0,31.25
2022-01-26 13:00:00,2022-01-26 13:15:00,5214.75,5236.75,21.75,1,0.0,103.75
2022-01-26 13:30:00,2022-01-26 14:45:00,5197.75,5156.25,-41.75,5,-61.75,-213.75
2022-01-27 11:15:00,2022-01-27 12:45:00,5173.5,5141.0,-32.75,6,-49.25,-168.75
2022-01-31 14:00:00,2022-01-31 14:30:00,5283.0,5302.5,19.25,2,0.0,91.25
2022-02-02 10:00:00,2022-02-02 10:45:00,5354.0,5368.75,14.5,3,0.0,67.5
2022-02-02 15:00:00,2022-02-03 09:15:00,5362.0,5346.0,-16.25,4,-38.5,-86.25
2022-02-03 10:45:00,2022-02-03 12:15:00,5322.5,5321.0,-1.75,6,-5.75,-13.75
2022-02-09 14:00:00,2022-02-09 14:15:00,5381.5,5391.0,9.25,1,0.0,41.25
2022-02-17 08:30:00,2022-02-17 09:45:00,5250.5,5228.75,-22.0,5,-30.25,-115.0
2022-02-28 09:00:00,2022-02-28 09:30:00,5144.0,5176.0,31.75,2,0.0,153.75
2022-02-28 11:30:00,2022-02-28 12:00:00,5151.5,5169.25,17.5,2,0.0,82.5
2022-02-28 13:15:00,2022-02-28 13:45:00,5131.75,5148.25,16.25,2,0.0,76.25
2022-03-01 09:45:00,2022-03-01 10:00:00,5145.75,5158.25,12.25,1,0.0,56.25
2022-03-01 10:15:00,2022-03-01 11:30:00,5148.75,5128.75,-20.25,5,-32.75,-106.25
2022-03-02 14:45:00,2022-03-03 08:30:00,5197.75,5221.25,23.25,2,-3.25,111.25
2022-03-03 09:30:00,2022-03-03 10:15:00,5178.0,5177.0,-1.25,3,-16.25,-11.25
2022-03-03 13:30:00,2022-03-03 14:45:00,5192.25,5176.75,-15.75,5,-29.0,-83.75
2022-03-11 10:00:00,2022-03-11 11:45:00,5070.75,5057.25,-13.75,7,-18.75,-73.75
2022-03-16 12:00:00,2022-03-16 12:45:00,5122.75,5131.5,8.5,3,0.0,37.5
2022-03-16 13:00:00,2022-03-16 13:30:00,5085.0,5110.25,25.0,2,-3.0,120.0
2022-03-21 09:15:00,2022-03-21 09:45:00,5261.75,5280.75,18.75,2,0.0,88.75
2022-03-21 11:45:00,2022-03-21 12:45:00,5255.5,5257.0,1.25,4,-10.75,1.25
2022-03-22 11:15:00,2022-03-22 11:45:00,5313.5,5322.25,8.5,2,0.0,37.5
2022-03-23 08:30:00,2022-03-23 09:15:00,5297.5,5307.25,9.5,3,-4.5,42.5
2022-03-23 11:30:00,2022-03-23 13:15:00,5295.75,5291.5,-4.5,7,-14.5,-27.5
2022-03-25 10:00:00,2022-03-25 11:00:00,5332.5,5335.0,2.25,4,-9.5,6.25
2022-03-25 14:15:00,2022-03-25 14:45:00,5333.5,5359.5,25.75,2,0.0,123.75
2022-03-28 10:45:00,2022-03-28 11:30:00,5337.5,5346.0,8.25,3,0.0,36.25
2022-03-30 09:15:00,2022-03-30 10:45:00,5435.25,5430.5,-5.0,6,-9.75,-30.0
2022-03-30 12:15:00,2022-03-30 13:00:00,5423.75,5425.25,1.25,3,-3.75,1.25
2022-03-30 13:15:00,2022-03-30 14:45:00,5419.5,5421.5,1.75,6,-14.0,3.75
2022-03-31 11:15:00,2022-03-31 12:15:00,5402.75,5402.5,-0.5,4,-5.0,-7.5
2022-04-08 12:45:00,2022-04-08 13:00:00,5321.5,5325.0,3.25,1,0.0,11.25
2022-04-19 12:15:00,2022-04-19 12:45:00,5259.25,5268.0,8.5,2,0.0,37.5
2022-04-19 15:00:00,2022-04-20 08:30:00,5258.0,5289.0,30.75,1,0.0,148.75
2022-04-20 11:00:00,2022-04-20 11:30:00,5283.25,5290.75,7.25,2,-0.5,31.25
2022-04-20 13:30:00,2022-04-20 14:00:00,5278.5,5285.0,6.25,2,-6.0,26.25
2022-04-21 10:15:00,2022-04-21 12:15:00,5299.25,5264.75,-34.75,8,-44.0,-178.75
2022-04-28 15:00:00,2022-04-29 10:15:00,5081.5,5039.5,-42.25,8,-48.25,-216.25
2022-05-05 09:00:00,2022-05-05 11:15:00,5028.0,4969.0,-59.25,9,-76.0,-301.25
2022-05-13 12:15:00,2022-05-13 13:30:00,4836.25,4819.0,-17.5,5,-29.0,-92.5
2022-05-16 14:15:00,2022-05-17 08:30:00,4837.5,4884.75,47.0,4,-10.75,230.0
2022-05-18 08:30:00,2022-05-18 11:45:00,4846.5,4797.25,-49.5,13,-63.5,-252.5
2022-05-24 08:30:00,2022-05-24 10:15:00,4744.0,4711.75,-32.5,7,-38.0,-167.5
2022-05-25 11:15:00,2022-05-25 12:15:00,4763.75,4770.75,6.75,4,0.0,28.75
2022-05-26 15:00:00,2022-05-27 08:30:00,4871.75,4919.75,47.75,1,0.0,233.75
2022-05-31 08:30:00,2022-05-31 09:30:00,4930.0,4957.0,26.75,4,0.0,128.75
2022-05-31 15:00:00,2022-06-01 08:30:00,4952.5,4974.25,21.5,1,0.0,102.5
2022-06-01 09:00:00,2022-06-01 11:30:00,4945.25,4902.75,-42.75,10,-44.0,-218.75
2022-06-21 10:45:00,2022-06-21 11:15:00,4582.5,4588.0,5.25,2,0.0,21.25
2022-06-22 14:15:00,2022-06-23 08:30:00,4597.75,4603.5,5.5,4,-14.75,22.5
2022-06-23 10:45:00,2022-06-23 12:45:00,4591.5,4587.5,-4.25,8,-16.5,-26.25
2022-06-27 12:30:00,2022-06-27 13:30:00,4725.75,4729.75,3.75,4,-1.25,13.75
2022-06-28 10:00:00,2022-06-28 11:15:00,4724.25,4689.0,-35.5,5,-43.25,-182.5
2022-07-04 09:00:00,2022-07-04 09:45:00,4629.5,4632.25,2.5,3,0.0,7.5
2022-07-06 10:15:00,2022-07-06 11:00:00,4643.25,4646.25,2.75,3,-6.5,8.75
2022-07-07 15:00:00,2022-07-08 09:15:00,4722.5,4728.5,5.75,4,-22.0,23.75
2022-07-08 11:15:00,2022-07-08 12:15:00,4717.5,4720.5,2.75,4,-8.5,8.75
2022-07-18 11:45:00,2022-07-19 08:30:00,4708.0,4695.5,-12.75,14,-57.0,-68.75
2022-07-20 11:30:00,2022-07-20 13:00:00,4781.5,4770.0,-11.75,6,-19.5,-63.75
2022-07-21 09:00:00,2022-07-21 09:30:00,4761.5,4770.25,8.5,2,-4.75,37.5
2022-07-22 10:15:00,2022-07-22 13:45:00,4803.75,4773.0,-31.0,14,-38.25,-160.0
2022-07-28 09:00:00,2022-07-28 09:30:00,4825.0,4833.25,8.0,2,-2.25,35.0
2022-08-01 12:15:00,2022-08-01 13:00:00,4936.5,4939.75,3.0,3,-4.0,10.0
2022-08-02 08:30:00,2022-08-02 09:15:00,4918.75,4926.25,7.25,3,-4.0,31.25
2022-08-02 12:30:00,2022-08-02 13:15:00,4931.75,4937.75,5.75,3,-2.25,23.75
2022-08-03 15:00:00,2022-08-04 09:45:00,4975.5,4974.0,-1.75,6,-13.25,-13.75
2022-08-04 14:30:00,2022-08-05 09:00:00,4971.25,4971.0,-0.5,5,-22.25,-7.5
2022-08-08 10:30:00,2022-08-08 12:00:00,4971.5,4971.75,0.0,6,-10.25,-5.0
2022-08-10 13:45:00,2022-08-10 14:15:00,5018.75,5027.0,8.0,2,0.0,35.0
2022-08-11 10:45:00,2022-08-11 11:15:00,5049.25,5053.5,4.0,2,-2.5,15.0
2022-08-11 13:00:00,2022-08-11 14:45:00,5042.25,5033.75,-8.75,7,-13.5,-48.75
2022-08-16 13:30:00,2022-08-16 14:30:00,5124.75,5129.5,4.5,4,-3.5,17.5
2022-08-17 08:30:00,2022-08-17 10:15:00,5095.25,5093.5,-2.0,7,-8.0,-15.0
2022-08-25 11:00:00,2022-08-25 12:00:00,4981.5,4984.5,2.75,4,0.0,8.75
2022-08-26 09:15:00,2022-08-26 12:15:00,4977.25,4928.75,-48.75,12,-50.75,-248.75
2022-09-02 11:15:00,2022-09-02 13:15:00,4811.25,4762.5,-49.0,8,-62.5,-250.0
2022-09-08 11:00:00,2022-09-08 11:30:00,4784.0,4803.75,19.5,2,0.0,92.5
2022-09-09 15:00:00,2022-09-12 08:30:00,4886.75,4917.75,30.75,1,0.0,148.75
2022-10-04 12:00:00,2022-10-04 12:45:00,4581.5,4593.5,11.75,3,0.0,53.75
2022-10-05 08:30:00,2022-10-05 10:00:00,4566.0,4550.5,-15.75,6,-23.0,-83.75
2022-10-06 09:00:00,2022-10-06 09:45:00,4570.5,4593.0,22.25,3,-5.5,106.25
2022-10-06 13:30:00,2022-10-06 14:15:00,4568.5,4573.5,4.75,3,-5.5,18.75
2022-10-14 09:00:00,2022-10-14 10:15:00,4447.75,4447.5,-0.5,5,-17.75,-7.5
2022-10-14 10:30:00,2022-10-14 11:30:00,4433.5,4431.5,-2.25,4,-20.25,-16.25
2022-10-18 10:15:00,2022-10-18 11:00:00,4513.75,4530.25,16.25,3,-3.25,76.25
2022-10-18 13:30:00,2022-10-18 14:30:00,4516.0,4535.25,19.0,4,-1.75,90.0
2022-10-19 11:00:00,2022-10-19 12:45:00,4513.25,4495.25,-18.25,7,-25.5,-96.25
2022-10-20 11:00:00,2022-10-20 13:45:00,4512.25,4481.0,-31.5,11,-40.0,-162.5
2022-10-25 12:00:00,2022-10-25 12:45:00,4652.75,4655.5,2.5,3,-0.5,7.5
2022-10-25 15:00:00,2022-10-26 09:00:00,4654.75,4664.0,9.0,3,-12.25,40.0
2022-10-26 11:45:00,2022-10-26 13:00:00,4669.5,4665.75,-4.0,5,-11.25,-25.0
2022-10-26 13:15:00,2022-10-26 14:30:00,4653.5,4654.5,0.75,5,-6.0,-1.25
2022-10-27 10:30:00,2022-10-27 11:45:00,4636.5,4640.25,3.5,5,-9.75,12.5
2022-10-31 08:45:00,2022-10-31 09:30:00,4679.0,4687.25,8.0,3,0.0,35.0
2022-10-31 11:30:00,2022-10-31 12:15:00,4685.25,4697.75,12.25,3,0.0,56.25
2022-11-01 09:00:00,2022-11-01 10:45:00,4680.25,4669.75,-10.75,7,-20.5,-58.75
2022-11-08 12:15:00,2022-11-08 13:30:00,4638.0,4625.0,-13.25,5,-36.5,-71.25
2022-11-09 08:45:00,2022-11-09 09:00:00,4605.75,4625.25,19.25,1,0.0,91.25
2022-11-09 09:30:00,2022-11-09 10:15:00,4604.75,4610.25,5.25,3,-3.75,21.25
2022-11-10 11:45:00,2022-11-10 12:00:00,4710.25,4726.0,15.5,1,0.0,72.5
2022-11-14 08:30:00,2022-11-14 09:00:00,4786.25,4803.0,16.5,2,0.0,77.5
2022-11-14 14:00:00,2022-11-15 08:30:00,4797.25,4830.75,33.25,5,-25.25,161.25
2022-11-15 12:00:00,2022-11-15 13:00:00,4816.75,4792.75,-24.25,4,-34.0,-126.25
2022-11-24 11:15:00,2022-11-25 09:30:00,4848.0,4839.5,-8.75,7,-13.75,-48.75
2022-12-02 08:30:00,2022-12-02 09:30:00,4840.25,4855.75,15.25,4,0.0,71.25
2022-12-05 08:30:00,2022-12-05 09:30:00,4853.5,4845.0,-8.75,4,-15.5,-48.75
2022-12-13 10:15:00,2022-12-13 12:00:00,4854.5,4814.5,-40.25,7,-47.5,-206.25
2022-12-13 14:00:00,2022-12-13 14:15:00,4810.25,4824.5,14.0,1,0.0,65.0
2022-12-14 11:45:00,2022-12-14 12:00:00,4843.0,4847.0,3.75,1,0.0,13.75
2022-12-21 14:15:00,2022-12-21 14:45:00,4671.75,4678.0,6.0,2,0.0,25.0
2022-12-29 14:00:00,2022-12-29 14:30:00,4645.5,4647.5,1.75,2,-0.5,3.75
2023-01-09 11:30:00,2023-01-10 08:30:00,4726.25,4690.75,-35.75,15,-43.0,-183.75
2023-01-10 09:30:00,2023-01-10 09:45:00,4671.0,4690.25,19.0,1,0.0,90.0
2023-01-12 08:30:00,2023-01-12 09:00:00,4738.25,4767.25,28.75,2,0.0,138.75
2023-01-12 14:30:00,2023-01-12 14:45:00,4770.25,4774.25,3.75,1,0.0,13.75
2023-01-13 08:30:00,2023-01-13 09:15:00,4743.75,4769.5,25.5,3,0.0,122.5
2023-01-16 10:30:00,2023-01-17 08:30:00,4784.5,4787.5,2.75,6,-3.25,8.75
2023-01-17 10:00:00,2023-01-17 10:30:00,4778.0,4784.0,5.75,2,0.0,23.75
2023-01-18 09:30:00,2023-01-18 12:30:00,4779.5,4740.0,-39.75,12,-49.75,-203.75
2023-01-23 13:15:00,2023-01-23 14:30:00,4808.0,4802.25,-6.0,5,-11.5,-35.0
2023-01-24 08:45:00,2023-01-24 09:15:00,4784.5,4794.0,9.25,2,0.0,41.25
2023-01-24 14:30:00,2023-01-24 15:00:00,4796.25,4811.0,14.5,2,0.0,67.5
2023-01-27 14:45:00,2023-01-30 10:15:00,4855.5,4830.5,-25.25,9,-33.75,-131.25
2023-02-01 09:45:00,2023-02-01 10:15:00,4838.5,4849.75,11.0,2,0.0,50.0
2023-02-02 13:00:00,2023-02-02 14:15:00,4958.0,4948.75,-9.5,5,-23.25,-52.5
2023-02-03 11:45:00,2023-02-03 14:15:00,4937.0,4919.5,-17.75,10,-23.0,-93.75
2023-02-08 09:30:00,2023-02-08 10:45:00,4920.25,4907.75,-12.75,5,-23.0,-68.75
2023-02-09 10:15:00,2023-02-09 11:00:00,4907.25,4910.75,3.25,3,-1.0,11.25
2023-02-13 13:15:00,2023-02-13 14:15:00,4909.5,4911.0,1.25,4,-3.0,1.25
2023-02-15 08:45:00,2023-02-15 09:45:00,4892.75,4896.5,3.5,4,0.0,12.5
2023-02-27 10:15:00,2023-02-27 11:30:00,4766.75,4766.25,-0.75,5,-3.25,-8.75
2023-02-28 13:45:00,2023-03-01 08:45:00,4760.25,4742.5,-18.0,7,-24.25,-95.0
2023-03-06 11:30:00,2023-03-06 13:30:00,4842.0,4830.75,-11.5,8,-14.25,-62.5
2023-03-06 13:45:00,2023-03-06 14:30:00,4826.25,4825.5,-1.0,3,-6.0,-10.0
2023-03-07 08:30:00,2023-03-07 10:30:00,4820.0,4786.75,-33.5,8,-41.0,-172.5
2023-03-14 11:15:00,2023-03-14 13:15:00,4691.25,4667.25,-24.25,8,-31.75,-126.25
2023-03-17 09:00:00,2023-03-17 11:00:00,4711.25,4687.5,-24.0,8,-38.5,-125.0
2023-03-17 13:00:00,2023-03-17 14:00:00,4683.5,4684.25,0.5,4,-8.75,-2.5
2023-03-21 10:30:00,2023-03-21 11:15:00,4744.75,4750.25,5.25,3,-1.0,21.25
2023-03-22 11:00:00,2023-03-22 12:15:00,4768.5,4767.25,-1.5,5,-5.25,-12.5
2023-03-22 14:30:00,2023-03-23 08:30:00,4748.25,4741.0,-7.5,3,-42.25,-42.5
2023-03-23 11:45:00,2023-03-23 14:30:00,4751.0,4711.75,-39.5,11,-57.5,-202.5
2023-03-30 11:15:00,2023-03-30 12:00:00,4808.75,4807.75,-1.25,3,-5.0,-11.25
2023-03-31 12:30:00,2023-03-31 12:45:00,4849.75,4852.75,2.75,1,0.0,8.75
2023-04-03 10:00:00,2023-04-03 10:45:00,4866.25,4875.5,9.0,3,0.0,40.0
2023-04-04 09:45:00,2023-04-04 11:30:00,4877.5,4864.5,-13.25,7,-21.5,-71.25
2023-04-04 13:15:00,2023-04-04 14:45:00,4859.75,4867.25,7.25,6,-3.25,31.25
2023-04-11 14:30:00,2023-04-12 08:30:00,4879.5,4888.5,8.75,3,-4.75,38.75
2023-04-12 09:45:00,2023-04-12 10:30:00,4867.75,4874.25,6.25,3,-5.25,26.25
2023-04-12 13:15:00,2023-04-13 08:30:00,4872.75,4866.5,-6.5,8,-21.0,-37.5
2023-04-14 09:15:00,2023-04-14 12:00:00,4898.0,4886.0,-12.25,11,-20.0,-66.25
2023-04-18 09:45:00,2023-04-18 10:15:00,4907.0,4909.0,1.75,2,-0.25,3.75
2023-04-19 14:30:00,2023-04-20 09:30:00,4914.75,4896.5,-18.5,7,-27.25,-97.5
2023-04-28 13:30:00,2023-04-28 13:45:00,4910.75,4915.25,4.25,1,0.0,16.25
2023-05-01 13:15:00,2023-05-02 10:30:00,4932.5,4856.0,-76.75,16,-83.75,-388.75
2023-05-05 11:30:00,2023-05-05 11:45:00,4869.0,4873.5,4.25,1,0.0,16.25
2023-05-08 09:00:00,2023-05-08 09:30:00,4881.25,4884.5,3.0,2,-1.0,10.0
2023-05-09 09:00:00,2023-05-09 09:30:00,4871.25,4877.25,5.75,2,0.0,23.75
2023-05-09 11:00:00,2023-05-09 11:45:00,4870.75,4874.75,3.75,3,-0.75,13.75
2023-05-15 12:30:00,2023-05-15 13:00:00,4876.25,4883.75,7.25,2,0.0,31.25
2023-05-17 13:45:00,2023-05-17 14:00:00,4902.75,4908.75,5.75,1,0.0,23.75
2023-05-18 12:30:00,2023-05-18 13:15:00,4914.5,4920.75,6.0,3,-3.0,25.0
2023-05-19 10:15:00,2023-05-19 11:30:00,4940.5,4939.75,-1.0,5,-4.0,-10.0
2023-05-22 14:30:00,2023-05-23 09:30:00,4942.5,4931.25,-11.5,7,-15.5,-62.5
2023-05-30 12:15:00,2023-05-30 13:15:00,4944.0,4950.25,6.0,4,-4.5,25.0
2023-06-05 09:00:00,2023-06-05 09:30:00,5025.75,5031.0,5.0,2,-0.5,20.0
2023-06-05 12:30:00,2023-06-05 14:30:00,5028.5,5020.75,-8.0,8,-11.75,-45.0
2023-06-06 11:45:00,2023-06-06 12:00:00,5015.0,5022.75,7.5,1,0.0,32.5
2023-06-06 12:45:00,2023-06-06 13:15:00,5014.25,5020.0,5.5,2,0.0,22.5
2023-06-07 09:30:00,2023-06-07 11:30:00,5019.75,5020.0,0.0,8,-6.0,-5.0
2023-06-09 10:15:00,2023-06-09 11:45:00,5041.25,5040.75,-0.75,6,-6.5,-8.75
2023-06-13 13:15:00,2023-06-13 14:00:00,5101.0,5107.0,5.75,3,-2.25,23.75
