date,side,grp,tpct_max,label,session_min
2026-04-30,long,plain,34.1,win,128.91890540018332
2026-04-30,long,plain,33.1,win,136.66241852301667
2026-04-30,short,plain,44.3,loss,144.95659967625
2026-04-30,long,plain,44.7,win,204.29407401068332
2026-04-30,short,plain,34.9,loss,317.26950893705
2026-04-30,short,plain,54.1,loss,337.81975548648336
2026-04-30,short,plain,26.2,unresolved,371.9752840343833
2026-05-01,short,plain,32.2,loss,11.54252279865
2026-05-01,long,plain,27.7,win,19.237152320483336
2026-05-01,short,climax,97.9,loss,25.463142617616665
2026-05-01,short,plain,52.6,win,32.12653313355
2026-05-01,short,plain,13.5,loss,101.52744333778334
2026-05-01,short,plain,5.6,loss,119.00018876731666
2026-05-01,short,plain,76.5,win,126.73775523748333
2026-05-01,long,plain,16.4,loss,376.05479927748337
2026-05-01,long,plain,34.1,loss,382.04085984594997
2026-05-01,long,plain,64.0,loss,389.01339166635
2026-05-01,long,climax,95.4,unresolved,389.9168226810833
2026-05-04,short,climax,97.3,loss,3.1376833333333333e-06
2026-05-04,long,plain,59.0,win,37.14627344948334
2026-05-04,long,climax,96.0,win,38.95058321855
2026-05-04,short,plain,8.1,win,70.55269742425
2026-05-04,long,plain,40.5,loss,84.85356602048334
2026-05-04,long,plain,27.0,loss,96.40647911338333
2026-05-04,short,climax,96.0,win,127.77269538695
2026-05-04,short,plain,68.4,win,132.49074038898334
2026-05-04,short,climax,97.9,loss,170.40353411285
2026-05-04,short,plain,44.1,win,232.19545921568334
2026-05-04,long,plain,56.5,loss,291.51025810851667
2026-05-04,long,plain,26.4,unresolved,312.3055759805833
2026-05-04,short,plain,40.1,unresolved,388.14765532768337
2026-05-04,short,plain,68.0,unresolved,389.31157920015
2026-05-05,short,plain,46.8,loss,16.435644433916668
2026-05-05,short,plain,77.1,loss,20.239026359283333
2026-05-05,short,plain,71.1,loss,31.12130130035
2026-05-05,short,plain,26.4,loss,37.287231565683335
2026-05-05,long,climax,98.1,win,45.127726076516666
2026-05-05,long,climax,99.0,win,48.42296784845
2026-05-05,long,plain,23.9,win,66.63488868508334
2026-05-05,long,plain,7.7,win,111.66142989691666
2026-05-05,long,plain,10.8,win,122.35936656498333
2026-05-05,long,plain,4.6,loss,375.87609974311664
2026-05-05,long,plain,35.6,unresolved,382.77083840725004
2026-05-05,long,plain,47.0,unresolved,385.58983896315
2026-05-05,short,plain,78.8,unresolved,390.2572710639167
2026-05-05,long,plain,2.1,unresolved,402.1250888151166
2026-05-06,short,plain,44.5,loss,3.9422097674833334
2026-05-06,long,plain,23.5,loss,9.546935966849999
2026-05-06,short,plain,33.9,loss,17.91154667115
2026-05-06,long,plain,25.2,loss,34.09723200771666
2026-05-06,long,plain,36.8,win,46.02294993428333
2026-05-06,short,plain,32.8,loss,53.061252670583336
2026-05-06,short,plain,31.4,loss,65.78415092641667
2026-05-06,short,plain,65.9,loss,75.07497695888333
2026-05-06,long,plain,71.7,loss,103.10056201044999
2026-05-06,long,plain,11.9,loss,120.35585989605
2026-05-06,short,plain,30.6,loss,340.75022184665
2026-05-06,short,plain,46.8,unresolved,383.30919657505
2026-05-06,long,plain,71.7,loss,389.09181524838334
2026-05-07,long,plain,57.0,loss,1.9946300555166667
2026-05-07,long,plain,43.2,loss,5.82017889785
2026-05-07,long,plain,7.3,loss,11.71594232835
2026-05-07,long,plain,27.9,win,60.323973781650004
2026-05-07,short,plain,70.1,loss,69.14347718141667
2026-05-07,long,plain,58.4,loss,94.88779917635
2026-05-07,long,climax,98.1,loss,116.76638954918333
2026-05-07,long,plain,75.5,loss,147.02224332954998
2026-05-07,long,climax,98.3,win,165.00317222685
2026-05-07,short,climax,95.6,loss,167.74794441968334
2026-05-07,short,plain,53.2,loss,212.38570185441668
2026-05-07,short,plain,72.3,loss,329.41352313095
2026-05-07,long,plain,73.0,win,352.92041954135004
2026-05-07,short,plain,73.4,loss,389.3628048066167
2026-05-08,short,plain,22.0,loss,3.2651741917166666
2026-05-08,short,plain,16.2,loss,45.28005579251667
2026-05-08,long,plain,27.9,loss,99.16976543731667
2026-05-08,long,plain,33.7,win,107.06739755981667
2026-05-11,short,plain,69.4,loss,2.4165324879166667
2026-05-11,long,plain,58.0,win,5.62515264765
2026-05-11,short,plain,57.2,loss,15.508201076216666
2026-05-11,short,plain,29.7,loss,16.96647360271667
2026-05-11,short,plain,37.2,win,45.74900001778334
2026-05-11,long,climax,97.9,win,61.66445170835
2026-05-11,short,plain,60.5,loss,82.93530554808333
2026-05-11,long,plain,14.8,loss,316.69041074961666
2026-05-11,short,plain,70.9,unresolved,335.90005225171666
2026-05-11,long,plain,32.2,unresolved,348.62578877938336
2026-05-11,short,plain,36.0,unresolved,383.84768994658333
2026-05-12,long,plain,72.8,loss,5.58699056125
2026-05-12,short,plain,44.5,win,13.12073754545
2026-05-12,short,plain,52.0,win,44.45072137938334
2026-05-12,long,plain,47.2,loss,54.98639123781666
2026-05-12,short,plain,59.3,loss,69.54041238188333
2026-05-12,short,plain,63.0,win,97.89575327634999
2026-05-12,short,plain,71.3,loss,122.41226591301667
2026-05-12,short,plain,30.8,win,134.02944212001665
2026-05-12,long,plain,40.7,loss,139.31578779724998
2026-05-12,short,plain,27.0,loss,379.00019747575
2026-05-12,long,plain,51.4,loss,386.52725319585
2026-05-12,long,plain,71.3,loss,389.07743443111667
2026-05-13,long,plain,63.4,loss,6.69847476125
2026-05-13,short,plain,65.5,loss,24.915117945683335
2026-05-13,short,plain,43.2,loss,28.584398012516665
2026-05-13,short,plain,68.6,loss,30.97870093901667
2026-05-13,short,plain,41.2,loss,45.33816962891667
2026-05-13,long,plain,42.4,win,68.46163619831667
2026-05-13,short,plain,31.4,loss,89.29358086038333
2026-05-13,short,climax,97.3,loss,174.2132573053167
2026-05-13,short,plain,39.9,loss,209.69181021148333
2026-05-13,long,plain,18.3,loss,232.63078336138332
2026-05-14,short,plain,28.5,loss,48.71934856645
2026-05-14,short,plain,62.4,loss,80.35515351848333
2026-05-14,short,plain,36.8,loss,107.11327485225
2026-05-14,long,plain,33.1,loss,126.76844971575
2026-05-14,short,plain,27.9,win,153.53318343505
2026-05-15,long,plain,53.2,loss,13.294981846183333
2026-05-15,short,plain,74.4,loss,39.77152224205
2026-05-15,long,plain,54.5,loss,129.49091336544998
2026-05-15,long,plain,59.0,win,138.53387722041668
2026-05-15,short,plain,72.6,loss,148.91554924221666
2026-05-15,short,plain,42.2,loss,179.75228546331667
2026-05-15,long,plain,32.8,loss,313.95730002538335
2026-05-15,long,plain,41.2,loss,345.76485110584997
2026-05-15,long,plain,67.8,loss,375.1014942962167
2026-05-15,long,plain,44.3,loss,381.7514391223167
2026-05-15,long,plain,63.4,loss,385.00244118614995
2026-05-15,long,plain,41.6,loss,394.22810715304996
2026-05-18,long,climax,98.5,loss,9.327166666666667e-07
2026-05-18,long,climax,99.0,win,35.46277225908333
2026-05-18,short,climax,95.0,loss,37.02973977968334
2026-05-18,short,plain,76.3,loss,73.63606424161667
2026-05-18,long,plain,52.0,loss,87.33766583331666
2026-05-18,long,climax,97.7,loss,178.63677145135
2026-05-18,short,plain,48.6,loss,188.00117413598335
2026-05-18,short,plain,47.6,win,219.09213044861664
2026-05-18,long,plain,40.7,loss,243.76869413361666
2026-05-18,long,plain,75.3,loss,286.29457994591667
2026-05-18,short,plain,72.1,loss,375.0503451288167
2026-05-18,short,plain,24.9,unresolved,382.69731958631667
2026-05-19,long,climax,99.0,loss,36.013958833483336
2026-05-19,short,plain,71.3,loss,68.62355917055
2026-05-19,long,plain,70.3,loss,74.93435863418334
2026-05-19,short,plain,55.3,loss,87.50718379365
2026-05-19,short,plain,63.4,win,93.56129865468333
2026-05-19,long,plain,55.7,loss,112.51007161324999
2026-05-19,short,plain,73.2,loss,174.61043798584998
2026-05-19,short,plain,59.5,loss,201.97996832088333
2026-05-19,short,plain,64.7,loss,337.66908576618334
2026-05-19,short,plain,75.3,unresolved,388.9038073770167
2026-05-20,long,climax,97.5,loss,0.16697933371666668
2026-05-20,long,plain,76.9,loss,2.0351245983166666
2026-05-20,short,climax,99.0,loss,44.56385877821666
2026-05-20,short,climax,98.8,loss,45.47103585405
2026-05-20,short,plain,78.4,loss,85.94824400818334
2026-05-20,long,plain,42.0,win,96.96503605455
2026-05-20,long,climax,96.0,loss,108.05360227761666
2026-05-20,long,plain,12.7,loss,160.51918437278334
2026-05-20,short,plain,60.9,loss,193.82887821758334
2026-05-20,short,plain,70.1,loss,208.72916023251668
2026-05-20,short,plain,39.3,loss,220.80303395305
2026-05-20,short,plain,52.0,loss,236.77422918468335
2026-05-21,short,climax,98.1,loss,22.90368587518333
2026-05-21,long,plain,72.3,loss,43.17378661221667
2026-05-21,long,climax,96.5,win,50.884413118683334
2026-05-21,short,plain,78.2,win,60.26939591158334
2026-05-21,long,climax,97.5,loss,104.60827089221667
2026-05-21,short,plain,50.1,loss,129.03430478091667
2026-05-21,short,plain,74.6,loss,257.1741791854833
2026-05-21,long,climax,96.0,loss,274.9131724479833
2026-05-21,long,plain,74.8,loss,286.2526360215833
2026-05-21,long,plain,43.9,loss,303.3010990508167
2026-05-21,short,plain,74.4,loss,339.08770627841665
2026-05-21,short,plain,39.7,loss,345.01331842205
2026-05-22,short,plain,40.3,win,7.42918849315
2026-05-22,long,plain,67.6,loss,11.53301133005
2026-05-22,long,plain,43.9,loss,19.775225145616666
2026-05-22,short,plain,41.2,win,29.287339253116667
2026-05-22,short,plain,6.2,loss,107.03900080878334
2026-05-22,long,plain,5.0,loss,161.01333952085
2026-05-22,long,plain,24.7,loss,256.68615641565
2026-05-22,long,plain,26.4,loss,370.89339015515
2026-05-22,long,plain,78.8,unresolved,390.27003025991667
2026-05-26,short,plain,19.3,loss,31.057601926049998
2026-05-26,long,plain,12.5,loss,42.10404735301667
2026-05-26,short,plain,10.6,win,55.60499601311667
2026-05-26,long,plain,24.9,loss,58.10014128781667
2026-05-26,long,plain,46.2,loss,95.44588726881666
2026-05-26,long,plain,52.6,loss,118.98174847958333
2026-05-26,long,plain,60.7,loss,125.15510589704999
2026-05-26,long,plain,32.4,win,234.27317812041667
2026-05-26,short,plain,17.9,unresolved,370.0235350621167
2026-05-26,short,climax,98.8,unresolved,389.95906757641666
2026-05-27,short,plain,46.2,loss,6.165280972516666
2026-05-27,long,plain,49.7,loss,11.207865502416666
2026-05-27,long,plain,74.4,win,14.108836194616666
2026-05-27,short,plain,41.4,loss,41.54781153625
2026-05-27,long,plain,20.2,loss,103.28788890004999
2026-05-27,long,plain,59.5,loss,110.85870947395
2026-05-27,short,plain,11.0,unresolved,314.38879047874997
2026-05-27,short,plain,19.1,unresolved,333.2467956623833
2026-05-27,long,plain,16.2,unresolved,379.22431747891665
2026-05-28,long,plain,23.1,win,3.6992596328166667
2026-05-28,long,plain,15.6,win,7.893756268683333
2026-05-28,short,plain,6.7,loss,10.98410034775
2026-05-28,short,plain,27.9,loss,59.37602043065
2026-05-28,short,plain,22.9,loss,73.79618383881666
2026-05-28,short,plain,21.4,loss,81.33486871685
2026-05-28,short,plain,72.1,loss,167.53741064581666
2026-05-28,short,plain,20.4,loss,356.73652708398333
2026-05-28,long,plain,74.4,unresolved,389.56546361921664
2026-05-29,short,plain,58.8,loss,2.0284986837833334
2026-05-29,short,plain,13.9,loss,10.527815889083334
2026-05-29,short,plain,22.0,win,13.35416784115
2026-05-29,short,plain,8.7,win,23.38083690408333
2026-05-29,long,plain,52.6,loss,44.79054142211667
2026-05-29,short,plain,68.0,win,63.82686063721667
2026-05-29,long,plain,70.9,loss,66.55895227044999
2026-05-29,short,climax,95.2,loss,82.33311721515
2026-05-29,long,plain,58.4,win,266.03287549681664
2026-05-29,short,plain,20.2,loss,300.01141400485
2026-05-29,short,plain,69.9,loss,319.0008881680167
2026-05-29,long,plain,35.3,win,325.5684078210833
2026-05-29,short,plain,70.1,unresolved,370.5123664657167
2026-05-29,long,plain,57.4,unresolved,381.23299200881667
2026-05-29,long,plain,62.8,unresolved,387.83871775115
2026-05-29,short,plain,70.3,unresolved,388.57678494531666
2026-05-29,long,climax,99.0,unresolved,389.97676429335
2026-06-01,short,plain,49.9,loss,5.610919614316667
2026-06-01,short,plain,7.9,loss,13.504886531516666
2026-06-01,short,plain,30.6,loss,17.119244885983335
2026-06-01,long,plain,23.1,loss,20.19688719155
2026-06-01,long,plain,20.0,loss,25.443770276983333
2026-06-01,long,plain,30.1,loss,28.965375974383335
2026-06-01,short,climax,99.0,loss,239.88553933451666
2026-06-01,short,plain,7.1,win,291.2660397613166
2026-06-01,long,plain,13.7,loss,326.34626422515
2026-06-01,long,plain,38.3,loss,373.44145898051664
2026-06-02,long,plain,48.4,win,9.47050484755
2026-06-02,short,plain,10.6,loss,34.00965995148333
2026-06-02,short,plain,35.3,loss,42.33583715545
2026-06-02,short,plain,22.2,loss,82.26766975265
2026-06-02,long,plain,23.1,unresolved,246.69216283671668
2026-06-03,short,climax,95.4,loss,1.22415e-06
2026-06-03,short,plain,31.2,win,42.40118023038334
2026-06-03,long,plain,42.2,loss,46.19455480235
2026-06-03,short,plain,72.8,loss,207.29518918891665
2026-06-03,short,plain,27.2,loss,245.14595229041666
2026-06-03,short,plain,19.3,win,263.53278654478333
2026-06-03,long,plain,70.3,loss,384.8049522501833
2026-06-04,short,plain,53.8,loss,97.63752715055001
2026-06-04,long,plain,55.7,win,137.91325136175
2026-06-04,short,plain,8.9,loss,164.92540303208335
2026-06-04,long,plain,6.2,loss,323.3199522649833
2026-06-05,long,plain,71.1,loss,5.023775979350001
2026-06-05,long,plain,62.0,loss,8.763764277950001
2026-06-05,long,plain,66.9,loss,11.746040379783333
2026-06-05,long,plain,52.8,loss,13.457588593983333
2026-06-05,long,plain,76.7,loss,52.53694521524999
2026-06-05,short,plain,66.7,win,67.37080156455
2026-06-05,short,plain,53.4,win,146.48353797518334
2026-06-05,long,plain,79.2,loss,186.30879354368332
2026-06-05,short,plain,61.3,loss,244.35751552248334
2026-06-05,short,plain,79.4,win,249.68982642745001
2026-06-05,long,plain,67.4,loss,279.98535265211666
2026-06-05,short,plain,58.0,loss,377.41359087101665
2026-06-05,long,plain,58.8,loss,383.01415481851666
2026-06-05,long,plain,65.9,loss,387.0999720398167
2026-06-05,long,climax,95.6,loss,389.88119792915
2026-06-08,short,plain,63.8,win,23.864539781516665
2026-06-08,long,plain,61.7,win,44.394676804583334
2026-06-08,short,plain,59.5,loss,66.03441946591667
2026-06-08,short,plain,57.8,win,88.70739164945
2026-06-08,long,plain,70.1,loss,106.95343941301667
2026-06-08,long,plain,70.7,loss,116.66448373951667
2026-06-08,long,plain,68.4,loss,149.67427430328334
2026-06-08,long,plain,61.5,loss,178.6701095381833
2026-06-08,long,plain,65.5,loss,187.67965664221668
2026-06-08,short,plain,62.4,win,275.68078875938335
2026-06-09,short,plain,52.8,loss,1.9292221774166667
2026-06-09,long,climax,96.3,loss,29.81422694508333
2026-06-09,long,climax,97.5,win,50.01998097298333
2026-06-09,long,climax,95.4,win,79.27482132791667
2026-06-09,short,climax,95.2,win,141.31578796281667
2026-06-09,short,climax,97.9,loss,150.56672131818334
2026-06-09,long,climax,97.3,loss,159.12141048968334
2026-06-09,long,climax,97.7,win,170.42468258658334
2026-06-09,short,climax,95.2,loss,175.16451909258333
2026-06-09,short,plain,60.7,loss,381.82620611348335
2026-06-09,short,plain,77.3,unresolved,388.84645738595003
2026-06-10,short,plain,44.5,loss,26.737175943016666
2026-06-10,short,plain,68.8,loss,40.95415616445
2026-06-10,long,plain,74.0,loss,123.51914898131666
2026-06-10,long,plain,52.2,loss,126.81646221411667
2026-06-10,long,plain,75.1,loss,159.98941868515
2026-06-10,long,plain,55.1,win,248.49778339318334
2026-06-10,long,plain,68.6,loss,262.6897629697833
2026-06-10,long,plain,76.7,loss,346.5458884843833
2026-06-10,long,plain,71.1,loss,351.2740040290166
2026-06-11,long,climax,96.0,loss,1.681985e-05
2026-06-11,long,plain,72.8,win,10.140870944383332
2026-06-11,short,climax,99.0,loss,15.005176981149999
2026-06-11,long,plain,65.5,loss,29.073677986083332
2026-06-11,long,plain,70.7,loss,38.87733863698334
2026-06-11,long,plain,71.3,loss,86.02982102881667
2026-06-11,short,plain,52.0,loss,110.65767504161666
2026-06-11,short,climax,99.0,loss,239.98965302585
2026-06-11,long,plain,79.8,win,336.00190277535
2026-06-12,short,plain,7.7,win,66.81784453048333
2026-06-15,short,plain,29.3,loss,5.6786297906500005
2026-06-15,long,plain,38.5,win,29.010689437816666
2026-06-15,short,plain,21.8,loss,52.70408378258333
2026-06-15,short,plain,40.5,loss,56.89001996538333
2026-06-15,short,plain,6.0,loss,80.00878685925
2026-06-15,short,plain,34.1,loss,86.85693872271666
2026-06-16,short,climax,97.7,win,1.14385e-06
2026-06-16,short,plain,64.0,win,2.38280640765
2026-06-16,short,plain,16.4,win,17.707764006783336
2026-06-16,long,plain,36.8,loss,26.17211921235
2026-06-16,long,plain,68.2,loss,57.349032720783335
2026-06-16,short,plain,54.1,win,70.90614913835
2026-06-16,long,plain,53.4,loss,85.41074301581666
2026-06-16,long,plain,69.2,loss,88.74127738478334
2026-06-16,long,plain,48.0,loss,114.90024214068333
2026-06-16,short,plain,68.0,win,143.74936244514998
2026-06-16,short,plain,38.0,win,160.96586775758334
2026-06-16,long,plain,50.7,loss,358.63552510991667
2026-06-16,short,plain,47.4,unresolved,377.17062283515
2026-06-16,long,plain,45.7,unresolved,386.81073854744994
2026-06-17,short,plain,58.4,win,37.38894338458333
2026-06-17,short,plain,43.2,win,46.10702368465
2026-06-17,short,plain,58.2,loss,108.29485735238333
2026-06-17,short,climax,95.8,loss,306.70026521598334
2026-06-17,long,plain,28.5,unresolved,402.6609691737833
2026-06-18,short,plain,61.1,loss,10.510951241916667
2026-06-18,long,plain,67.8,win,17.14424354025
2026-06-18,short,plain,66.1,loss,37.41906102401666
2026-06-18,long,plain,65.3,win,44.47819263771667
2026-06-18,short,plain,62.8,loss,64.15602432864999
2026-06-18,short,plain,60.9,loss,66.84498778301666
2026-06-18,short,plain,15.0,loss,87.26437713675
2026-06-18,short,plain,31.4,loss,99.80663163911666
2026-06-18,long,plain,63.0,loss,106.03180891618334
2026-06-18,long,plain,54.1,unresolved,122.31403622538333
2026-06-18,long,plain,76.9,win,128.01432826308334
2026-06-18,short,plain,51.8,loss,148.62355015531665
2026-06-18,long,plain,55.7,unresolved,331.77125859418334
2026-06-18,short,plain,63.0,loss,369.41620160255
2026-06-22,long,plain,71.5,loss,81.41176584845
2026-06-22,short,plain,71.7,loss,87.98811063168334
2026-06-22,long,plain,70.9,unresolved,108.30056453281667
2026-06-22,long,plain,63.0,unresolved,119.84547348315
2026-06-22,long,plain,70.9,unresolved,322.2408129454167
2026-06-22,long,plain,39.5,unresolved,335.35840590841667
2026-06-23,short,plain,49.1,loss,12.717218541116667
2026-06-23,long,plain,72.1,win,115.21713299231666
2026-06-23,short,plain,66.1,loss,120.35318296045001
2026-06-23,short,plain,67.6,loss,143.09022173745
2026-06-23,short,plain,64.9,loss,154.09637874051666
2026-06-23,long,plain,46.2,loss,276.62156585814995
2026-06-23,short,plain,68.4,loss,330.12923576808333
2026-06-23,long,climax,98.1,unresolved,389.9605557591833
2026-06-24,short,plain,69.0,win,4.406255165316667
2026-06-24,long,plain,56.1,loss,27.567272623083333
2026-06-24,long,plain,59.5,win,49.18339404941666
2026-06-24,short,plain,78.2,loss,53.774581289816666
2026-06-24,short,plain,72.1,loss,57.51709302648333
2026-06-24,short,plain,67.2,loss,61.34853442791667
2026-06-24,long,plain,68.0,loss,94.21493799311666
2026-06-24,long,plain,75.3,loss,136.26181051445
2026-06-24,long,plain,68.6,loss,181.85985941665
2026-06-24,short,plain,75.9,win,196.42796113465002
2026-06-24,long,plain,77.5,win,339.92842162105
2026-06-24,long,plain,78.4,win,360.2567865588167
2026-06-24,short,plain,63.0,loss,369.0476502867833
2026-06-24,short,plain,77.3,loss,374.46283080554997
2026-06-25,short,climax,97.1,win,8.63535e-06
2026-06-25,long,plain,50.1,loss,10.033444620716667
2026-06-25,long,climax,98.3,win,18.419533465583335
2026-06-25,long,climax,98.3,win,25.398914393783333
2026-06-25,long,climax,95.8,win,29.636682163683336
2026-06-25,short,climax,95.8,loss,31.772665001150003
2026-06-25,long,plain,66.1,loss,66.16445645065
2026-06-25,short,plain,60.5,loss,113.11304930925
2026-06-25,short,plain,77.8,loss,121.41638489675
2026-06-25,long,plain,52.4,loss,188.07947071535
2026-06-25,short,plain,23.9,loss,381.8202140987167
2026-06-25,short,climax,99.0,loss,389.9938469682833
2026-06-26,long,plain,57.6,win,9.429098461416666
2026-06-26,short,plain,64.2,loss,112.07093490401667
2026-06-26,short,plain,70.3,loss,115.45877106598333
2026-06-26,short,plain,34.9,win,219.13918320178334
2026-06-29,long,climax,96.9,win,0.19920296461666667
2026-06-29,short,plain,59.5,loss,4.167135561216667
2026-06-29,short,plain,49.5,loss,8.44650754775
2026-06-29,long,plain,78.6,loss,37.00239710418334
2026-06-29,short,plain,79.6,loss,56.54452994175001
2026-06-29,short,plain,43.5,loss,228.60867539555
2026-06-29,short,plain,25.4,unresolved,309.02412598705
2026-06-29,short,plain,72.1,unresolved,389.40216492508335
2026-06-30,short,plain,55.9,loss,1.05104559495
2026-06-30,long,plain,31.8,win,9.391680997183332
2026-06-30,short,plain,78.0,loss,21.900256227883336
2026-06-30,short,plain,23.9,loss,29.346364641783335
2026-06-30,short,plain,29.1,loss,47.632450598683334
2026-06-30,short,plain,24.5,loss,60.43401887228333
2026-06-30,long,plain,52.8,loss,78.79449189925
2026-06-30,short,plain,26.0,loss,121.55076704528332
2026-06-30,short,plain,22.2,loss,135.25594596008332
2026-06-30,short,plain,13.9,loss,164.20401769001668
2026-06-30,long,plain,30.8,loss,359.70917719785
2026-06-30,long,climax,95.0,unresolved,389.89947078828334
2026-06-30,short,plain,42.8,unresolved,393.07422115025
2026-07-01,short,plain,38.0,loss,17.921486504283333
2026-07-01,short,plain,21.2,loss,23.041554500716664
2026-07-01,short,plain,27.7,loss,41.447415009649994
2026-07-01,short,plain,58.4,loss,93.08621969608333
2026-07-01,short,plain,48.0,win,109.73550441198333
2026-07-01,short,plain,9.1,win,132.29106875528333
2026-07-01,long,plain,25.2,loss,367.35025810431665
2026-07-01,long,plain,26.2,loss,376.70841885515
2026-07-02,short,plain,72.8,loss,6.47921347745
2026-07-02,long,plain,70.3,loss,47.38564148235
2026-07-02,long,plain,52.6,loss,49.74924290251667
2026-07-02,long,plain,69.0,loss,54.59910505351667
2026-07-02,long,climax,95.4,loss,59.731045442050004
2026-07-02,short,climax,97.3,win,61.32385040515
2026-07-02,short,plain,73.6,win,89.06318340418333
2026-07-02,long,plain,76.7,loss,142.46449284501665
2026-07-02,long,plain,69.4,loss,179.9323238476167
2026-07-02,short,plain,34.9,loss,296.86323131834996
2026-07-02,long,plain,46.4,loss,325.26752304714995
2026-07-02,long,plain,22.9,win,353.73533738055
2026-07-02,short,plain,49.9,loss,379.41614694165
2026-07-02,short,plain,28.7,loss,382.50137381665
2026-07-06,long,plain,44.9,win,6.189974908983333
2026-07-06,long,plain,54.1,win,29.820684951649998
2026-07-06,short,plain,28.3,loss,53.14166203151667
2026-07-06,short,plain,28.1,loss,56.319893802349995
2026-07-06,long,plain,11.2,win,67.00577802311666
2026-07-06,short,plain,7.9,loss,82.17138706168333
2026-07-06,short,plain,22.5,loss,88.13343808861667
2026-07-06,short,plain,61.1,loss,215.41735087165
2026-07-06,long,plain,8.9,loss,227.92860872108335
2026-07-06,long,plain,34.1,loss,239.16003612478335
2026-07-06,long,plain,25.4,unresolved,381.9161387138167
2026-07-06,long,plain,79.0,unresolved,389.61168560731664
2026-07-07,long,plain,28.9,loss,8.269825368183334
2026-07-07,long,plain,22.9,loss,25.09261453185
2026-07-07,long,plain,42.6,loss,37.57406942055
2026-07-07,long,plain,55.1,loss,40.19012168685
2026-07-07,short,plain,55.9,loss,80.74417694438333
2026-07-07,short,plain,59.0,loss,164.38029911205
2026-07-07,short,plain,62.8,win,175.57259372481667
2026-07-07,long,plain,56.3,loss,301.5728246595834
2026-07-08,long,climax,95.0,loss,1.0786833333333334e-06
2026-07-08,short,plain,29.7,loss,7.658189903283333
2026-07-08,long,plain,54.7,loss,20.084467778516668
2026-07-08,short,plain,17.5,win,37.41395140871667
2026-07-08,long,plain,41.8,loss,41.98031847245
2026-07-08,long,plain,71.3,loss,64.64494933101666
2026-07-08,long,plain,23.1,loss,100.61317921804999
2026-07-08,long,plain,76.9,loss,106.33767405151666
2026-07-08,short,plain,77.8,win,109.41150619238333
2026-07-08,long,plain,79.8,win,115.34747586551666
2026-07-08,long,plain,79.2,win,119.44090988671665
2026-07-08,short,plain,77.5,loss,153.36868781618332
2026-07-08,short,plain,69.4,loss,171.25050386365
2026-07-08,short,plain,79.6,loss,180.3649390285167
2026-07-08,short,plain,69.2,loss,201.39888331465
2026-07-08,short,plain,56.1,unresolved,232.41963599301667
2026-07-08,short,plain,27.7,unresolved,386.31095740445
2026-07-08,long,plain,67.6,loss,389.37362046495
2026-07-09,short,plain,14.3,loss,6.981292727116666
2026-07-09,short,plain,20.0,loss,12.05176781095
2026-07-09,long,plain,40.7,loss,41.41811280011667
2026-07-09,short,plain,45.9,loss,58.60346890748334
2026-07-09,long,plain,33.5,win,79.48349027181666
2026-07-09,long,plain,11.4,unresolved,294.6070354535833
2026-07-09,long,plain,3.5,unresolved,305.5980707856167
2026-07-10,short,plain,59.5,loss,0.0
2026-07-10,short,plain,59.5,loss,0.7386666666666667
2026-07-10,short,plain,1.5,loss,3.9512
2026-07-10,short,plain,2.5,win,16.9758
2026-07-10,long,plain,1.9,loss,50.05853333333334
2026-07-10,long,plain,39.3,loss,85.32086666666667
2026-07-10,short,plain,52.8,loss,105.35393333333333
2026-07-10,long,plain,16.8,loss,123.5168
2026-07-10,long,plain,16.8,loss,126.62893333333334
2026-07-10,short,plain,2.5,loss,202.48493333333332
2026-07-10,short,plain,1.5,unresolved,378.0294
2026-07-13,short,plain,27.7,win,1.7291333333333334
2026-07-13,long,plain,3.7,loss,8.864466666666667
2026-07-13,long,plain,18.9,win,20.873533333333334
2026-07-13,long,plain,15.0,loss,72.31313333333333
2026-07-13,long,plain,53.0,loss,183.15200000000002
2026-07-13,long,plain,6.4,loss,284.0099333333334
2026-07-13,long,plain,8.9,loss,295.5602666666667
2026-07-13,long,plain,13.9,loss,346.76346666666666
2026-07-14,long,plain,35.3,win,2.4577999999999998
2026-07-14,short,plain,10.8,loss,60.952666666666666
2026-07-14,short,plain,1.5,unresolved,373.1836
2026-07-15,short,plain,8.1,win,6.035066666666666
2026-07-15,long,plain,21.6,loss,15.341866666666666
2026-07-15,short,plain,13.9,loss,23.384666666666664
2026-07-15,short,plain,31.6,loss,27.159666666666666
2026-07-15,long,plain,59.9,win,53.236466666666665
2026-07-15,long,plain,53.8,loss,105.41499999999999
2026-07-15,long,plain,17.3,loss,139.2634666666667
2026-07-15,long,plain,45.5,loss,151.564
2026-07-15,long,plain,50.1,loss,156.92053333333334
2026-07-15,short,plain,13.5,loss,384.83446666666663
2026-07-16,long,plain,21.6,win,11.603333333333333
2026-07-16,long,plain,4.4,loss,50.022600000000004
2026-07-16,short,plain,17.0,win,88.502
2026-07-16,long,plain,11.4,loss,134.79433333333333
2026-07-16,long,plain,52.6,loss,162.85260000000002
2026-07-16,short,plain,26.4,loss,179.9494
2026-07-16,long,plain,21.2,loss,191.90913333333336
2026-07-16,long,plain,19.3,loss,343.6592
2026-07-16,long,plain,55.9,loss,360.2352666666667
2026-07-16,short,plain,33.5,loss,385.0034
2026-07-17,long,climax,95.2,loss,0.0003333333333333333
