date,short,en,st,rk,tg,sig_j,slip,res,pnl,year
2025-07-09,False,,,,,34,,canc,0.0,2025
2025-07-09,True,,,,,35,,canc,0.0,2025
2025-07-09,False,,,,,36,,eb_canc,0.0,2025
2025-07-16,False,6515.0,6504.25,10.75,6536.5,53,0.5,rev,-3.0,2025
2025-07-16,True,6510.0,6515.25,5.25,6499.5,54,0.25,rev,-3.75,2025
2025-07-16,False,6514.5,6507.75,6.75,6528.0,55,0.25,rev,-2.0,2025
2025-07-16,True,6510.75,6516.5,5.75,6499.25,56,0.25,stop,-6.0,2025
2025-07-16,True,6501.75,6510.0,8.25,6485.25,72,0.25,rev,-0.75,2025
2025-07-16,False,6503.25,6494.0,9.25,6521.75,75,0.25,eb_scr,-3.0,2025
2025-07-16,False,,,,,98,,eb_canc,0.0,2025
2025-07-16,False,6514.25,6508.25,6.0,6526.25,129,0.25,stop,-6.0,2025
2025-07-16,True,6506.5,6515.0,8.5,6489.5,130,0.25,stop,-8.5,2025
2025-07-22,False,,,,,17,,canc,0.0,2025
2025-07-22,False,6552.75,6546.0,6.75,6566.25,20,0.25,target,13.5,2025
2025-07-23,True,6603.5,6609.5,6.0,6591.5,55,0.25,rev,-0.25,2025
2025-07-23,False,,,,,57,,canc,0.0,2025
2025-07-23,True,,,,,58,,canc,0.0,2025
2025-07-23,False,6609.25,6599.0,10.25,6629.75,59,0.25,rev,-0.25,2025
2025-07-23,True,6608.0,6612.75,4.75,6598.5,61,0.25,target,9.5,2025
2025-07-23,True,6604.25,6609.75,5.5,6593.25,101,0.25,rev,-0.25,2025
2025-07-23,False,6606.75,6601.75,5.0,6616.75,102,0.25,target,10.0,2025
2025-07-30,True,6644.75,6655.25,10.5,6623.75,79,0.25,rev,13.75,2025
2025-07-30,False,6632.0,6624.75,7.25,6646.5,93,0.5,eb_scr,-2.5,2025
2025-07-30,False,6605.0,6596.5,8.5,6622.0,108,0.25,rev,-4.25,2025
2025-07-30,True,,,,,110,,nofill,0.0,2025
2025-07-30,False,6606.25,6597.5,8.75,6623.75,111,0.5,rev,0.25,2025
2025-07-30,True,6603.75,6611.0,7.25,6589.25,113,0.25,stop,-7.25,2025
2025-07-31,False,6667.0,6663.0,4.0,6675.0,4,0.25,stop,-4.0,2025
2025-07-31,False,6640.0,6635.0,5.0,6650.0,80,0.25,eb_scr,-3.75,2025
2025-07-31,False,,,,,232,,canc,0.0,2025
2025-08-01,True,6530.5,6536.0,5.5,6519.5,1,0.25,target,11.0,2025
2025-08-01,False,,,,,9,,canc,0.0,2025
2025-08-01,True,,,,,12,,nofill,0.0,2025
2025-08-01,True,6495.25,6501.25,6.0,6483.25,33,0.25,target,12.0,2025
2025-08-01,True,,,,,61,,nofill,0.0,2025
2025-08-01,True,6478.5,6488.25,9.75,6459.0,63,0.25,eb_scr,-1.5,2025
2025-08-01,True,,,,,79,,canc,0.0,2025
2025-08-01,False,,,,,80,,eb_canc,0.0,2025
2025-08-01,True,6501.0,6507.0,6.0,6489.0,84,0.25,rev,0.25,2025
2025-08-01,False,6501.75,6495.25,6.5,6514.75,87,0.25,target,13.0,2025
2025-08-01,True,,,,,113,,eb_canc,0.0,2025
2025-08-01,False,6472.75,6466.75,6.0,6484.75,236,0.25,target,12.0,2025
2025-08-01,False,6489.5,6482.25,7.25,6504.0,279,0.25,target,14.5,2025
2025-08-06,False,,,,,24,,canc,0.0,2025
2025-08-12,False,6653.5,6647.75,5.75,6665.0,17,0.25,stop,-5.75,2025
2025-08-13,False,6704.25,6699.75,4.5,6713.25,107,0.25,target,9.0,2025
2025-08-20,False,,,,,19,,canc,0.0,2025
2025-08-22,True,,,,,23,,canc,0.0,2025
2025-08-22,True,6689.25,6699.5,10.25,6668.75,30,0.25,stop,-10.25,2025
2025-08-22,True,6693.5,6699.75,6.25,6681.0,34,0.25,rev,-2.25,2025
2025-08-22,False,6698.5,6691.75,6.75,6712.0,35,0.25,rev,-4.0,2025
2025-08-22,True,6693.75,6699.75,6.0,6681.75,36,0.25,eb_scr,-3.5,2025
2025-08-22,False,6694.0,6685.75,8.25,6710.5,41,0.25,stop,-8.25,2025
2025-08-22,False,,,,,64,,nofill,0.0,2025
2025-08-22,True,6699.0,6708.5,9.5,6680.0,66,0.25,rev,4.25,2025
2025-08-22,False,,,,,71,,canc,0.0,2025
2025-08-22,True,6689.75,6697.25,7.5,6674.75,72,0.5,rev,-5.5,2025
2025-08-22,False,6696.25,6688.5,7.75,6711.75,75,0.25,rev,7.0,2025
2025-08-22,True,,,,,84,,eb_canc,0.0,2025
2025-09-02,False,,,,,8,,canc,0.0,2025
2025-09-05,False,6719.5,6715.0,4.5,6728.5,56,0.25,stop,-4.75,2025
2025-09-05,False,,,,,67,,nofill,0.0,2025
2025-09-05,True,6707.75,6713.5,5.75,6696.25,69,0.25,eb_scr,-1.5,2025
2025-09-05,False,,,,,76,,canc,0.0,2025
2025-09-05,True,,,,,77,,nofill,0.0,2025
2025-09-05,False,,,,,105,,nofill,0.0,2025
2025-09-05,True,6687.0,6692.25,5.25,6676.5,106,0.5,stop,-5.25,2025
2025-09-17,False,6845.75,6835.5,10.25,6866.25,71,0.25,rev,7.5,2025
2025-09-17,True,,,,,74,,eb_canc,0.0,2025
2025-09-17,False,6822.5,6810.5,12.0,6846.5,91,0.25,rev,-0.5,2025
2025-09-17,True,,,,,94,,eb_canc,0.0,2025
2025-09-17,True,6818.5,6830.5,12.0,6794.5,110,0.25,rev,-5.75,2025
2025-09-17,False,6827.5,6818.25,9.25,6846.0,111,0.25,stop,-9.25,2025
2025-09-17,False,6824.25,6812.5,11.75,6847.75,114,0.25,stop,-11.75,2025
2025-09-17,False,6815.25,6806.5,8.75,6832.75,122,0.25,stop,-8.75,2025
2025-09-17,False,6805.75,6799.25,6.5,6818.75,127,0.5,stop,-6.5,2025
2025-09-17,False,,,,,130,,nofill,0.0,2025
2025-09-17,False,6808.75,6800.25,8.5,6825.75,140,0.25,stop,-8.5,2025
2025-09-17,True,6815.25,6825.75,10.5,6794.25,156,0.5,rev,-8.25,2025
2025-09-17,False,6824.0,6813.75,10.25,6844.5,157,0.25,target,20.5,2025
2025-09-30,False,,,,,176,,canc,0.0,2025
2025-10-03,True,6927.0,6934.5,7.5,6912.0,107,0.25,rev,-4.0,2025
2025-10-03,False,6931.5,6924.5,7.0,6945.5,109,0.25,target,14.0,2025
2025-10-07,False,6939.75,6933.25,6.5,6952.75,50,0.25,rev,-6.0,2025
2025-10-07,True,6933.0,6940.0,7.0,6919.0,52,0.25,rev,-0.0,2025
2025-10-07,False,6934.0,6929.5,4.5,6943.0,54,0.25,stop,-4.5,2025
2025-10-07,False,,,,,100,,nofill,0.0,2025
2025-10-10,False,,,,,57,,canc,0.0,2025
2025-10-10,True,6941.5,6950.0,8.5,6924.5,58,0.25,rev,1.75,2025
2025-10-10,False,6941.0,6925.5,15.5,6972.0,61,0.25,rev,-5.5,2025
2025-10-10,True,6932.0,6942.0,10.0,6912.0,62,0.25,rev,7.25,2025
2025-10-10,False,6928.25,6913.0,15.25,6958.75,65,0.25,rev,-11.0,2025
2025-10-10,True,6916.0,6930.5,14.5,6887.0,67,0.25,rev,9.25,2025
2025-10-10,False,,,,,70,,nofill,0.0,2025
2025-10-10,False,,,,,73,,nofill,0.0,2025
2025-10-10,True,6898.75,6908.75,10.0,6878.75,74,0.25,rev,6.0,2025
2025-10-10,False,6896.0,6887.75,8.25,6912.5,78,0.25,stop,-8.25,2025
2025-10-10,False,6900.0,6887.25,12.75,6925.5,83,0.25,rev,-4.5,2025
2025-10-10,True,,,,,84,,nofill,0.0,2025
2025-10-10,False,6910.75,6897.0,13.75,6938.25,88,0.25,rev,-8.75,2025
2025-10-10,True,6900.25,6912.5,12.25,6875.75,89,0.25,rev,1.75,2025
2025-10-10,False,,,,,95,,canc,0.0,2025
2025-10-10,True,6908.75,6918.0,9.25,6890.25,109,0.25,target,18.5,2025
2025-10-10,False,6895.0,6882.5,12.5,6920.0,116,0.5,rev,-11.25,2025
2025-10-10,True,6883.25,6897.5,14.25,6854.75,118,0.25,rev,4.25,2025
2025-10-10,False,,,,,123,,nofill,0.0,2025
2025-10-10,True,,,,,133,,canc,0.0,2025
2025-10-10,False,,,,,144,,canc,0.0,2025
2025-10-10,True,,,,,145,,nofill,0.0,2025
2025-10-10,True,6839.5,6856.0,16.5,6806.5,149,0.25,rev,-3.0,2025
2025-10-10,False,6843.75,6833.75,10.0,6863.75,152,0.25,rev,-5.5,2025
2025-10-10,True,6837.5,6845.25,7.75,6822.0,153,0.25,rev,-2.25,2025
2025-10-10,False,6840.25,6830.75,9.5,6859.25,155,0.25,rev,9.75,2025
2025-10-10,True,6849.25,6854.25,5.0,6839.25,163,0.25,rev,5.0,2025
2025-10-10,False,,,,,165,,canc,0.0,2025
2025-10-10,True,,,,,181,,nofill,0.0,2025
2025-10-10,False,6871.5,6860.75,10.75,6893.0,182,0.25,rev,-7.0,2025
2025-10-10,True,6862.25,6872.25,10.0,6842.25,183,0.25,stop,-10.0,2025
2025-10-10,False,6844.5,6837.0,7.5,6859.5,211,0.25,rev,-0.75,2025
2025-10-10,True,6843.25,6852.0,8.75,6825.75,213,0.25,rev,-2.0,2025
2025-10-10,False,6848.0,6838.25,9.75,6867.5,215,0.25,rev,-1.25,2025
2025-10-10,True,6843.75,6851.25,7.5,6828.75,217,0.25,stop,-7.5,2025
2025-10-10,False,6852.0,6839.0,13.0,6878.0,219,0.25,stop,-13.0,2025
2025-10-10,True,6821.0,6831.25,10.25,6800.5,263,0.25,rev,2.75,2025
2025-10-10,False,,,,,266,,canc,0.0,2025
2025-10-10,True,6813.25,6820.0,6.75,6799.75,267,0.25,rev,-3.5,2025
2025-10-10,False,,,,,268,,eb_canc,0.0,2025
2025-10-10,True,6820.75,6827.5,6.75,6807.25,273,0.25,stop,-8.0,2025
2025-10-10,False,6782.75,6774.25,8.5,6799.75,363,0.25,target,17.0,2025
2025-10-13,True,,,,,1,,canc,0.0,2025
2025-10-13,False,6849.25,6840.25,9.0,6867.25,2,0.25,rev,-1.25,2025
2025-10-13,True,,,,,3,,canc,0.0,2025
2025-10-14,False,6787.5,6780.75,6.75,6801.0,18,0.25,stop,-6.75,2025
2025-10-14,False,6777.75,6763.75,14.0,6805.75,28,0.25,target,28.0,2025
2025-10-14,False,,,,,237,,canc,0.0,2025
2025-10-14,False,6857.25,6847.25,10.0,6877.25,240,0.5,rev,2.75,2025
2025-10-14,True,6857.5,6865.75,8.25,6841.0,245,0.25,rev,3.75,2025
2025-10-14,False,,,,,248,,nofill,0.0,2025
2025-10-14,True,6847.0,6856.0,9.0,6829.0,250,0.25,rev,4.75,2025
2025-10-14,False,6844.75,6838.25,6.5,6857.75,253,0.25,stop,-6.5,2025
2025-10-14,False,6857.75,6854.75,3.0,6863.75,275,0.25,target,6.0,2025
2025-10-15,False,6864.5,6859.25,5.25,6875.0,162,0.25,eb_scr,-2.25,2025
2025-10-15,True,,,,,166,,nofill,0.0,2025
2025-10-15,False,,,,,175,,nofill,0.0,2025
2025-10-15,True,6839.75,6843.5,3.75,6832.25,176,0.25,rev,1.75,2025
2025-10-15,False,,,,,178,,canc,0.0,2025
2025-10-15,True,6830.5,6839.0,8.5,6813.5,179,0.25,rev,-0.25,2025
2025-10-15,False,6831.75,6822.0,9.75,6851.25,183,0.25,rev,6.5,2025
2025-10-15,True,6837.25,6842.25,5.0,6827.25,186,0.25,eb_scr,-2.0,2025
2025-10-15,True,6834.75,6843.5,8.75,6817.25,189,0.25,stop,-8.75,2025
2025-10-16,False,6882.25,6875.5,6.75,6895.75,135,0.25,rev,-2.25,2025
2025-10-16,True,6878.75,6884.5,5.75,6867.25,136,0.25,eb_scr,-0.25,2025
2025-10-16,False,6867.0,6860.25,6.75,6880.5,148,0.25,stop,-6.75,2025
2025-10-16,False,,,,,160,,nofill,0.0,2025
2025-10-16,False,6834.25,6829.5,4.75,6843.75,164,0.25,rev,1.25,2025
2025-10-16,True,6834.75,6839.5,4.75,6825.25,166,0.25,stop,-4.75,2025
2025-10-16,True,,,,,170,,eb_canc,0.0,2025
2025-10-16,False,6835.5,6825.25,10.25,6856.0,187,0.25,rev,11.0,2025
2025-10-16,True,6844.75,6853.5,8.75,6827.25,193,0.25,stop,-8.75,2025
2025-10-16,True,6863.25,6869.75,6.5,6850.25,204,0.25,target,13.0,2025
2025-10-16,True,,,,,214,,nofill,0.0,2025
2025-10-16,True,6856.5,6864.25,7.75,6841.0,216,0.25,stop,-7.75,2025
2025-10-16,False,6866.5,6859.5,7.0,6880.5,220,0.25,eb_scr,-5.75,2025
2025-10-16,False,6812.5,6806.0,6.5,6825.5,273,0.25,rev,5.0,2025
2025-10-16,True,6816.0,6821.25,5.25,6805.5,277,0.25,stop,-5.25,2025
2025-10-17,False,,,,,2,,canc,0.0,2025
2025-10-17,False,6826.0,6817.0,9.0,6844.0,3,0.25,target,18.0,2025
2025-10-21,False,,,,,99,,nofill,0.0,2025
2025-10-22,True,6920.0,6927.75,7.75,6904.5,48,0.25,stop,-7.75,2025
2025-10-22,False,6881.25,6873.5,7.75,6896.75,154,0.25,rev,-0.25,2025
2025-10-22,True,6879.0,6888.0,9.0,6861.0,156,0.25,rev,3.5,2025
2025-10-22,False,6876.0,6869.25,6.75,6889.5,158,0.25,rev,-4.5,2025
2025-10-22,True,6870.5,6878.25,7.75,6855.0,159,0.25,rev,-5.0,2025
2025-10-22,False,6877.75,6868.5,9.25,6896.25,160,0.25,target,18.5,2025
2025-10-23,False,,,,,111,,canc,0.0,2025
2025-10-28,True,,,,,67,,nofill,0.0,2025
2025-10-29,False,7089.75,7080.25,9.5,7108.75,111,0.25,rev,-3.75,2025
2025-10-29,True,7081.25,7092.0,10.75,7059.75,112,0.25,rev,-3.25,2025
2025-10-29,False,,,,,116,,canc,0.0,2025
2025-10-29,True,7073.0,7085.75,12.75,7047.5,117,0.25,rev,-9.5,2025
2025-10-29,False,,,,,118,,nofill,0.0,2025
2025-10-29,True,7077.0,7083.0,6.0,7065.0,119,0.25,rev,0.5,2025
2025-10-29,False,,,,,120,,canc,0.0,2025
2025-10-29,False,7074.25,7066.5,7.75,7089.75,125,0.25,rev,-3.5,2025
2025-10-29,True,7070.25,7076.75,6.5,7057.25,126,0.25,target,13.0,2025
2025-10-30,True,7077.75,7084.75,7.0,7063.75,43,0.25,eb_scr,-1.5,2025
2025-11-06,False,,,,,34,,eb_canc,0.0,2025
2025-11-06,True,,,,,267,,canc,0.0,2025
2025-11-14,True,6859.75,6868.25,8.5,6842.75,1,0.25,target,17.0,2025
2025-11-14,True,6904.5,6910.5,6.0,6892.5,93,0.25,stop,-6.0,2025
2025-11-18,False,6823.5,6817.75,5.75,6835.0,31,0.25,stop,-5.75,2025
2025-11-18,False,6807.75,6801.75,6.0,6819.75,40,0.25,stop,-6.0,2025
2025-11-18,False,6800.5,6793.75,6.75,6814.0,48,0.25,stop,-7.0,2025
2025-11-18,True,6792.0,6801.25,9.25,6773.5,55,0.25,stop,-9.25,2025
2025-11-18,True,6802.25,6807.75,5.5,6791.25,95,0.25,rev,-0.0,2025
2025-11-18,False,6804.5,6798.0,6.5,6817.5,97,0.25,rev,0.5,2025
2025-11-18,True,6803.75,6809.75,6.0,6791.75,100,0.25,rev,2.5,2025
2025-11-18,False,,,,,102,,nofill,0.0,2025
2025-11-18,True,,,,,103,,canc,0.0,2025
2025-11-18,False,6806.0,6797.25,8.75,6823.5,104,0.25,rev,-4.25,2025
2025-11-18,True,6800.25,6809.75,9.5,6781.25,108,0.25,rev,-4.5,2025
2025-11-18,False,6805.25,6795.5,9.75,6824.75,112,0.25,rev,-5.0,2025
2025-11-18,True,6798.75,6805.75,7.0,6784.75,113,0.25,rev,-0.0,2025
2025-11-18,False,6800.5,6792.5,8.0,6816.5,115,0.25,stop,-8.75,2025
2025-11-18,False,6818.0,6809.0,9.0,6836.0,227,0.25,eb_scr,-6.0,2025
2025-11-19,True,6829.25,6839.25,10.0,6809.25,214,0.25,target,20.0,2025
2025-11-19,False,,,,,274,,canc,0.0,2025
2025-11-20,False,6939.5,6930.75,8.75,6957.0,1,0.25,target,17.5,2025
2025-11-20,False,6890.25,6878.75,11.5,6913.25,136,0.25,stop,-11.5,2025
2025-11-20,False,,,,,178,,nofill,0.0,2025
2025-11-20,False,6854.0,6845.75,8.25,6870.5,180,0.25,stop,-8.25,2025
2025-11-20,True,,,,,182,,nofill,0.0,2025
2025-11-20,False,,,,,183,,nofill,0.0,2025
2025-11-20,False,6860.75,6848.5,12.25,6885.25,186,0.25,rev,-9.5,2025
2025-11-20,True,6850.25,6863.5,13.25,6823.75,188,0.25,rev,-4.75,2025
2025-11-20,False,6855.5,6847.0,8.5,6872.5,189,0.25,eb_scr,-5.0,2025
2025-11-20,False,,,,,194,,canc,0.0,2025
2025-11-20,True,6825.25,6835.0,9.75,6805.75,195,0.25,rev,-0.25,2025
2025-11-20,False,,,,,197,,nofill,0.0,2025
2025-11-20,True,6820.25,6827.25,7.0,6806.25,198,0.25,rev,-0.0,2025
2025-11-20,False,,,,,199,,canc,0.0,2025
2025-11-20,True,6802.25,6813.75,11.5,6779.25,205,0.25,rev,-3.5,2025
2025-11-20,False,6806.5,6798.5,8.0,6822.5,206,0.25,rev,-3.5,2025
2025-11-20,True,,,,,207,,canc,0.0,2025
2025-11-20,False,6815.75,6799.75,16.0,6847.75,208,0.25,rev,1.0,2025
2025-11-20,True,,,,,209,,canc,0.0,2025
2025-11-20,True,6814.75,6822.0,7.25,6800.25,210,0.5,stop,-7.5,2025
2025-11-20,True,6818.75,6829.0,10.25,6798.25,214,0.25,rev,-1.0,2025
2025-11-20,False,,,,,219,,nofill,0.0,2025
2025-11-20,True,6816.75,6823.5,6.75,6803.25,220,0.25,target,13.5,2025
2025-11-20,False,6804.0,6795.25,8.75,6821.5,225,0.5,rev,6.5,2025
2025-11-20,True,6810.0,6819.75,9.75,6790.5,229,0.25,target,19.5,2025
2025-11-20,False,6793.25,6786.25,7.0,6807.25,236,0.25,rev,-3.75,2025
2025-11-20,True,6788.0,6796.0,8.0,6772.0,237,0.5,stop,-8.0,2025
2025-11-20,False,6797.25,6785.0,12.25,6821.75,239,0.25,rev,-3.75,2025
2025-11-20,True,6792.25,6805.0,12.75,6766.75,241,0.25,rev,5.5,2025
2025-11-20,False,,,,,244,,canc,0.0,2025
2025-11-20,True,6777.0,6782.5,5.5,6766.0,248,0.25,stop,-5.75,2025
2025-11-20,True,6773.25,6788.25,15.0,6743.25,253,0.25,rev,-2.5,2025
2025-11-20,False,6780.0,6770.5,9.5,6799.0,254,0.25,rev,9.5,2025
2025-11-20,True,6788.5,6794.0,5.5,6777.5,260,0.25,stop,-5.5,2025
2025-11-20,False,6790.25,6775.75,14.5,6819.25,265,0.25,stop,-14.5,2025
2025-11-20,False,6766.25,6759.0,7.25,6780.75,298,0.25,target,14.5,2025
2025-11-20,True,6816.5,6825.0,8.5,6799.5,334,0.25,rev,6.5,2025
2025-11-20,False,,,,,337,,canc,0.0,2025
2025-11-20,True,6804.25,6813.25,9.0,6786.25,338,0.25,stop,-9.5,2025
2025-11-20,True,6801.75,6814.0,12.25,6777.25,344,0.25,eb_scr,-1.75,2025
2025-11-20,False,6790.25,6781.25,9.0,6808.25,359,0.25,stop,-9.0,2025
2025-11-20,False,,,,,376,,eb_canc,0.0,2025
2025-11-20,True,,,,,383,,canc,0.0,2025
2025-11-20,False,6757.75,6745.5,12.25,6782.25,384,0.25,rev,-1.5,2025
2025-11-20,True,6753.5,6763.75,10.25,6733.0,386,0.25,eb_scr,-4.0,2025
2025-11-20,False,6729.0,6721.0,8.0,6745.0,507,0.25,open,-1.75,2025
2025-11-21,True,6758.5,6767.0,8.5,6741.5,2,0.25,target,17.0,2025
2025-11-21,False,6740.75,6733.0,7.75,6756.25,29,0.25,target,15.5,2025
2025-11-21,True,,,,,88,,canc,0.0,2025
2025-11-21,True,6751.25,6761.5,10.25,6730.75,93,0.25,target,20.5,2025
2025-11-21,True,,,,,102,,canc,0.0,2025
2025-11-21,True,,,,,116,,nofill,0.0,2025
2025-11-21,True,6714.0,6720.25,6.25,6701.5,119,0.25,stop,-6.25,2025
2025-11-21,False,6721.5,6713.5,8.0,6737.5,120,0.25,rev,0.25,2025
2025-11-21,True,6719.0,6726.0,7.0,6705.0,121,0.25,stop,-7.0,2025
2025-11-21,True,,,,,293,,canc,0.0,2025
2025-11-21,False,6842.75,6830.25,12.5,6867.75,294,0.5,stop,-12.5,2025
2025-11-21,False,,,,,299,,eb_canc,0.0,2025
2025-11-21,True,,,,,400,,canc,0.0,2025
2025-11-26,False,7004.75,6997.25,7.5,7019.75,124,0.25,stop,-7.5,2025
2025-11-28,False,7033.0,7027.0,6.0,7045.0,44,0.5,stop,-6.5,2025
2025-12-08,True,7025.75,7028.75,3.0,7019.75,140,0.25,open,1.5,2025
2025-12-10,True,7033.5,7041.25,7.75,7018.0,95,0.25,stop,-7.75,2025
2025-12-12,False,,,,,88,,nofill,0.0,2025
2025-12-12,True,6998.5,7005.25,6.75,6985.0,89,0.25,rev,-3.5,2025
2025-12-12,False,7003.25,6998.0,5.25,7013.75,90,0.25,stop,-5.5,2025
2026-01-14,False,,,,,34,,nofill,0.0,2026
2026-01-14,True,7052.0,7059.0,7.0,7038.0,35,0.25,eb_scr,-1.5,2026
2026-01-14,True,,,,,193,,nofill,0.0,2026
2026-01-14,False,7058.0,7053.25,4.75,7067.5,194,0.25,target,9.5,2026
2026-01-20,True,6988.75,6995.5,6.75,6975.25,18,0.25,stop,-6.75,2026
2026-01-21,True,,,,,219,,canc,0.0,2026
2026-01-21,False,7050.25,7044.0,6.25,7062.75,249,0.25,stop,-6.25,2026
2026-01-21,True,7048.25,7056.5,8.25,7031.75,262,0.25,rev,12.0,2026
2026-01-21,False,7036.75,7032.25,4.5,7045.75,276,0.25,stop,-4.5,2026
2026-01-21,True,7030.25,7035.5,5.25,7019.75,279,0.25,target,10.5,2026
2026-01-28,False,,,,,155,,eb_canc,0.0,2026
2026-01-29,False,7090.75,7083.75,7.0,7104.75,24,0.25,stop,-7.25,2026
2026-01-29,False,,,,,64,,nofill,0.0,2026
2026-01-29,False,7104.5,7099.75,4.75,7114.0,291,0.25,eb_scr,-0.75,2026
2026-01-30,False,7080.25,7073.25,7.0,7094.25,288,0.25,rev,0.25,2026
2026-01-30,True,7078.25,7084.5,6.25,7065.75,290,0.25,open,8.25,2026
2026-02-02,False,7119.25,7109.0,10.25,7139.75,139,0.25,stop,-10.25,2026
2026-02-03,False,7047.75,7043.0,4.75,7057.25,150,0.25,target,9.5,2026
2026-02-04,False,,,,,63,,nofill,0.0,2026
2026-02-04,True,,,,,81,,eb_canc,0.0,2026
2026-02-04,True,7048.0,7057.75,9.75,7028.5,101,0.25,stop,-9.75,2026
2026-02-04,False,6999.0,6990.25,8.75,7016.5,193,0.75,stop,-8.75,2026
2026-02-04,True,,,,,269,,nofill,0.0,2026
2026-02-05,False,6957.5,6951.25,6.25,6970.0,1,0.25,rev,-1.5,2026
2026-02-05,True,6953.5,6960.25,6.75,6940.0,3,0.25,rev,2.75,2026
2026-02-05,False,6953.5,6942.25,11.25,6976.0,6,0.5,target,22.5,2026
2026-02-05,True,6960.5,6969.75,9.25,6942.0,58,0.25,target,18.5,2026
2026-02-05,False,6927.75,6921.25,6.5,6940.75,86,0.25,stop,-6.5,2026
2026-02-05,True,6920.0,6928.75,8.75,6902.5,107,0.25,stop,-9.0,2026
2026-02-05,True,6927.5,6940.25,12.75,6902.0,329,0.25,open,-1.5,2026
2026-02-12,True,,,,,118,,canc,0.0,2026
2026-02-12,True,,,,,124,,eb_canc,0.0,2026
2026-02-12,False,6981.25,6972.0,9.25,6999.75,216,0.25,eb_scr,-4.0,2026
2026-02-13,True,,,,,32,,canc,0.0,2026
2026-02-13,False,6969.75,6961.25,8.5,6986.75,33,0.25,stop,-8.5,2026
2026-02-13,True,,,,,34,,nofill,0.0,2026
2026-02-13,False,6970.5,6960.5,10.0,6990.5,35,0.75,stop,-10.0,2026
2026-02-13,True,,,,,45,,eb_canc,0.0,2026
2026-02-20,False,7000.75,6992.5,8.25,7017.25,45,0.25,eb_scr,-4.75,2026
2026-02-20,False,7012.75,7002.25,10.5,7033.75,175,0.25,stop,-10.5,2026
2026-02-20,True,7021.5,7030.25,8.75,7004.0,198,0.25,rev,10.0,2026
2026-02-20,False,7013.5,7005.0,8.5,7030.5,202,0.25,target,17.0,2026
2026-02-26,True,7005.0,7009.25,4.25,6996.5,159,0.25,stop,-4.25,2026
2026-03-02,False,6993.0,6986.75,6.25,7005.5,180,0.5,eb_scr,-2.5,2026
2026-03-02,False,6996.0,6983.5,12.5,7021.0,185,0.25,open,-3.5,2026
2026-03-03,True,,,,,160,,canc,0.0,2026
2026-03-04,True,6960.0,6969.0,9.0,6942.0,1,0.25,eb_scr,-2.75,2026
2026-03-05,True,6905.75,6914.25,8.5,6888.75,213,0.25,stop,-8.5,2026
2026-03-09,False,6871.0,6859.0,12.0,6895.0,216,0.25,rev,8.25,2026
2026-03-09,True,6875.5,6883.5,8.0,6859.5,219,0.5,rev,-4.25,2026
2026-03-09,False,,,,,221,,nofill,0.0,2026
2026-03-09,True,6873.75,6882.25,8.5,6856.75,222,0.25,rev,-5.0,2026
2026-03-09,False,6882.25,6871.0,11.25,6904.75,223,0.25,target,22.5,2026
2026-03-09,True,6892.5,6906.5,14.0,6864.5,236,0.25,rev,-5.75,2026
2026-03-09,False,6899.0,6888.25,10.75,6920.5,237,0.25,rev,13.25,2026
2026-03-09,True,6908.75,6916.75,8.0,6892.75,243,0.25,rev,-3.25,2026
2026-03-09,False,6913.75,6902.0,11.75,6937.25,245,0.25,rev,6.75,2026
2026-03-09,True,,,,,248,,nofill,0.0,2026
2026-03-09,False,,,,,249,,canc,0.0,2026
2026-03-09,True,6914.25,6927.5,13.25,6887.75,250,0.25,open,12.25,2026
2026-03-10,False,6919.0,6912.0,7.0,6933.0,173,0.25,rev,-0.5,2026
2026-03-10,True,6918.0,6927.0,9.0,6900.0,176,0.25,rev,8.0,2026
2026-03-10,False,6911.75,6905.0,6.75,6925.25,182,0.25,stop,-6.75,2026
2026-03-10,True,,,,,183,,canc,0.0,2026
2026-03-11,False,6872.25,6860.5,11.75,6895.75,150,0.25,open,15.0,2026
2026-03-12,True,6825.5,6832.5,7.0,6811.5,74,0.25,target,14.0,2026
2026-03-12,True,6819.75,6827.0,7.25,6805.25,111,0.25,stop,-7.25,2026
2026-03-12,False,6790.75,6784.75,6.0,6802.75,251,0.25,eb_scr,-2.0,2026
2026-03-13,True,,,,,81,,nofill,0.0,2026
2026-03-19,True,6742.25,6753.5,11.25,6719.75,190,0.25,rev,-1.25,2026
2026-03-19,False,6747.75,6734.5,13.25,6774.25,192,1.75,rev,-2.75,2026
2026-03-19,True,,,,,193,,canc,0.0,2026
2026-03-19,False,6746.75,6733.5,13.25,6773.25,196,0.25,eb_scr,-1.25,2026
2026-03-23,False,,,,,120,,nofill,0.0,2026
2026-03-23,False,,,,,124,,canc,0.0,2026
2026-03-24,True,6684.5,6696.75,12.25,6660.0,75,0.25,rev,2.75,2026
2026-03-24,False,6684.25,6678.0,6.25,6696.75,77,0.25,rev,-0.5,2026
2026-03-24,True,6683.0,6691.5,8.5,6666.0,79,0.25,rev,1.0,2026
2026-03-24,False,6684.5,6678.25,6.25,6697.0,80,0.25,stop,-6.25,2026
2026-03-24,False,6670.75,6660.5,10.25,6691.25,87,0.25,target,20.5,2026
2026-03-24,False,6672.75,6663.0,9.75,6692.25,152,0.25,stop,-9.75,2026
2026-03-25,True,6715.25,6724.75,9.5,6696.25,51,0.25,stop,-9.5,2026
