date,split,dir,te,label,bars_to_resolve,leg_depth_adr,session_min,tempo_mean,tempo_accel,effdir_mean,effdir_slope
2022-10-13,discovery,1,211,reversal,24.0,0.7227414330218068,129.19901054845,1.695683194406551,0.6386091209851186,0.35151949834799195,-0.007649093193557796
2022-10-20,discovery,-1,189,unresolved,,0.716201522290685,260.7632457703833,0.5752343602092393,0.5092484722381441,0.2626914933221648,0.02018887746655447
2022-11-01,discovery,-1,62,unresolved,,0.7056936647955092,50.37274424645,0.21112656381977996,0.27835181816451104,-0.02740973646236805,0.057438582682601824
2022-11-02,discovery,-1,220,continuation,8.0,0.7139364303178484,320.74333588695004,1.7433498951544344,0.14573737277643595,0.28496453247683595,0.11769622022076971
2022-11-02,discovery,-1,277,continuation,29.0,0.7204563977180114,355.1776148651167,0.9765661889358856,0.06658898824825954,0.461536684604581,-0.004999082676669991
2022-11-04,discovery,1,78,reversal,51.0,0.7140023800079334,55.00368549598333,0.20182972637558355,-0.3251511799161251,0.13610751993104933,0.09077882901412315
2022-11-04,discovery,-1,141,continuation,10.0,0.7203490678302261,128.96116006361666,0.532581711834854,-0.34125148030349983,0.1831437417072092,0.04743461148414704
2022-11-08,discovery,1,81,reversal,40.0,0.702576112412178,129.05439661828333,-0.18509612471981596,0.015954517001639967,0.4935173160173159,0.0016649175740084871
2022-11-08,discovery,1,196,unresolved,,0.7275565964090555,360.40186031845,0.07602423328824467,0.6868310898357417,0.3427584541062802,0.03339686722295416
2022-11-10,discovery,1,226,unresolved,,0.7049937054133445,375.16779628291664,0.0006324105009491987,0.360928849353356,0.1311408199643494,0.024688597201966176
2022-11-17,discovery,1,105,reversal,38.0,0.7058823529411765,225.81051633778333,-0.0974604082624269,-0.38869496816585114,0.12795648795648798,0.03988839443384898
2022-11-28,discovery,-1,108,unresolved,,0.7168458781362007,289.61026132315,-0.12685809311157473,-0.21371287147313645,0.3167568542568543,-0.01859613450522542
2022-11-29,discovery,-1,55,continuation,8.0,0.732824427480916,98.97825546531666,0.12424172027142685,0.4247479816932489,0.39345169965912996,0.06356902492281048
2022-11-30,discovery,1,98,continuation,18.0,0.8124536693847294,240.21851623295,0.2742061437485296,1.4042738834593873,0.3594950800833154,0.022770911006205125
2022-11-30,discovery,1,118,reversal,9.0,0.7531504818383988,249.0014287351167,1.4668168628520628,-0.038839855401193724,0.3226792586588424,0.011634000969480304
2022-11-30,discovery,1,144,continuation,15.0,0.7175685693106004,270.9559374151833,1.4237381669705393,0.015263452350150253,0.43314439392025594,-0.06731296162330647
2022-11-30,discovery,1,217,continuation,23.0,0.7175685693106004,360.5875038704167,0.13401584061770483,-0.08583310154063906,0.45925061050061056,-0.015293317793317766
2022-12-01,discovery,-1,40,continuation,16.0,0.7243367935409458,42.44181907268333,-0.005534043128809429,0.3313013559494995,0.4264712002972873,0.08186200916635698
2022-12-13,discovery,-1,143,continuation,17.0,0.745230078563412,141.9644929101167,0.4459893478151276,0.06931659141913205,0.4675927006041422,-0.0026681739267551516
2022-12-15,discovery,-1,43,continuation,72.0,0.7104532839962997,32.82600047658333,0.30494014426600147,-0.21473367664157905,0.36231148256404017,-0.058892588656015724
2022-12-22,discovery,-1,78,continuation,18.0,0.7617312072892939,129.49915780285,-0.35370028465938563,0.855836446843707,0.045052615513141846,0.10701535793641058
2022-12-22,discovery,1,171,continuation,35.0,0.7216400911161731,349.96984172081665,0.44746138446136136,0.334013209629731,0.27496394767494514,0.024483545250808654
2023-01-04,discovery,-1,53,reversal,34.0,0.7242455775234131,41.827453944283334,0.4767045788844184,0.24160541390895052,0.31367529277157086,-0.014866136802130867
2023-01-04,discovery,1,104,reversal,55.0,0.7159209157127991,122.22528354251668,0.2096349343288483,0.0491704225040559,0.27176068376068374,0.06137684537684536
2023-01-06,discovery,-1,24,reversal,17.0,0.7064220183486238,13.577307206983333,0.3089954582969972,-0.016954877671421897,0.3033188731633004,-0.029059760959141753
2023-01-06,discovery,1,188,unresolved,,0.7064220183486238,329.2455359527833,-0.07114591159799062,0.03138328392667811,0.22637806637806634,0.007748480475753217
2023-01-20,discovery,1,122,unresolved,,0.7398843930635838,336.00320073285,-0.13567752420273185,0.12593872686617846,0.23206313294548586,0.073832637950285
2023-01-23,discovery,1,62,reversal,66.0,0.7199552822806037,96.48123597955001,0.37049410905946584,0.21420011362012126,0.32199737141233303,0.05463580820997701
