date,split,dir,label,trend_adr,pb_adr,size_ratio,pb_bars,pb_tempo,tempo_ratio,pb_opp_eff,session_min
2021-07-01,discovery,1,continue,0.5994550408719346,0.17438692098092642,0.2909090909090909,2,,,0.25,264.66109760465
2021-07-02,discovery,1,continue,0.5945945945945946,0.1891891891891892,0.3181818181818182,2,,,0.037500000000000006,160.42694468248334
2021-07-02,discovery,1,continue,0.6351351351351351,0.25675675675675674,0.40425531914893614,3,,,0.24404761904761904,234.01791438485
2021-07-06,discovery,-1,continue,0.6752293577981652,0.30825688073394497,0.45652173913043476,1,,,0.75,16.215499305216667
2021-07-06,discovery,-1,continue,0.8954128440366973,0.24954128440366974,0.2786885245901639,2,,,0.038961038961038974,58.39375095641667
2021-07-06,discovery,-1,continue,0.6018348623853211,0.41100917431192663,0.6829268292682927,1,,,0.75,66.74137204848333
2021-07-06,discovery,-1,continue,0.689908256880734,0.1908256880733945,0.2765957446808511,1,,,-0.2,91.49396672931667
2021-07-06,discovery,1,continue,0.6018348623853211,0.7779816513761468,1.2926829268292683,7,,,0.28887275005696056,159.41156264618334
2021-07-06,discovery,-1,continue,0.7779816513761468,0.27889908256880735,0.3584905660377358,1,,,-0.8181818181818182,161.78361732475
2021-07-06,discovery,1,continue,0.8220183486238533,0.1761467889908257,0.21428571428571427,1,,,-0.6666666666666666,236.67769832971666
2021-07-06,discovery,1,continue,0.7045871559633028,0.3522935779816514,0.5,2,,,0.18571428571428575,316.2074101428167
2021-07-07,discovery,-1,continue,0.7937984496124031,0.23565891472868217,0.296875,1,,,-0.875,66.90115389638333
2021-07-07,discovery,-1,fail,0.6077519379844961,0.5209302325581395,0.8571428571428571,2,,,0.26666666666666666,78.50637253348333
2021-07-07,discovery,1,continue,0.5209302325581395,0.16124031007751938,0.30952380952380953,1,,,-0.25,80.31285603085
2021-07-07,discovery,1,continue,0.6573643410852713,0.16124031007751938,0.24528301886792453,1,,,-0.25,121.10572208028334
2021-07-07,discovery,1,fail,0.5829457364341085,0.27286821705426356,0.46808510638297873,1,,,0.45,274.45449539521667
2021-07-08,discovery,-1,continue,0.7577807848443843,0.2489851150202977,0.32857142857142857,1,,,0.06666666666666667,16.783868186283332
2021-07-08,discovery,1,continue,0.6711772665764547,0.2381596752368065,0.3548387096774194,2,,,0.0032894736842105365,26.960613534116664
2021-07-08,discovery,-1,fail,0.7036535859269283,0.31393775372124494,0.4461538461538462,2,,,0.49789915966386555,55.026274691649995
2021-07-08,discovery,1,continue,0.6820027063599459,0.4546684709066306,0.6666666666666666,3,,,0.341699604743083,64.37619297441667
2021-07-08,discovery,1,continue,0.5087956698240866,0.41136671177266576,0.8085106382978723,2,,,-0.013888888888888895,79.22632995398334
2021-07-08,discovery,1,continue,0.6603518267929634,0.18403247631935046,0.2786885245901639,1,,,-0.5,105.49756492551666
2021-07-08,discovery,1,continue,0.6928281461434371,0.20568335588633288,0.296875,1,,,0.21428571428571427,142.65649158694998
2021-07-08,discovery,-1,continue,0.7253044654939107,0.20568335588633288,0.2835820895522388,2,,,0.25,306.34970454585
2021-07-09,discovery,1,continue,0.6532544378698225,0.1514792899408284,0.2318840579710145,2,,,0.4642857142857143,40.781486510849994
2021-07-12,discovery,1,continue,0.5932388222464559,0.23555070883315157,0.39705882352941174,10,,,0.16879870129870128,127.50135794491666
2021-07-13,discovery,-1,continue,0.5505735140771637,0.1835245046923879,0.3333333333333333,2,,,-0.0047619047619048005,233.71409065101668
2021-07-14,discovery,-1,fail,0.772635814889336,0.5955734406438632,0.7708333333333334,9,,,0.32167138417138413,191.84281721188333
2021-07-14,discovery,1,continue,0.5955734406438632,0.3058350100603622,0.5135135135135135,6,,,0.2280497280497281,229.2934136352167
2021-07-15,discovery,-1,fail,0.685274302213667,0.4080846968238691,0.5955056179775281,8,,,0.3096901566570684,297.98646620425
2021-07-16,discovery,-1,continue,0.9,0.23076923076923078,0.2564102564102564,4,,,-0.05116758241758243,61.09126184285
2021-07-19,discovery,-1,continue,0.7903970452446907,0.24376731301939059,0.308411214953271,1,,,-0.11764705882352941,27.422130289050003
2021-07-19,discovery,-1,continue,0.5318559556786704,0.1698984302862419,0.3194444444444444,2,,,-0.03125,166.10269017705002
2021-07-19,discovery,-1,continue,0.5761772853185596,0.33240997229916897,0.5769230769230769,5,,,0.24484126984126986,212.40572401038335
2021-07-20,discovery,1,continue,0.9588801399825022,0.20297462817147857,0.2116788321167883,5,,,0.21589743589743593,42.06387517391667
2021-07-23,discovery,1,continue,0.7125506072874493,0.20728744939271254,0.2909090909090909,7,,,0.30916305916305914,153.23415257781664
2021-07-27,discovery,-1,continue,0.5969180859691808,0.28548256285482565,0.4782608695652174,5,,,0.018984962406015014,143.88139439345
2021-07-28,discovery,-1,fail,0.557556773688332,0.4510571652310102,0.8089887640449438,4,,,0.25945378151260506,273.78525495148335
2021-07-30,discovery,1,fail,0.6296296296296297,0.45925925925925926,0.7294117647058823,9,,,0.2651304186391906,63.075668083483336
2021-08-02,discovery,-1,continue,0.8221709006928406,0.18475750577367206,0.2247191011235955,2,0.679108922991347,0.22424957003928908,0.3403361344537815,163.36656215821668
2021-08-03,discovery,1,continue,0.6651884700665188,0.35476718403547675,0.5333333333333333,5,0.4433619721428264,0.01743055990842174,0.2559477124183006,65.45256947585
2021-08-03,discovery,1,continue,1.0022172949002217,0.2749445676274945,0.2743362831858407,4,0.3145545580777587,-0.4627812898912078,0.16559343434343435,175.07335755951667
2021-08-03,discovery,1,continue,0.5587583148558758,0.17738359201773837,0.31746031746031744,4,-0.013984928057348467,-0.15835800107268938,0.19188034188034186,316.47541773778335
2021-08-09,discovery,-1,fail,0.5788849347568209,0.35112692763938314,0.6065573770491803,5,-0.2616451851210887,-0.5649550136653634,0.23878787878787883,16.420838735416666
2021-08-10,discovery,1,fail,0.5006385696040868,0.46998722860791825,0.9387755102040817,6,0.44959855909867086,0.7952512364828492,0.36472114630009367,62.64620322185
2021-08-10,discovery,1,fail,0.5823754789272031,0.3371647509578544,0.5789473684210527,7,-0.09132093503156935,-0.020606634023034157,0.09334415584415585,255.30562159315002
2021-08-16,discovery,-1,continue,0.5625,0.203125,0.3611111111111111,3,-0.39359961246568903,-0.3908180955548826,-0.013675213675213663,12.445884589783333
2021-08-16,discovery,-1,continue,0.671875,0.3125,0.46511627906976744,1,0.23015499091019098,-0.16421889721705152,0.07142857142857142,27.316712463816668
2021-08-16,discovery,1,continue,0.609375,0.78125,1.2820512820512822,8,0.5772913914245456,0.24127726108571662,0.3219548425430779,60.16988161171666
2021-08-16,discovery,-1,fail,0.78125,0.359375,0.46,1,0.8108308768517736,0.23353948542722802,0.16666666666666666,61.201103095616666
2021-08-16,discovery,1,continue,0.71875,0.25,0.34782608695652173,1,0.19502878901747933,0.11186447533132293,0.23076923076923078,179.12144315881667
2021-08-16,discovery,1,continue,1.078125,0.1875,0.17391304347826086,1,-0.21778948392879527,-0.3157795223100725,0.7272727272727273,286.25070769281666
2021-08-17,discovery,1,continue,0.5935483870967742,0.3225806451612903,0.5434782608695652,3,0.03737849092105231,-0.3567947811653908,-0.008823529411764711,10.721632215216665
2021-08-17,discovery,-1,continue,0.8,0.2709677419354839,0.3387096774193548,2,0.6241697807296192,0.13627762086533374,0.1695906432748538,27.44036453618333
2021-08-17,discovery,-1,continue,0.6064516129032258,0.36129032258064514,0.5957446808510638,3,0.17425585730014492,-0.18208944994470272,0.06249999999999998,110.58334079658333
2021-08-17,discovery,-1,continue,0.5935483870967742,0.3096774193548387,0.5217391304347826,1,1.2661054601982316,0.49121409907057934,0.9047619047619048,154.86698398635
2021-08-17,discovery,-1,continue,0.8258064516129032,0.2064516129032258,0.25,1,1.0588522963529812,-0.40576394505865276,-0.8,193.67749611051667
2021-08-17,discovery,1,continue,0.5161290322580645,0.34838709677419355,0.675,2,0.8627205446218082,-0.23408872724998475,0.3345588235294118,231.24318709815
2021-08-17,discovery,-1,fail,0.5935483870967742,0.9032258064516129,1.5217391304347827,4,0.9150240787667345,0.13620083744314115,0.5277820006080876,274.51747805435
2021-08-17,discovery,1,continue,0.9032258064516129,0.15483870967741936,0.17142857142857143,1,0.6426562257399979,-0.2723678530267366,-0.3,278.25026332271665
2021-08-17,discovery,-1,fail,0.5935483870967742,0.5419354838709678,0.9130434782608695,2,0.7390700785273702,-0.09533361972159793,0.7440476190476191,316.6177089124833
2021-08-17,discovery,1,continue,0.5419354838709678,0.21935483870967742,0.40476190476190477,1,0.7417371858861161,0.0026671073587459793,-0.1875,321.89432903745
2021-08-18,discovery,1,fail,0.6931818181818182,0.25,0.36065573770491804,2,-0.1421535256722254,-0.1620394481914441,0.08333333333333334,55.19135991235
2021-08-18,discovery,1,fail,0.6136363636363636,1.1477272727272727,1.8703703703703705,7,1.9312678304254327,1.2019953223369142,0.45326937140904106,287.13950912265005
2021-08-18,discovery,-1,continue,1.1477272727272727,0.4090909090909091,0.3564356435643564,2,2.041570569611938,0.11030273918650546,0.7008547008547008,289.68159951741666
2021-08-18,discovery,1,fail,0.7159090909090909,0.5113636363636364,0.7142857142857143,7,1.0244026486930244,-0.42378612033858043,0.24519230769230768,320.1021811537833
