date,r1h,tempo1h,nclimax1h,rest_range,adr,prev_close,op,last_t,gap_adr,r1h_adr,rest_adr,year
2021-09-02,10.0,31.266223953391815,0.0,18.5,22.34375,5324.25,5336.5,15:14:59.082213,0.5482517482517483,0.44755244755244755,0.827972027972028,2021
2021-09-03,14.5,61.709385639296805,3.0,15.0,21.0625,5334.75,5322.75,15:14:59.742197,0.56973293768546,0.6884272997032641,0.712166172106825,2021
2021-09-07,37.25,51.21864857962053,1.0,34.5,22.28125,5333.25,5343.0,15:14:59.942974,0.4375876577840112,1.6718092566619915,1.5483870967741935,2021
2021-09-08,13.25,43.17967481038537,0.0,22.75,24.78125,5315.5,5312.0,15:14:59.083706,0.14123581336696092,0.5346784363177806,0.9180327868852459,2021
2021-09-09,21.25,1.5755865755865754,0.0,40.25,24.9375,5311.25,5309.75,15:14:58.932501,0.06015037593984962,0.8521303258145363,1.6140350877192982,2021
2021-09-10,31.5,46.84312395633265,0.0,40.5,25.46875,5291.5,5313.75,15:14:59.344811,0.8736196319018404,1.2368098159509202,1.5901840490797545,2021
2021-09-13,35.0,78.8846187124292,5.0,30.25,30.21875,5261.0,5289.5,15:14:59.847911,0.9431230610134437,1.1582213029989659,1.001034126163392,2021
2021-09-14,32.5,71.4741992850993,3.0,31.0,34.34375,5273.0,5284.25,15:14:59.797602,0.3275705186533212,0.9463148316651502,0.902638762511374,2021
2021-09-15,21.25,69.29154728074779,2.0,42.25,38.875,5246.75,5248.5,15:14:59.431559,0.04501607717041801,0.5466237942122186,1.0868167202572347,2021
2021-09-16,37.5,73.59278039439833,2.0,43.25,42.5,5282.25,5275.25,15:14:59.986252,0.16470588235294117,0.8823529411764706,1.0176470588235293,2021
2021-09-17,29.75,67.37658377049998,3.0,27.25,45.3125,5271.5,5264.75,15:14:59.965962,0.1489655172413793,0.6565517241379311,0.6013793103448276,2021
2021-09-20,27.0,86.04110177205546,15.0,66.0,46.75,5224.0,5163.25,15:14:59.913593,1.2994652406417113,0.5775401069518716,1.411764705882353,2021
2021-09-21,35.0,77.73348892333993,1.0,44.0,52.90625,5149.0,5180.25,15:14:59.478550,0.5906674542232723,0.6615475487300649,0.8316597755463674,2021
2021-09-22,27.0,55.916097502410025,2.0,34.75,54.5,5143.5,5175.5,15:14:59.900472,0.5871559633027523,0.4954128440366973,0.6376146788990825,2021
2021-09-23,41.25,59.78548370311048,1.0,21.0,53.0,5195.5,5213.25,15:14:59.825601,0.33490566037735847,0.7783018867924528,0.39622641509433965,2021
2021-09-24,27.25,54.15362687795554,0.0,26.0,53.59375,5248.75,5229.25,15:14:59.639725,0.3638483965014577,0.5084548104956268,0.485131195335277,2021
2021-09-27,19.5,59.39470966329833,1.0,19.75,51.5,5254.75,5242.5,15:14:59.930263,0.23786407766990292,0.3786407766990291,0.38349514563106796,2021
2021-09-28,51.0,79.64450050618636,4.0,37.5,47.90625,5241.25,5211.75,15:14:59.353876,0.6157860404435747,1.0645792563600782,0.7827788649706457,2021
2021-09-29,29.5,70.11437322118891,4.0,32.25,51.4375,5155.0,5167.0,15:14:59.637955,0.2332928311057108,0.5735115431348724,0.6269744835965978,2021
2021-09-30,21.5,66.4224475616224,2.0,63.75,49.375,5166.0,5175.0,15:14:59.735014,0.18227848101265823,0.43544303797468353,1.2911392405063291,2021
2021-10-01,44.0,84.74085507905984,15.0,88.75,49.59375,5111.5,5124.0,15:14:59.841537,0.2520478890989288,0.8872085696282294,1.7895400126023944,2021
2021-10-04,44.25,72.03484815776392,6.0,35.5,54.03125,5156.25,5143.75,15:14:59.914139,0.2313475997686524,0.8189705031810295,0.6570271833429728,2021
2021-10-05,46.75,74.32139493652313,5.0,27.0,57.40625,5103.25,5116.5,15:14:59.521207,0.23081110506260208,0.8143712574850299,0.4703320631464344,2021
2021-10-06,38.0,81.84984141569292,11.0,61.0,58.34375,5144.5,5106.0,15:14:59.914025,0.6598821638993037,0.6513122656668452,1.0455275843599356,2021
2021-10-07,34.75,56.387950998249025,0.0,34.25,63.46875,5163.75,5197.25,15:14:59.936918,0.5278188084687346,0.5475135401280158,0.5396356474643033,2021
2021-10-08,19.5,63.24821516272844,2.0,22.5,65.15625,5200.5,5208.25,15:14:59.777615,0.11894484412470024,0.2992805755395683,0.34532374100719426,2021
2021-10-11,34.0,37.655876981693474,0.0,60.0,59.59375,5188.25,5185.0,15:14:59.882410,0.054535920293654956,0.5705296276874672,1.0068169900367068,2021
2021-10-12,26.0,63.56462698641356,2.0,37.25,63.25,5157.5,5169.75,15:14:59.932540,0.19367588932806323,0.41106719367588934,0.5889328063241107,2021
2021-10-13,38.5,62.62413240603833,2.0,43.25,58.0,5140.75,5160.0,15:14:59.803969,0.33189655172413796,0.6637931034482759,0.7456896551724138,2021
2021-10-14,24.0,42.610900221537456,1.0,23.75,52.65625,5162.0,5204.25,15:14:59.363883,0.8023738872403561,0.45578635014836794,0.45103857566765576,2021
2021-10-15,16.75,36.22498761758593,1.0,18.25,48.1875,5240.0,5261.0,15:14:59.410689,0.4357976653696498,0.3476005188067445,0.3787289234760052,2021
2021-10-18,25.25,30.401618944096438,0.0,24.0,43.34375,5272.25,5252.75,15:14:59.883342,0.44989185291997114,0.5825522710886806,0.5537130497476568,2021
2021-10-19,15.0,34.624362298919515,0.0,21.0,39.1875,5285.75,5302.5,15:14:59.831418,0.4274322169059011,0.3827751196172249,0.5358851674641149,2021
2021-10-20,16.0,24.40980410995662,0.0,17.25,38.375,5323.25,5324.75,15:14:59.923906,0.03908794788273615,0.4169381107491857,0.4495114006514658,2021
2021-10-21,12.0,14.839502366471642,0.0,25.0,37.21875,5334.0,5331.0,15:14:59.973299,0.08060453400503778,0.3224181360201511,0.6717044500419815,2021
2021-10-22,17.75,31.33559860899868,0.0,32.0,32.71875,5348.75,5345.0,15:14:59.903017,0.11461318051575932,0.542502387774594,0.9780324737344794,2021
2021-10-25,19.25,32.30385632711191,0.0,22.25,32.59375,5343.75,5356.75,15:14:59.803610,0.39884947267497606,0.5906040268456376,0.6826462128475551,2021
2021-10-26,17.25,32.24852071005917,0.0,28.5,31.25,5368.75,5385.5,15:14:59.477037,0.536,0.552,0.912,2021
