date,side,grp,label,conf,eff_fall,retrace_adr,ext_adr
2022-04-20,-1,control,reversal,False,False,0.019,0.099
2022-04-20,1,control,continuation,True,True,0.008,0.13
2022-04-20,1,control,reversal,True,False,0.301,0.0
2022-04-20,-1,control,reversal,False,False,0.061,0.004
2022-04-21,-1,control,continuation,True,True,0.033,1.836
2022-04-21,-1,control,continuation,True,False,0.089,1.731
2022-04-21,-1,control,continuation,True,False,0.126,1.585
2022-04-21,-1,control,continuation,False,False,0.057,1.483
2022-04-21,-1,control,continuation,False,True,0.085,1.312
2022-04-21,-1,control,continuation,True,True,0.114,1.081
2022-04-21,-1,control,continuation,True,False,0.142,0.995
2022-04-21,-1,climax,reversal,False,False,0.057,0.715
2022-04-21,-1,control,continuation,False,False,0.069,0.553
2022-04-21,-1,control,continuation,False,False,0.02,0.463
2022-04-21,-1,control,continuation,False,False,0.089,0.183
2022-04-21,-1,control,unresolved,False,False,0.041,0.069
2022-04-22,-1,control,continuation,False,True,0.007,1.334
2022-04-22,-1,control,continuation,False,True,0.209,1.146
2022-04-22,-1,control,continuation,False,True,0.129,1.118
2022-04-22,-1,control,continuation,False,False,0.226,1.045
2022-04-22,-1,control,continuation,False,False,0.007,1.038
2022-04-22,-1,control,continuation,False,True,0.035,0.812
2022-04-22,1,control,reversal,False,True,0.031,0.052
2022-04-22,-1,control,continuation,False,True,0.129,0.753
2022-04-22,-1,control,continuation,False,False,0.101,0.659
2022-04-22,-1,control,continuation,False,True,0.028,0.512
2022-04-22,-1,control,reversal,False,False,0.129,0.324
2022-04-22,1,control,reversal,False,True,0.836,0.0
2022-04-22,-1,control,continuation,False,False,0.031,0.46
2022-04-22,-1,control,continuation,False,False,0.077,0.23
2022-04-22,-1,control,continuation,False,True,0.017,0.115
2022-04-25,-1,climax,continuation,False,True,0.133,0.297
2022-04-25,1,climax,continuation,False,False,0.022,0.857
2022-04-25,1,climax,reversal,True,False,0.071,0.615
2022-04-25,-1,control,continuation,False,True,0.034,0.297
2022-04-25,-1,climax,reversal,False,False,0.288,0.136
2022-04-25,1,climax,reversal,False,True,0.083,0.832
2022-04-25,-1,control,continuation,False,True,0.015,0.108
2022-04-25,1,control,continuation,False,False,0.158,0.869
2022-04-25,-1,control,reversal,False,False,0.065,0.015
2022-04-25,1,control,continuation,True,True,0.043,0.612
2022-04-25,1,control,reversal,False,True,0.022,0.309
2022-04-25,-1,control,reversal,True,True,0.631,0.0
2022-04-25,1,control,continuation,False,False,0.04,0.235
2022-04-25,1,control,unresolved,False,False,0.145,0.083
2022-04-25,1,control,unresolved,False,False,0.056,0.028
2022-04-26,-1,control,continuation,False,False,0.052,1.179
2022-04-26,-1,climax,continuation,False,True,0.037,0.889
2022-04-26,-1,control,continuation,False,True,0.052,0.801
2022-04-26,-1,climax,reversal,True,True,0.021,0.749
2022-04-26,-1,control,reversal,True,False,0.043,0.685
2022-04-26,1,control,continuation,False,False,0.021,0.143
2022-04-26,-1,control,continuation,False,True,0.006,0.789
2022-04-26,1,control,reversal,False,True,0.052,0.058
2022-04-26,1,control,reversal,False,True,0.079,0.012
2022-04-26,-1,control,continuation,True,False,0.021,0.627
2022-04-26,-1,control,continuation,False,False,0.012,0.454
2022-04-26,-1,control,continuation,False,False,0.07,0.35
2022-04-26,-1,control,continuation,False,False,0.186,0.186
2022-04-27,1,climax,continuation,False,True,0.07,0.207
2022-04-27,-1,climax,continuation,False,False,0.006,0.505
2022-04-27,-1,climax,reversal,False,False,0.059,0.095
2022-04-27,-1,climax,reversal,False,False,0.02,0.07
2022-04-27,1,climax,continuation,False,False,0.025,0.461
2022-04-27,1,climax,continuation,False,False,0.008,0.38
2022-04-27,1,control,continuation,False,True,0.087,0.237
2022-04-27,1,control,reversal,False,True,0.045,0.073
2022-04-27,-1,climax,reversal,False,False,0.257,0.399
2022-04-27,-1,control,reversal,False,False,0.165,0.368
2022-04-27,1,control,reversal,False,False,0.053,0.014
2022-04-27,-1,control,continuation,False,False,0.095,0.433
2022-04-27,-1,control,continuation,False,True,0.112,0.131
2022-04-27,-1,control,reversal,False,False,0.022,0.017
2022-04-27,1,control,unresolved,False,False,0.165,0.0
2022-04-28,-1,control,continuation,False,True,0.141,0.218
2022-04-28,-1,control,continuation,False,True,0.229,0.113
2022-04-28,-1,control,reversal,False,True,0.033,0.074
2022-04-28,1,control,continuation,False,False,0.058,1.114
2022-04-28,-1,control,reversal,False,True,1.128,0.0
2022-04-28,1,control,continuation,True,True,0.019,0.792
2022-04-28,1,climax,continuation,False,True,0.047,0.408
2022-04-28,1,control,continuation,False,False,0.061,0.215
2022-04-28,1,control,reversal,False,False,0.008,0.022
2022-04-28,-1,control,continuation,False,False,0.014,0.372
2022-04-28,-1,control,continuation,False,False,0.047,0.237
2022-04-28,-1,control,continuation,False,False,0.052,0.105
2022-04-29,1,control,reversal,False,True,1.46,0.0
2022-04-29,-1,climax,continuation,False,False,0.027,1.174
2022-04-29,-1,control,continuation,False,False,0.012,1.007
2022-04-29,-1,control,continuation,False,False,0.075,0.908
2022-04-29,-1,control,continuation,False,False,0.02,0.86
2022-04-29,1,control,reversal,False,False,0.01,0.082
2022-04-29,-1,control,continuation,False,False,0.005,0.828
2022-04-29,-1,control,continuation,True,True,0.037,0.736
2022-04-29,1,control,reversal,False,True,0.085,0.032
2022-04-29,-1,control,continuation,True,False,0.047,0.584
2022-04-29,-1,control,continuation,True,False,0.047,0.527
2022-04-29,-1,control,continuation,False,False,0.012,0.405
2022-04-29,-1,control,continuation,False,False,0.022,0.333
2022-04-29,-1,control,continuation,False,False,0.04,0.187
2022-04-29,-1,control,unresolved,False,False,0.06,0.032
2022-04-29,1,climax,unresolved,False,True,0.072,0.09
2022-05-02,1,climax,reversal,False,False,0.281,0.235
2022-05-02,-1,climax,reversal,True,False,0.037,0.525
2022-05-02,1,climax,continuation,False,False,0.046,0.216
2022-05-02,1,climax,reversal,False,False,0.03,0.014
2022-05-02,-1,control,continuation,False,False,0.03,0.776
2022-05-02,-1,climax,continuation,True,False,0.122,0.472
2022-05-02,1,climax,reversal,True,True,0.228,0.255
2022-05-02,-1,climax,reversal,True,False,0.258,0.44
2022-05-02,-1,control,continuation,True,True,0.021,0.456
2022-05-02,-1,control,continuation,False,False,0.067,0.26
2022-05-02,-1,control,continuation,False,False,0.012,0.157
2022-05-02,1,climax,continuation,False,False,0.023,0.536
2022-05-02,1,climax,continuation,True,False,0.007,0.2
2022-05-02,1,control,unresolved,False,False,0.048,0.067
2022-05-02,1,control,unresolved,False,True,0.046,0.002
2022-05-03,-1,climax,reversal,False,False,0.484,0.0
2022-05-03,1,control,continuation,True,True,0.085,0.239
2022-05-03,-1,control,reversal,True,True,0.038,0.03
2022-05-03,1,climax,continuation,True,False,0.015,0.128
2022-05-03,1,control,reversal,False,False,0.013,0.064
2022-05-03,1,control,reversal,False,False,0.055,0.075
2022-05-03,-1,control,continuation,True,True,0.028,0.226
2022-05-03,1,control,unresolved,True,False,0.066,0.098
2022-05-03,1,control,reversal,False,False,0.277,0.0
2022-05-03,-1,control,unresolved,True,True,0.011,0.07
2022-05-03,1,control,unresolved,True,False,0.092,0.0
2022-05-04,-1,control,continuation,False,False,0.025,0.206
2022-05-04,-1,control,reversal,True,True,0.025,0.049
2022-05-04,1,control,continuation,False,False,0.074,1.291
2022-05-04,1,control,continuation,False,False,0.012,1.183
2022-05-04,1,control,continuation,True,False,0.016,1.046
2022-05-04,1,control,continuation,True,False,0.106,0.996
2022-05-04,-1,climax,reversal,False,False,0.037,0.226
2022-05-04,-1,climax,continuation,False,True,0.134,0.134
2022-05-04,1,climax,continuation,True,True,0.049,0.936
2022-05-04,1,climax,continuation,False,False,0.079,0.663
2022-05-04,1,climax,continuation,False,True,0.162,0.284
2022-05-04,1,climax,continuation,False,False,0.018,0.148
2022-05-04,1,control,unresolved,False,False,0.007,0.085
2022-05-05,-1,control,continuation,False,True,0.065,1.11
2022-05-05,-1,climax,continuation,False,True,0.067,0.905
2022-05-05,-1,climax,continuation,False,False,0.011,0.776
2022-05-05,-1,climax,continuation,False,False,0.04,0.698
2022-05-05,-1,climax,continuation,False,False,0.011,0.573
2022-05-05,-1,climax,continuation,True,True,0.013,0.475
2022-05-05,-1,climax,reversal,True,False,0.062,0.377
2022-05-05,1,climax,reversal,False,False,0.069,0.082
2022-05-05,-1,climax,continuation,True,False,0.033,0.323
2022-05-05,1,climax,continuation,True,True,0.058,0.194
2022-05-05,1,climax,reversal,True,True,0.02,0.098
2022-05-05,-1,control,continuation,True,False,0.011,0.352
2022-05-05,-1,control,continuation,True,False,0.033,0.285
2022-05-05,-1,climax,continuation,False,True,0.094,0.123
2022-05-05,-1,control,reversal,False,False,0.123,0.051
2022-05-05,1,climax,continuation,False,True,0.047,0.27
2022-05-05,-1,control,reversal,False,True,0.441,0.0
2022-05-05,1,climax,unresolved,True,False,0.067,0.042
2022-05-06,-1,climax,continuation,False,True,0.067,0.141
2022-05-06,-1,climax,reversal,False,False,0.769,0.0
2022-05-06,1,climax,continuation,True,False,0.017,0.584
2022-05-06,1,climax,continuation,True,False,0.017,0.424
2022-05-06,-1,climax,continuation,True,False,0.013,0.145
2022-05-06,1,climax,continuation,True,False,0.013,0.308
2022-05-06,1,climax,continuation,False,False,0.057,0.192
2022-05-06,1,climax,reversal,False,False,0.063,0.091
2022-05-06,-1,climax,reversal,True,True,0.08,0.247
2022-05-06,-1,control,reversal,True,False,0.034,0.192
2022-05-06,1,climax,continuation,False,False,0.008,0.164
2022-05-06,-1,control,continuation,True,False,0.008,0.27
2022-05-06,-1,control,continuation,True,False,0.141,0.105
2022-05-06,-1,control,reversal,True,False,0.067,0.055
2022-05-06,1,control,continuation,True,True,0.032,0.259
2022-05-06,1,control,unresolved,False,False,0.059,0.042
2022-05-06,-1,control,unresolved,True,False,0.019,0.051
2022-05-09,-1,control,continuation,False,False,0.007,0.615
2022-05-09,-1,control,continuation,False,False,0.024,0.54
2022-05-09,-1,control,continuation,False,False,0.009,0.447
2022-05-09,-1,climax,continuation,False,False,0.115,0.36
2022-05-09,-1,control,reversal,False,False,0.037,0.331
2022-05-09,1,climax,continuation,False,False,0.013,0.111
2022-05-09,-1,control,continuation,False,False,0.024,0.466
2022-05-09,-1,control,continuation,False,False,0.024,0.325
2022-05-09,-1,control,continuation,False,False,0.035,0.296
2022-05-09,-1,control,reversal,False,True,0.065,0.227
2022-05-09,1,control,reversal,False,False,0.057,0.083
2022-05-09,-1,control,continuation,False,False,0.007,0.323
2022-05-09,-1,control,continuation,False,False,0.009,0.177
2022-05-09,-1,control,reversal,False,True,0.27,0.0
2022-05-09,1,control,unresolved,False,False,0.033,0.033
2022-05-10,-1,control,continuation,False,False,0.002,0.698
2022-05-10,-1,control,continuation,False,True,0.032,0.636
2022-05-10,-1,climax,continuation,False,False,0.081,0.429
2022-05-10,-1,climax,continuation,True,False,0.043,0.267
2022-05-10,-1,climax,continuation,True,False,0.175,0.115
2022-05-10,-1,climax,reversal,True,True,0.156,0.092
2022-05-10,1,climax,reversal,False,True,0.017,0.412
2022-05-10,-1,climax,reversal,True,False,0.019,0.032
2022-05-10,1,climax,continuation,False,False,0.047,0.348
2022-05-10,1,climax,continuation,False,False,0.062,0.122
2022-05-10,1,control,reversal,False,False,0.026,0.028
2022-05-10,-1,control,continuation,False,False,0.053,0.177
2022-05-10,1,control,reversal,False,True,0.034,0.026
2022-05-10,-1,control,unresolved,True,True,0.134,0.0
2022-05-11,1,climax,continuation,False,False,0.065,0.299
2022-05-11,1,climax,reversal,False,True,0.31,0.075
2022-05-11,-1,control,reversal,False,False,0.017,0.713
2022-05-11,1,climax,reversal,False,False,0.067,0.043
2022-05-11,-1,control,reversal,False,False,0.026,0.751
2022-05-11,1,control,continuation,False,True,0.078,0.121
2022-05-11,-1,control,continuation,False,True,0.047,0.747
2022-05-11,-1,climax,continuation,False,False,0.019,0.586
2022-05-11,-1,control,continuation,False,True,0.082,0.519
2022-05-11,-1,control,continuation,True,False,0.013,0.265
2022-05-11,1,control,continuation,True,True,0.133,0.233
2022-05-11,-1,control,continuation,True,True,0.047,0.271
2022-05-11,-1,climax,continuation,True,False,0.075,0.136
2022-05-11,-1,control,unresolved,False,True,0.047,0.032
2022-05-11,1,control,unresolved,True,False,0.028,0.026
2022-05-12,-1,climax,reversal,False,True,0.077,0.204
2022-05-12,1,climax,continuation,True,False,0.022,0.414
2022-05-12,-1,climax,reversal,True,False,0.159,0.498
2022-05-12,-1,climax,reversal,True,False,0.454,0.491
2022-05-12,1,control,continuation,True,False,0.013,0.193
2022-05-12,1,control,reversal,False,False,0.015,0.029
2022-05-12,-1,climax,continuation,True,True,0.042,0.691
2022-05-12,-1,control,continuation,True,False,0.015,0.522
2022-05-12,-1,control,continuation,False,False,0.06,0.328
2022-05-12,-1,control,continuation,False,True,0.015,0.197
2022-05-12,-1,control,reversal,False,False,0.018,0.093
2022-05-12,-1,control,reversal,False,False,0.018,0.055
2022-05-12,1,climax,continuation,False,True,0.027,0.421
2022-05-12,1,climax,continuation,False,False,0.201,0.206
2022-05-12,1,climax,continuation,True,False,0.144,0.177
2022-05-12,1,control,continuation,True,True,0.077,0.111
2022-05-12,1,control,unresolved,True,False,0.009,0.077
2022-05-13,1,control,continuation,False,False,0.047,0.453
2022-05-13,1,climax,continuation,False,False,0.022,0.331
2022-05-13,1,control,continuation,False,False,0.084,0.269
2022-05-13,1,control,continuation,False,True,0.04,0.167
2022-05-13,1,control,continuation,False,False,0.042,0.155
2022-05-13,1,control,reversal,False,False,0.007,0.096
2022-05-13,-1,control,continuation,False,False,0.087,0.304
2022-05-13,-1,control,continuation,False,True,0.067,0.222
2022-05-13,-1,control,reversal,True,False,0.031,0.02
2022-05-13,1,control,continuation,False,False,0.004,0.227
2022-05-13,1,control,unresolved,False,False,0.018,0.089
2022-05-13,-1,control,unresolved,False,False,0.169,0.0
2022-05-16,-1,climax,reversal,False,False,0.007,0.083
2022-05-16,1,control,continuation,False,True,0.028,0.38
2022-05-16,1,control,reversal,False,True,0.03,0.239
2022-05-16,-1,control,continuation,False,True,0.05,0.15
2022-05-16,-1,control,reversal,False,False,0.041,0.048
2022-05-16,1,control,continuation,False,False,0.135,0.359
2022-05-16,1,control,continuation,False,False,0.08,0.346
2022-05-16,1,control,continuation,True,True,0.052,0.178
2022-05-16,-1,control,reversal,False,False,0.024,0.039
2022-05-16,1,control,continuation,False,False,0.02,0.224
2022-05-16,1,control,continuation,True,True,0.048,0.117
2022-05-16,1,control,reversal,True,False,0.076,0.08
2022-05-16,1,control,reversal,True,False,0.026,0.015
2022-05-16,-1,control,continuation,True,True,0.017,0.243
2022-05-16,-1,control,unresolved,False,False,0.015,0.1
2022-05-16,-1,control,unresolved,False,False,0.026,0.013
2022-05-17,-1,control,continuation,True,False,0.058,0.226
2022-05-17,-1,control,reversal,True,True,0.041,0.051
2022-05-17,1,control,continuation,True,False,0.019,0.393
2022-05-17,1,control,continuation,False,False,0.056,0.231
2022-05-17,1,control,reversal,False,False,0.012,0.148
2022-05-17,-1,climax,continuation,True,False,0.012,0.175
2022-05-17,-1,climax,reversal,True,False,0.027,0.034
2022-05-17,1,control,continuation,False,False,0.034,0.201
2022-05-17,1,control,unresolved,False,False,0.032,0.066
2022-05-17,-1,control,unresolved,False,True,0.08,0.056
2022-05-17,1,control,unresolved,False,False,0.017,0.005
2022-05-18,-1,control,continuation,True,False,0.09,1.209
2022-05-18,-1,control,continuation,False,False,0.022,1.099
2022-05-18,-1,control,continuation,False,False,0.019,1.037
2022-05-18,-1,control,continuation,False,True,0.014,0.793
2022-05-18,-1,control,continuation,False,True,0.052,0.629
2022-05-18,1,control,reversal,False,False,0.016,0.036
2022-05-18,-1,control,continuation,False,True,0.109,0.377
2022-05-18,-1,control,continuation,False,False,0.016,0.356
2022-05-18,-1,control,continuation,False,False,0.172,0.202
2022-05-18,1,control,reversal,False,True,0.071,0.016
2022-05-18,-1,control,continuation,False,False,0.022,0.181
2022-05-18,-1,control,continuation,False,False,0.003,0.109
2022-05-18,1,climax,unresolved,False,True,0.249,0.0
2022-05-18,-1,control,unresolved,False,False,0.213,0.003
2022-05-18,1,climax,unresolved,False,False,0.005,0.03
2022-05-18,-1,control,unresolved,False,True,0.03,0.014
2022-05-19,-1,control,continuation,False,False,0.026,0.176
2022-05-19,1,climax,continuation,True,False,0.008,0.414
2022-05-19,-1,control,continuation,False,True,0.072,0.106
2022-05-19,1,control,continuation,True,False,0.189,0.39
2022-05-19,1,control,continuation,True,False,0.057,0.367
2022-05-19,1,climax,reversal,False,True,0.52,0.078
2022-05-19,1,control,continuation,True,False,0.227,0.357
2022-05-19,1,climax,continuation,False,False,0.093,0.109
2022-05-19,1,climax,reversal,False,False,0.016,0.023
2022-05-19,-1,control,continuation,True,False,0.023,0.186
2022-05-19,-1,climax,unresolved,False,False,0.057,0.013
2022-05-20,-1,control,continuation,False,False,0.019,1.215
2022-05-20,-1,control,continuation,False,False,0.03,1.021
2022-05-20,-1,control,continuation,False,False,0.019,1.0
2022-05-20,-1,control,continuation,True,False,0.032,0.712
2022-05-20,-1,control,continuation,False,False,0.059,0.554
2022-05-20,-1,control,continuation,False,False,0.011,0.261
2022-05-20,-1,control,reversal,False,True,0.038,0.075
2022-05-20,-1,control,reversal,False,False,0.126,0.081
2022-05-20,1,control,continuation,False,False,0.091,0.755
2022-05-20,-1,control,reversal,False,True,0.857,0.0
2022-05-20,1,climax,continuation,True,False,0.046,0.427
2022-05-20,1,climax,continuation,True,False,0.035,0.253
2022-05-20,1,control,unresolved,False,False,0.016,0.064
2022-05-23,1,control,continuation,True,True,0.05,0.478
2022-05-23,1,control,continuation,True,True,0.172,0.468
2022-05-23,1,climax,continuation,True,True,0.016,0.379
2022-05-23,1,climax,continuation,True,False,0.026,0.324
2022-05-23,1,control,continuation,False,False,0.047,0.206
2022-05-23,1,control,continuation,False,False,0.05,0.144
2022-05-23,1,control,reversal,False,True,0.031,0.078
2022-05-23,-1,control,continuation,False,False,0.031,0.183
2022-05-23,-1,control,reversal,True,True,0.413,0.0
2022-05-23,1,control,continuation,False,False,0.031,0.188
2022-05-23,1,control,unresolved,False,False,0.055,0.076
2022-05-23,1,control,reversal,False,False,0.039,0.024
2022-05-23,-1,control,continuation,False,True,0.123,0.12
2022-05-23,-1,control,unresolved,False,True,0.031,0.089
2022-05-23,-1,control,reversal,False,False,0.044,0.044
2022-05-23,1,control,unresolved,False,False,0.026,0.026
2022-05-24,-1,control,continuation,True,True,0.119,0.472
2022-05-24,-1,control,continuation,True,True,0.05,0.331
2022-05-24,-1,climax,continuation,False,False,0.028,0.139
2022-05-24,1,climax,continuation,True,False,0.019,0.603
2022-05-24,1,control,continuation,True,False,0.039,0.428
2022-05-24,-1,control,reversal,True,True,0.189,0.044
2022-05-24,1,control,continuation,True,False,0.017,0.464
2022-05-24,-1,control,continuation,True,False,0.011,0.103
2022-05-24,1,control,continuation,False,True,0.092,0.253
2022-05-24,1,climax,reversal,False,True,0.272,0.0
2022-05-24,-1,control,unresolved,False,False,0.022,0.022
2022-05-25,1,control,continuation,True,False,0.04,0.506
2022-05-25,1,control,continuation,True,False,0.012,0.394
2022-05-25,-1,control,continuation,True,False,0.138,0.313
2022-05-25,-1,control,continuation,True,False,0.032,0.282
2022-05-25,-1,control,reversal,True,False,0.032,0.15
2022-05-25,1,control,continuation,True,False,0.049,0.558
2022-05-25,1,climax,reversal,True,False,0.178,0.388
2022-05-25,-1,climax,continuation,False,False,0.014,0.106
2022-05-25,1,control,continuation,False,False,0.023,0.345
2022-05-25,1,control,continuation,False,False,0.127,0.221
2022-05-25,1,control,continuation,False,True,0.058,0.181
2022-05-25,-1,control,continuation,False,True,0.035,0.127
2022-05-26,1,control,continuation,False,False,0.043,0.584
2022-05-26,1,control,continuation,False,False,0.052,0.455
2022-05-26,1,control,continuation,False,True,0.017,0.351
2022-05-26,1,control,continuation,False,False,0.055,0.239
2022-05-26,1,control,continuation,False,False,0.017,0.127
2022-05-26,-1,control,continuation,False,False,0.098,0.118
2022-05-26,-1,control,unresolved,False,False,0.012,0.066
2022-05-26,1,control,unresolved,False,False,0.023,0.092
2022-05-26,-1,control,unresolved,False,False,0.049,0.0
2022-05-27,1,control,continuation,False,True,0.05,0.549
2022-05-27,1,control,continuation,False,False,0.056,0.468
2022-05-27,-1,control,reversal,False,False,0.031,0.042
2022-05-27,1,control,continuation,False,False,0.039,0.427
2022-05-27,1,control,continuation,False,False,0.031,0.393
2022-05-27,1,control,continuation,False,True,0.047,0.34
2022-05-27,1,control,continuation,False,True,0.011,0.223
2022-05-27,1,control,continuation,False,False,0.017,0.134
2022-05-27,1,control,unresolved,False,False,0.003,0.033
2022-05-31,-1,control,continuation,False,False,0.043,0.1
2022-05-31,1,control,continuation,False,True,0.208,0.495
2022-05-31,-1,control,reversal,False,False,0.038,0.008
2022-05-31,1,control,continuation,False,False,0.005,0.476
2022-05-31,1,control,continuation,False,False,0.054,0.322
2022-05-31,-1,control,reversal,False,True,0.035,0.038
2022-05-31,1,control,continuation,False,False,0.038,0.378
2022-05-31,1,control,continuation,True,False,0.227,0.1
2022-05-31,1,control,reversal,True,False,0.076,0.089
2022-05-31,-1,control,reversal,False,True,0.057,0.192
2022-05-31,1,control,reversal,True,False,0.046,0.051
2022-05-31,-1,control,continuation,True,False,0.016,0.303
2022-05-31,1,control,reversal,True,False,0.03,0.032
2022-05-31,-1,control,continuation,False,False,0.027,0.151
2022-05-31,-1,control,unresolved,False,False,0.019,0.03
2022-06-01,-1,climax,continuation,False,False,0.174,0.765
2022-06-01,-1,control,continuation,False,False,0.038,0.579
2022-06-01,-1,control,continuation,True,False,0.023,0.426
2022-06-01,-1,climax,continuation,True,True,0.229,0.252
2022-06-01,1,control,reversal,True,False,0.481,0.171
2022-06-01,-1,control,continuation,True,False,0.098,0.295
2022-06-01,-1,control,continuation,False,True,0.13,0.119
2022-06-01,-1,control,reversal,False,False,0.052,0.078
2022-06-01,-1,control,reversal,False,False,0.049,0.02
2022-06-01,1,control,continuation,False,True,0.116,0.475
2022-06-01,-1,control,reversal,False,False,0.652,0.0
2022-06-01,1,control,continuation,True,True,0.043,0.379
2022-06-01,1,control,continuation,True,False,0.052,0.266
2022-06-01,1,control,continuation,True,True,0.046,0.235
2022-06-01,1,climax,continuation,False,False,0.041,0.127
2022-06-01,1,control,reversal,False,False,0.067,0.032
2022-06-01,-1,control,continuation,True,True,0.043,0.177
2022-06-01,1,control,reversal,False,False,0.388,0.0
2022-06-01,-1,control,continuation,True,False,0.006,0.171
2022-06-01,-1,control,unresolved,True,True,0.064,0.0
2022-06-02,-1,control,reversal,True,False,0.369,0.031
2022-06-02,1,control,continuation,False,False,0.014,0.915
2022-06-02,-1,climax,reversal,True,False,0.073,0.031
2022-06-02,1,control,continuation,False,True,0.092,0.915
2022-06-02,1,control,continuation,False,False,0.056,0.731
2022-06-02,1,control,continuation,False,False,0.022,0.582
2022-06-02,1,control,continuation,False,False,0.022,0.423
2022-06-02,1,control,continuation,False,False,0.118,0.311
2022-06-02,1,control,continuation,False,True,0.034,0.305
2022-06-02,1,control,continuation,True,False,0.084,0.196
2022-06-02,1,control,continuation,True,True,0.137,0.182
2022-06-02,1,control,continuation,True,False,0.048,0.176
2022-06-02,1,control,continuation,True,True,0.025,0.14
2022-06-02,1,control,unresolved,True,True,0.064,0.003
2022-06-03,1,control,reversal,False,False,0.006,0.038
2022-06-03,-1,control,continuation,False,False,0.061,0.298
2022-06-03,-1,control,continuation,False,False,0.035,0.102
2022-06-03,-1,control,reversal,False,False,0.441,0.0
2022-06-03,1,control,continuation,False,False,0.035,0.239
2022-06-03,1,control,continuation,False,True,0.023,0.219
2022-06-03,1,control,reversal,False,True,0.403,0.0
2022-06-03,-1,control,continuation,False,True,0.012,0.111
2022-06-03,1,control,reversal,False,False,0.053,0.012
2022-06-03,-1,control,unresolved,False,False,0.047,0.032
2022-06-03,-1,control,unresolved,False,False,0.166,0.0
2022-06-06,1,control,continuation,False,False,0.018,0.131
2022-06-06,1,control,reversal,False,True,0.733,0.0
2022-06-06,-1,climax,continuation,True,False,0.061,0.305
2022-06-06,-1,climax,continuation,False,False,0.027,0.235
2022-06-06,-1,control,reversal,False,False,0.024,0.095
2022-06-06,1,control,continuation,False,False,0.003,0.147
2022-06-06,1,control,reversal,True,False,0.4,0.0
2022-06-06,-1,control,continuation,False,False,0.043,0.174
2022-06-06,-1,control,unresolved,False,False,0.018,0.079
2022-06-06,-1,control,unresolved,False,False,0.04,0.024
2022-06-06,1,control,unresolved,False,False,0.034,0.024
2022-06-07,1,control,continuation,True,False,0.05,0.789
2022-06-07,-1,control,reversal,False,True,0.921,0.0
2022-06-07,1,control,continuation,True,True,0.035,0.653
2022-06-07,1,climax,reversal,False,False,0.05,0.391
2022-06-07,-1,control,continuation,False,False,0.035,0.211
2022-06-07,-1,control,reversal,True,True,0.032,0.022
2022-06-07,1,control,continuation,False,True,0.054,0.448
2022-06-07,1,control,continuation,False,False,0.032,0.303
2022-06-07,1,control,continuation,False,False,0.047,0.158
2022-06-07,1,control,unresolved,True,True,0.047,0.025
2022-06-08,1,control,reversal,True,True,0.028,0.016
2022-06-08,-1,climax,reversal,False,False,0.034,0.388
2022-06-08,-1,control,continuation,False,False,0.047,0.435
2022-06-08,1,control,reversal,True,False,0.075,0.012
2022-06-08,-1,control,continuation,False,True,0.065,0.516
2022-06-08,-1,control,continuation,False,False,0.003,0.137
2022-06-08,-1,control,reversal,False,False,0.112,0.012
2022-06-08,-1,control,reversal,False,True,0.264,0.0
2022-06-08,1,control,unresolved,False,True,0.025,0.071
2022-06-08,-1,control,unresolved,False,True,0.099,0.0
2022-06-09,1,control,reversal,False,True,1.352,0.0
2022-06-09,-1,control,reversal,False,True,0.307,0.996
2022-06-09,1,control,reversal,True,False,1.303,0.0
2022-06-09,-1,control,continuation,True,False,0.052,1.068
2022-06-09,-1,control,reversal,False,False,0.029,0.924
2022-06-09,1,control,continuation,True,False,0.003,0.17
2022-06-09,-1,control,reversal,False,False,0.173,0.921
2022-06-09,1,control,reversal,True,True,0.118,0.095
2022-06-09,-1,control,continuation,False,False,0.016,1.012
2022-06-09,-1,control,continuation,False,False,0.01,0.895
2022-06-09,-1,control,continuation,False,False,0.056,0.744
2022-06-09,-1,control,continuation,False,True,0.056,0.5
2022-06-09,-1,control,continuation,False,False,0.016,0.389
2022-06-09,-1,control,continuation,False,True,0.033,0.229
2022-06-09,-1,control,continuation,False,False,0.01,0.108
2022-06-10,-1,control,continuation,False,True,0.104,0.433
2022-06-10,-1,control,continuation,False,False,0.047,0.158
2022-06-10,1,control,reversal,False,True,0.104,0.25
2022-06-10,-1,control,reversal,False,False,0.079,0.079
2022-06-10,1,control,continuation,False,False,0.25,0.3
2022-06-10,1,control,continuation,False,False,0.073,0.243
2022-06-10,1,control,continuation,False,False,0.044,0.171
2022-06-10,1,control,reversal,False,True,0.085,0.032
2022-06-10,-1,control,continuation,False,False,0.044,0.193
2022-06-10,-1,control,unresolved,False,False,0.009,0.085
2022-06-13,-1,climax,continuation,False,False,0.167,0.765
2022-06-13,-1,control,continuation,False,True,0.033,0.65
2022-06-13,-1,control,continuation,False,False,0.033,0.474
2022-06-13,-1,control,continuation,False,False,0.049,0.359
2022-06-13,-1,control,reversal,False,True,0.85,0.199
2022-06-13,1,control,continuation,False,False,0.026,0.605
2022-06-13,1,climax,continuation,False,False,0.036,0.392
2022-06-13,1,climax,continuation,False,False,0.023,0.15
2022-06-13,-1,control,continuation,False,False,0.02,0.66
2022-06-13,-1,control,reversal,False,False,0.059,0.48
2022-06-13,1,control,reversal,False,True,0.866,0.0
2022-06-13,-1,control,reversal,False,False,0.307,0.431
