metric,bucket,n,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
tempo,19,6111,3.395284,3.906542,4.328941,4.602818,4.925821,5.174591,5.369737,5.533907,5.733218,5.890659,6.07708,6.303612,6.486891,6.677426,6.822799,6.953638,7.08385,7.231247,7.390533,7.53702,7.725557,7.870303,7.995375,8.136984,8.255768,8.379921,8.503338,8.653728,8.800051,8.971741,9.121148,9.273062,9.442546,9.611422,9.778962,9.929531,10.075415,10.242405,10.417088,10.585988,10.77116,10.882626,11.029572,11.185781,11.374189,11.512427,11.689686,11.84925,12.068783,12.220723,12.418163,12.597996,12.841979,13.04073,13.260456,13.526421,13.761872,13.974895,14.214518,14.442969,14.639139,14.915679,15.19824,15.461934,15.753071,16.03649,16.352933,16.686326,17.072376,17.465699,17.826641,18.241029,18.599339,19.033248,19.426603,19.919984,20.396941,20.887014,21.412922,21.948013,22.526253,23.168927,23.905732,24.521991,25.295093,26.066185,26.870399,27.933894,28.87007,30.362788,31.87071,33.597903,35.198982,37.170696,39.143915,42.640277,47.19834,54.620909,74.943519
tempo,20,6834,3.33638,4.023192,4.409621,4.700929,4.963931,5.189116,5.413533,5.594193,5.815449,5.969282,6.138955,6.286123,6.48253,6.656643,6.806408,6.936612,7.134987,7.335221,7.503223,7.654305,7.809085,7.98664,8.161644,8.303298,8.45584,8.637959,8.784561,8.95598,9.118765,9.297283,9.45176,9.633186,9.839245,9.979341,10.164391,10.329864,10.509136,10.732991,10.899469,11.149035,11.389734,11.571993,11.802634,12.015527,12.206958,12.436742,12.631349,12.908485,13.109781,13.350264,13.630535,13.876279,14.132426,14.400532,14.660812,14.952176,15.252371,15.506936,15.813809,16.151356,16.519619,16.819845,17.16495,17.577816,17.937462,18.329682,18.783708,19.08939,19.632527,20.132237,20.731446,21.3403,21.976421,22.597045,23.485436,24.261992,25.108199,25.846292,26.625749,27.473535,28.749972,30.26871,31.597959,33.056146,35.308397,37.575981,39.549572,42.272206,44.7907,47.527605,51.308406,55.574463,61.666598,66.970022,74.300279,83.904949,95.104446,115.134144,146.296515
tempo,21,6511,3.620537,4.178483,4.601501,4.945901,5.215034,5.411415,5.602974,5.87244,6.046372,6.187726,6.397175,6.572059,6.725803,6.877061,7.053708,7.200531,7.391963,7.563125,7.706065,7.848909,7.996938,8.191161,8.359187,8.491978,8.644465,8.769114,8.924291,9.097613,9.246632,9.421303,9.603907,9.761308,9.917766,10.107433,10.300366,10.455939,10.62923,10.809726,10.992352,11.21554,11.402824,11.618966,11.841324,12.079544,12.28785,12.507884,12.765367,13.001019,13.212807,13.455238,13.699129,13.930558,14.216908,14.44472,14.737812,15.075373,15.417792,15.707324,15.9737,16.319278,16.635404,17.0122,17.346678,17.736219,18.151393,18.462468,18.880763,19.265576,19.720995,20.120908,20.623373,21.059575,21.545945,22.036649,22.518769,23.087336,23.584626,24.347563,25.165887,25.790138,26.694575,27.596969,28.67495,29.624894,30.726583,31.780123,33.286029,34.538806,36.131403,38.021492,40.10453,42.637902,45.704188,49.367641,53.151517,58.810063,65.943757,76.356001,98.838174
tempo,22,7222,4.008179,4.611819,4.963295,5.22658,5.523279,5.749153,5.977953,6.203603,6.424944,6.622896,6.795459,6.974542,7.14791,7.381634,7.559433,7.740004,7.968737,8.116516,8.28268,8.45921,8.624332,8.786967,8.955732,9.147653,9.324517,9.507162,9.682706,9.828457,9.985444,10.173286,10.351464,10.513496,10.692093,10.881978,11.05282,11.254793,11.457132,11.638022,11.85567,12.052462,12.289339,12.494842,12.681022,12.899832,13.106533,13.313971,13.555174,13.767584,14.001175,14.206219,14.492528,14.730559,14.977991,15.228103,15.486756,15.713388,15.998844,16.23984,16.509409,16.800262,17.161625,17.400555,17.704441,18.002259,18.376886,18.788207,19.139103,19.47402,19.938584,20.36602,20.818096,21.254564,21.704962,22.184459,22.818441,23.26795,23.758106,24.369434,25.006881,25.692007,26.457422,27.24535,28.23202,28.968125,30.129697,31.225481,32.514196,34.158566,35.477744,36.979785,38.558242,40.883889,43.75789,46.559684,49.704415,55.456498,60.700703,69.006253,86.39112
tempo,23,6862,4.219785,4.72634,5.067495,5.309644,5.558278,5.818267,6.072222,6.287206,6.494475,6.690508,6.866575,7.05173,7.220438,7.386739,7.535557,7.696068,7.831539,7.981029,8.144689,8.283801,8.435361,8.621579,8.7618,8.95173,9.125822,9.299112,9.431569,9.607836,9.776405,9.943876,10.111156,10.316155,10.486969,10.63499,10.79268,10.930067,11.124384,11.291797,11.508369,11.695059,11.876866,12.062352,12.300886,12.496113,12.739186,12.94861,13.137219,13.344469,13.582539,13.844718,14.073779,14.259323,14.444655,14.719283,14.932031,15.113912,15.339515,15.568828,15.818715,16.045931,16.306673,16.610986,16.940902,17.249212,17.601735,17.973086,18.334199,18.708448,19.067209,19.470043,19.849611,20.316707,20.733928,21.146698,21.555932,21.977005,22.473816,22.983786,23.629571,24.233506,24.817845,25.68296,26.558453,27.342605,28.157073,29.024392,29.981428,30.999158,32.004875,33.326452,34.7155,36.51758,38.068819,40.378604,42.449958,45.014101,49.116196,54.065988,66.122337
tempo,24,7872,4.95068,5.522781,5.886957,6.234647,6.527598,6.798369,7.049159,7.258014,7.506994,7.694487,7.923088,8.113222,8.31884,8.501624,8.663467,8.859281,9.041177,9.236521,9.400229,9.5687,9.731279,9.914773,10.100106,10.276392,10.456388,10.642773,10.818824,10.988448,11.178422,11.325744,11.48313,11.644644,11.830663,11.985624,12.152363,12.366778,12.617929,12.814243,13.007556,13.207012,13.407072,13.596645,13.787514,14.003376,14.187439,14.385889,14.580109,14.795491,15.065197,15.254631,15.506452,15.752756,15.996285,16.235849,16.452104,16.722609,17.000647,17.306718,17.614172,17.927731,18.237114,18.598176,18.892025,19.225151,19.558771,19.898153,20.206171,20.553201,20.889817,21.203656,21.543713,22.022928,22.508846,23.012602,23.450583,23.89256,24.321876,24.809935,25.312362,25.824314,26.537926,27.218539,27.867651,28.582345,29.344157,30.239347,31.096682,32.060948,33.139002,34.389766,35.68619,37.379412,39.032078,41.320804,44.052842,47.853953,52.841293,60.291851,72.451365
tempo,25,16453,9.14301,10.275271,11.125735,11.862343,12.513917,13.109124,13.662038,14.269161,14.775577,15.264338,15.746992,16.29015,16.737409,17.153568,17.577161,18.026393,18.423569,18.812327,19.2491,19.658532,20.040438,20.493062,20.892276,21.30337,21.71038,22.156008,22.540732,23.005752,23.425632,23.851686,24.288307,24.730871,25.197348,25.722409,26.165121,26.622274,27.121356,27.584021,28.112019,28.608811,29.150846,29.6927,30.367226,30.912918,31.525564,32.151176,32.751836,33.431014,34.017994,34.759198,35.460937,36.230006,37.044228,37.776667,38.764527,39.555127,40.433701,41.501297,42.566299,43.826614,44.909714,46.134053,47.329696,48.74641,50.047294,51.704045,53.200201,55.149135,57.180497,59.152126,61.30457,63.809396,66.481398,69.14528,72.202971,75.743912,79.665865,83.681136,88.994215,94.636451,100.694628,107.751523,116.68657,125.091403,134.447164,145.171486,156.73256,172.333497,188.402856,207.557289,226.915508,253.05314,286.098686,323.745903,375.772468,425.326884,490.584646,615.47069,847.784084
tempo,26,4620,3.310888,3.517377,3.756253,3.930873,4.091745,4.288588,4.467544,4.642991,4.760749,4.965529,5.130525,5.339535,5.486285,5.641835,5.799868,5.998152,6.134173,6.288905,6.507538,6.701516,6.901142,7.03266,7.198602,7.471116,7.623563,7.786259,7.981618,8.165786,8.410747,8.628132,8.849963,9.068128,9.296662,9.508729,9.734734,9.942236,10.115217,10.363251,10.596178,10.896352,11.229242,11.58232,11.923972,12.363456,12.595862,12.978693,13.40314,13.679303,13.959796,14.308248,14.700315,15.061103,15.471936,16.032301,16.660098,17.037512,17.663529,18.230876,18.817372,19.289452,19.889308,20.600803,21.265948,21.887987,22.723212,23.458043,24.250027,25.303181,26.419388,27.268878,28.090735,29.326773,30.215326,31.240888,32.494743,33.441325,34.614578,35.95951,37.072151,38.782372,40.329684,41.891234,43.660508,46.100875,49.245758,51.004301,53.210665,56.445578,59.962758,63.092692,66.887285,71.078792,75.147399,83.350922,90.057156,99.398226,112.810178,140.206864,189.322055
range,-1,235350,1.75,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.25,6.25,6.25,6.5,6.5,6.75,7.0,7.0,7.25,7.5,7.75,8.0,8.5,8.75,9.5,10.25,12.0
range,0,20048,1.75,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.755,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.25,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.5,7.75,8.0,8.25,8.5,9.25,10.0,11.0
range,1,14592,1.75,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.0,7.25,7.5,7.75,8.0,8.25,8.5,9.0,9.75,10.5,12.0
range,2,15159,1.75,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,5.75,5.75,6.0,6.0,6.25,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.25,7.5,7.75,8.0,8.5,8.75,9.5,10.25,12.0
range,3,12297,1.75,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.0,7.25,7.5,7.75,8.0,8.25,8.75,9.25,10.25,12.0
range,4,11298,1.75,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.25,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.5,7.5,8.0,8.25,8.75,9.25,10.25,11.75
range,5,9969,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.5,7.75,8.0,8.25,8.75,9.25,10.0,11.5
range,6,9449,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.5,7.75,8.0,8.5,9.0,9.75,11.5
range,7,8406,1.75,2.0,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,7.0,7.0,7.25,7.5,7.75,8.25,8.75,9.25,10.0,11.4875
range,8,8247,1.75,2.0,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.5,7.75,8.0,8.5,9.0,9.5,11.25
range,9,7167,1.75,2.0,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.5,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,7.0,7.0,7.25,7.5,7.75,8.0,8.5,9.25,10.0,11.5
range,10,6953,1.75,2.0,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,7.0,7.25,7.25,7.5,8.0,8.25,8.75,9.25,10.25,11.75
range,11,6265,1.75,2.0,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,7.0,7.0,7.25,7.5,8.0,8.25,8.5,9.25,10.0,11.5
range,12,6186,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.95,7.0,7.25,7.25,7.5,7.75,8.0,8.5,9.0,9.5,10.5,12.5
range,13,5928,1.75,2.0,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.0,7.25,7.5,7.75,8.0,8.4125,8.75,9.5,10.5,12.4325
range,14,6395,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.25,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.5,7.5,7.75,8.25,8.75,9.25,10.28,12.75
range,15,5898,1.75,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,5.75,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.25,7.5,8.0,8.25,8.75,9.25,10.0,11.75,16.2575
range,16,6020,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.5,7.75,8.0,8.25,8.5,9.0,10.0,11.5,15.25
range,17,5529,1.75,2.0,2.0,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.25,7.5,7.75,8.0,8.25,8.75,9.25,10.25,11.75,15.0
range,18,7059,1.75,2.0,2.0,2.25,2.25,2.37,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.25,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.0,7.25,7.25,7.5,7.75,8.0,8.25,8.5,9.0,9.25,10.0,10.75,11.71,14.0
range,19,6111,1.75,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.25,7.5,7.75,8.0,8.5,8.75,9.5,10.25,12.225
range,20,6834,1.75,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.75,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.25,7.25,7.5,7.75,8.0,8.25,8.5,8.75,9.25,9.75,10.5,11.5,13.6675
range,21,6511,1.75,2.0,2.0,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.25,3.25,3.25,3.25,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.0,4.25,4.25,4.25,4.25,4.25,4.25,4.5,4.5,4.5,4.5,4.75,4.75,4.75,4.75,4.75,5.0,5.0,5.0,5.0,5.25,5.25,5.25,5.25,5.5,5.5,5.5,5.5,5.75,5.75,5.75,6.0,6.0,6.0,6.25,6.25,6.5,6.5,6.75,6.75,7.0,7.0,7.25,7.5,7.75,8.0,8.25,8.5,8.75,9.25,9.75,10.75,12.25
