i,short,en,st0,stop,rk,tg,r1,r2,hit1,hit2,date,f1,f2,f3,f4,res,pnl,year
216,True,4474.75,4480.25,4480.25,5.5,4463.75,4469.25,4463.75,True,False,2022-10-13,True,False,False,True,target,11.0,2022
219,False,4470.25,4460.75,4460.75,9.5,4489.25,4479.75,4489.25,False,False,2022-10-13,False,True,True,False,rev,-3.75,2022
220,True,4466.5,4471.0,4471.0,4.5,4457.5,4462.0,4457.5,False,False,2022-10-13,False,False,False,True,target,9.0,2022
228,False,4452.0,4447.0,4447.0,5.0,4462.0,4457.0,4462.0,False,False,2022-10-13,True,True,False,False,rev,-2.5,2022
229,True,4449.5,4456.0,4456.0,6.5,4436.5,4443.0,4436.5,False,False,2022-10-13,False,False,False,True,rev,-2.0,2022
230,False,4451.5,4446.25,4446.25,5.25,4462.0,4456.75,4462.0,False,False,2022-10-13,False,False,False,False,stop,-5.25,2022
233,True,4448.75,4454.75,4454.75,6.0,4436.75,4442.75,4436.75,True,False,2022-10-13,False,False,True,True,rev,1.0,2022
236,False,4447.75,4442.25,4442.25,5.5,4458.75,4453.25,4458.75,True,False,2022-10-13,False,False,True,False,target,11.0,2022
251,True,4463.0,4466.75,4466.75,3.75,4455.5,4459.25,4455.5,False,False,2022-10-13,True,False,False,True,target,7.5,2022
295,True,4456.75,4464.25,4464.25,7.5,4441.75,4449.25,4441.75,False,False,2022-10-13,False,True,True,True,stop,-7.5,2022
1,True,4509.0,4513.0,4513.0,4.0,4501.0,4505.0,4501.0,False,False,2022-10-14,False,False,True,True,stop,-4.0,2022
2,False,4514.5,4507.5,4507.5,7.0,4528.5,4521.5,4528.5,False,False,2022-10-14,False,False,True,False,rev,-0.5,2022
3,True,4514.0,4516.75,4516.75,2.75,4508.5,4511.25,4508.5,False,False,2022-10-14,True,False,False,True,target,5.5,2022
5,False,4511.25,4504.25,4504.25,7.0,4525.25,4518.25,4525.25,True,False,2022-10-14,True,False,False,False,stop,-7.0,2022
37,False,4490.5,4487.75,4487.75,2.75,4496.0,4493.25,4496.0,False,False,2022-10-14,True,False,False,False,target,5.5,2022
57,False,4464.0,4457.75,4457.75,6.25,4476.5,4470.25,4476.5,True,False,2022-10-14,True,False,False,False,rev,4.0,2022
60,True,4468.0,4475.25,4475.25,7.25,4453.5,4460.75,4453.5,True,False,2022-10-14,False,True,True,False,rev,5.5,2022
63,False,4462.5,4458.75,4458.75,3.75,4470.0,4466.25,4470.0,True,False,2022-10-14,False,False,True,False,target,7.5,2022
85,False,4453.0,4447.75,4447.75,5.25,4463.5,4458.25,4463.5,False,False,2022-10-14,True,False,False,False,stop,-5.25,2022
114,True,4448.0,4451.0,4451.0,3.0,4442.0,4445.0,4442.0,True,False,2022-10-14,False,False,False,False,stop,-3.0,2022
188,False,4427.25,4422.75,4422.75,4.5,4436.25,4431.75,4436.25,False,False,2022-10-14,True,False,False,False,eb_scr,-0.25,2022
329,False,4404.5,4402.0,4402.0,2.5,4409.5,4407.0,4409.5,False,False,2022-10-14,False,False,True,False,stop,-2.5,2022
1,False,4577.25,4575.0,4575.0,2.25,4581.75,4579.5,4581.75,True,False,2022-10-18,False,False,False,False,stop,-2.25,2022
5,True,4579.25,4582.0,4582.0,2.75,4573.75,4576.5,4573.75,False,False,2022-10-18,False,False,False,True,eb_scr,0.75,2022
311,False,4539.5,4533.0,4533.0,6.5,4552.5,4546.0,4552.5,False,False,2022-10-18,False,True,True,False,stop,-6.5,2022
313,True,4532.75,4543.5,4543.5,10.75,4511.25,4522.0,4511.25,False,False,2022-10-18,True,True,True,True,rev,0.75,2022
314,False,4532.0,4527.75,4527.75,4.25,4540.5,4536.25,4540.5,True,False,2022-10-18,False,False,False,False,target,8.5,2022
147,False,4504.75,4501.5,4501.5,3.25,4511.25,4508.0,4511.25,False,False,2022-10-19,True,False,False,False,eb_scr,-2.0,2022
164,False,4489.0,4481.0,4481.0,8.0,4505.0,4497.0,4505.0,False,False,2022-10-19,True,False,True,True,eb_scr,-4.0,2022
188,False,4482.25,4478.0,4478.0,4.25,4490.75,4486.5,4490.75,False,False,2022-10-20,True,False,False,True,eb_scr,-0.75,2022
1,False,4471.0,4468.0,4468.0,3.0,4477.0,4474.0,4477.0,False,False,2022-10-21,False,False,False,True,stop,-3.0,2022
2,True,4463.25,4473.25,4473.25,10.0,4443.25,4453.25,4443.25,False,False,2022-10-21,False,True,True,False,rev,0.25,2022
3,False,4463.0,4459.75,4459.75,3.25,4469.5,4466.25,4469.5,True,False,2022-10-21,True,False,False,True,target,6.5,2022
8,True,4473.5,4480.25,4480.25,6.75,4460.0,4466.75,4460.0,False,False,2022-10-21,True,True,True,False,stop,-6.75,2022
9,False,4481.75,4472.0,4472.0,9.75,4501.25,4491.5,4501.25,False,False,2022-10-21,False,False,True,False,eb_scr,-4.25,2022
109,False,4491.0,4487.25,4487.25,3.75,4498.5,4494.75,4498.5,True,False,2022-10-21,True,False,False,False,target,7.5,2022
127,True,4505.0,4507.0,4507.0,2.0,4501.0,4503.0,4501.0,False,False,2022-10-21,True,False,False,False,target,4.0,2022
129,False,4504.75,4498.25,4498.25,6.5,4517.75,4511.25,4517.75,False,False,2022-10-21,False,False,False,False,stop,-6.5,2022
190,True,4513.5,4521.75,4521.75,8.25,4497.0,4505.25,4497.0,False,False,2022-10-21,True,False,True,False,rev,-5.25,2022
191,False,4518.75,4511.25,4511.25,7.5,4533.75,4526.25,4533.75,False,False,2022-10-21,False,True,False,False,eb_scr,-1.25,2022
205,True,4530.75,4534.0,4534.0,3.25,4524.25,4527.5,4524.25,False,False,2022-10-21,True,False,False,False,rev,-0.75,2022
206,False,4531.5,4528.5,4528.5,3.0,4537.5,4534.5,4537.5,True,False,2022-10-21,False,False,True,False,stop,-3.0,2022
194,False,4667.25,4661.75,4661.75,5.5,4678.25,4672.75,4678.25,False,False,2022-10-25,True,False,False,False,rev,-2.75,2022
195,True,4664.5,4672.25,4672.25,7.75,4649.0,4656.75,4649.0,True,False,2022-10-25,False,False,False,True,open,9.0,2022
36,False,4661.5,4653.0,4653.0,8.5,4678.5,4670.0,4678.5,False,False,2022-10-26,False,False,True,False,rev,-0.75,2022
37,True,4660.75,4663.75,4663.75,3.0,4654.75,4657.75,4654.75,False,False,2022-10-26,False,False,False,False,stop,-3.0,2022
38,False,4666.0,4659.25,4659.25,6.75,4679.5,4672.75,4679.5,False,False,2022-10-26,False,True,True,False,rev,-3.5,2022
39,True,4662.5,4666.75,4666.75,4.25,4654.0,4658.25,4654.0,True,False,2022-10-26,True,False,False,False,target,8.5,2022
149,False,4668.75,4666.25,4666.25,2.5,4673.75,4671.25,4673.75,False,False,2022-10-26,True,False,False,False,stop,-2.5,2022
170,False,4647.5,4642.75,4642.75,4.75,4657.0,4652.25,4657.0,True,False,2022-10-27,False,False,False,False,stop,-4.75,2022
1,False,4690.0,4688.0,4688.0,2.0,4694.0,4692.0,4694.0,True,False,2022-10-31,False,False,False,False,stop,-2.0,2022
102,False,4691.5,4687.25,4687.25,4.25,4700.0,4695.75,4700.0,True,False,2022-10-31,True,False,False,False,target,8.5,2022
32,False,4697.75,4690.5,4690.5,7.25,4712.25,4705.0,4712.25,False,False,2022-11-01,True,False,False,False,eb_scr,-5.75,2022
106,False,4659.5,4643.75,4643.75,15.75,4691.0,4675.25,4691.0,True,False,2022-11-02,False,False,False,True,rev,16.0,2022
108,True,4675.5,4683.0,4683.0,7.5,4660.5,4668.0,4660.5,False,False,2022-11-02,True,False,False,False,stop,-7.5,2022
109,False,4688.25,4673.0,4673.0,15.25,4718.75,4703.5,4718.75,False,False,2022-11-02,False,False,True,False,rev,-5.5,2022
111,True,4682.75,4694.0,4694.0,11.25,4660.25,4671.5,4660.25,False,False,2022-11-02,True,False,True,False,stop,-11.25,2022
112,False,4690.25,4681.25,4681.25,9.0,4708.25,4699.25,4708.25,True,False,2022-11-02,False,False,False,False,rev,7.5,2022
115,True,4697.75,4704.0,4704.0,6.25,4685.25,4691.5,4685.25,True,False,2022-11-02,True,False,True,False,rev,3.75,2022
117,False,4694.0,4689.75,4689.75,4.25,4702.5,4698.25,4702.5,True,False,2022-11-02,False,False,False,False,rev,1.5,2022
120,True,4695.5,4702.25,4702.25,6.75,4682.0,4688.75,4682.0,False,False,2022-11-02,False,False,True,False,rev,-0.5,2022
121,False,4696.0,4690.75,4690.75,5.25,4706.5,4701.25,4706.5,False,False,2022-11-02,False,False,False,False,stop,-5.25,2022
122,True,4688.25,4699.25,4699.25,11.0,4666.25,4677.25,4666.25,False,False,2022-11-02,False,True,True,False,stop,-11.0,2022
146,False,4683.25,4676.5,4676.5,6.75,4696.75,4690.0,4696.75,False,False,2022-11-02,True,False,False,False,eb_scr,-1.25,2022
176,False,4674.25,4662.75,4662.75,11.5,4697.25,4685.75,4697.25,False,False,2022-11-02,True,False,True,False,stop,-11.5,2022
210,False,4665.0,4659.0,4659.0,6.0,4677.0,4671.0,4677.0,False,False,2022-11-02,False,True,False,False,eb_scr,-2.25,2022
218,False,4647.75,4644.0,4644.0,3.75,4655.25,4651.5,4655.25,False,False,2022-11-02,True,False,False,True,stop,-3.75,2022
219,True,4640.25,4650.25,4650.25,10.0,4620.25,4630.25,4620.25,True,False,2022-11-02,False,False,True,False,target,20.0,2022
247,False,4632.0,4628.25,4628.25,3.75,4639.5,4635.75,4639.5,False,False,2022-11-02,False,False,False,True,target,7.5,2022
254,True,4649.0,4653.25,4653.25,4.25,4640.5,4644.75,4640.5,False,False,2022-11-02,True,False,False,False,stop,-4.25,2022
255,False,4653.75,4645.5,4645.5,8.25,4670.25,4662.0,4670.25,False,False,2022-11-02,False,False,True,True,stop,-8.25,2022
256,True,4645.75,4656.0,4656.0,10.25,4625.25,4635.5,4625.25,True,False,2022-11-02,True,False,True,False,target,20.5,2022
271,False,4613.75,4609.75,4609.75,4.0,4621.75,4617.75,4621.75,False,False,2022-11-02,True,True,False,True,stop,-4.0,2022
272,True,4610.0,4615.5,4615.5,5.5,4599.0,4604.5,4599.0,True,False,2022-11-02,False,False,True,False,target,11.0,2022
281,False,4588.25,4585.5,4585.5,2.75,4593.75,4591.0,4593.75,False,False,2022-11-02,True,False,False,True,target,5.5,2022
283,True,4590.75,4595.5,4595.5,4.75,4581.25,4586.0,4581.25,True,False,2022-11-02,False,False,False,False,stop,-4.75,2022
25,False,4531.25,4522.5,4522.5,8.75,4548.75,4540.0,4548.75,False,False,2022-11-03,True,True,True,True,stop,-8.75,2022
123,True,4635.75,4637.75,4637.75,2.0,4631.75,4633.75,4631.75,False,False,2022-11-08,False,False,False,True,stop,-2.0,2022
59,False,4602.5,4600.25,4600.25,2.25,4607.0,4604.75,4607.0,False,False,2022-11-09,True,False,False,False,target,4.5,2022
130,True,4596.0,4602.25,4602.25,6.25,4583.5,4589.75,4583.5,False,False,2022-11-09,False,False,True,False,eb_scr,-3.25,2022
143,True,4795.5,4798.5,4798.5,3.0,4789.5,4792.5,4789.5,False,False,2022-11-15,False,False,False,False,target,6.0,2022
146,False,4787.75,4779.75,4779.75,8.0,4803.75,4795.75,4803.75,False,False,2022-11-15,True,True,True,False,stop,-8.0,2022
147,True,4780.0,4788.5,4788.5,8.5,4763.0,4771.5,4763.0,False,False,2022-11-15,False,True,True,False,rev,-1.5,2022
148,False,4781.5,4778.5,4778.5,3.0,4787.5,4784.5,4787.5,True,False,2022-11-15,True,False,False,False,target,6.0,2022
151,False,4788.25,4781.0,4781.0,7.25,4802.75,4795.5,4802.75,False,False,2022-11-15,False,True,True,False,rev,-2.75,2022
152,True,4785.5,4790.75,4790.75,5.25,4775.0,4780.25,4775.0,True,False,2022-11-15,False,False,False,False,rev,4.25,2022
155,False,4781.25,4775.0,4775.0,6.25,4793.75,4787.5,4793.75,False,False,2022-11-15,True,False,False,False,rev,-1.5,2022
156,True,4779.75,4784.0,4784.0,4.25,4771.25,4775.5,4771.25,True,False,2022-11-15,False,False,False,False,stop,-4.25,2022
159,False,4781.25,4773.0,4773.0,8.25,4797.75,4789.5,4797.75,False,False,2022-11-15,True,True,True,False,rev,-3.0,2022
160,True,4778.25,4785.75,4785.75,7.5,4763.25,4770.75,4763.25,True,False,2022-11-15,False,False,False,False,rev,4.25,2022
164,False,4774.0,4767.5,4767.5,6.5,4787.0,4780.5,4787.0,False,False,2022-11-15,True,True,True,False,rev,-4.25,2022
165,True,4769.75,4777.25,4777.25,7.5,4754.75,4762.25,4754.75,False,False,2022-11-15,False,False,False,False,rev,-1.0,2022
166,False,4770.75,4764.25,4764.25,6.5,4783.75,4777.25,4783.75,True,False,2022-11-15,False,False,False,False,target,13.0,2022
170,True,4782.0,4785.5,4785.5,3.5,4775.0,4778.5,4775.0,False,False,2022-11-15,False,False,False,False,stop,-3.5,2022
174,False,4792.0,4780.75,4780.75,11.25,4814.5,4803.25,4814.5,False,False,2022-11-15,False,True,True,False,rev,-3.5,2022
175,True,4788.5,4793.5,4793.5,5.0,4778.5,4783.5,4778.5,True,False,2022-11-15,True,False,False,False,target,10.0,2022
177,False,4782.0,4777.75,4777.75,4.25,4790.5,4786.25,4790.5,False,False,2022-11-15,False,False,False,False,stop,-4.25,2022
203,True,4795.5,4804.25,4804.25,8.75,4778.0,4786.75,4778.0,False,False,2022-11-15,True,False,False,False,stop,-8.75,2022
98,True,4777.5,4784.75,4784.75,7.25,4763.0,4770.25,4763.0,False,False,2022-11-30,True,False,False,False,rev,0.25,2022
100,False,4777.25,4770.75,4770.75,6.5,4790.25,4783.75,4790.25,True,False,2022-11-30,False,False,False,False,rev,5.25,2022
102,True,4782.5,4788.75,4788.75,6.25,4770.0,4776.25,4770.0,False,False,2022-11-30,False,False,False,False,rev,-5.5,2022
104,False,4788.0,4779.75,4779.75,8.25,4804.5,4796.25,4804.5,False,False,2022-11-30,False,True,True,False,rev,-5.75,2022
105,True,4782.25,4788.5,4788.5,6.25,4769.75,4776.0,4769.75,True,False,2022-11-30,False,False,False,True,stop,-6.25,2022
117,True,4796.5,4802.5,4802.5,6.0,4784.5,4790.5,4784.5,False,False,2022-11-30,True,False,False,True,eb_scr,-2.25,2022
127,False,4786.0,4777.75,4777.75,8.25,4802.5,4794.25,4802.5,True,False,2022-11-30,False,False,False,False,target,16.5,2022
140,True,4810.75,4813.25,4813.25,2.5,4805.75,4808.25,4805.75,False,False,2022-11-30,True,False,False,True,stop,-2.5,2022
141,False,4815.75,4809.25,4809.25,6.5,4828.75,4822.25,4828.75,True,False,2022-11-30,False,True,True,False,target,13.0,2022
164,True,4844.0,4847.5,4847.5,3.5,4837.0,4840.5,4837.0,True,False,2022-11-30,True,False,False,True,stop,-3.5,2022
252,False,4886.75,4882.25,4882.25,4.5,4895.75,4891.25,4895.75,False,False,2022-11-30,False,True,True,False,rev,-3.25,2022
256,True,4883.5,4888.75,4888.75,5.25,4873.0,4878.25,4873.0,False,False,2022-11-30,True,True,True,True,rev,-2.5,2022
258,False,4886.0,4880.25,4880.25,5.75,4897.5,4891.75,4897.5,True,False,2022-11-30,False,True,True,False,open,6.0,2022
45,False,4739.5,4731.75,4731.75,7.75,4755.0,4747.25,4755.0,False,False,2022-12-07,False,True,True,False,rev,0.25,2022
46,True,4739.75,4743.0,4743.0,3.25,4733.25,4736.5,4733.25,True,False,2022-12-07,False,False,False,False,rev,1.5,2022
48,False,4738.25,4733.75,4733.75,4.5,4747.25,4742.75,4747.25,True,False,2022-12-07,False,False,False,False,target,9.0,2022
170,False,4805.5,4800.25,4800.25,5.25,4816.0,4810.75,4816.0,True,False,2022-12-13,True,True,True,False,target,10.5,2022
182,False,4800.75,4797.75,4797.75,3.0,4806.75,4803.75,4806.75,False,False,2022-12-13,False,False,False,False,stop,-3.0,2022
183,True,4800.25,4805.0,4805.0,4.75,4790.75,4795.5,4790.75,False,False,2022-12-13,False,True,True,True,stop,-4.75,2022
94,False,4829.75,4822.25,4822.25,7.5,4844.75,4837.25,4844.75,False,False,2022-12-14,True,False,False,False,eb_scr,-4.5,2022
177,True,4795.25,4801.25,4801.25,6.0,4783.25,4789.25,4783.25,False,False,2022-12-14,False,False,False,False,rev,0.5,2022
178,False,4794.75,4789.25,4789.25,5.5,4805.75,4800.25,4805.75,False,False,2022-12-14,False,False,True,True,stop,-5.5,2022
179,True,4789.25,4799.25,4799.25,10.0,4769.25,4779.25,4769.25,False,False,2022-12-14,False,False,True,False,eb_scr,-5.25,2022
197,True,4813.5,4819.25,4819.25,5.75,4802.0,4807.75,4802.0,False,False,2022-12-14,True,False,False,False,eb_scr,-4.75,2022
207,True,4829.0,4834.0,4834.0,5.0,4819.0,4824.0,4819.0,False,False,2022-12-14,True,False,False,False,stop,-5.0,2022
215,False,4825.75,4819.75,4819.75,6.0,4837.75,4831.75,4837.75,False,False,2022-12-14,False,False,False,False,stop,-6.0,2022
226,True,4696.75,4701.5,4701.5,4.75,4687.25,4692.0,4687.25,False,False,2022-12-15,False,True,True,False,eb_scr,-2.25,2022
16,False,4672.0,4666.25,4666.25,5.75,4683.5,4677.75,4683.5,False,False,2022-12-16,False,False,False,True,eb_scr,0.5,2022
3,False,4638.0,4634.75,4634.75,3.25,4644.5,4641.25,4644.5,False,False,2022-12-22,True,False,False,True,stop,-3.25,2022
204,False,4623.75,4620.0,4620.0,3.75,4631.25,4627.5,4631.25,False,False,2022-12-22,False,True,True,True,eb_scr,1.0,2022
31,False,4627.5,4624.0,4624.0,3.5,4634.5,4631.0,4634.5,False,False,2023-01-04,True,False,False,False,target,7.0,2023
37,True,4646.5,4651.75,4651.75,5.25,4636.0,4641.25,4636.0,True,False,2023-01-04,False,False,False,False,target,10.5,2023
42,False,4624.75,4620.25,4620.25,4.5,4633.75,4629.25,4633.75,False,False,2023-01-04,True,False,False,False,eb_scr,-3.25,2023
41,True,4619.5,4625.25,4625.25,5.75,4608.0,4613.75,4608.0,True,False,2023-01-05,True,False,False,False,target,11.5,2023
121,True,4603.5,4610.0,4610.0,6.5,4590.5,4597.0,4590.5,False,False,2023-01-05,False,False,False,False,stop,-6.5,2023
122,False,4612.75,4602.25,4602.25,10.5,4633.75,4623.25,4633.75,True,False,2023-01-05,False,True,True,True,stop,-10.5,2023
43,True,4621.25,4627.5,4627.5,6.25,4608.75,4615.0,4608.75,False,False,2023-01-06,False,False,True,True,stop,-6.25,2023
47,True,4628.75,4636.0,4636.0,7.25,4614.25,4621.5,4614.25,False,False,2023-01-06,True,False,False,True,eb_scr,-5.0,2023
71,True,4644.25,4646.5,4646.5,2.25,4639.75,4642.0,4639.75,False,False,2023-01-06,True,False,False,True,eb_scr,0.75,2023
24,False,4681.5,4677.5,4677.5,4.0,4689.5,4685.5,4689.5,False,False,2023-01-10,True,False,False,True,eb_scr,-1.0,2023
94,False,4739.25,4735.5,4735.5,3.75,4746.75,4743.0,4746.75,False,False,2023-01-11,False,False,False,False,eb_scr,1.0,2023
90,True,4755.25,4762.0,4762.0,6.75,4741.75,4748.5,4741.75,False,False,2023-01-12,False,False,True,False,stop,-6.75,2023
106,False,4751.75,4747.75,4747.75,4.0,4759.75,4755.75,4759.75,True,False,2023-01-12,False,False,False,False,target,8.0,2023
59,True,4811.25,4814.25,4814.25,3.0,4805.25,4808.25,4805.25,False,False,2023-01-23,True,False,False,True,eb_scr,-2.0,2023
19,True,4794.25,4798.0,4798.0,3.75,4786.75,4790.5,4786.75,False,False,2023-01-24,True,False,False,False,eb_scr,-2.5,2023
46,True,4797.25,4801.0,4801.0,3.75,4789.75,4793.5,4789.75,True,False,2023-01-24,False,False,False,False,target,7.5,2023
165,False,4814.25,4800.75,4800.75,13.5,4841.25,4827.75,4841.25,False,False,2023-01-24,False,True,True,False,open,1.0,2023
156,True,4858.5,4863.0,4863.0,4.5,4849.5,4854.0,4849.5,False,False,2023-01-31,True,True,True,True,open,2.0,2023
162,True,4891.25,4896.25,4896.25,5.0,4881.25,4886.25,4881.25,False,False,2023-02-01,True,False,False,True,stop,-5.0,2023
192,True,4907.0,4910.75,4910.75,3.75,4899.5,4903.25,4899.5,False,False,2023-02-01,True,False,False,True,stop,-3.75,2023
223,True,4926.5,4932.75,4932.75,6.25,4914.0,4920.25,4914.0,False,False,2023-02-01,True,False,True,True,eb_scr,-1.75,2023
233,False,4961.5,4958.5,4958.5,3.0,4967.5,4964.5,4967.5,False,False,2023-02-02,False,False,False,False,stop,-3.0,2023
1,True,4914.75,4918.25,4918.25,3.5,4907.75,4911.25,4907.75,False,False,2023-02-03,False,False,True,False,stop,-3.5,2023
2,False,4918.0,4912.0,4912.0,6.0,4930.0,4924.0,4930.0,True,False,2023-02-03,True,True,True,True,target,12.0,2023
71,True,4946.75,4951.5,4951.5,4.75,4937.25,4942.0,4937.25,False,False,2023-02-03,True,False,True,False,stop,-4.75,2023
74,True,4901.25,4904.5,4904.5,3.25,4894.75,4898.0,4894.75,True,False,2023-02-06,True,False,False,False,target,6.5,2023
81,True,4906.5,4912.25,4912.25,5.75,4895.0,4900.75,4895.0,True,False,2023-02-07,False,False,True,True,target,11.5,2023
84,False,4896.75,4892.75,4892.75,4.0,4904.75,4900.75,4904.75,False,False,2023-02-07,False,False,False,False,target,8.0,2023
96,False,4922.5,4916.25,4916.25,6.25,4935.0,4928.75,4935.0,False,False,2023-02-07,False,False,True,False,rev,0.25,2023
100,True,4922.75,4926.0,4926.0,3.25,4916.25,4919.5,4916.25,False,False,2023-02-07,False,True,False,True,stop,-3.25,2023
102,False,4927.0,4921.0,4921.0,6.0,4939.0,4933.0,4939.0,False,False,2023-02-07,False,False,True,False,rev,-0.5,2023
103,True,4926.5,4930.0,4930.0,3.5,4919.5,4923.0,4919.5,True,False,2023-02-07,True,False,False,True,stop,-3.5,2023
122,True,4937.0,4944.25,4944.25,7.25,4922.5,4929.75,4922.5,True,False,2023-02-07,False,False,True,True,rev,5.0,2023
128,False,4932.0,4929.0,4929.0,3.0,4938.0,4935.0,4938.0,False,False,2023-02-07,False,False,False,False,stop,-3.0,2023
141,False,4924.25,4921.25,4921.25,3.0,4930.25,4927.25,4930.25,False,False,2023-02-07,True,False,False,False,stop,-3.0,2023
142,True,4917.5,4924.75,4924.75,7.25,4903.0,4910.25,4903.0,True,False,2023-02-07,False,False,True,True,rev,8.0,2023
145,False,4909.5,4905.0,4905.0,4.5,4918.5,4914.0,4918.5,True,False,2023-02-07,True,False,False,False,rev,1.25,2023
149,True,4910.75,4917.25,4917.25,6.5,4897.75,4904.25,4897.75,False,False,2023-02-07,False,False,True,True,stop,-6.5,2023
152,True,4914.5,4920.0,4920.0,5.5,4903.5,4909.0,4903.5,False,False,2023-02-07,False,False,False,True,eb_scr,-2.75,2023
155,False,4910.5,4906.5,4906.5,4.0,4918.5,4914.5,4918.5,True,False,2023-02-07,False,False,False,False,stop,-4.0,2023
167,False,4887.75,4884.75,4884.75,3.0,4893.75,4890.75,4893.75,False,False,2023-02-07,True,False,False,False,stop,-3.0,2023
168,True,4884.0,4889.25,4889.25,5.25,4873.5,4878.75,4873.5,False,False,2023-02-07,False,True,True,False,rev,-0.5,2023
170,False,4884.5,4880.0,4880.0,4.5,4893.5,4889.0,4893.5,False,False,2023-02-07,True,False,True,False,stop,-4.5,2023
176,False,4878.25,4873.25,4873.25,5.0,4888.25,4883.25,4888.25,False,False,2023-02-07,False,True,True,True,eb_scr,-2.25,2023
47,False,4915.25,4913.0,4913.0,2.25,4919.75,4917.5,4919.75,True,False,2023-02-09,True,False,False,False,stop,-2.25,2023
68,False,4910.25,4908.25,4908.25,2.0,4914.25,4912.25,4914.25,False,False,2023-02-09,True,False,False,False,stop,-2.0,2023
51,True,4866.0,4872.5,4872.5,6.5,4853.0,4859.5,4853.0,False,False,2023-02-10,True,False,False,False,eb_scr,-3.25,2023
80,False,4908.0,4904.5,4904.5,3.5,4915.0,4911.5,4915.0,False,False,2023-02-14,True,False,False,False,stop,-3.5,2023
81,True,4902.0,4908.5,4908.5,6.5,4889.0,4895.5,4889.0,True,False,2023-02-14,False,True,True,False,target,13.0,2023
94,False,4888.5,4883.0,4883.0,5.5,4899.5,4894.0,4899.5,True,False,2023-02-14,True,False,False,False,target,11.0,2023
134,False,4882.5,4880.5,4880.5,2.0,4886.5,4884.5,4886.5,False,False,2023-02-14,True,False,False,False,stop,-2.0,2023
135,True,4879.0,4884.0,4884.0,5.0,4869.0,4874.0,4869.0,False,False,2023-02-14,False,True,True,False,rev,-1.25,2023
138,False,4880.25,4876.75,4876.75,3.5,4887.25,4883.75,4887.25,True,False,2023-02-14,True,False,True,False,stop,-3.5,2023
175,True,4902.75,4906.5,4906.5,3.75,4895.25,4899.0,4895.25,True,False,2023-02-16,False,False,False,False,target,7.5,2023
44,True,4778.5,4783.25,4783.25,4.75,4769.0,4773.75,4769.0,True,False,2023-02-27,False,False,True,True,target,9.5,2023
177,False,4744.5,4742.5,4742.5,2.0,4748.5,4746.5,4748.5,False,False,2023-02-28,True,False,False,True,rev,-0.75,2023
178,True,4743.75,4745.75,4745.75,2.0,4739.75,4741.75,4739.75,True,False,2023-02-28,False,False,True,False,target,4.0,2023
28,False,4738.25,4733.0,4733.0,5.25,4748.75,4743.5,4748.75,True,False,2023-03-01,False,False,False,True,stop,-5.25,2023
22,True,4801.25,4804.5,4804.5,3.25,4794.75,4798.0,4794.75,False,False,2023-03-07,False,False,False,False,rev,-1.5,2023
23,False,4802.75,4798.75,4798.75,4.0,4810.75,4806.75,4810.75,False,False,2023-03-07,False,False,False,True,stop,-4.0,2023
142,True,4795.75,4798.75,4798.75,3.0,4789.75,4792.75,4789.75,False,False,2023-03-07,True,False,False,False,target,6.0,2023
22,False,4754.5,4750.0,4750.0,4.5,4763.5,4759.0,4763.5,False,False,2023-03-08,True,False,False,True,rev,-2.5,2023
23,True,4752.0,4757.0,4757.0,5.0,4742.0,4747.0,4742.0,True,False,2023-03-08,False,False,True,False,rev,3.0,2023
25,False,4749.0,4745.5,4745.5,3.5,4756.0,4752.5,4756.0,False,False,2023-03-08,True,False,False,True,eb_scr,-1.0,2023
54,False,4768.75,4764.75,4764.75,4.0,4776.75,4772.75,4776.75,False,False,2023-03-08,False,True,True,False,stop,-4.0,2023
40,False,4771.75,4770.0,4770.0,1.75,4775.25,4773.5,4775.25,True,False,2023-03-09,True,False,False,False,target,3.5,2023
201,False,4689.75,4680.75,4680.75,9.0,4707.75,4698.75,4707.75,True,False,2023-03-09,True,False,True,True,rev,8.75,2023
213,True,4698.5,4703.5,4703.5,5.0,4688.5,4693.5,4688.5,False,False,2023-03-09,False,False,False,False,rev,-2.5,2023
214,False,4701.0,4695.75,4695.75,5.25,4711.5,4706.25,4711.5,False,False,2023-03-09,False,False,False,True,stop,-5.25,2023
133,False,4681.75,4678.75,4678.75,3.0,4687.75,4684.75,4687.75,False,False,2023-03-10,True,False,False,True,eb_scr,-1.0,2023
2,True,4590.75,4595.0,4595.0,4.25,4582.25,4586.5,4582.25,True,False,2023-03-13,True,False,False,False,rev,-3.75,2023
4,False,4594.5,4582.75,4582.75,11.75,4618.0,4606.25,4618.0,False,False,2023-03-13,True,False,True,True,eb_scr,-5.25,2023
115,True,4638.75,4642.0,4642.0,3.25,4632.25,4635.5,4632.25,False,False,2023-03-13,False,False,False,False,stop,-3.25,2023
116,False,4643.25,4636.25,4636.25,7.0,4657.25,4650.25,4657.25,True,False,2023-03-13,False,False,True,False,target,14.0,2023
125,True,4659.25,4664.0,4664.0,4.75,4649.75,4654.5,4649.75,True,False,2023-03-13,True,False,False,False,target,9.5,2023
145,False,4657.5,4650.75,4650.75,6.75,4671.0,4664.25,4671.0,False,False,2023-03-13,False,False,False,False,eb_scr,-0.25,2023
157,False,4654.0,4650.5,4650.5,3.5,4661.0,4657.5,4661.0,False,False,2023-03-13,False,False,False,False,stop,-3.5,2023
