i,short,tier,ratio,pnl,res,year
117,True,1,0.8685448180244281,-0.5,stop,2023
28,False,0,0.8457607066585536,10.5,target,2023
11,False,0,0.6723178481090751,5.0,target,2023
31,False,0,0.6170398045468793,4.5,target,2023
49,False,0,0.8093166655738253,-2.5,stop,2023
14,True,0,0.7917324336065873,-0.5,stop,2023
27,True,0,0.5258310968524745,2.5,target,2023
96,True,1,0.8734468542102628,-1.0,stop,2023
3,True,1,0.9958157125025616,-3.0,stop,2023
70,True,0,0.6095709721855858,1.0,target,2023
73,True,0,0.8376301691897116,-3.75,stop,2023
76,True,0,0.8438932042552909,-1.25,stop,2023
174,False,1,0.9681176504505428,-1.25,stop,2023
9,True,0,0.7221487292638441,-1.0,stop,2023
72,True,0,0.7963496520368079,-3.75,stop,2023
92,True,0,0.7723043396771847,-0.75,stop,2023
58,True,0,0.6998774972537375,4.0,target,2023
67,True,0,0.6032856158342131,4.0,target,2023
17,False,0,0.7231046956093626,-1.25,stop,2023
94,True,0,0.532857369712531,-1.5,stop,2023
110,True,0,0.6601726019244122,-1.0,stop,2023
92,True,1,0.9376942273084904,1.5,target,2023
11,True,0,0.6537509182784947,-0.75,stop,2023
101,False,0,0.6928218702217789,-2.0,stop,2023
110,False,0,0.7256817880637175,-3.75,stop,2023
179,True,0,0.8399263377837589,11.5,target,2023
194,True,0,0.5960479429867185,7.0,target,2023
46,True,1,0.9144751231042515,-3.5,stop,2023
61,True,0,0.6303961087476303,-0.75,stop,2023
55,True,0,0.6434899291654337,4.5,target,2023
111,True,0,0.6463119964398675,5.0,target,2023
49,False,0,0.7168775200630338,-3.0,stop,2023
62,False,0,0.7644080178131657,-1.5,stop,2023
102,False,1,1.1740747668190235,4.5,target,2023
153,False,0,0.7235977899785763,-1.25,stop,2023
42,False,0,0.7940816623989609,-0.75,stop,2023
37,False,1,1.0122858537926491,5.5,target,2023
68,False,0,0.785597066826958,3.5,target,2023
134,False,1,0.8599115465008836,-3.25,stop,2023
42,False,0,0.6711924057039612,4.0,target,2023
62,False,0,0.5897328093105445,-1.0,stop,2023
144,False,1,0.9603438567668364,3.0,target,2023
81,True,1,0.8900672727946842,-1.75,stop,2023
71,True,1,1.0141198897777535,-1.5,stop,2023
101,True,0,0.6796944664922441,-0.5,stop,2023
109,True,0,0.7669833489202059,5.0,target,2023
127,True,0,0.6510486980719539,-0.5,stop,2023
60,False,0,0.6558480412378797,4.5,target,2023
76,False,1,0.9185261588922066,-2.5,stop,2023
27,True,0,0.6529933040705665,4.5,target,2023
62,True,1,1.049904139231983,3.0,target,2023
66,False,0,0.7184202590379054,-1.0,stop,2023
58,True,0,0.7706294687338753,-3.25,stop,2023
66,True,0,0.8492750939387141,-1.25,stop,2023
85,True,1,1.0332144217781318,-1.75,stop,2023
95,True,0,0.6364210464189807,4.0,target,2023
19,False,0,0.8105065849623738,-2.25,stop,2023
4,True,1,0.9275610409290144,-1.0,stop,2023
45,True,0,0.7398768121033279,3.0,target,2023
108,True,0,0.755237518600998,-0.5,stop,2023
121,True,0,0.7096873339743843,3.0,target,2023
126,True,0,0.8023439309133984,-2.0,stop,2023
44,True,0,0.8268836627865529,-1.0,stop,2023
71,False,2,1.9229290120588718,16.0,target,2023
97,True,1,0.9269879101845087,-1.75,stop,2023
102,True,0,0.5716862307644636,4.5,target,2023
104,True,0,0.6942024326317119,8.0,target,2023
109,True,0,0.5810986067280727,0.25,eod,2023
44,False,0,0.7470168895291938,2.5,target,2023
51,False,0,0.7892536778586191,-0.75,stop,2023
82,False,0,0.7865930223034162,-1.5,stop,2023
111,False,0,0.739686297941241,-1.75,stop,2023
1,True,0,0.7100941406127012,-1.0,stop,2023
135,False,0,0.6858214095368114,-3.0,stop,2023
87,True,0,0.7009551125233155,-2.0,stop,2023
121,True,0,0.784920134232872,-1.25,stop,2023
196,False,0,0.7625257908919547,4.0,target,2023
210,False,0,0.7434014926669997,10.0,target,2023
265,False,0,0.7405063294596657,-2.0,stop,2023
77,False,0,0.7327432012919958,-2.0,stop,2023
111,False,0,0.7512475705678842,-3.5,stop,2023
135,False,0,0.6208509226580188,-1.5,stop,2023
89,True,0,0.6890212859790931,-1.5,stop,2023
114,True,0,0.6420580715857221,4.0,target,2023
76,False,0,0.7797957107099401,-2.25,stop,2023
97,False,0,0.6448936665939144,-1.5,stop,2023
68,False,1,0.8890058754178417,4.0,target,2023
71,False,0,0.6665575922906805,-0.75,stop,2023
67,False,0,0.7785834119467853,-1.0,stop,2023
105,False,0,0.8350944991582386,-2.75,stop,2023
116,False,1,0.8594017855375418,-1.25,stop,2023
2,True,0,0.7295840603252913,-0.75,stop,2023
41,True,1,1.030334638346596,8.0,target,2023
118,True,0,0.6789426606212023,-1.0,stop,2023
13,True,0,0.7724692177246921,-1.5,stop,2023
42,True,1,0.9578444786315767,7.0,target,2023
17,True,0,0.5703954159770664,-1.25,stop,2023
108,False,0,0.613037888236197,-1.0,stop,2023
146,False,0,0.8349825107348762,-3.5,stop,2023
152,False,0,0.8345457495652532,-2.5,stop,2023
77,True,0,0.6018429333662273,-2.0,stop,2023
44,True,0,0.732363415268976,-2.75,stop,2023
60,True,0,0.6982911392149629,-3.25,stop,2023
99,True,0,0.6618065186787124,-1.5,stop,2023
45,True,0,0.652905418341949,-1.0,stop,2023
51,True,0,0.8418601124559535,7.0,target,2023
120,False,0,0.7418699586788836,3.0,target,2023
21,False,1,0.9185978225572135,-1.25,stop,2023
99,False,0,0.6552519998593161,2.0,target,2023
111,False,0,0.8449263940966008,1.5,target,2023
64,False,0,0.7435840530741261,-1.25,stop,2023
88,False,0,0.8288126539454551,-1.75,stop,2023
2,True,0,0.6418908864150114,-1.25,stop,2023
24,True,0,0.8310800912718217,-3.25,stop,2023
29,False,0,0.8282212693641636,-1.5,stop,2023
79,False,0,0.7383819563201376,-2.75,stop,2023
83,False,0,0.8044637635085703,-2.0,stop,2023
111,False,0,0.5990680351461529,-3.0,stop,2023
113,False,0,0.815101950275138,6.0,target,2023
22,False,0,0.5615379495031846,2.5,target,2023
26,False,0,0.7172175306241613,-0.75,stop,2023
103,True,0,0.7571254321247887,-2.0,stop,2023
138,False,0,0.6912816505041112,5.0,target,2023
57,False,0,0.6813984230012663,3.0,target,2023
76,False,1,0.8746275010642828,-0.75,stop,2023
70,True,0,0.7329375566401346,-0.75,stop,2023
177,False,0,0.8445766677452665,-2.25,stop,2023
209,False,0,0.7825520630503355,8.0,target,2023
38,False,0,0.5701019081489722,-2.25,stop,2023
41,False,0,0.8430411807439805,-1.5,stop,2023
38,False,1,0.8763869165539107,-1.25,stop,2023
45,False,0,0.7771111156887297,-2.5,stop,2023
115,True,0,0.8466599480701485,-1.25,stop,2023
1,True,1,0.8745863369636543,-2.0,stop,2023
94,True,0,0.6700873376318283,3.5,target,2023
145,False,0,0.6507028008401557,-3.0,stop,2023
147,False,1,0.8549119081356619,-3.25,stop,2023
168,False,0,0.5806174840363563,-2.0,stop,2023
175,False,1,0.8625647714522789,-1.25,stop,2023
182,False,0,0.6772767543435574,-3.0,stop,2023
193,False,1,1.0090829947988502,-2.75,stop,2023
203,False,0,0.7621470956753522,-3.25,stop,2023
208,False,1,1.1259240397673407,-5.75,stop,2023
74,True,0,0.6713634235513144,-1.5,stop,2023
124,True,0,0.7834728518524842,3.5,target,2023
163,True,0,0.8175657820831718,-0.75,stop,2023
85,False,0,0.6693928030893561,-1.0,stop,2023
106,False,0,0.6062865325591852,-1.25,stop,2023
112,False,0,0.5900098639415031,-1.5,stop,2023
122,False,0,0.7253926479562236,-1.5,stop,2023
151,False,0,0.5754580784389031,1.5,target,2023
99,False,1,1.0644582470669428,12.5,target,2023
236,False,0,0.6078943940021827,-2.25,stop,2023
251,False,0,0.6791289971717153,-1.0,stop,2023
58,False,0,0.7629823632027962,-3.25,stop,2023
65,False,0,0.8331042350599999,-2.75,stop,2023
80,False,0,0.5864540451802444,-2.75,stop,2023
84,False,0,0.7545765290623317,3.0,target,2023
224,False,0,0.6855534395939203,-1.75,stop,2023
69,True,0,0.6553846540356668,-3.5,stop,2023
219,True,0,0.7278584059871184,-0.0,eod,2023
7,False,1,0.940054734464085,-2.25,stop,2023
72,False,0,0.712895606991025,-0.75,stop,2023
86,False,0,0.6723160421130944,-4.0,stop,2023
36,True,0,0.723263161995143,3.0,target,2023
140,True,1,0.9062407212036142,-1.25,stop,2023
6,True,0,0.7807948528881031,-2.5,stop,2023
128,True,0,0.828828377780901,5.0,target,2023
131,False,1,1.179597187685159,-4.25,stop,2023
88,True,0,0.7301967747610868,-0.5,stop,2023
59,True,0,0.7821108747603667,4.5,target,2023
15,True,0,0.6794027675705555,1.5,target,2023
68,True,0,0.6306771446026461,2.0,target,2023
82,True,0,0.6076460719541658,-1.0,stop,2023
104,True,0,0.6891638630960392,-1.25,stop,2023
128,True,0,0.8442963226427475,-1.5,stop,2023
93,False,0,0.6817705600174043,-3.0,stop,2023
70,True,0,0.6579816021035213,-1.25,stop,2023
117,True,0,0.7564815464920317,-1.0,stop,2023
22,False,0,0.6609457147307315,-2.0,stop,2023
33,False,0,0.6983251940267435,-2.75,stop,2023
91,False,0,0.7528077967052812,-1.25,stop,2023
51,True,1,0.9924782518312076,-1.25,stop,2023
90,False,0,0.8296632341262745,-3.0,stop,2023
116,False,1,1.1074965405506558,5.5,target,2023
41,True,0,0.8073431757945944,-2.0,stop,2023
10,False,1,0.9221104753599959,-4.75,stop,2023
29,False,0,0.5553521454561968,-1.25,stop,2023
35,False,0,0.8130769527239249,6.0,target,2023
78,False,0,0.7513502337779064,-1.5,stop,2023
38,False,0,0.8195269198188863,-0.5,stop,2023
126,False,1,0.8994512870641903,-0.75,stop,2023
57,True,0,0.6746672119104571,-2.25,stop,2023
77,True,0,0.7913601978571169,-1.5,stop,2023
38,True,1,0.8785983650715575,-1.5,stop,2023
13,True,0,0.821077525220617,2.0,target,2023
4,True,1,0.9457542305019894,1.5,target,2023
11,True,0,0.8348053475138096,-1.75,stop,2023
57,True,0,0.6191247739427639,3.5,target,2023
32,True,1,1.000169257728845,3.0,target,2023
35,True,0,0.7986531727566589,-2.5,stop,2023
44,True,1,1.1117325215244431,10.5,target,2023
91,True,0,0.8282137220996103,-0.75,stop,2023
5,True,1,0.872661164981583,-2.75,stop,2023
38,True,0,0.7979727591781152,-1.25,stop,2023
52,True,0,0.5998525350367191,-1.25,stop,2023
140,False,0,0.736923197343649,-2.75,stop,2024
106,False,0,0.6985092174925646,2.0,target,2024
115,False,0,0.7328873591295175,2.5,target,2024
2,False,0,0.7463065356242193,7.0,target,2024
93,False,0,0.7986881257461776,-3.0,stop,2024
49,True,1,0.8686942059392209,3.0,target,2024
52,True,0,0.764088577978399,-1.25,stop,2024
71,True,1,1.204923341423503,-1.75,stop,2024
51,True,0,0.6919667754912959,-3.0,stop,2024
57,True,0,0.6483033960187717,-2.25,stop,2024
71,False,0,0.7200002937489115,-1.5,stop,2024
89,False,0,0.7048645308162028,-2.5,stop,2024
15,True,0,0.8069617680618606,-1.75,stop,2024
23,True,0,0.8317494137983257,2.5,target,2024
10,True,0,0.722513513759457,3.5,target,2024
1,True,0,0.6183760683760684,-0.75,stop,2024
54,True,0,0.6205528919658324,-2.25,stop,2024
92,True,1,1.031105868946361,-4.75,stop,2024
109,True,0,0.6789056221211224,-1.25,stop,2024
47,True,0,0.6602284527518173,-1.5,stop,2024
96,True,1,0.8920614239181015,-0.5,stop,2024
98,False,0,0.6290067197771815,-1.5,stop,2024
82,True,0,0.5831126713628548,2.5,target,2024
38,False,1,0.9366673814491723,-3.75,stop,2024
5,False,0,0.7873750036981155,-1.5,stop,2024
36,False,0,0.6974200130289955,-1.25,stop,2024
73,True,0,0.841315273256145,2.5,target,2024
81,True,0,0.7200659996113563,-1.75,stop,2024
17,True,1,1.3114775114889408,9.5,target,2024
29,True,0,0.6978165028703994,-2.0,stop,2024
70,True,1,1.2614773058485733,-1.25,stop,2024
3,True,1,0.9503647872968188,7.0,target,2024
7,True,0,0.7532998847159303,-1.5,stop,2024
144,False,1,1.018442050339811,6.5,target,2024
206,False,0,0.7083458354535989,-1.75,stop,2024
124,False,0,0.7786429458258214,-3.25,stop,2024
16,True,0,0.6487530822971708,4.5,target,2024
69,False,0,0.8326609269830977,-3.5,stop,2024
161,False,0,0.5803597587804435,-2.0,stop,2024
224,False,1,0.8836930856100795,1.5,target,2024
227,False,0,0.6465036251347741,0.0,eod,2024
17,False,0,0.6314388658689282,-1.25,stop,2024
80,False,0,0.8144816065151567,-0.75,stop,2024
86,False,0,0.7098854670481742,-1.5,stop,2024
113,True,0,0.7808080166543171,-1.0,stop,2024
21,True,1,0.9170586409726488,-1.0,stop,2024
32,True,0,0.718728515530438,-1.25,stop,2024
19,False,0,0.649559033262125,-0.5,stop,2024
77,False,0,0.6783355499719018,2.0,target,2024
8,True,1,1.0750608038660896,-2.25,stop,2024
50,True,1,0.9699037509740739,5.0,target,2024
74,False,1,0.8706081123139499,3.0,target,2024
9,True,1,0.9723326658256383,-3.75,stop,2024
21,False,0,0.5837388742265502,-2.5,stop,2024
13,True,2,1.562510381336634,-1.75,stop,2024
146,False,0,0.6210482111478103,-1.25,stop,2024
49,False,0,0.7113954789550491,9.5,target,2024
62,False,1,0.8580263410020019,12.0,target,2024
9,False,0,0.6744961162017548,-3.25,stop,2024
91,False,0,0.6550907882017573,-2.5,stop,2024
133,False,0,0.7216708500580403,-1.25,stop,2024
142,False,0,0.7369785314086371,-2.25,stop,2024
166,False,0,0.5921617373671749,-1.25,stop,2024
181,False,0,0.6678815686443822,8.5,target,2024
205,False,1,0.936097770819417,-8.5,stop,2024
53,False,0,0.782003298946357,12.0,target,2024
69,False,1,0.9668454342418437,-0.5,stop,2024
106,False,0,0.7493776148499433,-4.5,stop,2024
116,False,0,0.5051813765962208,-2.75,stop,2024
122,False,1,0.8620990750420484,-3.75,stop,2024
136,False,0,0.7047697463543073,-2.25,stop,2024
153,False,0,0.74793428459824,5.0,target,2024
155,False,1,0.920113939295525,-7.5,stop,2024
173,False,1,0.9492848811231503,-3.0,stop,2024
179,False,0,0.6215341308937368,0.0,eod,2024
37,False,0,0.730380583208528,-4.5,stop,2024
61,False,1,0.9151190536063324,-3.0,stop,2024
112,True,0,0.6122167735843708,-0.75,stop,2024
157,True,0,0.8165139513423266,2.0,target,2024
146,False,0,0.6305663688862623,-1.25,stop,2024
205,True,0,0.6527259284132683,-1.75,stop,2024
34,True,1,0.9329404350269975,-0.75,stop,2024
71,True,0,0.8062225840003618,3.0,target,2024
144,True,0,0.6131552774879526,-0.0,eod,2024
22,True,0,0.7400649872966488,-2.25,stop,2024
43,True,0,0.7024046554517196,7.0,target,2024
58,True,0,0.6484111513351279,-1.25,stop,2024
70,True,0,0.7504183804214671,-3.25,stop,2024
120,True,0,0.8360856973238965,-2.25,stop,2024
52,False,1,0.9187539795051327,-2.25,stop,2024
8,False,1,0.880493866533646,-0.75,stop,2024
11,False,0,0.782927169725485,-1.75,stop,2024
100,False,0,0.7982872984726611,13.0,target,2024
124,False,0,0.797801009386407,5.0,target,2024
87,True,0,0.8138093417701778,-1.5,stop,2024
23,True,0,0.6207688917649997,3.0,target,2024
70,True,0,0.6827165954100938,6.0,target,2024
81,True,0,0.7914628598641196,-3.25,stop,2024
17,True,0,0.7504062833345944,-0.75,stop,2024
17,False,0,0.7129972971823632,-2.25,stop,2024
33,False,1,0.9079539855800602,-2.75,stop,2024
52,False,0,0.7207273655435144,-1.5,stop,2024
73,False,0,0.6734318183296581,-3.0,stop,2024
16,True,1,1.3039893067971124,13.0,target,2024
134,False,0,0.6508783721451258,1.5,target,2024
13,True,0,0.6924446406238505,5.5,target,2024
131,True,1,0.8503407685807781,4.0,target,2024
36,False,0,0.8300275888217018,-1.5,stop,2024
39,False,0,0.7980782352797092,-2.0,stop,2024
47,True,0,0.7731886205890522,2.0,target,2024
26,False,0,0.7344193960405452,-2.0,stop,2024
109,True,1,0.9146854759010922,-2.0,stop,2024
130,True,1,0.8806712135603304,5.0,target,2024
51,False,0,0.7538871104600725,-1.75,stop,2024
92,True,1,0.9277171049220376,2.5,target,2024
94,True,0,0.7786175972787087,-3.5,stop,2024
60,True,0,0.6211645445523978,4.5,target,2024
170,False,1,0.9794616532378395,-3.25,stop,2024
96,False,0,0.7450586807970483,-0.5,stop,2024
16,True,1,0.8607957015081853,-2.25,stop,2024
63,True,1,1.1468469114959097,3.5,target,2024
65,True,1,1.0325215448074718,-5.5,stop,2024
18,True,0,0.7809810611911053,-1.25,stop,2024
126,True,0,0.7952905062885055,-1.5,stop,2024
3,True,0,0.6116855709994921,-1.25,stop,2024
136,False,1,0.871691532547731,-2.0,stop,2024
159,False,1,0.8533750475312315,-4.5,stop,2024
52,False,0,0.7331889480582005,-0.75,stop,2024
59,False,0,0.7019949140944287,-1.25,stop,2024
10,True,0,0.7505633257740983,-1.0,stop,2024
35,True,0,0.8313756609607141,-3.75,stop,2024
42,True,0,0.792370883371615,2.0,target,2024
65,True,0,0.7596183312439058,5.0,target,2024
1,True,1,0.8589576749085951,-1.5,stop,2024
15,True,0,0.7275524368082819,-3.25,stop,2024
48,True,0,0.7006765633797781,-0.75,stop,2024
8,True,0,0.6780317791233016,1.5,target,2024
24,True,0,0.7718895967203626,4.0,target,2024
10,True,0,0.7882362790261794,-2.25,stop,2024
98,False,0,0.591015310801326,-2.0,stop,2024
110,False,1,0.9697389866726372,-3.75,stop,2024
164,False,0,0.7903211982872526,2.0,target,2024
164,True,0,0.7891958471085135,-2.0,stop,2024
171,True,1,0.9539397247456041,4.5,target,2024
56,False,0,0.7445801213808897,-0.5,stop,2024
63,False,0,0.7894851220091917,3.5,target,2024
81,False,0,0.6294699180414705,-1.75,stop,2024
89,False,0,0.6440067399364788,-1.5,stop,2024
51,True,0,0.6438626367546009,-1.5,stop,2024
64,True,0,0.6440990473923361,-1.75,stop,2024
120,True,0,0.6643491227874153,-2.5,stop,2024
122,True,0,0.7973039050936634,-1.25,stop,2024
105,True,0,0.6677135908824053,-0.5,stop,2024
113,True,0,0.7542890247065713,8.0,target,2024
7,False,1,0.8895102599310333,-1.25,stop,2024
22,False,0,0.6887079258873917,-3.0,stop,2024
81,False,0,0.5556012984153367,-1.25,stop,2024
8,True,0,0.6197927748441298,-0.5,stop,2024
240,False,0,0.7891677496597526,2.0,target,2024
94,False,0,0.5723777011969023,-4.0,stop,2024
97,False,0,0.6403592272162655,-4.0,stop,2024
51,True,0,0.6638278652683335,-0.75,stop,2024
57,True,0,0.7496507453115728,8.5,target,2024
128,True,0,0.744506618442848,-2.0,stop,2024
11,True,1,1.0129697814797427,-2.5,stop,2024
18,True,0,0.7803166824191082,-2.5,stop,2024
64,True,0,0.6103899281688087,5.5,target,2024
114,True,0,0.6313349007138421,-3.25,stop,2024
116,True,0,0.7233595466610891,5.5,target,2024
69,True,1,0.912595384571552,3.0,target,2024
80,True,0,0.6448261379289913,2.0,target,2024
40,True,0,0.8342620162352539,-5.0,stop,2024
14,True,0,0.8088708987109458,6.5,target,2024
56,True,0,0.6488859938694045,-1.75,stop,2024
96,True,0,0.6203258369660403,-2.5,stop,2024
14,True,1,0.9719666891699092,-5.0,stop,2024
1,True,1,0.8601346624693949,-0.75,stop,2024
90,True,0,0.7429259022515183,3.5,target,2024
108,True,0,0.6863824853707282,4.5,target,2024
124,True,0,0.8060961968540559,1.5,target,2024
130,True,1,1.0020962706112726,2.5,target,2024
13,True,0,0.6779727642332319,-0.75,stop,2024
14,True,0,0.8081282980854266,7.0,target,2024
128,False,0,0.5170085366802932,-0.5,stop,2024
144,False,0,0.8277826732930258,-4.75,stop,2024
28,True,1,1.041190815121065,-2.0,stop,2024
165,True,1,0.9716441830075334,3.5,target,2024
168,False,0,0.8156217776677083,-1.5,stop,2024
47,False,1,0.936141115856671,-4.0,stop,2024
41,True,0,0.6764698876997236,3.5,target,2024
59,True,0,0.634556472640305,1.0,target,2024
62,True,0,0.6780091725706447,-3.75,stop,2024
78,True,0,0.5615912461011403,-1.0,stop,2024
91,True,0,0.6484416285323942,7.0,target,2024
111,True,1,0.8574497559096533,-4.25,stop,2024
92,True,0,0.7648178361931159,2.0,target,2024
166,True,0,0.7263629568321991,-0.0,eod,2024
129,True,0,0.797049704054913,-2.0,stop,2024
244,False,0,0.7103310821468002,10.5,target,2024
84,False,0,0.6898163167274206,6.0,target,2024
122,False,1,0.9835434153634003,-5.75,stop,2024
15,True,0,0.762280747950924,-5.5,stop,2024
61,True,0,0.8120882362421158,-1.75,stop,2024
110,True,0,0.6269578437907044,-2.75,stop,2024
118,True,0,0.796540116516342,-1.5,stop,2024
37,False,0,0.6698764557470208,2.5,target,2024
40,False,0,0.6072092671336361,-0.5,stop,2024
72,True,0,0.8109491988249556,-0.5,stop,2024
107,True,0,0.6506329967532016,4.5,target,2024
11,True,0,0.6289335058201667,-2.75,stop,2024
27,True,0,0.768946340246893,3.5,target,2024
69,True,0,0.6448310244489575,-2.75,stop,2024
86,True,0,0.7753103597101675,-2.0,stop,2024
94,True,0,0.6688137014632648,3.0,target,2024
117,False,0,0.6530583849088006,-0.5,stop,2024
129,False,0,0.7726975010230834,5.0,target,2024
53,False,0,0.6601657660957964,-1.25,stop,2024
137,False,0,0.7457842057834821,-0.75,stop,2024
149,False,1,0.9046513187979728,-7.25,stop,2024
76,True,0,0.8285716696835825,-0.5,stop,2024
98,False,0,0.6696227315385563,-3.75,stop,2024
50,True,0,0.6953889198552958,-1.0,stop,2024
104,True,0,0.6596262764834048,-4.25,stop,2024
79,False,1,1.0273067732745151,-3.5,stop,2024
5,False,0,0.7849615488257364,4.5,target,2024
40,False,0,0.6909040339096061,-3.25,stop,2024
131,True,0,0.7597464515665043,-0.5,stop,2024
57,False,0,0.7146155304288374,3.0,target,2024
89,True,0,0.7899076833319336,6.0,target,2024
120,False,0,0.5983740713756222,-0.5,stop,2024
12,True,0,0.6362692010166869,-0.75,stop,2024
23,True,0,0.640499341853849,-3.5,stop,2024
96,False,0,0.681005819027012,-2.25,stop,2024
47,False,0,0.7272351636569426,9.5,target,2024
114,True,0,0.6456548062992206,-2.25,stop,2024
142,True,0,0.7666592756349884,-1.25,stop,2024
75,True,0,0.7647869197164971,6.0,target,2024
12,True,0,0.8401524781219839,-1.75,stop,2024
28,True,0,0.783513774733287,-4.25,stop,2024
120,True,1,0.8730276268449604,-1.0,stop,2024
131,True,0,0.7493541001796299,-1.75,stop,2024
131,True,1,0.8725938678712187,-0.5,stop,2024
53,False,1,1.07847606188825,3.5,target,2024
65,False,0,0.6849372325653887,2.5,target,2024
123,False,0,0.7884720488787739,-1.25,stop,2024
33,True,0,0.6021356749871263,-2.0,stop,2024
25,False,0,0.7535808765740973,3.0,target,2024
55,False,0,0.6085818548841868,4.0,target,2024
9,True,1,0.9457109068835589,-1.0,stop,2024
35,True,0,0.8177917054395802,2.5,target,2024
15,False,0,0.6934966132356752,1.5,target,2024
102,False,0,0.7803623544843417,4.0,target,2024
114,False,0,0.7381077359412659,-1.5,stop,2024
28,True,0,0.6958644525301162,3.0,target,2024
46,True,0,0.6936599457394053,2.5,target,2024
49,True,0,0.576563907571253,-0.75,stop,2024
88,True,0,0.6371754606410317,2.5,target,2024
46,True,0,0.7495730069720684,-2.25,stop,2024
66,True,0,0.5740590236879989,4.0,target,2024
73,True,1,0.9028428002400829,2.0,target,2024
77,True,2,1.8313792353524796,34.0,target,2024
97,True,0,0.6575400977065777,-1.25,stop,2024
150,False,0,0.7638048353166892,-1.25,stop,2024
152,False,0,0.6200578530572637,7.5,target,2024
46,True,0,0.6407495833854839,-3.0,stop,2025
51,True,0,0.6440790980613805,-4.75,stop,2025
155,True,0,0.7531905277875147,-1.25,stop,2025
36,False,0,0.7333614874010547,-4.75,stop,2025
67,False,0,0.768877084743755,-4.75,stop,2025
80,False,0,0.8337721443972983,-5.25,stop,2025
85,False,0,0.6759676423708045,-2.75,stop,2025
7,True,0,0.7830720268847468,-3.0,stop,2025
92,True,0,0.8314590929444124,2.0,target,2025
1,True,0,0.7698701410388716,10.0,target,2025
40,True,0,0.6690018298877392,-1.0,stop,2025
40,True,0,0.6444789935432099,4.0,target,2025
210,True,0,0.7340590866173944,-0.75,stop,2025
119,True,1,0.970991463745731,-1.75,stop,2025
20,True,0,0.6736833084350815,1.0,target,2025
105,False,0,0.7871005423445974,-5.25,stop,2025
151,False,0,0.7947387586185481,10.0,target,2025
169,False,0,0.714439272601981,-1.75,stop,2025
173,False,0,0.7992541830180206,4.5,target,2025
14,True,0,0.6606492634542172,3.5,target,2025
5,True,0,0.7174805645196867,-1.5,stop,2025
28,True,0,0.7489734868171367,4.0,target,2025
75,True,1,0.9164376211683999,-1.75,stop,2025
86,True,0,0.8167985465715675,-1.25,stop,2025
88,True,1,0.8941420177130982,5.5,target,2025
112,False,0,0.5228850232598071,1.0,target,2025
137,True,0,0.7474025173111087,-0.5,stop,2025
51,True,1,0.8916722703190683,-1.0,stop,2025
153,False,0,0.6492499999433612,-3.0,stop,2025
157,False,0,0.6708377505886539,-1.75,stop,2025
25,False,0,0.7702542769823596,-1.75,stop,2025
125,False,0,0.7842731932186942,-1.0,stop,2025
201,False,0,0.7444486794831447,-3.25,stop,2025
208,False,0,0.7101065049549207,-4.0,stop,2025
210,False,1,1.0073418197451456,-3.25,stop,2025
34,True,0,0.5756488992773882,2.5,target,2025
38,True,1,0.8758941566430828,-4.25,stop,2025
62,False,0,0.6520515512596494,-2.75,stop,2025
264,False,0,0.840653789277415,-4.25,stop,2025
2,False,1,0.9865752293869257,-2.75,stop,2025
23,False,1,1.0170972037900825,-5.5,stop,2025
35,False,0,0.6218816506863684,5.5,target,2025
194,False,1,0.8709819420345735,2.5,target,2025
360,False,0,0.6260478906988799,-3.25,stop,2025
456,False,0,0.7048931854735568,-1.75,stop,2025
198,False,0,0.7788851712109347,-3.0,stop,2025
119,False,0,0.733495011312033,-3.75,stop,2025
130,False,1,0.910637332594107,-3.5,stop,2025
63,False,0,0.668906228645873,-3.5,stop,2025
95,False,0,0.5933550039424416,-0.75,stop,2025
167,False,0,0.7092302079533018,-5.25,stop,2025
89,False,0,0.6988988476916239,5.0,target,2025
131,False,0,0.563476403256714,-1.5,stop,2025
219,False,0,0.6641429871239312,6.5,target,2025
222,False,0,0.6956654198086084,5.0,target,2025
224,False,0,0.8357687541575766,-8.0,stop,2025
229,False,0,0.6518319197045191,-2.5,stop,2025
4,True,0,0.740557922309613,10.0,target,2025
118,False,0,0.8075614325823954,-2.0,stop,2025
173,False,0,0.6209057317803927,-1.0,stop,2025
22,True,0,0.5563533748261206,2.0,target,2025
73,True,0,0.7170489164798527,-2.75,stop,2025
62,True,0,0.604209603219831,-3.25,stop,2025
105,True,0,0.7068900181380844,-3.0,stop,2025
109,True,0,0.7086528192373627,10.5,target,2025
26,True,0,0.7537443662002677,-4.0,stop,2025
119,True,1,0.8571602316692184,-2.25,stop,2025
28,False,0,0.7935803000624233,2.5,target,2025
31,False,0,0.628875113103401,-2.0,stop,2025
120,False,0,0.7211733855817256,-4.25,stop,2025
135,False,0,0.6433580349652089,-0.75,stop,2025
200,False,0,0.706954923267401,-1.0,stop,2025
16,False,0,0.8086133075762176,-2.0,stop,2025
101,True,0,0.6903904516365474,-1.5,stop,2025
149,True,0,0.7601021339289504,11.0,target,2025
160,True,0,0.7176976136663828,-1.5,stop,2025
171,True,0,0.8070986537094124,14.0,target,2025
260,False,0,0.7027225344737519,-10.25,stop,2025
484,False,0,0.7648734998257982,-4.5,stop,2025
494,False,0,0.5831520002840034,-4.0,stop,2025
44,True,0,0.6509200634194867,8.0,target,2025
47,True,1,0.8766280817970807,-9.5,stop,2025
81,True,0,0.6973767222256141,-3.25,stop,2025
