i,short,en,st,rk,tg,kind,flagged,belim,date,res,pnl,year
37,False,5760.25,5757.5,2.75,5765.75,EBrev,False,False,2024-04-09,target,5.5,2024
39,True,5760.75,5766.0,5.25,5750.25,Basic,False,False,2024-04-09,target,10.5,2024
43,False,5752.5,5750.0,2.5,5757.5,Basic,False,False,2024-04-09,stop,-2.5,2024
49,False,5742.5,5740.25,2.25,5747.0,Basic,False,False,2024-04-09,stop,-2.25,2024
50,True,5739.25,5743.25,4.0,5731.25,Basic,False,False,2024-04-09,rev,-1.25,2024
51,False,5740.5,5736.5,4.0,5748.5,EBrev,False,False,2024-04-09,rev,0.75,2024
54,True,5741.25,5746.25,5.0,5731.25,EBrev,False,False,2024-04-09,stop,-5.0,2024
19,False,5727.75,5722.75,5.0,5737.75,Basic,False,False,2024-04-10,stop,-5.0,2024
20,True,5720.5,5728.5,8.0,5704.5,Basic,False,False,2024-04-10,rev,-1.0,2024
21,False,5721.5,5718.0,3.5,,EBrev,True,True,2024-04-10,be_fill,0.0,2024
24,True,5718.75,5726.0,7.25,,Basic,True,True,2024-04-10,stop,-7.25,2024
31,True,5730.0,5735.25,5.25,,Basic,True,True,2024-04-10,stop,-5.25,2024
136,True,5728.75,5733.25,4.5,5719.75,Basic,False,False,2024-04-10,target,9.0,2024
140,False,5721.5,5718.0,3.5,5728.5,Basic,False,False,2024-04-10,rev,0.5,2024
141,True,5722.0,5726.25,4.25,5713.5,EBrev,False,False,2024-04-10,target,8.5,2024
1,False,5743.5,5740.25,3.25,5750.0,Basic,False,False,2024-04-11,stop,-3.25,2024
24,False,5738.0,5731.0,7.0,5752.0,Basic,False,False,2024-04-12,stop,-7.0,2024
126,False,5646.5,5640.75,5.75,5658.0,Basic,False,False,2024-04-15,rev,-1.25,2024
127,True,5645.25,5648.75,3.5,,EBrev,True,True,2024-04-15,stop,-3.5,2024
122,True,5612.0,5619.75,7.75,5596.5,Basic,False,False,2024-04-16,rev,1.25,2024
124,False,5610.75,5605.5,5.25,5621.25,EBrev,False,False,2024-04-16,rev,4.5,2024
126,True,5615.25,5620.0,4.75,5605.75,EBrev,False,False,2024-04-16,stop,-4.75,2024
131,True,5623.0,5627.25,4.25,5614.5,Basic,False,False,2024-04-16,stop,-4.25,2024
132,False,5627.5,5621.75,5.75,5639.0,Basic,False,False,2024-04-16,stop,-5.75,2024
163,False,5627.0,5623.25,3.75,,Basic,True,True,2024-04-16,stop,-3.75,2024
169,False,5613.25,5610.0,3.25,,Basic,True,True,2024-04-16,be_fill,0.0,2024
205,False,5628.5,5620.0,8.5,5645.5,Basic,False,False,2024-04-16,stop,-8.5,2024
53,False,5610.75,5604.75,6.0,,Basic,True,True,2024-04-17,be_fill,0.0,2024
71,False,5598.75,5596.0,2.75,5604.25,Basic,False,False,2024-04-17,stop,-2.75,2024
72,True,5596.75,5601.0,4.25,5588.25,Basic,False,False,2024-04-17,rev,0.25,2024
73,False,5596.5,5593.25,3.25,5603.0,EBrev,False,False,2024-04-17,stop,-3.25,2024
61,True,5567.25,5572.25,5.0,,Basic,True,True,2024-04-19,be_fill,0.0,2024
14,True,5609.75,5611.75,2.0,5605.75,Basic,False,False,2024-04-23,target,4.0,2024
16,False,5608.25,5605.25,3.0,5614.25,Basic,False,False,2024-04-23,stop,-3.0,2024
74,False,5616.75,5613.5,3.25,,Basic,True,True,2024-04-24,be_fill,0.0,2024
162,True,5598.0,5604.5,6.5,5585.0,Basic,False,False,2024-04-30,target,13.0,2024
164,False,5589.25,5581.0,8.25,5605.75,Basic,False,False,2024-04-30,rev,-0.5,2024
165,True,5588.75,5593.75,5.0,5578.75,EBrev,False,False,2024-04-30,stop,-5.0,2024
166,False,5597.0,5585.25,11.75,5620.5,Basic,False,False,2024-04-30,stop,-11.75,2024
21,False,5573.75,5571.25,2.5,5578.75,Basic,False,False,2024-05-01,target,5.0,2024
97,False,5591.25,5579.25,12.0,5615.25,Basic,False,False,2024-05-01,rev,-4.0,2024
98,True,5587.25,5592.0,4.75,5577.75,EBrev,False,False,2024-05-01,rev,2.5,2024
100,False,5584.75,5578.25,6.5,5597.75,EBrev,False,False,2024-05-01,target,13.0,2024
125,False,5586.5,5580.0,6.5,5599.5,Basic,False,False,2024-05-01,target,13.0,2024
129,True,5598.25,5603.5,5.25,5587.75,Basic,False,False,2024-05-01,stop,-5.25,2024
133,False,5589.25,5585.5,3.75,5596.75,Basic,False,False,2024-05-01,stop,-3.75,2024
138,True,5594.75,5602.5,7.75,5579.25,Basic,False,False,2024-05-01,rev,-3.5,2024
139,False,5598.25,5592.0,6.25,5610.75,EBrev,False,False,2024-05-01,target,12.5,2024
145,True,5610.0,5615.75,5.75,5598.5,Basic,False,False,2024-05-01,stop,-5.75,2024
151,True,5627.0,5629.25,2.25,5622.5,Basic,False,False,2024-05-01,stop,-2.25,2024
160,False,5631.0,5628.75,2.25,5635.5,Basic,False,False,2024-05-01,stop,-2.25,2024
161,True,5625.5,5633.5,8.0,5609.5,Basic,False,False,2024-05-01,rev,-1.5,2024
162,False,5627.0,5621.75,5.25,5637.5,EBrev,False,False,2024-05-01,rev,5.75,2024
164,True,5632.75,5637.25,4.5,5623.75,EBrev,False,False,2024-05-01,rev,-2.0,2024
165,False,5634.75,5629.5,5.25,5645.25,EBrev,False,False,2024-05-01,rev,2.0,2024
168,True,5636.75,5642.25,5.5,,EBrev,True,True,2024-05-01,stop,-5.5,2024
205,False,5633.0,5629.0,4.0,5641.0,Basic,False,False,2024-05-01,stop,-4.0,2024
206,True,5627.25,5636.0,8.75,,Basic,True,True,2024-05-01,stop,-8.75,2024
209,True,5639.5,5642.5,3.0,5633.5,Basic,False,False,2024-05-01,stop,-3.0,2024
218,False,5619.75,5615.25,4.5,5628.75,Basic,False,False,2024-05-01,rev,-0.25,2024
220,True,5619.5,5625.25,5.75,5608.0,EBrev,False,False,2024-05-01,rev,3.75,2024
222,False,5615.75,5611.0,4.75,5625.25,EBrev,False,False,2024-05-01,stop,-4.75,2024
223,True,5610.75,5617.0,6.25,5598.25,Basic,False,False,2024-05-01,target,12.5,2024
228,False,5601.25,5594.75,6.5,5614.25,Basic,False,False,2024-05-01,rev,0.25,2024
230,True,5601.5,5610.5,9.0,5583.5,EBrev,False,False,2024-05-01,stop,-9.0,2024
36,False,5565.5,5563.0,2.5,5570.5,Basic,False,False,2024-05-02,target,5.0,2024
20,False,5683.75,5676.5,7.25,,Basic,True,True,2024-05-03,be_fill,0.0,2024
33,False,5677.0,5671.5,5.5,5688.0,Basic,False,False,2024-05-03,rev,-1.25,2024
35,True,5675.75,5681.25,5.5,5664.75,EBrev,False,False,2024-05-03,rev,0.5,2024
37,False,5675.25,5669.75,5.5,5686.25,EBrev,False,False,2024-05-03,rev,-0.25,2024
38,True,5675.0,5679.75,4.75,5665.5,EBrev,False,False,2024-05-03,target,9.5,2024
44,False,5668.0,5665.0,3.0,5674.0,Basic,False,False,2024-05-03,target,6.0,2024
60,True,5663.25,5668.0,4.75,5653.75,Basic,False,False,2024-05-03,stop,-4.75,2024
61,False,5668.75,5662.75,6.0,,Basic,True,True,2024-05-03,stop,-6.0,2024
65,False,5663.0,5657.5,5.5,,Basic,True,True,2024-05-03,be_fill,0.0,2024
71,False,5743.0,5738.5,4.5,,Basic,True,True,2024-05-07,be_fill,0.0,2024
64,False,5859.5,5856.0,3.5,5866.5,Basic,False,False,2024-05-16,stop,-3.5,2024
73,False,5854.5,5850.5,4.0,5862.5,Basic,False,False,2024-05-20,target,8.0,2024
148,False,5822.25,5819.25,3.0,5828.25,Basic,False,False,2024-05-23,stop,-3.0,2024
43,False,5759.75,5757.0,2.75,5765.25,Basic,False,False,2024-05-31,stop,-2.75,2024
49,False,5757.75,5755.0,2.75,,Basic,True,True,2024-05-31,be_fill,0.0,2024
106,False,5735.25,5732.25,3.0,5741.25,Basic,False,False,2024-05-31,target,6.0,2024
201,False,5822.25,5817.75,4.5,5831.25,Basic,False,False,2024-05-31,target,9.0,2024
65,False,5809.25,5807.0,2.25,5813.75,Basic,False,False,2024-06-03,stop,-2.25,2024
106,False,5787.75,5784.0,3.75,5795.25,Basic,False,False,2024-06-03,stop,-3.75,2024
1,False,5849.5,5847.75,1.75,5853.0,Basic,False,False,2024-06-05,stop,-1.75,2024
76,True,5897.75,5900.0,2.25,5893.25,Basic,False,False,2024-06-10,target,4.5,2024
89,True,5954.0,5959.75,5.75,5942.5,Basic,False,False,2024-06-12,stop,-5.75,2024
90,False,5961.0,5952.0,9.0,5979.0,Basic,False,False,2024-06-12,rev,-4.0,2024
91,True,5957.0,5963.5,6.5,5944.0,EBrev,False,False,2024-06-12,stop,-6.5,2024
93,False,5965.25,5956.75,8.5,5982.25,Basic,False,False,2024-06-12,rev,-2.75,2024
95,True,5962.5,5968.25,5.75,5951.0,EBrev,False,False,2024-06-12,stop,-5.75,2024
160,False,5961.75,5955.25,6.5,5974.75,Basic,False,False,2024-06-12,stop,-6.5,2024
161,True,5955.5,5962.5,7.0,5941.5,Basic,False,False,2024-06-12,rev,5.0,2024
163,False,5950.5,5947.75,2.75,5956.0,EBrev,False,False,2024-06-12,stop,-2.75,2024
166,True,5948.5,5954.75,6.25,5936.0,Basic,False,False,2024-06-12,rev,-3.25,2024
168,False,5951.75,5944.75,7.0,,EBrev,True,True,2024-06-12,be_fill,0.0,2024
71,False,6015.25,6009.5,5.75,,Basic,True,True,2024-06-20,stop,-5.75,2024
75,False,6002.25,5999.5,2.75,6007.75,Basic,False,False,2024-06-20,stop,-2.75,2024
76,True,5998.25,6004.0,5.75,5986.75,Basic,False,False,2024-06-20,stop,-5.75,2024
1,False,5993.75,5991.25,2.5,5998.75,Basic,False,False,2024-06-21,target,5.0,2024
139,False,5993.75,5991.75,2.0,5997.75,Basic,False,False,2024-06-21,target,4.0,2024
88,False,5994.75,5992.0,2.75,,Basic,True,True,2024-06-24,stop,-2.75,2024
55,False,5999.25,5995.75,3.5,6006.25,Basic,False,False,2024-06-27,stop,-3.5,2024
55,False,6023.75,6019.75,4.0,6031.75,Basic,False,False,2024-06-28,stop,-4.0,2024
149,False,5981.75,5973.0,8.75,5999.25,Basic,False,False,2024-06-28,open,14.5,2024
30,False,6140.5,6138.75,1.75,6144.0,Basic,False,False,2024-07-11,stop,-1.75,2024
31,True,6136.25,6141.75,5.5,6125.25,Basic,False,False,2024-07-11,rev,1.5,2024
33,False,6134.75,6131.0,3.75,6142.25,EBrev,False,False,2024-07-11,stop,-3.75,2024
34,True,6130.75,6136.25,5.5,6119.75,Basic,False,False,2024-07-11,stop,-5.5,2024
77,False,6110.0,6107.25,2.75,6115.5,Basic,False,False,2024-07-11,stop,-2.75,2024
78,True,6107.75,6111.25,3.5,6100.75,Basic,False,False,2024-07-11,rev,-1.0,2024
79,False,6108.75,6105.5,3.25,6115.25,EBrev,False,False,2024-07-11,stop,-3.25,2024
94,True,6105.5,6109.75,4.25,,Basic,True,True,2024-07-11,be_fill,0.0,2024
104,False,6098.0,6095.75,2.25,6102.5,Basic,False,False,2024-07-11,target,4.5,2024
68,False,6142.25,6137.5,4.75,6151.75,Basic,False,False,2024-07-12,stop,-4.75,2024
122,False,6153.75,6148.5,5.25,6164.25,Basic,False,False,2024-07-12,stop,-5.25,2024
152,True,6132.25,6135.25,3.0,6126.25,Basic,False,False,2024-07-12,stop,-3.0,2024
75,False,6165.0,6163.75,1.25,6167.5,Basic,False,False,2024-07-15,target,2.5,2024
87,False,6161.5,6158.75,2.75,,Basic,True,True,2024-07-15,stop,-2.75,2024
90,False,6160.25,6156.5,3.75,,Basic,True,True,2024-07-15,stop,-3.75,2024
102,True,6158.25,6164.75,6.5,6145.25,Basic,False,False,2024-07-15,target,13.0,2024
192,False,6147.0,6145.25,1.75,6150.5,Basic,False,False,2024-07-15,target,3.5,2024
97,False,6156.25,6153.75,2.5,6161.25,Basic,False,False,2024-07-16,target,5.0,2024
46,False,6106.75,6103.5,3.25,,Basic,True,True,2024-07-18,stop,-3.25,2024
53,False,6100.0,6094.25,5.75,6111.5,Basic,False,False,2024-07-18,rev,-0.25,2024
54,True,6099.75,6102.5,2.75,,EBrev,True,True,2024-07-18,be_fill,0.0,2024
62,False,6091.75,6085.25,6.5,6104.75,Basic,False,False,2024-07-18,rev,-2.25,2024
64,True,6089.5,6094.0,4.5,6080.5,EBrev,False,False,2024-07-18,rev,2.5,2024
66,False,6087.0,6084.75,2.25,6091.5,EBrev,False,False,2024-07-18,target,4.5,2024
70,True,6092.0,6095.0,3.0,6086.0,Basic,False,False,2024-07-18,rev,-2.75,2024
71,False,6094.75,6090.0,4.75,6104.25,EBrev,False,False,2024-07-18,target,9.5,2024
75,True,6103.25,6105.25,2.0,6099.25,Basic,False,False,2024-07-18,stop,-2.0,2024
95,False,6079.0,6076.25,2.75,6084.5,Basic,False,False,2024-07-18,stop,-2.75,2024
96,True,6076.25,6080.25,4.0,6068.25,Basic,False,False,2024-07-18,rev,1.0,2024
98,False,6075.25,6073.5,1.75,6078.75,EBrev,False,False,2024-07-18,stop,-1.75,2024
105,False,6073.0,6069.75,3.25,6079.5,Basic,False,False,2024-07-18,stop,-3.25,2024
109,False,6069.0,6065.25,3.75,6076.5,Basic,False,False,2024-07-18,stop,-3.75,2024
116,True,6069.75,6072.75,3.0,6063.75,Basic,False,False,2024-07-18,stop,-3.0,2024
126,False,6059.75,6055.75,4.0,6067.75,Basic,False,False,2024-07-18,rev,1.5,2024
127,True,6061.25,6064.5,3.25,6054.75,EBrev,False,False,2024-07-18,target,6.5,2024
276,False,6058.75,6053.5,5.25,,Basic,True,True,2024-07-18,be_fill,0.0,2024
69,False,6057.0,6053.25,3.75,,Basic,True,True,2024-07-22,be_fill,0.0,2024
79,False,6072.75,6069.5,3.25,,Basic,True,True,2024-07-23,be_fill,0.0,2024
1,False,5934.75,5931.0,3.75,5942.25,Basic,False,False,2024-07-25,stop,-3.75,2024
7,True,5924.5,5930.0,5.5,5913.5,Basic,False,False,2024-07-25,stop,-5.5,2024
37,False,5914.0,5910.5,3.5,,Basic,True,True,2024-07-25,stop,-3.5,2024
50,False,5900.25,5897.75,2.5,5905.25,Basic,False,False,2024-07-25,stop,-2.5,2024
62,True,5910.25,5915.0,4.75,5900.75,Basic,False,False,2024-07-25,rev,-0.25,2024
63,False,5910.5,5908.0,2.5,5915.5,EBrev,False,False,2024-07-25,target,5.0,2024
72,True,5921.25,5923.75,2.5,5916.25,Basic,False,False,2024-07-25,stop,-2.5,2024
99,True,5938.0,5940.0,2.0,5934.0,Basic,False,False,2024-07-25,stop,-2.0,2024
127,False,5955.75,5952.5,3.25,,Basic,True,True,2024-07-25,stop,-3.25,2024
163,True,5971.5,5975.0,3.5,5964.5,Basic,False,False,2024-07-25,stop,-3.5,2024
168,True,5981.5,5985.0,3.5,5974.5,Basic,False,False,2024-07-25,rev,-2.25,2024
169,False,5983.75,5980.0,3.75,5991.25,EBrev,False,False,2024-07-25,stop,-3.75,2024
170,True,5979.0,5984.25,5.25,,Basic,True,True,2024-07-25,be_fill,0.0,2024
312,False,5907.0,5902.75,4.25,5915.5,Basic,False,False,2024-07-25,stop,-4.25,2024
78,False,5932.25,5929.5,2.75,5937.75,Basic,False,False,2024-07-30,stop,-2.75,2024
79,True,5929.75,5933.5,3.75,5922.25,Basic,False,False,2024-07-30,stop,-3.75,2024
104,False,5931.75,5928.75,3.0,5937.75,Basic,False,False,2024-07-30,stop,-3.0,2024
105,True,5926.5,5932.75,6.25,5914.0,Basic,False,False,2024-07-30,target,12.5,2024
147,True,5905.25,5912.0,6.75,5891.75,Basic,False,False,2024-07-30,rev,-1.0,2024
148,False,5906.25,5903.75,2.5,5911.25,EBrev,False,False,2024-07-30,stop,-2.5,2024
150,True,5902.5,5907.0,4.5,5893.5,Basic,False,False,2024-07-30,stop,-4.5,2024
250,True,5936.0,5938.5,2.5,5931.0,Basic,False,False,2024-07-30,stop,-2.5,2024
252,False,5926.5,5917.75,8.75,5944.0,Basic,False,False,2024-07-30,rev,-3.75,2024
253,True,5922.75,5928.25,5.5,5911.75,EBrev,False,False,2024-07-30,target,11.0,2024
197,False,6027.25,6020.75,6.5,6040.25,Basic,False,False,2024-07-31,stop,-6.5,2024
207,False,6014.25,6007.75,6.5,6027.25,Basic,False,False,2024-07-31,target,13.0,2024
32,False,6050.25,6046.25,4.0,6058.25,Basic,False,False,2024-08-01,rev,-3.5,2024
33,True,6046.75,6053.25,6.5,,EBrev,True,True,2024-08-01,stop,-6.5,2024
59,True,6018.25,6026.75,8.5,6001.25,Basic,False,False,2024-08-01,rev,10.25,2024
71,False,6008.0,6005.75,2.25,6012.5,EBrev,False,False,2024-08-01,stop,-2.25,2024
91,False,5992.75,5986.25,6.5,6005.75,Basic,False,False,2024-08-01,stop,-6.5,2024
103,False,5983.5,5981.0,2.5,5988.5,Basic,False,False,2024-08-01,stop,-2.5,2024
108,False,5979.0,5975.25,3.75,5986.5,Basic,False,False,2024-08-01,rev,-1.0,2024
109,True,5978.0,5982.5,4.5,5969.0,EBrev,False,False,2024-08-01,stop,-4.5,2024
119,False,5985.5,5978.25,7.25,6000.0,Basic,False,False,2024-08-01,rev,-3.75,2024
120,True,5981.75,5986.25,4.5,5972.75,EBrev,False,False,2024-08-01,target,9.0,2024
144,False,5959.0,5956.75,2.25,5963.5,Basic,False,False,2024-08-01,rev,0.0,2024
145,True,5959.0,5961.0,2.0,5955.0,EBrev,False,False,2024-08-01,rev,0.75,2024
146,False,5958.25,5955.5,2.75,5963.75,EBrev,False,False,2024-08-01,stop,-2.75,2024
163,True,5974.0,5976.75,2.75,,Basic,True,True,2024-08-01,be_fill,0.0,2024
174,False,5960.5,5958.25,2.25,5965.0,Basic,False,False,2024-08-01,stop,-2.25,2024
188,False,5951.5,5945.25,6.25,5964.0,Basic,False,False,2024-08-01,stop,-6.25,2024
363,True,5931.75,5948.25,16.5,5898.75,Basic,False,False,2024-08-01,open,2.5,2024
1,True,5863.75,5868.25,4.5,5854.75,Basic,False,False,2024-08-02,rev,4.25,2024
3,False,5859.5,5856.25,3.25,5866.0,EBrev,False,False,2024-08-02,rev,1.0,2024
4,True,5860.5,5864.5,4.0,,EBrev,True,True,2024-08-02,be_fill,0.0,2024
9,False,5853.5,5849.0,4.5,5862.5,Basic,False,False,2024-08-02,target,9.0,2024
21,True,5876.0,5880.0,4.0,,Basic,True,True,2024-08-02,be_fill,0.0,2024
30,True,5863.25,5876.25,13.0,5837.25,Basic,False,False,2024-08-02,rev,3.0,2024
33,False,5860.25,5857.75,2.5,5865.25,EBrev,False,False,2024-08-02,target,5.0,2024
44,True,5857.75,5863.75,6.0,5845.75,Basic,False,False,2024-08-02,rev,1.75,2024
53,False,5856.0,5851.0,5.0,5866.0,EBrev,False,False,2024-08-02,rev,0.0,2024
54,True,5856.0,5859.5,3.5,5849.0,EBrev,False,False,2024-08-02,target,7.0,2024
80,True,5811.75,5818.75,7.0,5797.75,Basic,False,False,2024-08-02,rev,-5.25,2024
81,False,5817.0,5809.5,7.5,5832.0,EBrev,False,False,2024-08-02,rev,-1.0,2024
82,True,5816.0,5819.5,3.5,5809.0,EBrev,False,False,2024-08-02,stop,-3.5,2024
83,False,5820.0,5815.5,4.5,5829.0,Basic,False,False,2024-08-02,stop,-4.5,2024
84,True,5815.75,5822.25,6.5,5802.75,Basic,False,False,2024-08-02,rev,6.5,2024
88,False,5809.25,5805.5,3.75,5816.75,EBrev,False,False,2024-08-02,stop,-3.75,2024
89,True,5806.25,5811.25,5.0,5796.25,Basic,False,False,2024-08-02,stop,-5.0,2024
90,False,5811.5,5804.25,7.25,5826.0,Basic,False,False,2024-08-02,rev,-4.25,2024
91,True,5807.25,5813.5,6.25,,EBrev,True,True,2024-08-02,be_fill,0.0,2024
104,True,5817.5,5822.0,4.5,5808.5,Basic,False,False,2024-08-02,target,9.0,2024
128,True,5817.0,5824.25,7.25,5802.5,Basic,False,False,2024-08-02,rev,-1.75,2024
129,False,5818.75,5814.0,4.75,5828.25,EBrev,False,False,2024-08-02,stop,-4.75,2024
178,True,5815.5,5822.0,6.5,5802.5,Basic,False,False,2024-08-02,rev,-1.5,2024
179,False,5817.0,5814.75,2.25,5821.5,EBrev,False,False,2024-08-02,target,4.5,2024
182,True,5817.0,5825.0,8.0,5801.0,Basic,False,False,2024-08-02,rev,-5.5,2024
183,False,5822.5,5815.5,7.0,5836.5,EBrev,False,False,2024-08-02,rev,5.5,2024
187,True,5828.0,5833.0,5.0,5818.0,EBrev,False,False,2024-08-02,rev,1.0,2024
188,False,5827.0,5824.0,3.0,5833.0,EBrev,False,False,2024-08-02,stop,-3.0,2024
194,True,5827.25,5829.75,2.5,5822.25,Basic,False,False,2024-08-02,target,5.0,2024
199,True,5829.5,5837.0,7.5,,Basic,True,True,2024-08-02,be_fill,0.0,2024
204,False,5830.75,5824.5,6.25,5843.25,Basic,False,False,2024-08-02,stop,-6.25,2024
212,False,5824.0,5819.0,5.0,5834.0,Basic,False,False,2024-08-02,stop,-5.0,2024
221,True,5835.5,5840.25,4.75,5826.0,Basic,False,False,2024-08-02,rev,1.5,2024
222,False,5834.0,5830.75,3.25,5840.5,EBrev,False,False,2024-08-02,target,6.5,2024
243,False,5823.75,5821.25,2.5,5828.75,Basic,False,False,2024-08-02,stop,-2.5,2024
246,False,5818.5,5814.0,4.5,5827.5,Basic,False,False,2024-08-02,stop,-4.5,2024
1,True,5618.75,5624.25,5.5,5607.75,Basic,False,False,2024-08-05,rev,-1.75,2024
2,False,5620.5,5614.25,6.25,5633.0,EBrev,False,False,2024-08-05,stop,-6.25,2024
3,True,5614.5,5622.0,7.5,5599.5,Basic,False,False,2024-08-05,stop,-7.5,2024
4,False,5625.0,5613.0,12.0,5649.0,Basic,False,False,2024-08-05,rev,-3.75,2024
5,True,5621.25,5627.0,5.75,5609.75,EBrev,False,False,2024-08-05,rev,-4.0,2024
7,False,5625.25,5617.0,8.25,5641.75,EBrev,False,False,2024-08-05,rev,0.25,2024
8,True,5625.5,5627.75,2.25,5621.0,EBrev,False,False,2024-08-05,stop,-2.25,2024
9,False,5634.25,5624.25,10.0,5654.25,Basic,False,False,2024-08-05,rev,-0.75,2024
11,True,5633.5,5640.5,7.0,5619.5,EBrev,False,False,2024-08-05,rev,-1.5,2024
12,False,5635.0,5629.75,5.25,5645.5,EBrev,False,False,2024-08-05,stop,-5.25,2024
13,True,5630.25,5636.75,6.5,5617.25,Basic,False,False,2024-08-05,stop,-6.5,2024
21,True,5637.75,5647.0,9.25,5619.25,Basic,False,False,2024-08-05,rev,-6.75,2024
22,False,5644.5,5636.25,8.25,5661.0,EBrev,False,False,2024-08-05,target,16.5,2024
29,False,5652.5,5644.75,7.75,5668.0,Basic,False,False,2024-08-05,rev,-0.25,2024
30,True,5652.25,5662.0,9.75,5632.75,EBrev,False,False,2024-08-05,stop,-9.75,2024
38,True,5664.0,5667.75,3.75,5656.5,Basic,False,False,2024-08-05,rev,0.25,2024
39,False,5663.75,5660.0,3.75,5671.25,EBrev,False,False,2024-08-05,rev,1.0,2024
40,True,5664.75,5671.0,6.25,5652.25,EBrev,False,False,2024-08-05,rev,-3.25,2024
41,False,5668.0,5660.5,7.5,5683.0,EBrev,False,False,2024-08-05,rev,-3.0,2024
42,True,5665.0,5670.25,5.25,5654.5,EBrev,False,False,2024-08-05,rev,-2.75,2024
43,False,5667.75,5662.0,5.75,5679.25,EBrev,False,False,2024-08-05,rev,-1.5,2024
45,True,5666.25,5671.0,4.75,5656.75,EBrev,False,False,2024-08-05,stop,-4.75,2024
47,False,5672.5,5665.25,7.25,5687.0,Basic,False,False,2024-08-05,rev,-0.25,2024
50,True,5672.25,5678.0,5.75,5660.75,EBrev,False,False,2024-08-05,stop,-5.75,2024
51,False,5680.25,5669.25,11.0,5702.25,Basic,False,False,2024-08-05,rev,2.5,2024
54,True,5682.75,5686.5,3.75,5675.25,EBrev,False,False,2024-08-05,target,7.5,2024
56,False,5684.25,5674.75,9.5,5703.25,Basic,False,False,2024-08-05,stop,-9.5,2024
59,False,5669.5,5665.0,4.5,5678.5,Basic,False,False,2024-08-05,rev,-0.25,2024
60,True,5669.25,5676.0,6.75,5655.75,EBrev,False,False,2024-08-05,stop,-6.75,2024
71,True,5697.0,5701.0,4.0,5689.0,Basic,False,False,2024-08-05,rev,-2.0,2024
72,False,5699.0,5694.5,4.5,5708.0,EBrev,False,False,2024-08-05,target,9.0,2024
77,True,5712.25,5717.25,5.0,5702.25,Basic,False,False,2024-08-05,target,10.0,2024
79,False,5707.75,5702.0,5.75,5719.25,Basic,False,False,2024-08-05,stop,-5.75,2024
83,True,5700.75,5708.5,7.75,5685.25,Basic,False,False,2024-08-05,rev,-2.0,2024
84,False,5702.75,5697.75,5.0,5712.75,EBrev,False,False,2024-08-05,stop,-5.0,2024
86,True,5696.25,5704.75,8.5,5679.25,Basic,False,False,2024-08-05,rev,-3.75,2024
87,False,5700.0,5694.0,6.0,5712.0,EBrev,False,False,2024-08-05,stop,-6.0,2024
111,True,5680.5,5684.0,3.5,5673.5,Basic,False,False,2024-08-05,target,7.0,2024
113,False,5678.75,5672.75,6.0,5690.75,Basic,False,False,2024-08-05,target,12.0,2024
119,True,5683.75,5689.75,6.0,5671.75,Basic,False,False,2024-08-05,rev,-1.25,2024
121,False,5685.0,5675.5,9.5,5704.0,EBrev,False,False,2024-08-05,rev,-4.5,2024
123,True,5680.5,5690.5,10.0,5660.5,EBrev,False,False,2024-08-05,target,20.0,2024
137,False,5657.5,5651.25,6.25,5670.0,Basic,False,False,2024-08-05,rev,1.5,2024
140,True,5659.0,5669.5,10.5,5638.0,EBrev,False,False,2024-08-05,stop,-10.5,2024
149,False,5670.75,5666.0,4.75,5680.25,Basic,False,False,2024-08-05,target,9.5,2024
155,False,5675.0,5669.25,5.75,5686.5,Basic,False,False,2024-08-05,stop,-5.75,2024
158,True,5673.5,5681.5,8.0,5657.5,Basic,False,False,2024-08-05,rev,-4.5,2024
165,False,5678.0,5666.75,11.25,,EBrev,True,True,2024-08-05,stop,-11.25,2024
173,True,5690.5,5698.25,7.75,5675.0,Basic,False,False,2024-08-05,target,15.5,2024
181,False,5663.0,5659.0,4.0,,Basic,True,True,2024-08-05,be_fill,0.0,2024
191,True,5701.25,5705.75,4.5,,Basic,True,True,2024-08-05,be_fill,0.0,2024
206,True,5708.25,5715.0,6.75,,Basic,True,True,2024-08-05,be_fill,0.0,2024
209,True,5712.75,5715.75,3.0,5706.75,Basic,False,False,2024-08-05,target,6.0,2024
274,True,5714.5,5718.75,4.25,5706.0,Basic,False,False,2024-08-05,stop,-4.25,2024
288,False,5697.5,5690.0,7.5,5712.5,Basic,False,False,2024-08-05,rev,-1.0,2024
289,True,5696.5,5701.0,4.5,5687.5,EBrev,False,False,2024-08-05,stop,-4.5,2024
297,True,5699.75,5706.0,6.25,5687.25,Basic,False,False,2024-08-05,stop,-6.25,2024
441,True,5683.0,5685.75,2.75,5677.5,Basic,False,False,2024-08-05,target,5.5,2024
444,True,5683.75,5687.5,3.75,5676.25,Basic,False,False,2024-08-05,stop,-3.75,2024
77,False,5732.0,5727.25,4.75,,Basic,True,True,2024-08-06,be_fill,0.0,2024
125,False,5732.75,5729.25,3.5,5739.75,Basic,False,False,2024-08-06,target,7.0,2024
122,False,5782.75,5778.25,4.5,,Basic,True,True,2024-08-07,stop,-4.5,2024
135,False,5766.75,5762.75,4.0,5774.75,Basic,False,False,2024-08-07,target,8.0,2024
68,True,5821.0,5826.75,5.75,5809.5,Basic,False,False,2024-08-12,stop,-5.75,2024
69,False,5826.75,5820.0,6.75,5840.25,Basic,False,False,2024-08-12,rev,0.0,2024
70,True,5826.75,5831.5,4.75,,EBrev,True,True,2024-08-12,be_fill,0.0,2024
