i,short,en,stop,rk,tg,date,tpct1,tpct2,tempo_ratio,amp1,amp2,amp_sum,dur1,dur2,dur_ratio,vol_ratio,ibs1,ibs2,range1,range2,box_pts,box_abr,overlap,sb_poke_abr,rt_depth_abr,net6_abr,net20_abr,fade_run20,eff10,t10,ncx20,prev_state,sess_net_abr,pos_in_day_range,dayrange_abr,gap_abr,new20,new60,newsess,beyond_pd,room_abr,dist_lvl_abr,session_min,hour_ct,dow,side,n_prior_day,prev_res_day,res,pnl,R,win,year
120,True,6445.75,6449.75,4.0,6437.75,2025-01-31,96.67359667359668,95.63409563409563,0.8875517223135498,86.62420382165605,118.12080536912751,204.74500919078355,58.229820344,65.607241674,1.126694901107662,0.9788405298468948,1.0,0.3181818181818182,4.25,5.5,5.75,1.2348993288590604,1.0,0.1610738255033557,-0.053691275167785234,-1.342281879194631,-3.1677852348993287,False,0.20408163265306123,96.96465696465697,19,0,-1.7718120805369129,0.0945945945945946,7.946308724832215,4.993288590604027,False,False,False,False,2.469798657718121,0.42953020134228187,242.10991280388333,12,4,short,10,rev,target,8.0,2.0,True,2025
124,False,6435.75,6429.75,6.0,6447.75,2025-01-31,99.0,99.0,1.311275707709452,115.78947368421052,121.51898734177215,237.30846102598267,30.67614165,23.394120298,0.7626161257473526,0.8123343100320916,0.09090909090909091,0.9583333333333334,5.5,6.0,6.5,1.3164556962025316,0.9545454545454546,0.1518987341772152,0.0,-1.9746835443037976,-4.3544303797468356,True,0.3282828282828283,97.51704781704782,20,0,-3.6962025316455698,0.116751269035533,9.974683544303797,4.708860759493671,True,True,True,False,2.430379746835443,0.3037974683544304,245.00347114091667,12,4,long,11,target,rev,-3.25,-0.5416666666666666,False,2025
126,True,6432.5,6439.5,7.0,6418.5,2025-01-31,98.96049896049897,95.42619542619542,0.5886975713439362,115.66265060240964,112.94117647058823,228.6038270729979,36.075963886,61.280979644,1.698665067900828,0.8541569177975354,0.8333333333333334,0.0,6.0,6.0,7.0,1.3176470588235294,0.875,-0.1411764705882353,0.611764705882353,-2.4941176470588236,-4.470588235294118,False,0.29906542056074764,97.82889812889813,20,0,-4.047058823529412,0.050761421319796954,9.270588235294118,4.376470588235295,False,False,False,False,0.32941176470588235,0.32941176470588235,245.99943890361666,12,4,short,12,rev,rev,0.75,0.10714285714285714,True,2025
128,False,6431.75,6427.0,4.75,6441.25,2025-01-31,99.0,98.12889812889813,0.8248357951351022,102.79329608938548,95.13513513513513,197.9284312245206,33.537649342,40.659788942,1.2123625161492988,0.7881555278815553,0.0,0.8181818181818182,5.75,5.5,6.75,1.1675675675675676,0.8260869565217391,0.12972972972972974,-0.12972972972972974,-0.6918918918918919,-4.583783783783784,True,0.24553571428571427,97.95758835758836,20,0,-3.848648648648649,0.08653846153846154,8.994594594594595,4.021621621621621,True,True,True,False,0.43243243243243246,0.17297297297297298,247.57975237158334,12,4,long,13,rev,target,9.5,2.0,True,2025
143,False,6432.5,6428.25,4.25,6441.0,2025-01-31,97.5051975051975,96.25779625779626,0.8571028184204097,120.67039106145252,104.91803278688525,225.58842384833775,56.83413988,66.30959397,1.1667211663624457,0.9494700984102953,0.0,0.6666666666666666,6.75,6.0,7.75,1.355191256830601,0.7777777777777778,0.13114754098360656,-0.6120218579234973,-0.7868852459016393,0.2185792349726776,False,0.12608695652173912,93.97089397089397,13,2,-3.759562841530055,0.10096153846153846,9.092896174863387,4.065573770491803,False,False,False,False,0.30601092896174864,0.30601092896174864,263.5706253232167,12,4,long,14,target,stop,-4.25,-1.0,False,2025
82,True,6311.0,6315.25,4.25,6302.5,2025-02-03,98.54469854469855,98.33679833679834,0.9892209176784441,94.11764705882354,79.16666666666667,173.28431372549022,19.966034914,20.183595552,1.0108965369907996,0.8662114781324968,0.9090909090909091,0.15789473684210525,5.5,4.75,7.75,1.2916666666666667,0.5,0.3333333333333333,-0.4166666666666667,1.6666666666666667,3.7916666666666665,True,0.5087719298245614,95.67068607068607,8,0,1.2083333333333333,0.7452229299363057,6.541666666666667,-15.25,True,False,False,True,,13.041666666666666,53.49733199208333,9,0,short,0,none,rev,-2.5,-0.5882352941176471,False,2025
83,False,6313.5,6306.5,7.0,6327.5,2025-02-03,98.33679833679834,97.92099792099792,0.9470792451270057,79.16666666666667,129.60893854748602,208.77560521415268,20.183595552,21.311411538,1.0558778530363608,1.1395398380911803,0.15789473684210525,0.9310344827586207,4.75,7.25,8.5,1.519553072625698,0.7894736842105263,0.6256983240223463,0.22346368715083795,1.5642458100558656,4.067039106145251,False,0.4625,98.74760914760915,9,0,1.743016759776536,0.8089171974522293,7.016759776536312,-16.357541899441337,False,False,False,True,13.54189944134078,13.54189944134078,53.833730972616664,9,0,long,1,rev,target,14.0,2.0,True,2025
87,True,6327.5,6333.25,5.75,6316.0,2025-02-03,99.0,98.75259875259876,0.6090143833772477,66.05504587155963,87.61904761904762,153.67409349060725,7.341332508,12.05444848,1.6419973440603626,0.918702023726448,0.6111111111111112,0.13043478260869565,4.5,5.75,6.5,0.9904761904761905,0.8888888888888888,-0.0761904761904762,0.3047619047619048,2.2857142857142856,6.057142857142857,True,0.35135135135135137,98.71891891891892,13,0,3.619047619047619,0.8926829268292683,7.809523809523809,-13.942857142857143,True,True,True,True,,9.40952380952381,54.70284201351667,9,0,short,2,target,rev,-4.0,-0.6956521739130435,False,2025
88,False,6331.5,6326.5,5.0,6341.5,2025-02-03,98.75259875259876,97.92099792099792,0.82119457237249,87.61904761904762,75.47169811320755,163.0907457322552,12.05444848,14.679162388,1.217738199499941,1.1371059627800988,0.13043478260869565,0.95,5.75,5.0,6.0,0.9056603773584906,0.8695652173913043,0.0,0.03773584905660377,3.0943396226415096,6.679245283018868,False,0.43478260869565216,98.61496881496882,14,0,4.188679245283019,0.9707317073170731,7.735849056603773,-13.81132075471698,False,False,False,True,8.716981132075471,8.716981132075471,54.903755238916666,9,0,long,3,rev,rev,2.0,0.4,True,2025
90,True,6333.5,6340.25,6.75,6320.0,2025-02-03,98.96049896049897,97.29729729729729,0.5544529986577995,135.92233009708738,91.32420091324201,227.2465310103294,8.976543002,16.189907934,1.8035793880108235,0.8429130775254503,0.8285714285714286,0.0,8.75,6.25,9.0,1.3150684931506849,0.7142857142857143,-0.0365296803652968,-0.2922374429223744,2.009132420091324,7.123287671232877,True,0.37218045112781956,98.46943866943867,15,0,4.34703196347032,0.8884120171673819,8.511415525114156,-13.36986301369863,True,True,True,True,,8.146118721461187,55.29802940575,9,0,short,4,rev,rev,-0.5,-0.07407407407407407,False,2025
91,False,6334.0,6328.75,5.25,6344.5,2025-02-03,97.29729729729729,97.0893970893971,0.9468404037648706,91.32420091324201,88.88888888888889,180.2130898021309,16.189907934,17.09887735,1.056144199195296,1.2244518766257897,0.0,0.8,6.25,6.25,11.0,1.5644444444444445,0.28,0.64,-0.64,0.64,7.182222222222222,False,0.31970260223048325,98.32390852390853,16,0,4.302222222222222,0.8969957081545065,8.284444444444444,-13.013333333333334,False,False,False,True,7.857777777777778,7.857777777777778,55.56815625781667,9,0,long,5,rev,stop,-5.25,-1.0,False,2025
94,False,6330.25,6320.5,9.75,6349.75,2025-02-03,96.04989604989605,95.01039501039502,0.6935400870522572,170.04830917874395,155.45023696682463,325.4985461455686,21.136551798,30.476323132,1.441877720796623,0.9562977099236641,0.18181818181818182,0.926829268292683,11.0,10.25,11.25,1.7061611374407581,0.9318181818181818,0.0,-0.1895734597156398,-0.1895734597156398,5.535545023696682,False,0.14383561643835616,97.53388773388774,19,0,4.018957345971564,0.8326180257510729,8.834123222748813,-13.876777251184832,False,False,False,True,8.947867298578197,8.947867298578197,56.550953293250004,9,0,long,6,stop,rev,8.25,0.8461538461538461,True,2025
104,True,6338.5,6346.5,8.0,6322.5,2025-02-03,98.96049896049897,99.0,1.599798484038848,98.76543209876543,105.08474576271186,203.85017786147728,29.733866898,18.586007672,0.625078727087803,1.3457799381352187,0.8666666666666667,0.0,7.5,7.75,12.5,1.694915254237288,0.4,0.6440677966101694,-0.2711864406779661,0.711864406779661,2.542372881355932,True,0.10855263157894737,95.74594594594595,17,0,4.711864406779661,0.8798449612403101,8.745762711864407,-12.40677966101695,False,False,False,True,,6.88135593220339,61.23565836545,9,0,short,7,rev,rev,-2.75,-0.34375,False,2025
105,False,6341.25,6336.25,5.0,6351.25,2025-02-03,99.0,98.75259875259876,0.6408680083749297,105.08474576271186,87.76371308016877,192.84845884288063,18.586007672,29.00130359,1.5603837091755182,0.7722869807913315,0.0,0.7307692307692307,7.75,6.5,10.0,1.350210970464135,0.5806451612903226,0.270042194092827,0.10126582278481011,0.1350210970464135,1.5864978902953584,False,0.06484641638225255,96.07858627858629,17,0,5.063291139240506,0.9224806201550387,8.70886075949367,-12.354430379746834,False,False,False,True,6.481012658227847,6.481012658227847,61.545428378716664,9,0,long,8,rev,rev,-1.5,-0.3,False,2025
106,True,6339.75,6343.5,3.75,6332.25,2025-02-03,98.75259875259876,98.12889812889813,0.9021946169267252,87.76371308016877,80.34934497816595,168.11305805833473,29.00130359,32.145285558,1.1084082982078116,1.0019132653061225,0.7307692307692307,0.391304347826087,6.5,5.75,7.0,0.978165938864629,0.8461538461538461,0.03493449781659389,-0.17467248908296945,-0.13973799126637557,1.1877729257641922,True,0.12237762237762238,96.41122661122661,17,0,5.03056768558952,0.8992248062015504,9.013100436681224,-12.786026200873364,False,False,False,True,,6.9170305676855905,62.02878826298333,9,0,short,9,rev,stop,-3.75,-1.0,False,2025
108,False,6343.25,6336.0,7.25,6357.75,2025-02-03,98.33679833679834,97.0893970893971,0.8881577168813323,61.53846153846154,116.58291457286433,178.12137611132587,30.22077778,34.026364018,1.1259261513950354,0.9851215423302598,0.4117647058823529,0.8275862068965517,4.25,7.25,8.5,1.3668341708542713,0.7647058823529411,-0.16080402010050251,0.5628140703517588,1.1256281407035176,1.8894472361809045,False,0.149812734082397,97.78336798336798,17,0,6.351758793969849,0.9534883720930233,10.371859296482413,-14.71356783919598,False,False,False,True,7.396984924623116,7.396984924623116,63.06866129558333,9,0,long,10,stop,rev,0.75,0.10344827586206896,True,2025
110,True,6344.0,6348.25,4.25,6335.5,2025-02-03,96.46569646569647,98.12889812889813,1.1047853679805497,84.21052631578948,79.62085308056872,163.83137939635822,34.983260998,31.665210286,0.9051531899158946,1.0435210712879086,1.0,0.23809523809523808,5.5,5.25,6.5,0.985781990521327,0.8181818181818182,0.11374407582938388,-0.11374407582938388,0.8341232227488151,1.5924170616113744,True,0.051587301587301584,98.07442827442829,17,0,6.104265402843602,0.939622641509434,10.04739336492891,-13.876777251184834,True,True,True,True,,6.862559241706161,64.21967137898334,9,0,short,11,rev,rev,-1.75,-0.4117647058823529,False,2025
111,False,6345.75,6340.25,5.5,6356.75,2025-02-03,98.12889812889813,95.21829521829522,0.8268718862109975,79.62085308056872,84.42211055276383,164.04296363333253,31.665210286,38.295183104,1.2093771921335157,0.9501792791092659,0.23809523809523808,1.0,5.25,5.25,7.75,1.2462311557788948,0.5714285714285714,0.3618090452261307,-0.24120603015075381,0.7236180904522614,1.8894472361809047,False,0.11857707509881422,97.90810810810811,17,0,6.753768844221106,0.9660377358490566,10.653266331658292,-14.713567839195981,False,False,False,True,6.99497487437186,6.99497487437186,64.74742697965,9,0,long,12,rev,rev,1.5,0.2727272727272727,True,2025
112,True,6347.25,6352.25,5.0,6337.25,2025-02-03,95.21829521829522,97.29729729729729,1.181339252620755,84.42211055276383,122.10526315789474,206.52737371065857,38.295183104,32.41675329,0.8464968871402004,1.0049652432969216,1.0,0.3448275862068966,5.25,7.25,11.75,1.9789473684210526,0.19047619047619047,1.0526315789473684,-0.5473684210526316,1.263157894736842,2.6526315789473682,True,0.17670682730923695,97.73783783783784,17,0,7.326315789473684,0.9323843416370107,11.83157894736842,-15.410526315789474,False,False,False,True,,7.073684210526316,65.38673631388333,9,0,short,13,rev,rev,2.75,0.55,True,2025
115,False,6344.5,6340.0,4.5,6353.5,2025-02-03,95.01039501039502,95.01039501039502,1.0137725162644768,140.65934065934067,92.14659685863874,232.80593751797943,37.117377684,36.613122854,0.9864145890290799,1.0066170388751035,0.03125,0.7727272727272727,8.0,5.5,9.5,1.5916230366492146,0.53125,0.2094240837696335,-0.5026178010471204,-0.4607329842931937,1.3403141361256545,False,0.05508474576271186,96.73596673596674,17,0,6.827225130890052,0.8932384341637011,11.769633507853403,-15.329842931937172,False,False,False,True,7.49738219895288,7.49738219895288,67.09825556661666,9,0,long,14,rev,stop,-4.5,-1.0,False,2025
122,True,6354.25,6361.25,7.0,6340.25,2025-02-03,99.0,99.0,1.291611886742269,234.41860465116278,86.82170542635659,321.2403100775194,17.476026516,13.530400808,0.7742263835324567,1.186155285313377,0.9523809523809523,0.03571428571428571,15.75,7.0,16.25,2.0155038759689923,0.42857142857142855,0.031007751937984496,-0.9922480620155039,1.9534883720930232,2.2325581395348837,True,0.0915032679738562,93.85405405405405,15,2,6.263565891472868,0.9148264984227129,9.829457364341085,-11.348837209302326,True,True,True,True,,4.341085271317829,71.64470147851667,9,0,short,15,stop,rev,-4.25,-0.6071428571428571,False,2025
123,False,6358.5,6352.75,5.75,6370.0,2025-02-03,99.0,98.96049896049897,0.5297502544044751,86.82170542635659,88.18897637795276,175.01068180430934,13.530400808,25.541093554,1.8876819627470713,0.7746056782334385,0.03571428571428571,0.7857142857142857,7.0,7.0,8.25,1.0393700787401574,0.8571428571428571,0.12598425196850394,-0.15748031496062992,1.763779527559055,2.267716535433071,False,0.14012738853503184,94.08274428274429,15,0,6.897637795275591,0.9684542586750788,9.984251968503937,-11.527559055118111,False,False,False,True,3.874015748031496,3.874015748031496,71.87021053101667,9,0,long,16,rev,stop,-5.75,-1.0,False,2025
149,False,6349.75,6344.75,5.0,6359.75,2025-02-03,99.0,99.0,1.8570485225382216,257.4712643678161,79.62085308056872,337.09211744838484,20.305137366,10.934090908,0.5384888913043564,0.852513966480447,0.017857142857142856,0.9047619047619048,14.0,5.25,16.0,2.4265402843601898,0.25,0.26540284360189575,-1.5545023696682465,-1.4407582938388626,-1.0236966824644549,True,0.02390438247011952,88.34469854469855,4,6,6.976303317535545,0.8242424242424242,12.511848341232227,-13.876777251184834,False,False,False,True,5.990521327014218,5.990521327014218,93.16547640411666,10,0,long,17,stop,rev,-3.0,-0.6,False,2025
151,True,6346.75,6353.25,6.5,6333.75,2025-02-03,99.0,98.96049896049897,0.6122183934292046,62.13592233009709,110.34482758620689,172.48074991630398,15.658461986,25.57659514,1.6334040445905642,1.1123548922056385,0.625,0.10714285714285714,4.0,7.0,7.25,1.1428571428571428,1.0,0.03940886699507389,0.4729064039408867,-1.5763546798029557,-1.0246305418719213,False,0.196,91.03056133056133,5,0,6.778325123152709,0.7878787878787878,13.004926108374384,-14.423645320197044,False,False,False,True,,6.699507389162561,93.60869086678333,10,0,short,18,rev,stop,-6.5,-1.0,False,2025
152,False,6352.75,6345.75,7.0,6366.75,2025-02-03,98.96049896049897,96.04989604989605,0.5770121793751796,110.34482758620689,101.88679245283019,212.23162003903707,25.57659514,44.325919026,1.7330656713049883,0.9772642564293701,0.10714285714285714,0.8888888888888888,7.0,6.75,7.75,1.169811320754717,0.8928571428571429,-0.11320754716981132,0.22641509433962265,-1.5849056603773586,0.03773584905660377,False,0.09302325581395349,92.5066528066528,5,0,7.39622641509434,0.8606060606060606,12.452830188679245,-13.81132075471698,False,False,False,True,5.509433962264151,5.509433962264151,94.03496770941666,10,0,long,19,stop,rev,-4.5,-0.6428571428571429,False,2025
153,True,6348.25,6354.75,6.5,6335.25,2025-02-03,96.04989604989605,95.01039501039502,0.9326525427777733,101.88679245283019,99.53917050691244,201.42596295974263,44.325919026,47.526722968,1.0722106616700384,0.9759725400457666,0.8888888888888888,0.07407407407407407,6.75,6.75,8.0,1.1797235023041475,0.8518518518518519,0.14746543778801843,-0.22119815668202766,-1.7327188940092166,-0.3686635944700461,False,0.16541353383458646,94.02432432432433,6,0,6.56221198156682,0.806060606060606,12.165898617511521,-13.493087557603687,False,False,False,True,,6.046082949308755,94.77373304505,10,0,short,20,rev,target,13.0,2.0,True,2025
155,False,6341.0,6334.5,6.5,6354.0,2025-02-03,99.0,99.0,1.4372573945461322,160.0,90.75630252100841,250.75630252100842,20.106994426,13.989835434,0.6957695982602945,0.994339967135293,0.09090909090909091,0.9259259259259259,11.0,6.75,13.75,1.8487394957983194,0.38636363636363635,0.33613445378151263,-0.9747899159663865,-1.1764705882352942,-2.0504201680672267,True,0.21649484536082475,96.2983367983368,7,0,5.008403361344538,0.7181818181818181,11.092436974789916,-12.302521008403362,True,False,False,True,6.487394957983193,6.487394957983193,95.90104116461666,10,0,long,21,target,target,13.0,2.0,True,2025
193,False,6349.0,6346.0,3.0,6355.0,2025-02-03,98.54469854469855,98.33679833679834,0.9762040703231286,111.53846153846153,70.58823529411765,182.12669683257917,54.883123322,56.22095317,1.0243759787530846,0.930332043185985,0.3103448275862069,0.6111111111111112,7.25,4.5,8.75,1.3725490196078434,0.4482758620689655,0.19607843137254904,-0.7058823529411765,-2.1568627450980395,-1.450980392156863,True,0.13725490196078433,81.1889812889813,2,0,7.098039215686276,0.7620396600566572,13.843137254901963,-14.35294117647059,True,False,False,True,6.313725490196079,6.313725490196079,147.97537957011667,10,0,long,22,target,eb_scr,-0.5,-0.16666666666666666,False,2025
196,True,6348.25,6354.5,6.25,6335.75,2025-02-03,98.33679833679834,96.88149688149689,0.812966710321865,122.75132275132275,148.4536082474227,271.20493099874545,52.756951506,64.89435648,1.23006266714671,1.1404823226410676,0.9310344827586207,0.3333333333333333,7.25,9.0,9.25,1.5257731958762888,1.0,0.0,0.0,-1.1134020618556704,-0.37113402061855677,False,0.1732283464566929,89.21392931392931,4,6,7.340206185567012,0.7535410764872521,14.556701030927837,-15.09278350515464,False,False,False,True,,6.762886597938145,150.96786484898334,11,0,short,23,eb_scr,eb_scr,-0.75,-0.12,False,2025
228,False,6345.5,6341.0,4.5,6354.5,2025-02-03,99.0,99.0,0.5559437471745016,146.74556213017752,107.52688172043011,254.27244385060763,7.73499335,13.913266206,1.7987431373809777,1.0396854425749817,0.0,0.68,7.75,6.25,12.75,2.193548387096774,0.1935483870967742,0.8172043010752689,-1.4193548387096775,0.5161290322580645,-2.5806451612903225,True,0.08444444444444445,85.93305613305613,1,6,7.182795698924731,0.7223796033994334,15.182795698924732,-15.741935483870968,False,False,False,True,7.526881720430108,7.526881720430108,205.23712330245002,11,0,long,24,eb_scr,stop,-4.5,-1.0,False,2025
232,True,6346.75,6355.0,8.25,6330.25,2025-02-03,99.0,99.0,1.3958072527614231,133.33333333333334,145.45454545454547,278.7878787878788,11.90883671,8.531863326,0.7164312966719653,0.9572879950238441,0.7105263157894737,0.2727272727272727,9.5,11.0,11.25,1.4876033057851241,1.0,0.1322314049586777,-0.2644628099173554,-0.9256198347107439,-0.6611570247933886,False,0.054838709677419356,93.94906444906445,5,0,5.685950413223141,0.7365439093484419,11.669421487603307,-12.099173553719009,False,False,False,True,,5.6198347107438025,206.33161579381667,11,0,short,25,stop,stop,-8.25,-1.0,False,2025
79,True,6381.0,6390.0,9.0,6363.0,2025-02-04,99.0,98.75259875259876,0.6607509966739135,158.77862595419847,173.4265734265734,332.2051993807719,24.05742689,36.40921771,1.5134294235404824,0.7571825764596849,0.6153846153846154,0.16129032258064516,6.5,7.75,10.25,2.2937062937062938,0.6538461538461539,-0.5034965034965035,1.4545454545454546,-2.237762237762238,-2.4615384615384617,False,0.15425531914893617,49.58814968814969,0,6,5.818181818181818,0.6461538461538462,10.909090909090908,-0.055944055944055944,False,False,False,True,0.055944055944055944,0.055944055944055944,166.62346541761664,11,1,short,0,none,rev,-3.0,-0.3333333333333333,False,2025
80,False,6384.0,6379.5,4.5,6393.0,2025-02-04,98.75259875259876,97.71309771309771,0.8022723775802425,173.4265734265734,85.53459119496856,258.96116462154197,36.40921771,45.382614094,1.2464594668161575,1.0061199510403918,0.16129032258064516,0.9411764705882353,7.75,4.25,8.0,1.610062893081761,0.5483870967741935,-0.050314465408805034,-0.6540880503144654,-1.8113207547169812,-1.6603773584905661,True,0.03664921465968586,51.0018711018711,1,0,5.836477987421383,0.7076923076923077,9.81132075471698,-0.050314465408805034,True,False,False,True,,0.6540880503144654,167.23028716105,11,1,long,1,rev,eb_scr,-3.25,-0.7222222222222222,False,2025
126,False,6392.25,6385.0,7.25,6406.75,2025-02-04,99.0,99.0,0.6129971598575783,151.1811023622047,170.2127659574468,321.3938683196515,11.916494996,19.439723014,1.6313289285587174,1.27020202020202,0.0,0.9333333333333333,6.0,7.5,7.75,1.7588652482269505,1.0,0.28368794326241137,0.5106382978723404,-1.1914893617021276,0.9645390070921985,False,0.09392265193370165,38.57338877338877,0,6,8.453900709219859,0.8423645320197044,11.5177304964539,-0.05673758865248227,False,False,False,True,,2.6099290780141846,329.68406794365,13,1,long,2,eb_scr,stop,-7.25,-1.0,False,2025
38,False,6422.25,6418.75,3.5,6429.25,2025-02-06,99.0,98.75259875259876,0.7992146791861263,141.53846153846155,97.14285714285714,238.6813186813187,17.14974233,21.458242418,1.2512282695036854,0.96046875,0.0,0.7647058823529411,5.75,4.25,8.0,1.8285714285714285,0.391304347826087,0.45714285714285713,-1.0285714285714285,-0.5714285714285714,-0.9714285714285714,True,0.08823529411764706,48.52785862785863,0,6,-2.9714285714285715,0.18571428571428572,4.0,3.4857142857142858,True,True,True,True,,0.34285714285714286,69.92096408271667,9,3,long,0,none,target,7.0,2.0,True,2025
19,False,6433.75,6424.0,9.75,6453.25,2025-02-07,99.0,98.96049896049897,0.6178755048314989,344.44444444444446,154.31472081218274,498.75916525662717,10.246482854,16.583410046,1.6184490114601817,1.0618937644341802,0.0,1.0,15.5,9.5,16.0,2.598984771573604,0.5967741935483871,0.04060913705583756,-0.5685279187817259,-2.964467005076142,,False,0.2336065573770492,29.151559251559252,0,6,-1.3401015228426396,0.3114754098360656,4.9543147208121825,2.6802030456852792,True,True,True,False,0.20304568527918782,0.20304568527918782,30.191825043450002,9,4,long,0,none,stop,-9.75,-1.0,False,2025
79,False,6394.5,6391.25,3.25,6401.0,2025-02-07,98.96049896049897,98.75259875259876,0.5510182333243604,90.0,68.37606837606837,158.37606837606836,10.019000656,18.182702586,1.8148219777898777,1.008889852558543,0.4074074074074074,0.6,6.75,5.0,7.75,1.0598290598290598,0.6296296296296297,0.10256410256410256,-0.5811965811965812,-3.7948717948717947,-3.658119658119658,True,0.289198606271777,78.51891891891891,4,0,-6.495726495726496,0.04743083003952569,8.649572649572649,2.2564102564102564,True,True,True,True,0.9572649572649573,0.9572649572649573,83.86688712628333,9,4,long,1,stop,stop,-3.25,-1.0,False,2025
81,True,6386.25,6395.25,9.0,6368.25,2025-02-07,98.75259875259876,98.75259875259876,1.2076830354262573,61.53846153846154,128.13852813852813,189.67698967698968,17.4374644,14.438775646,0.8280318350642769,1.1160532851659517,0.6666666666666666,0.21621621621621623,4.5,9.25,11.0,1.5238095238095237,0.6666666666666666,-0.20779220779220778,1.1428571428571428,-2.5627705627705626,-4.502164502164502,False,0.4809688581314879,86.83492723492724,6,0,-7.722943722943722,0.028368794326241134,9.766233766233764,2.2857142857142856,False,False,False,True,,2.112554112554112,84.46087971211666,9,4,short,2,stop,rev,-3.5,-0.3888888888888889,False,2025
82,False,6389.75,6383.75,6.0,6401.75,2025-02-07,98.75259875259876,98.12889812889813,0.7864239049340989,128.13852813852813,96.66666666666667,224.8051948051948,14.438775646,18.360041646,1.2715788440889249,0.9832085777867692,0.21621621621621623,0.7931034482758621,9.25,7.25,9.75,1.3,0.7567567567567568,0.03333333333333333,-0.5,-1.2,-4.166666666666667,True,0.4511784511784512,93.25904365904367,7,0,-6.966666666666667,0.0812720848056537,9.433333333333334,2.2,True,True,True,True,1.5666666666666667,1.5666666666666667,84.70210142321666,9,4,long,3,rev,target,12.0,2.0,True,2025
85,True,6401.75,6407.75,6.0,6389.75,2025-02-07,98.54469854469855,97.92099792099792,0.8528962832628287,64.57399103139014,124.0,188.57399103139014,15.340036104,17.98581657,1.172475504494419,1.1051502145922747,1.0,0.25806451612903225,4.5,7.75,12.25,1.96,0.05555555555555555,1.2,-0.92,1.16,-2.88,False,0.04411764705882353,98.63575883575884,10,0,-6.44,0.2508833922261484,11.32,2.64,False,False,False,False,0.04,0.04,85.53184744528333,9,4,short,4,target,rev,-1.0,-0.16666666666666666,False,2025
86,False,6402.75,6397.0,5.75,6414.25,2025-02-07,97.92099792099792,97.29729729729729,0.6859314133627984,124.0,94.7867298578199,218.78672985781992,17.98581657,26.221013092,1.457871706294178,0.8052427184466019,0.25806451612903225,0.88,7.75,6.25,10.5,1.5924170616113744,0.4838709677419355,0.3791469194312796,0.4549763033175355,1.4028436018957346,-3.184834123222749,True,0.0625,98.46548856548857,11,0,-5.95260663507109,0.26501766784452296,10.729857819905213,2.5023696682464456,False,False,False,False,2.7298578199052135,0.1895734597156398,85.83165695195,9,4,long,5,rev,stop,-5.75,-1.0,False,2025
114,True,6410.25,6418.25,8.0,6394.25,2025-02-07,99.0,99.0,0.44815011685781636,152.17391304347825,141.41414141414143,293.5880544576197,5.192748698,11.587074292,2.2313951561843903,1.0750798722044728,0.8,0.11428571428571428,8.75,8.75,9.75,1.575757575757576,0.9142857142857143,0.12121212121212123,-0.24242424242424246,2.2222222222222223,2.464646464646465,True,0.13385826771653545,87.03492723492724,3,2,-5.131313131313132,0.3710247349823322,11.434343434343436,2.666666666666667,True,False,False,False,1.4141414141414144,1.4141414141414144,109.71733826088332,10,4,short,6,stop,rev,-6.0,-0.75,False,2025
115,False,6416.25,6408.25,8.0,6432.25,2025-02-07,99.0,99.0,0.633019888023583,141.41414141414143,132.70142180094786,274.1155632150893,11.587074292,18.304439578,1.5797291979596466,0.8567979197622585,0.11428571428571428,0.8857142857142857,8.75,8.75,9.75,1.4786729857819902,0.9142857142857143,0.11374407582938387,0.11374407582938387,2.9573459715639805,3.0331753554502368,False,0.19029850746268656,87.82889812889813,4,0,-3.9052132701421796,0.4558303886925795,10.729857819905211,2.502369668246445,False,False,False,False,0.6824644549763033,0.6824644549763033,109.91045938448333,10,4,long,7,rev,rev,-2.0,-0.25,False,2025
116,True,6414.25,6417.5,3.25,6407.75,2025-02-07,99.0,99.0,0.5411892730017043,132.70142180094786,48.148148148148145,180.849569949096,18.304439578,33.82262083,1.8477823746459416,1.0175590721872967,0.8857142857142857,0.15384615384615385,8.75,3.25,9.0,1.3333333333333333,0.37142857142857144,-0.037037037037037035,-0.5925925925925926,2.074074074074074,3.111111111111111,True,0.11583011583011583,91.34636174636174,5,0,-4.111111111111111,0.4275618374558304,10.481481481481481,2.4444444444444446,False,False,False,False,1.8888888888888888,0.9629629629629629,110.21554743058333,10,4,short,8,rev,target,6.5,2.0,True,2025
147,True,6392.0,6399.25,7.25,6377.5,2025-02-07,99.0,99.0,1.1537538786707449,175.1824817518248,169.23076923076923,344.41325098259404,14.86045059,12.880087222,0.866735981119399,0.9496334077143768,0.6666666666666666,0.15151515151515152,7.5,8.25,10.5,2.1538461538461537,0.7333333333333333,0.5641025641025641,0.46153846153846156,0.717948717948718,-0.8717948717948718,False,0.03,88.83076923076922,3,2,-10.256410256410257,0.11307420494699646,14.512820512820513,3.3846153846153846,False,False,False,True,,1.9487179487179487,148.33197809665,10,4,short,9,target,rev,4.0,0.5517241379310345,True,2025
