date,strat,method,center,em,short_k,long_k,credit,exit_kind,exit_val,pnl,note
2025-03-03,eodic_p,vix252,5954.5,73.6,5880.0,5855.0,1.05,stop,16.4,-1541.52,
2025-03-03,eodic_c,vix252,5954.5,73.6,6030.0,6055.0,1.25,settle,0.0,121.74,
2025-03-03,openic_p,vix252,5968.33,73.6,5895.0,5870.0,3.3,stop,19.5,-1626.52,
2025-03-03,openic_c,vix252,5968.33,73.6,6040.0,6065.0,0.25,settle,0.0,21.74,
2025-03-03,eodfly_p,fly,5954.5,,5955.0,5930.0,5.9,stop,13.5,-766.52,
2025-03-03,eodfly_c,fly,5954.5,,5955.0,5980.0,14.6,stop,14.0,53.48,
2025-03-03,openfly_p,fly,5940.25,,5940.0,5915.0,8.9,stop,11.3,-246.52,
2025-03-03,openfly_c,fly,5940.25,,5940.0,5965.0,10.9,stop,13.2,-236.52,
