date,dow,event,gap_pct,prior_ret,prior_range,prior2_ret,vix_prior,vix_chg,em_pts,cr_eodic_c,cr_eodic_p,ic_pnl,fly_pnl,puts_band_pnl,next_ret
2023-10-10,Tue,,0.09,0.63,1.34,1.18,17.7,0.25,48.3,0.45,0.35,177.0,1090.0,0.0,0.43
2023-10-11,Wed,,0.19,0.52,1.05,0.63,17.03,-0.67,46.8,1.9,0.3,327.0,-641.0,82.0,-0.62
2023-10-12,Thu,CPI,0.09,0.43,0.76,0.52,16.09,-0.94,44.4,0.75,0.95,-1575.0,-891.0,-1658.0,-0.5
2023-10-13,Fri,,0.25,-0.62,1.39,0.43,16.69,0.6,45.7,2.6,0.4,472.0,-233.0,97.0,1.06
