rule,date,event,v_close,v_chg,v_chg2,ratio5,ratio10,ic_pnl,fly_pnl,puts_band_pnl,combined_pnl
skip_vix>25,2022-05-16,,28.87,-2.8999999999999986,-3.6900000000000013,0.8969181061265067,0.9332773000581885,792.0,-886.0,0.0,-94.0
skip_vix>25,2022-05-17,,27.47,-1.4000000000000021,-4.300000000000001,0.8938565664453989,0.9022235359805563,15.0,-440.0,0.0,-425.0
skip_vix>25,2022-05-18,,26.1,-1.3699999999999974,-2.7699999999999996,0.8891462833004021,0.8661887694145758,-1485.0,520.0,0.0,-965.0
skip_vix>25,2022-05-19,,30.96,4.859999999999999,3.490000000000002,1.0663360198388097,1.0089291533598383,228.0,-1346.0,0.0,-1118.0
skip_vix>25,2022-05-20,,29.35,-1.6099999999999994,3.25,1.0280210157618215,0.9622635323432019,-1560.0,-783.0,-2203.0,-4546.0
skip_vix>25,2022-05-23,,29.43,0.0799999999999983,-1.5300000000000011,1.026795059660875,0.9672966310599835,-256.0,970.0,268.0,982.0
skip_vix>25,2022-05-24,,28.48,-0.9499999999999993,-0.870000000000001,0.9866962305986697,0.9557688435465467,-501.0,-623.0,0.0,-1124.0
skip_vix>25,2022-05-25,,29.45,0.9699999999999989,0.019999999999999574,0.9971558204103744,1.0002037766607799,817.0,207.0,107.0,1131.0
skip_vix>25,2022-05-26,,28.37,-1.0799999999999983,-0.10999999999999943,0.9777364212848084,0.9774332472006891,-1340.0,790.0,122.0,-428.0
skip_vix>25,2022-05-27,,27.5,-0.870000000000001,-1.9499999999999993,0.9599944145779516,0.9616057066927757,-1025.0,-263.0,0.0,-1288.0
skip_vix>25,2022-05-31,,26.54,0.8200000000000003,-0.9600000000000009,0.9645297281581624,0.941468605888613,1067.0,-783.0,0.0,284.0
skip_vix>25,2022-06-01,,26.19,-0.34999999999999787,0.4700000000000024,0.9749106611078024,0.9287563388772652,547.0,-673.0,102.0,-24.0
skip_vix>25,2022-06-02,,25.69,-0.5,-0.8499999999999979,0.9757672439987848,0.9283752529632844,-1454.0,-580.0,147.0,-1887.0
skip_vix>25,2022-06-07,,25.07,0.28000000000000114,0.3500000000000014,0.9912225209552427,0.9494773519163762,134.0,-1996.0,57.0,-1805.0
skip_vix>25,2022-06-10,CPI,26.09,2.129999999999999,2.0700000000000003,1.0526103445493424,1.0320819652676132,-525.0,-723.0,0.0,-1248.0
skip_vix>25,2022-06-13,,27.75,1.6600000000000001,3.789999999999999,1.0934667822523445,1.0890040028255237,-765.0,-878.0,0.0,-1643.0
skip_vix>25,2022-06-14,,34.02,6.270000000000003,7.930000000000003,1.2522084805653713,1.2969881814715976,587.0,267.0,148.0,1002.0
skip_vix>25,2022-06-15,FOMC,32.69,-1.3300000000000054,4.939999999999998,1.1310635942149332,1.216145833333333,-186.0,27.0,433.0,274.0
skip_vix>25,2022-06-16,,29.62,-3.0699999999999967,-4.400000000000002,0.9862156222947327,1.0860558061086054,-905.0,-638.0,0.0,-1543.0
skip_vix>25,2022-06-17,,32.95,3.330000000000002,0.2600000000000051,1.0491625803986497,1.172764806378132,672.0,-1336.0,183.0,-481.0
skip_vix>25,2022-06-21,,31.03,-0.09999999999999787,-1.9200000000000017,0.9855799771312412,1.0581054354497716,174.0,-468.0,0.0,-294.0
skip_vix>25,2022-06-22,,30.19,-0.8399999999999999,-0.9399999999999977,0.9743738703847147,1.00824900644558,637.0,-1273.0,0.0,-636.0
skip_vix>25,2022-06-23,,28.95,-1.240000000000002,-2.080000000000002,0.9384116693679092,0.9509887655213192,422.0,-906.0,0.0,-484.0
skip_vix>25,2022-06-24,,29.05,0.10000000000000142,-1.1400000000000006,0.9660791486531427,0.9450842605244323,-1245.0,510.0,0.0,-735.0
skip_vix>25,2022-06-27,,27.23,-1.8200000000000003,-1.7199999999999989,0.9296688289518606,0.8873753503226227,397.0,-1306.0,183.0,-726.0
skip_vix>25,2022-06-28,,26.95,-0.28000000000000114,-2.1000000000000014,0.9464774882348809,0.8989626071583441,-1815.0,-583.0,0.0,-2398.0
skip_vix>25,2022-06-29,,28.36,1.4100000000000001,1.129999999999999,1.0089654190977655,0.9598592025993365,417.0,-123.0,178.0,472.0
skip_vix>25,2022-06-30,,28.16,-0.1999999999999993,1.2100000000000009,1.0075134168157425,0.9578231292517008,64.0,370.0,0.0,434.0
skip_vix>25,2022-07-01,,28.71,0.5500000000000007,0.3500000000000014,1.029696578437702,0.9908199889563778,352.0,-1601.0,102.0,-1147.0
skip_vix>25,2022-07-05,,27.53,0.8300000000000018,-1.1799999999999997,0.987021368134232,0.9768300039030622,199.0,-474.0,0.0,-275.0
