date,dow,event,gap_pct,prior_ret,prior_range,prior2_ret,vix_prior,vix_chg,em_pts,cr_eodic_c,cr_eodic_p,ic_pnl,fly_pnl,puts_band_pnl,next_ret
2022-06-01,Wed,,0.43,-0.63,1.54,2.47,26.19,0.47,68.2,3.6,0.4,547.0,-673.0,102.0,1.84
2022-06-02,Thu,,-0.14,-0.75,2.26,-0.63,25.69,-0.5,66.4,,,-1454.0,-580.0,147.0,-1.63
2022-06-03,Fri,NFP,-0.94,1.84,2.47,-0.75,24.72,-0.97,65.0,0.25,6.7,-261.0,860.0,157.0,0.31
2022-06-06,Mon,,0.64,-1.63,1.07,1.84,24.79,0.07,64.2,5.4,0.1,767.0,925.0,0.0,0.95
2022-06-07,Tue,,-0.61,0.31,1.45,-1.63,25.07,0.28,65.1,0.1,4.4,134.0,-1996.0,57.0,-1.08
2022-06-08,Wed,,-0.33,0.95,2.04,0.31,24.02,-1.05,63.0,0.15,3.2,452.0,-93.0,0.0,-2.38
2022-06-09,Thu,,-0.34,-1.08,1.29,0.95,23.96,-0.06,62.1,0.35,2.85,-2135.0,1290.0,-1337.0,-2.91
2022-06-10,Fri,CPI,-1.08,-2.38,2.54,-1.08,26.09,2.13,66.0,0.3,9.8,-525.0,-723.0,0.0,-3.88
