date,strat,method,center,em,short_k,long_k,credit,exit_kind,exit_val,pnl,note
2025-02-28,eodic_p,vix252,5861.57,78.0,5785.0,5760.0,1.9,settle,0.0,186.74,
2025-02-28,eodic_c,vix252,5861.57,78.0,5940.0,5965.0,1.35,settle,14.5,-1318.26,
2025-02-28,openic_p,vix252,5856.74,78.0,5780.0,5755.0,0.8,settle,0.0,76.74,
2025-02-28,openic_c,vix252,5856.74,78.0,5935.0,5960.0,2.0,settle,19.5,-1753.26,
