date,strat,method,center,em,short_k,long_k,credit,exit_kind,exit_val,pnl,note
2026-06-09,eodic_p,vix252,7405.73,88.3,7315.0,7290.0,0.05,stop,11.1,-1111.52,
2026-06-09,eodic_c,vix252,7405.73,88.3,7495.0,7520.0,1.7,settle,0.0,166.74,
2026-06-09,openic_p,vix252,7438.66,88.3,7350.0,7325.0,0.25,stop,13.2,-1301.52,
2026-06-09,openic_c,vix252,7438.66,88.3,7525.0,7550.0,0.4,settle,0.0,36.74,
2026-06-09,eodfly_p,,7405.73,,7405.0,7380.0,2.15,stop,14.3,-1221.52,
2026-06-09,eodfly_c,,7405.73,,7405.0,7430.0,19.6,stop,21.8,-226.52,
2026-06-09,openfly_p,,7454.65,,7455.0,7430.0,8.5,stop,17.6,-916.52,
2026-06-09,openfly_c,,7454.65,,7455.0,7480.0,9.9,settle,0.0,986.74,
